reconstructed_claim_id,policy_number,offset_total,interest_total,withholding_total,offset_codes,interest_codes,withholding_codes,residual_amount,offset_explains_gap,interest_explains_gap,withholding_explains_gap,decomposition_status
RC-9010792701-1-DEATH_CLAIM-C0-20191024,9010792701,0.0,19.21,0.0,,0630,,-115.84,N,N,N,RESIDUAL_REMAINS
RC-9010793737-1-DEATH_CLAIM-C0-20210621,9010793737,0.0,50.16,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010795890-1-DEATH_CLAIM-C0-20181126,9010795890,0.0,37.89,0.0,,0630,,-88.2,N,N,N,RESIDUAL_REMAINS
RC-9010796325-1-DEATH_CLAIM-C0-20250323,9010796325,0.0,25.7,0.0,,0630,,-5.5,N,N,N,RESIDUAL_REMAINS
RC-9010796554-1-DEATH_CLAIM-C0-20231120,9010796554,0.0,142.73,0.0,,0630,,6306.67,N,N,N,CLEARING_ONLY_DISTORTION
RC-9010796821-1-DEATH_CLAIM-C0-20180402,9010796821,0.0,33.98,0.0,,0630,,-49.74,N,N,N,RESIDUAL_REMAINS
RC-9010798517-1-DEATH_CLAIM-C0-20240528,9010798517,0.0,29.42,0.0,,0630,,-8.84,N,N,N,RESIDUAL_REMAINS
RC-9010799472-1-DEATH_CLAIM-C0-20180107,9010799472,0.0,102.04,0.0,,0630,,-10.15,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010800667-1-DEATH_CLAIM-C0-20181022,9010800667,0.0,31.23,0.0,,0630,,-166.65,N,N,N,RESIDUAL_REMAINS
RC-9010801398-1-DEATH_CLAIM-C0-20230317,9010801398,0.0,100.6,0.0,,0630,,-39.53,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010801399-1-DEATH_CLAIM-C0-20200405,9010801399,0.0,80.76,0.0,,0630,,-13.2,N,N,N,RESIDUAL_REMAINS
RC-9010801734-1-DEATH_CLAIM-C0-20200922,9010801734,0.0,48.87,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
RC-9010802188-1-DEATH_CLAIM-C0-20200614,9010802188,0.0,39.73,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010802646-1-DEATH_CLAIM-C0-20220724,9010802646,0.0,61.79,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010803050-1-DEATH_CLAIM-C0-20240920,9010803050,0.0,158.22,0.0,,0630,,-73.41,N,N,N,RESIDUAL_REMAINS
RC-9010803051-1-DEATH_CLAIM-C0-20220313,9010803051,0.0,85.78,0.0,,0630,,-186.79,N,N,N,RESIDUAL_REMAINS
RC-9010803244-1-DEATH_CLAIM-C0-20180127,9010803244,0.0,33.75,0.0,,0630,,-2.81,N,N,N,RESIDUAL_REMAINS
RC-9010803770-1-DEATH_CLAIM-C0-20201002,9010803770,0.0,19.36,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010804005-1-DEATH_CLAIM-C0-20240412,9010804005,0.0,160.8,0.0,,0630,,-8.82,N,N,N,RESIDUAL_REMAINS
RC-9010807516-1-DEATH_CLAIM-C0-20250602,9010807516,0.0,91.78,0.0,,0630,,-47.72,N,N,N,RESIDUAL_REMAINS
RC-9010807698-1-DEATH_CLAIM-C0-20210524,9010807698,0.0,80.15,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010807844-1-DEATH_CLAIM-C0-20210601,9010807844,0.0,59.24,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
RC-9010808901-1-DEATH_CLAIM-C0-20210221,9010808901,0.0,37.73,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
RC-9010809309-1-DEATH_CLAIM-C0-20180127,9010809309,0.0,41.86,0.0,,0630,,-13.0,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010809311-1-DEATH_CLAIM-C0-20220507,9010809311,0.0,30.33,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010809333-1-DEATH_CLAIM-C0-20191205,9010809333,0.0,198.59,0.0,,0630,,-40.44,N,N,N,RESIDUAL_REMAINS
RC-9010809932-1-DEATH_CLAIM-C0-20190828,9010809932,0.0,359.02,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
RC-9010811700-1-DEATH_CLAIM-C0-20250316,9010811700,0.0,73.28,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010814167-1-DEATH_CLAIM-C0-20230825,9010814167,0.0,412.24,0.0,,0630,,-34.31,N,N,N,RESIDUAL_REMAINS
RC-9010814696-1-DEATH_CLAIM-C0-20180925,9010814696,0.0,27.56,0.0,,0630,,-24.04,N,Y,N,INTEREST_EXPLAINS_GAP
RC-9010817415-1-DEATH_CLAIM-C0-20201122,9010817415,0.0,141.39,0.0,,0630,,2247.02,N,N,N,RESIDUAL_REMAINS
RC-9010817477-1-DEATH_CLAIM-C0-20230502,9010817477,0.0,211.98,0.0,,0630,,-73.23,N,N,N,RESIDUAL_REMAINS
RC-9010817639-1-DEATH_CLAIM-C0-20231215,9010817639,0.0,55.23,0.0,,0630,,1396.95,N,N,N,RESIDUAL_REMAINS
RC-9010819955-1-DEATH_CLAIM-C0-20230930,9010819955,0.0,13.8,0.0,,0630,,-21.95,N,N,N,RESIDUAL_REMAINS
RC-9010820386-1-DEATH_CLAIM-C0-20191225,9010820386,0.0,52.05,0.0,,0630,,-39.75,N,N,N,RESIDUAL_REMAINS
RC-9010821274-1-DEATH_CLAIM-C0-20230807,9010821274,0.0,48.63,0.0,,0630,,-11.59,N,N,N,RESIDUAL_REMAINS
RC-9010822225-1-DEATH_CLAIM-C0-20210717,9010822225,0.0,36.46,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
RC-9010825969-1-DEATH_CLAIM-C0-20220615,9010825969,0.0,23.6,0.0,,0630,,-22.77,N,Y,N,INTEREST_EXPLAINS_GAP
RC-9010826532-1-DEATH_CLAIM-C0-20191114,9010826532,0.0,39.37,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010826765-1-DEATH_CLAIM-C0-20180425,9010826765,0.0,19.84,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010827228-1-DEATH_CLAIM-C0-20180410,9010827228,0.0,232.74,0.0,,0630,,-19.7,N,N,N,RESIDUAL_REMAINS
RC-9010828463-1-DEATH_CLAIM-C0-20200312,9010828463,0.0,32.65,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010829154-1-DEATH_CLAIM-C0-20220414,9010829154,0.0,43.13,0.0,,0630,,-401.37,N,N,N,RESIDUAL_REMAINS
RC-9010829155-1-DEATH_CLAIM-C0-20180204,9010829155,0.0,78.86,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010832681-1-DEATH_CLAIM-C0-20220109,9010832681,0.0,68.8,0.0,,0630,,10860.9,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010835891-1-DEATH_CLAIM-C0-20240517,9010835891,0.0,292.49,0.0,,0630,,-57.88,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010836057-1-DEATH_CLAIM-C0-20200121,9010836057,0.0,98.06,0.0,,0630,,-24.38,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010836250-1-DEATH_CLAIM-C0-20220320,9010836250,0.0,47.54,0.0,,0630,,-19.33,N,N,N,RESIDUAL_REMAINS
RC-9010836547-1-DEATH_CLAIM-C0-20180127,9010836547,0.0,123.57,0.0,,0630,,-150.39,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010837522-1-DEATH_CLAIM-C1-20181015,9010837522,0.0,243.03,0.0,,0630,,243.03,N,Y,N,INTEREST_EXPLAINS_GAP
RC-9010838364-1-DEATH_CLAIM-C0-20230307,9010838364,0.0,99.39,0.0,,0630,,-58.2,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010838834-1-DEATH_CLAIM-C0-20210716,9010838834,0.0,21.51,0.0,,0630,,-9.09,N,N,N,RESIDUAL_REMAINS
RC-9010839234-1-DEATH_CLAIM-C0-20190713,9010839234,0.0,14.63,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010839714-1-DEATH_CLAIM-C0-20180607,9010839714,0.0,15.17,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010840582-1-DEATH_CLAIM-C0-20220710,9010840582,0.0,244.21,0.0,,0630,,-278.58,N,Y,N,INTEREST_EXPLAINS_GAP
RC-9010843137-1-DEATH_CLAIM-C0-20230826,9010843137,0.0,27.88,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010845094-1-DEATH_CLAIM-C0-20190216,9010845094,0.0,11.12,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010846459-1-DEATH_CLAIM-C0-20181231,9010846459,0.0,105.05,0.0,,0630,,-6663.21,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010846679-1-DEATH_CLAIM-C0-20220818,9010846679,0.0,22.66,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010847466-1-DEATH_CLAIM-C0-20190402,9010847466,0.0,102.57,0.0,,0630,,-69.32,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010847570-1-DEATH_CLAIM-C0-20220113,9010847570,0.0,200.7,0.0,,0630,,32543.65,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010848085-1-DEATH_CLAIM-C0-20211114,9010848085,0.0,83.36,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
RC-9010849699-1-DEATH_CLAIM-C0-20230607,9010849699,0.0,22.67,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010850533-1-DEATH_CLAIM-C0-20240919,9010850533,0.0,249.37,0.0,,0630,,-49.26,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010851148-1-DEATH_CLAIM-C0-20240519,9010851148,0.0,251.33,0.0,,0630,,2844.23,N,N,N,RESIDUAL_REMAINS
RC-9010851577-1-DEATH_CLAIM-C0-20190423,9010851577,0.0,65.13,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
RC-9010852865-1-DEATH_CLAIM-C0-20230531,9010852865,0.0,20.49,0.0,,0630,,-28.93,N,N,N,RESIDUAL_REMAINS
RC-9010856918-1-DEATH_CLAIM-C0-20210823,9010856918,0.0,8.02,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010858518-1-DEATH_CLAIM-C0-20231118,9010858518,0.0,28.55,0.0,,0630,,-69.48,N,N,N,RESIDUAL_REMAINS
RC-9010859282-1-DEATH_CLAIM-C0-20240701,9010859282,0.0,24.22,0.0,,0630,,-19.46,N,N,N,RESIDUAL_REMAINS
RC-9010859462-1-DEATH_CLAIM-C0-20201118,9010859462,0.0,85.02,0.0,,0630,,-322.58,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010860970-1-DEATH_CLAIM-C0-20200126,9010860970,0.0,11.16,0.0,,0630,,-8.1,N,N,N,RESIDUAL_REMAINS
RC-9010872417-1-DEATH_CLAIM-C0-20220928,9010872417,0.0,533.9,0.0,,0630,,-22.68,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010872526-1-DEATH_CLAIM-C0-20200706,9010872526,0.0,16.66,0.0,,0630,,-249.31,N,N,N,RESIDUAL_REMAINS
RC-9010877890-1-DEATH_CLAIM-C0-20240108,9010877890,0.0,179.6,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010880225-1-DEATH_CLAIM-C0-20220116,9010880225,0.0,5.38,0.0,,0630,,-8.28,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010881974-1-DEATH_CLAIM-C0-20220529,9010881974,0.0,51.63,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010883246-1-DEATH_CLAIM-C0-20241225,9010883246,0.0,43.29,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010886805-1-DEATH_CLAIM-C0-20180519,9010886805,0.0,221.81,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010888338-1-DEATH_CLAIM-C0-20220806,9010888338,0.0,46.79,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010891079-1-DEATH_CLAIM-C0-20200117,9010891079,0.0,8.23,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010892685-1-DEATH_CLAIM-C0-20230905,9010892685,0.0,92.75,0.0,,0630,,-27.09,N,N,N,RESIDUAL_REMAINS
RC-9010897303-1-DEATH_CLAIM-C0-20190612,9010897303,0.0,462.7,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010900142-1-DEATH_CLAIM-C0-20241209,9010900142,0.0,51.24,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
RC-9010900519-1-DEATH_CLAIM-C0-20200707,9010900519,0.0,17.97,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010901833-1-DEATH_CLAIM-C0-20250917,9010901833,0.0,102.05,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010905677-1-DEATH_CLAIM-C0-20221226,9010905677,0.0,123.81,0.0,,0630,,12338.6,N,N,N,PARTIAL_DECOMPOSITION
RC-9010905677-1-DEATH_CLAIM-C1-20230405,9010905677,0.0,3.49,0.0,,0630,,-9250.46,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010906254-1-DEATH_CLAIM-C0-20190404,9010906254,0.0,99.25,0.0,,0630,,-22.97,N,N,N,RESIDUAL_REMAINS
RC-9010911627-1-DEATH_CLAIM-C0-20200811,9010911627,0.0,94.48,0.0,,0630,,-76.02,N,N,N,RESIDUAL_REMAINS
RC-9010914384-1-DEATH_CLAIM-C0-20180805,9010914384,0.0,31.86,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
RC-9010916879-1-DEATH_CLAIM-C0-20190306,9010916879,0.0,20.26,0.0,,0630,,-22.23,N,Y,N,INTEREST_EXPLAINS_GAP
RC-9010919258-1-DEATH_CLAIM-C0-20190920,9010919258,0.0,690.53,0.0,,0630,,-357.27,N,N,N,RESIDUAL_REMAINS
RC-9010928495-1-DEATH_CLAIM-C0-20241003,9010928495,0.0,225.92,0.0,,0630,,1483.59,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010929982-1-DEATH_CLAIM-C0-20220728,9010929982,0.0,6.93,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010935469-1-DEATH_CLAIM-C0-20230926,9010935469,0.0,64.31,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010935470-1-DEATH_CLAIM-C0-20180119,9010935470,0.0,41.57,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010936713-1-DEATH_CLAIM-C1-20210414,9010936713,0.0,44.19,0.0,,0630,,-16677.33,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010941103-1-DEATH_CLAIM-C0-20211018,9010941103,0.0,2025.39,0.0,,0630,,22866.91,N,N,N,PARTIAL_DECOMPOSITION
RC-9010941103-1-DEATH_CLAIM-C1-20221019,9010941103,0.0,734.74,0.0,,0630,,-13834.74,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010945534-1-DEATH_CLAIM-C0-20210831,9010945534,0.0,32.1,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010949295-1-DEATH_CLAIM-C0-20210608,9010949295,0.0,8.75,0.0,,0630,,-74.55,N,N,N,RESIDUAL_REMAINS
RC-9010952069-1-DEATH_CLAIM-C0-20201203,9010952069,0.0,88.97,0.0,,0630,,-363.01,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010954823-1-DEATH_CLAIM-C0-20191221,9010954823,0.0,65.24,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010958446-1-DEATH_CLAIM-C0-20240703,9010958446,0.0,47.84,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
RC-9010959302-1-DEATH_CLAIM-C0-20211008,9010959302,0.0,31.14,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
RC-9010963046-1-DEATH_CLAIM-C0-20190209,9010963046,0.0,32.45,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010969227-1-DEATH_CLAIM-C0-20230406,9010969227,0.0,55.1,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010986434-1-DEATH_CLAIM-C0-20200129,9010986434,0.0,2.59,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9010988454-1-DEATH_CLAIM-C0-20240919,9010988454,0.0,419.46,0.0,,0630,,-222.23,N,N,N,RESIDUAL_REMAINS
RC-9010996841-1-DEATH_CLAIM-C0-20210123,9010996841,0.0,56.13,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011000854-1-DEATH_CLAIM-C1-20230502,9011000854,0.0,95.89,0.0,,0630,,43043.2,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011001627-1-DEATH_CLAIM-C0-20190212,9011001627,0.0,439.18,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011002664-1-DEATH_CLAIM-C0-20181207,9011002664,0.0,16.05,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011004587-1-DEATH_CLAIM-C0-20230222,9011004587,0.0,92.91,0.0,,0630,,-127.4,N,N,N,RESIDUAL_REMAINS
RC-9011005348-1-DEATH_CLAIM-C0-20240125,9011005348,0.0,40.57,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011005855-1-DEATH_CLAIM-C0-20230314,9011005855,0.0,11.47,0.0,,0630,,-158.21,N,N,N,RESIDUAL_REMAINS
RC-9011015419-1-DEATH_CLAIM-C0-20210707,9011015419,0.0,50.67,0.0,,0630,,-57.03,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011019552-1-DEATH_CLAIM-C0-20220416,9011019552,0.0,38.62,0.0,,0630,,-19.13,N,N,N,RESIDUAL_REMAINS
RC-9011025088-1-DEATH_CLAIM-C0-20191208,9011025088,0.0,57.27,0.0,,0630,,-213.09,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011026337-1-DEATH_CLAIM-C0-20240906,9011026337,0.0,117.69,0.0,,0630,,-57.51,N,N,N,RESIDUAL_REMAINS
RC-9011040826-1-DEATH_CLAIM-C0-20200323,9011040826,0.0,403.6,0.0,,0630,,5193.91,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011042637-1-DEATH_CLAIM-C0-20190421,9011042637,0.0,47.79,0.0,,0630,,-72.25,N,N,N,RESIDUAL_REMAINS
RC-9011044131-1-DEATH_CLAIM-C0-20201122,9011044131,0.0,165.75,0.0,,0630,,-42.76,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011044132-1-DEATH_CLAIM-C0-20200430,9011044132,0.0,88.54,0.0,,0630,,-216.68,N,N,N,RESIDUAL_REMAINS
RC-9011045618-1-DEATH_CLAIM-C0-20220124,9011045618,0.0,20.38,0.0,,0630,,-308.6,N,N,N,RESIDUAL_REMAINS
RC-9011047402-1-DEATH_CLAIM-C0-20240121,9011047402,0.0,100.05,0.0,,0630,,-30.33,N,N,N,RESIDUAL_REMAINS
RC-9011047403-1-DEATH_CLAIM-C0-20200415,9011047403,0.0,155.99,0.0,,0630,,-50.25,N,N,N,RESIDUAL_REMAINS
RC-9011048882-1-DEATH_CLAIM-C0-20211113,9011048882,0.0,100.03,0.0,,0630,,-59.33,N,N,N,RESIDUAL_REMAINS
RC-9011048886-1-DEATH_CLAIM-C0-20200210,9011048886,0.0,45.23,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
RC-9011049092-1-DEATH_CLAIM-C0-20220722,9011049092,0.0,60.11,0.0,,0630,,-84.9,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011049922-1-DEATH_CLAIM-C0-20180507,9011049922,0.0,26.57,0.0,,0630,,-36.56,N,N,N,RESIDUAL_REMAINS
RC-9011051323-1-DEATH_CLAIM-C0-20191212,9011051323,0.0,687.78,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
RC-9011053214-1-DEATH_CLAIM-C0-20190214,9011053214,0.0,27.55,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011054986-1-DEATH_CLAIM-C0-20210502,9011054986,0.0,292.86,0.0,,0630,,-88.05,N,N,N,RESIDUAL_REMAINS
RC-9011057611-1-DEATH_CLAIM-C0-20240718,9011057611,0.0,6.25,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011058069-1-DEATH_CLAIM-C0-20191201,9011058069,0.0,76.94,0.0,,0630,,-30.88,N,N,N,RESIDUAL_REMAINS
RC-9011064372-1-DEATH_CLAIM-C0-20240918,9011064372,0.0,85.14,0.0,,0630,,-327.39,N,N,N,RESIDUAL_REMAINS
RC-9011067410-1-DEATH_CLAIM-C0-20230721,9011067410,0.0,24.74,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011068375-1-DEATH_CLAIM-C0-20200322,9011068375,0.0,152.37,0.0,,0630,,-40.56,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011068652-1-DEATH_CLAIM-C0-20250712,9011068652,0.0,61.37,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
RC-9011069093-1-DEATH_CLAIM-C0-20221103,9011069093,0.0,11.98,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011072405-1-DEATH_CLAIM-C0-20230106,9011072405,0.0,16.65,0.0,,0630,,-221.08,N,N,N,RESIDUAL_REMAINS
RC-9011075203-1-DEATH_CLAIM-C0-20240513,9011075203,0.0,93.73,0.0,,0630,,-7.64,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011076275-1-DEATH_CLAIM-C0-20220608,9011076275,0.0,288.24,0.0,,0630,,-10.94,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011077533-1-DEATH_CLAIM-C0-20220319,9011077533,0.0,34.75,0.0,,0630,,-61.78,N,N,N,RESIDUAL_REMAINS
RC-9011077798-1-DEATH_CLAIM-C0-20200828,9011077798,0.0,28.77,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
RC-9011078994-1-DEATH_CLAIM-C0-20231006,9011078994,0.0,31.3,0.0,,0630,,-95.63,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011082681-1-DEATH_CLAIM-C0-20180613,9011082681,0.0,93.4,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011083028-1-DEATH_CLAIM-C0-20221110,9011083028,0.0,190.56,0.0,,0630,,-997.78,N,N,N,RESIDUAL_REMAINS
RC-9011085562-1-DEATH_CLAIM-C0-20200714,9011085562,0.0,11.99,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011086178-1-DEATH_CLAIM-C0-20260118,9011086178,0.0,31.75,0.0,,0630,,-206.01,N,N,N,RESIDUAL_REMAINS
RC-9011086709-1-DEATH_CLAIM-C0-20180804,9011086709,0.0,13.99,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011086978-1-DEATH_CLAIM-C0-20191111,9011086978,0.0,7.99,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011087652-1-DEATH_CLAIM-C0-20190124,9011087652,0.0,60.09,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011089392-1-DEATH_CLAIM-C0-20240103,9011089392,0.0,30.21,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011090375-1-DEATH_CLAIM-C0-20211128,9011090375,0.0,31.22,0.0,,0630,,-3.55,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011090807-1-DEATH_CLAIM-C0-20200621,9011090807,0.0,110.49,0.0,,0630,,-276.68,N,N,N,RESIDUAL_REMAINS
RC-9011091795-1-DEATH_CLAIM-C0-20200218,9011091795,0.0,17.44,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
RC-9011092140-1-DEATH_CLAIM-C0-20190527,9011092140,0.0,154.59,0.0,,0630,,-70.65,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011093482-1-DEATH_CLAIM-C0-20190103,9011093482,0.0,22.14,0.0,,0630,,-12.85,N,N,N,RESIDUAL_REMAINS
RC-9011094544-1-DEATH_CLAIM-C0-20250715,9011094544,0.0,93.7,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
RC-9011095851-1-DEATH_CLAIM-C0-20210703,9011095851,0.0,6.16,0.0,,0630,,-22.29,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011096190-1-DEATH_CLAIM-C0-20190518,9011096190,0.0,18.95,0.0,,0630,,-15.75,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011096868-1-DEATH_CLAIM-C0-20231115,9011096868,0.0,41.08,0.0,,0630,,-25.36,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011098063-1-DEATH_CLAIM-C0-20181027,9011098063,0.0,159.68,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011098913-1-DEATH_CLAIM-C0-20200322,9011098913,0.0,41.72,0.0,,0630,,-101.85,N,N,N,RESIDUAL_REMAINS
RC-9011099771-1-DEATH_CLAIM-C0-20230110,9011099771,0.0,10.88,0.0,,0630,,-15.85,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011100026-1-DEATH_CLAIM-C0-20220130,9011100026,0.0,10.59,0.0,,0630,,-16.83,N,N,N,RESIDUAL_REMAINS
RC-9011100027-1-DEATH_CLAIM-C0-20210109,9011100027,0.0,384.47,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011102788-1-DEATH_CLAIM-C0-20200701,9011102788,0.0,9.67,0.0,,0630,,-123.37,N,N,N,RESIDUAL_REMAINS
RC-9011102977-1-DEATH_CLAIM-C0-20230723,9011102977,0.0,117.28,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011104096-1-DEATH_CLAIM-C0-20210507,9011104096,0.0,235.62,0.0,,0630,,-282.38,N,N,N,RESIDUAL_REMAINS
RC-9011104342-1-DEATH_CLAIM-C0-20230613,9011104342,0.0,186.9,0.0,,0630,,4955.96,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011104828-1-DEATH_CLAIM-C0-20190131,9011104828,0.0,20.36,0.0,,0630,,-342.59,N,N,N,RESIDUAL_REMAINS
RC-9011105059-1-DEATH_CLAIM-C0-20180926,9011105059,0.0,37.77,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
