reconstructed_claim_id,policy_number,residual_amount,unexplained_residual,gap_direction,expected_net_payment,payout_total,clearing_total,decomposition_status,residual_explained_by,confidence_level
RC-9010501836-2-DEATH_CLAIM-C0-20190107,9010501836,3419.74,3419.74,PAYOUT_SHORTFALL,3419.74,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010434747-2-DEATH_CLAIM-C0-20190326,9010434747,3389.59,3389.59,PAYOUT_SHORTFALL,3389.59,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010434747-1-DEATH_CLAIM-C0-20190326,9010434747,-3389.59,-3389.59,PAYOUT_EXCESS,4816.0,8205.59,0.0,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010457537-1-DEATH_CLAIM-C0-20230120,9010457537,-3387.53,-3387.53,PAYOUT_EXCESS,5149.3,8536.83,6.94,PARTIAL_DECOMPOSITION,none,MODERATE_CONFIDENCE
RC-9010457537-2-DEATH_CLAIM-C0-20230120,9010457537,3380.59,3380.59,PAYOUT_SHORTFALL,3380.59,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010486964-2-DEATH_CLAIM-C0-20220313,9010486964,3369.15,3369.15,PAYOUT_SHORTFALL,3369.15,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010406795-1-DEATH_CLAIM-C0-20180706,9010406795,-3361.51,-3361.51,PAYOUT_EXCESS,5389.0,8750.51,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010406795-2-DEATH_CLAIM-C0-20180706,9010406795,3361.51,3361.51,PAYOUT_SHORTFALL,3361.51,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010607249-2-DEATH_CLAIM-C0-20221102,9010607249,3339.97,3339.97,PAYOUT_SHORTFALL,3339.97,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010607249-1-DEATH_CLAIM-C0-20221102,9010607249,-3339.97,-3339.97,PAYOUT_EXCESS,6332.84,9672.81,0.0,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010429532-2-DEATH_CLAIM-C0-20210810,9010429532,3317.35,3317.35,PAYOUT_SHORTFALL,3317.35,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010429532-1-DEATH_CLAIM-C0-20210810,9010429532,-3317.35,-3317.35,PAYOUT_EXCESS,3869.0,7186.35,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010449559-1-DEATH_CLAIM-C0-20190126,9010449559,-3294.82,-3294.82,PAYOUT_EXCESS,4022.0,7316.82,6.45,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9011262631-1-DEATH_CLAIM-C0-20201126,9011262631,3291.27,3291.27,PAYOUT_SHORTFALL,15037.58,11746.31,3342.15,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010395878-1-DEATH_CLAIM-C0-20180113,9010395878,-3289.62,-3289.62,PAYOUT_EXCESS,3869.0,7158.62,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010395878-2-DEATH_CLAIM-C0-20180113,9010395878,3289.62,3289.62,PAYOUT_SHORTFALL,3289.62,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010449559-2-DEATH_CLAIM-C0-20190126,9010449559,3288.37,3288.37,PAYOUT_SHORTFALL,3288.37,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9011114096-1-DEATH_CLAIM-C0-20220520,9011114096,3244.46,3244.46,PAYOUT_SHORTFALL,10000.0,6755.54,3308.92,CLEARING_ONLY_DISTORTION,none,INFERRED
RC-9010443816-1-DEATH_CLAIM-C0-20180710,9010443816,-3201.43,-3201.43,PAYOUT_EXCESS,3869.0,7070.43,11.67,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010443816-2-DEATH_CLAIM-C0-20180710,9010443816,3189.76,3189.76,PAYOUT_SHORTFALL,3189.76,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010498617-1-DEATH_CLAIM-C0-20230115,9010498617,-3187.13,-3187.13,PAYOUT_EXCESS,4000.0,7187.13,3187.13,CLEARING_ONLY_DISTORTION,none,INFERRED
RC-9010836057-1-DEATH_CLAIM-C1-20200325,9010836057,-3162.72,-3162.72,PAYOUT_EXCESS,0.0,3162.72,0.0,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010498153-1-DEATH_CLAIM-C0-20240405,9010498153,-3136.19,-3136.19,PAYOUT_EXCESS,5000.0,8136.19,16.33,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010498153-2-DEATH_CLAIM-C0-20240405,9010498153,3119.86,3119.86,PAYOUT_SHORTFALL,3119.86,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9011133146-1-DEATH_CLAIM-C0-20210122,9011133146,3117.03,3117.03,PAYOUT_SHORTFALL,10509.74,7392.71,386.1,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010548366-1-DEATH_CLAIM-C0-20190404,9010548366,-3111.42,-3111.42,PAYOUT_EXCESS,6511.98,9623.4,6.46,PARTIAL_DECOMPOSITION,none,MODERATE_CONFIDENCE
RC-9010548366-3-DEATH_CLAIM-C0-20190404,9010548366,3104.96,3104.96,PAYOUT_SHORTFALL,3104.96,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-901142D978-1-DEATH_CLAIM-C1-20251023,901142D978,-3091.55,-3091.55,PAYOUT_EXCESS,0.0,3091.55,0.0,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9011181080-1-DEATH_CLAIM-C0-20240708,9011181080,3090.01,3090.01,PAYOUT_SHORTFALL,5008.84,1918.83,3139.31,CLEARING_ONLY_DISTORTION,none,INFERRED
RC-9010418562-1-DEATH_CLAIM-C0-20180504,9010418562,-3089.41,-3089.41,PAYOUT_EXCESS,3727.0,6816.41,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010418562-2-DEATH_CLAIM-C0-20180504,9010418562,3089.41,3089.41,PAYOUT_SHORTFALL,3089.41,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9011187300-1-DEATH_CLAIM-C0-20190625,9011187300,3086.97,3086.97,PAYOUT_SHORTFALL,10000.0,6913.03,3156.57,CLEARING_ONLY_DISTORTION,none,INFERRED
RC-9010442552-2-DEATH_CLAIM-C0-20240517,9010442552,3074.59,3074.59,PAYOUT_SHORTFALL,3074.59,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010451215-1-DEATH_CLAIM-C0-20230626,9010451215,-3033.03,-3033.03,PAYOUT_EXCESS,10000.0,13033.03,6.1,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010451215-2-DEATH_CLAIM-C0-20230626,9010451215,3026.93,3026.93,PAYOUT_SHORTFALL,3026.93,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9011191513-1-DEATH_CLAIM-C0-20180410,9011191513,2941.41,2941.41,PAYOUT_SHORTFALL,5001.75,2060.34,2978.79,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010430086-1-DEATH_CLAIM-C0-20200112,9010430086,-2901.27,-2901.27,PAYOUT_EXCESS,3580.0,6481.27,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010430086-2-DEATH_CLAIM-C0-20200112,9010430086,2901.27,2901.27,PAYOUT_SHORTFALL,2901.27,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010440345-2-DEATH_CLAIM-C0-20220822,9010440345,2900.43,2900.43,PAYOUT_SHORTFALL,2900.43,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010440345-1-DEATH_CLAIM-C0-20220822,9010440345,-2900.43,-2900.43,PAYOUT_EXCESS,3619.82,6520.25,0.0,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010425718-1-DEATH_CLAIM-C0-20181217,9010425718,-2887.99,-2887.99,PAYOUT_EXCESS,3610.55,6498.54,0.0,PARTIAL_DECOMPOSITION,none,MODERATE_CONFIDENCE
RC-9010425718-2-DEATH_CLAIM-C0-20181217,9010425718,2887.99,2887.99,PAYOUT_SHORTFALL,2887.99,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010780003-1-DEATH_CLAIM-C1-20240619,9010780003,-2880.51,-2880.51,PAYOUT_EXCESS,191.89,3072.4,0.0,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010473137-2-DEATH_CLAIM-C0-20190807,9010473137,2869.7,2869.7,PAYOUT_SHORTFALL,2869.7,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010851148-1-DEATH_CLAIM-C0-20240519,9010851148,2844.23,2844.23,PAYOUT_SHORTFALL,50251.33,47407.1,3232.97,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9010477512-1-DEATH_CLAIM-C0-20201122,9010477512,-2841.58,-2841.58,PAYOUT_EXCESS,8177.99,11019.57,3230.1,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-901ML8570-1-DEATH_CLAIM-C0-20181101,901ML8570,-2807.5,-2807.5,PAYOUT_EXCESS,28.22,2835.72,8189.21,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010382520-3-DEATH_CLAIM-C0-20200820,9010382520,2807.24,2807.24,PAYOUT_SHORTFALL,2807.24,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010382520-1-DEATH_CLAIM-C0-20200820,9010382520,-2807.24,-2807.24,PAYOUT_EXCESS,5000.0,7807.24,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-901ML8804-2-DEATH_CLAIM-C0-20241011,901ML8804,2800.0,2800.0,PAYOUT_SHORTFALL,2800.0,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010464869-2-DEATH_CLAIM-C0-20200415,9010464869,2795.59,2795.59,PAYOUT_SHORTFALL,2795.59,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010550564-1-DEATH_CLAIM-C0-20190920,9010550564,-2790.15,-2790.15,PAYOUT_EXCESS,11184.83,13974.98,4652.29,CLEARING_ONLY_DISTORTION,none,INFERRED
RC-9010363098-1-DEATH_CLAIM-C0-20220917,9010363098,-2770.08,-2770.08,PAYOUT_EXCESS,5000.0,7770.08,4.35,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010363098-5-DEATH_CLAIM-C0-20220917,9010363098,2765.73,2765.73,PAYOUT_SHORTFALL,2765.73,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010431738-1-DEATH_CLAIM-C0-20190712,9010431738,-2749.4,-2749.4,PAYOUT_EXCESS,5906.05,8655.45,0.0,PARTIAL_DECOMPOSITION,none,MODERATE_CONFIDENCE
RC-9010431738-2-DEATH_CLAIM-C0-20190712,9010431738,2749.4,2749.4,PAYOUT_SHORTFALL,2749.4,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9011193674-1-DEATH_CLAIM-C0-20191014,9011193674,2724.06,2724.06,PAYOUT_SHORTFALL,5000.0,2275.94,5057.78,CLEARING_ONLY_DISTORTION,none,INFERRED
RC-9010436727-2-DEATH_CLAIM-C0-20240321,9010436727,2707.21,2707.21,PAYOUT_SHORTFALL,2707.21,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010436727-1-DEATH_CLAIM-C0-20240321,9010436727,-2707.21,-2707.21,PAYOUT_EXCESS,3445.0,6152.21,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010410714-1-DEATH_CLAIM-C0-20190611,9010410714,-2695.25,-2695.25,PAYOUT_EXCESS,3445.0,6140.25,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010410714-2-DEATH_CLAIM-C0-20190611,9010410714,2695.25,2695.25,PAYOUT_SHORTFALL,2695.25,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010511355-1-DEATH_CLAIM-C0-20190328,9010511355,-2689.62,-2689.62,PAYOUT_EXCESS,4188.0,6877.62,5.81,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010511355-2-DEATH_CLAIM-C0-20190328,9010511355,2683.81,2683.81,PAYOUT_SHORTFALL,2683.81,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010463420-2-DEATH_CLAIM-C0-20180117,9010463420,2615.23,2615.23,PAYOUT_SHORTFALL,2615.23,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010464870-2-DEATH_CLAIM-C0-20240121,9010464870,2599.42,2599.42,PAYOUT_SHORTFALL,2599.42,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9011152459-1-DEATH_CLAIM-C0-20231004,9011152459,2596.68,2596.68,PAYOUT_SHORTFALL,5000.0,2403.32,2638.42,CLEARING_ONLY_DISTORTION,none,INFERRED
RC-901FG8302B-2-DEATH_CLAIM-C0-20220424,901FG8302B,2540.67,2540.67,PAYOUT_SHORTFALL,2540.67,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-901FG8302B-1-DEATH_CLAIM-C0-20220424,901FG8302B,-2540.65,-2540.65,PAYOUT_EXCESS,13.15,2553.8,0.02,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010428771-2-DEATH_CLAIM-C0-20200311,9010428771,2532.0,2532.0,PAYOUT_SHORTFALL,2532.0,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010834689-1-DEATH_CLAIM-C0-20211130,9010834689,2530.29,2530.29,PAYOUT_SHORTFALL,18231.39,15701.1,2532.43,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9011154868-1-DEATH_CLAIM-C0-20230206,9011154868,-2496.96,-2496.96,PAYOUT_EXCESS,5082.97,7579.93,5033.6,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010771580-1-DEATH_CLAIM-C0-20220406,9010771580,-2485.99,-2485.99,PAYOUT_EXCESS,20089.71,22575.7,20000.0,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010367438-2-DEATH_CLAIM-C0-20211110,9010367438,2464.99,2464.99,PAYOUT_SHORTFALL,2464.99,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010477513-1-DEATH_CLAIM-C0-20200430,9010477513,-2447.45,-2447.45,PAYOUT_EXCESS,9812.58,12260.03,3964.33,CLEARING_ONLY_DISTORTION,none,INFERRED
RC-9011205919-1-DEATH_CLAIM-C0-20190601,9011205919,2444.91,2444.91,PAYOUT_SHORTFALL,10000.0,7555.09,2525.35,CLEARING_ONLY_DISTORTION,none,INFERRED
RC-9010464265-1-DEATH_CLAIM-C0-20180624,9010464265,-2428.48,-2428.48,PAYOUT_EXCESS,4421.91,6850.39,6.17,PARTIAL_DECOMPOSITION,none,MODERATE_CONFIDENCE
RC-9010464265-2-DEATH_CLAIM-C0-20180624,9010464265,2422.31,2422.31,PAYOUT_SHORTFALL,2422.31,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010436691-2-DEATH_CLAIM-C0-20201203,9010436691,2358.03,2358.03,PAYOUT_SHORTFALL,2358.03,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010436691-1-DEATH_CLAIM-C0-20201203,9010436691,-2358.03,-2358.03,PAYOUT_EXCESS,3198.73,5556.76,0.0,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9018284A-2-DEATH_CLAIM-C0-20250828,9018284A,2350.0,2350.0,PAYOUT_SHORTFALL,2350.0,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9018284A-1-DEATH_CLAIM-C0-20250828,9018284A,-2349.99,-2349.99,PAYOUT_EXCESS,9.11,2359.1,0.01,PARTIAL_DECOMPOSITION,none,MODERATE_CONFIDENCE
RC-9011078262-1-DEATH_CLAIM-C0-20200814,9011078262,2328.13,2328.13,PAYOUT_SHORTFALL,10000.0,7671.87,10036.84,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011209262-1-DEATH_CLAIM-C0-20191122,9011209262,2318.61,2318.61,PAYOUT_SHORTFALL,10000.0,7681.39,2368.21,CLEARING_ONLY_DISTORTION,none,INFERRED
RC-9010856188-1-DEATH_CLAIM-C0-20240306,9010856188,2305.6,2305.6,PAYOUT_SHORTFALL,25000.0,22694.4,2328.04,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010449074-1-DEATH_CLAIM-C0-20190711,9010449074,-2300.49,-2300.49,PAYOUT_EXCESS,3500.0,5800.49,3.66,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010449074-2-DEATH_CLAIM-C0-20190711,9010449074,2296.83,2296.83,PAYOUT_SHORTFALL,2296.83,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010817415-1-DEATH_CLAIM-C0-20201122,9010817415,2247.02,2247.02,PAYOUT_SHORTFALL,28183.37,25936.35,2463.12,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9010484821-2-DEATH_CLAIM-C0-20190417,9010484821,2226.48,2226.48,PAYOUT_SHORTFALL,2226.48,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010484821-1-DEATH_CLAIM-C0-20190417,9010484821,-2226.48,-2226.48,PAYOUT_EXCESS,3043.0,5269.48,0.0,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010929235-1-DEATH_CLAIM-C0-20181001,9010929235,-2216.6,-2216.6,PAYOUT_EXCESS,4236.96,6453.56,0.0,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-901ML8791-1-DEATH_CLAIM-C1-20230522,901ML8791,-2212.82,-2212.82,PAYOUT_EXCESS,2000.0,4212.82,0.0,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010437794-2-DEATH_CLAIM-C0-20201015,9010437794,2190.31,2190.31,PAYOUT_SHORTFALL,2190.31,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010437794-1-DEATH_CLAIM-C0-20201015,9010437794,-2190.31,-2190.31,PAYOUT_EXCESS,3043.0,5233.31,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010435466-2-DEATH_CLAIM-C0-20190129,9010435466,2189.9,2189.9,PAYOUT_SHORTFALL,2189.9,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010435466-1-DEATH_CLAIM-C0-20190129,9010435466,-2189.9,-2189.9,PAYOUT_EXCESS,3043.0,5232.9,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010378829-1-DEATH_CLAIM-C0-20210829,9010378829,-2174.45,-2174.45,PAYOUT_EXCESS,5000.0,7174.45,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010378829-2-DEATH_CLAIM-C0-20210829,9010378829,2174.45,2174.45,PAYOUT_SHORTFALL,2174.45,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010549966-1-DEATH_CLAIM-C0-20200828,9010549966,-2171.31,-2171.31,PAYOUT_EXCESS,5205.0,7376.31,2169.88,CLEARING_ONLY_DISTORTION,none,INFERRED
RC-9010410566-2-DEATH_CLAIM-C0-20230429,9010410566,2162.48,2162.48,PAYOUT_SHORTFALL,2162.48,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010410566-1-DEATH_CLAIM-C0-20230429,9010410566,-2162.48,-2162.48,PAYOUT_EXCESS,3308.0,5470.48,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010404857-1-DEATH_CLAIM-C0-20180118,9010404857,2161.3,2161.3,PAYOUT_SHORTFALL,8454.0,6292.7,2190.34,CLEARING_ONLY_DISTORTION,none,INFERRED
RC-9011198344-1-DEATH_CLAIM-C0-20210315,9011198344,-2067.56,-2067.56,PAYOUT_EXCESS,103176.92,105244.48,2067.56,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010840780-1-DEATH_CLAIM-C1-20241023,9010840780,-2058.86,-2058.86,PAYOUT_EXCESS,0.0,2058.86,0.0,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010491000-2-DEATH_CLAIM-C0-20200223,9010491000,2018.61,2018.61,PAYOUT_SHORTFALL,2018.61,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010394662-1-DEATH_CLAIM-C0-20211009,9010394662,-2011.4,-2011.4,PAYOUT_EXCESS,2917.0,4928.4,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010394662-2-DEATH_CLAIM-C0-20211009,9010394662,2011.4,2011.4,PAYOUT_SHORTFALL,2011.4,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-901ML8791-1-DEATH_CLAIM-C0-20221208,901ML8791,-2005.62,-2005.62,PAYOUT_EXCESS,0.01,2005.63,6420.0,CLEARING_ONLY_DISTORTION,none,INFERRED
RC-9010768069-1-DEATH_CLAIM-C1-20240411,9010768069,-2002.56,-2002.56,PAYOUT_EXCESS,0.0,2002.56,0.0,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011202381-1-DEATH_CLAIM-C0-20200514,9011202381,1960.7,1960.7,PAYOUT_SHORTFALL,5002.01,3041.31,1992.26,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010776157-1-DEATH_CLAIM-C0-20200116,9010776157,1956.75,1956.75,PAYOUT_SHORTFALL,32925.09,30968.34,2269.51,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010499674-1-DEATH_CLAIM-C0-20201002,9010499674,-1929.83,-1929.83,PAYOUT_EXCESS,2935.77,4865.6,0.0,PARTIAL_DECOMPOSITION,none,MODERATE_CONFIDENCE
RC-9010499674-2-DEATH_CLAIM-C0-20201002,9010499674,1929.83,1929.83,PAYOUT_SHORTFALL,1929.83,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010459164-1-DEATH_CLAIM-C0-20180513,9010459164,-1903.47,-1903.47,PAYOUT_EXCESS,2817.2,4720.67,0.0,PARTIAL_DECOMPOSITION,none,MODERATE_CONFIDENCE
RC-9010459164-2-DEATH_CLAIM-C0-20180513,9010459164,1903.47,1903.47,PAYOUT_SHORTFALL,1903.47,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010449512-1-DEATH_CLAIM-C0-20200418,9010449512,-1893.81,-1893.81,PAYOUT_EXCESS,2824.26,4718.07,0.0,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010449512-2-DEATH_CLAIM-C0-20200418,9010449512,1893.81,1893.81,PAYOUT_SHORTFALL,1893.81,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010521160-1-DEATH_CLAIM-C0-20230107,9010521160,-1877.32,-1877.32,PAYOUT_EXCESS,2000.0,3877.32,1876.33,CLEARING_ONLY_DISTORTION,none,INFERRED
RC-9010469984-2-DEATH_CLAIM-C0-20220117,9010469984,1814.95,1814.95,PAYOUT_SHORTFALL,1814.95,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010469984-1-DEATH_CLAIM-C0-20220117,9010469984,-1814.95,-1814.95,PAYOUT_EXCESS,5000.0,6814.95,0.0,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010498260-2-DEATH_CLAIM-C0-20240415,9010498260,1782.35,1782.35,PAYOUT_SHORTFALL,1782.35,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010498260-1-DEATH_CLAIM-C0-20240415,9010498260,-1782.35,-1782.35,PAYOUT_EXCESS,2709.84,4492.19,0.0,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9018465D-2-DEATH_CLAIM-C0-20240816,9018465D,1716.09,1716.09,PAYOUT_SHORTFALL,1716.09,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9018465D-1-DEATH_CLAIM-C0-20240816,9018465D,-1716.08,-1716.08,PAYOUT_EXCESS,11.37,1727.45,0.01,PARTIAL_DECOMPOSITION,none,MODERATE_CONFIDENCE
RC-9010378710-2-DEATH_CLAIM-C0-20210210,9010378710,1715.85,1715.85,PAYOUT_SHORTFALL,1715.85,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010378710-1-DEATH_CLAIM-C0-20210210,9010378710,-1715.85,-1715.85,PAYOUT_EXCESS,5000.0,6715.85,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010150740-1-DEATH_CLAIM-C0-20230509,9010150740,-1713.59,-1713.59,PAYOUT_EXCESS,1500.0,3213.59,1713.59,CLEARING_ONLY_DISTORTION,none,INFERRED
RC-9010376540-1-DEATH_CLAIM-C0-20181014,9010376540,-1697.22,-1697.22,PAYOUT_EXCESS,10009.54,11706.76,0.0,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010475850-2-DEATH_CLAIM-C0-20180522,9010475850,1638.64,1638.64,PAYOUT_SHORTFALL,1638.64,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010475850-1-DEATH_CLAIM-C0-20180522,9010475850,-1638.64,-1638.64,PAYOUT_EXCESS,2740.43,4379.07,0.0,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010438942-2-DEATH_CLAIM-C0-20221231,9010438942,1607.31,1607.31,PAYOUT_SHORTFALL,1607.31,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9010438942-1-DEATH_CLAIM-C0-20221231,9010438942,-1607.31,-1607.31,PAYOUT_EXCESS,3580.0,5187.31,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9011188426-1-DEATH_CLAIM-C1-20230309,9011188426,-1588.97,-1588.97,PAYOUT_EXCESS,0.0,1588.97,0.0,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010478285-1-DEATH_CLAIM-C0-20200405,9010478285,1571.2,1571.2,PAYOUT_SHORTFALL,9637.96,8066.76,7908.59,CLEARING_ONLY_DISTORTION,none,INFERRED
