reconstructed_claim_id,policy_number,layer_name,layer_label,layer_codes,layer_total,event_count,codes_present,exclude_from_financial_rollup,decomposition_status
RC-9010486919-2-DEATH_CLAIM-C0-20250602,9010486919,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010486919-2-DEATH_CLAIM-C0-20250602,9010486919,withholding,Withholding Layer,0810|0820,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010486964-1-DEATH_CLAIM-C0-20220313,9010486964,clearing,Clearing/Lifecycle Layer,0038,4587.38,1,0038,Y,CLEARING_ONLY_DISTORTION
RC-9010486964-1-DEATH_CLAIM-C0-20220313,9010486964,funding,Funding Layer,0530|0519,6838.0,1,0530,N,CLEARING_ONLY_DISTORTION
RC-9010486964-1-DEATH_CLAIM-C0-20220313,9010486964,interest,Interest Layer,0630,16.97,1,0630,N,CLEARING_ONLY_DISTORTION
RC-9010486964-1-DEATH_CLAIM-C0-20220313,9010486964,offset,Offset Layer,0411|0412,0.0,0,,N,CLEARING_ONLY_DISTORTION
RC-9010486964-1-DEATH_CLAIM-C0-20220313,9010486964,payout,Payout Layer,0094|0567|1900,5636.74,1,0094,N,CLEARING_ONLY_DISTORTION
RC-9010486964-1-DEATH_CLAIM-C0-20220313,9010486964,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,CLEARING_ONLY_DISTORTION
RC-9010486964-1-DEATH_CLAIM-C0-20220313,9010486964,withholding,Withholding Layer,0810|0820,0.0,0,,N,CLEARING_ONLY_DISTORTION
RC-9010486964-2-DEATH_CLAIM-C0-20220313,9010486964,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,PARTIAL_DECOMPOSITION
RC-9010486964-2-DEATH_CLAIM-C0-20220313,9010486964,funding,Funding Layer,0530|0519,3369.15,1,0530,N,PARTIAL_DECOMPOSITION
RC-9010486964-2-DEATH_CLAIM-C0-20220313,9010486964,interest,Interest Layer,0630,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010486964-2-DEATH_CLAIM-C0-20220313,9010486964,offset,Offset Layer,0411|0412,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010486964-2-DEATH_CLAIM-C0-20220313,9010486964,payout,Payout Layer,0094|0567|1900,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010486964-2-DEATH_CLAIM-C0-20220313,9010486964,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010486964-2-DEATH_CLAIM-C0-20220313,9010486964,withholding,Withholding Layer,0810|0820,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010488274-1-DEATH_CLAIM-C0-20180422,9010488274,clearing,Clearing/Lifecycle Layer,0038,4587.02,3,0038,Y,RESIDUAL_REMAINS
RC-9010488274-1-DEATH_CLAIM-C0-20180422,9010488274,funding,Funding Layer,0530|0519,9951.0,1,0530,N,RESIDUAL_REMAINS
RC-9010488274-1-DEATH_CLAIM-C0-20180422,9010488274,interest,Interest Layer,0630,48.05,1,0630,N,RESIDUAL_REMAINS
RC-9010488274-1-DEATH_CLAIM-C0-20180422,9010488274,offset,Offset Layer,0411|0412,0.0,0,,N,RESIDUAL_REMAINS
RC-9010488274-1-DEATH_CLAIM-C0-20180422,9010488274,payout,Payout Layer,0094|0567|1900,11489.42,1,0094,N,RESIDUAL_REMAINS
RC-9010488274-1-DEATH_CLAIM-C0-20180422,9010488274,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,RESIDUAL_REMAINS
RC-9010488274-1-DEATH_CLAIM-C0-20180422,9010488274,withholding,Withholding Layer,0810|0820,0.0,0,,N,RESIDUAL_REMAINS
RC-9010488274-2-DEATH_CLAIM-C0-20180422,9010488274,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,PARTIAL_DECOMPOSITION
RC-9010488274-2-DEATH_CLAIM-C0-20180422,9010488274,funding,Funding Layer,0530|0519,5476.05,1,0530,N,PARTIAL_DECOMPOSITION
RC-9010488274-2-DEATH_CLAIM-C0-20180422,9010488274,interest,Interest Layer,0630,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010488274-2-DEATH_CLAIM-C0-20180422,9010488274,offset,Offset Layer,0411|0412,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010488274-2-DEATH_CLAIM-C0-20180422,9010488274,payout,Payout Layer,0094|0567|1900,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010488274-2-DEATH_CLAIM-C0-20180422,9010488274,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010488274-2-DEATH_CLAIM-C0-20180422,9010488274,withholding,Withholding Layer,0810|0820,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010489508-1-DEATH_CLAIM-C0-20200127,9010489508,clearing,Clearing/Lifecycle Layer,0038,6.13,1,0038,Y,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010489508-1-DEATH_CLAIM-C0-20200127,9010489508,funding,Funding Layer,0530|0519,5016.0,1,0530,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010489508-1-DEATH_CLAIM-C0-20200127,9010489508,interest,Interest Layer,0630,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010489508-1-DEATH_CLAIM-C0-20200127,9010489508,offset,Offset Layer,0411|0412,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010489508-1-DEATH_CLAIM-C0-20200127,9010489508,payout,Payout Layer,0094|0567|1900,8630.11,2,0094,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010489508-1-DEATH_CLAIM-C0-20200127,9010489508,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010489508-1-DEATH_CLAIM-C0-20200127,9010489508,withholding,Withholding Layer,0810|0820,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010489508-2-DEATH_CLAIM-C0-20200127,9010489508,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,PARTIAL_DECOMPOSITION
RC-9010489508-2-DEATH_CLAIM-C0-20200127,9010489508,funding,Funding Layer,0530|0519,3607.98,1,0530,N,PARTIAL_DECOMPOSITION
RC-9010489508-2-DEATH_CLAIM-C0-20200127,9010489508,interest,Interest Layer,0630,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010489508-2-DEATH_CLAIM-C0-20200127,9010489508,offset,Offset Layer,0411|0412,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010489508-2-DEATH_CLAIM-C0-20200127,9010489508,payout,Payout Layer,0094|0567|1900,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010489508-2-DEATH_CLAIM-C0-20200127,9010489508,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010489508-2-DEATH_CLAIM-C0-20200127,9010489508,withholding,Withholding Layer,0810|0820,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010491000-1-DEATH_CLAIM-C0-20200223,9010491000,clearing,Clearing/Lifecycle Layer,0038,2031.9,2,0038,Y,RESIDUAL_REMAINS
RC-9010491000-1-DEATH_CLAIM-C0-20200223,9010491000,funding,Funding Layer,0530|0519,5000.0,1,0530,N,RESIDUAL_REMAINS
RC-9010491000-1-DEATH_CLAIM-C0-20200223,9010491000,interest,Interest Layer,0630,0.0,0,,N,RESIDUAL_REMAINS
RC-9010491000-1-DEATH_CLAIM-C0-20200223,9010491000,offset,Offset Layer,0411|0412,0.0,0,,N,RESIDUAL_REMAINS
RC-9010491000-1-DEATH_CLAIM-C0-20200223,9010491000,payout,Payout Layer,0094|0567|1900,5033.43,1,0094,N,RESIDUAL_REMAINS
RC-9010491000-1-DEATH_CLAIM-C0-20200223,9010491000,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,RESIDUAL_REMAINS
RC-9010491000-1-DEATH_CLAIM-C0-20200223,9010491000,withholding,Withholding Layer,0810|0820,0.0,0,,N,RESIDUAL_REMAINS
RC-9010491000-2-DEATH_CLAIM-C0-20200223,9010491000,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,PARTIAL_DECOMPOSITION
RC-9010491000-2-DEATH_CLAIM-C0-20200223,9010491000,funding,Funding Layer,0530|0519,2018.61,1,0530,N,PARTIAL_DECOMPOSITION
RC-9010491000-2-DEATH_CLAIM-C0-20200223,9010491000,interest,Interest Layer,0630,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010491000-2-DEATH_CLAIM-C0-20200223,9010491000,offset,Offset Layer,0411|0412,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010491000-2-DEATH_CLAIM-C0-20200223,9010491000,payout,Payout Layer,0094|0567|1900,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010491000-2-DEATH_CLAIM-C0-20200223,9010491000,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010491000-2-DEATH_CLAIM-C0-20200223,9010491000,withholding,Withholding Layer,0810|0820,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010496486-1-DEATH_CLAIM-C0-20231120,9010496486,clearing,Clearing/Lifecycle Layer,0038,3.75,1,0038,Y,RESIDUAL_REMAINS
RC-9010496486-1-DEATH_CLAIM-C0-20231120,9010496486,funding,Funding Layer,0530|0519,2000.0,1,0530,N,RESIDUAL_REMAINS
RC-9010496486-1-DEATH_CLAIM-C0-20231120,9010496486,interest,Interest Layer,0630,0.0,0,,N,RESIDUAL_REMAINS
RC-9010496486-1-DEATH_CLAIM-C0-20231120,9010496486,offset,Offset Layer,0411|0412,0.0,0,,N,RESIDUAL_REMAINS
RC-9010496486-1-DEATH_CLAIM-C0-20231120,9010496486,payout,Payout Layer,0094|0567|1900,2003.75,1,0094,N,RESIDUAL_REMAINS
RC-9010496486-1-DEATH_CLAIM-C0-20231120,9010496486,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,RESIDUAL_REMAINS
RC-9010496486-1-DEATH_CLAIM-C0-20231120,9010496486,withholding,Withholding Layer,0810|0820,0.0,0,,N,RESIDUAL_REMAINS
RC-9010497768-1-DEATH_CLAIM-C0-20231215,9010497768,clearing,Clearing/Lifecycle Layer,0038,266.65,1,0038,Y,RESIDUAL_REMAINS
RC-9010497768-1-DEATH_CLAIM-C0-20231215,9010497768,funding,Funding Layer,0530|0519,4022.0,1,0530,N,RESIDUAL_REMAINS
RC-9010497768-1-DEATH_CLAIM-C0-20231215,9010497768,interest,Interest Layer,0630,22.64,1,0630,N,RESIDUAL_REMAINS
RC-9010497768-1-DEATH_CLAIM-C0-20231215,9010497768,offset,Offset Layer,0411|0412,0.0,0,,N,RESIDUAL_REMAINS
RC-9010497768-1-DEATH_CLAIM-C0-20231215,9010497768,payout,Payout Layer,0094|0567|1900,4311.29,1,0094,N,RESIDUAL_REMAINS
RC-9010497768-1-DEATH_CLAIM-C0-20231215,9010497768,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,RESIDUAL_REMAINS
RC-9010497768-1-DEATH_CLAIM-C0-20231215,9010497768,withholding,Withholding Layer,0810|0820,0.0,0,,N,RESIDUAL_REMAINS
RC-9010498153-1-DEATH_CLAIM-C0-20240405,9010498153,clearing,Clearing/Lifecycle Layer,0038,16.33,2,0038,Y,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010498153-1-DEATH_CLAIM-C0-20240405,9010498153,funding,Funding Layer,0530|0519,5000.0,1,0530,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010498153-1-DEATH_CLAIM-C0-20240405,9010498153,interest,Interest Layer,0630,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010498153-1-DEATH_CLAIM-C0-20240405,9010498153,offset,Offset Layer,0411|0412,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010498153-1-DEATH_CLAIM-C0-20240405,9010498153,payout,Payout Layer,0094|0567|1900,8136.19,2,0094,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010498153-1-DEATH_CLAIM-C0-20240405,9010498153,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010498153-1-DEATH_CLAIM-C0-20240405,9010498153,withholding,Withholding Layer,0810|0820,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010498153-2-DEATH_CLAIM-C0-20240405,9010498153,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,PARTIAL_DECOMPOSITION
RC-9010498153-2-DEATH_CLAIM-C0-20240405,9010498153,funding,Funding Layer,0530|0519,3119.86,1,0530,N,PARTIAL_DECOMPOSITION
RC-9010498153-2-DEATH_CLAIM-C0-20240405,9010498153,interest,Interest Layer,0630,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010498153-2-DEATH_CLAIM-C0-20240405,9010498153,offset,Offset Layer,0411|0412,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010498153-2-DEATH_CLAIM-C0-20240405,9010498153,payout,Payout Layer,0094|0567|1900,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010498153-2-DEATH_CLAIM-C0-20240405,9010498153,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010498153-2-DEATH_CLAIM-C0-20240405,9010498153,withholding,Withholding Layer,0810|0820,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010498260-1-DEATH_CLAIM-C0-20240415,9010498260,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010498260-1-DEATH_CLAIM-C0-20240415,9010498260,funding,Funding Layer,0530|0519,2685.29,1,0530,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010498260-1-DEATH_CLAIM-C0-20240415,9010498260,interest,Interest Layer,0630,24.55,1,0630,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010498260-1-DEATH_CLAIM-C0-20240415,9010498260,offset,Offset Layer,0411|0412,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010498260-1-DEATH_CLAIM-C0-20240415,9010498260,payout,Payout Layer,0094|0567|1900,4492.19,3,0094,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010498260-1-DEATH_CLAIM-C0-20240415,9010498260,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010498260-1-DEATH_CLAIM-C0-20240415,9010498260,withholding,Withholding Layer,0810|0820,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010498260-2-DEATH_CLAIM-C0-20240415,9010498260,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,PARTIAL_DECOMPOSITION
RC-9010498260-2-DEATH_CLAIM-C0-20240415,9010498260,funding,Funding Layer,0530|0519,1782.35,1,0530,N,PARTIAL_DECOMPOSITION
RC-9010498260-2-DEATH_CLAIM-C0-20240415,9010498260,interest,Interest Layer,0630,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010498260-2-DEATH_CLAIM-C0-20240415,9010498260,offset,Offset Layer,0411|0412,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010498260-2-DEATH_CLAIM-C0-20240415,9010498260,payout,Payout Layer,0094|0567|1900,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010498260-2-DEATH_CLAIM-C0-20240415,9010498260,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010498260-2-DEATH_CLAIM-C0-20240415,9010498260,withholding,Withholding Layer,0810|0820,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010498617-1-DEATH_CLAIM-C0-20230115,9010498617,clearing,Clearing/Lifecycle Layer,0038,3187.13,2,0038,Y,CLEARING_ONLY_DISTORTION
RC-9010498617-1-DEATH_CLAIM-C0-20230115,9010498617,funding,Funding Layer,0530|0519,4000.0,1,0530,N,CLEARING_ONLY_DISTORTION
RC-9010498617-1-DEATH_CLAIM-C0-20230115,9010498617,interest,Interest Layer,0630,0.0,0,,N,CLEARING_ONLY_DISTORTION
RC-9010498617-1-DEATH_CLAIM-C0-20230115,9010498617,offset,Offset Layer,0411|0412,0.0,0,,N,CLEARING_ONLY_DISTORTION
RC-9010498617-1-DEATH_CLAIM-C0-20230115,9010498617,payout,Payout Layer,0094|0567|1900,7187.13,1,0094,N,CLEARING_ONLY_DISTORTION
RC-9010498617-1-DEATH_CLAIM-C0-20230115,9010498617,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,CLEARING_ONLY_DISTORTION
RC-9010498617-1-DEATH_CLAIM-C0-20230115,9010498617,withholding,Withholding Layer,0810|0820,0.0,0,,N,CLEARING_ONLY_DISTORTION
RC-9010499269-1-DEATH_CLAIM-C0-20180115,9010499269,clearing,Clearing/Lifecycle Layer,0038,4.34,1,0038,Y,RESIDUAL_REMAINS
RC-9010499269-1-DEATH_CLAIM-C0-20180115,9010499269,funding,Funding Layer,0530|0519,1500.0,1,0530,N,RESIDUAL_REMAINS
RC-9010499269-1-DEATH_CLAIM-C0-20180115,9010499269,interest,Interest Layer,0630,0.0,0,,N,RESIDUAL_REMAINS
RC-9010499269-1-DEATH_CLAIM-C0-20180115,9010499269,offset,Offset Layer,0411|0412,0.0,0,,N,RESIDUAL_REMAINS
RC-9010499269-1-DEATH_CLAIM-C0-20180115,9010499269,payout,Payout Layer,0094|0567|1900,1504.34,1,0094,N,RESIDUAL_REMAINS
RC-9010499269-1-DEATH_CLAIM-C0-20180115,9010499269,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,RESIDUAL_REMAINS
RC-9010499269-1-DEATH_CLAIM-C0-20180115,9010499269,withholding,Withholding Layer,0810|0820,0.0,0,,N,RESIDUAL_REMAINS
RC-9010499674-1-DEATH_CLAIM-C0-20201002,9010499674,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,PARTIAL_DECOMPOSITION
RC-9010499674-1-DEATH_CLAIM-C0-20201002,9010499674,funding,Funding Layer,0530|0519,2917.0,1,0530,N,PARTIAL_DECOMPOSITION
RC-9010499674-1-DEATH_CLAIM-C0-20201002,9010499674,interest,Interest Layer,0630,18.77,1,0630,N,PARTIAL_DECOMPOSITION
RC-9010499674-1-DEATH_CLAIM-C0-20201002,9010499674,offset,Offset Layer,0411|0412,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010499674-1-DEATH_CLAIM-C0-20201002,9010499674,payout,Payout Layer,0094|0567|1900,4865.6,1,0094,N,PARTIAL_DECOMPOSITION
RC-9010499674-1-DEATH_CLAIM-C0-20201002,9010499674,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010499674-1-DEATH_CLAIM-C0-20201002,9010499674,withholding,Withholding Layer,0810|0820,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010499674-2-DEATH_CLAIM-C0-20201002,9010499674,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,PARTIAL_DECOMPOSITION
RC-9010499674-2-DEATH_CLAIM-C0-20201002,9010499674,funding,Funding Layer,0530|0519,1929.83,1,0530,N,PARTIAL_DECOMPOSITION
RC-9010499674-2-DEATH_CLAIM-C0-20201002,9010499674,interest,Interest Layer,0630,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010499674-2-DEATH_CLAIM-C0-20201002,9010499674,offset,Offset Layer,0411|0412,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010499674-2-DEATH_CLAIM-C0-20201002,9010499674,payout,Payout Layer,0094|0567|1900,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010499674-2-DEATH_CLAIM-C0-20201002,9010499674,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010499674-2-DEATH_CLAIM-C0-20201002,9010499674,withholding,Withholding Layer,0810|0820,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010499702-1-DEATH_CLAIM-C0-20220210,9010499702,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010499702-1-DEATH_CLAIM-C0-20220210,9010499702,funding,Funding Layer,0530|0519,8568.0,1,0530,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010499702-1-DEATH_CLAIM-C0-20220210,9010499702,interest,Interest Layer,0630,59.86,1,0630,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010499702-1-DEATH_CLAIM-C0-20220210,9010499702,offset,Offset Layer,0411|0412,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010499702-1-DEATH_CLAIM-C0-20220210,9010499702,payout,Payout Layer,0094|0567|1900,14314.77,4,0094,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010499702-1-DEATH_CLAIM-C0-20220210,9010499702,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010499702-1-DEATH_CLAIM-C0-20220210,9010499702,withholding,Withholding Layer,0810|0820,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010499702-2-DEATH_CLAIM-C0-20220210,9010499702,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,PARTIAL_DECOMPOSITION
RC-9010499702-2-DEATH_CLAIM-C0-20220210,9010499702,funding,Funding Layer,0530|0519,5686.91,1,0530,N,PARTIAL_DECOMPOSITION
RC-9010499702-2-DEATH_CLAIM-C0-20220210,9010499702,interest,Interest Layer,0630,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010499702-2-DEATH_CLAIM-C0-20220210,9010499702,offset,Offset Layer,0411|0412,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010499702-2-DEATH_CLAIM-C0-20220210,9010499702,payout,Payout Layer,0094|0567|1900,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010499702-2-DEATH_CLAIM-C0-20220210,9010499702,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010499702-2-DEATH_CLAIM-C0-20220210,9010499702,withholding,Withholding Layer,0810|0820,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010500769-1-DEATH_CLAIM-C0-20230824,9010500769,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,MULTI_PAYOUT_DECOMPOSED
RC-9010500769-1-DEATH_CLAIM-C0-20230824,9010500769,funding,Funding Layer,0530|0519,10000.0,2,0530,N,MULTI_PAYOUT_DECOMPOSED
RC-9010500769-1-DEATH_CLAIM-C0-20230824,9010500769,interest,Interest Layer,0630,23.14,1,0630,N,MULTI_PAYOUT_DECOMPOSED
RC-9010500769-1-DEATH_CLAIM-C0-20230824,9010500769,offset,Offset Layer,0411|0412,0.0,0,,N,MULTI_PAYOUT_DECOMPOSED
RC-9010500769-1-DEATH_CLAIM-C0-20230824,9010500769,payout,Payout Layer,0094|0567|1900,10023.14,2,0094,N,MULTI_PAYOUT_DECOMPOSED
RC-9010500769-1-DEATH_CLAIM-C0-20230824,9010500769,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,MULTI_PAYOUT_DECOMPOSED
RC-9010500769-1-DEATH_CLAIM-C0-20230824,9010500769,withholding,Withholding Layer,0810|0820,0.0,0,,N,MULTI_PAYOUT_DECOMPOSED
RC-9010501466-1-DEATH_CLAIM-C0-20201116,9010501466,clearing,Clearing/Lifecycle Layer,0038,6.9,1,0038,Y,RESIDUAL_REMAINS
RC-9010501466-1-DEATH_CLAIM-C0-20201116,9010501466,funding,Funding Layer,0530|0519,5000.0,1,0530,N,RESIDUAL_REMAINS
RC-9010501466-1-DEATH_CLAIM-C0-20201116,9010501466,interest,Interest Layer,0630,0.0,0,,N,RESIDUAL_REMAINS
RC-9010501466-1-DEATH_CLAIM-C0-20201116,9010501466,offset,Offset Layer,0411|0412,0.0,0,,N,RESIDUAL_REMAINS
RC-9010501466-1-DEATH_CLAIM-C0-20201116,9010501466,payout,Payout Layer,0094|0567|1900,5006.9,1,0094,N,RESIDUAL_REMAINS
RC-9010501466-1-DEATH_CLAIM-C0-20201116,9010501466,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,RESIDUAL_REMAINS
RC-9010501466-1-DEATH_CLAIM-C0-20201116,9010501466,withholding,Withholding Layer,0810|0820,0.0,0,,N,RESIDUAL_REMAINS
RC-9010501836-1-DEATH_CLAIM-C0-20190107,9010501836,clearing,Clearing/Lifecycle Layer,0038,37.74,2,0038,Y,PARTIAL_DECOMPOSITION
RC-9010501836-1-DEATH_CLAIM-C0-20190107,9010501836,funding,Funding Layer,0530|0519,11423.53,1,0530,N,PARTIAL_DECOMPOSITION
RC-9010501836-1-DEATH_CLAIM-C0-20190107,9010501836,interest,Interest Layer,0630,72.13,1,0630,N,PARTIAL_DECOMPOSITION
RC-9010501836-1-DEATH_CLAIM-C0-20190107,9010501836,offset,Offset Layer,0411|0412,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010501836-1-DEATH_CLAIM-C0-20190107,9010501836,payout,Payout Layer,0094|0567|1900,14953.14,1,0094,N,PARTIAL_DECOMPOSITION
RC-9010501836-1-DEATH_CLAIM-C0-20190107,9010501836,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010501836-1-DEATH_CLAIM-C0-20190107,9010501836,withholding,Withholding Layer,0810|0820,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010501836-2-DEATH_CLAIM-C0-20190107,9010501836,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,PARTIAL_DECOMPOSITION
RC-9010501836-2-DEATH_CLAIM-C0-20190107,9010501836,funding,Funding Layer,0530|0519,3419.74,1,0530,N,PARTIAL_DECOMPOSITION
RC-9010501836-2-DEATH_CLAIM-C0-20190107,9010501836,interest,Interest Layer,0630,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010501836-2-DEATH_CLAIM-C0-20190107,9010501836,offset,Offset Layer,0411|0412,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010501836-2-DEATH_CLAIM-C0-20190107,9010501836,payout,Payout Layer,0094|0567|1900,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010501836-2-DEATH_CLAIM-C0-20190107,9010501836,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010501836-2-DEATH_CLAIM-C0-20190107,9010501836,withholding,Withholding Layer,0810|0820,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010502820-1-DEATH_CLAIM-C0-20241123,9010502820,clearing,Clearing/Lifecycle Layer,0038,28.29,2,0038,Y,PARTIAL_DECOMPOSITION
RC-9010502820-1-DEATH_CLAIM-C0-20241123,9010502820,funding,Funding Layer,0530|0519,10000.0,1,0530,N,PARTIAL_DECOMPOSITION
RC-9010502820-1-DEATH_CLAIM-C0-20241123,9010502820,interest,Interest Layer,0630,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010502820-1-DEATH_CLAIM-C0-20241123,9010502820,offset,Offset Layer,0411|0412,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010502820-1-DEATH_CLAIM-C0-20241123,9010502820,payout,Payout Layer,0094|0567|1900,15411.88,1,0094,N,PARTIAL_DECOMPOSITION
