INVENTORY_ID,SOURCE_FULL_PATH,SOURCE_RELATIVE_PATH,FILENAME,EXTENSION,FILE_SIZE_BYTES,LAST_MODIFIED_UTC,SOURCE_SHA256,CATEGORY,PROBABLE_PURPOSE,PROBABLE_SOURCE_AUTHORITY,ORIGINAL_OR_GENERATED,CURRENT_OR_HISTORICAL,APPROVAL_STATUS,PROPOSED_DESTINATION_RELATIVE_PATH,MIGRATION_ACTION,CLASSIFICATION_CONFIDENCE,CLASSIFICATION_BASIS,DUPLICATE_GROUP_ID,CASE_COLLISION_STATUS,FILENAME_COLLISION_STATUS,PATH_LENGTH_RISK,HARDCODED_PATH_INDICATOR,CSO_REFERENCE_INDICATOR,QLA_CORE_REFERENCE_INDICATOR,SENSITIVE_DATA_INDICATOR,DEPENDS_ON,RISK,COPY_APPROVED,NOTES,STAGE2B_REVIEW_STATUS,STAGE2B_DECISION,CANONICAL_FILE_INDICATOR,FINAL_DESTINATION_RELATIVE_PATH,COPY_RESULT,DESTINATION_SHA256,COPY_VERIFICATION_STATUS,COPY_TIMESTAMP_UTC
CIT-INV-00102,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\_sample_PLP\PLP\64.pdf,CFIC_Cash_Values/_sample_PLP/PLP/64.pdf,64.pdf,.pdf,1668834,2025-09-15T19:54:10Z,79fc3282fd16b91a8bb0094fdf5a530dc4064087be7073a2b294e0255c012756,Temporary files,Development or sample artifact,derived,generated,historical,unknown,archive/legacy_cfic_rates/dev_samples/CFIC_Cash_Values/_sample_PLP/PLP/64.pdf,EXCLUDE_GENERATED,HIGH,dev or sample path segment,,NONE,NONE,LOW,N,N,N,N,,,NO,,EXCLUDED,Migration action EXCLUDE_GENERATED per inventory,N,,,,,
CIT-INV-00103,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\_sample_PLP\PLP\65.pdf,CFIC_Cash_Values/_sample_PLP/PLP/65.pdf,65.pdf,.pdf,1577724,2025-09-15T19:54:12Z,b87745bdfd79d5e40e335dddaba5a117090767a888423bee949e3a9a47a954ef,Temporary files,Development or sample artifact,derived,generated,historical,unknown,archive/legacy_cfic_rates/dev_samples/CFIC_Cash_Values/_sample_PLP/PLP/65.pdf,EXCLUDE_GENERATED,HIGH,dev or sample path segment,,NONE,NONE,LOW,N,N,N,N,,,NO,,EXCLUDED,Migration action EXCLUDE_GENERATED per inventory,N,,,,,
CIT-INV-00104,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\_sample_PLP\PLP\66.pdf,CFIC_Cash_Values/_sample_PLP/PLP/66.pdf,66.pdf,.pdf,1654702,2025-09-15T19:54:14Z,f70893e56c6dafaf36493c81ccd68ceb9201dab0ddc07f962d19ca2a82a42243,Temporary files,Development or sample artifact,derived,generated,historical,unknown,archive/legacy_cfic_rates/dev_samples/CFIC_Cash_Values/_sample_PLP/PLP/66.pdf,EXCLUDE_GENERATED,HIGH,dev or sample path segment,,NONE,NONE,LOW,N,N,N,N,,,NO,,EXCLUDED,Migration action EXCLUDE_GENERATED per inventory,N,,,,,
CIT-INV-00105,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\_sample_PLP\PLP\67.pdf,CFIC_Cash_Values/_sample_PLP/PLP/67.pdf,67.pdf,.pdf,1564480,2025-09-15T19:54:16Z,36abd2d4bf59019792801a240f8f9b61087c06e0928ac4765707add4e9e2431e,Temporary files,Development or sample artifact,derived,generated,historical,unknown,archive/legacy_cfic_rates/dev_samples/CFIC_Cash_Values/_sample_PLP/PLP/67.pdf,EXCLUDE_GENERATED,HIGH,dev or sample path segment,,NONE,NONE,LOW,N,N,N,N,,,NO,,EXCLUDED,Migration action EXCLUDE_GENERATED per inventory,N,,,,,
CIT-INV-00106,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\_sample_PLP\PLP\68.pdf,CFIC_Cash_Values/_sample_PLP/PLP/68.pdf,68.pdf,.pdf,1562462,2025-09-15T19:54:18Z,2bb2fc401ea7fd444c202953f4d12f2776d6c08eea5f12bd04b23d075ac67939,Temporary files,Development or sample artifact,derived,generated,historical,unknown,archive/legacy_cfic_rates/dev_samples/CFIC_Cash_Values/_sample_PLP/PLP/68.pdf,EXCLUDE_GENERATED,HIGH,dev or sample path segment,,NONE,NONE,LOW,N,N,N,N,,,NO,,EXCLUDED,Migration action EXCLUDE_GENERATED per inventory,N,,,,,
CIT-INV-00107,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\_sample_PLP\PLP\69.pdf,CFIC_Cash_Values/_sample_PLP/PLP/69.pdf,69.pdf,.pdf,1635009,2025-09-15T19:54:20Z,0948bcf326b0d633779602298a78e83adfe4c7e6f3c4b4c17e9e4ae54fa567c1,Temporary files,Development or sample artifact,derived,generated,historical,unknown,archive/legacy_cfic_rates/dev_samples/CFIC_Cash_Values/_sample_PLP/PLP/69.pdf,EXCLUDE_GENERATED,HIGH,dev or sample path segment,,NONE,NONE,LOW,N,N,N,N,,,NO,,EXCLUDED,Migration action EXCLUDE_GENERATED per inventory,N,,,,,
CIT-INV-00108,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\_sample_PLP\PLP\70.pdf,CFIC_Cash_Values/_sample_PLP/PLP/70.pdf,70.pdf,.pdf,1643569,2025-09-15T19:54:24Z,81c7e2c98994b5eaf1b989733b4e0b23e5464b35334f95f3f522d347c3e36863,Temporary files,Development or sample artifact,derived,generated,historical,unknown,archive/legacy_cfic_rates/dev_samples/CFIC_Cash_Values/_sample_PLP/PLP/70.pdf,EXCLUDE_GENERATED,HIGH,dev or sample path segment,,NONE,NONE,LOW,N,N,N,N,,,NO,,EXCLUDED,Migration action EXCLUDE_GENERATED per inventory,N,,,,,
CIT-INV-00109,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\_sample_PLP\PLP\71.pdf,CFIC_Cash_Values/_sample_PLP/PLP/71.pdf,71.pdf,.pdf,1544396,2025-09-15T19:54:26Z,56694b4b6512d6fdb932a6f08059abfefda7fec507920a69af616b861c36789c,Temporary files,Development or sample artifact,derived,generated,historical,unknown,archive/legacy_cfic_rates/dev_samples/CFIC_Cash_Values/_sample_PLP/PLP/71.pdf,EXCLUDE_GENERATED,HIGH,dev or sample path segment,,NONE,NONE,LOW,N,N,N,N,,,NO,,EXCLUDED,Migration action EXCLUDE_GENERATED per inventory,N,,,,,
CIT-INV-00110,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\_sample_PLP\PLP\72.pdf,CFIC_Cash_Values/_sample_PLP/PLP/72.pdf,72.pdf,.pdf,1634181,2025-09-15T19:54:28Z,37d47f7c69ea36e2fa74508c1f8a02d89e0293dcaa9e68a72412c6e47e392f84,Temporary files,Development or sample artifact,derived,generated,historical,unknown,archive/legacy_cfic_rates/dev_samples/CFIC_Cash_Values/_sample_PLP/PLP/72.pdf,EXCLUDE_GENERATED,HIGH,dev or sample path segment,,NONE,NONE,LOW,N,N,N,N,,,NO,,EXCLUDED,Migration action EXCLUDE_GENERATED per inventory,N,,,,,
CIT-INV-00111,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\_sample_PLP\PLP\73.pdf,CFIC_Cash_Values/_sample_PLP/PLP/73.pdf,73.pdf,.pdf,1629583,2025-09-15T19:54:30Z,20446ad7544a8d3410933d4fb362d356aac1921247a955a312e00722bda6f822,Temporary files,Development or sample artifact,derived,generated,historical,unknown,archive/legacy_cfic_rates/dev_samples/CFIC_Cash_Values/_sample_PLP/PLP/73.pdf,EXCLUDE_GENERATED,HIGH,dev or sample path segment,,NONE,NONE,LOW,N,N,N,N,,,NO,,EXCLUDED,Migration action EXCLUDE_GENERATED per inventory,N,,,,,
CIT-INV-00112,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\_sample_PLP\PLP\74.pdf,CFIC_Cash_Values/_sample_PLP/PLP/74.pdf,74.pdf,.pdf,1623785,2025-09-15T19:54:32Z,b7d45fd33baed4752375f7b57604ba010ebbd86d0c1cdc1634872c4bc9ad5803,Temporary files,Development or sample artifact,derived,generated,historical,unknown,archive/legacy_cfic_rates/dev_samples/CFIC_Cash_Values/_sample_PLP/PLP/74.pdf,EXCLUDE_GENERATED,HIGH,dev or sample path segment,,NONE,NONE,LOW,N,N,N,N,,,NO,,EXCLUDED,Migration action EXCLUDE_GENERATED per inventory,N,,,,,
CIT-INV-00113,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\_sample_PLP\PLP\75.pdf,CFIC_Cash_Values/_sample_PLP/PLP/75.pdf,75.pdf,.pdf,1525690,2025-09-15T19:54:34Z,fe78244ec8886fbb6c4cc0dca9be9fa3d672c6145972080125309b7c2ad50759,Temporary files,Development or sample artifact,derived,generated,historical,unknown,archive/legacy_cfic_rates/dev_samples/CFIC_Cash_Values/_sample_PLP/PLP/75.pdf,EXCLUDE_GENERATED,HIGH,dev or sample path segment,,NONE,NONE,LOW,N,N,N,N,,,NO,,EXCLUDED,Migration action EXCLUDE_GENERATED per inventory,N,,,,,
CIT-INV-00114,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\_sample_PLP\PLP\76.pdf,CFIC_Cash_Values/_sample_PLP/PLP/76.pdf,76.pdf,.pdf,1533844,2025-09-15T19:54:38Z,aaae849719e3a60eb49b142cd0a9b391d147b420a339c24370e3fe984558881f,Temporary files,Development or sample artifact,derived,generated,historical,unknown,archive/legacy_cfic_rates/dev_samples/CFIC_Cash_Values/_sample_PLP/PLP/76.pdf,EXCLUDE_GENERATED,HIGH,dev or sample path segment,,NONE,NONE,LOW,N,N,N,N,,,NO,,EXCLUDED,Migration action EXCLUDE_GENERATED per inventory,N,,,,,
CIT-INV-00115,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\_sample_PLP\PLP\77.pdf,CFIC_Cash_Values/_sample_PLP/PLP/77.pdf,77.pdf,.pdf,1597594,2025-09-15T19:54:40Z,aec040ad79af09d9a5f61fde68c217a61cb475cddd1d44531234e8d459e9cca9,Temporary files,Development or sample artifact,derived,generated,historical,unknown,archive/legacy_cfic_rates/dev_samples/CFIC_Cash_Values/_sample_PLP/PLP/77.pdf,EXCLUDE_GENERATED,HIGH,dev or sample path segment,,NONE,NONE,LOW,N,N,N,N,,,NO,,EXCLUDED,Migration action EXCLUDE_GENERATED per inventory,N,,,,,
CIT-INV-00116,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\_sample_PLP\PLP\78.pdf,CFIC_Cash_Values/_sample_PLP/PLP/78.pdf,78.pdf,.pdf,1611328,2025-09-15T19:54:42Z,3d5f854ac6705db7a722a21f45eb9cda56a7065c28bd8948fe65d050f345cc8b,Temporary files,Development or sample artifact,derived,generated,historical,unknown,archive/legacy_cfic_rates/dev_samples/CFIC_Cash_Values/_sample_PLP/PLP/78.pdf,EXCLUDE_GENERATED,HIGH,dev or sample path segment,,NONE,NONE,LOW,N,N,N,N,,,NO,,EXCLUDED,Migration action EXCLUDE_GENERATED per inventory,N,,,,,
CIT-INV-00117,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\_sample_PLP\PLP\79.pdf,CFIC_Cash_Values/_sample_PLP/PLP/79.pdf,79.pdf,.pdf,1512147,2025-09-15T19:54:44Z,26ce40cc0c9559e76a63f09c1b15c4ce9a50cd4ac1a659d44570706c7953175b,Temporary files,Development or sample artifact,derived,generated,historical,unknown,archive/legacy_cfic_rates/dev_samples/CFIC_Cash_Values/_sample_PLP/PLP/79.pdf,EXCLUDE_GENERATED,HIGH,dev or sample path segment,,NONE,NONE,LOW,N,N,N,N,,,NO,,EXCLUDED,Migration action EXCLUDE_GENERATED per inventory,N,,,,,
CIT-INV-00118,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\ABFN_CV.zip,CFIC_Cash_Values/ABFN_CV.zip,ABFN_CV.zip,.zip,170804111,2025-10-22T12:46:58Z,b0584c8fdc53e911c1da8cb1e05ad0ee6567832de7cb843f178c59083b7ac770,Rate files,Cash-value green-sheet PDF archive,client,original,current,unknown,source/original/cash_values/ABFN_CV.zip,COPY,HIGH,per-family CV zip,,NONE,NONE,LOW,N,N,N,N,,,YES,Large file; LFS or external store,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,source/original/cash_values/ABFN_CV.zip,ALREADY_PRESENT_VERIFIED,b0584c8fdc53e911c1da8cb1e05ad0ee6567832de7cb843f178c59083b7ac770,VERIFIED,2026-07-12T14:56:38Z
CIT-INV-00119,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\ABFS_CV.zip,CFIC_Cash_Values/ABFS_CV.zip,ABFS_CV.zip,.zip,227656627,2025-10-22T12:47:02Z,0d4dd8201e99d83aef55a58e8a6446967167c78e747b6003c471be0adcc3a62a,Rate files,Cash-value green-sheet PDF archive,client,original,current,unknown,source/original/cash_values/ABFS_CV.zip,COPY,HIGH,per-family CV zip,,NONE,NONE,LOW,N,N,N,N,,,YES,Large file; LFS or external store,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,source/original/cash_values/ABFS_CV.zip,ALREADY_PRESENT_VERIFIED,0d4dd8201e99d83aef55a58e8a6446967167c78e747b6003c471be0adcc3a62a,VERIFIED,2026-07-12T14:56:40Z
CIT-INV-00120,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\ABMN_CV.zip,CFIC_Cash_Values/ABMN_CV.zip,ABMN_CV.zip,.zip,171168193,2025-10-22T12:47:05Z,9237706ee7da478062dcfb88a29ce3b9a2e17839016c0402a5505793c385a19f,Rate files,Cash-value green-sheet PDF archive,client,original,current,unknown,source/original/cash_values/ABMN_CV.zip,COPY,HIGH,per-family CV zip,,NONE,NONE,LOW,N,N,N,N,,,YES,Large file; LFS or external store,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,source/original/cash_values/ABMN_CV.zip,ALREADY_PRESENT_VERIFIED,9237706ee7da478062dcfb88a29ce3b9a2e17839016c0402a5505793c385a19f,VERIFIED,2026-07-12T14:56:43Z
CIT-INV-00121,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\ABMS_CV.zip,CFIC_Cash_Values/ABMS_CV.zip,ABMS_CV.zip,.zip,228707250,2025-10-22T12:47:09Z,c3daf3e58f366bea146403b4024c9471e3d5581b030dd24e69a0c1310c305b54,Rate files,Cash-value green-sheet PDF archive,client,original,current,unknown,source/original/cash_values/ABMS_CV.zip,COPY,HIGH,per-family CV zip,,NONE,NONE,LOW,N,N,N,N,,,YES,Large file; LFS or external store,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,source/original/cash_values/ABMS_CV.zip,ALREADY_PRESENT_VERIFIED,c3daf3e58f366bea146403b4024c9471e3d5581b030dd24e69a0c1310c305b54,VERIFIED,2026-07-12T14:56:45Z
CIT-INV-00122,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\MultipleCashValueFiles.zip,CFIC_Cash_Values/MultipleCashValueFiles.zip,MultipleCashValueFiles.zip,.zip,278330287,2025-10-22T12:47:16Z,111d1041f2db37773f62e5b5c3ba5584a2797ac4fc4143f710117fa29c24506e,Archive files,Bundled cash-value ZIPs,client,original,current,unknown,quarantine/duplicate_review/MultipleCashValueFiles.zip,COPY_TO_QUARANTINE,MEDIUM,may overlap per-family *_CV.zip archives,,NONE,NONE,LOW,N,N,N,N,,,YES,Audit overlap,APPROVED_FOR_QUARANTINE,Approved COPY_TO_QUARANTINE per Stage 2B decisions,N,quarantine/duplicate_review/MultipleCashValueFiles.zip,ALREADY_PRESENT_VERIFIED,111d1041f2db37773f62e5b5c3ba5584a2797ac4fc4143f710117fa29c24506e,VERIFIED,2026-07-12T14:56:48Z
CIT-INV-00123,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\P7FN_CV.zip,CFIC_Cash_Values/P7FN_CV.zip,P7FN_CV.zip,.zip,140924178,2025-10-22T12:47:19Z,ad0f2420cffcc6ca21a70212c5ddb64421d498e834aa7ce51f2d946c9112116e,Rate files,Cash-value green-sheet PDF archive,client,original,current,unknown,source/original/cash_values/P7FN_CV.zip,COPY,HIGH,per-family CV zip,,NONE,NONE,LOW,N,N,N,N,,,YES,Large file; LFS or external store,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,source/original/cash_values/P7FN_CV.zip,ALREADY_PRESENT_VERIFIED,ad0f2420cffcc6ca21a70212c5ddb64421d498e834aa7ce51f2d946c9112116e,VERIFIED,2026-07-12T14:56:51Z
CIT-INV-00124,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\P7FS_CV.zip,CFIC_Cash_Values/P7FS_CV.zip,P7FS_CV.zip,.zip,197924925,2025-10-22T12:47:22Z,733653d3543da1bb114ae107990a3bec3980f96d00f734e72a506c570a7651eb,Rate files,Cash-value green-sheet PDF archive,client,original,current,unknown,source/original/cash_values/P7FS_CV.zip,COPY,HIGH,per-family CV zip,,NONE,NONE,LOW,N,N,N,N,,,YES,Large file; LFS or external store,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,source/original/cash_values/P7FS_CV.zip,ALREADY_PRESENT_VERIFIED,733653d3543da1bb114ae107990a3bec3980f96d00f734e72a506c570a7651eb,VERIFIED,2026-07-12T14:56:53Z
CIT-INV-00125,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\P7MN_CV.zip,CFIC_Cash_Values/P7MN_CV.zip,P7MN_CV.zip,.zip,138585368,2025-10-22T12:47:24Z,7decc07d3cfe0dbd3f8b79b7359a553af5cac67cb4a7e3cae623241a2de12309,Rate files,Cash-value green-sheet PDF archive,client,original,current,unknown,source/original/cash_values/P7MN_CV.zip,COPY,HIGH,per-family CV zip,,NONE,NONE,LOW,N,N,N,N,,,YES,Large file; LFS or external store,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,source/original/cash_values/P7MN_CV.zip,ALREADY_PRESENT_VERIFIED,7decc07d3cfe0dbd3f8b79b7359a553af5cac67cb4a7e3cae623241a2de12309,VERIFIED,2026-07-12T14:56:55Z
CIT-INV-00126,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\P7MS_CV.zip,CFIC_Cash_Values/P7MS_CV.zip,P7MS_CV.zip,.zip,198471450,2025-10-22T12:46:37Z,6516e2be0dc5359e01156aee3a448415e6adcd748a6c4a7f2ff52a1e2e80378a,Rate files,Cash-value green-sheet PDF archive,client,original,current,unknown,source/original/cash_values/P7MS_CV.zip,COPY,HIGH,per-family CV zip,,NONE,NONE,LOW,N,N,N,N,,,YES,Large file; LFS or external store,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,source/original/cash_values/P7MS_CV.zip,ALREADY_PRESENT_VERIFIED,6516e2be0dc5359e01156aee3a448415e6adcd748a6c4a7f2ff52a1e2e80378a,VERIFIED,2026-07-12T14:56:57Z
CIT-INV-00127,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\PLP6_CV.zip,CFIC_Cash_Values/PLP6_CV.zip,PLP6_CV.zip,.zip,87356407,2025-10-22T12:46:43Z,8bd94ba784e4d092fcee0096c35ffbbb5af762d88dc6cd235a3fefc8124b3bf1,Rate files,Cash-value green-sheet PDF archive,client,original,current,unknown,source/original/cash_values/PLP6_CV.zip,COPY,HIGH,per-family CV zip,,NONE,NONE,LOW,N,N,N,N,,,YES,Large file; LFS or external store,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,source/original/cash_values/PLP6_CV.zip,ALREADY_PRESENT_VERIFIED,8bd94ba784e4d092fcee0096c35ffbbb5af762d88dc6cd235a3fefc8124b3bf1,VERIFIED,2026-07-12T14:56:59Z
CIT-INV-00128,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\PLP_CV.zip,CFIC_Cash_Values/PLP_CV.zip,PLP_CV.zip,.zip,248861719,2025-10-22T12:46:41Z,e285e17d1e3e93f1c6094e6ca8fcbc16dcd0c1f859dac4d042586c70acf0b028,Rate files,Cash-value green-sheet PDF archive,client,original,current,unknown,source/original/cash_values/PLP_CV.zip,COPY,HIGH,per-family CV zip,,NONE,NONE,LOW,N,N,N,N,,,YES,Large file; LFS or external store,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,source/original/cash_values/PLP_CV.zip,ALREADY_PRESENT_VERIFIED,e285e17d1e3e93f1c6094e6ca8fcbc16dcd0c1f859dac4d042586c70acf0b028,VERIFIED,2026-07-12T14:57:00Z
CIT-INV-00129,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\R28G_CV.zip,CFIC_Cash_Values/R28G_CV.zip,R28G_CV.zip,.zip,115058169,2025-10-22T12:46:45Z,c9622d33ffb7fe611ba13604d119490a41fefa5df7aca0c4862db8a6eebe678f,Rate files,Cash-value green-sheet PDF archive,client,original,current,unknown,source/original/cash_values/R28G_CV.zip,COPY,HIGH,per-family CV zip,,NONE,NONE,LOW,N,N,N,N,,,YES,Large file; LFS or external store,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,source/original/cash_values/R28G_CV.zip,ALREADY_PRESENT_VERIFIED,c9622d33ffb7fe611ba13604d119490a41fefa5df7aca0c4862db8a6eebe678f,VERIFIED,2026-07-12T14:57:04Z
CIT-INV-00130,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\R68G_CV.zip,CFIC_Cash_Values/R68G_CV.zip,R68G_CV.zip,.zip,102441586,2025-10-22T12:46:47Z,61178218cce623c06b150b65b44dd56147235499a347e09567136ae8e964347e,Rate files,Cash-value green-sheet PDF archive,client,original,current,unknown,source/original/cash_values/R68G_CV.zip,COPY,HIGH,per-family CV zip,,NONE,NONE,LOW,N,N,N,N,,,YES,Large file; LFS or external store,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,source/original/cash_values/R68G_CV.zip,ALREADY_PRESENT_VERIFIED,61178218cce623c06b150b65b44dd56147235499a347e09567136ae8e964347e,VERIFIED,2026-07-12T14:57:05Z
CIT-INV-00131,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\RW8_CV.zip,CFIC_Cash_Values/RW8_CV.zip,RW8_CV.zip,.zip,238171788,2025-10-22T12:46:51Z,3752d89b3b5137fbfb93730f00d1848087e4ad479e2ddd0847471620c98ff5c5,Rate files,Cash-value green-sheet PDF archive,client,original,current,unknown,source/original/cash_values/RW8_CV.zip,COPY,HIGH,per-family CV zip,,NONE,NONE,LOW,N,N,N,N,,,YES,Large file; LFS or external store,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,source/original/cash_values/RW8_CV.zip,ALREADY_PRESENT_VERIFIED,3752d89b3b5137fbfb93730f00d1848087e4ad479e2ddd0847471620c98ff5c5,VERIFIED,2026-07-12T14:57:07Z
CIT-INV-00132,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\cfic_paths.py,cfic_paths.py,cfic_paths.py,.py,1414,2026-07-12T03:03:57Z,60fcc4ce7b33812be4f32be5dfb08905252f6968aa0db25fef6da77e5ebaf3ed,Configuration files,Legacy path configuration module,derived,generated,current,working,conversion/orchestration/legacy_cfic_paths.py,COPY_AND_RENAME,HIGH,root path module,,NONE,NONE,LOW,N,N,N,N,,,YES,Retarget in Development gate,APPROVED_FOR_COPY,Approved COPY_AND_RENAME per Stage 2B decisions,N,conversion/orchestration/legacy_cfic_paths.py,ALREADY_PRESENT_VERIFIED,60fcc4ce7b33812be4f32be5dfb08905252f6968aa0db25fef6da77e5ebaf3ed,VERIFIED,2026-07-12T14:57:10Z
CIT-INV-00133,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIProposalMaker.zip,CFIProposalMaker.zip,CFIProposalMaker.zip,.zip,379100,2026-07-08T22:17:04Z,717b76a2d362efc152d985afe26487f43a97977e43ad507b9d40b8a40aa10e65,Archive files,Duplicate of source/CFIProposalMaker.zip,client,original,current,unknown,,DO_NOT_MIGRATE,HIGH,duplicate of source/CFIProposalMaker.zip,DUP-0002,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,NO,Keep canonical copy in source/original/access/,DUPLICATE_EXCLUDED,Migration action DO_NOT_MIGRATE per inventory,N,,,,,
CIT-INV-00134,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\Citizens_Plan_Crosswak.xlsx,Citizens_Plan_Crosswak.xlsx,Citizens_Plan_Crosswak.xlsx,.xlsx,13012,2026-07-11T21:36:24Z,b5e932c677565067d0f0878b47de117ce6cbfa0a192546b49e2cfa7a26d1eaba,Crosswalks,CFIC plan to QLPlan crosswalk (working),client,original,current,working,mappings/working/plans/Citizens_Plan_Crosswalk.xlsx,COPY_AND_RENAME,HIGH,root crosswalk xlsx,,NONE,NONE,LOW,N,N,N,N,,,YES,Rename typo Crosswak->Crosswalk,APPROVED_FOR_COPY,Approved COPY_AND_RENAME per Stage 2B decisions,N,mappings/working/plans/Citizens_Plan_Crosswalk.xlsx,ALREADY_PRESENT_VERIFIED,b5e932c677565067d0f0878b47de117ce6cbfa0a192546b49e2cfa7a26d1eaba,VERIFIED,2026-07-12T14:57:10Z
CIT-INV-00135,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\Citizens_Plan_Rate_Requirements_Catalog.xlsx,Citizens_Plan_Rate_Requirements_Catalog.xlsx,Citizens_Plan_Rate_Requirements_Catalog.xlsx,.xlsx,51247,2026-07-12T01:25:01Z,cd35d572fce3d17c8cde1faa9c2ece973e33e0b302c2a0cb6a3e0eaa05ddc997,Mapping files,Plan rate requirements catalog,client,original,current,working,mappings/working/rate_types/Citizens_Plan_Rate_Requirements_Catalog.xlsx,COPY,HIGH,requirements catalog,,NONE,NONE,LOW,N,N,N,N,,,YES,,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,mappings/working/rate_types/Citizens_Plan_Rate_Requirements_Catalog.xlsx,ALREADY_PRESENT_VERIFIED,cd35d572fce3d17c8cde1faa9c2ece973e33e0b302c2a0cb6a3e0eaa05ddc997,VERIFIED,2026-07-12T14:57:10Z
CIT-INV-00136,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_build_plan_rate_inventory.py,docs/_build_plan_rate_inventory.py,_build_plan_rate_inventory.py,.py,18484,2026-07-12T02:31:06Z,3ab8a392528d1b8497be627279466aa9f82985d9e4fd49689707b50506e028a0,Scripts,Inventory builder script,derived,generated,current,working,tools/inventory/legacy__build_plan_rate_inventory.py,COPY_AND_RENAME,HIGH,docs python utility,,NONE,NONE,LOW,N,Y,N,N,,,YES,,APPROVED_FOR_COPY,Approved COPY_AND_RENAME per Stage 2B decisions,N,tools/inventory/legacy__build_plan_rate_inventory.py,ALREADY_PRESENT_VERIFIED,3ab8a392528d1b8497be627279466aa9f82985d9e4fd49689707b50506e028a0,VERIFIED,2026-07-12T14:57:10Z
