line,group,policy,valx_units,qla_live_units,listed_diff,billing_reason,vanish_flag,is_vb,bucket,lp_or_seed_units,conversion_munit,n_0561,sum_0561,unit_impact_0561,counterfactual_units,computed_valx_minus_qla,qla_live_minus_counterfactual,qla_matches_counterfactual,listed_diff_matches_0561_impact,valx_matches_lp_units
162,Interest-Sensitive Whole Life,9010794731,25.0,23.156,1.844,VB,T,True,145B_VB,25.0,25.0,9,2074.5,2.0745,22.9255,1.844,0.2305,False,False,True
163,Interest-Sensitive Whole Life,9010803672,25.0,23.156,1.844,VB,T,True,145B_VB,25.0,25.0,8,1844.0,1.844,23.156,1.844,0.0,True,True,True
164,Interest-Sensitive Whole Life,9010814115,25.0,23.156,1.844,VB,T,True,145B_VB,25.0,25.0,8,1844.0,1.844,23.156,1.844,0.0,True,True,True
165,Interest-Sensitive Whole Life,9010783786,25.0,23.139,1.861,VB,T,True,145B_VB,25.0,25.0,9,1860.75,1.86075,23.13925,1.861,-0.00025,True,True,True
166,Interest-Sensitive Whole Life,9010793830,25.0,23.139,1.861,VB,T,True,145B_VB,25.0,25.0,9,1860.75,1.86075,23.13925,1.861,-0.00025,True,True,True
167,Interest-Sensitive Whole Life,9010769195,9.0,7.114,1.886,VB,T,True,145B_VB,9.0,9.0,8,1886.24,1.88624,7.11376,1.886,0.00024,True,True,True
168,Interest-Sensitive Whole Life,9010752580,25.0,23.092,1.908,VB,T,True,145B_VB,25.0,25.0,9,2146.5,2.1465,22.8535,1.908,0.2385,False,False,True
169,Interest-Sensitive Whole Life,9010775418,25.0,23.092,1.908,VB,T,True,145B_VB,25.0,25.0,8,1908.0,1.908,23.092,1.908,0.0,True,True,True
170,Interest-Sensitive Whole Life,9010798029,25.0,23.092,1.908,VB,T,True,145B_VB,25.0,25.0,8,1908.0,1.908,23.092,1.908,0.0,True,True,True
171,Interest-Sensitive Whole Life,9010816991,5.0,3.087,1.913,VB,T,True,145B_VB,5.0,5.0,8,1913.2,1.9132,3.0868,1.913,0.0002,True,True,True
172,Interest-Sensitive Whole Life,9010787952,25.0,23.072,1.928,VB,T,True,145B_VB,25.0,25.0,9,1928.25,1.92825,23.07175,1.928,0.00025,True,True,True
173,Interest-Sensitive Whole Life,9010790287,25.0,23.072,1.928,VB,T,True,145B_VB,25.0,25.0,9,1928.25,1.92825,23.07175,1.928,0.00025,True,True,True
174,Interest-Sensitive Whole Life,9010755152,7.0,5.071,1.929,VB,T,True,145B_VB,7.0,7.0,9,2169.81,2.16981,4.83019,1.929,0.24081,False,False,True
175,Interest-Sensitive Whole Life,9011069253,10.0,8.056,1.944,VB,T,True,145B_VB,10.0,10.0,5,1944.5,1.9445,8.0555,1.944,0.0005,True,True,True
176,Interest-Sensitive Whole Life,9010836252,50.0,48.047,1.953,VB,T,True,145B_VB,50.0,50.0,9,1953.0,1.953,48.047,1.953,0.0,True,True,True
177,Interest-Sensitive Whole Life,9010851580,50.0,48.044,1.956,VB,T,True,145B_VB,50.0,50.0,8,1956.0,1.956,48.044,1.956,0.0,True,True,True
178,Interest-Sensitive Whole Life,9010796707,10.0,8.027,1.973,VB,T,True,145B_VB,10.0,10.0,9,2219.4,2.2194,7.7806,1.973,0.2464,False,False,True
179,Interest-Sensitive Whole Life,9010719815,25.0,23.026,1.974,VB,T,True,145B_VB,25.0,25.0,8,1974.0,1.974,23.026,1.974,0.0,True,True,True
180,Interest-Sensitive Whole Life,9010732280,25.0,23.026,1.974,VB,T,True,145B_VB,25.0,25.0,8,1974.0,1.974,23.026,1.974,0.0,True,True,True
181,Interest-Sensitive Whole Life,9010774490,25.0,23.026,1.974,VB,T,True,145B_VB,25.0,25.0,8,1974.0,1.974,23.026,1.974,0.0,True,True,True
182,Interest-Sensitive Whole Life,9010807946,25.0,23.026,1.974,VB,T,True,145B_VB,25.0,25.0,8,1974.0,1.974,23.026,1.974,0.0,True,True,True
183,Interest-Sensitive Whole Life,9010765318,40.0,38.014,1.986,VB,T,True,145B_VB,40.0,40.0,8,1985.6,1.9856,38.0144,1.986,-0.0004,True,True,True
184,Interest-Sensitive Whole Life,9010749038,50.0,47.962,2.038,VB,T,True,145B_VB,50.0,50.0,9,2038.5,2.0385,47.9615,2.038,0.0005,True,True,True
185,Interest-Sensitive Whole Life,9010814362,25.0,22.962,2.038,VB,T,True,145B_VB,25.0,25.0,8,2038.0,2.038,22.962,2.038,0.0,True,True,True
186,Interest-Sensitive Whole Life,9010822098,25.0,22.962,2.038,VB,T,True,145B_VB,25.0,25.0,8,2038.0,2.038,22.962,2.038,0.0,True,True,True
187,Interest-Sensitive Whole Life,9010823335,25.0,22.962,2.038,VB,T,True,145B_VB,25.0,25.0,8,2038.0,2.038,22.962,2.038,0.0,True,True,True
188,Interest-Sensitive Whole Life,9010901787,10.0,7.926,2.074,VB,T,True,145B_VB,10.0,10.0,9,2332.8,2.3328,7.6672,2.074,0.2588,False,False,True
189,Interest-Sensitive Whole Life,9010749842,25.0,22.896,2.104,VB,T,True,145B_VB,25.0,25.0,9,2367.0,2.367,22.633,2.104,0.263,False,False,True
190,Interest-Sensitive Whole Life,9010814390,25.0,22.896,2.104,VB,T,True,145B_VB,25.0,25.0,8,2104.0,2.104,22.896,2.104,0.0,True,True,True
191,Interest-Sensitive Whole Life,9010811386,40.0,37.877,2.123,VB,T,True,145B_VB,40.0,40.0,8,2123.2,2.1232,37.8768,2.123,0.0002,True,True,True
192,Interest-Sensitive Whole Life,9010811382,35.0,32.843,2.157,VB,T,True,145B_VB,35.0,35.0,8,2157.2,2.1572,32.8428,2.157,0.0002,True,True,True
193,Interest-Sensitive Whole Life,9010866751,10.0,7.821,2.179,VB,T,True,145B_VB,10.0,10.0,8,2179.2,2.1792,7.8208,2.179,0.0002,True,True,True
194,Interest-Sensitive Whole Life,9010971570,25.0,22.802,2.198,VB,T,True,145B_VB,25.0,25.0,9,2198.25,2.19825,22.80175,2.198,0.00025,True,True,True
195,Interest-Sensitive Whole Life,9011077629,5.0,2.791,2.209,PC,,False,146_OTHER,5.0,,8,2208.8,2.2088,2.7912,2.209,-0.0002,True,True,True
196,Interest-Sensitive Whole Life,9010873154,10.0,7.78,2.22,VB,T,True,145B_VB,10.0,10.0,7,2219.7,2.2197,7.7803,2.22,-0.0003,True,True,True
197,Interest-Sensitive Whole Life,9010794265,25.0,22.779,2.221,VB,T,True,145B_VB,25.0,25.0,9,2220.75,2.22075,22.77925,2.221,-0.00025,True,True,True
198,Interest-Sensitive Whole Life,9010824709,25.0,22.779,2.221,VB,T,True,145B_VB,25.0,25.0,9,2220.75,2.22075,22.77925,2.221,-0.00025,True,True,True
199,Interest-Sensitive Whole Life,9010720759,25.0,22.766,2.234,VB,T,True,145B_VB,25.0,25.0,9,2513.25,2.51325,22.48675,2.234,0.27925,False,False,True
200,Interest-Sensitive Whole Life,9010752702,25.0,22.766,2.234,VB,T,True,145B_VB,25.0,25.0,9,2513.25,2.51325,22.48675,2.234,0.27925,False,False,True
201,Interest-Sensitive Whole Life,9010766554,25.0,22.766,2.234,VB,T,True,145B_VB,25.0,25.0,8,2234.0,2.234,22.766,2.234,0.0,True,True,True
202,Interest-Sensitive Whole Life,9010926357,25.0,22.766,2.234,VB,T,True,145B_VB,25.0,25.0,8,2234.0,2.234,22.766,2.234,0.0,True,True,True
203,Interest-Sensitive Whole Life,9010834575,50.0,47.722,2.278,VB,T,True,145B_VB,50.0,50.0,7,2278.5,2.2785,47.7215,2.278,0.0005,True,True,True
204,Interest-Sensitive Whole Life,9010786316,25.0,22.707,2.293,VB,T,True,145B_VB,25.0,25.0,9,2292.75,2.29275,22.70725,2.293,-0.00025,True,True,True
205,Interest-Sensitive Whole Life,9010749843,25.0,22.702,2.298,VB,T,True,145B_VB,25.0,25.0,9,2585.25,2.58525,22.41475,2.298,0.28725,False,False,True
206,Interest-Sensitive Whole Life,9010796356,25.0,22.702,2.298,VB,T,True,145B_VB,25.0,25.0,9,2585.25,2.58525,22.41475,2.298,0.28725,False,False,True
207,Interest-Sensitive Whole Life,9010804588,25.0,22.702,2.298,VB,T,True,145B_VB,25.0,25.0,8,2298.0,2.298,22.702,2.298,0.0,True,True,True
208,Interest-Sensitive Whole Life,9010762068,9.0,6.697,2.303,VB,T,True,145B_VB,9.0,9.0,8,2303.12,2.30312,6.69688,2.303,0.00012,True,True,True
209,Interest-Sensitive Whole Life,9010716973,25.0,22.633,2.367,VB,T,True,145B_VB,25.0,25.0,9,2367.0,2.367,22.633,2.367,0.0,True,True,True
210,Interest-Sensitive Whole Life,9010759541,25.0,22.632,2.368,VB,T,True,145B_VB,25.0,25.0,8,2368.0,2.368,22.632,2.368,0.0,True,True,True
211,Interest-Sensitive Whole Life,9010851579,25.0,22.632,2.368,VB,T,True,145B_VB,25.0,25.0,8,2368.0,2.368,22.632,2.368,0.0,True,True,True
212,Interest-Sensitive Whole Life,9010773681,36.0,33.62,2.38,VB,T,True,145B_VB,36.0,36.0,8,2380.16,2.38016,33.61984,2.38,0.00016,True,True,True
213,Interest-Sensitive Whole Life,9011032897,30.0,27.61,2.39,VB,T,True,145B_VB,30.0,30.0,4,2389.6,2.3896,27.6104,2.39,-0.0004,True,True,True
214,Interest-Sensitive Whole Life,9010833991,25.0,22.561,2.439,VB,T,True,145B_VB,25.0,25.0,9,2439.0,2.439,22.561,2.439,0.0,True,True,True
215,Interest-Sensitive Whole Life,9010765320,25.0,22.558,2.442,VB,T,True,145B_VB,25.0,25.0,8,2442.0,2.442,22.558,2.442,0.0,True,True,True
216,Interest-Sensitive Whole Life,9010846781,25.0,22.558,2.442,VB,T,True,145B_VB,25.0,25.0,8,2442.0,2.442,22.558,2.442,0.0,True,True,True
217,Interest-Sensitive Whole Life,9010851278,25.0,22.558,2.442,VB,T,True,145B_VB,25.0,25.0,8,2442.0,2.442,22.558,2.442,0.0,True,True,True
218,Interest-Sensitive Whole Life,9010760160,60.0,57.554,2.446,VB,T,True,145B_VB,60.0,60.0,8,2446.4,2.4464,57.5536,2.446,0.0004,True,True,True
219,Interest-Sensitive Whole Life,9010842315,7.0,4.528,2.472,VB,T,True,145B_VB,7.0,7.0,9,2781.54,2.78154,4.21846,2.472,0.30954,False,False,True
220,Interest-Sensitive Whole Life,9010787513,25.0,22.487,2.513,VB,T,True,145B_VB,25.0,25.0,9,2513.25,2.51325,22.48675,2.513,0.00025,True,True,True
221,Interest-Sensitive Whole Life,9010815946,50.0,47.484,2.516,VB,T,True,145B_VB,50.0,50.0,8,2516.0,2.516,47.484,2.516,0.0,True,True,True
222,Interest-Sensitive Whole Life,9010826524,50.0,47.483,2.517,VB,T,True,145B_VB,50.0,50.0,6,2517.0,2.517,47.483,2.517,0.0,True,True,True
223,Interest-Sensitive Whole Life,9010804616,25.0,22.482,2.518,VB,T,True,145B_VB,25.0,25.0,8,2518.0,2.518,22.482,2.518,0.0,True,True,True
224,Interest-Sensitive Whole Life,9010815642,9.4,6.879,2.521,VB,T,True,145B_VB,9.4,9.4,8,2521.44,2.52144,6.87856,2.521,0.00044,True,True,True
225,Interest-Sensitive Whole Life,9010766898,25.0,22.428,2.572,VB,T,True,145B_VB,25.0,25.0,8,2572.0,2.572,22.428,2.572,0.0,True,True,True
226,Interest-Sensitive Whole Life,9010811385,25.0,22.428,2.572,VB,T,True,145B_VB,25.0,25.0,8,2572.0,2.572,22.428,2.572,0.0,True,True,True
227,Interest-Sensitive Whole Life,9010778653,25.0,22.415,2.585,VB,T,True,145B_VB,25.0,25.0,9,2585.25,2.58525,22.41475,2.585,0.00025,True,True,True
228,Interest-Sensitive Whole Life,9010737378,50.0,47.396,2.604,VB,T,True,145B_VB,50.0,50.0,8,2604.0,2.604,47.396,2.604,0.0,True,True,True
229,Interest-Sensitive Whole Life,9010943847,50.0,47.396,2.604,VB,T,True,145B_VB,50.0,50.0,8,2604.0,2.604,47.396,2.604,0.0,True,True,True
230,Interest-Sensitive Whole Life,9010794514,10.4,7.77,2.63,VB,T,True,145B_VB,10.4,10.4,9,2959.02,2.95902,7.44098,2.63,0.32902,False,False,True
231,Interest-Sensitive Whole Life,9010756916,25.0,22.366,2.634,VB,T,True,145B_VB,25.0,25.0,8,2634.0,2.634,22.366,2.634,0.0,True,True,True
232,Interest-Sensitive Whole Life,9010783278,25.0,22.336,2.664,VB,T,True,145B_VB,25.0,25.0,9,2664.0,2.664,22.336,2.664,0.0,True,True,True
233,Interest-Sensitive Whole Life,9010822851,25.0,22.336,2.664,VB,T,True,145B_VB,25.0,25.0,9,2664.0,2.664,22.336,2.664,0.0,True,True,True
234,Interest-Sensitive Whole Life,9011048543,15.0,12.33,2.67,PC,,False,146_OTHER,15.0,,4,2669.8,2.6698,12.3302,2.67,-0.0002,True,True,True
235,Interest-Sensitive Whole Life,9010815681,25.0,22.311,2.689,VB,T,True,145B_VB,25.0,25.0,9,2688.75,2.68875,22.31125,2.689,-0.00025,True,True,True
236,Interest-Sensitive Whole Life,9010789213,50.0,47.264,2.736,VB,T,True,145B_VB,50.0,50.0,9,2736.0,2.736,47.264,2.736,0.0,True,True,True
237,Interest-Sensitive Whole Life,9010811998,20.0,17.26,2.74,PC,,False,146_OTHER,20.0,,5,2740.0,2.74,17.26,2.74,0.0,True,True,True
238,Interest-Sensitive Whole Life,9010769232,25.0,22.254,2.746,VB,T,True,145B_VB,25.0,25.0,8,2746.0,2.746,22.254,2.746,0.0,True,True,True
239,Interest-Sensitive Whole Life,9010771832,25.0,22.254,2.746,VB,T,True,145B_VB,25.0,25.0,8,2746.0,2.746,22.254,2.746,0.0,True,True,True
240,Interest-Sensitive Whole Life,9010759550,50.0,47.208,2.792,VB,T,True,145B_VB,50.0,50.0,8,2792.0,2.792,47.208,2.792,0.0,True,True,True
241,Interest-Sensitive Whole Life,9010764369,30.0,27.198,2.802,VB,T,True,145B_VB,30.0,30.0,8,2801.6,2.8016,27.1984,2.802,-0.0004,True,True,True
242,Interest-Sensitive Whole Life,9011032672,50.0,47.176,2.824,VB,T,True,145B_VB,50.0,50.0,7,2824.5,2.8245,47.1755,2.824,0.0005,True,True,True
243,Interest-Sensitive Whole Life,9010794099,25.0,22.167,2.833,VB,T,True,145B_VB,25.0,25.0,9,2832.75,2.83275,22.16725,2.833,-0.00025,True,True,True
244,Interest-Sensitive Whole Life,9010757840,25.0,22.158,2.842,VB,T,True,145B_VB,25.0,25.0,8,2842.0,2.842,22.158,2.842,0.0,True,True,True
245,Interest-Sensitive Whole Life,9010897521,10.0,7.146,2.854,VB,T,True,145B_VB,10.0,10.0,9,2853.9,2.8539,7.1461,2.854,-0.0001,True,True,True
246,Interest-Sensitive Whole Life,9010774527,25.0,22.136,2.864,VB,T,True,145B_VB,25.0,25.0,8,2864.0,2.864,22.136,2.864,0.0,True,True,True
247,Interest-Sensitive Whole Life,9010824297,25.0,22.136,2.864,VB,T,True,145B_VB,25.0,25.0,8,2864.0,2.864,22.136,2.864,0.0,True,True,True
248,Interest-Sensitive Whole Life,9010807941,25.0,22.121,2.879,VB,T,True,145B_VB,25.0,25.0,7,2878.75,2.87875,22.12125,2.879,-0.00025,True,True,True
249,Interest-Sensitive Whole Life,9010717034,30.0,27.118,2.882,VB,T,True,145B_VB,30.0,30.0,9,2881.8,2.8818,27.1182,2.882,-0.0002,True,True,True
250,Interest-Sensitive Whole Life,9010749463,25.0,22.107,2.893,VB,T,True,145B_VB,25.0,25.0,9,2893.5,2.8935,22.1065,2.893,0.0005,True,True,True
251,Interest-Sensitive Whole Life,9010783867,25.0,22.107,2.893,VB,T,True,145B_VB,25.0,25.0,9,2893.5,2.8935,22.1065,2.893,0.0005,True,True,True
252,Interest-Sensitive Whole Life,9010845307,25.0,22.028,2.972,VB,T,True,145B_VB,25.0,25.0,8,2972.0,2.972,22.028,2.972,0.0,True,True,True
253,Interest-Sensitive Whole Life,9010729999,25.0,22.01,2.99,VB,T,True,145B_VB,25.0,25.0,8,2990.0,2.99,22.01,2.99,0.0,True,True,True
254,Interest-Sensitive Whole Life,9010813392,25.0,22.01,2.99,VB,T,True,145B_VB,25.0,25.0,8,2990.0,2.99,22.01,2.99,0.0,True,True,True
255,Interest-Sensitive Whole Life,9010819280,25.0,22.01,2.99,VB,T,True,145B_VB,25.0,25.0,8,2990.0,2.99,22.01,2.99,0.0,True,True,True
256,Interest-Sensitive Whole Life,9011042946,15.0,11.99,3.01,VB,T,True,145B_VB,15.0,15.0,8,3010.4,3.0104,11.9896,3.01,0.0004,True,True,True
257,Interest-Sensitive Whole Life,9010745751,35.0,31.981,3.019,VB,T,True,145B_VB,35.0,35.0,9,3019.05,3.01905,31.98095,3.019,5e-05,True,True,True
258,Interest-Sensitive Whole Life,9010885441,25.0,21.911,3.089,VB,T,True,145B_VB,25.0,25.0,9,3089.25,3.08925,21.91075,3.089,0.00025,True,True,True
259,Interest-Sensitive Whole Life,9010803649,25.0,21.89,3.11,VB,T,True,145B_VB,25.0,25.0,8,3110.0,3.11,21.89,3.11,0.0,True,True,True
260,Interest-Sensitive Whole Life,9010754359,25.0,21.878,3.122,PC,,False,146_OTHER,25.0,,8,3122.0,3.122,21.878,3.122,0.0,True,True,True
261,Interest-Sensitive Whole Life,9010771532,25.0,21.878,3.122,VB,T,True,145B_VB,25.0,25.0,8,3122.0,3.122,21.878,3.122,0.0,True,True,True
262,Interest-Sensitive Whole Life,9010947870,25.0,21.878,3.122,VB,T,True,145B_VB,25.0,25.0,8,3122.0,3.122,21.878,3.122,0.0,True,True,True
263,Interest-Sensitive Whole Life,9010784914,40.0,36.816,3.184,VB,T,True,145B_VB,40.0,40.0,9,3184.2,3.1842,36.8158,3.184,0.0002,True,True,True
264,Interest-Sensitive Whole Life,9010808553,27.0,23.787,3.213,VB,T,True,145B_VB,27.0,27.0,8,3213.2,3.2132,23.7868,3.213,0.0002,True,True,True
265,Interest-Sensitive Whole Life,9010781128,28.0,24.786,3.214,VB,T,True,145B_VB,28.0,28.0,9,3213.72,3.21372,24.78628,3.214,-0.00028,True,True,True
266,Interest-Sensitive Whole Life,9010738672,25.0,21.778,3.222,VB,T,True,145B_VB,25.0,25.0,9,3222.0,3.222,21.778,3.222,0.0,True,True,True
267,Interest-Sensitive Whole Life,9010815680,25.0,21.778,3.222,VB,T,True,145B_VB,25.0,25.0,9,3222.0,3.222,21.778,3.222,0.0,True,True,True
268,Interest-Sensitive Whole Life,9010813388,30.0,26.745,3.255,VB,T,True,145B_VB,30.0,30.0,8,3255.2,3.2552,26.7448,3.255,0.0002,True,True,True
269,Interest-Sensitive Whole Life,9010802626,25.0,21.74,3.26,VB,T,True,145B_VB,25.0,25.0,8,3260.0,3.26,21.74,3.26,0.0,True,True,True
270,Interest-Sensitive Whole Life,9010802649,10.0,6.725,3.275,VB,T,True,145B_VB,10.0,10.0,8,3275.2,3.2752,6.7248,3.275,0.0002,True,True,True
271,Interest-Sensitive Whole Life,9010802045,25.0,21.71,3.29,VB,T,True,145B_VB,25.0,25.0,8,3290.0,3.29,21.71,3.29,0.0,True,True,True
272,Interest-Sensitive Whole Life,9010760851,36.0,32.678,3.322,VB,T,True,145B_VB,36.0,36.0,8,3321.92,3.32192,32.67808,3.322,-8e-05,True,True,True
273,Interest-Sensitive Whole Life,9011085421,10.0,6.673,3.327,VB,T,True,145B_VB,10.0,10.0,9,3327.3,3.3273,6.6727,3.327,0.0003,True,True,True
274,Interest-Sensitive Whole Life,9010948241,15.0,11.662,3.338,VB,T,True,145B_VB,15.0,15.0,8,3338.0,3.338,11.662,3.338,0.0,True,True,True
275,Interest-Sensitive Whole Life,9010878592,25.0,21.657,3.343,VB,T,True,145B_VB,25.0,25.0,9,3343.5,3.3435,21.6565,3.343,0.0005,True,True,True
276,Interest-Sensitive Whole Life,9010787237,25.0,21.636,3.364,VB,T,True,145B_VB,25.0,25.0,9,3363.75,3.36375,21.63625,3.364,-0.00025,True,True,True
277,Interest-Sensitive Whole Life,9010814693,45.0,41.607,3.393,VB,T,True,145B_VB,45.0,45.0,8,3393.2,3.3932,41.6068,3.393,0.0002,True,True,True
278,Interest-Sensitive Whole Life,9010818531,25.0,21.532,3.468,VB,T,True,145B_VB,25.0,25.0,8,3468.0,3.468,21.532,3.468,0.0,True,True,True
279,Interest-Sensitive Whole Life,9010777059,25.0,21.486,3.514,PC,,False,146_OTHER,25.0,,7,3514.0,3.514,21.486,3.514,0.0,True,True,True
280,Interest-Sensitive Whole Life,9011045350,15.0,11.483,3.517,VB,T,True,145B_VB,15.0,15.0,8,3516.8,3.5168,11.4832,3.517,-0.0002,True,True,True
281,Interest-Sensitive Whole Life,9010774772,50.0,46.416,3.584,VB,T,True,145B_VB,50.0,50.0,8,3584.0,3.584,46.416,3.584,0.0,True,True,True
282,Interest-Sensitive Whole Life,9011032898,30.0,26.379,3.621,VB,T,True,145B_VB,30.0,30.0,4,3620.8,3.6208,26.3792,3.621,-0.0002,True,True,True
283,Interest-Sensitive Whole Life,9010881301,25.0,21.333,3.667,VB,T,True,145B_VB,25.0,25.0,9,3667.5,3.6675,21.3325,3.667,0.0005,True,True,True
284,Interest-Sensitive Whole Life,9010760298,25.0,21.33,3.67,VB,T,True,145B_VB,25.0,25.0,8,3670.0,3.67,21.33,3.67,0.0,True,True,True
285,Interest-Sensitive Whole Life,9010771833,25.0,21.33,3.67,VB,T,True,145B_VB,25.0,25.0,8,3670.0,3.67,21.33,3.67,0.0,True,True,True
286,Interest-Sensitive Whole Life,9010799590,25.0,21.33,3.67,VB,T,True,145B_VB,25.0,25.0,8,3670.0,3.67,21.33,3.67,0.0,True,True,True
287,Interest-Sensitive Whole Life,9010845709,50.0,46.252,3.748,VB,T,True,145B_VB,50.0,50.0,8,3748.0,3.748,46.252,3.748,0.0,True,True,True
288,Interest-Sensitive Whole Life,9010787639,20.0,16.164,3.836,PC,,False,146_OTHER,20.0,,7,3836.0,3.836,16.164,3.836,0.0,True,True,True
289,Interest-Sensitive Whole Life,9010723388,100.0,96.157,3.843,VB,T,True,145B_VB,100.0,100.0,5,3842.65,3.84265,96.15735,3.843,-0.00035,True,True,True
290,Interest-Sensitive Whole Life,9010784370,25.0,21.155,3.845,VB,T,True,145B_VB,25.0,25.0,9,3845.25,3.84525,21.15475,3.845,0.00025,True,True,True
291,Interest-Sensitive Whole Life,9010776832,35.0,31.124,3.876,VB,T,True,145B_VB,35.0,35.0,9,3875.85,3.87585,31.12415,3.876,-0.00015,True,True,True
292,Interest-Sensitive Whole Life,9010891309,25.0,21.098,3.902,VB,T,True,145B_VB,25.0,25.0,9,3901.5,3.9015,21.0985,3.902,-0.0005,True,True,True
293,Interest-Sensitive Whole Life,9010891328,25.0,21.098,3.902,VB,T,True,145B_VB,25.0,25.0,9,3901.5,3.9015,21.0985,3.902,-0.0005,True,True,True
294,Interest-Sensitive Whole Life,9010812225,30.0,26.092,3.908,VB,T,True,145B_VB,30.0,30.0,8,3908.0,3.908,26.092,3.908,0.0,True,True,True
295,Interest-Sensitive Whole Life,9010943849,15.0,11.004,3.996,PC,,False,146_OTHER,15.0,,7,3995.95,3.99595,11.00405,3.996,-5e-05,True,True,True
296,Interest-Sensitive Whole Life,9010800881,50.0,45.992,4.008,VB,T,True,145B_VB,50.0,50.0,9,4509.0,4.509,45.491,4.008,0.501,False,False,True
297,Interest-Sensitive Whole Life,9010927989,25.0,20.984,4.016,VB,T,True,145B_VB,25.0,25.0,8,4016.0,4.016,20.984,4.016,0.0,True,True,True
298,Interest-Sensitive Whole Life,9010794098,25.0,20.961,4.039,VB,T,True,145B_VB,25.0,25.0,9,4038.75,4.03875,20.96125,4.039,-0.00025,True,True,True
299,Interest-Sensitive Whole Life,9010813955,12.5,8.456,4.044,VB,T,True,145B_VB,12.5,12.5,8,4044.0,4.044,8.456,4.044,0.0,True,True,True
300,Interest-Sensitive Whole Life,9010797766,100.0,95.929,4.071,VB,T,True,145B_VB,100.0,100.0,4,5428.0,5.428,94.572,4.071,1.357,False,False,True
301,Interest-Sensitive Whole Life,9010723387,100.0,95.928,4.072,VB,T,True,145B_VB,100.0,100.0,8,4072.0,4.072,95.928,4.072,0.0,True,True,True
302,Interest-Sensitive Whole Life,9010784936,40.0,35.873,4.127,VB,T,True,145B_VB,40.0,40.0,9,4127.4,4.1274,35.8726,4.127,0.0004,True,True,True
303,Interest-Sensitive Whole Life,9010723524,50.0,45.864,4.136,VB,T,True,145B_VB,50.0,50.0,8,4136.0,4.136,45.864,4.136,0.0,True,True,True
304,Interest-Sensitive Whole Life,9010757801,60.0,55.701,4.299,VB,T,True,145B_VB,60.0,60.0,8,4299.2,4.2992,55.7008,4.299,0.0002,True,True,True
305,Interest-Sensitive Whole Life,9010776651,15.0,10.678,4.322,VB,T,True,145B_VB,15.0,15.0,9,4321.84,4.32184,10.67816,4.322,-0.00016,True,True,True
306,Interest-Sensitive Whole Life,9010792884,50.0,45.64,4.36,VB,T,True,145B_VB,50.0,50.0,9,4360.5,4.3605,45.6395,4.36,0.0005,True,True,True
307,Interest-Sensitive Whole Life,9010947245,50.0,45.604,4.396,VB,T,True,145B_VB,50.0,50.0,8,4396.0,4.396,45.604,4.396,0.0,True,True,True
308,Interest-Sensitive Whole Life,9011020938,25.0,20.604,4.396,VB,T,True,145B_VB,25.0,25.0,8,4396.0,4.396,20.604,4.396,0.0,True,True,True
309,Interest-Sensitive Whole Life,9010825353,35.0,30.574,4.426,VB,T,True,145B_VB,35.0,35.0,7,4425.75,4.42575,30.57425,4.426,-0.00025,True,True,True
310,Interest-Sensitive Whole Life,9010808545,25.0,20.384,4.616,VB,T,True,145B_VB,25.0,25.0,8,4616.0,4.616,20.384,4.616,0.0,True,True,True
311,Interest-Sensitive Whole Life,9010718277,50.0,45.316,4.684,VB,T,True,145B_VB,50.0,50.0,9,5269.5,5.2695,44.7305,4.684,0.5855,False,False,True
312,Interest-Sensitive Whole Life,9010844324,50.0,45.316,4.684,VB,T,True,145B_VB,50.0,50.0,8,4684.0,4.684,45.316,4.684,0.0,True,True,True
313,Interest-Sensitive Whole Life,9010764368,40.0,35.125,4.875,VB,T,True,145B_VB,40.0,40.0,8,4875.2,4.8752,35.1248,4.875,0.0002,True,True,True
314,Interest-Sensitive Whole Life,9010872331,50.0,45.122,4.878,VB,T,True,145B_VB,50.0,50.0,9,4878.0,4.878,45.122,4.878,0.0,True,True,True
315,Interest-Sensitive Whole Life,9010990850,44.976,40.084,4.892,VB,T,True,145B_VB,44.976,44.976,9,4892.13,4.89213,40.08387,4.892,0.00013,True,True,True
316,Interest-Sensitive Whole Life,9010717447,100.0,95.032,4.968,VB,T,True,145B_VB,100.0,100.0,4,4968.0,4.968,95.032,4.968,0.0,True,True,True
317,Interest-Sensitive Whole Life,9010724510,50.0,44.932,5.068,VB,T,True,145B_VB,50.0,50.0,8,5068.0,5.068,44.932,5.068,0.0,True,True,True
318,Interest-Sensitive Whole Life,9010775244,25.0,30.11641,-5.11641,VB,T,True,145B_VB,25.0,25.0,8,5140.0,5.14,19.86,-5.11641,10.25641,False,False,True
319,Interest-Sensitive Whole Life,9010805041,25.0,30.148093,-5.148093,VB,T,True,145B_VB,25.0,25.0,8,5140.0,5.14,19.86,-5.148093,10.288093,False,False,True
320,Interest-Sensitive Whole Life,9010889785,25.0,30.179777,-5.179777,VB,T,True,145B_VB,25.0,25.0,9,5193.0,5.193,19.807,-5.179777,10.372777,False,False,True
321,Interest-Sensitive Whole Life,9010807963,25.0,30.21146,-5.21146,VB,T,True,145B_VB,25.0,25.0,8,5428.0,5.428,19.572,-5.21146,10.63946,False,False,True
322,Interest-Sensitive Whole Life,9010849296,19.0,30.243144,-11.243144,VB,T,True,145B_VB,19.0,19.0,8,5439.44,5.43944,13.56056,-11.243144,16.682584,False,False,True
