policy,billing_reason,lp_units,lp_vpu,qla_munit,qla_mdb,n_0561_unrev,sum_0561,unit_impact_0561,counterfactual_qla_units,output_munit_equals_lp,isrr_exact_matches,isrr_rows,vanish_flag
9010796707,VB,10.0,1000.0,10.0,10000.0,9,2219.4,2.2194,7.7806,True,9,9,T
9010796908,VB,25.0,1000.0,25.0,25000.0,1,290.75,0.29075,24.70925,True,1,1,T
9010796912,VB,25.0,1000.0,25.0,25000.0,8,1434.0,1.434,23.566,True,8,8,T
9010796916,VB,25.0,1000.0,25.0,25000.0,9,1014.75,1.01475,23.98525,True,9,9,T
9010797766,VB,100.0,1000.0,100.0,100000.0,4,5428.0,5.428,94.572,True,4,4,T
9010797831,VB,25.0,1000.0,25.0,25000.0,9,1109.25,1.10925,23.89075,True,9,9,T
9010797832,VB,25.0,1000.0,25.0,25000.0,9,1089.0,1.089,23.911,True,9,9,T
9010797922,VB,8.0,1000.0,8.0,8000.0,4,1203.04,1.20304,6.79696,True,4,4,T
9010798029,VB,25.0,1000.0,25.0,25000.0,8,1908.0,1.908,23.092,True,8,8,T
9010798030,VB,25.0,1000.0,25.0,25000.0,9,1480.5,1.4805,23.5195,True,9,9,T
9010798031,VB,40.0,1000.0,40.0,40000.0,2,946.8,0.9468,39.0532,True,2,2,T
9010798462,VB,5.0,1000.0,5.0,5000.0,1,318.25,0.31825,4.68175,True,1,1,T
9010799173,VB,9.4,1000.0,9.4,9400.0,2,630.34,0.63034,8.76966,True,2,2,T
9010799487,VB,30.0,1000.0,30.0,30000.0,8,1589.6,1.5896,28.4104,True,8,8,T
9010799590,VB,25.0,1000.0,25.0,25000.0,8,3670.0,3.67,21.33,True,8,8,T
9010799675,VB,50.0,1000.0,50.0,50000.0,8,7476.0,7.476,42.524,True,8,8,T
9010799821,VB,10.0,1000.0,10.0,10000.0,3,1504.2,1.5042,8.4958,True,3,3,T
9010799895,VB,5.0,1000.0,5.0,5000.0,1,179.35,0.17935,4.82065,True,1,1,T
9010800286,VB,25.0,1000.0,25.0,25000.0,8,968.0,0.968,24.032,True,8,8,T
9010800881,VB,50.0,1000.0,50.0,50000.0,9,4509.0,4.509,45.491,True,9,9,T
9010801256,VB,7.5,1000.0,7.5,7500.0,8,1684.4,1.6844,5.8156,True,8,8,T
9010801730,VB,25.0,1000.0,25.0,25000.0,1,164.5,0.1645,24.8355,True,1,1,T
9010801734,VB,5.0,1000.0,5.0,5000.0,3,1104.6,1.1046,3.8954,True,3,3,T
9010802045,VB,25.0,1000.0,25.0,25000.0,8,3290.0,3.29,21.71,True,8,8,T
9010802188,VB,5.0,1000.0,5.0,5000.0,2,501.8,0.5018,4.4982,True,2,2,T
9010802626,VB,25.0,1000.0,25.0,25000.0,8,3260.0,3.26,21.74,True,8,8,T
9010802627,VB,2.5,1000.0,2.5,2500.0,1,157.28,0.15728,2.34272,True,1,1,T
9010802646,VB,10.0,1000.0,10.0,10000.0,5,1944.5,1.9445,8.0555,True,5,5,T
9010802647,VB,25.0,1000.0,25.0,25000.0,0,0,0.0,25.0,True,0,0,T
9010802649,VB,10.0,1000.0,10.0,10000.0,8,3275.2,3.2752,6.7248,True,8,8,T
9010803044,VB,25.0,1000.0,25.0,25000.0,6,1975.5,1.9755,23.0245,True,6,6,T
9010803442,VB,12.5,1000.0,12.5,12500.0,0,0,0.0,12.5,True,0,0,T
9010803649,VB,25.0,1000.0,25.0,25000.0,8,3110.0,3.11,21.89,True,8,8,T
9010803672,VB,25.0,1000.0,25.0,25000.0,8,1844.0,1.844,23.156,True,8,8,T
9010803673,VB,25.0,1000.0,25.0,25000.0,0,0,0.0,25.0,True,0,0,T
9010803676,VB,25.0,1000.0,25.0,25000.0,8,1028.0,1.028,23.972,True,8,8,T
9010803682,VB,5.0,1000.0,5.0,5000.0,3,910.8,0.9108,4.0892,True,3,3,T
9010803776,VB,25.0,1000.0,25.0,25000.0,8,1574.0,1.574,23.426,True,8,8,T
9010804327,VB,25.0,1000.0,25.0,25000.0,3,964.5,0.9645,24.0355,True,3,3,T
9010804488,VB,5.0,1000.0,5.0,5000.0,0,0,0.0,5.0,True,0,0,T
9010804489,VB,5.0,1000.0,5.0,5000.0,6,1303.2,1.3032,3.6968,True,6,6,T
9010804588,VB,25.0,1000.0,25.0,25000.0,8,2298.0,2.298,22.702,True,8,8,T
9010804616,VB,25.0,1000.0,25.0,25000.0,8,2518.0,2.518,22.482,True,8,8,T
9010804853,VB,25.0,1000.0,25.0,25000.0,8,1078.0,1.078,23.922,True,8,8,T
9010804854,VB,25.0,1000.0,25.0,25000.0,6,789.0,0.789,24.211,True,6,6,T
9010805039,VB,7.0,1000.0,7.0,7000.0,1,294.08,0.29408,6.70592,True,1,1,T
9010805041,VB,25.0,1000.0,25.0,25000.0,8,5140.0,5.14,19.86,True,8,8,T
9010806155,VB,10.3,1000.0,10.3,10300.0,3,1262.79,1.26279,9.03721,True,3,3,T
9010806653,VB,25.0,1000.0,25.0,25000.0,4,748.0,0.748,24.252,True,4,4,T
9010807493,VB,25.0,1000.0,25.0,25000.0,1,608.75,0.60875,24.39125,True,1,1,T
9010807518,VB,25.0,1000.0,25.0,25000.0,8,1348.0,1.348,23.652,True,8,8,T
9010807698,VB,5.0,1000.0,5.0,5000.0,3,538.05,0.53805,4.46195,True,3,3,T
9010807720,VB,5.0,1000.0,5.0,5000.0,4,568.4,0.5684,4.4316,True,4,4,T
9010807722,VB,28.49,1000.0,28.49,28490.0,8,1000.0,1.0,27.49,True,8,8,T
9010807844,VB,10.0,1000.0,10.0,10000.0,0,0,0.0,10.0,True,0,0,T
9010807941,VB,25.0,1000.0,25.0,25000.0,7,2878.75,2.87875,22.12125,True,7,7,T
9010807946,VB,25.0,1000.0,25.0,25000.0,8,1974.0,1.974,23.026,True,8,8,T
9010807963,VB,25.0,1000.0,25.0,25000.0,8,5428.0,5.428,19.572,True,8,8,T
9010808545,VB,25.0,1000.0,25.0,25000.0,8,4616.0,4.616,20.384,True,8,8,T
9010808553,VB,27.0,1000.0,27.0,27000.0,8,3213.2,3.2132,23.7868,True,8,8,T
9010808901,VB,25.0,1000.0,25.0,25000.0,3,599.25,0.59925,24.40075,True,3,3,T
9010809361,VB,17.516,1000.0,17.516,17516.0,8,1130.48,1.13048,16.38552,True,8,8,T
9010809739,VB,8.0,1000.0,8.0,8000.0,6,2318.64,2.31864,5.68136,True,6,6,T
9010809932,VB,25.0,1000.0,25.0,25000.0,0,0,0.0,25.0,True,0,0,T
9010809968,VB,50.0,1000.0,50.0,50000.0,0,0,0.0,50.0,True,0,0,T
9010809977,VB,25.0,1000.0,25.0,25000.0,8,1106.0,1.106,23.894,True,8,8,T
9010810612,VB,5.0,1000.0,5.0,5000.0,0,0,0.0,5.0,True,0,0,T
9010810691,VB,5.0,1000.0,5.0,5000.0,6,1076.1,1.0761,3.9239,True,6,6,T
9010811306,VB,7.0,1000.0,7.0,7000.0,3,1075.44,1.07544,5.92456,True,3,3,T
9010811382,VB,35.0,1000.0,35.0,35000.0,8,2157.2,2.1572,32.8428,True,8,8,T
9010811385,VB,25.0,1000.0,25.0,25000.0,8,2572.0,2.572,22.428,True,8,8,T
9010811386,VB,40.0,1000.0,40.0,40000.0,8,2123.2,2.1232,37.8768,True,8,8,T
9010811652,VB,15.0,1000.0,15.0,15000.0,0,0,0.0,15.0,True,0,0,T
9010812225,VB,30.0,1000.0,30.0,30000.0,8,3908.0,3.908,26.092,True,8,8,T
9010813196,VB,25.0,1000.0,25.0,25000.0,2,509.5,0.5095,24.4905,True,2,2,T
9010813286,VB,6.0,1000.0,6.0,6000.0,7,2284.24,2.28424,3.71576,True,7,7,T
9010813387,VB,30.0,1000.0,30.0,30000.0,8,5518.4,5.5184,24.4816,True,8,8,T
9010813388,VB,30.0,1000.0,30.0,30000.0,8,3255.2,3.2552,26.7448,True,8,8,T
9010813391,VB,8.0,1000.0,8.0,8000.0,4,1330.08,1.33008,6.66992,True,4,4,T
9010813392,VB,25.0,1000.0,25.0,25000.0,8,2990.0,2.99,22.01,True,8,8,T
9010813955,VB,12.5,1000.0,12.5,12500.0,8,4044.0,4.044,8.456,True,8,8,T
9010814115,VB,25.0,1000.0,25.0,25000.0,8,1844.0,1.844,23.156,True,8,8,T
9010814362,VB,25.0,1000.0,25.0,25000.0,8,2038.0,2.038,22.962,True,8,8,T
9010814389,VB,25.0,1000.0,25.0,25000.0,2,526.0,0.526,24.474,True,2,2,T
9010814390,VB,25.0,1000.0,25.0,25000.0,8,2104.0,2.104,22.896,True,8,8,T
9010814693,VB,45.0,1000.0,45.0,45000.0,8,3393.2,3.3932,41.6068,True,8,8,T
9010814931,VB,25.0,1000.0,25.0,25000.0,8,902.0,0.902,24.098,True,8,8,T
9010814933,VB,14.0,1000.0,14.0,14000.0,1,411.96,0.41196,13.58804,True,1,1,T
9010815003,VB,25.0,1000.0,25.0,25000.0,0,0,0.0,25.0,True,0,0,T
9010815236,VB,25.0,1000.0,25.0,25000.0,8,1402.56,1.40256,23.59744,True,8,8,T
9010815523,VB,25.0,1000.0,25.0,25000.0,8,1316.0,1.316,23.684,True,8,8,T
9010815524,VB,25.0,1000.0,25.0,25000.0,8,1448.0,1.448,23.552,True,8,8,T
9010815642,VB,9.4,1000.0,9.4,9400.0,8,2521.44,2.52144,6.87856,True,8,8,T
9010815680,VB,25.0,1000.0,25.0,25000.0,9,3222.0,3.222,21.778,True,9,9,T
9010815681,VB,25.0,1000.0,25.0,25000.0,9,2688.75,2.68875,22.31125,True,9,9,T
9010815946,VB,50.0,1000.0,50.0,50000.0,8,2516.0,2.516,47.484,True,8,8,T
9010816070,VB,10.0,1000.0,10.0,10000.0,5,1585.5,1.5855,8.4145,True,5,5,T
9010816156,VB,5.0,1000.0,5.0,5000.0,2,413.9,0.4139,4.5861,True,2,2,T
9010816928,VB,25.0,1000.0,25.0,25000.0,2,574.5,0.5745,24.4255,True,2,2,T
9010816990,VB,5.0,1000.0,5.0,5000.0,8,1189.6,1.1896,3.8104,True,8,8,T
9010816991,VB,5.0,1000.0,5.0,5000.0,8,1913.2,1.9132,3.0868,True,8,8,T
9010817091,VB,5.0,1000.0,5.0,5000.0,2,478.3,0.4783,4.5217,True,2,2,T
9010817304,VB,25.0,1000.0,25.0,25000.0,4,1184.0,1.184,23.816,True,4,4,T
9010817345,VB,25.0,1000.0,25.0,25000.0,1,388.75,0.38875,24.61125,True,1,1,T
9010817366,VB,25.0,1000.0,25.0,25000.0,8,1238.0,1.238,23.762,True,8,8,T
9010817367,VB,25.0,1000.0,25.0,25000.0,8,1028.0,1.028,23.972,True,8,8,T
9010817808,VB,25.0,1000.0,25.0,25000.0,2,558.5,0.5585,24.4415,True,2,2,T
9010817930,VB,5.0,1000.0,5.0,5000.0,0,0,0.0,5.0,True,0,0,T
9010818531,VB,25.0,1000.0,25.0,25000.0,8,3468.0,3.468,21.532,True,8,8,T
9010818580,VB,25.0,1000.0,25.0,25000.0,4,2198.0,2.198,22.802,True,4,4,T
9010819280,VB,25.0,1000.0,25.0,25000.0,8,2990.0,2.99,22.01,True,8,8,T
9010820635,VB,25.0,1000.0,25.0,25000.0,7,4039.0,4.039,20.961,True,7,7,T
9010821385,VB,9.0,1000.0,9.0,9000.0,3,955.74,0.95574,8.04426,True,3,3,T
9010822046,VB,30.0,1000.0,30.0,30000.0,2,350.6,0.3506,29.6494,True,2,2,T
9010822097,VB,50.0,1000.0,50.0,50000.0,8,6380.0,6.38,43.62,True,8,8,T
9010822098,VB,25.0,1000.0,25.0,25000.0,8,2038.0,2.038,22.962,True,8,8,T
9010822330,VB,5.0,1000.0,5.0,5000.0,8,2428.8,2.4288,2.5712,True,8,8,T
9010822851,VB,25.0,1000.0,25.0,25000.0,9,2664.0,2.664,22.336,True,9,9,T
9010823095,VB,10.0,1000.0,10.0,10000.0,1,301.4,0.3014,9.6986,True,1,1,T
9010823335,VB,25.0,1000.0,25.0,25000.0,8,2038.0,2.038,22.962,True,8,8,T
9010824296,VB,5.0,1000.0,5.0,5000.0,0,0,0.0,5.0,True,0,0,T
9010824297,VB,25.0,1000.0,25.0,25000.0,8,2864.0,2.864,22.136,True,8,8,T
9010824299,VB,25.0,1000.0,25.0,25000.0,6,1018.5,1.0185,23.9815,True,6,6,T
9010824709,VB,25.0,1000.0,25.0,25000.0,9,2220.75,2.22075,22.77925,True,9,9,T
9010825353,VB,35.0,1000.0,35.0,35000.0,7,4425.75,4.42575,30.57425,True,7,7,T
9010825434,VB,5.0,1000.0,5.0,5000.0,6,1303.2,1.3032,3.6968,True,6,6,T
9010825438,VB,7.0,1000.0,7.0,7000.0,5,1446.54,1.44654,5.55346,True,5,5,T
9010825639,VB,25.0,1000.0,25.0,25000.0,0,0,0.0,25.0,True,0,0,T
9010825719,VB,25.0,1000.0,25.0,25000.0,9,1071.0,1.071,23.929,True,9,9,T
9010825759,VB,25.0,1000.0,25.0,25000.0,9,1021.5,1.0215,23.9785,True,9,9,T
9010826524,VB,50.0,1000.0,50.0,50000.0,6,2517.0,2.517,47.483,True,6,6,T
9010826532,VB,5.0,1000.0,5.0,5000.0,2,636.5,0.6365,4.3635,True,2,2,T
9010826810,VB,25.0,1000.0,25.0,25000.0,4,2088.0,2.088,22.912,True,4,4,T
9010827014,VB,25.0,1000.0,25.0,25000.0,0,0,0.0,25.0,True,0,0,T
9010828369,VB,25.0,1000.0,25.0,25000.0,5,1396.25,1.39625,23.60375,True,5,5,T
9010828370,VB,25.0,1000.0,25.0,25000.0,1,214.25,0.21425,24.78575,True,1,1,T
9010828463,VB,5.0,1000.0,5.0,5000.0,3,651.6,0.6516,4.3484,True,3,3,T
9010829942,VB,5.0,1000.0,5.0,5000.0,1,217.2,0.2172,4.7828,True,1,1,T
9010830094,VB,35.0,1000.0,35.0,35000.0,9,1330.65,1.33065,33.66935,True,9,9,T
9010830309,VB,25.0,1000.0,25.0,25000.0,0,0,0.0,25.0,True,0,0,T
9010830310,VB,25.0,1000.0,25.0,25000.0,2,242.0,0.242,24.758,True,2,2,T
9010832205,VB,25.0,1000.0,25.0,25000.0,5,563.75,0.56375,24.43625,True,5,5,T
9010832681,VB,5.0,1000.0,5.0,5000.0,4,1052.8,1.0528,3.9472,True,4,4,T
9010833639,VB,10.0,1000.0,10.0,10000.0,1,301.4,0.3014,9.6986,True,1,1,T
9010833740,VB,5.0,1000.0,5.0,5000.0,3,752.7,0.7527,4.2473,True,3,3,T
9010833991,VB,25.0,1000.0,25.0,25000.0,9,2439.0,2.439,22.561,True,9,9,T
9010834096,VB,5.0,1000.0,5.0,5000.0,2,342.1,0.3421,4.6579,True,2,2,T
9010834574,VB,25.0,1000.0,25.0,25000.0,7,1727.25,1.72725,23.27275,True,7,7,T
9010834575,VB,50.0,1000.0,50.0,50000.0,7,2278.5,2.2785,47.7215,True,7,7,T
9010836252,VB,50.0,1000.0,50.0,50000.0,9,1953.0,1.953,48.047,True,9,9,T
9010838710,VB,25.0,1000.0,25.0,25000.0,9,1089.0,1.089,23.911,True,9,9,T
9010839122,VB,25.0,1000.0,25.0,25000.0,9,1156.5,1.1565,23.8435,True,9,9,T
9010839714,VB,7.0,1000.0,7.0,7000.0,1,241.09,0.24109,6.75891,True,1,1,T
9010840404,VB,50.0,1000.0,50.0,50000.0,9,9229.5,9.2295,40.7705,True,9,9,T
9010840776,VB,10.0,1000.0,10.0,10000.0,1,369.7,0.3697,9.6303,True,1,1,T
9010840848,VB,33.951,1000.0,33.951,33951.0,2,585.74,0.58574,33.36526,True,2,2,T
9010841424,VB,5.0,1000.0,5.0,5000.0,2,526.4,0.5264,4.4736,True,2,2,T
9010842016,VB,60.0,1000.0,60.0,60000.0,3,1311.6,1.3116,58.6884,True,3,3,T
9010842017,VB,60.0,1000.0,60.0,60000.0,3,1270.2,1.2702,58.7298,True,3,3,T
9010842315,VB,7.0,1000.0,7.0,7000.0,9,2781.54,2.78154,4.21846,True,9,9,T
9010842541,VB,5.0,1000.0,5.0,5000.0,0,0,0.0,5.0,True,0,0,T
9010842857,VB,50.0,1000.0,50.0,50000.0,6,1203.0,1.203,48.797,True,6,6,T
9010843137,VB,5.0,1000.0,5.0,5000.0,6,1241.7,1.2417,3.7583,True,6,6,T
9010843241,VB,50.0,1000.0,50.0,50000.0,9,9679.5,9.6795,40.3205,True,9,9,T
9010844324,VB,50.0,1000.0,50.0,50000.0,8,4684.0,4.684,45.316,True,8,8,T
9010844402,VB,25.0,1000.0,25.0,25000.0,8,1358.0,1.358,23.642,True,8,8,T
9010844403,VB,25.0,1000.0,25.0,25000.0,8,1238.0,1.238,23.762,True,8,8,T
9010845094,VB,5.0,1000.0,5.0,5000.0,1,276.1,0.2761,4.7239,True,1,1,T
9010845099,VB,25.0,1000.0,25.0,25000.0,8,902.0,0.902,24.098,True,8,8,T
9010845307,VB,25.0,1000.0,25.0,25000.0,8,2972.0,2.972,22.028,True,8,8,T
9010845706,VB,5.0,1000.0,5.0,5000.0,0,0,0.0,5.0,True,0,0,T
9010845709,VB,50.0,1000.0,50.0,50000.0,8,3748.0,3.748,46.252,True,8,8,T
9010845878,VB,25.0,1000.0,25.0,25000.0,3,1170.75,1.17075,23.82925,True,3,3,T
9010846781,VB,25.0,1000.0,25.0,25000.0,8,2442.0,2.442,22.558,True,8,8,T
9010847479,VB,25.0,1000.0,25.0,25000.0,7,1709.75,1.70975,23.29025,True,7,7,T
9010847480,VB,25.0,1000.0,25.0,25000.0,8,926.0,0.926,24.074,True,8,8,T
9010848398,VB,25.0,1000.0,25.0,25000.0,8,1168.0,1.168,23.832,True,8,8,T
9010849296,VB,19.0,1000.0,19.0,19000.0,8,5439.44,5.43944,13.56056,True,8,8,T
9010849668,VB,5.0,1000.0,5.0,5000.0,6,979.2,0.9792,4.0208,True,6,6,T
9010849699,VB,10.0,1000.0,10.0,10000.0,5,2384.0,2.384,7.616,True,5,5,T
9010850270,VB,5.0,1000.0,5.0,5000.0,0,0,0.0,5.0,True,0,0,T
9010851112,VB,25.0,1000.0,25.0,25000.0,6,726.0,0.726,24.274,True,6,6,T
9010851278,VB,25.0,1000.0,25.0,25000.0,8,2442.0,2.442,22.558,True,8,8,T
9010851579,VB,25.0,1000.0,25.0,25000.0,8,2368.0,2.368,22.632,True,8,8,T
9010851580,VB,50.0,1000.0,50.0,50000.0,8,1956.0,1.956,48.044,True,8,8,T
9010852357,VB,5.0,1000.0,5.0,5000.0,4,652.8,0.6528,4.3472,True,4,4,T
9010852966,VB,25.0,1000.0,25.0,25000.0,0,0,0.0,25.0,True,0,0,T
9010854157,VB,5.0,1000.0,5.0,5000.0,2,455.8,0.4558,4.5442,True,2,2,T
9010856918,VB,5.0,1000.0,5.0,5000.0,3,489.6,0.4896,4.5104,True,3,3,T
9010857115,VB,5.0,1000.0,5.0,5000.0,5,855.25,0.85525,4.14475,True,5,5,T
9010857119,VB,25.0,1000.0,25.0,25000.0,3,1114.5,1.1145,23.8855,True,3,3,T
9010857881,VB,25.0,1000.0,25.0,25000.0,3,1575.75,1.57575,23.42425,True,3,3,T
9010858396,VB,25.0,1000.0,25.0,25000.0,2,461.0,0.461,24.539,True,2,2,T
9010860628,VB,13.0,1000.0,13.0,13000.0,5,1647.3,1.6473,11.3527,True,5,5,T
9010863334,VB,25.0,1000.0,25.0,25000.0,6,4303.5,4.3035,20.6965,True,6,6,T
9010866751,VB,10.0,1000.0,10.0,10000.0,8,2179.2,2.1792,7.8208,True,8,8,T
9010867974,VB,5.0,1000.0,5.0,5000.0,3,651.6,0.6516,4.3484,True,3,3,T
9010871146,VB,5.0,1000.0,5.0,5000.0,2,413.9,0.4139,4.5861,True,2,2,T
9010872331,VB,50.0,1000.0,50.0,50000.0,9,4878.0,4.878,45.122,True,9,9,T
9010873140,VB,25.0,1000.0,25.0,25000.0,8,1778.0,1.778,23.222,True,8,8,T
9010873154,VB,10.0,1000.0,10.0,10000.0,7,2219.7,2.2197,7.7803,True,7,7,T
9010876417,VB,10.0,1000.0,10.0,10000.0,5,2384.0,2.384,7.616,True,5,5,T
9010877890,VB,20.0,1000.0,20.0,20000.0,6,4064.4,4.0644,15.9356,True,6,6,T
9010878592,VB,25.0,1000.0,25.0,25000.0,9,3343.5,3.3435,21.6565,True,9,9,T
9010881096,VB,5.0,1000.0,5.0,5000.0,6,1184.1,1.1841,3.8159,True,6,6,T
9010881301,VB,25.0,1000.0,25.0,25000.0,9,3667.5,3.6675,21.3325,True,9,9,T
9010883245,VB,5.0,1000.0,5.0,5000.0,4,827.8,0.8278,4.1722,True,4,4,T
9010883246,VB,5.0,1000.0,5.0,5000.0,7,1142.4,1.1424,3.8576,True,7,7,T
9010883731,VB,44.0,1000.0,44.0,44000.0,9,1614.96,1.61496,42.38504,True,9,9,T
9010884052,VB,5.0,1000.0,5.0,5000.0,2,434.4,0.4344,4.5656,True,2,2,T
9010885441,VB,25.0,1000.0,25.0,25000.0,9,3089.25,3.08925,21.91075,True,9,9,T
9010886528,VB,25.0,1000.0,25.0,25000.0,0,0,0.0,25.0,True,0,0,T
9010886805,VB,7.5,1000.0,7.5,7500.0,1,313.3,0.3133,7.1867,True,1,1,T
9010886812,VB,25.0,1000.0,25.0,25000.0,6,3012.0,3.012,21.988,True,6,6,T
9010886851,VB,25.0,1000.0,25.0,25000.0,3,1121.25,1.12125,23.87875,True,3,3,T
9010887780,VB,3.0,1000.0,3.0,3000.0,2,421.1,0.4211,2.5789,True,2,2,T
9010888232,VB,5.0,1000.0,5.0,5000.0,1,206.95,0.20695,4.79305,True,1,1,T
9010888338,VB,5.0,1000.0,5.0,5000.0,5,896.75,0.89675,4.10325,True,5,5,T
9010889364,VB,10.0,1000.0,10.0,10000.0,7,2865.8,2.8658,7.1342,True,7,7,T
9010889785,VB,25.0,1000.0,25.0,25000.0,9,5193.0,5.193,19.807,True,9,9,T
9010891079,VB,3.0,1000.0,3.0,3000.0,2,401.9,0.4019,2.5981,True,2,2,T
9010891087,VB,25.0,1000.0,25.0,25000.0,9,5478.75,5.47875,19.52125,True,9,9,T
9010891309,VB,25.0,1000.0,25.0,25000.0,9,3901.5,3.9015,21.0985,True,9,9,T
9010891328,VB,25.0,1000.0,25.0,25000.0,9,3901.5,3.9015,21.0985,True,9,9,T
9010892016,VB,5.0,1000.0,5.0,5000.0,9,1278.9,1.2789,3.7211,True,9,9,T
9010893115,VB,100.0,1000.0,100.0,100000.0,9,9666.0,9.666,90.334,True,9,9,T
9010893950,VB,7.0,1000.0,7.0,7000.0,5,1331.45,1.33145,5.66855,True,5,5,T
9010895689,VB,6.25,1000.0,6.25,6250.0,9,1542.42,1.54242,4.70758,True,9,9,T
9010897521,VB,10.0,1000.0,10.0,10000.0,9,2853.9,2.8539,7.1461,True,9,9,T
9010898542,VB,6.0,1000.0,6.0,6000.0,7,1401.82,1.40182,4.59818,True,7,7,T
9010898692,VB,5.0,1000.0,5.0,5000.0,4,684.2,0.6842,4.3158,True,4,4,T
9010900519,VB,6.8,1000.0,6.8,6800.0,3,608.46,0.60846,6.19154,True,3,3,T
9010900620,VB,5.0,1000.0,5.0,5000.0,2,579.1,0.5791,4.4209,True,2,2,T
9010901787,VB,10.0,1000.0,10.0,10000.0,9,2332.8,2.3328,7.6672,True,9,9,T
9010902972,VB,25.0,1000.0,25.0,25000.0,9,1527.75,1.52775,23.47225,True,9,9,T
9010902973,VB,25.0,1000.0,25.0,25000.0,9,1212.75,1.21275,23.78725,True,9,9,T
9010904805,VB,25.0,1000.0,25.0,25000.0,0,0,0.0,25.0,True,0,0,T
9010905200,VB,25.0,1000.0,25.0,25000.0,4,553.0,0.553,24.447,True,4,4,T
9010905677,VB,5.0,1000.0,5.0,5000.0,4,1052.8,1.0528,3.9472,True,4,4,T
9010911853,VB,25.0,1000.0,25.0,25000.0,8,968.0,0.968,24.032,True,8,8,T
9010914384,VB,5.0,1000.0,5.0,5000.0,1,227.9,0.2279,4.7721,True,1,1,T
9010915030,VB,5.0,1000.0,5.0,5000.0,3,755.71,0.75571,4.24429,True,3,3,T
9010916260,VB,5.0,1000.0,5.0,5000.0,5,1380.5,1.3805,3.6195,True,5,5,T
9010917172,VB,30.0,1000.0,30.0,30000.0,5,1904.0,1.904,28.096,True,5,5,T
9010919431,VB,5.0,1000.0,5.0,5000.0,3,828.3,0.8283,4.1717,True,3,3,T
9010924513,VB,25.0,1000.0,25.0,25000.0,8,902.0,0.902,24.098,True,8,8,T
9010926357,VB,25.0,1000.0,25.0,25000.0,8,2234.0,2.234,22.766,True,8,8,T
9010927989,VB,25.0,1000.0,25.0,25000.0,8,4016.0,4.016,20.984,True,8,8,T
9010928261,VB,25.0,1000.0,25.0,25000.0,8,4004.39,4.00439,20.99561,True,8,8,T
9010938321,VB,25.0,1000.0,25.0,25000.0,9,1014.75,1.01475,23.98525,True,9,9,T
9010940594,VB,5.476,1000.0,5.476,5476.0,1,300.0,0.3,5.176,True,1,1,T
9010941103,VB,6.0,1000.0,6.0,6000.0,4,1305.28,1.30528,4.69472,True,4,4,T
9010943847,VB,50.0,1000.0,50.0,50000.0,8,2604.0,2.604,47.396,True,8,8,T
9010945534,VB,10.0,1000.0,10.0,10000.0,3,904.2,0.9042,9.0958,True,3,3,T
9010946649,VB,12.0,1000.0,12.0,12000.0,1,306.04,0.30604,11.69396,True,1,1,T
9010947021,VB,10.0,1000.0,10.0,10000.0,1,527.2,0.5272,9.4728,True,1,1,T
9010947245,VB,50.0,1000.0,50.0,50000.0,8,4396.0,4.396,45.604,True,8,8,T
9010947866,VB,20.0,1000.0,20.0,20000.0,6,3288.0,3.288,16.712,True,6,6,T
9010947870,VB,25.0,1000.0,25.0,25000.0,8,3122.0,3.122,21.878,True,8,8,T
9010948195,VB,5.0,1000.0,5.0,5000.0,6,1241.7,1.2417,3.7583,True,6,6,T
9010948241,VB,15.0,1000.0,15.0,15000.0,8,3338.0,3.338,11.662,True,8,8,T
9010951456,VB,25.0,1000.0,25.0,25000.0,8,1052.0,1.052,23.948,True,8,8,T
9010952369,VB,5.0,1000.0,5.0,5000.0,3,446.1,0.4461,4.5539,True,3,3,T
9010954823,VB,5.0,1000.0,5.0,5000.0,2,358.7,0.3587,4.6413,True,2,2,T
9010955783,VB,50.0,1000.0,50.0,50000.0,9,1804.5,1.8045,48.1955,True,9,9,T
9010958446,VB,5.0,1000.0,5.0,5000.0,6,979.2,0.9792,4.0208,True,6,6,T
9010963046,VB,5.0,1000.0,5.0,5000.0,1,368.2,0.3682,4.6318,True,1,1,T
9010968689,VB,5.0,1000.0,5.0,5000.0,1,206.95,0.20695,4.79305,True,1,1,T
9010969153,VB,5.0,1000.0,5.0,5000.0,6,1656.6,1.6566,3.3434,True,6,6,T
9010970211,VB,5.0,1000.0,5.0,5000.0,3,868.65,0.86865,4.13135,True,3,3,T
9010971570,VB,25.0,1000.0,25.0,25000.0,9,2198.25,2.19825,22.80175,True,9,9,T
9010974048,VB,25.0,1000.0,25.0,25000.0,1,121.0,0.121,24.879,True,1,1,T
9010978232,VB,5.0,1000.0,5.0,5000.0,8,1136.8,1.1368,3.8632,True,8,8,T
9010981739,VB,5.0,1000.0,5.0,5000.0,4,1052.8,1.0528,3.9472,True,4,4,T
9010985184,VB,6.6,1000.0,6.6,6600.0,6,1306.74,1.30674,5.29326,True,6,6,T
9010986137,VB,5.0,1000.0,5.0,5000.0,1,276.1,0.2761,4.7239,True,1,1,T
9010986434,VB,2.5,1000.0,2.5,2500.0,2,314.56,0.31456,2.18544,True,2,2,T
9010986699,VB,25.0,1000.0,25.0,25000.0,0,0,0.0,25.0,True,0,0,T
9010990148,VB,6.0,1000.0,6.0,6000.0,1,268.48,0.26848,5.73152,True,1,1,T
