MPOLICY,SOURCE_POLICY,MBILLFRM,MBANKNO_EMITTED,PPACH_ACCOUNT,PPACH_ABA,EXCEPTION_REASON,EXCEPTION_DETAIL
010841422C,9010841422,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010842293C,9010842293,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010843714C,9010843714,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010844127C,9010844127,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010847481C,9010847481,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010855165C,9010855165,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010856189C,9010856189,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010858585C,9010858585,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010859658C,9010859658,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010866752C,9010866752,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010877072C,9010877072,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010879082C,9010879082,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010879083C,9010879083,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010880469C,9010880469,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010882604C,9010882604,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010883239C,9010883239,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010885442C,9010885442,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010887925C,9010887925,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010888312C,9010888312,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010888313C,9010888313,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010891307C,9010891307,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010892688C,9010892688,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010892689C,9010892689,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010892690C,9010892690,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010895937C,9010895937,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010897295C,9010897295,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010900529C,9010900529,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010900530C,9010900530,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010900975C,9010900975,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010905337C,9010905337,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010908068C,9010908068,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010908075C,9010908075,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010908285C,9010908285,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010915810C,9010915810,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010918786C,9010918786,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010918787C,9010918787,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010922547C,9010922547,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010922553C,9010922553,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010936709C,9010936709,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010947867C,9010947867,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010957790C,9010957790,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010969839C,9010969839,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010974489C,9010974489,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010980836C,9010980836,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010983389C,9010983389,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010989860C,9010989860,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010991949C,9010991949,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010996389C,9010996389,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010997242C,9010997242,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010997243C,9010997243,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010999568C,9010999568,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011001744C,9011001744,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011008665C,9011008665,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011013020C,9011013020,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011013645C,9011013645,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011015985C,9011015985,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011016480C,9011016480,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011017167C,9011017167,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011017289C,9011017289,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011018249C,9011018249,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011027058C,9011027058,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011041375C,9011041375,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011041479C,9011041479,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011044127C,9011044127,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011044907C,9011044907,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011045448C,9011045448,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011053767C,9011053767,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011054196C,9011054196,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011058508C,9011058508,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011061044C,9011061044,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011061924C,9011061924,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011064334C,9011064334,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011066175C,9011066175,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011066176C,9011066176,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011067856C,9011067856,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011068374C,9011068374,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011068614C,9011068614,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011072639C,9011072639,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011074813C,9011074813,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011090462C,9011090462,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011090463C,9011090463,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011090464C,9011090464,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011093379C,9011093379,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011094013C,9011094013,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011096290C,9011096290,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011096291C,9011096291,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011100080C,9011100080,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011106422C,9011106422,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011106727C,9011106727,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011110635C,9011110635,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011110945C,9011110945,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011111218C,9011111218,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011111284C,9011111284,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011114994C,9011114994,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011124280C,9011124280,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011131138C,9011131138,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011131139C,9011131139,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011133942C,9011133942,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011139474C,9011139474,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011148184C,9011148184,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011149711C,9011149711,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011150947C,9011150947,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011150948C,9011150948,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011154270C,9011154270,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011163353C,9011163353,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011176525C,9011176525,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011183288C,9011183288,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011184199C,9011184199,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011184373C,9011184373,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011184821C,9011184821,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011185537C,9011185537,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011185539C,9011185539,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011186457C,9011186457,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011187013C,9011187013,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011188556C,9011188556,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011189172C,9011189172,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011189575C,9011189575,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011190724C,9011190724,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011190905C,9011190905,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011190907C,9011190907,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011190908C,9011190908,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011191043C,9011191043,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011191045C,9011191045,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011191055C,9011191055,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011191390C,9011191390,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011191779C,9011191779,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011192391C,9011192391,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011193165C,9011193165,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011193169C,9011193169,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011193243C,9011193243,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011193367C,9011193367,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011193709C,9011193709,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011194088C,9011194088,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011194438C,9011194438,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011194641C,9011194641,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011194642C,9011194642,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011194728C,9011194728,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011194958C,9011194958,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011195801C,9011195801,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011196063C,9011196063,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011196064C,9011196064,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011196355C,9011196355,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011196356C,9011196356,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011196510C,9011196510,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011197343C,9011197343,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011197560C,9011197560,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011197716C,9011197716,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011197938C,9011197938,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011197939C,9011197939,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011198494C,9011198494,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011198765C,9011198765,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011198766C,9011198766,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011198846C,9011198846,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011199328C,9011199328,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011199349C,9011199349,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011199350C,9011199350,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011199685C,9011199685,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011200276C,9011200276,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011200360C,9011200360,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011203535C,9011203535,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011203868C,9011203868,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011203871C,9011203871,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011204021C,9011204021,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011204044C,9011204044,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011204058C,9011204058,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011204059C,9011204059,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011204060C,9011204060,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011204257C,9011204257,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011204293C,9011204293,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011205111C,9011205111,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011207250C,9011207250,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011207251C,9011207251,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011210057C,9011210057,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011210058C,9011210058,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011210768C,9011210768,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011210769C,9011210769,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011212754C,9011212754,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011213238C,9011213238,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011219600C,9011219600,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011219601C,9011219601,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011219602C,9011219602,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011228946C,9011228946,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
013000159C,9013000159,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
015000148C,9015000148,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
015000462C,9015000462,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010149834C,9010149834,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010154425C,9010154425,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010360289C,9010360289,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010360290C,9010360290,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010367705C,9010367705,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010371171C,9010371171,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010374779C,9010374779,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010376540C,9010376540,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010378710C,9010378710,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010378829C,9010378829,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010379405C,9010379405,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010381745C,9010381745,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010385491C,9010385491,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010389651C,9010389651,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010391359C,9010391359,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010392138C,9010392138,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010394662C,9010394662,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010395878C,9010395878,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010396147C,9010396147,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
