reconstructed_claim_id,claim_family,revised_net_payment,revised_balancing_difference,revised_balancing_status,applied_balancing_profile,lifecycle_only_amount_excluded,excluded_transaction_codes,optional_components_missing,balancing_confidence,balancing_notes
RC-9010759530-1-SURRENDER_CLAIM-C2-20190201,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010759530-1-SURRENDER_CLAIM-C3-20190701,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010759530-1-SURRENDER_CLAIM-C4-20191118,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010759530-3-SURRENDER_CLAIM-C0-20191118,SURRENDER_CLAIM,18407.7,18407.7,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759537-3-SURRENDER_CLAIM-C0-20250402,SURRENDER_CLAIM,15808.61,15808.61,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759541-2-SURRENDER_CLAIM-C0-20180801,SURRENDER_CLAIM,296.0,296.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759541-2-SURRENDER_CLAIM-C1-20190801,SURRENDER_CLAIM,296.0,296.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759541-2-SURRENDER_CLAIM-C2-20200801,SURRENDER_CLAIM,296.0,296.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759541-2-SURRENDER_CLAIM-C3-20210801,SURRENDER_CLAIM,296.0,296.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759541-2-SURRENDER_CLAIM-C4-20220801,SURRENDER_CLAIM,296.0,296.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759541-2-SURRENDER_CLAIM-C5-20230801,SURRENDER_CLAIM,296.0,296.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759541-2-SURRENDER_CLAIM-C6-20240801,SURRENDER_CLAIM,296.0,296.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759541-2-SURRENDER_CLAIM-C7-20250801,SURRENDER_CLAIM,296.0,296.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759550-2-SURRENDER_CLAIM-C0-20180801,SURRENDER_CLAIM,349.0,349.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759550-2-SURRENDER_CLAIM-C1-20190801,SURRENDER_CLAIM,349.0,349.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759550-2-SURRENDER_CLAIM-C2-20200801,SURRENDER_CLAIM,349.0,349.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759550-2-SURRENDER_CLAIM-C3-20210801,SURRENDER_CLAIM,349.0,349.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759550-2-SURRENDER_CLAIM-C4-20220801,SURRENDER_CLAIM,349.0,349.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759550-2-SURRENDER_CLAIM-C5-20230801,SURRENDER_CLAIM,349.0,349.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759550-2-SURRENDER_CLAIM-C6-20240801,SURRENDER_CLAIM,349.0,349.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759550-2-SURRENDER_CLAIM-C7-20250801,SURRENDER_CLAIM,349.0,349.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759555-1-SURRENDER_CLAIM-C0-20180801,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010759555-1-SURRENDER_CLAIM-C1-20190801,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010759555-1-SURRENDER_CLAIM-C2-20200801,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010759555-1-SURRENDER_CLAIM-C3-20210801,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010759555-1-SURRENDER_CLAIM-C4-20220801,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010759555-1-SURRENDER_CLAIM-C5-20230801,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010759555-1-SURRENDER_CLAIM-C6-20240801,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010759555-1-SURRENDER_CLAIM-C7-20250801,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010759559-1-DEATH_CLAIM-C0-20190525,DEATH_CLAIM,15019.36,5000.0,UNBALANCED,DEATH_CLAIM,0.0,,0810|0820|0411|0412|1020,LOW,Optional components absent (not forced)
RC-9010759559-1-DEATH_CLAIM-C1-20190826,DEATH_CLAIM,0.0,-27500.0,UNBALANCED,DEATH_CLAIM,0.0,,0810|0820|0411|0412|1020|0630,LOW,Optional components absent (not forced)
RC-9010759559-2-SURRENDER_CLAIM-C0-20180801,SURRENDER_CLAIM,171.05,171.05,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759932-1-DEATH_CLAIM-C0-20220518,DEATH_CLAIM,25000.0,0.0,BALANCED,DEATH_CLAIM,0.0,,0810|0820|0411|0412|1020|0630,HIGH,Optional components absent (not forced)
RC-9010759932-1-DISBURSEMENT_CLAIM-C0-20180219,DISBURSEMENT_CLAIM,8.71,0.0,BALANCED,DISBURSEMENT_CLAIM,0.0,,0810|0820,HIGH,Payment-event-only profile applied
RC-9010759932-1-DISBURSEMENT_CLAIM-C1-20200427,DISBURSEMENT_CLAIM,244.51,0.0,BALANCED,DISBURSEMENT_CLAIM,0.0,,0810|0820,HIGH,Payment-event-only profile applied
RC-9010759932-1-SURRENDER_CLAIM-C0-20180507,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010759932-1-SURRENDER_CLAIM-C1-20180807,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010759932-1-SURRENDER_CLAIM-C2-20190107,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010759932-1-SURRENDER_CLAIM-C3-20190807,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010759932-1-SURRENDER_CLAIM-C4-20220818,SURRENDER_CLAIM,329.25,329.25,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759932-2-SURRENDER_CLAIM-C0-20180807,SURRENDER_CLAIM,329.25,329.25,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759932-2-SURRENDER_CLAIM-C1-20190807,SURRENDER_CLAIM,329.25,329.25,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759932-2-SURRENDER_CLAIM-C2-20200807,SURRENDER_CLAIM,329.25,329.25,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759932-2-SURRENDER_CLAIM-C3-20210807,SURRENDER_CLAIM,329.25,329.25,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010759932-2-SURRENDER_CLAIM-C4-20220807,SURRENDER_CLAIM,329.25,329.25,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760160-2-SURRENDER_CLAIM-C0-20180901,SURRENDER_CLAIM,305.8,305.8,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760160-2-SURRENDER_CLAIM-C1-20190901,SURRENDER_CLAIM,305.8,305.8,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760160-2-SURRENDER_CLAIM-C2-20200901,SURRENDER_CLAIM,305.8,305.8,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760160-2-SURRENDER_CLAIM-C3-20210901,SURRENDER_CLAIM,305.8,305.8,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760160-2-SURRENDER_CLAIM-C4-20220901,SURRENDER_CLAIM,305.8,305.8,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760160-2-SURRENDER_CLAIM-C5-20230901,SURRENDER_CLAIM,305.8,305.8,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760160-2-SURRENDER_CLAIM-C6-20240901,SURRENDER_CLAIM,305.8,305.8,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760160-2-SURRENDER_CLAIM-C7-20250901,SURRENDER_CLAIM,305.8,305.8,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760294-1-DEATH_CLAIM-C0-20200811,DEATH_CLAIM,25000.0,0.0,BALANCED,DEATH_CLAIM,0.0,,0810|0820|0411|0412|1020|0630,HIGH,Optional components absent (not forced)
RC-9010760294-2-SURRENDER_CLAIM-C0-20180901,SURRENDER_CLAIM,340.25,340.25,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760294-2-SURRENDER_CLAIM-C1-20190901,SURRENDER_CLAIM,340.25,340.25,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760294-2-SURRENDER_CLAIM-C2-20200901,SURRENDER_CLAIM,680.5,680.5,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760295-2-SURRENDER_CLAIM-C0-20180901,SURRENDER_CLAIM,214.25,214.25,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760295-2-SURRENDER_CLAIM-C1-20190901,SURRENDER_CLAIM,214.25,214.25,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760295-2-SURRENDER_CLAIM-C2-20200901,SURRENDER_CLAIM,214.25,214.25,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760295-2-SURRENDER_CLAIM-C3-20210901,SURRENDER_CLAIM,214.25,214.25,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760295-2-SURRENDER_CLAIM-C4-20220901,SURRENDER_CLAIM,214.25,214.25,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760295-2-SURRENDER_CLAIM-C5-20230901,SURRENDER_CLAIM,214.25,214.25,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760295-2-SURRENDER_CLAIM-C6-20240901,SURRENDER_CLAIM,214.25,214.25,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760295-2-SURRENDER_CLAIM-C7-20250901,SURRENDER_CLAIM,214.25,214.25,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760297-1-DEATH_CLAIM-C0-20181214,DEATH_CLAIM,25000.0,-48.97,MINOR_VARIANCE,DEATH_CLAIM,48.97,0038,0810|0820|0411|0412|1020|0630,MEDIUM,Excluded lifecycle-only amount 48.97; Optional components absent (not forced)
RC-9010760298-2-SURRENDER_CLAIM-C0-20180901,SURRENDER_CLAIM,458.75,458.75,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760298-2-SURRENDER_CLAIM-C1-20190901,SURRENDER_CLAIM,458.75,458.75,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760298-2-SURRENDER_CLAIM-C2-20200901,SURRENDER_CLAIM,458.75,458.75,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760298-2-SURRENDER_CLAIM-C3-20210901,SURRENDER_CLAIM,458.75,458.75,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760298-2-SURRENDER_CLAIM-C4-20220901,SURRENDER_CLAIM,458.75,458.75,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760298-2-SURRENDER_CLAIM-C5-20230901,SURRENDER_CLAIM,458.75,458.75,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760298-2-SURRENDER_CLAIM-C6-20240901,SURRENDER_CLAIM,458.75,458.75,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760298-2-SURRENDER_CLAIM-C7-20250901,SURRENDER_CLAIM,458.75,458.75,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760306-1-SURRENDER_CLAIM-C0-20180125,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010760306-3-SURRENDER_CLAIM-C0-20200101,SURRENDER_CLAIM,42245.61,42245.61,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760840-1-DISBURSEMENT_CLAIM-C0-20220314,DISBURSEMENT_CLAIM,544.29,0.0,BALANCED,DISBURSEMENT_CLAIM,0.0,,0810|0820,HIGH,Payment-event-only profile applied
RC-9010760840-1-SURRENDER_CLAIM-C0-20200225,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010760840-1-SURRENDER_CLAIM-C1-20201001,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010760840-1-SURRENDER_CLAIM-C2-20211001,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010760840-1-SURRENDER_CLAIM-C3-20220311,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010760840-1-SURRENDER_CLAIM-C4-20231001,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010760840-1-SURRENDER_CLAIM-C5-20241001,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010760840-1-SURRENDER_CLAIM-C6-20241209,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010760840-1-SURRENDER_CLAIM-C7-20251001,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010760840-2-SURRENDER_CLAIM-C0-20181001,SURRENDER_CLAIM,358.2,358.2,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760840-2-SURRENDER_CLAIM-C1-20191001,SURRENDER_CLAIM,358.2,358.2,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760851-2-SURRENDER_CLAIM-C0-20180923,SURRENDER_CLAIM,415.24,415.24,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760851-2-SURRENDER_CLAIM-C1-20190923,SURRENDER_CLAIM,415.24,415.24,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760851-2-SURRENDER_CLAIM-C2-20200923,SURRENDER_CLAIM,415.24,415.24,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760851-2-SURRENDER_CLAIM-C3-20210923,SURRENDER_CLAIM,415.24,415.24,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760851-2-SURRENDER_CLAIM-C4-20220923,SURRENDER_CLAIM,415.24,415.24,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760851-2-SURRENDER_CLAIM-C5-20230923,SURRENDER_CLAIM,415.24,415.24,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760851-2-SURRENDER_CLAIM-C6-20240923,SURRENDER_CLAIM,415.24,415.24,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760851-2-SURRENDER_CLAIM-C7-20250923,SURRENDER_CLAIM,415.24,415.24,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760865-1-DEATH_CLAIM-C0-20200505,DEATH_CLAIM,6901.24,0.0,BALANCED,DEATH_CLAIM,0.0,,0810|0820|0411|0412|1020|0630,HIGH,Optional components absent (not forced)
RC-9010760865-2-SURRENDER_CLAIM-C0-20181001,SURRENDER_CLAIM,281.98,281.98,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760865-2-SURRENDER_CLAIM-C1-20191001,SURRENDER_CLAIM,281.98,281.98,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010760872-1-DEATH_CLAIM-C0-20190309,DEATH_CLAIM,12000.0,0.0,BALANCED,DEATH_CLAIM,0.0,,0810|0820|0411|0412|1020|0630,HIGH,Optional components absent (not forced)
RC-9010760873-1-SURRENDER_CLAIM-C0-20180915,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010760873-1-SURRENDER_CLAIM-C1-20190915,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010760873-1-SURRENDER_CLAIM-C2-20200915,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010760873-1-SURRENDER_CLAIM-C3-20210915,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010760873-1-SURRENDER_CLAIM-C4-20220915,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010760873-1-SURRENDER_CLAIM-C5-20230911,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010760873-1-SURRENDER_CLAIM-C6-20240915,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010760873-1-SURRENDER_CLAIM-C7-20250915,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010760942-2-SURRENDER_CLAIM-C0-20230413,SURRENDER_CLAIM,8284.34,8284.34,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010761554-1-SURRENDER_CLAIM-C0-20240508,SURRENDER_CLAIM,4900.42,4900.42,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010761639-1-SURRENDER_CLAIM-C0-20190821,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010761639-1-SURRENDER_CLAIM-C1-20200901,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010761639-1-SURRENDER_CLAIM-C2-20210901,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010761639-1-SURRENDER_CLAIM-C3-20220901,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010761639-1-SURRENDER_CLAIM-C4-20230901,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010761639-1-SURRENDER_CLAIM-C5-20240901,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010761639-1-SURRENDER_CLAIM-C6-20250303,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010761639-1-SURRENDER_CLAIM-C7-20250522,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010761639-2-SURRENDER_CLAIM-C0-20180901,SURRENDER_CLAIM,271.0,271.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010761673-2-SURRENDER_CLAIM-C0-20180901,SURRENDER_CLAIM,187.0,187.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010761673-2-SURRENDER_CLAIM-C1-20190901,SURRENDER_CLAIM,187.0,187.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010761673-2-SURRENDER_CLAIM-C2-20200901,SURRENDER_CLAIM,187.0,187.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010761673-2-SURRENDER_CLAIM-C3-20210901,SURRENDER_CLAIM,187.0,187.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010761673-2-SURRENDER_CLAIM-C4-20220901,SURRENDER_CLAIM,187.0,187.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010761673-2-SURRENDER_CLAIM-C5-20230901,SURRENDER_CLAIM,187.0,187.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010761673-2-SURRENDER_CLAIM-C6-20240901,SURRENDER_CLAIM,187.0,187.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
