reconstructed_claim_id,payout_codes_detected,payout_total,linked_gross_components,linked_offset_components,linked_interest_components,chain_balancing_status,payout_chain_confidence
RC-9010771354-1-SURRENDER_CLAIM-C5-20230123,,0.0,,0412,,BALANCED,HIGH
RC-9010771354-1-SURRENDER_CLAIM-C6-20240915,,0.0,,0412,,BALANCED,HIGH
RC-9010771354-1-SURRENDER_CLAIM-C7-20250214,,0.0,,0412,,BALANCED,HIGH
RC-9010771354-1-SURRENDER_CLAIM-C8-20260215,,0.0,,0412,,BALANCED,HIGH
RC-9010771532-2-SURRENDER_CLAIM-C0-20181201,,0.0,0561,,,UNBALANCED,LOW
RC-9010771532-2-SURRENDER_CLAIM-C1-20191201,,0.0,0561,,,UNBALANCED,LOW
RC-9010771532-2-SURRENDER_CLAIM-C2-20201201,,0.0,0561,,,UNBALANCED,LOW
RC-9010771532-2-SURRENDER_CLAIM-C3-20211201,,0.0,0561,,,UNBALANCED,LOW
RC-9010771532-2-SURRENDER_CLAIM-C4-20221201,,0.0,0561,,,UNBALANCED,LOW
RC-9010771532-2-SURRENDER_CLAIM-C5-20231201,,0.0,0561,,,UNBALANCED,LOW
RC-9010771532-2-SURRENDER_CLAIM-C6-20241201,,0.0,0561,,,UNBALANCED,LOW
RC-9010771532-2-SURRENDER_CLAIM-C7-20251201,,0.0,0561,,,UNBALANCED,LOW
RC-9010771580-1-DEATH_CLAIM-C0-20220406,0094,22575.7,0530,,0630,UNBALANCED,LOW
RC-9010771588-3-SURRENDER_CLAIM-C0-20191108,,0.0,0560,,,UNBALANCED,LOW
RC-9010771654-1-DEATH_CLAIM-C0-20240227,0094,14220.53,0530,,,MINOR_VARIANCE,LOW
RC-9010771662-1-DEATH_CLAIM-C0-20220923,0094,46125.62,0530,,,UNBALANCED,LOW
RC-9010771832-2-SURRENDER_CLAIM-C0-20181115,,0.0,0561,,,UNBALANCED,LOW
RC-9010771832-2-SURRENDER_CLAIM-C1-20191115,,0.0,0561,,,UNBALANCED,LOW
RC-9010771832-2-SURRENDER_CLAIM-C2-20201115,,0.0,0561,,,UNBALANCED,LOW
RC-9010771832-2-SURRENDER_CLAIM-C3-20211115,,0.0,0561,,,UNBALANCED,LOW
RC-9010771832-2-SURRENDER_CLAIM-C4-20221115,,0.0,0561,,,UNBALANCED,LOW
RC-9010771832-2-SURRENDER_CLAIM-C5-20231115,,0.0,0561,,,UNBALANCED,LOW
RC-9010771832-2-SURRENDER_CLAIM-C6-20241115,,0.0,0561,,,UNBALANCED,LOW
RC-9010771832-2-SURRENDER_CLAIM-C7-20251115,,0.0,0561,,,UNBALANCED,LOW
RC-9010771833-2-SURRENDER_CLAIM-C0-20181115,,0.0,0561,,,UNBALANCED,LOW
RC-9010771833-2-SURRENDER_CLAIM-C1-20191115,,0.0,0561,,,UNBALANCED,LOW
RC-9010771833-2-SURRENDER_CLAIM-C2-20201115,,0.0,0561,,,UNBALANCED,LOW
RC-9010771833-2-SURRENDER_CLAIM-C3-20211115,,0.0,0561,,,UNBALANCED,LOW
RC-9010771833-2-SURRENDER_CLAIM-C4-20221115,,0.0,0561,,,UNBALANCED,LOW
RC-9010771833-2-SURRENDER_CLAIM-C5-20231115,,0.0,0561,,,UNBALANCED,LOW
RC-9010771833-2-SURRENDER_CLAIM-C6-20241115,,0.0,0561,,,UNBALANCED,LOW
RC-9010771833-2-SURRENDER_CLAIM-C7-20251115,,0.0,0561,,,UNBALANCED,LOW
RC-9010772668-1-DISBURSEMENT_CLAIM-C0-20191203,0090,3798.0,,,,BALANCED,HIGH
RC-9010772668-2-SURRENDER_CLAIM-C0-20181123,,0.0,0561,,,UNBALANCED,LOW
RC-9010772683-1-DEATH_CLAIM-C0-20230618,0094,5017.47,0530,,0630,BALANCED,HIGH
RC-9010772840-1-SURRENDER_CLAIM-C0-20181127,,0.0,,0412,,BALANCED,HIGH
RC-9010772840-1-SURRENDER_CLAIM-C1-20191201,,0.0,,0412,,BALANCED,HIGH
RC-9010772840-1-SURRENDER_CLAIM-C2-20201201,,0.0,,0412,,BALANCED,HIGH
RC-9010772840-2-SURRENDER_CLAIM-C0-20210201,,0.0,0560,,,UNBALANCED,LOW
RC-9010772898-2-SURRENDER_CLAIM-C0-20181126,,0.0,0561,,,UNBALANCED,LOW
RC-9010772898-2-SURRENDER_CLAIM-C1-20191126,,0.0,0561,,,UNBALANCED,LOW
RC-9010772898-2-SURRENDER_CLAIM-C2-20201126,,0.0,0561,,,UNBALANCED,LOW
RC-9010772898-2-SURRENDER_CLAIM-C3-20211126,,0.0,0561,,,UNBALANCED,LOW
RC-9010772898-2-SURRENDER_CLAIM-C4-20221126,,0.0,0561,,,UNBALANCED,LOW
RC-9010772898-2-SURRENDER_CLAIM-C5-20231126,,0.0,0561,,,UNBALANCED,LOW
RC-9010772898-2-SURRENDER_CLAIM-C6-20241126,,0.0,0561,,,UNBALANCED,LOW
RC-9010772898-2-SURRENDER_CLAIM-C7-20250414,,0.0,0560,,,UNBALANCED,LOW
RC-9010772903-1-SURRENDER_CLAIM-C0-20180425,,0.0,,0412,,BALANCED,HIGH
RC-9010772915-2-SURRENDER_CLAIM-C0-20231207,,0.0,0560,,,UNBALANCED,LOW
RC-9010772916-2-SURRENDER_CLAIM-C0-20231207,,0.0,0560,,,UNBALANCED,LOW
RC-9010772919-1-SURRENDER_CLAIM-C0-20240220,,0.0,,0411|0412,,BALANCED,HIGH
RC-9010772919-1-SURRENDER_CLAIM-C1-20241213,,0.0,,0412,,BALANCED,HIGH
RC-9010772919-1-SURRENDER_CLAIM-C2-20251213,,0.0,,0412,,BALANCED,HIGH
RC-9010772957-2-SURRENDER_CLAIM-C0-20181126,,0.0,0561,,,UNBALANCED,LOW
RC-9010772957-2-SURRENDER_CLAIM-C1-20191126,,0.0,0561,,,UNBALANCED,LOW
RC-9010772957-2-SURRENDER_CLAIM-C2-20201126,,0.0,0561,,,UNBALANCED,LOW
RC-9010772957-2-SURRENDER_CLAIM-C3-20211126,,0.0,0561,,,UNBALANCED,LOW
RC-9010772957-2-SURRENDER_CLAIM-C4-20221126,,0.0,0561,,,UNBALANCED,LOW
RC-9010772957-2-SURRENDER_CLAIM-C5-20231126,,0.0,0561,,,UNBALANCED,LOW
RC-9010772957-2-SURRENDER_CLAIM-C6-20241126,,0.0,0561,,,UNBALANCED,LOW
RC-9010772957-2-SURRENDER_CLAIM-C7-20251126,,0.0,0561,,,UNBALANCED,LOW
RC-9010773088-1-DEATH_CLAIM-C0-20190223,0094,10025.48,0530,,0630,BALANCED,HIGH
RC-9010773107-1-DISBURSEMENT_CLAIM-C0-20180112,0090,45.62,,,,BALANCED,HIGH
RC-9010773107-2-SURRENDER_CLAIM-C0-20171201,,0.0,0561,,,UNBALANCED,LOW
RC-9010773107-2-SURRENDER_CLAIM-C1-20181201,,0.0,0561,,,UNBALANCED,LOW
RC-9010773107-2-SURRENDER_CLAIM-C2-20191201,,0.0,0561,,,UNBALANCED,LOW
RC-9010773107-2-SURRENDER_CLAIM-C3-20201201,,0.0,0561,,,UNBALANCED,LOW
RC-9010773107-2-SURRENDER_CLAIM-C4-20211201,,0.0,0561,,,UNBALANCED,LOW
RC-9010773107-2-SURRENDER_CLAIM-C5-20221201,,0.0,0561,,,UNBALANCED,LOW
RC-9010773107-2-SURRENDER_CLAIM-C6-20231201,,0.0,0561,,,UNBALANCED,LOW
RC-9010773107-2-SURRENDER_CLAIM-C7-20240905,,0.0,0560,,,UNBALANCED,LOW
RC-9010773109-1-DISBURSEMENT_CLAIM-C0-20200206,0090,46.8,,,,BALANCED,HIGH
RC-9010773109-4-SURRENDER_CLAIM-C0-20200201,,0.0,0560,,,UNBALANCED,LOW
RC-9010773243-1-DISBURSEMENT_CLAIM-C0-20201208,0090,15036.81,,,,BALANCED,HIGH
RC-9010773267-2-SURRENDER_CLAIM-C0-20210102,,0.0,0560,,,UNBALANCED,LOW
RC-9010773468-2-SURRENDER_CLAIM-C0-20181205,,0.0,0561,,,UNBALANCED,LOW
RC-9010773468-2-SURRENDER_CLAIM-C1-20191205,,0.0,0561,,,UNBALANCED,LOW
RC-9010773468-2-SURRENDER_CLAIM-C2-20201205,,0.0,0561,,,UNBALANCED,LOW
RC-9010773468-2-SURRENDER_CLAIM-C3-20211205,,0.0,0561,,,UNBALANCED,LOW
RC-9010773573-2-SURRENDER_CLAIM-C0-20191204,,0.0,0560,,,UNBALANCED,LOW
RC-9010773575-1-SURRENDER_CLAIM-C0-20171204,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C1-20180312,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C10-20200827,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C11-20201204,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C12-20210322,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C13-20210526,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C14-20210901,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C15-20211130,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C16-20220304,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C17-20220608,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C18-20220830,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C19-20221129,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C2-20180613,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C20-20230221,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C21-20230523,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C22-20230828,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C23-20231128,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C24-20240304,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C25-20240607,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C26-20241202,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C27-20250227,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C28-20250603,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C29-20250826,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C3-20181001,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C30-20251202,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C31-20260224,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C4-20190226,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C5-20190603,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C6-20190911,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C7-20191204,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C8-20200309,,0.0,,0412,,BALANCED,HIGH
RC-9010773575-1-SURRENDER_CLAIM-C9-20200526,,0.0,,0412,,BALANCED,HIGH
RC-9010773681-2-SURRENDER_CLAIM-C0-20181201,,0.0,0561,,,UNBALANCED,LOW
RC-9010773681-2-SURRENDER_CLAIM-C1-20191201,,0.0,0561,,,UNBALANCED,LOW
RC-9010773681-2-SURRENDER_CLAIM-C2-20201201,,0.0,0561,,,UNBALANCED,LOW
RC-9010773681-2-SURRENDER_CLAIM-C3-20211201,,0.0,0561,,,UNBALANCED,LOW
RC-9010773681-2-SURRENDER_CLAIM-C4-20221201,,0.0,0561,,,UNBALANCED,LOW
RC-9010773681-2-SURRENDER_CLAIM-C5-20231201,,0.0,0561,,,UNBALANCED,LOW
RC-9010773681-2-SURRENDER_CLAIM-C6-20241201,,0.0,0561,,,UNBALANCED,LOW
RC-9010773681-2-SURRENDER_CLAIM-C7-20251201,,0.0,0561,,,UNBALANCED,LOW
RC-9010773856-2-SURRENDER_CLAIM-C0-20181205,,0.0,0561,,,UNBALANCED,LOW
RC-9010773856-2-SURRENDER_CLAIM-C1-20191205,,0.0,0560|0561,,,UNBALANCED,LOW
RC-9010774107-1-SURRENDER_CLAIM-C0-20180104,,0.0,,0412,,BALANCED,HIGH
RC-9010774107-1-SURRENDER_CLAIM-C1-20180808,,0.0,,0412,,BALANCED,HIGH
RC-9010774107-2-SURRENDER_CLAIM-C0-20191215,,0.0,0560,,,UNBALANCED,LOW
RC-9010774109-1-DEATH_CLAIM-C0-20201120,0094,9942.49,0530,,,UNBALANCED,LOW
RC-9010774109-1-SURRENDER_CLAIM-C0-20180106,,0.0,,0412,,BALANCED,HIGH
RC-9010774109-1-SURRENDER_CLAIM-C1-20190106,,0.0,,0412,,BALANCED,HIGH
RC-9010774109-1-SURRENDER_CLAIM-C2-20200106,,0.0,,0412,,BALANCED,HIGH
RC-9010774109-1-SURRENDER_CLAIM-C3-20201120,,0.0,,0412,,BALANCED,HIGH
RC-9010774484-1-DEATH_CLAIM-C0-20230706,0094,70114.95,0530,,,UNBALANCED,LOW
RC-9010774490-2-SURRENDER_CLAIM-C0-20181210,,0.0,0561,,,UNBALANCED,LOW
RC-9010774490-2-SURRENDER_CLAIM-C1-20191210,,0.0,0561,,,UNBALANCED,LOW
RC-9010774490-2-SURRENDER_CLAIM-C2-20201210,,0.0,0561,,,UNBALANCED,LOW
RC-9010774490-2-SURRENDER_CLAIM-C3-20211210,,0.0,0561,,,UNBALANCED,LOW
RC-9010774490-2-SURRENDER_CLAIM-C4-20221210,,0.0,0561,,,UNBALANCED,LOW
RC-9010774490-2-SURRENDER_CLAIM-C5-20231210,,0.0,0561,,,UNBALANCED,LOW
RC-9010774490-2-SURRENDER_CLAIM-C6-20241210,,0.0,0561,,,UNBALANCED,LOW
RC-9010774490-2-SURRENDER_CLAIM-C7-20251210,,0.0,0561,,,UNBALANCED,LOW
RC-9010774527-3-SURRENDER_CLAIM-C0-20181210,,0.0,0561,,,UNBALANCED,LOW
RC-9010774527-3-SURRENDER_CLAIM-C1-20191210,,0.0,0561,,,UNBALANCED,LOW
RC-9010774527-3-SURRENDER_CLAIM-C2-20201210,,0.0,0561,,,UNBALANCED,LOW
RC-9010774527-3-SURRENDER_CLAIM-C3-20211210,,0.0,0561,,,UNBALANCED,LOW
RC-9010774527-3-SURRENDER_CLAIM-C4-20221210,,0.0,0561,,,UNBALANCED,LOW
RC-9010774527-3-SURRENDER_CLAIM-C5-20231210,,0.0,0561,,,UNBALANCED,LOW
RC-9010774527-3-SURRENDER_CLAIM-C6-20241210,,0.0,0561,,,UNBALANCED,LOW
RC-9010774527-3-SURRENDER_CLAIM-C7-20251210,,0.0,0561,,,UNBALANCED,LOW
RC-9010774772-2-SURRENDER_CLAIM-C0-20181216,,0.0,0561,,,UNBALANCED,LOW
RC-9010774772-2-SURRENDER_CLAIM-C1-20191216,,0.0,0561,,,UNBALANCED,LOW
RC-9010774772-2-SURRENDER_CLAIM-C2-20201216,,0.0,0561,,,UNBALANCED,LOW
RC-9010774772-2-SURRENDER_CLAIM-C3-20211216,,0.0,0561,,,UNBALANCED,LOW
RC-9010774772-2-SURRENDER_CLAIM-C4-20221216,,0.0,0561,,,UNBALANCED,LOW
RC-9010774772-2-SURRENDER_CLAIM-C5-20231216,,0.0,0561,,,UNBALANCED,LOW
RC-9010774772-2-SURRENDER_CLAIM-C6-20241216,,0.0,0561,,,UNBALANCED,LOW
RC-9010774772-2-SURRENDER_CLAIM-C7-20251216,,0.0,0561,,,UNBALANCED,LOW
RC-9010774773-1-DEATH_CLAIM-C0-20241104,0094,50502.17,0530,,0630,BALANCED,HIGH
RC-9010774773-2-SURRENDER_CLAIM-C0-20181216,,0.0,0561,,,UNBALANCED,LOW
RC-9010774773-2-SURRENDER_CLAIM-C1-20191216,,0.0,0561,,,UNBALANCED,LOW
RC-9010774773-2-SURRENDER_CLAIM-C2-20201216,,0.0,0561,,,UNBALANCED,LOW
RC-9010774773-2-SURRENDER_CLAIM-C3-20211216,,0.0,0561,,,UNBALANCED,LOW
RC-9010774773-2-SURRENDER_CLAIM-C4-20221216,,0.0,0561,,,UNBALANCED,LOW
RC-9010774773-2-SURRENDER_CLAIM-C5-20231216,,0.0,0561,,,UNBALANCED,LOW
RC-9010774773-2-SURRENDER_CLAIM-C6-20241216,,0.0,0561,,,UNBALANCED,LOW
RC-9010774794-1-DISBURSEMENT_CLAIM-C0-20260120,0090,9851.61,,,,BALANCED,HIGH
RC-9010774794-2-SURRENDER_CLAIM-C0-20180116,,0.0,0561,,,UNBALANCED,LOW
RC-9010774794-2-SURRENDER_CLAIM-C1-20190116,,0.0,0561,,,UNBALANCED,LOW
RC-9010774794-2-SURRENDER_CLAIM-C2-20200116,,0.0,0561,,,UNBALANCED,LOW
RC-9010774794-2-SURRENDER_CLAIM-C3-20210116,,0.0,0561,,,UNBALANCED,LOW
RC-9010774794-2-SURRENDER_CLAIM-C4-20220116,,0.0,0561,,,UNBALANCED,LOW
RC-9010774794-2-SURRENDER_CLAIM-C5-20230116,,0.0,0561,,,UNBALANCED,LOW
RC-9010774794-2-SURRENDER_CLAIM-C6-20240116,,0.0,0561,,,UNBALANCED,LOW
RC-9010774794-2-SURRENDER_CLAIM-C7-20250116,,0.0,0561,,,UNBALANCED,LOW
RC-9010774973-1-DISBURSEMENT_CLAIM-C0-20210114,0090,47.32,,,,BALANCED,HIGH
RC-9010774973-2-SURRENDER_CLAIM-C0-20201215,,0.0,0561,,,UNBALANCED,LOW
RC-9010774973-2-SURRENDER_CLAIM-C1-20211215,,0.0,0561,,,UNBALANCED,LOW
RC-9010774973-2-SURRENDER_CLAIM-C2-20221215,,0.0,0561,,,UNBALANCED,LOW
RC-9010774973-2-SURRENDER_CLAIM-C3-20231215,,0.0,0561,,,UNBALANCED,LOW
RC-9010774973-2-SURRENDER_CLAIM-C4-20241215,,0.0,0561,,,UNBALANCED,LOW
RC-9010774973-2-SURRENDER_CLAIM-C5-20251215,,0.0,0561,,,UNBALANCED,LOW
RC-9010775240-4-SURRENDER_CLAIM-C0-20260326,,0.0,0560,,,UNBALANCED,LOW
RC-9010775244-2-SURRENDER_CLAIM-C0-20181218,,0.0,0561,,,UNBALANCED,LOW
RC-9010775244-2-SURRENDER_CLAIM-C1-20191218,,0.0,0561,,,UNBALANCED,LOW
RC-9010775244-2-SURRENDER_CLAIM-C2-20201218,,0.0,0561,,,UNBALANCED,LOW
RC-9010775244-2-SURRENDER_CLAIM-C3-20211218,,0.0,0561,,,UNBALANCED,LOW
RC-9010775244-2-SURRENDER_CLAIM-C4-20221218,,0.0,0561,,,UNBALANCED,LOW
RC-9010775244-2-SURRENDER_CLAIM-C5-20231218,,0.0,0561,,,UNBALANCED,LOW
RC-9010775244-2-SURRENDER_CLAIM-C6-20241218,,0.0,0561,,,UNBALANCED,LOW
RC-9010775244-2-SURRENDER_CLAIM-C7-20251218,,0.0,0561,,,UNBALANCED,LOW
RC-9010775323-1-DEATH_CLAIM-C0-20200925,0094,12750.12,0530,,,BALANCED,HIGH
RC-9010775323-2-SURRENDER_CLAIM-C0-20181228,,0.0,0561,,,UNBALANCED,LOW
RC-9010775323-2-SURRENDER_CLAIM-C1-20191228,,0.0,0561,,,UNBALANCED,LOW
RC-9010775418-2-SURRENDER_CLAIM-C0-20181219,,0.0,0561,,,UNBALANCED,LOW
RC-9010775418-2-SURRENDER_CLAIM-C1-20191219,,0.0,0561,,,UNBALANCED,LOW
RC-9010775418-2-SURRENDER_CLAIM-C2-20201219,,0.0,0561,,,UNBALANCED,LOW
RC-9010775418-2-SURRENDER_CLAIM-C3-20211219,,0.0,0561,,,UNBALANCED,LOW
RC-9010775418-2-SURRENDER_CLAIM-C4-20221219,,0.0,0561,,,UNBALANCED,LOW
RC-9010775418-2-SURRENDER_CLAIM-C5-20231219,,0.0,0561,,,UNBALANCED,LOW
RC-9010775418-2-SURRENDER_CLAIM-C6-20241219,,0.0,0561,,,UNBALANCED,LOW
RC-9010775418-2-SURRENDER_CLAIM-C7-20251219,,0.0,0561,,,UNBALANCED,LOW
RC-9010775583-1-SURRENDER_CLAIM-C0-20180129,,0.0,,0412,,BALANCED,HIGH
RC-9010775722-2-SURRENDER_CLAIM-C0-20181220,,0.0,0561,,,UNBALANCED,LOW
RC-9010775722-2-SURRENDER_CLAIM-C1-20191220,,0.0,0561,,,UNBALANCED,LOW
RC-9010775722-2-SURRENDER_CLAIM-C2-20201220,,0.0,0561,,,UNBALANCED,LOW
RC-9010775722-2-SURRENDER_CLAIM-C3-20211220,,0.0,0561,,,UNBALANCED,LOW
RC-9010775722-2-SURRENDER_CLAIM-C4-20221220,,0.0,0561,,,UNBALANCED,LOW
RC-9010775722-2-SURRENDER_CLAIM-C5-20231220,,0.0,0561,,,UNBALANCED,LOW
RC-9010775722-2-SURRENDER_CLAIM-C6-20241220,,0.0,0561,,,UNBALANCED,LOW
RC-9010775722-2-SURRENDER_CLAIM-C7-20251220,,0.0,0561,,,UNBALANCED,LOW
RC-9010775723-2-SURRENDER_CLAIM-C0-20180114,,0.0,0561,,,UNBALANCED,LOW
RC-9010775723-2-SURRENDER_CLAIM-C1-20190114,,0.0,0561,,,UNBALANCED,LOW
RC-9010775723-2-SURRENDER_CLAIM-C2-20200114,,0.0,0561,,,UNBALANCED,LOW
RC-9010775723-2-SURRENDER_CLAIM-C3-20210114,,0.0,0561,,,UNBALANCED,LOW
RC-9010775723-2-SURRENDER_CLAIM-C4-20220114,,0.0,0561,,,UNBALANCED,LOW
RC-9010775723-2-SURRENDER_CLAIM-C5-20230114,,0.0,0561,,,UNBALANCED,LOW
RC-9010775723-2-SURRENDER_CLAIM-C6-20240114,,0.0,0561,,,UNBALANCED,LOW
RC-9010775723-2-SURRENDER_CLAIM-C7-20250114,,0.0,0561,,,UNBALANCED,LOW
RC-9010775723-2-SURRENDER_CLAIM-C8-20260114,,0.0,0561,,,UNBALANCED,LOW
RC-9010775940-1-SURRENDER_CLAIM-C0-20180101,,0.0,,0412,,BALANCED,HIGH
RC-9010775940-1-SURRENDER_CLAIM-C1-20190101,,0.0,,0412,,BALANCED,HIGH
RC-9010775940-2-SURRENDER_CLAIM-C0-20190125,,0.0,,,,BALANCED,HIGH
RC-9010776002-1-DEATH_CLAIM-C0-20210306,0094,2693.63,0530,,,BALANCED,HIGH
RC-9010776027-2-SURRENDER_CLAIM-C0-20181227,,0.0,0561,,,UNBALANCED,LOW
RC-9010776027-2-SURRENDER_CLAIM-C1-20191227,,0.0,0561,,,UNBALANCED,LOW
RC-9010776027-2-SURRENDER_CLAIM-C2-20201215,,0.0,0560,,,UNBALANCED,LOW
RC-9010776157-1-DEATH_CLAIM-C0-20200116,0094,30968.34,0530,,,UNBALANCED,LOW
RC-9010776157-1-SURRENDER_CLAIM-C0-20180104,,0.0,,0412,,BALANCED,HIGH
RC-9010776157-1-SURRENDER_CLAIM-C1-20190103,,0.0,,0412,,BALANCED,HIGH
RC-9010776157-1-SURRENDER_CLAIM-C2-20200107,,0.0,,0412,,BALANCED,HIGH
RC-9010776442-1-DEATH_CLAIM-C0-20200806,0094,25000.0,0530,,,BALANCED,HIGH
RC-9010776442-2-SURRENDER_CLAIM-C0-20180113,,0.0,0561,,,UNBALANCED,LOW
RC-9010776442-2-SURRENDER_CLAIM-C1-20190113,,0.0,0561,,,UNBALANCED,LOW
RC-9010776442-2-SURRENDER_CLAIM-C2-20200113,,0.0,0561,,,UNBALANCED,LOW
RC-9010776445-1-DEATH_CLAIM-C0-20240603,0094,42118.92,0530,,0630,BALANCED,HIGH
RC-9010776445-2-SURRENDER_CLAIM-C0-20180216,,0.0,0561,,,UNBALANCED,LOW
RC-9010776445-2-SURRENDER_CLAIM-C1-20190216,,0.0,0561,,,UNBALANCED,LOW
RC-9010776445-2-SURRENDER_CLAIM-C2-20200216,,0.0,0561,,,UNBALANCED,LOW
RC-9010776445-2-SURRENDER_CLAIM-C3-20210216,,0.0,0561,,,UNBALANCED,LOW
RC-9010776445-2-SURRENDER_CLAIM-C4-20220216,,0.0,0561,,,UNBALANCED,LOW
RC-9010776445-2-SURRENDER_CLAIM-C5-20230216,,0.0,0561,,,UNBALANCED,LOW
RC-9010776445-2-SURRENDER_CLAIM-C6-20240216,,0.0,0561,,,UNBALANCED,LOW
RC-9010776450-2-SURRENDER_CLAIM-C0-20180113,,0.0,0561,,,UNBALANCED,LOW
RC-9010776450-2-SURRENDER_CLAIM-C1-20190113,,0.0,0561,,,UNBALANCED,LOW
RC-9010776450-2-SURRENDER_CLAIM-C2-20200113,,0.0,0561,,,UNBALANCED,LOW
RC-9010776450-2-SURRENDER_CLAIM-C3-20210113,,0.0,0561,,,UNBALANCED,LOW
RC-9010776450-2-SURRENDER_CLAIM-C4-20220113,,0.0,0561,,,UNBALANCED,LOW
RC-9010776450-2-SURRENDER_CLAIM-C5-20230113,,0.0,0561,,,UNBALANCED,LOW
RC-9010776450-2-SURRENDER_CLAIM-C6-20240113,,0.0,0561,,,UNBALANCED,LOW
RC-9010776450-2-SURRENDER_CLAIM-C7-20250113,,0.0,0561,,,UNBALANCED,LOW
RC-9010776450-2-SURRENDER_CLAIM-C8-20250401,,0.0,0560,,,UNBALANCED,LOW
RC-9010776502-2-SURRENDER_CLAIM-C0-20180102,,0.0,0561,,,UNBALANCED,LOW
RC-9010776502-2-SURRENDER_CLAIM-C1-20190102,,0.0,0561,,,UNBALANCED,LOW
RC-9010776502-2-SURRENDER_CLAIM-C2-20200102,,0.0,0561,,,UNBALANCED,LOW
RC-9010776502-2-SURRENDER_CLAIM-C3-20210102,,0.0,0561,,,UNBALANCED,LOW
RC-9010776502-2-SURRENDER_CLAIM-C4-20220102,,0.0,0561,,,UNBALANCED,LOW
RC-9010776502-2-SURRENDER_CLAIM-C5-20230102,,0.0,0561,,,UNBALANCED,LOW
RC-9010776502-2-SURRENDER_CLAIM-C6-20240102,,0.0,0561,,,UNBALANCED,LOW
RC-9010776502-2-SURRENDER_CLAIM-C7-20250102,,0.0,0561,,,UNBALANCED,LOW
RC-9010776502-2-SURRENDER_CLAIM-C8-20260102,,0.0,0561,,,UNBALANCED,LOW
RC-9010776555-1-DEATH_CLAIM-C0-20200203,0094,11121.99,0530,,0630,BALANCED,HIGH
RC-9010776651-1-DISBURSEMENT_CLAIM-C0-20190813,0090,386.8,,,,BALANCED,HIGH
RC-9010776651-1-SURRENDER_CLAIM-C0-20181115,,0.0,,0411|0412,,BALANCED,HIGH
RC-9010776651-2-SURRENDER_CLAIM-C0-20180115,,0.0,0561,,,UNBALANCED,LOW
RC-9010776651-2-SURRENDER_CLAIM-C1-20190115,,0.0,0561,,,UNBALANCED,LOW
RC-9010776651-2-SURRENDER_CLAIM-C2-20200115,,0.0,0561,,,UNBALANCED,LOW
RC-9010776651-2-SURRENDER_CLAIM-C3-20210115,,0.0,0561,,,UNBALANCED,LOW
RC-9010776651-2-SURRENDER_CLAIM-C4-20220115,,0.0,0561,,,UNBALANCED,LOW
RC-9010776651-2-SURRENDER_CLAIM-C5-20230115,,0.0,0561,,,UNBALANCED,LOW
RC-9010776651-2-SURRENDER_CLAIM-C6-20240115,,0.0,0561,,,UNBALANCED,LOW
