COVERAGE_ID,TYPE_CODE,SEX,BAND,UWCLS,RECORD_SEQ,SEQ   ,VALUE_INFO      ,VALUE_FLOAT             ,AAGE_KEY0                                   
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    33,      12.6100000,                     0.0,0x3637392043454E20534442504D3153303130303333
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    34,      13.2100000,                     0.0,0x3637392043454E20534442504D3153303130303334
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    35,      13.8600000,                     0.0,0x3637392043454E20534442504D3153303130303335
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    36,      14.5500000,                     0.0,0x3637392043454E20534442504D3153303130303336
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    37,      15.3000000,                     0.0,0x3637392043454E20534442504D3153303130303337
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    38,      16.0900000,                     0.0,0x3637392043454E20534442504D3153303130303338
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    39,      16.9500000,                     0.0,0x3637392043454E20534442504D3153303130303339
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    40,      17.8600000,                     0.0,0x3637392043454E20534442504D3153303130303430
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    41,      18.8400000,                     0.0,0x3637392043454E20534442504D3153303130303431
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    42,      19.8800000,                     0.0,0x3637392043454E20534442504D3153303130303432
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    43,      20.9800000,                     0.0,0x3637392043454E20534442504D3153303130303433
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    44,      22.1600000,                     0.0,0x3637392043454E20534442504D3153303130303434
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    45,      23.4200000,                     0.0,0x3637392043454E20534442504D3153303130303435
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    46,      24.7400000,                     0.0,0x3637392043454E20534442504D3153303130303436
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    47,      26.1500000,                     0.0,0x3637392043454E20534442504D3153303130303437
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    48,      27.6400000,                     0.0,0x3637392043454E20534442504D3153303130303438
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    49,      29.2100000,                     0.0,0x3637392043454E20534442504D3153303130303439
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    50,      30.8700000,                     0.0,0x3637392043454E20534442504D3153303130303530
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    51,      32.6200000,                     0.0,0x3637392043454E20534442504D3153303130303531
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    52,      34.4700000,                     0.0,0x3637392043454E20534442504D3153303130303532
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    53,      36.3900000,                     0.0,0x3637392043454E20534442504D3153303130303533
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    54,      38.4400000,                     0.0,0x3637392043454E20534442504D3153303130303534
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    55,      40.5800000,                     0.0,0x3637392043454E20534442504D3153303130303535
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    56,      42.8300000,                     0.0,0x3637392043454E20534442504D3153303130303536
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    57,      45.1800000,                     0.0,0x3637392043454E20534442504D3153303130303537
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    58,      47.6400000,                     0.0,0x3637392043454E20534442504D3153303130303538
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    59,      50.2200000,                     0.0,0x3637392043454E20534442504D3153303130303539
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    60,      52.9100000,                     0.0,0x3637392043454E20534442504D3153303130303630
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    61,      55.7200000,                     0.0,0x3637392043454E20534442504D3153303130303631
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    62,      58.6500000,                     0.0,0x3637392043454E20534442504D3153303130303632
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    63,      61.8500000,                     0.0,0x3637392043454E20534442504D3153303130303633
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    64,      65.2100000,                     0.0,0x3637392043454E20534442504D3153303130303634
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    65,      68.6400000,                     0.0,0x3637392043454E20534442504D3153303130303635
679 CEN SD ,BP       ,M  ,1   ,S    ,         1,    66,      72.8000000,                     0.0,0x3637392043454E20534442504D3153303130303636
679 CEN SD ,NC       ,M  ,1   ,S    ,         1,     1,       3.0700000,                     0.0,0x3637392043454E2053444E434D3153303130303031
679 CEN SD ,NC       ,M  ,1   ,S    ,         1,     2,       3.1400000,                     0.0,0x3637392043454E2053444E434D3153303130303032
679 CEN SD ,NC       ,M  ,1   ,S    ,         1,     3,       3.2200000,                     0.0,0x3637392043454E2053444E434D3153303130303033
679 CEN SD ,NC       ,M  ,1   ,S    ,         1,     4,       3.3100000,                     0.0,0x3637392043454E2053444E434D3153303130303034
8286 GI 2+ ,PR       ,M  ,1   ,S    ,         1,     1,      15.3000000,                     0.0,0x3832383620474920322B50524D3153303130303031
8286 GI 2+ ,PR       ,M  ,1   ,S    ,         1,     2,      15.3000000,                     0.0,0x3832383620474920322B50524D3153303130303032
8286 GI 2+ ,PR       ,M  ,1   ,S    ,         1,     3,      15.3000000,                     0.0,0x3832383620474920322B50524D3153303130303033
8286 GI 2+ ,PR       ,M  ,1   ,S    ,         1,     4,      15.3000000,                     0.0,0x3832383620474920322B50524D3153303130303034
8286 GI 2+ ,PR       ,M  ,1   ,S    ,         1,     5,      15.3000000,                     0.0,0x3832383620474920322B50524D3153303130303035
8286 GI 2+ ,PR       ,M  ,1   ,S    ,         1,     6,      15.3000000,                     0.0,0x3832383620474920322B50524D3153303130303036
8286 GI 2+ ,PR       ,M  ,1   ,S    ,         1,     7,      18.2400000,                     0.0,0x3832383620474920322B50524D3153303130303037
8286 GI 2+ ,PR       ,M  ,1   ,S    ,         1,     8,      18.2400000,                     0.0,0x3832383620474920322B50524D3153303130303038
8286 GI 2+ ,PR       ,M  ,1   ,S    ,         1,     9,      18.2400000,                     0.0,0x3832383620474920322B50524D3153303130303039
8286 GI 2+ ,PR       ,M  ,1   ,S    ,         1,    10,      18.2400000,                     0.0,0x3832383620474920322B50524D3153303130303130
8286 GI 2+ ,PR       ,M  ,1   ,S    ,         1,    11,      18.2400000,                     0.0,0x3832383620474920322B50524D3153303130303131
8286 GI 2+ ,PR       ,M  ,1   ,S    ,         1,    12,      21.8800000,                     0.0,0x3832383620474920322B50524D3153303130303132
8286 GI 2+ ,PR       ,M  ,1   ,S    ,         1,    13,      21.8800000,                     0.0,0x3832383620474920322B50524D3153303130303133
8286 GI 2+ ,PR       ,M  ,1   ,S    ,         1,    14,      21.8800000,                     0.0,0x3832383620474920322B50524D3153303130303134
8286 GI 2+ ,PR       ,M  ,1   ,S    ,         1,    15,      21.8800000,                     0.0,0x3832383620474920322B50524D3153303130303135
8286 GI 2+ ,PR       ,M  ,1   ,S    ,         1,    16,      21.8800000,                     0.0,0x3832383620474920322B50524D3153303130303136
8286 GI 2+ ,PR       ,M  ,1   ,S    ,         1,    17,      24.1800000,                     0.0,0x3832383620474920322B50524D3153303130303137
8286 GI 2+ ,PR       ,M  ,1   ,S    ,         1,    18,      24.1800000,                     0.0,0x3832383620474920322B50524D3153303130303138
8286 GI 2+ ,PR       ,M  ,1   ,S    ,         1,    19,      24.1800000,                     0.0,0x3832383620474920322B50524D3153303130303139
896 DAR    ,NP       ,M  ,1   ,0    ,         1,     1,     111.1100000,                     0.0,0x383936204441522020204E504D3130303130303031
896 DAR    ,NP       ,M  ,1   ,0    ,         1,    14,     111.1100000,                     0.0,0x383936204441522020204E504D3130303130303134
896 DAR    ,NP       ,M  ,1   ,0    ,         1,    27,     111.1100000,                     0.0,0x383936204441522020204E504D3130303130303237
896 DAR    ,PR       ,M  ,1   ,0    ,         1,     1,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303031
896 DAR    ,PR       ,M  ,1   ,0    ,         1,     2,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303032
896 DAR    ,PR       ,M  ,1   ,0    ,         1,     3,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303033
896 DAR    ,PR       ,M  ,1   ,0    ,         1,     4,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303034
896 DAR    ,PR       ,M  ,1   ,0    ,         1,     5,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303035
896 DAR    ,PR       ,M  ,1   ,0    ,         1,     6,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303036
896 DAR    ,PR       ,M  ,1   ,0    ,         1,     7,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303037
896 DAR    ,PR       ,M  ,1   ,0    ,         1,     8,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303038
896 DAR    ,PR       ,M  ,1   ,0    ,         1,     9,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303039
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    10,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303130
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    11,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303131
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    12,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303132
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    13,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303133
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    14,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303134
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    15,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303135
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    16,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303136
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    17,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303137
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    18,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303138
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    19,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303139
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    20,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303230
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    21,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303231
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    22,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303232
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    23,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303233
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    24,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303234
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    25,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303235
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    26,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303236
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    27,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303237
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    28,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303238
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    29,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303239
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    30,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303330
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    31,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303331
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    32,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303332
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    33,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303333
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    34,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303334
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    35,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303335
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    36,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303336
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    37,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303337
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    38,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303338
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    39,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303339
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    40,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303430
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    41,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303431
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    42,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303432
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    43,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303433
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    44,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303434
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    45,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303435
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    46,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303436
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    47,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303437
896 DAR    ,PR       ,M  ,1   ,0    ,         1,    48,     111.1100000,                     0.0,0x3839362044415220202050524D3130303130303438
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,     8,       1.0900000,                     0.0,0x4C3037203559204C54205052463253303130303038
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,     9,       1.0900000,                     0.0,0x4C3037203559204C54205052463253303130303039
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    10,       1.0900000,                     0.0,0x4C3037203559204C54205052463253303130303130
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    11,       1.0900000,                     0.0,0x4C3037203559204C54205052463253303130303131
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    12,       1.0900000,                     0.0,0x4C3037203559204C54205052463253303130303132
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    13,       1.0900000,                     0.0,0x4C3037203559204C54205052463253303130303133
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    14,       1.0900000,                     0.0,0x4C3037203559204C54205052463253303130303134
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    15,       1.0900000,                     0.0,0x4C3037203559204C54205052463253303130303135
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    16,       1.0900000,                     0.0,0x4C3037203559204C54205052463253303130303136
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    17,       1.0900000,                     0.0,0x4C3037203559204C54205052463253303130303137
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    18,       1.0900000,                     0.0,0x4C3037203559204C54205052463253303130303138
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    19,       1.0900000,                     0.0,0x4C3037203559204C54205052463253303130303139
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    20,       1.0900000,                     0.0,0x4C3037203559204C54205052463253303130303230
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    21,       1.0900000,                     0.0,0x4C3037203559204C54205052463253303130303231
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    22,       1.1200000,                     0.0,0x4C3037203559204C54205052463253303130303232
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    23,       1.1500000,                     0.0,0x4C3037203559204C54205052463253303130303233
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    24,       1.1800000,                     0.0,0x4C3037203559204C54205052463253303130303234
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    25,       1.2200000,                     0.0,0x4C3037203559204C54205052463253303130303235
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    26,       1.2500000,                     0.0,0x4C3037203559204C54205052463253303130303236
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    27,       1.3000000,                     0.0,0x4C3037203559204C54205052463253303130303237
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    28,       1.3500000,                     0.0,0x4C3037203559204C54205052463253303130303238
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    29,       1.4200000,                     0.0,0x4C3037203559204C54205052463253303130303239
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    30,       1.4700000,                     0.0,0x4C3037203559204C54205052463253303130303330
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    31,       1.5400000,                     0.0,0x4C3037203559204C54205052463253303130303331
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    32,       1.6200000,                     0.0,0x4C3037203559204C54205052463253303130303332
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    33,       1.7000000,                     0.0,0x4C3037203559204C54205052463253303130303333
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    34,       1.7900000,                     0.0,0x4C3037203559204C54205052463253303130303334
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    35,       1.8900000,                     0.0,0x4C3037203559204C54205052463253303130303335
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    36,       1.9900000,                     0.0,0x4C3037203559204C54205052463253303130303336
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    37,       2.1100000,                     0.0,0x4C3037203559204C54205052463253303130303337
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    38,       2.2300000,                     0.0,0x4C3037203559204C54205052463253303130303338
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    39,       2.3600000,                     0.0,0x4C3037203559204C54205052463253303130303339
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    40,       2.4800000,                     0.0,0x4C3037203559204C54205052463253303130303430
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    41,       2.6200000,                     0.0,0x4C3037203559204C54205052463253303130303431
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    42,       2.7500000,                     0.0,0x4C3037203559204C54205052463253303130303432
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    43,       2.8900000,                     0.0,0x4C3037203559204C54205052463253303130303433
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    44,       3.0300000,                     0.0,0x4C3037203559204C54205052463253303130303434
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    45,       3.1600000,                     0.0,0x4C3037203559204C54205052463253303130303435
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    46,       3.3100000,                     0.0,0x4C3037203559204C54205052463253303130303436
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    47,       3.4500000,                     0.0,0x4C3037203559204C54205052463253303130303437
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    48,       3.5900000,                     0.0,0x4C3037203559204C54205052463253303130303438
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    49,       3.7500000,                     0.0,0x4C3037203559204C54205052463253303130303439
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    50,       3.9200000,                     0.0,0x4C3037203559204C54205052463253303130303530
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    51,       4.1300000,                     0.0,0x4C3037203559204C54205052463253303130303531
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    52,       4.3400000,                     0.0,0x4C3037203559204C54205052463253303130303532
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    53,       4.5900000,                     0.0,0x4C3037203559204C54205052463253303130303533
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    54,       4.8600000,                     0.0,0x4C3037203559204C54205052463253303130303534
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    55,       5.1500000,                     0.0,0x4C3037203559204C54205052463253303130303535
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    56,       5.4600000,                     0.0,0x4C3037203559204C54205052463253303130303536
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    57,       5.7800000,                     0.0,0x4C3037203559204C54205052463253303130303537
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    58,       6.1100000,                     0.0,0x4C3037203559204C54205052463253303130303538
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    59,       6.4600000,                     0.0,0x4C3037203559204C54205052463253303130303539
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    60,       6.8300000,                     0.0,0x4C3037203559204C54205052463253303130303630
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    61,       7.2300000,                     0.0,0x4C3037203559204C54205052463253303130303631
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    62,       7.6600000,                     0.0,0x4C3037203559204C54205052463253303130303632
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    63,       8.1500000,                     0.0,0x4C3037203559204C54205052463253303130303633
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    64,       8.7600000,                     0.0,0x4C3037203559204C54205052463253303130303634
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    65,       9.5100000,                     0.0,0x4C3037203559204C54205052463253303130303635
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    66,      10.4500000,                     0.0,0x4C3037203559204C54205052463253303130303636
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    67,      11.6200000,                     0.0,0x4C3037203559204C54205052463253303130303637
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    68,      13.0100000,                     0.0,0x4C3037203559204C54205052463253303130303638
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    69,      14.6100000,                     0.0,0x4C3037203559204C54205052463253303130303639
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    70,      16.4400000,                     0.0,0x4C3037203559204C54205052463253303130303730
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    71,      18.4900000,                     0.0,0x4C3037203559204C54205052463253303130303731
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    72,      29.4400000,                     0.0,0x4C3037203559204C54205052463253303130303732
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    73,      35.5200000,                     0.0,0x4C3037203559204C54205052463253303130303733
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    74,      42.3700000,                     0.0,0x4C3037203559204C54205052463253303130303734
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    75,      49.9700000,                     0.0,0x4C3037203559204C54205052463253303130303735
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    76,      58.3400000,                     0.0,0x4C3037203559204C54205052463253303130303736
L07 5Y LT  ,PR       ,F  ,2   ,S    ,         1,    77,      67.4600000,                     0.0,0x4C3037203559204C54205052463253303130303737
667 ART    ,PR       ,M  ,4   ,S    ,         1,    28,       2.1500000,                     0.0,0x3636372041525420202050524D3453303130303238
667 ART    ,PR       ,M  ,4   ,S    ,         1,    29,       2.1800000,                     0.0,0x3636372041525420202050524D3453303130303239
667 ART    ,PR       ,M  ,4   ,S    ,         1,    30,       2.2200000,                     0.0,0x3636372041525420202050524D3453303130303330
667 ART    ,PR       ,M  ,4   ,S    ,         1,    31,       2.2600000,                     0.0,0x3636372041525420202050524D3453303130303331
667 ART    ,PR       ,M  ,4   ,S    ,         1,    32,       2.3000000,                     0.0,0x3636372041525420202050524D3453303130303332
667 ART    ,PR       ,M  ,4   ,S    ,         1,    33,       2.3600000,                     0.0,0x3636372041525420202050524D3453303130303333
667 ART    ,PR       ,M  ,4   ,S    ,         1,    34,       2.4300000,                     0.0,0x3636372041525420202050524D3453303130303334
667 ART    ,PR       ,M  ,4   ,S    ,         1,    35,       2.5200000,                     0.0,0x3636372041525420202050524D3453303130303335
667 ART    ,PR       ,M  ,4   ,S    ,         1,    36,       2.6300000,                     0.0,0x3636372041525420202050524D3453303130303336
667 ART    ,PR       ,M  ,4   ,S    ,         1,    37,       2.7600000,                     0.0,0x3636372041525420202050524D3453303130303337
667 ART    ,PR       ,M  ,4   ,S    ,         1,    38,       2.9200000,                     0.0,0x3636372041525420202050524D3453303130303338
667 ART    ,PR       ,M  ,4   ,S    ,         1,    39,       3.1000000,                     0.0,0x3636372041525420202050524D3453303130303339
667 ART    ,PR       ,M  ,4   ,S    ,         1,    40,       3.3200000,                     0.0,0x3636372041525420202050524D3453303130303430
667 ART    ,PR       ,M  ,4   ,S    ,         1,    41,       3.5700000,                     0.0,0x3636372041525420202050524D3453303130303431
667 ART    ,PR       ,M  ,4   ,S    ,         1,    42,       3.8600000,                     0.0,0x3636372041525420202050524D3453303130303432
667 ART    ,PR       ,M  ,4   ,S    ,         1,    43,       4.1900000,                     0.0,0x3636372041525420202050524D3453303130303433
667 ART    ,PR       ,M  ,4   ,S    ,         1,    44,       4.5600000,                     0.0,0x3636372041525420202050524D3453303130303434
667 ART    ,PR       ,M  ,4   ,S    ,         1,    45,       4.9800000,                     0.0,0x3636372041525420202050524D3453303130303435
667 ART    ,PR       ,M  ,4   ,S    ,         1,    46,       5.4500000,                     0.0,0x3636372041525420202050524D3453303130303436
667 ART    ,PR       ,M  ,4   ,S    ,         1,    47,       5.9700000,                     0.0,0x3636372041525420202050524D3453303130303437
667 ART    ,PR       ,M  ,4   ,S    ,         1,    48,       6.5500000,                     0.0,0x3636372041525420202050524D3453303130303438
667 ART    ,PR       ,M  ,4   ,S    ,         1,    49,       7.1800000,                     0.0,0x3636372041525420202050524D3453303130303439
667 ART    ,PR       ,M  ,4   ,S    ,         1,    50,       7.8800000,                     0.0,0x3636372041525420202050524D3453303130303530
667 ART    ,PR       ,M  ,4   ,S    ,         1,    51,       8.6400000,                     0.0,0x3636372041525420202050524D3453303130303531
667 ART    ,PR       ,M  ,4   ,S    ,         1,    52,       9.4600000,                     0.0,0x3636372041525420202050524D3453303130303532
667 ART    ,PR       ,M  ,4   ,S    ,         1,    53,      10.3600000,                     0.0,0x3636372041525420202050524D3453303130303533
667 ART    ,PR       ,M  ,4   ,S    ,         1,    54,      11.3300000,                     0.0,0x3636372041525420202050524D3453303130303534
667 ART    ,PR       ,M  ,4   ,S    ,         1,    55,      12.3800000,                     0.0,0x3636372041525420202050524D3453303130303535
667 ART    ,PR       ,M  ,4   ,S    ,         1,    56,      13.5000000,                     0.0,0x3636372041525420202050524D3453303130303536
667 ART    ,PR       ,M  ,4   ,S    ,         1,    57,      14.7100000,                     0.0,0x3636372041525420202050524D3453303130303537
667 ART    ,PR       ,M  ,4   ,S    ,         1,    58,      16.0000000,                     0.0,0x3636372041525420202050524D3453303130303538
667 ART    ,PR       ,M  ,4   ,S    ,         1,    59,      17.3800000,                     0.0,0x3636372041525420202050524D3453303130303539
667 ART    ,PR       ,M  ,4   ,S    ,         1,    60,      18.8500000,                     0.0,0x3636372041525420202050524D3453303130303630
667 ART    ,PR       ,M  ,4   ,S    ,         1,    61,      20.4200000,                     0.0,0x3636372041525420202050524D3453303130303631
667 ART    ,PR       ,M  ,4   ,S    ,         1,    62,      22.0800000,                     0.0,0x3636372041525420202050524D3453303130303632
667 ART    ,PR       ,M  ,4   ,S    ,         1,    63,      23.8400000,                     0.0,0x3636372041525420202050524D3453303130303633
