policy_number,mplan,msurrdate,msurramt,benefit_seq,miswl,match_status,pfndr_policy_rows,pfndr_unique_valuation_dates,pfndr_dup_rows_at_miswl
9010770844,1659C2,20181115,206.75,2,20260515,MATCHED,1,1,1
9010770844,1659C2,20191115,206.75,2,20260515,MATCHED,1,1,1
9010770844,1659C2,20201115,206.75,2,20260515,MATCHED,1,1,1
9010770844,1659C2,20211115,206.75,2,20260515,MATCHED,1,1,1
9010770844,1659C2,20221115,206.75,2,20260515,MATCHED,1,1,1
9010770844,1659C2,20231115,206.75,2,20260515,MATCHED,1,1,1
9010770844,1659C2,20241115,206.75,2,20260515,MATCHED,1,1,1
9010770844,1659C2,20251115,206.75,2,20260515,MATCHED,1,1,1
9010770865,1659CR,20181115,306.04,2,20230616,MATCHED,1,1,1
9010770865,1659CR,20191115,306.04,2,20230616,MATCHED,1,1,1
9010770865,1659CR,20201115,306.04,2,20230616,MATCHED,1,1,1
9010770865,1659CR,20211115,306.04,2,20230616,MATCHED,1,1,1
9010770865,1659CR,20221115,306.04,2,20230616,MATCHED,1,1,1
9010771070,1659CR,20181113,272.4,2,20221013,MATCHED,1,1,1
9010771070,1659CR,20191113,272.4,2,20221013,MATCHED,1,1,1
9010771070,1659CR,20201113,272.4,2,20221013,MATCHED,1,1,1
9010771070,1659CR,20211113,272.4,2,20221013,MATCHED,1,1,1
9010771532,1659C2,20181201,390.25,2,20260501,MATCHED,1,1,1
9010771532,1659C2,20191201,390.25,2,20260501,MATCHED,1,1,1
9010771532,1659C2,20201201,390.25,2,20260501,MATCHED,1,1,1
9010771532,1659C2,20211201,390.25,2,20260501,MATCHED,1,1,1
9010771532,1659C2,20221201,390.25,2,20260501,MATCHED,1,1,1
9010771532,1659C2,20231201,390.25,2,20260501,MATCHED,1,1,1
9010771532,1659C2,20241201,390.25,2,20260501,MATCHED,1,1,1
9010771532,1659C2,20251201,390.25,2,20260501,MATCHED,1,1,1
9010771832,1659C2,20181115,343.25,2,20260515,MATCHED,1,1,1
9010771832,1659C2,20191115,343.25,2,20260515,MATCHED,1,1,1
9010771832,1659C2,20201115,343.25,2,20260515,MATCHED,1,1,1
9010771832,1659C2,20211115,343.25,2,20260515,MATCHED,1,1,1
9010771832,1659C2,20221115,343.25,2,20260515,MATCHED,1,1,1
9010771832,1659C2,20231115,343.25,2,20260515,MATCHED,1,1,1
9010771832,1659C2,20241115,343.25,2,20260515,MATCHED,1,1,1
9010771832,1659C2,20251115,343.25,2,20260515,MATCHED,1,1,1
9010771833,1659C2,20181115,458.75,2,20260515,MATCHED,1,1,1
9010771833,1659C2,20191115,458.75,2,20260515,MATCHED,1,1,1
9010771833,1659C2,20201115,458.75,2,20260515,MATCHED,1,1,1
9010771833,1659C2,20211115,458.75,2,20260515,MATCHED,1,1,1
9010771833,1659C2,20221115,458.75,2,20260515,MATCHED,1,1,1
9010771833,1659C2,20231115,458.75,2,20260515,MATCHED,1,1,1
9010771833,1659C2,20241115,458.75,2,20260515,MATCHED,1,1,1
9010771833,1659C2,20251115,458.75,2,20260515,MATCHED,1,1,1
9010772668,1659CR,20181123,164.3,2,20191123,MATCHED,1,1,1
9010772898,1659C2,20181126,458.75,2,20250414,MATCHED,1,1,1
9010772898,1659C2,20191126,458.75,2,20250414,MATCHED,1,1,1
9010772898,1659C2,20201126,458.75,2,20250414,MATCHED,1,1,1
9010772898,1659C2,20211126,458.75,2,20250414,MATCHED,1,1,1
9010772898,1659C2,20221126,458.75,2,20250414,MATCHED,1,1,1
9010772898,1659C2,20231126,458.75,2,20250414,MATCHED,1,1,1
9010772898,1659C2,20241126,458.75,2,20250414,MATCHED,1,1,1
9010772957,1659C2,20181126,214.25,2,20260526,MATCHED,1,1,1
9010772957,1659C2,20191126,214.25,2,20260526,MATCHED,1,1,1
9010772957,1659C2,20201126,214.25,2,20260526,MATCHED,1,1,1
9010772957,1659C2,20211126,214.25,2,20260526,MATCHED,1,1,1
9010772957,1659C2,20221126,214.25,2,20260526,MATCHED,1,1,1
9010772957,1659C2,20231126,214.25,2,20260526,MATCHED,1,1,1
9010772957,1659C2,20241126,214.25,2,20260526,MATCHED,1,1,1
9010772957,1659C2,20251126,214.25,2,20260526,MATCHED,1,1,1
9010773107,1659CR,20171201,259.2,2,20240905,MATCHED,1,1,1
9010773107,1659CR,20181201,259.2,2,20240905,MATCHED,1,1,1
9010773107,1659CR,20191201,259.2,2,20240905,MATCHED,1,1,1
9010773107,1659CR,20201201,259.2,2,20240905,MATCHED,1,1,1
9010773107,1659CR,20211201,259.2,2,20240905,MATCHED,1,1,1
9010773107,1659CR,20221201,259.2,2,20240905,MATCHED,1,1,1
9010773107,1659CR,20231201,259.2,2,20240905,MATCHED,1,1,1
9010773468,1659CR,20181205,179.35,2,20221105,MATCHED,1,1,1
9010773468,1659CR,20191205,179.35,2,20221105,MATCHED,1,1,1
9010773468,1659CR,20201205,179.35,2,20221105,MATCHED,1,1,1
9010773468,1659CR,20211205,179.35,2,20221105,MATCHED,1,1,1
9010773681,1659C2,20181201,297.52,2,20260501,MATCHED,1,1,1
9010773681,1659C2,20191201,297.52,2,20260501,MATCHED,1,1,1
9010773681,1659C2,20201201,297.52,2,20260501,MATCHED,1,1,1
9010773681,1659C2,20211201,297.52,2,20260501,MATCHED,1,1,1
9010773681,1659C2,20221201,297.52,2,20260501,MATCHED,1,1,1
9010773681,1659C2,20231201,297.52,2,20260501,MATCHED,1,1,1
9010773681,1659C2,20241201,297.52,2,20260501,MATCHED,1,1,1
9010773681,1659C2,20251201,297.52,2,20260501,MATCHED,1,1,1
9010773856,1659CR,20181205,287.02,2,20191223,MATCHED,1,1,1
9010773856,1659CR,20191205,287.02,2,20191223,MATCHED,1,1,1
9010774490,1659C2,20181210,246.75,2,20260510,MATCHED,1,1,1
9010774490,1659C2,20191210,246.75,2,20260510,MATCHED,1,1,1
9010774490,1659C2,20201210,246.75,2,20260510,MATCHED,1,1,1
9010774490,1659C2,20211210,246.75,2,20260510,MATCHED,1,1,1
9010774490,1659C2,20221210,246.75,2,20260510,MATCHED,1,1,1
9010774490,1659C2,20231210,246.75,2,20260510,MATCHED,1,1,1
9010774490,1659C2,20241210,246.75,2,20260510,MATCHED,1,1,1
9010774490,1659C2,20251210,246.75,2,20260510,MATCHED,1,1,1
9010774527,1659C2,20181210,358.0,3,20260510,MATCHED,1,1,1
9010774527,1659C2,20191210,358.0,3,20260510,MATCHED,1,1,1
9010774527,1659C2,20201210,358.0,3,20260510,MATCHED,1,1,1
9010774527,1659C2,20211210,358.0,3,20260510,MATCHED,1,1,1
9010774527,1659C2,20221210,358.0,3,20260510,MATCHED,1,1,1
9010774527,1659C2,20231210,358.0,3,20260510,MATCHED,1,1,1
9010774527,1659C2,20241210,358.0,3,20260510,MATCHED,1,1,1
9010774527,1659C2,20251210,358.0,3,20260510,MATCHED,1,1,1
9010774772,1659C2,20181216,448.0,2,20260516,MATCHED,1,1,1
9010774772,1659C2,20191216,448.0,2,20260516,MATCHED,1,1,1
9010774772,1659C2,20201216,448.0,2,20260516,MATCHED,1,1,1
9010774772,1659C2,20211216,448.0,2,20260516,MATCHED,1,1,1
9010774772,1659C2,20221216,448.0,2,20260516,MATCHED,1,1,1
9010774772,1659C2,20231216,448.0,2,20260516,MATCHED,1,1,1
9010774772,1659C2,20241216,448.0,2,20260516,MATCHED,1,1,1
9010774772,1659C2,20251216,448.0,2,20260516,MATCHED,1,1,1
9010774773,1659C2,20181216,604.5,2,20241104,MATCHED,1,1,1
9010774773,1659C2,20191216,604.5,2,20241104,MATCHED,1,1,1
9010774773,1659C2,20201216,604.5,2,20241104,MATCHED,1,1,1
9010774773,1659C2,20211216,604.5,2,20241104,MATCHED,1,1,1
9010774773,1659C2,20221216,604.5,2,20241104,MATCHED,1,1,1
9010774773,1659C2,20231216,604.5,2,20241104,MATCHED,1,1,1
9010774794,1659CR,20180116,268.48,2,20260116,MATCHED,1,1,1
9010774794,1659CR,20190116,268.48,2,20260116,MATCHED,1,1,1
9010774794,1659CR,20200116,268.48,2,20260116,MATCHED,1,1,1
9010774794,1659CR,20210116,268.48,2,20260116,MATCHED,1,1,1
9010774794,1659CR,20220116,268.48,2,20260116,MATCHED,1,1,1
9010774794,1659CR,20230116,268.48,2,20260116,MATCHED,1,1,1
9010774794,1659CR,20240116,268.48,2,20260116,MATCHED,1,1,1
9010774794,1659CR,20250116,268.48,2,20260116,MATCHED,1,1,1
9010774973,1659C2,20201215,175.25,2,20260515,MATCHED,1,1,1
9010774973,1659C2,20211215,175.25,2,20260515,MATCHED,1,1,1
9010774973,1659C2,20221215,175.25,2,20260515,MATCHED,1,1,1
9010774973,1659C2,20231215,175.25,2,20260515,MATCHED,1,1,1
9010774973,1659C2,20241215,175.25,2,20260515,MATCHED,1,1,1
9010774973,1659C2,20251215,175.25,2,20260515,MATCHED,1,1,1
9010775244,1659C2,20181218,642.5,2,20260518,MATCHED,1,1,1
9010775244,1659C2,20191218,642.5,2,20260518,MATCHED,1,1,1
9010775244,1659C2,20201218,642.5,2,20260518,MATCHED,1,1,1
9010775244,1659C2,20211218,642.5,2,20260518,MATCHED,1,1,1
9010775244,1659C2,20221218,642.5,2,20260518,MATCHED,1,1,1
9010775244,1659C2,20231218,642.5,2,20260518,MATCHED,1,1,1
9010775244,1659C2,20241218,642.5,2,20260518,MATCHED,1,1,1
9010775244,1659C2,20251218,642.5,2,20260518,MATCHED,1,1,1
9010775323,1659CR,20181228,281.98,2,20200925,MATCHED,1,1,1
9010775323,1659CR,20191228,281.98,2,20200925,MATCHED,1,1,1
9010775418,1659C2,20181219,238.5,2,20260519,MATCHED,1,1,1
9010775418,1659C2,20191219,238.5,2,20260519,MATCHED,1,1,1
9010775418,1659C2,20201219,238.5,2,20260519,MATCHED,1,1,1
9010775418,1659C2,20211219,238.5,2,20260519,MATCHED,1,1,1
9010775418,1659C2,20221219,238.5,2,20260519,MATCHED,1,1,1
9010775418,1659C2,20231219,238.5,2,20260519,MATCHED,1,1,1
9010775418,1659C2,20241219,238.5,2,20260519,MATCHED,1,1,1
9010775418,1659C2,20251219,238.5,2,20260519,MATCHED,1,1,1
9010775722,1659C2,20181220,134.75,2,20260520,MATCHED,1,1,1
9010775722,1659C2,20191220,134.75,2,20260520,MATCHED,1,1,1
9010775722,1659C2,20201220,134.75,2,20260520,MATCHED,1,1,1
9010775722,1659C2,20211220,134.75,2,20260520,MATCHED,1,1,1
9010775722,1659C2,20221220,134.75,2,20260520,MATCHED,1,1,1
9010775722,1659C2,20231220,134.75,2,20260520,MATCHED,1,1,1
9010775722,1659C2,20241220,134.75,2,20260520,MATCHED,1,1,1
9010775722,1659C2,20251220,134.75,2,20260520,MATCHED,1,1,1
9010775723,1659C2,20180114,123.25,2,20260514,MATCHED,1,1,1
9010775723,1659C2,20190114,123.25,2,20260514,MATCHED,1,1,1
9010775723,1659C2,20200114,123.25,2,20260514,MATCHED,1,1,1
9010775723,1659C2,20210114,123.25,2,20260514,MATCHED,1,1,1
9010775723,1659C2,20220114,123.25,2,20260514,MATCHED,1,1,1
9010775723,1659C2,20230114,123.25,2,20260514,MATCHED,1,1,1
9010775723,1659C2,20240114,123.25,2,20260514,MATCHED,1,1,1
9010775723,1659C2,20250114,123.25,2,20260514,MATCHED,1,1,1
9010775723,1659C2,20260114,123.25,2,20260514,MATCHED,1,1,1
9010776027,1659C2,20181227,2233.0,2,20201215,MATCHED,1,1,1
9010776027,1659C2,20191227,2233.0,2,20201215,MATCHED,1,1,1
9010776442,1659C2,20180113,271.0,2,20200806,MATCHED,1,1,1
9010776442,1659C2,20190113,271.0,2,20200806,MATCHED,1,1,1
9010776442,1659C2,20200113,271.0,2,20200806,MATCHED,1,1,1
9010776445,1659C2,20180216,753.7,2,20240603,MATCHED,1,1,1
9010776445,1659C2,20190216,753.7,2,20240603,MATCHED,1,1,1
9010776445,1659C2,20200216,753.7,2,20240603,MATCHED,1,1,1
9010776445,1659C2,20210216,753.7,2,20240603,MATCHED,1,1,1
9010776445,1659C2,20220216,753.7,2,20240603,MATCHED,1,1,1
9010776445,1659C2,20230216,753.7,2,20240603,MATCHED,1,1,1
9010776445,1659C2,20240216,753.7,2,20240603,MATCHED,1,1,1
9010776450,1659C2,20180113,298.75,2,20250401,MATCHED,1,1,1
9010776450,1659C2,20190113,298.75,2,20250401,MATCHED,1,1,1
9010776450,1659C2,20200113,298.75,2,20250401,MATCHED,1,1,1
9010776450,1659C2,20210113,298.75,2,20250401,MATCHED,1,1,1
9010776450,1659C2,20220113,298.75,2,20250401,MATCHED,1,1,1
9010776450,1659C2,20230113,298.75,2,20250401,MATCHED,1,1,1
9010776450,1659C2,20240113,298.75,2,20250401,MATCHED,1,1,1
9010776450,1659C2,20250113,298.75,2,20250401,MATCHED,1,1,1
9010776502,1659C2,20180102,169.75,2,20260502,MATCHED,1,1,1
9010776502,1659C2,20190102,169.75,2,20260502,MATCHED,1,1,1
9010776502,1659C2,20200102,169.75,2,20260502,MATCHED,1,1,1
9010776502,1659C2,20210102,169.75,2,20260502,MATCHED,1,1,1
9010776502,1659C2,20220102,169.75,2,20260502,MATCHED,1,1,1
9010776502,1659C2,20230102,169.75,2,20260502,MATCHED,1,1,1
9010776502,1659C2,20240102,169.75,2,20260502,MATCHED,1,1,1
9010776502,1659C2,20250102,169.75,2,20260502,MATCHED,1,1,1
9010776502,1659C2,20260102,169.75,2,20260502,MATCHED,1,1,1
9010776651,1659CR,20180115,439.6,2,20260515,MATCHED,1,1,1
9010776651,1659CR,20190115,485.28,2,20260515,MATCHED,1,1,1
9010776651,1659CR,20200115,485.28,2,20260515,MATCHED,1,1,1
9010776651,1659CR,20210115,485.28,2,20260515,MATCHED,1,1,1
9010776651,1659CR,20220115,485.28,2,20260515,MATCHED,1,1,1
9010776651,1659CR,20230115,485.28,2,20260515,MATCHED,1,1,1
9010776651,1659CR,20240115,485.28,2,20260515,MATCHED,1,1,1
9010776651,1659CR,20250115,485.28,2,20260515,MATCHED,1,1,1
9010776651,1659CR,20260115,485.28,2,20260515,MATCHED,1,1,1
9010776672,1659CR,20190115,217.2,2,20240610,MATCHED,1,1,1
9010776672,1659CR,20200115,217.2,2,20240610,MATCHED,1,1,1
9010776672,1659CR,20210115,217.2,2,20240610,MATCHED,1,1,1
9010776672,1659CR,20220115,217.2,2,20240610,MATCHED,1,1,1
9010776672,1659CR,20230115,217.2,2,20240610,MATCHED,1,1,1
9010776672,1659CR,20240115,217.2,2,20240610,MATCHED,1,1,1
9010776813,1659CR,20180115,171.05,2,20231215,MATCHED,1,1,1
9010776813,1659CR,20190115,171.05,2,20231215,MATCHED,1,1,1
9010776813,1659CR,20200115,171.05,2,20231215,MATCHED,1,1,1
9010776813,1659CR,20210115,171.05,2,20231215,MATCHED,1,1,1
9010776813,1659CR,20220115,171.05,2,20231215,MATCHED,1,1,1
9010776813,1659CR,20230115,171.05,2,20231215,MATCHED,1,1,1
9010776814,1659CR,20180115,250.9,2,20201029,MATCHED,1,1,1
9010776814,1659CR,20190115,250.9,2,20201029,MATCHED,1,1,1
9010776814,1659CR,20200115,250.9,2,20201029,MATCHED,1,1,1
9010776831,1659C2,20180115,661.65,2,20260515,MATCHED,1,1,1
9010776831,1659C2,20190115,661.65,2,20260515,MATCHED,1,1,1
9010776831,1659C2,20200115,661.65,2,20260515,MATCHED,1,1,1
9010776831,1659C2,20210115,661.65,2,20260515,MATCHED,1,1,1
9010776831,1659C2,20220115,661.65,2,20260515,MATCHED,1,1,1
9010776831,1659C2,20230115,661.65,2,20260515,MATCHED,1,1,1
9010776831,1659C2,20240115,661.65,2,20260515,MATCHED,1,1,1
9010776831,1659C2,20250115,661.65,2,20260515,MATCHED,1,1,1
9010776831,1659C2,20260115,661.65,2,20260515,MATCHED,1,1,1
9010776832,1659C2,20180115,430.65,2,20260515,MATCHED,1,1,1
9010776832,1659C2,20190115,430.65,2,20260515,MATCHED,1,1,1
9010776832,1659C2,20200115,430.65,2,20260515,MATCHED,1,1,1
9010776832,1659C2,20210115,430.65,2,20260515,MATCHED,1,1,1
9010776832,1659C2,20220115,430.65,2,20260515,MATCHED,1,1,1
9010776832,1659C2,20230115,430.65,2,20260515,MATCHED,1,1,1
9010776832,1659C2,20240115,430.65,2,20260515,MATCHED,1,1,1
9010776832,1659C2,20250115,430.65,2,20260515,MATCHED,1,1,1
9010776832,1659C2,20260115,430.65,2,20260515,MATCHED,1,1,1
9010777059,1659C2,20180205,502.0,2,20250105,MATCHED,1,1,1
9010777059,1659C2,20190205,502.0,2,20250105,MATCHED,1,1,1
9010777059,1659C2,20200205,502.0,2,20250105,MATCHED,1,1,1
9010777059,1659C2,20210205,502.0,2,20250105,MATCHED,1,1,1
9010777059,1659C2,20220205,502.0,2,20250105,MATCHED,1,1,1
9010777059,1659C2,20230205,502.0,2,20250105,MATCHED,1,1,1
9010777059,1659C2,20240205,502.0,2,20250105,MATCHED,1,1,1
9010777793,1659CR,20180310,309.06,2,20230429,MATCHED,1,1,1
9010777793,1659CR,20190310,309.06,2,20230429,MATCHED,1,1,1
9010777793,1659CR,20200310,309.06,2,20230429,MATCHED,1,1,1
9010777793,1659CR,20210310,309.06,2,20230429,MATCHED,1,1,1
9010777793,1659CR,20220310,309.06,2,20230429,MATCHED,1,1,1
9010777793,1659CR,20230310,309.06,2,20230429,MATCHED,1,1,1
9010778142,1659CR,20180123,227.9,2,20190227,MATCHED,1,1,1
9010778142,1659CR,20190123,227.9,2,20190227,MATCHED,1,1,1
9010778464,1659CR,20180114,423.14,2,20260514,MATCHED,1,1,1
9010778464,1659CR,20190114,423.14,2,20260514,MATCHED,1,1,1
9010778464,1659CR,20200114,423.14,2,20260514,MATCHED,1,1,1
9010778464,1659CR,20210114,423.14,2,20260514,MATCHED,1,1,1
9010778464,1659CR,20220114,423.14,2,20260514,MATCHED,1,1,1
9010778464,1659CR,20230114,423.14,2,20260514,MATCHED,1,1,1
9010778464,1659CR,20240114,423.14,2,20260514,MATCHED,1,1,1
9010778464,1659CR,20250114,423.14,2,20260514,MATCHED,1,1,1
9010778464,1659CR,20260114,423.14,2,20260514,MATCHED,1,1,1
9010778474,1659CR,20180203,188.1,2,20210508,MATCHED,1,1,1
9010778474,1659CR,20190203,188.1,2,20210508,MATCHED,1,1,1
9010778474,1659CR,20200203,188.1,2,20210508,MATCHED,1,1,1
9010778474,1659CR,20210203,188.1,2,20210508,MATCHED,1,1,1
9010778653,1659C2,20180123,287.25,2,20260523,MATCHED,1,1,1
9010778653,1659C2,20190123,287.25,2,20260523,MATCHED,1,1,1
9010778653,1659C2,20200123,287.25,2,20260523,MATCHED,1,1,1
9010778653,1659C2,20210123,287.25,2,20260523,MATCHED,1,1,1
9010778653,1659C2,20220123,287.25,2,20260523,MATCHED,1,1,1
9010778653,1659C2,20230123,287.25,2,20260523,MATCHED,1,1,1
9010778653,1659C2,20240123,287.25,2,20260523,MATCHED,1,1,1
9010778653,1659C2,20250123,287.25,2,20260523,MATCHED,1,1,1
9010778653,1659C2,20260123,287.25,2,20260523,MATCHED,1,1,1
9010779031,1659C2,20180306,626.0,2,20260506,MATCHED,1,1,1
9010779031,1659C2,20190306,626.0,2,20260506,MATCHED,1,1,1
9010779031,1659C2,20200306,626.0,2,20260506,MATCHED,1,1,1
9010779031,1659C2,20210306,626.0,2,20260506,MATCHED,1,1,1
9010779031,1659C2,20220306,626.0,2,20260506,MATCHED,1,1,1
9010779031,1659C2,20230306,626.0,2,20260506,MATCHED,1,1,1
9010779031,1659C2,20240306,626.0,2,20260506,MATCHED,1,1,1
9010779031,1659C2,20250306,626.0,2,20260506,MATCHED,1,1,1
9010779031,1659C2,20260306,626.0,2,20260506,MATCHED,1,1,1
9010779074,1659CR,20180223,677.4,2,20220413,MATCHED,1,1,1
9010779074,1659CR,20190223,677.4,2,20220413,MATCHED,1,1,1
9010779074,1659CR,20200223,677.4,2,20220413,MATCHED,1,1,1
9010779074,1659CR,20210223,677.4,2,20220413,MATCHED,1,1,1
9010779074,1659CR,20220223,677.4,2,20220413,MATCHED,1,1,1
9010779191,1659C2,20180127,407.5,2,20191023,MATCHED,1,1,1
9010779191,1659C2,20190127,407.5,2,20191023,MATCHED,1,1,1
9010779551,1659C2,20180201,138.25,2,20260501,MATCHED,1,1,1
9010779551,1659C2,20190201,138.25,2,20260501,MATCHED,1,1,1
9010779551,1659C2,20200201,138.25,2,20260501,MATCHED,1,1,1
9010779551,1659C2,20210201,138.25,2,20260501,MATCHED,1,1,1
9010779551,1659C2,20220201,138.25,2,20260501,MATCHED,1,1,1
9010779551,1659C2,20230201,138.25,2,20260501,MATCHED,1,1,1
9010779551,1659C2,20240201,138.25,2,20260501,MATCHED,1,1,1
9010779551,1659C2,20250201,138.25,2,20260501,MATCHED,1,1,1
9010779551,1659C2,20260201,138.25,2,20260501,MATCHED,1,1,1
9010779552,1659C2,20180201,175.25,4,20260501,MATCHED,1,1,1
9010779552,1659C2,20190201,175.25,4,20260501,MATCHED,1,1,1
9010780003,1659CR,20180207,231.82,2,20231018,MATCHED,1,1,1
9010780003,1659CR,20190207,231.82,2,20231018,MATCHED,1,1,1
9010780131,1659CR,20180203,188.1,2,20180703,MATCHED,1,1,1
9010780393,1659C2,20180201,159.5,2,20260501,MATCHED,1,1,1
9010780393,1659C2,20190201,159.5,2,20260501,MATCHED,1,1,1
9010780393,1659C2,20200201,159.5,2,20260501,MATCHED,1,1,1
9010780393,1659C2,20210201,159.5,2,20260501,MATCHED,1,1,1
9010780393,1659C2,20220201,159.5,2,20260501,MATCHED,1,1,1
9010780393,1659C2,20230201,159.5,2,20260501,MATCHED,1,1,1
9010780393,1659C2,20240201,159.5,2,20260501,MATCHED,1,1,1
9010780393,1659C2,20250201,159.5,2,20260501,MATCHED,1,1,1
9010780393,1659C2,20260201,159.5,2,20260501,MATCHED,1,1,1
9010780403,1659CR,20180226,752.8,2,20190722,MATCHED,1,1,1
9010780403,1659CR,20190226,752.8,2,20190722,MATCHED,1,1,1
9010780591,1659C2,20230209,1361.4,3,20260509,MATCHED,1,1,1
9010780591,1659C2,20230207,1357.0,1,20260509,MATCHED,1,1,1
9010780591,1659C2,20240209,1357.0,3,20260509,MATCHED,1,1,1
9010780591,1659C2,20250209,1357.0,3,20260509,MATCHED,1,1,1
9010780591,1659C2,20260209,1357.0,3,20260509,MATCHED,1,1,1
9010780791,1659CR,20181210,272.4,2,20230127,MATCHED,1,1,1
9010780791,1659CR,20191210,272.4,2,20230127,MATCHED,1,1,1
9010780791,1659CR,20201210,272.4,2,20230127,MATCHED,1,1,1
9010780791,1659CR,20211210,272.4,2,20230127,MATCHED,1,1,1
9010780791,1659CR,20221210,272.4,2,20230127,MATCHED,1,1,1
9010781128,1659C2,20180218,357.08,2,20260518,MATCHED,1,1,1
9010781128,1659C2,20190218,357.08,2,20260518,MATCHED,1,1,1
9010781128,1659C2,20200218,357.08,2,20260518,MATCHED,1,1,1
9010781128,1659C2,20210218,357.08,2,20260518,MATCHED,1,1,1
9010781128,1659C2,20220218,357.08,2,20260518,MATCHED,1,1,1
9010781128,1659C2,20230218,357.08,2,20260518,MATCHED,1,1,1
9010781128,1659C2,20240218,357.08,2,20260518,MATCHED,1,1,1
9010781128,1659C2,20250218,357.08,2,20260518,MATCHED,1,1,1
9010781128,1659C2,20260218,357.08,2,20260518,MATCHED,1,1,1
9010781713,1659C2,20180213,678.5,2,20210614,MATCHED,1,1,1
9010781713,1659C2,20190213,678.5,2,20210614,MATCHED,1,1,1
9010781713,1659C2,20200213,678.5,2,20210614,MATCHED,1,1,1
9010781713,1659C2,20210213,678.5,2,20210614,MATCHED,1,1,1
9010782062,1659C2,20180218,187.0,3,20260518,MATCHED,1,1,1
9010782062,1659C2,20190218,187.0,3,20260518,MATCHED,1,1,1
9010782062,1659C2,20200218,187.0,3,20260518,MATCHED,1,1,1
9010782062,1659C2,20210218,187.0,3,20260518,MATCHED,1,1,1
9010782062,1659C2,20220218,187.0,3,20260518,MATCHED,1,1,1
9010782062,1659C2,20230218,187.0,3,20260518,MATCHED,1,1,1
9010782062,1659C2,20240218,187.0,3,20260518,MATCHED,1,1,1
9010782062,1659C2,20250218,187.0,3,20260518,MATCHED,1,1,1
9010782062,1659C2,20260218,187.0,3,20260518,MATCHED,1,1,1
9010782064,1659C2,20180226,164.5,2,20260526,MATCHED,1,1,1
9010782064,1659C2,20190226,164.5,2,20260526,MATCHED,1,1,1
9010782064,1659C2,20200226,164.5,2,20260526,MATCHED,1,1,1
9010782064,1659C2,20210226,164.5,2,20260526,MATCHED,1,1,1
9010782064,1659C2,20220226,164.5,2,20260526,MATCHED,1,1,1
9010782064,1659C2,20230226,164.5,2,20260526,MATCHED,1,1,1
9010782064,1659C2,20240226,164.5,2,20260526,MATCHED,1,1,1
9010782064,1659C2,20250226,164.5,2,20260526,MATCHED,1,1,1
9010782064,1659C2,20260226,164.5,2,20260526,MATCHED,1,1,1
9010782640,1659C2,20180218,164.5,2,20260518,MATCHED,1,1,1
9010782640,1659C2,20190218,164.5,2,20260518,MATCHED,1,1,1
9010782640,1659C2,20200218,164.5,2,20260518,MATCHED,1,1,1
9010782640,1659C2,20210218,164.5,2,20260518,MATCHED,1,1,1
9010782640,1659C2,20220218,164.5,2,20260518,MATCHED,1,1,1
9010782640,1659C2,20230218,164.5,2,20260518,MATCHED,1,1,1
9010782640,1659C2,20240218,164.5,2,20260518,MATCHED,1,1,1
9010782640,1659C2,20250218,164.5,2,20260518,MATCHED,1,1,1
9010782640,1659C2,20260218,164.5,2,20260518,MATCHED,1,1,1
9010782822,1659CR,20180301,197.35,2,20180711,MATCHED,1,1,1
9010783278,1659C2,20180313,296.0,2,20260513,MATCHED,1,1,1
9010783278,1659C2,20190313,296.0,2,20260513,MATCHED,1,1,1
9010783278,1659C2,20200313,296.0,2,20260513,MATCHED,1,1,1
9010783278,1659C2,20210313,296.0,2,20260513,MATCHED,1,1,1
9010783278,1659C2,20220313,296.0,2,20260513,MATCHED,1,1,1
9010783278,1659C2,20230313,296.0,2,20260513,MATCHED,1,1,1
9010783278,1659C2,20240313,296.0,2,20260513,MATCHED,1,1,1
9010783278,1659C2,20250313,296.0,2,20260513,MATCHED,1,1,1
9010783278,1659C2,20260313,296.0,2,20260513,MATCHED,1,1,1
9010783502,1659CR,20180523,239.15,2,20210919,MATCHED,1,1,1
9010783502,1659CR,20190523,239.15,2,20210919,MATCHED,1,1,1
9010783502,1659CR,20200523,239.15,2,20210919,MATCHED,1,1,1
9010783502,1659CR,20210523,239.15,2,20210919,MATCHED,1,1,1
9010783785,1659C2,20180227,187.0,2,20260527,MATCHED,1,1,1
9010783785,1659C2,20190227,187.0,2,20260527,MATCHED,1,1,1
9010783785,1659C2,20200227,187.0,2,20260527,MATCHED,1,1,1
9010783785,1659C2,20210227,187.0,2,20260527,MATCHED,1,1,1
9010783785,1659C2,20220227,187.0,2,20260527,MATCHED,1,1,1
9010783785,1659C2,20230227,187.0,2,20260527,MATCHED,1,1,1
9010783785,1659C2,20240227,187.0,2,20260527,MATCHED,1,1,1
9010783785,1659C2,20250227,187.0,2,20260527,MATCHED,1,1,1
9010783785,1659C2,20260227,187.0,2,20260527,MATCHED,1,1,1
9010783786,1659C2,20180227,206.75,2,20260527,MATCHED,1,1,1
9010783786,1659C2,20190227,206.75,2,20260527,MATCHED,1,1,1
9010783786,1659C2,20200227,206.75,2,20260527,MATCHED,1,1,1
9010783786,1659C2,20210227,206.75,2,20260527,MATCHED,1,1,1
9010783786,1659C2,20220227,206.75,2,20260527,MATCHED,1,1,1
9010783786,1659C2,20230227,206.75,2,20260527,MATCHED,1,1,1
9010783786,1659C2,20240227,206.75,2,20260527,MATCHED,1,1,1
