PLAN,FIELD_NAME,OLD_VALUE,NEW_VALUE,REASON
17CSI3,BDVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI3,BDVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI3,BDVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI3,BDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI3,STVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI3,STVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI3,STVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI3,STVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI3,STVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI5,PLANVALOPT,F,Y,"rate segmentation: GDVARYCV,GDVARYTV"
17CSI5,GDVARYGP,0,N,"rate segmentation: GDVARYCV,GDVARYTV"
17CSI5,GDVARYDB,0,N,"rate segmentation: GDVARYCV,GDVARYTV"
17CSI5,GDVARYCV,,Y,"rate segmentation: GDVARYCV,GDVARYTV"
17CSI5,GDVARYTV,,Y,"rate segmentation: GDVARYCV,GDVARYTV"
17CSI5,GDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
17CSI5,UWVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYTV"
17CSI5,UWVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYTV"
17CSI5,UWVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
17CSI5,UWVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
17CSI5,UWVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
17CSI5,BDVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYTV"
17CSI5,BDVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYTV"
17CSI5,BDVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
17CSI5,BDVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
17CSI5,BDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
17CSI5,STVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYTV"
17CSI5,STVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYTV"
17CSI5,STVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
17CSI5,STVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
17CSI5,STVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
17CSI7,PLANVALOPT,F,Y,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI7,GDVARYGP,0,Y,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI7,GDVARYDB,0,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI7,GDVARYCV,,Y,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI7,GDVARYTV,,Y,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI7,GDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI7,UWVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI7,UWVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI7,UWVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI7,UWVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI7,UWVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI7,BDVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI7,BDVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI7,BDVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI7,BDVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI7,BDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI7,STVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI7,STVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI7,STVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI7,STVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17CSI7,STVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
17MJPO,PLANVALOPT,F,Y,"rate segmentation: BDVARYGP,GDVARYGP"
17MJPO,GDVARYGP,0,Y,"rate segmentation: BDVARYGP,GDVARYGP"
17MJPO,GDVARYDB,0,N,"rate segmentation: BDVARYGP,GDVARYGP"
17MJPO,GDVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYGP"
17MJPO,GDVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYGP"
17MJPO,GDVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYGP"
17MJPO,UWVARYGP,,N,"rate segmentation: BDVARYGP,GDVARYGP"
17MJPO,UWVARYDB,,N,"rate segmentation: BDVARYGP,GDVARYGP"
17MJPO,UWVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYGP"
17MJPO,UWVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYGP"
17MJPO,UWVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYGP"
17MJPO,BDVARYGP,,Y,"rate segmentation: BDVARYGP,GDVARYGP"
17MJPO,BDVARYDB,,N,"rate segmentation: BDVARYGP,GDVARYGP"
17MJPO,BDVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYGP"
17MJPO,BDVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYGP"
17MJPO,BDVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYGP"
17MJPO,STVARYGP,,N,"rate segmentation: BDVARYGP,GDVARYGP"
17MJPO,STVARYDB,,N,"rate segmentation: BDVARYGP,GDVARYGP"
17MJPO,STVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYGP"
17MJPO,STVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYGP"
17MJPO,STVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYGP"
185PUA,PLANVALOPT,F,Y,"rate segmentation: GDVARYCV,GDVARYTV"
185PUA,GDVARYGP,0,N,"rate segmentation: GDVARYCV,GDVARYTV"
185PUA,GDVARYDB,0,N,"rate segmentation: GDVARYCV,GDVARYTV"
185PUA,GDVARYCV,,Y,"rate segmentation: GDVARYCV,GDVARYTV"
185PUA,GDVARYTV,,Y,"rate segmentation: GDVARYCV,GDVARYTV"
185PUA,GDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
185PUA,UWVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYTV"
185PUA,UWVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYTV"
185PUA,UWVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
185PUA,UWVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
185PUA,UWVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
185PUA,BDVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYTV"
185PUA,BDVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYTV"
185PUA,BDVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
185PUA,BDVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
185PUA,BDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
185PUA,STVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYTV"
185PUA,STVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYTV"
185PUA,STVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
185PUA,STVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
185PUA,STVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
196065,PLANVALOPT,F,Y,"rate segmentation: GDVARYGP,GDVARYTV"
196065,GDVARYGP,0,Y,"rate segmentation: GDVARYGP,GDVARYTV"
196065,GDVARYDB,0,N,"rate segmentation: GDVARYGP,GDVARYTV"
196065,GDVARYCV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
196065,GDVARYTV,,Y,"rate segmentation: GDVARYGP,GDVARYTV"
196065,GDVARYDV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
196065,UWVARYGP,,N,"rate segmentation: GDVARYGP,GDVARYTV"
196065,UWVARYDB,,N,"rate segmentation: GDVARYGP,GDVARYTV"
196065,UWVARYCV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
196065,UWVARYTV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
196065,UWVARYDV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
196065,BDVARYGP,,N,"rate segmentation: GDVARYGP,GDVARYTV"
196065,BDVARYDB,,N,"rate segmentation: GDVARYGP,GDVARYTV"
196065,BDVARYCV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
196065,BDVARYTV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
196065,BDVARYDV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
196065,STVARYGP,,N,"rate segmentation: GDVARYGP,GDVARYTV"
196065,STVARYDB,,N,"rate segmentation: GDVARYGP,GDVARYTV"
196065,STVARYCV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
196065,STVARYTV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
196065,STVARYDV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
1960OL,PLANVALOPT,F,Y,"rate segmentation: GDVARYGP,GDVARYTV"
1960OL,GDVARYGP,0,Y,"rate segmentation: GDVARYGP,GDVARYTV"
1960OL,GDVARYDB,0,N,"rate segmentation: GDVARYGP,GDVARYTV"
1960OL,GDVARYCV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
1960OL,GDVARYTV,,Y,"rate segmentation: GDVARYGP,GDVARYTV"
1960OL,GDVARYDV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
1960OL,UWVARYGP,,N,"rate segmentation: GDVARYGP,GDVARYTV"
1960OL,UWVARYDB,,N,"rate segmentation: GDVARYGP,GDVARYTV"
1960OL,UWVARYCV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
1960OL,UWVARYTV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
1960OL,UWVARYDV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
1960OL,BDVARYGP,,N,"rate segmentation: GDVARYGP,GDVARYTV"
1960OL,BDVARYDB,,N,"rate segmentation: GDVARYGP,GDVARYTV"
1960OL,BDVARYCV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
1960OL,BDVARYTV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
1960OL,BDVARYDV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
1960OL,STVARYGP,,N,"rate segmentation: GDVARYGP,GDVARYTV"
1960OL,STVARYDB,,N,"rate segmentation: GDVARYGP,GDVARYTV"
1960OL,STVARYCV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
1960OL,STVARYTV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
1960OL,STVARYDV,,N,"rate segmentation: GDVARYGP,GDVARYTV"
1960PO,PLANVALOPT,F,Y,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYGP,GDVARYTV"
1960PO,GDVARYGP,0,Y,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYGP,GDVARYTV"
1960PO,GDVARYDB,0,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYGP,GDVARYTV"
1960PO,GDVARYCV,,Y,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYGP,GDVARYTV"
1960PO,GDVARYTV,,Y,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYGP,GDVARYTV"
1960PO,GDVARYDV,,Y,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYGP,GDVARYTV"
1960PO,UWVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYGP,GDVARYTV"
1960PO,UWVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYGP,GDVARYTV"
1960PO,UWVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYGP,GDVARYTV"
1960PO,UWVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYGP,GDVARYTV"
1960PO,UWVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYGP,GDVARYTV"
1960PO,BDVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYGP,GDVARYTV"
1960PO,BDVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYGP,GDVARYTV"
1960PO,BDVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYGP,GDVARYTV"
1960PO,BDVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYGP,GDVARYTV"
1960PO,BDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYGP,GDVARYTV"
1960PO,STVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYGP,GDVARYTV"
1960PO,STVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYGP,GDVARYTV"
1960PO,STVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYGP,GDVARYTV"
1960PO,STVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYGP,GDVARYTV"
1960PO,STVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYGP,GDVARYTV"
1970JB,PLANVALOPT,F,Y,rate segmentation: GDVARYTV
1970JB,GDVARYGP,0,N,rate segmentation: GDVARYTV
1970JB,GDVARYDB,0,N,rate segmentation: GDVARYTV
1970JB,GDVARYCV,,N,rate segmentation: GDVARYTV
1970JB,GDVARYTV,,Y,rate segmentation: GDVARYTV
1970JB,GDVARYDV,,N,rate segmentation: GDVARYTV
1970JB,UWVARYGP,,N,rate segmentation: GDVARYTV
1970JB,UWVARYDB,,N,rate segmentation: GDVARYTV
1970JB,UWVARYCV,,N,rate segmentation: GDVARYTV
1970JB,UWVARYTV,,N,rate segmentation: GDVARYTV
1970JB,UWVARYDV,,N,rate segmentation: GDVARYTV
1970JB,BDVARYGP,,N,rate segmentation: GDVARYTV
1970JB,BDVARYDB,,N,rate segmentation: GDVARYTV
1970JB,BDVARYCV,,N,rate segmentation: GDVARYTV
1970JB,BDVARYTV,,N,rate segmentation: GDVARYTV
1970JB,BDVARYDV,,N,rate segmentation: GDVARYTV
1970JB,STVARYGP,,N,rate segmentation: GDVARYTV
1970JB,STVARYDB,,N,rate segmentation: GDVARYTV
1970JB,STVARYCV,,N,rate segmentation: GDVARYTV
1970JB,STVARYTV,,N,rate segmentation: GDVARYTV
1970JB,STVARYDV,,N,rate segmentation: GDVARYTV
1970PA,PLANVALOPT,F,N,no variation detected
1970PA,GDVARYGP,0,N,no variation detected
1970PA,GDVARYDB,0,N,no variation detected
1970PA,GDVARYCV,,N,no variation detected
1970PA,GDVARYTV,,N,no variation detected
1970PA,GDVARYDV,,N,no variation detected
1970PA,UWVARYGP,,N,no variation detected
1970PA,UWVARYDB,,N,no variation detected
1970PA,UWVARYCV,,N,no variation detected
1970PA,UWVARYTV,,N,no variation detected
1970PA,UWVARYDV,,N,no variation detected
1970PA,BDVARYGP,,N,no variation detected
1970PA,BDVARYDB,,N,no variation detected
1970PA,BDVARYCV,,N,no variation detected
1970PA,BDVARYTV,,N,no variation detected
1970PA,BDVARYDV,,N,no variation detected
1970PA,STVARYGP,,N,no variation detected
1970PA,STVARYDB,,N,no variation detected
1970PA,STVARYCV,,N,no variation detected
1970PA,STVARYTV,,N,no variation detected
1970PA,STVARYDV,,N,no variation detected
1991PL,PLANVALOPT,F,Y,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
1991PL,GDVARYGP,0,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
1991PL,GDVARYDB,0,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
1991PL,GDVARYCV,,Y,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
1991PL,GDVARYTV,,Y,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
1991PL,GDVARYDV,,Y,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
1991PL,UWVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
1991PL,UWVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
1991PL,UWVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
1991PL,UWVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
1991PL,UWVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
1991PL,BDVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
1991PL,BDVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
1991PL,BDVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
1991PL,BDVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
1991PL,BDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
1991PL,STVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
1991PL,STVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
1991PL,STVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
1991PL,STVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
1991PL,STVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
1CSIMN,PLANVALOPT,F,Y,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1CSIMN,GDVARYGP,0,Y,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1CSIMN,GDVARYDB,0,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1CSIMN,GDVARYCV,,Y,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1CSIMN,GDVARYTV,,Y,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1CSIMN,GDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1CSIMN,UWVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1CSIMN,UWVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1CSIMN,UWVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1CSIMN,UWVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1CSIMN,UWVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1CSIMN,BDVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1CSIMN,BDVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1CSIMN,BDVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1CSIMN,BDVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1CSIMN,BDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1CSIMN,STVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1CSIMN,STVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1CSIMN,STVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1CSIMN,STVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1CSIMN,STVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L1095,PLANVALOPT,F,Y,"rate segmentation: GDVARYCV,GDVARYTV,UWVARYCV,UWVARYTV"
1L1095,GDVARYGP,0,N,"rate segmentation: GDVARYCV,GDVARYTV,UWVARYCV,UWVARYTV"
1L1095,GDVARYDB,0,N,"rate segmentation: GDVARYCV,GDVARYTV,UWVARYCV,UWVARYTV"
1L1095,GDVARYCV,,Y,"rate segmentation: GDVARYCV,GDVARYTV,UWVARYCV,UWVARYTV"
1L1095,GDVARYTV,,Y,"rate segmentation: GDVARYCV,GDVARYTV,UWVARYCV,UWVARYTV"
1L1095,GDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYTV,UWVARYCV,UWVARYTV"
1L1095,UWVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYTV,UWVARYCV,UWVARYTV"
1L1095,UWVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYTV,UWVARYCV,UWVARYTV"
1L1095,UWVARYCV,,Y,"rate segmentation: GDVARYCV,GDVARYTV,UWVARYCV,UWVARYTV"
1L1095,UWVARYTV,,Y,"rate segmentation: GDVARYCV,GDVARYTV,UWVARYCV,UWVARYTV"
1L1095,UWVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYTV,UWVARYCV,UWVARYTV"
1L1095,BDVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYTV,UWVARYCV,UWVARYTV"
1L1095,BDVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYTV,UWVARYCV,UWVARYTV"
1L1095,BDVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYTV,UWVARYCV,UWVARYTV"
1L1095,BDVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYTV,UWVARYCV,UWVARYTV"
1L1095,BDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYTV,UWVARYCV,UWVARYTV"
1L1095,STVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYTV,UWVARYCV,UWVARYTV"
1L1095,STVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYTV,UWVARYCV,UWVARYTV"
1L1095,STVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYTV,UWVARYCV,UWVARYTV"
1L1095,STVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYTV,UWVARYCV,UWVARYTV"
1L1095,STVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYTV,UWVARYCV,UWVARYTV"
1L10OD,PLANVALOPT,F,Y,"rate segmentation: GDVARYCV,UWVARYCV"
1L10OD,GDVARYGP,0,N,"rate segmentation: GDVARYCV,UWVARYCV"
1L10OD,GDVARYDB,0,N,"rate segmentation: GDVARYCV,UWVARYCV"
1L10OD,GDVARYCV,,Y,"rate segmentation: GDVARYCV,UWVARYCV"
1L10OD,GDVARYTV,,N,"rate segmentation: GDVARYCV,UWVARYCV"
1L10OD,GDVARYDV,,N,"rate segmentation: GDVARYCV,UWVARYCV"
1L10OD,UWVARYGP,,N,"rate segmentation: GDVARYCV,UWVARYCV"
1L10OD,UWVARYDB,,N,"rate segmentation: GDVARYCV,UWVARYCV"
1L10OD,UWVARYCV,,Y,"rate segmentation: GDVARYCV,UWVARYCV"
1L10OD,UWVARYTV,,N,"rate segmentation: GDVARYCV,UWVARYCV"
1L10OD,UWVARYDV,,N,"rate segmentation: GDVARYCV,UWVARYCV"
1L10OD,BDVARYGP,,N,"rate segmentation: GDVARYCV,UWVARYCV"
1L10OD,BDVARYDB,,N,"rate segmentation: GDVARYCV,UWVARYCV"
1L10OD,BDVARYCV,,N,"rate segmentation: GDVARYCV,UWVARYCV"
1L10OD,BDVARYTV,,N,"rate segmentation: GDVARYCV,UWVARYCV"
1L10OD,BDVARYDV,,N,"rate segmentation: GDVARYCV,UWVARYCV"
1L10OD,STVARYGP,,N,"rate segmentation: GDVARYCV,UWVARYCV"
1L10OD,STVARYDB,,N,"rate segmentation: GDVARYCV,UWVARYCV"
1L10OD,STVARYCV,,N,"rate segmentation: GDVARYCV,UWVARYCV"
1L10OD,STVARYTV,,N,"rate segmentation: GDVARYCV,UWVARYCV"
1L10OD,STVARYDV,,N,"rate segmentation: GDVARYCV,UWVARYCV"
1L10PR,PLANVALOPT,F,Y,"rate segmentation: BDVARYGP,UWVARYCV,UWVARYGP"
1L10PR,GDVARYGP,0,N,"rate segmentation: BDVARYGP,UWVARYCV,UWVARYGP"
1L10PR,GDVARYDB,0,N,"rate segmentation: BDVARYGP,UWVARYCV,UWVARYGP"
1L10PR,GDVARYCV,,N,"rate segmentation: BDVARYGP,UWVARYCV,UWVARYGP"
1L10PR,GDVARYTV,,N,"rate segmentation: BDVARYGP,UWVARYCV,UWVARYGP"
1L10PR,GDVARYDV,,N,"rate segmentation: BDVARYGP,UWVARYCV,UWVARYGP"
1L10PR,UWVARYGP,,Y,"rate segmentation: BDVARYGP,UWVARYCV,UWVARYGP"
1L10PR,UWVARYDB,,N,"rate segmentation: BDVARYGP,UWVARYCV,UWVARYGP"
1L10PR,UWVARYCV,,Y,"rate segmentation: BDVARYGP,UWVARYCV,UWVARYGP"
1L10PR,UWVARYTV,,N,"rate segmentation: BDVARYGP,UWVARYCV,UWVARYGP"
1L10PR,UWVARYDV,,N,"rate segmentation: BDVARYGP,UWVARYCV,UWVARYGP"
1L10PR,BDVARYGP,,Y,"rate segmentation: BDVARYGP,UWVARYCV,UWVARYGP"
1L10PR,BDVARYDB,,N,"rate segmentation: BDVARYGP,UWVARYCV,UWVARYGP"
1L10PR,BDVARYCV,,N,"rate segmentation: BDVARYGP,UWVARYCV,UWVARYGP"
1L10PR,BDVARYTV,,N,"rate segmentation: BDVARYGP,UWVARYCV,UWVARYGP"
1L10PR,BDVARYDV,,N,"rate segmentation: BDVARYGP,UWVARYCV,UWVARYGP"
1L10PR,STVARYGP,,N,"rate segmentation: BDVARYGP,UWVARYCV,UWVARYGP"
1L10PR,STVARYDB,,N,"rate segmentation: BDVARYGP,UWVARYCV,UWVARYGP"
1L10PR,STVARYCV,,N,"rate segmentation: BDVARYGP,UWVARYCV,UWVARYGP"
1L10PR,STVARYTV,,N,"rate segmentation: BDVARYGP,UWVARYCV,UWVARYGP"
1L10PR,STVARYDV,,N,"rate segmentation: BDVARYGP,UWVARYCV,UWVARYGP"
1L10SO,PLANVALOPT,F,Y,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
1L10SO,GDVARYGP,0,Y,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
1L10SO,GDVARYDB,0,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
1L10SO,GDVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
1L10SO,GDVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
1L10SO,GDVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
1L10SO,UWVARYGP,,Y,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
1L10SO,UWVARYDB,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
1L10SO,UWVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
1L10SO,UWVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
1L10SO,UWVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
