FILE,LINE_NUMBER,REFERENCE,REFERENCE_TYPE,CURRENT_PURPOSE,REQUIRED_FUTURE_DISPOSITION,PROPOSED_CONFIGURATION_KEY,DEVELOPMENT_ISSUE_REQUIRED,RISK
tools/inventory/legacy__build_plan_rate_inventory.py,53,CSO,cso_reference,"(""Quest_PermaLife_PlanCode_Rates.pdf"", 1, ""HR6G"", ""Quest / Pay to 65"", ""Plan definition"", ""2017 CSO pay to 65"", """"),",HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/legacy__build_plan_rate_inventory.py,54,CSO,cso_reference,"(""Quest_PermaLife_PlanCode_Rates.pdf"", 1, ""HRWG"", ""Quest / Whole Life"", ""Plan definition"", ""2017 CSO whole life"", """"),",HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/legacy__build_plan_rate_inventory.py,59,CSO,cso_reference,"(""Quest_PermaLife_PlanCode_Rates.pdf"", 1, ""P7FN"", ""PermaLife 7"", ""Plan definition"", ""Female nonsmoker; 80 CSO"", ""QL: 10P7FN""),",HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/legacy__build_plan_rate_inventory.py,63,CSO,cso_reference,"(""Quest_PermaLife_PlanCode_Rates.pdf"", 1, ""P8FN"", ""PermaLife 8"", ""Plan definition"", ""Female nonsmoker; 80 CSO"", """"),",HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/legacy__build_plan_rate_inventory.py,69,CSO,cso_reference,"(""Quest_PermaLife_PlanCode_Rates.pdf"", 1, ""P9FN"", ""PermaLife 9"", ""Plan definition"", ""Female nonsmoker; 2001 CSO"", """"),",HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/legacy__build_plan_rate_inventory.py,76,CSO,cso_reference,"(""Life_PlanCodes_Rates.pdf"", 1, ""RW8G"", ""Whole Life"", ""Plan definition"", ""80 CSO"", ""QL: 10RW8G""),",HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/legacy__build_plan_rate_inventory.py,79,CSO,cso_reference,"(""Life_PlanCodes_Rates.pdf"", 1, ""R28G"", ""20-Pay Life"", ""Plan definition"", ""80 CSO"", """"),",HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/legacy__build_plan_rate_inventory.py,80,CSO,cso_reference,"(""Life_PlanCodes_Rates.pdf"", 1, ""RW1"", ""Family Whole Life"", ""Plan definition"", ""Single parent; 58 CSO"", """"),",HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/legacy__build_plan_rate_inventory.py,81,CSO,cso_reference,"(""Life_PlanCodes_Rates.pdf"", 1, ""RW18"", ""Family Whole Life"", ""Plan definition"", ""Single parent; 80 CSO"", """"),",HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/legacy__build_plan_rate_inventory.py,82,CSO,cso_reference,"(""Life_PlanCodes_Rates.pdf"", 1, ""RW2"", ""Family Whole Life"", ""Plan definition"", ""Both parents; 58 CSO"", """"),",HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/legacy__build_plan_rate_inventory.py,83,CSO,cso_reference,"(""Life_PlanCodes_Rates.pdf"", 1, ""RW28"", ""Family Whole Life"", ""Plan definition"", ""Both parents; 80 CSO"", """"),",HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/legacy__build_plan_rate_inventory.py,84,CSO,cso_reference,"(""Life_PlanCodes_Rates.pdf"", 1, ""RJ"", ""Joint Life"", ""Plan definition"", ""58 CSO; 4.8% loan"", """"),",HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/legacy__build_plan_rate_inventory.py,93,CSO,cso_reference,"(""Life_PlanCodes_Rates.pdf"", 1, ""X58F"", ""5-Year Term"", ""Plan definition"", ""Female; 2000 CSO"", """"),",HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/legacy__build_plan_rate_inventory.py,94,CSO,cso_reference,"(""Life_PlanCodes_Rates.pdf"", 1, ""X58M"", ""5-Year Term"", ""Plan definition"", ""Male; 2000 CSO"", """"),",HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/legacy__build_plan_rate_inventory.py,95,CSO,cso_reference,"(""Life_PlanCodes_Rates.pdf"", 1, ""X18F"", ""10-Year Term"", ""Plan definition"", ""Female; 2000 CSO"", """"),",HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/legacy__build_plan_rate_inventory.py,96,CSO,cso_reference,"(""Life_PlanCodes_Rates.pdf"", 1, ""X18M"", ""10-Year Term"", ""Plan definition"", ""Male; 2000 CSO"", """"),",HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/legacy__build_plan_rate_inventory.py,113,CSO,cso_reference,"(""Drummond_CFI_PlanCodes_Rates.pdf"", 1, ""FW5"", ""Merchandise/Service"", ""Plan definition"", ""58 CSO; pay to 100"", ""No QL crosswalk""),",HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/legacy__build_plan_rate_inventory.py,116,CSO,cso_reference,"(""Drummond_CFI_PlanCodes_Rates.pdf"", 1, ""RW"", ""Whole Life"", ""Plan definition"", ""58 CSO legacy"", ""QL: 100RW8 family?""),",HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/legacy__build_plan_rate_inventory.py,118,CSO,cso_reference,"(""Drummond_CFI_PlanCodes_Rates.pdf"", 1, ""R2"", ""20-Pay Life"", ""Plan definition"", ""58 CSO"", """"),",HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/legacy__build_plan_rate_inventory.py,199,CFIC_Rates,legacy_project_name,"""source_path"": f""CFIC_Rates/docs/{pdf}"",",MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/inventory/legacy__build_plan_rate_inventory.py,218,CFIC_Rates,legacy_project_name,"""Scanned rate sheets in `CFIC_Rates/docs/`. Mapped to QLAdmin plan codes via `Citizens_Plan_Crosswak.xlsx`."",",MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/inventory/run_stage2a_inventory.py,3,CFIC_Rates,legacy_project_name,Stage 2A read-only inventory runner for CFIC_Rates.,MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/inventory/run_stage2a_inventory.py,6,Citizens_Product_Rate_Conversion,citizens_project_name,python Citizens_Product_Rate_Conversion/tools/inventory/run_stage2a_inventory.py,MOVE_TO_CONFIG,KEEP_RELATIVE,CIT-ARCH-001,MEDIUM
tools/inventory/run_stage2a_inventory.py,8,CFIC_Rates,legacy_project_name,Never writes to CFIC_Rates.,MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/inventory/run_stage2a_inventory.py,22,sys.path,sys_path_manipulation,if str(_TOOLS_DIR) not in sys.path:,MOVE_TO_CONFIG,engine.install_method,CIT-ARCH-001,HIGH
tools/inventory/run_stage2a_inventory.py,23,sys.path,sys_path_manipulation,"sys.path.insert(0, str(_TOOLS_DIR))",MOVE_TO_CONFIG,engine.install_method,CIT-ARCH-001,HIGH
tools/inventory/run_stage2a_inventory.py,34,CFIC_Rates,legacy_project_name,"DEFAULT_SOURCE = Path(r""C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates"")",MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/inventory/run_stage2a_inventory.py,34,Warrenhughes1974,repo_name,"DEFAULT_SOURCE = Path(r""C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates"")",MOVE_TO_CONFIG,paths.monorepo_root_optional,CIT-ARCH-001,MEDIUM
tools/inventory/run_stage2a_inventory.py,35,Citizens_Product_Rate_Conversion,citizens_project_name,"DEFAULT_DEST = Path(r""C:\Users\warren\Documents\GitHub\Warrenhughes1974\Citizens_Product_Rate_Conversion"")",MOVE_TO_CONFIG,KEEP_RELATIVE,CIT-ARCH-001,MEDIUM
tools/inventory/run_stage2a_inventory.py,35,Warrenhughes1974,repo_name,"DEFAULT_DEST = Path(r""C:\Users\warren\Documents\GitHub\Warrenhughes1974\Citizens_Product_Rate_Conversion"")",MOVE_TO_CONFIG,paths.monorepo_root_optional,CIT-ARCH-001,MEDIUM
tools/inventory/run_stage2a_inventory.py,72,CFIC_Rates,legacy_project_name,"[""git"", ""status"", ""--porcelain"", ""CFIC_Rates""],",MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/inventory/run_stage2a_inventory.py,205,qla_core,engine_module,"if r.qla_core_ref == ""Y"" or scan.get(""qla_migration"") or scan.get(""cso""):",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/inventory/run_stage2a_inventory.py,209,qla_core,engine_module,"""QLA_CORE_REFERENCE"": r.qla_core_ref,",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/inventory/run_stage2a_inventory.py,322,CSO,cso_reference,## CSO References,HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/run_stage2a_inventory.py,324,CSO,cso_reference,"- Files with CSO reference indicators: **{sum(1 for r in records if r.cso_ref == ""Y"")}**",HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/run_stage2a_inventory.py,325,CSO,cso_reference,- Note: Mostly documentation pattern references; not CSO plan mappings.,HISTORICAL_NO_CHANGE,N/A — documentation only,,MEDIUM
tools/inventory/run_stage2a_inventory.py,327,qla_core,engine_module,## qla_core Dependencies,REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/inventory/run_stage2a_inventory.py,329,qla_core,engine_module,"- Files referencing qla_core: **{sum(1 for r in records if r.qla_core_ref == ""Y"")}**",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/inventory/run_stage2a_inventory.py,332,QLA_Migration,warren_project,## QLA_Migration References,MOVE_TO_CONFIG,REMOVE — out of scope,CIT-ARCH-001,MEDIUM
tools/inventory/run_stage2a_inventory.py,332,QLA_Migration,warren_project,## QLA_Migration References,MOVE_TO_CONFIG,REMOVE — out of scope,CIT-ARCH-001,MEDIUM
tools/inventory/run_stage2a_inventory.py,334,QLA_Migration,warren_project,"- Files referencing QLA_Migration: **{sum(1 for r in records if r.text_scan.get(""qla_migration""))}**",MOVE_TO_CONFIG,REMOVE — out of scope,CIT-ARCH-001,MEDIUM
tools/inventory/run_stage2a_inventory.py,334,QLA_Migration,warren_project,"- Files referencing QLA_Migration: **{sum(1 for r in records if r.text_scan.get(""qla_migration""))}**",MOVE_TO_CONFIG,REMOVE — out of scope,CIT-ARCH-001,MEDIUM
tools/inventory/run_stage2a_inventory.py,356,qla_core,engine_module,5. Enterprise Engine path not retargeted (`qla_core` dependency),REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/inventory/run_stage2a_inventory.py,379,CFIC_Rates,legacy_project_name,- [x] CFIC_Rates was read only,MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/migration/run_stage2b_migration.py,5,CFIC_Rates,legacy_project_name,Never modifies CFIC_Rates. Copy-only with SHA-256 verification.,MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/migration/run_stage2b_migration.py,19,CFIC_Rates,legacy_project_name,"DEFAULT_SOURCE = Path(r""C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates"")",MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/migration/run_stage2b_migration.py,19,Warrenhughes1974,repo_name,"DEFAULT_SOURCE = Path(r""C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates"")",MOVE_TO_CONFIG,paths.monorepo_root_optional,CIT-ARCH-001,MEDIUM
tools/migration/run_stage2b_migration.py,20,Citizens_Product_Rate_Conversion,citizens_project_name,"DEFAULT_DEST = Path(r""C:\Users\warren\Documents\GitHub\Warrenhughes1974\Citizens_Product_Rate_Conversion"")",MOVE_TO_CONFIG,KEEP_RELATIVE,CIT-ARCH-001,MEDIUM
tools/migration/run_stage2b_migration.py,20,Warrenhughes1974,repo_name,"DEFAULT_DEST = Path(r""C:\Users\warren\Documents\GitHub\Warrenhughes1974\Citizens_Product_Rate_Conversion"")",MOVE_TO_CONFIG,paths.monorepo_root_optional,CIT-ARCH-001,MEDIUM
tools/migration/run_stage2b_migration.py,46,Issue_Log,legacy_issue_folder,"""DUP-0004"": ""validation/ folder canonical for validation evidence; Issue_Log copy to duplicate_review"",",MOVE_TO_CONFIG,paths.issues,CIT-ARCH-001,MEDIUM
tools/migration/run_stage2b_migration.py,128,output,output_folder,"if ""output/rates/"" in rel.lower() and row[""FILENAME""].startswith(""Quik""):",MOVE_TO_CONFIG,paths.output_rates,CIT-ARCH-001,MEDIUM
tools/migration/run_stage2b_migration.py,129,output,output_folder,"return f""output/csv/draft_pre_migration/{row['FILENAME']}""",MOVE_TO_CONFIG,paths.output_rates,CIT-ARCH-001,MEDIUM
tools/migration/run_stage2b_migration.py,219,CFIC_Rates,legacy_project_name,# qla_core - don't copy engine modules (not in CFIC_Rates inventory as qla_core path),MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/migration/run_stage2b_migration.py,219,qla_core,engine_module,# qla_core - don't copy engine modules (not in CFIC_Rates inventory as qla_core path),REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/migration/run_stage2b_migration.py,406,CFIC_Rates,legacy_project_name,"dest_root / ""archive"" / ""legacy_cfic_rates"" / ""README.md"": """"""# Legacy CFIC_Rates Archive",MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/migration/run_stage2b_migration.py,408,CFIC_Rates,legacy_project_name,Files in this folder were copied from the pre-restructure `CFIC_Rates` project during Stage 2B.,MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/migration/run_stage2b_migration.py,412,CFIC_Rates,legacy_project_name,- **Original source:** Preserved unchanged in `CFIC_Rates` (read-only rollback),MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/migration/run_stage2b_migration.py,428,Output,output_folder,"dest_root / ""output"" / ""csv"" / ""draft_pre_migration"" / ""README.md"": """"""# Draft Pre-Migration QLAdmin Output",MOVE_TO_CONFIG,paths.output_rates,CIT-ARCH-001,MEDIUM
tools/migration/run_stage2b_migration.py,428,output,output_folder,"dest_root / ""output"" / ""csv"" / ""draft_pre_migration"" / ""README.md"": """"""# Draft Pre-Migration QLAdmin Output",MOVE_TO_CONFIG,paths.output_rates,CIT-ARCH-001,MEDIUM
tools/migration/run_stage2b_migration.py,432,CFIC_Rates,legacy_project_name,These Quik* CSV files are historical draft outputs from the legacy `CFIC_Rates` reserve wave.,MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/migration/run_stage2b_migration.py,439,CFIC_Rates,legacy_project_name,Original files remain in `CFIC_Rates`. Do not represent as approved load package.,MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/migration/run_stage2b_migration.py,456,output,output_folder,"issue = ""Generated output in source/original""",MOVE_TO_CONFIG,paths.output_rates,CIT-ARCH-001,MEDIUM
tools/migration/run_stage2b_migration.py,459,qla_core,engine_module,"if ""qla_core"" in rel.lower():",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/migration/run_stage2b_migration.py,656,CFIC_Rates,legacy_project_name,Stage 2B executed classified copy migration from read-only `CFIC_Rates` into `Citizens_Product_Rate_Conversion`. **{copied}** files copied or verified present. ,MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/migration/run_stage2b_migration.py,656,Citizens_Product_Rate_Conversion,citizens_project_name,Stage 2B executed classified copy migration from read-only `CFIC_Rates` into `Citizens_Product_Rate_Conversion`. **{copied}** files copied or verified present. ,MOVE_TO_CONFIG,KEEP_RELATIVE,CIT-ARCH-001,MEDIUM
tools/migration/run_stage2b_migration.py,677,CFIC_Rates,legacy_project_name,"- CFIC_Rates unmodified: {integrity == ""PASS""}",MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/migration/run_stage2b_migration.py,679,qla_core,engine_module,- qla_core not copied: YES,REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/_build_rate_load_tracker.py,14,parents[1],parent_traversal,ROOT = Path(__file__).resolve().parents[1],MOVE_TO_CONFIG,paths.project_root,CIT-ARCH-001,MEDIUM
tools/reporting/_build_rate_load_tracker.py,22,CFIC_Cash_Values,legacy_source_folder,"(""Cash / Surrender Values"", ""QuikCvs"", ""QuikPlCv"", ""Green sheets / CFIC_Cash_Values""),",MOVE_TO_CONFIG,paths.source.cash_values,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,4,CFIC_Rates,legacy_project_name,Never modifies CFIC_Rates. Never executes conversion. Never retargets imports.,MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,18,Citizens_Product_Rate_Conversion,citizens_project_name,"CITIZENS = Path(r""C:\Users\warren\Documents\GitHub\Warrenhughes1974\Citizens_Product_Rate_Conversion"")",MOVE_TO_CONFIG,KEEP_RELATIVE,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,18,Warrenhughes1974,repo_name,"CITIZENS = Path(r""C:\Users\warren\Documents\GitHub\Warrenhughes1974\Citizens_Product_Rate_Conversion"")",MOVE_TO_CONFIG,paths.monorepo_root_optional,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,19,CFIC_Rates,legacy_project_name,"CFIC = Path(r""C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates"")",MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,19,Warrenhughes1974,repo_name,"CFIC = Path(r""C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates"")",MOVE_TO_CONFIG,paths.monorepo_root_optional,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,22,qla_core,engine_module,"QLA_IMPORT_RE = re.compile(r""(?:from\s+(qla_core(?:\.\w+)*)\s+import\s+([^\n]+)|import\s+(qla_core(?:\.\w+)*))"")",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,113,qla_core,engine_module,"if name == ""qla_core"" or name.startswith(""cfic_"") or name in (",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,121,qla_core,engine_module,"if mod.startswith(""qla_core"") or mod.startswith(""cfic_"") or mod in (",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,135,qla_core,engine_module,"if ""qla_core"" not in line:",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,141,qla_core,engine_module,"module = m.group(1) or m.group(3) or ""qla_core""",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,146,qla_core,engine_module,"""module"": module or ""qla_core"",",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,190,qla_core,engine_module,"""qla_core_in_citizens"": (CITIZENS / ""qla_core"").exists(),",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,198,qla_core,engine_module,"if len(inv) != 503 or len(src_man) != 380 or missing or mismatch or result[""qla_core_in_citizens""] or result[""git_initialized""]:",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,228,output,output_folder,"if rel.startswith(""staging/"") or rel.startswith(""output/"") or rel.startswith(""source/""):",MOVE_TO_CONFIG,paths.output_rates,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,253,qla_core,engine_module,"qla = ""Y"" if any(""qla_core"" in x for x in local_imp) or ""qla_core"" in p.read_text(encoding=""utf-8"", errors=""replace"") else ""N""",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,257,qla_core,engine_module,"qla = ""Y"" if any(""qla_core"" in x for x in local_imp) else ""N""",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,258,qla_core,engine_module,"if ""from qla_core"" in text or ""import qla_core"" in text:",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,286,CFIC_Rates,legacy_project_name,"""KNOWN_ISSUES"": ""Legacy CFIC_Rates paths; qla_core via sys.path"" if rel.startswith(""conversion/"") else """",",MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,286,qla_core,engine_module,"""KNOWN_ISSUES"": ""Legacy CFIC_Rates paths; qla_core via sys.path"" if rel.startswith(""conversion/"") else """",",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,286,sys.path,sys_path_manipulation,"""KNOWN_ISSUES"": ""Legacy CFIC_Rates paths; qla_core via sys.path"" if rel.startswith(""conversion/"") else """",",MOVE_TO_CONFIG,engine.install_method,CIT-ARCH-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,296,CFIC_Rates,legacy_project_name,"""BLOCKED_BY_ENGINE"", ""Requires CFIC_Rates layout + qla_core""),",MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,296,qla_core,engine_module,"""BLOCKED_BY_ENGINE"", ""Requires CFIC_Rates layout + qla_core""),",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,298,CFIC_Rates,legacy_project_name,"""BLOCKED_BY_ENGINE"", ""Imports qla_core; hardcodes CFIC_Rates""),",MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,298,qla_core,engine_module,"""BLOCKED_BY_ENGINE"", ""Imports qla_core; hardcodes CFIC_Rates""),",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,300,qla_core,engine_module,"""BLOCKED_BY_ENGINE"", ""Imports qla_core.rate_dbf_writer""),",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,302,Output,output_folder,"""NOT_READY"", ""Hardcoded Output/Issue_Log paths""),",MOVE_TO_CONFIG,paths.output_rates,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,302,Issue_Log,legacy_issue_folder,"""NOT_READY"", ""Hardcoded Output/Issue_Log paths""),",MOVE_TO_CONFIG,paths.issues,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,306,CFIC_Rates,legacy_project_name,"""SAFE_READ_ONLY"", ""Read-only vs CFIC_Rates""),",MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,310,CFIC_Rates,legacy_project_name,"""NOT_READY"", ""Parents[1] assumes old CFIC_Rates layout""),",MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,314,CFIC_Rates,legacy_project_name,"""Extract reserve DBF to staging"", ""HISTORICAL_ONLY"", ""Archived; paths point to CFIC_Rates""),",MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,324,qla_core,engine_module,"""Emit QuikGps from PDF staging"", ""BLOCKED_BY_ENGINE"", ""qla_core + archived""),",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,335,qla_core,engine_module,"qla = ""Y"" if ""qla_core"" in text and (""import"" in text or ""from qla_core"" in text) else (""Y"" if ""from qla_core"" in text or ""import qla_core"" in text else ""N"")",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,336,qla_core,engine_module,"if re.search(r""from qla_core|import qla_core"", text):",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,340,CFIC_Rates,legacy_project_name,"cfic_ref = ""Y"" if ""CFIC_Rates"" in text else ""N""",MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,341,QLA_Migration,warren_project,"qla_mig = ""Y"" if ""QLA_Migration"" in text else ""N""",MOVE_TO_CONFIG,REMOVE — out of scope,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,341,QLA_Migration,warren_project,"qla_mig = ""Y"" if ""QLA_Migration"" in text else ""N""",MOVE_TO_CONFIG,REMOVE — out of scope,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,345,CFIC_Rates,legacy_project_name,"""REQUIRED_WORKING_DIRECTORY"": ""Citizens project root (intended future); currently assumes CFIC_Rates"",",MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,349,qla_core,engine_module,"""REQUIRED_PACKAGES"": ""pandas/openpyxl/easyocr/pymupdf as applicable; qla_core external"",",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,370,qla_core,engine_module,"if not re.search(r""from qla_core|import qla_core"", text):",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,374,qla_core,engine_module,"if not re.search(r""from qla_core|import qla_core"", f[""line_text""]):",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,399,CFIC_Rates,legacy_project_name,"(r""CFIC_Rates"", ""legacy_project_name""),",MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,400,Citizens_Product_Rate_Conversion,citizens_project_name,"(r""Citizens_Product_Rate_Conversion"", ""citizens_project_name""),",MOVE_TO_CONFIG,KEEP_RELATIVE,CIT-ARCH-001,MEDIUM
