sheet,policy_form,rate_type_col,type_codes,segment,assessment,rt_rows,pa_rows,rt_types_present,pa_types_present,verdict,note
Non-ISWL,SAL OL,Reserve Factors (RV),RV,SAL OL,dark_green,4750,0,CV|RV,NF|NP|PR,AGREE,found RT=4750 PA=0
Non-ISWL,SAL OL,Net Valuation Premiums (NP),NP,SAL OL,dark_green,0,76,CV|RV,NF|NP|PR,AGREE,found RT=0 PA=76
Non-ISWL,SAL OL,Non-Forfeiture Factors (NF),NF,SAL OL,dark_green,0,76,CV|RV,NF|NP|PR,AGREE,found RT=0 PA=76
Non-ISWL,L15,Premiums (PR),PR,L15,dark_green,0,82,CV|NF|NP|RV,PR|RD|YP,AGREE,found RT=0 PA=82
Non-ISWL,L15,Cash Values (CV),CV,L15,dark_green,2872,0,CV|NF|NP|RV,PR|RD|YP,AGREE,found RT=2872 PA=0
Non-ISWL,L15,Reserve Factors (RV),RV,L15,dark_green,2886,0,CV|NF|NP|RV,PR|RD|YP,AGREE,found RT=2886 PA=0
Non-ISWL,L15,Net Valuation Premiums (NP),NP,L15,dark_green,2886,0,CV|NF|NP|RV,PR|RD|YP,AGREE,found RT=2886 PA=0
Non-ISWL,L15,Non-Forfeiture Factors (NF),NF,L15,dark_green,2870,0,CV|NF|NP|RV,PR|RD|YP,AGREE,found RT=2870 PA=0
Non-ISWL,10827 CSI7,Premiums (PR),PR,10827 CSI7,dark_green,0,60,CV|DB|NP|RV,PR,AGREE,found RT=0 PA=60
Non-ISWL,10827 CSI7,Cash Values (CV),CV,10827 CSI7,dark_green,2370,0,CV|DB|NP|RV,PR,AGREE,found RT=2370 PA=0
Non-ISWL,10827 CSI7,Death Benefits (DB),DB,10827 CSI7,dark_green,1185,0,CV|DB|NP|RV,PR,AGREE,found RT=1185 PA=0
Non-ISWL,10827 CSI7,Reserve Factors (RV),RV,10827 CSI7,dark_green,2370,0,CV|DB|NP|RV,PR,AGREE,found RT=2370 PA=0
Non-ISWL,10827 CSI7,Net Valuation Premiums (NP),NP,10827 CSI7,dark_green,2370,0,CV|DB|NP|RV,PR,AGREE,found RT=2370 PA=0
Non-ISWL,619 DT,Premiums (PR),PR,619 DT,dark_green,0,60,NN|NP|PN|RV,DB|PR,AGREE,found RT=0 PA=60
Non-ISWL,619 DT,Death Benefits (DB),DB,619 DT,dark_green,0,66,NN|NP|PN|RV,DB|PR,AGREE,found RT=0 PA=66
Non-ISWL,619 DT,Reserve Factors (RV),RV,619 DT,dark_green,122,0,NN|NP|PN|RV,DB|PR,AGREE,found RT=122 PA=0
Non-ISWL,619 DT,Net Valuation Premiums (NP),NP,619 DT,dark_green,4148,0,NN|NP|PN|RV,DB|PR,AGREE,found RT=4148 PA=0
Non-ISWL,619 DT SP,Premiums (PR),PR,619 DT SP,dark_green,0,60,NP|RV,DB|PR,AGREE,found RT=0 PA=60
Non-ISWL,619 DT SP,Death Benefits (DB),DB,619 DT SP,dark_green,0,66,NP|RV,DB|PR,AGREE,found RT=0 PA=66
Non-ISWL,619 DT SP,Reserve Factors (RV),RV,619 DT SP,dark_green,90,0,NP|RV,DB|PR,AGREE,found RT=90 PA=0
Non-ISWL,619 DT SP,Net Valuation Premiums (NP),NP,619 DT SP,dark_green,4320,0,NP|RV,DB|PR,AGREE,found RT=4320 PA=0
Non-ISWL,619 DT CH,Premiums (PR),PR,619 DT CH,dark_green,0,23,,DB|PR,AGREE,found RT=0 PA=23
Non-ISWL,619 DT CH,Death Benefits (DB),DB,619 DT CH,dark_green,0,23,,DB|PR,AGREE,found RT=0 PA=23
Non-ISWL,DISCHO25,Premiums (PR),PR,DISCHO25,peach,117,0,PR,,DISAGREE,marked no-LP-rates but found RT=117 PA=0
Non-ISWL,DISCHO25,Death Benefits (DB),DB,ZERO,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
Non-ISWL,991 PWL,Premiums (PR),PR,991 PWL,dark_green,0,61,CV|DV|NP|RV,PR,AGREE,found RT=0 PA=61
Non-ISWL,991 PWL,Cash Values (CV),CV,991 PWL,dark_green,6398,0,CV|DV|NP|RV,PR,AGREE,found RT=6398 PA=0
Non-ISWL,991 PWL,Dividends (DV),DV,991 PWL,dark_green,2830,0,CV|DV|NP|RV,PR,AGREE,found RT=2830 PA=0
Non-ISWL,991 PWL,Reserve Factors (RV),RV,991 PWL,dark_green,6440,0,CV|DV|NP|RV,PR,AGREE,found RT=6440 PA=0
Non-ISWL,991 PWL,Net Valuation Premiums (NP),NP,991 PWL,dark_green,6440,0,CV|DV|NP|RV,PR,AGREE,found RT=6440 PA=0
Non-ISWL,666 WL,Premiums (PR),PR,666 WL,dark_green,0,86,CV|NN|NP|PN|RV,PR,AGREE,found RT=0 PA=86
Non-ISWL,666 WL,Cash Values (CV),CV,666 WL,dark_green,4895,0,CV|NN|NP|PN|RV,PR,AGREE,found RT=4895 PA=0
Non-ISWL,666 WL,Reserve Factors (RV),RV,666 WL,dark_green,9890,0,CV|NN|NP|PN|RV,PR,AGREE,found RT=9890 PA=0
Non-ISWL,666 WL,Net Valuation Premiums (NP),NP,666 WL,dark_green,9890,0,CV|NN|NP|PN|RV,PR,AGREE,found RT=9890 PA=0
Non-ISWL,897 666,Premiums (PR),PR,666 WL,dark_green,0,86,CV|NN|NP|PN|RV,PR,AGREE,found RT=0 PA=86
Non-ISWL,897 666,Cash Values (CV),CV,666 WL,dark_green,4895,0,CV|NN|NP|PN|RV,PR,AGREE,found RT=4895 PA=0
Non-ISWL,897 666,Reserve Factors (RV),RV,666 WL,dark_green,9890,0,CV|NN|NP|PN|RV,PR,AGREE,found RT=9890 PA=0
Non-ISWL,897 666,Net Valuation Premiums (NP),NP,666 WL,dark_green,9890,0,CV|NN|NP|PN|RV,PR,AGREE,found RT=9890 PA=0
Non-ISWL,10827 CSI3,Premiums (PR),PR,10827 CSI3,dark_green,0,60,CV|DB|NN|NP|RV,PR,AGREE,found RT=0 PA=60
Non-ISWL,10827 CSI3,Cash Values (CV),CV,10827 CSI3,dark_green,2370,0,CV|DB|NN|NP|RV,PR,AGREE,found RT=2370 PA=0
Non-ISWL,10827 CSI3,Death Benefits (DB),DB,10827 CSI3,dark_green,1185,0,CV|DB|NN|NP|RV,PR,AGREE,found RT=1185 PA=0
Non-ISWL,10827 CSI3,Reserve Factors (RV),RV,10827 CSI3,dark_green,2370,0,CV|DB|NN|NP|RV,PR,AGREE,found RT=2370 PA=0
Non-ISWL,10827 CSI3,Net Valuation Premiums (NP),NP,10827 CSI3,dark_green,2370,0,CV|DB|NN|NP|RV,PR,AGREE,found RT=2370 PA=0
Non-ISWL,10827 MN5K,Premiums (PR),PR,10827 CSI5,dark_green,0,60,CV|DB|NN|NP|PN|RV,PR,AGREE,found RT=0 PA=60
Non-ISWL,10827 MN5K,Cash Values (CV),CV,10827 MN5K,dark_green,2370,0,CV|DB|NP|RV,,AGREE,found RT=2370 PA=0
Non-ISWL,10827 MN5K,Death Benefits (DB),DB,10827 MN5K,dark_green,1185,0,CV|DB|NP|RV,,AGREE,found RT=1185 PA=0
Non-ISWL,10827 MN5K,Reserve Factors (RV),RV,10827 MN5K,dark_green,2370,0,CV|DB|NP|RV,,AGREE,found RT=2370 PA=0
Non-ISWL,10827 MN5K,Net Valuation Premiums (NP),NP,10827 MN5K,dark_green,2370,0,CV|DB|NP|RV,,AGREE,found RT=2370 PA=0
Non-ISWL,622 END85,Cash Values (CV),CV,622 END85,dark_green,3656,0,CV|DV|NP|RV,,AGREE,found RT=3656 PA=0
Non-ISWL,622 END85,Dividends (DV),DV,622 END85,dark_green,1220,0,CV|DV|NP|RV,,AGREE,found RT=1220 PA=0
Non-ISWL,622 END85,Reserve Factors (RV),RV,622 END85,dark_green,6710,0,CV|DV|NP|RV,,AGREE,found RT=6710 PA=0
Non-ISWL,622 END85,Net Valuation Premiums (NP),NP,622 END85,dark_green,2440,0,CV|DV|NP|RV,,AGREE,found RT=2440 PA=0
Non-ISWL,665 STME95,Premiums (PR),PR,665 STME95,yellow,117,0,CV|DB|DV|NP|PR|RV,RD,RESEARCH,RT=117 PA=0 any_cov=True
Non-ISWL,665 STME95,Cash Values (CV),CV,665 STME95,dark_green,3479,0,CV|DB|DV|NP|PR|RV,RD,AGREE,found RT=3479 PA=0
Non-ISWL,665 STME95,Dividends (DV),DV,665 STME95,dark_green,1800,0,CV|DB|DV|NP|PR|RV,RD,AGREE,found RT=1800 PA=0
Non-ISWL,665 STME95,Death Benefits (DB),DB,665 STME95,dark_green,5100,0,CV|DB|DV|NP|PR|RV,RD,AGREE,found RT=5100 PA=0
Non-ISWL,665 STME95,Reserve Factors (RV),RV,665 STME95,dark_green,7140,0,CV|DB|DV|NP|PR|RV,RD,AGREE,found RT=7140 PA=0
Non-ISWL,665 STME95,Net Valuation Premiums (NP),NP,665 STME95,dark_green,7140,0,CV|DB|DV|NP|PR|RV,RD,AGREE,found RT=7140 PA=0
Non-ISWL,0823 665,Premiums (PR),PR,0823 665,dark_green,0,72,,PR,AGREE,found RT=0 PA=72
Non-ISWL,0823 665,Death Benefits (DB),DB,ZERO,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
Non-ISWL,0823 665,Reserve Factors (RV),RV,WP AD 02,red,0,0,,,AGREE,missing from RT (PA=0) as expected for New Era duration request
Non-ISWL,0823 665,Net Valuation Premiums (NP),NP,WP AD 02,red,0,0,,,AGREE,missing from RT (PA=0) as expected for New Era duration request
Non-ISWL,0822 665,Premiums (PR),PR,0822 665,dark_green,0,36,,PR,AGREE,found RT=0 PA=36
Non-ISWL,0822 665,Reserve Factors (RV),RV,ADB 25 66,red,0,0,,,AGREE,missing from RT (PA=0) as expected for New Era duration request
Non-ISWL,0822 665,Net Valuation Premiums (NP),NP,ADB 25 66,red,0,0,,,AGREE,missing from RT (PA=0) as expected for New Era duration request
Non-ISWL,896 DAR,Premiums (PR),PR,896 DAR,dark_green,0,117,CV|DV|NP|RV,NP|PR,AGREE,found RT=0 PA=117
Non-ISWL,896 DAR,Cash Values (CV),CV,896 DAR,dark_green,2040,0,CV|DV|NP|RV,NP|PR,AGREE,found RT=2040 PA=0
Non-ISWL,896 DAR,Dividends (DV),DV,896 DAR,dark_green,2040,0,CV|DV|NP|RV,NP|PR,AGREE,found RT=2040 PA=0
Non-ISWL,896 DAR,Death Benefits (DB),DB,ZERO,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
Non-ISWL,896 DAR,Reserve Factors (RV),RV,896 DAR,dark_green,41,0,CV|DV|NP|RV,NP|PR,AGREE,found RT=41 PA=0
Non-ISWL,896 DAR,Net Valuation Premiums (NP),NP,896 DAR,dark_green,78,3,CV|DV|NP|RV,NP|PR,AGREE,found RT=78 PA=3
Non-ISWL,0823 896,Death Benefits (DB),DB,ZERO,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
Non-ISWL,0823 896,Reserve Factors (RV),RV,WP AD 02,red,0,0,,,AGREE,missing from RT (PA=0) as expected for New Era duration request
Non-ISWL,0823 896,Net Valuation Premiums (NP),NP,WP AD 02,red,0,0,,,AGREE,missing from RT (PA=0) as expected for New Era duration request
Non-ISWL,980 END65,Premiums (PR),PR,980 END65,dark_green,0,112,CV|DV|NN|NP|PN|RV,PR|RD,AGREE,found RT=0 PA=112
Non-ISWL,980 END65,Cash Values (CV),CV,980 END65,dark_green,4143,0,CV|DV|NN|NP|PN|RV,PR|RD,AGREE,found RT=4143 PA=0
Non-ISWL,980 END65,Dividends (DV),DV,980 END65,dark_green,3716,0,CV|DV|NN|NP|PN|RV,PR|RD,AGREE,found RT=3716 PA=0
Non-ISWL,980 END65,Reserve Factors (RV),RV,980 END65,dark_green,4200,0,CV|DV|NN|NP|PN|RV,PR|RD,AGREE,found RT=4200 PA=0
Non-ISWL,980 END65,Net Valuation Premiums (NP),NP,980 END65,dark_green,4200,0,CV|DV|NN|NP|PN|RV,PR|RD,AGREE,found RT=4200 PA=0
Non-ISWL,L16,Premiums (PR),PR,L16,dark_green,0,42,CV|DB|NF|NP|RV,PR,AGREE,found RT=0 PA=42
Non-ISWL,L16,Cash Values (CV),CV,L16,dark_green,1682,0,CV|DB|NF|NP|RV,PR,AGREE,found RT=1682 PA=0
Non-ISWL,L16,Death Benefits (DB),DB,L16,dark_green,1680,0,CV|DB|NF|NP|RV,PR,AGREE,found RT=1680 PA=0
Non-ISWL,L16,Reserve Factors (RV),RV,L16,dark_green,1690,0,CV|DB|NF|NP|RV,PR,AGREE,found RT=1690 PA=0
Non-ISWL,L16,Net Valuation Premiums (NP),NP,L16,dark_green,1690,0,CV|DB|NF|NP|RV,PR,AGREE,found RT=1690 PA=0
Non-ISWL,L16,Non-Forfeiture Factors (NF),NF,L16,dark_green,1680,0,CV|DB|NF|NP|RV,PR,AGREE,found RT=1680 PA=0
Non-ISWL,L16POLFEE,Death Benefits (DB),DB,L16POLFEE,dark_green,5,0,DB,,AGREE,found RT=5 PA=0
Non-ISWL,619 SPS PU,Death Benefits (DB),DB,619 DT SP,yellow,0,66,NP|RV,DB|PR,RESEARCH,RT=0 PA=66 any_cov=True
Non-ISWL,619 SPS PU,Reserve Factors (RV),RV,619 SPS PU,dark_green,3724,94,NP|RV,RV,AGREE,found RT=3724 PA=94
Non-ISWL,619 SPS PU,Net Valuation Premiums (NP),NP,619 SPS PU,dark_green,4260,0,NP|RV,RV,AGREE,found RT=4260 PA=0
Non-ISWL,647 FLP,Premiums (PR),PR,647 FLP,dark_green,0,117,NP|RV,DB|PR,AGREE,found RT=0 PA=117
Non-ISWL,647 FLP,Death Benefits (DB),DB,647 FLP,dark_green,0,49,NP|RV,DB|PR,AGREE,found RT=0 PA=49
Non-ISWL,647 FLP,Reserve Factors (RV),RV,647 FLP,dark_green,2186,0,NP|RV,DB|PR,AGREE,found RT=2186 PA=0
Non-ISWL,647 FLP,Net Valuation Premiums (NP),NP,647 FLP,dark_green,2450,0,NP|RV,DB|PR,AGREE,found RT=2450 PA=0
Non-ISWL,647 FLP SP,Death Benefits (DB),DB,647 FLP SP,dark_green,0,49,,DB,AGREE,found RT=0 PA=49
Non-ISWL,670 GL858,Premiums (PR),PR,GL LP85,purple,0,0,,,AGREE,missing from PA (and RT=0) as expected for New Era AA request
Non-ISWL,670 GL858,Cash Values (CV),CV,670 GL85-8,dark_green,9121,0,CV|DV|NF|NN|NP|PN|RV,,AGREE,found RT=9121 PA=0
Non-ISWL,670 GL858,Dividends (DV),DV,670 GL85-8,dark_green,7126,0,CV|DV|NF|NN|NP|PN|RV,,AGREE,found RT=7126 PA=0
Non-ISWL,670 GL858,Reserve Factors (RV),RV,670 GL8588,peach,0,0,CV,,AGREE,absent from both extracts
Non-ISWL,670 GL858,Net Valuation Premiums (NP),NP,670 GL8588,peach,0,0,CV,,AGREE,absent from both extracts
Non-ISWL,960 LP85-M,Premiums (PR),PR,960 LP85-8,purple,0,0,,,AGREE,missing from PA (and RT=0) as expected for New Era AA request
Non-ISWL,960 LP85-M,Cash Values (CV),CV,960 LP85-8,red,0,0,,,AGREE,missing from RT (PA=0) as expected for New Era duration request
Non-ISWL,960 LP85-M,Dividends (DV),DV,960 LP85-8,red,0,0,,,AGREE,missing from RT (PA=0) as expected for New Era duration request
Non-ISWL,960 LP85-M,Reserve Factors (RV),RV,960 LP85-8,red,0,0,,,AGREE,missing from RT (PA=0) as expected for New Era duration request
Non-ISWL,960 LP85-M,Net Valuation Premiums (NP),NP,960 LP85-8,red,0,0,,,AGREE,missing from RT (PA=0) as expected for New Era duration request
Non-ISWL,0823 96085,Premiums (PR),PR,0823 96085,dark_green,0,82,,PR,AGREE,found RT=0 PA=82
Non-ISWL,0823 96085,Death Benefits (DB),DB,ZERO,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
Non-ISWL,0823 96085,Reserve Factors (RV),RV,WPAD061 2,red,0,0,,,AGREE,missing from RT (PA=0) as expected for New Era duration request
Non-ISWL,0823 96085,Net Valuation Premiums (NP),NP,WPAD061 2,red,0,0,,,AGREE,missing from RT (PA=0) as expected for New Era duration request
Non-ISWL,L01 10Y MA,Premiums (PR),PR,L01 10Y MA,dark_green,9720,0,NN|NP|PN|PR|RV,,AGREE,found RT=9720 PA=0
Non-ISWL,L01 10Y MA,Reserve Factors (RV),RV,L01 10Y MA,dark_green,2,0,NN|NP|PN|PR|RV,,AGREE,found RT=2 PA=0
Non-ISWL,L01 10Y MA,Net Valuation Premiums (NP),NP,L01 10Y MA,dark_green,134,0,NN|NP|PN|PR|RV,,AGREE,found RT=134 PA=0
Non-ISWL,8115 L01,Premiums (PR),PR,8115 L01,dark_green,0,168,,PR,AGREE,found RT=0 PA=168
Non-ISWL,8115 L01,Death Benefits (DB),DB,ZERO,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
Non-ISWL,8115 L01,Reserve Factors (RV),RV,WP AD 24,red,0,0,,,AGREE,missing from RT (PA=0) as expected for New Era duration request
Non-ISWL,8115 L01,Net Valuation Premiums (NP),NP,WP AD 24,red,0,0,,,AGREE,missing from RT (PA=0) as expected for New Era duration request
Non-ISWL,1596 L01,Premiums (PR),PR,1596,dark_green,0,51,,PR,AGREE,found RT=0 PA=51
Non-ISWL,1596 L01,Reserve Factors (RV),RV,ADB 25 68,red,0,0,,,AGREE,missing from RT (PA=0) as expected for New Era duration request
Non-ISWL,1596 L01,Net Valuation Premiums (NP),NP,ADB 25 68,red,0,0,,,AGREE,missing from RT (PA=0) as expected for New Era duration request
Non-ISWL,DISCH070,Premiums (PR),PR,DISCHO70,peach,3,0,PR,,DISAGREE,marked no-LP-rates but found RT=3 PA=0
Non-ISWL,DISCH070,Death Benefits (DB),DB,ZERO,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
ISWL,659 CEN II,Cash Values (CV),CV,659 CEN II,dark_green,9678,0,CV|NP|RV|SL|TP|TX|UF,BP|NC|NF|U5|U6,AGREE,found RT=9678 PA=0
ISWL,659 CEN II,Net Valuation Premiums (NP),NP,659 CEN II,dark_green,19780,0,CV|NP|RV|SL|TP|TX|UF,BP|NC|NF|U5|U6,AGREE,found RT=19780 PA=0
ISWL,659 CEN II,Reserve Factors (RV),RV,659 CEN II,dark_green,19780,0,CV|NP|RV|SL|TP|TX|UF,BP|NC|NF|U5|U6,AGREE,found RT=19780 PA=0
ISWL,659 CEN II,Non-Forfeiture Factors (NF),NF,659 CEN II,dark_green,0,172,CV|NP|RV|SL|TP|TX|UF,BP|NC|NF|U5|U6,AGREE,found RT=0 PA=172
ISWL,659 CEN II,Guar COI Rates (U5),U5,659 CEN II,dark_green,0,200,CV|NP|RV|SL|TP|TX|UF,BP|NC|NF|U5|U6,AGREE,found RT=0 PA=200
ISWL,659 CEN II,Curr COI Rates (U6),U6,659 CEN II,dark_green,0,400,CV|NP|RV|SL|TP|TX|UF,BP|NC|NF|U5|U6,AGREE,found RT=0 PA=400
ISWL,1576 659,Premiums (PR),PR,1576 659,dark_green,0,164,,PR,AGREE,found RT=0 PA=164
ISWL,1576 659,Net Valuation Premiums (NP),NP,WP AA 20,red,0,0,,,AGREE,missing from RT (PA=0) as expected for New Era duration request
ISWL,1576 659,Death Benefits (DB),DB,ZERO,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
ISWL,1576 659,Reserve Factors (RV),RV,WP AA 20,red,0,0,,,AGREE,missing from RT (PA=0) as expected for New Era duration request
ISWL,1577 ADB,Premiums (PR),PR,1577 ADB,dark_green,0,46,,PR,AGREE,found RT=0 PA=46
ISWL,1578 FTR,Premiums (PR),PR,1578 FTR,dark_green,0,41,NP|RV,DB|PR,AGREE,found RT=0 PA=41
ISWL,1578 FTR,Net Valuation Premiums (NP),NP,1578 FTR,dark_green,2551,0,NP|RV,DB|PR,AGREE,found RT=2551 PA=0
ISWL,1578 FTR,Death Benefits (DB),DB,1578 FTR,dark_green,0,48,NP|RV,DB|PR,AGREE,found RT=0 PA=48
ISWL,1578 FTR,Reserve Factors (RV),RV,1578 FTR,dark_green,101,0,NP|RV,DB|PR,AGREE,found RT=101 PA=0
ISWL,1578 CTR,Premiums (PR),PR,1578 CTR,dark_green,0,117,,PR,AGREE,found RT=0 PA=117
ISWL,1578FTR WP,Premiums (PR),PR,1578FTR WP,dark_green,0,117,,PR,AGREE,found RT=0 PA=117
ISWL,1578FTR WP,Death Benefits (DB),DB,ZERO,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
ISWL,1578CTR WP,Premiums (PR),PR,1578CTR WP,dark_green,0,117,,PR,AGREE,found RT=0 PA=117
ISWL,1578CTR WP,Death Benefits (DB),DB,ZERO,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
ISWL,1579 GPO,Premiums (PR),PR,1579 GPO,dark_green,0,41,,PR,AGREE,found RT=0 PA=41
ISWL,1579 GPO,Net Valuation Premiums (NP),NP,1579 GPO,peach,0,0,,PR,AGREE,absent from both extracts
ISWL,1579 GPO,Death Benefits (DB),DB,ZERO,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
ISWL,1579 GPO,Reserve Factors (RV),RV,ZERO LIFE,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
ISWL,1580 JPO,Premiums (PR),PR,1580 JPO,dark_green,0,22,,PR,AGREE,found RT=0 PA=22
ISWL,1580 JPO,Net Valuation Premiums (NP),NP,1580 JPO,peach,0,0,,PR,AGREE,absent from both extracts
ISWL,1580 JPO,Death Benefits (DB),DB,ZERO,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
ISWL,1580 JPO,Reserve Factors (RV),RV,ZERO LIFE,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
ISWL,8042 STR,Premiums (PR),PR,8042 STR,dark_green,0,38,NP|RV,DB|PR,AGREE,found RT=0 PA=38
ISWL,8042 STR,Net Valuation Premiums (NP),NP,8042 STR,dark_green,2156,0,NP|RV,DB|PR,AGREE,found RT=2156 PA=0
ISWL,8042 STR,Death Benefits (DB),DB,8042 STR,dark_green,0,48,NP|RV,DB|PR,AGREE,found RT=0 PA=48
ISWL,8042 STR,Reserve Factors (RV),RV,8042 STR,dark_green,88,0,NP|RV,DB|PR,AGREE,found RT=88 PA=0
ISWL,8043 CTR,Premiums (PR),PR,8043 CTR,dark_green,0,117,NP|RV,PR,AGREE,found RT=0 PA=117
ISWL,8043 CTR,Net Valuation Premiums (NP),NP,8043 CTR,dark_green,48,0,NP|RV,PR,AGREE,found RT=48 PA=0
ISWL,8043 CTR,Reserve Factors (RV),RV,8043 CTR,dark_green,2,0,NP|RV,PR,AGREE,found RT=2 PA=0
ISWL,8042STR WP,Premiums (PR),PR,8042STR WP,dark_green,0,117,,PR,AGREE,found RT=0 PA=117
ISWL,8042STR WP,Death Benefits (DB),DB,ZERO,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
ISWL,8043CTR WP,Premiums (PR),PR,8043CTR WP,dark_green,0,117,,PR,AGREE,found RT=0 PA=117
ISWL,8043CTR WP,Death Benefits (DB),DB,ZERO,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
ISWL,8046 JPO,Premiums (PR),PR,8046 JPO,dark_green,0,22,,PR,AGREE,found RT=0 PA=22
ISWL,8046 JPO,Net Valuation Premiums (NP),NP,8046 JPO,peach,0,0,,PR,AGREE,absent from both extracts
ISWL,8046 JPO,Death Benefits (DB),DB,ZERO,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
ISWL,8046 JPO,Reserve Factors (RV),RV,ZERO LIFE,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
ISWL,DISCHO20 B,Premiums (PR),PR,DISCHO20 B,light_green,10,0,PR,,AGREE,found RT=10 PA=0
ISWL,DISCHO20 B,Death Benefits (DB),DB,ZERO,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
ISWL,DISCHO80,Premiums (PR),PR,DISCHO80,light_green,10,0,PR,,AGREE,found RT=10 PA=0
ISWL,DISCHO80,Death Benefits (DB),DB,ZERO,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
ISWL,DISCHO90,Premiums (PR),PR,DISCHO90,light_green,117,0,PR,,AGREE,found RT=117 PA=0
ISWL,DISCHO90,Death Benefits (DB),DB,ZERO,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
ISWL,658 CEN I,Cash Values (CV),CV,658 CEN I,dark_green,18124,0,CV|NP|RV,BP|NC|NF|RD|U6,AGREE,found RT=18124 PA=0
ISWL,658 CEN I,Net Valuation Premiums (NP),NP,658 CEN I,dark_green,19000,0,CV|NP|RV,BP|NC|NF|RD|U6,AGREE,found RT=19000 PA=0
ISWL,658 CEN I,Reserve Factors (RV),RV,658 CEN I,dark_green,19000,0,CV|NP|RV,BP|NC|NF|RD|U6,AGREE,found RT=19000 PA=0
ISWL,658 CEN I,Non-Forfeiture Factors (NF),NF,658 CEN I,dark_green,0,260,CV|NP|RV,BP|NC|NF|RD|U6,AGREE,found RT=0 PA=260
ISWL,658 CEN I,Guar COI Rates (U5),U5,659 CEN II,dark_green,0,200,CV|NP|RV|SL|TP|TX|UF,BP|NC|NF|U5|U6,AGREE,found RT=0 PA=200
ISWL,658 CEN I,Curr COI Rates (U6),U6,658 CEN I,dark_green,0,400,CV|NP|RV,BP|NC|NF|RD|U6,AGREE,found RT=0 PA=400
ISWL,1576 658,Premiums (PR),PR,1576 658,dark_green,0,164,,PR,AGREE,found RT=0 PA=164
ISWL,1576 658,Net Valuation Premiums (NP),NP,WP AA 20,red,0,0,,,AGREE,missing from RT (PA=0) as expected for New Era duration request
ISWL,1576 658,Death Benefits (DB),DB,ZERO,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
ISWL,1576 658,Reserve Factors (RV),RV,WP AA 20,red,0,0,,,AGREE,missing from RT (PA=0) as expected for New Era duration request
ISWL,659 CEN SR,Cash Values (CV),CV,659 CEN SR,dark_green,9678,0,CV|NP|RV,BP,AGREE,found RT=9678 PA=0
ISWL,659 CEN SR,Net Valuation Premiums (NP),NP,659 CEN SR,dark_green,9890,0,CV|NP|RV,BP,AGREE,found RT=9890 PA=0
ISWL,659 CEN SR,Reserve Factors (RV),RV,659 CEN SR,dark_green,9890,0,CV|NP|RV,BP,AGREE,found RT=9890 PA=0
ISWL,659 CEN SR,Non-Forfeiture Factors (NF),NF,659 CEN II,dark_green,0,172,CV|NP|RV|SL|TP|TX|UF,BP|NC|NF|U5|U6,AGREE,found RT=0 PA=172
ISWL,659 CEN SR,Guar COI Rates (U5),U5,659 CEN II,dark_green,0,200,CV|NP|RV|SL|TP|TX|UF,BP|NC|NF|U5|U6,AGREE,found RT=0 PA=200
ISWL,659 CEN SR,Curr COI Rates (U6),U6,659 CEN II,dark_green,0,400,CV|NP|RV|SL|TP|TX|UF,BP|NC|NF|U5|U6,AGREE,found RT=0 PA=400
ISWL,668 SPWL,Cash Values (CV),CV,668 SPWL,dark_green,0,202,SL,BP|CV|NP|RV|U5,AGREE,found RT=0 PA=202
ISWL,668 SPWL,Net Valuation Premiums (NP),NP,668 SPWL,dark_green,0,117,SL,BP|CV|NP|RV|U5,AGREE,found RT=0 PA=117
ISWL,668 SPWL,Reserve Factors (RV),RV,668 SPWL,dark_green,0,117,SL,BP|CV|NP|RV|U5,AGREE,found RT=0 PA=117
ISWL,668 SPWL,Guar COI Rates (U5),U5,668 SPWL,dark_green,0,217,SL,BP|CV|NP|RV|U5,AGREE,found RT=0 PA=217
ISWL,668 SPWL,Curr COI Rates (U6),U6,ZERO,light_green,0,0,,,DISAGREE,marked received but ZERO rows in both extracts
ISWL,658 CEN SD,Cash Values (CV),CV,658 CEN SD,dark_green,9113,0,CV|NP|RV,BP,AGREE,found RT=9113 PA=0
