TABLE_NAME,FIELD_ORDER,FIELD_NAME,TYPE,LENGTH,DECIMALS,IS_KEY_FIELD,LIKELY_BUSINESS_MEANING,NOTES
QuikQxs,34,Q030,N,9,4,N,"Mortality rate qx at attained age 30 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,35,Q031,N,9,4,N,"Mortality rate qx at attained age 31 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,36,Q032,N,9,4,N,"Mortality rate qx at attained age 32 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,37,Q033,N,9,4,N,"Mortality rate qx at attained age 33 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,38,Q034,N,9,4,N,"Mortality rate qx at attained age 34 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,39,Q035,N,9,4,N,"Mortality rate qx at attained age 35 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,40,Q036,N,9,4,N,"Mortality rate qx at attained age 36 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,41,Q037,N,9,4,N,"Mortality rate qx at attained age 37 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,42,Q038,N,9,4,N,"Mortality rate qx at attained age 38 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,43,Q039,N,9,4,N,"Mortality rate qx at attained age 39 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,44,Q040,N,9,4,N,"Mortality rate qx at attained age 40 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,45,Q041,N,9,4,N,"Mortality rate qx at attained age 41 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,46,Q042,N,9,4,N,"Mortality rate qx at attained age 42 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,47,Q043,N,9,4,N,"Mortality rate qx at attained age 43 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,48,Q044,N,9,4,N,"Mortality rate qx at attained age 44 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,49,Q045,N,9,4,N,"Mortality rate qx at attained age 45 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,50,Q046,N,9,4,N,"Mortality rate qx at attained age 46 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,51,Q047,N,9,4,N,"Mortality rate qx at attained age 47 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,52,Q048,N,9,4,N,"Mortality rate qx at attained age 48 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,53,Q049,N,9,4,N,"Mortality rate qx at attained age 49 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,54,Q050,N,9,4,N,"Mortality rate qx at attained age 50 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,55,Q051,N,9,4,N,"Mortality rate qx at attained age 51 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,56,Q052,N,9,4,N,"Mortality rate qx at attained age 52 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,57,Q053,N,9,4,N,"Mortality rate qx at attained age 53 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,58,Q054,N,9,4,N,"Mortality rate qx at attained age 54 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,59,Q055,N,9,4,N,"Mortality rate qx at attained age 55 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,60,Q056,N,9,4,N,"Mortality rate qx at attained age 56 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,61,Q057,N,9,4,N,"Mortality rate qx at attained age 57 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,62,Q058,N,9,4,N,"Mortality rate qx at attained age 58 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,63,Q059,N,9,4,N,"Mortality rate qx at attained age 59 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,64,Q060,N,9,4,N,"Mortality rate qx at attained age 60 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,65,Q061,N,9,4,N,"Mortality rate qx at attained age 61 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,66,Q062,N,9,4,N,"Mortality rate qx at attained age 62 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,67,Q063,N,9,4,N,"Mortality rate qx at attained age 63 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,68,Q064,N,9,4,N,"Mortality rate qx at attained age 64 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,69,Q065,N,9,4,N,"Mortality rate qx at attained age 65 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,70,Q066,N,9,4,N,"Mortality rate qx at attained age 66 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,71,Q067,N,9,4,N,"Mortality rate qx at attained age 67 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,72,Q068,N,9,4,N,"Mortality rate qx at attained age 68 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,73,Q069,N,9,4,N,"Mortality rate qx at attained age 69 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,74,Q070,N,9,4,N,"Mortality rate qx at attained age 70 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,75,Q071,N,9,4,N,"Mortality rate qx at attained age 71 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,76,Q072,N,9,4,N,"Mortality rate qx at attained age 72 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,77,Q073,N,9,4,N,"Mortality rate qx at attained age 73 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,78,Q074,N,9,4,N,"Mortality rate qx at attained age 74 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,79,Q075,N,9,4,N,"Mortality rate qx at attained age 75 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,80,Q076,N,9,4,N,"Mortality rate qx at attained age 76 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,81,Q077,N,9,4,N,"Mortality rate qx at attained age 77 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,82,Q078,N,9,4,N,"Mortality rate qx at attained age 78 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,83,Q079,N,9,4,N,"Mortality rate qx at attained age 79 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,84,Q080,N,9,4,N,"Mortality rate qx at attained age 80 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,85,Q081,N,9,4,N,"Mortality rate qx at attained age 81 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,86,Q082,N,9,4,N,"Mortality rate qx at attained age 82 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,87,Q083,N,9,4,N,"Mortality rate qx at attained age 83 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,88,Q084,N,9,4,N,"Mortality rate qx at attained age 84 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,89,Q085,N,9,4,N,"Mortality rate qx at attained age 85 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,90,Q086,N,9,4,N,"Mortality rate qx at attained age 86 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,91,Q087,N,9,4,N,"Mortality rate qx at attained age 87 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,92,Q088,N,9,4,N,"Mortality rate qx at attained age 88 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,93,Q089,N,9,4,N,"Mortality rate qx at attained age 89 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,94,Q090,N,9,4,N,"Mortality rate qx at attained age 90 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,95,Q091,N,9,4,N,"Mortality rate qx at attained age 91 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,96,Q092,N,9,4,N,"Mortality rate qx at attained age 92 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,97,Q093,N,9,4,N,"Mortality rate qx at attained age 93 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,98,Q094,N,9,4,N,"Mortality rate qx at attained age 94 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,99,Q095,N,9,4,N,"Mortality rate qx at attained age 95 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,100,Q096,N,9,4,N,"Mortality rate qx at attained age 96 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,101,Q097,N,9,4,N,"Mortality rate qx at attained age 97 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,102,Q098,N,9,4,N,"Mortality rate qx at attained age 98 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,103,Q099,N,9,4,N,"Mortality rate qx at attained age 99 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,104,Q100,N,9,4,N,"Mortality rate qx at attained age 100 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,105,Q101,N,9,4,N,"Mortality rate qx at attained age 101 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,106,Q102,N,9,4,N,"Mortality rate qx at attained age 102 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,107,Q103,N,9,4,N,"Mortality rate qx at attained age 103 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,108,Q104,N,9,4,N,"Mortality rate qx at attained age 104 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,109,Q105,N,9,4,N,"Mortality rate qx at attained age 105 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,110,Q106,N,9,4,N,"Mortality rate qx at attained age 106 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,111,Q107,N,9,4,N,"Mortality rate qx at attained age 107 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,112,Q108,N,9,4,N,"Mortality rate qx at attained age 108 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,113,Q109,N,9,4,N,"Mortality rate qx at attained age 109 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,114,Q110,N,9,4,N,"Mortality rate qx at attained age 110 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,115,Q111,N,9,4,N,"Mortality rate qx at attained age 111 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,116,Q112,N,9,4,N,"Mortality rate qx at attained age 112 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,117,Q113,N,9,4,N,"Mortality rate qx at attained age 113 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,118,Q114,N,9,4,N,"Mortality rate qx at attained age 114 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,119,Q115,N,9,4,N,"Mortality rate qx at attained age 115 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,120,Q116,N,9,4,N,"Mortality rate qx at attained age 116 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,121,Q117,N,9,4,N,"Mortality rate qx at attained age 117 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,122,Q118,N,9,4,N,"Mortality rate qx at attained age 118 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,123,Q119,N,9,4,N,"Mortality rate qx at attained age 119 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,124,Q120,N,9,4,N,"Mortality rate qx at attained age 120 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
QuikQxs,125,Q121,N,9,4,N,"Mortality rate qx at attained age 121 (NUMERIC, per radix); keyed by MORT",NUMERIC N9.4 (contrast factor grids which are CHAR)
