zip_path,internal_path,filename,extension,compressed_size,uncompressed_size,last_modified,exists_in_repo,repo_path,same_size_as_repo,likely_previously_analyzed,should_newly_analyze
C:/Users/warren/Downloads/LifePRO_Extracts_20260530 (1).zip,PROD_PPMGT_PACManagementSetup_Extract_20260530.csv,PROD_PPMGT_PACManagementSetup_Extract_20260530.csv,.csv,312,1275,2026-05-30T14:18:54,No,,N/A,No,Yes
C:/Users/warren/Downloads/LifePRO_Extracts_20260530 (1).zip,PROD_PSCTY_SecurityInformation_Extract_20260530.csv,PROD_PSCTY_SecurityInformation_Extract_20260530.csv,.csv,556785,17436555,2026-05-30T14:27:36,No,,N/A,No,Yes
C:/Users/warren/Downloads/LifePRO_Extracts_20260530 (1).zip,PROD_PSLOG_SecurityLog_Extract_20260530.csv,PROD_PSLOG_SecurityLog_Extract_20260530.csv,.csv,17171988,412323304,2026-05-30T14:27:48,No,,N/A,No,Yes
C:/Users/warren/Downloads/LifePRO_Extracts_20260530 (1).zip,PROD_PSREQ_SystematicRequestTable_Extract_20260530.csv,PROD_PSREQ_SystematicRequestTable_Extract_20260530.csv,.csv,1273,12904,2026-05-30T14:27:48,No,,N/A,No,Yes
C:/Users/warren/Downloads/LifePRO_Extracts_20260530 (1).zip,PROD_PSUSP_SuspenseBalances_Extract_20260530.csv,PROD_PSUSP_SuspenseBalances_Extract_20260530.csv,.csv,326,1320,2026-05-30T14:27:48,No,,N/A,No,Yes
C:/Users/warren/Downloads/LifePRO_Extracts_20260530 (1).zip,PROD_PTRTY_TreatySetup_Extract_20260530.csv,PROD_PTRTY_TreatySetup_Extract_20260530.csv,.csv,954,11421,2026-05-30T14:27:50,No,,N/A,No,Yes
C:/Users/warren/Downloads/LifePRO_Extracts_20260530 (1).zip,PROD_PTSEL_TreatySelection_Extract_20260530.csv,PROD_PTSEL_TreatySelection_Extract_20260530.csv,.csv,492,3420,2026-05-30T14:27:50,No,,N/A,No,Yes
C:/Users/warren/Downloads/LifePRO_Extracts_20260530 (1).zip,PROD_PTSELECT_Extract_20260530.csv,PROD_PTSELECT_Extract_20260530.csv,.csv,355,2025,2026-05-30T14:27:50,No,,N/A,No,Yes
C:/Users/warren/Downloads/LifePRO_Extracts_20260530 (1).zip,PROD_PVEST_AgentVesting_Extract_20260530.csv,PROD_PVEST_AgentVesting_Extract_20260530.csv,.csv,93025,2104820,2026-05-30T14:27:52,No,,N/A,No,Yes
C:/Users/warren/Downloads/LifePRO_Extracts_20260530 (1).zip,PRQRM_MultipleInsuredRequirements_Extract_20260530.csv,PRQRM_MultipleInsuredRequirements_Extract_20260530.csv,.csv,716,11143,2026-05-30T14:27:34,No,,N/A,No,Yes
C:/Users/warren/Downloads/LifePRO_Extracts_20260530 (1).zip,PRQST_PolicyStatusRequests_Extract_20260530.csv,PRQST_PolicyStatusRequests_Extract_20260530.csv,.csv,8144,87711,2026-05-30T14:27:36,No,,N/A,No,Yes
C:/Users/warren/Downloads/LifePRO_Extracts_20260530 (1).zip,PRQUE_RemoteQueue_Extract_20260530.csv,PRQUE_RemoteQueue_Extract_20260530.csv,.csv,3694,70074,2026-05-30T14:27:36,No,,N/A,No,Yes
C:/Users/warren/Downloads/LifePRO_Extracts_20260530 (1).zip,PTABH_AccountingTableHistory_Extract_20260530.csv,PTABH_AccountingTableHistory_Extract_20260530.csv,.csv,576417,13806594,2026-05-30T14:27:50,No,,N/A,No,Yes
C:/Users/warren/Downloads/LifePRO_Extracts_20260530 (1).zip,PTABL_AccountingTable_Extract_20260530.csv,PTABL_AccountingTable_Extract_20260530.csv,.csv,12260,176043,2026-05-30T14:27:50,No,,N/A,No,Yes
C:/Users/warren/Downloads/LifePRO_Extracts_20260530 (1).zip,PTABL_AccountingTableBCK_Extract_20260530.csv,PTABL_AccountingTableBCK_Extract_20260530.csv,.csv,19284,243576,2026-05-30T14:27:50,No,,N/A,No,Yes
C:/Users/warren/Downloads/LifePRO_Extracts_20260530 (1).zip,PTRAK_PolicyFileTracking_Extract_20260530.csv,PTRAK_PolicyFileTracking_Extract_20260530.csv,.csv,34564,296050,2026-05-30T14:27:50,No,,N/A,No,Yes
C:/Users/warren/Downloads/LifePRO_Extracts_20260530 (1).zip,PUTLA_UtilityAccessHistory_Extract_20260530.csv,PUTLA_UtilityAccessHistory_Extract_20260530.csv,.csv,388125,6551869,2026-05-30T14:27:52,No,,N/A,No,Yes
C:/Users/warren/Downloads/LifePRO_Extracts_20260530 (1).zip,PVNDR_Vendor_Extract_20260530.csv,PVNDR_Vendor_Extract_20260530.csv,.csv,28697,319056,2026-05-30T14:27:52,No,,N/A,No,Yes
C:/Users/warren/Downloads/LifePRO_Extracts_20260530 (1).zip,PYRTX_YearEndTax_Extract_20260530.csv,PYRTX_YearEndTax_Extract_20260530.csv,.csv,3344159,44663830,2026-05-30T14:27:54,No,,N/A,No,Yes
C:/Users/warren/Downloads/LifePRO_Extracts_20260530 (1).zip,RelationshipNameAddress_Extract_20260530.csv,RelationshipNameAddress_Extract_20260530.csv,.csv,3263158,84834976,2026-05-30T13:49:28,Yes,QLA_Migration\Source\RelationshipNameAddress_Extract_20260530.csv,Yes,Yes,Maybe
C:/Users/warren/Downloads/LifePRO_Extracts_20260530 (1).zip,PAAGE_AttainedAge_Rates_Extract_20260530.csv,PAAGE_AttainedAge_Rates_Extract_20260530.csv,.csv,65225,796279,2026-05-30T13:53:24,Yes,(similar) plan_analysis\source_data\rates\PAAGERAT_AttainedAge_Rates_Extract_20260428.csv,N/A,No,Yes
