SOURCE_SEGMENT_ID,PARENT_COVERAGE_ID,PLAN,RESOLUTION_PATH,PCOVR_DESCRIPTION,SEX,BAND,UWCLASS,ATTAINED_AGE_SEQ,QL_AGE,VALUE,LINENO
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,00,58,58,17.71,1998
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,00,59,59,19.23,1999
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,00,60,60,20.92,2000
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,00,61,61,22.8,2001
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,00,62,62,24.83,2002
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,00,63,63,26.99,2003
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,00,64,64,29.35,2004
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,00,65,65,31.99,2005
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,00,66,66,35.0,2006
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,00,67,67,38.27,2007
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,00,68,68,41.87,2008
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,00,69,69,45.85,2009
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,00,70,70,50.21,2010
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,1,01,40.0,2011
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,21,21,2.75,2012
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,22,22,2.76,2013
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,23,23,2.76,2014
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,24,24,2.77,2015
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,25,25,2.78,2016
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,26,26,2.8,2017
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,27,27,2.82,2018
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,28,28,2.85,2019
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,29,29,2.89,2020
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,30,30,2.94,2021
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,31,31,3.0,2022
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,32,32,3.08,2023
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,33,33,3.16,2024
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,34,34,3.26,2025
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,35,35,3.39,2026
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,36,36,3.55,2027
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,37,37,3.74,2028
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,38,38,3.97,2029
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,39,39,4.22,2030
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,40,40,4.5,2031
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,41,41,4.8,2032
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,8,08,1.0,2033
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,9,09,1.0,2034
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,10,10,1.0,2035
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,11,11,1.0,2036
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,12,12,1.0,2037
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,13,13,1.0,2038
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,14,14,1.0,2039
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,15,15,1.0,2040
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,16,16,1.0,2041
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,17,17,1.0,2042
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,18,18,1.0,2043
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,19,19,1.0,2044
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,20,20,1.0,2045
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,21,21,1.0,2046
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,22,22,1.0,2047
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,23,23,1.0,2048
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,24,24,1.0,2049
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,25,25,1.0,2050
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,26,26,1.0,2051
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,27,27,1.0,2052
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,28,28,1.0,2053
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,29,29,1.0,2054
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,30,30,1.0,2055
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,31,31,1.0,2056
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,32,32,1.0,2057
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,33,33,1.0,2058
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,34,34,1.0,2059
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,35,35,1.0,2060
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,36,36,1.0,2061
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,37,37,1.0,2062
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,38,38,1.0,2063
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,39,39,1.0,2064
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,40,40,1.0,2065
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,41,41,1.0,2066
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,42,42,1.0,2067
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,43,43,1.0,2068
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,44,44,1.0,2069
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,45,45,1.0,2070
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,46,46,1.0,2071
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,47,47,1.0,2072
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,48,48,1.0,2073
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,49,49,1.0,2074
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,50,50,1.0,2075
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,51,51,1.0,2076
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,52,52,1.0,2077
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,53,53,1.0,2078
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,54,54,1.0,2079
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,55,55,1.0,2080
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,56,56,1.0,2081
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,57,57,1.0,2082
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,58,58,1.0,2083
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,59,59,1.0,2084
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,60,60,1.0,2085
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,61,61,1.0,2086
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,62,62,1.0,2087
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,63,63,1.0,2088
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,64,64,1.0,2089
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,65,65,1.0,2090
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,66,66,1.0,2091
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,67,67,1.0,2092
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,68,68,1.0,2093
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,69,69,1.0,2094
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,70,70,1.0,2095
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,71,71,1.0,2096
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,72,72,1.0,2097
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,73,73,1.0,2098
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,74,74,1.0,2099
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,75,75,1.0,2100
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,76,76,1.0,2101
8043CTR WP,8043CTR WP,943CWP,SEGMENT,8043 CTR WAIVER OF PREMIUM,M,01,SM,77,77,1.0,2102
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,42,42,5.12,2103
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,43,43,5.45,2104
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,44,44,5.82,2105
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,45,45,6.23,2106
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,46,46,6.7,2107
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,47,47,7.23,2108
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,48,48,7.8,2109
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,49,49,8.42,2110
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,50,50,9.12,2111
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,51,51,9.9,2112
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,52,52,10.76,2113
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,53,53,11.67,2114
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,54,54,12.67,2115
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,55,55,13.78,2116
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,56,56,15.0,2117
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,57,57,16.32,2118
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,58,58,17.71,2119
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,59,59,19.23,2120
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,60,60,20.92,2121
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,61,61,22.8,2122
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,62,62,24.83,2123
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,63,63,26.99,2124
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,64,64,29.35,2125
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,65,65,31.99,2126
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,66,66,35.0,2127
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,67,67,38.27,2128
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,68,68,41.87,2129
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,69,69,45.85,2130
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,01,SM,70,70,50.21,2131
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,21,21,2.45,2132
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,22,22,2.46,2133
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,23,23,2.46,2134
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,24,24,2.47,2135
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,25,25,2.48,2136
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,26,26,2.5,2137
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,27,27,2.52,2138
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,28,28,2.55,2139
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,29,29,2.59,2140
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,30,30,2.64,2141
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,31,31,2.7,2142
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,32,32,2.78,2143
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,33,33,2.86,2144
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,34,34,2.96,2145
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,35,35,3.09,2146
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,36,36,3.2,2147
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,37,37,3.45,2148
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,38,38,3.67,2149
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,39,39,3.92,2150
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,40,40,4.2,2151
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,41,41,4.5,2152
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,42,42,4.81,2153
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,43,43,5.13,2154
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,44,44,5.49,2155
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,45,45,5.89,2156
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,46,46,6.35,2157
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,47,47,6.87,2158
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,48,48,7.44,2159
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,49,49,8.06,2160
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,50,50,8.75,2161
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,51,51,9.5,2162
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,52,52,10.31,2163
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,53,53,11.16,2164
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,54,54,12.09,2165
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,55,55,13.11,2166
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,56,56,14.25,2167
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,57,57,15.48,2168
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,58,58,16.77,2169
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,59,59,18.19,2170
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,60,60,19.78,2171
646 ART,646 ART,5646AT,SEGMENT,Annual Renewable Term,M,02,00,61,61,21.6,2172
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,29,29,1.67,2173
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,30,30,1.71,2174
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,31,31,1.76,2175
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,32,32,1.82,2176
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,33,33,1.9,2177
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,34,34,1.99,2178
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,35,35,2.1,2179
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,36,36,2.23,2180
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,37,37,2.37,2181
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,38,38,2.52,2182
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,39,39,2.69,2183
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,40,40,2.88,2184
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,41,41,3.09,2185
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,42,42,3.32,2186
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,43,43,3.57,2187
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,44,44,3.84,2188
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,45,45,4.13,2189
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,46,46,4.45,2190
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,47,47,4.79,2191
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,48,48,5.16,2192
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,49,49,5.55,2193
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,50,50,5.97,2194
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,NS,51,51,6.41,2195
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,21,21,1.91,2196
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,22,22,1.92,2197
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,23,23,1.93,2198
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,24,24,1.95,2199
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,25,25,1.98,2200
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,26,26,2.03,2201
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,27,27,2.09,2202
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,28,28,2.17,2203
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,29,29,2.26,2204
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,30,30,2.37,2205
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,31,31,2.49,2206
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,32,32,2.63,2207
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,33,33,2.78,2208
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,34,34,2.95,2209
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,35,35,3.13,2210
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,36,36,3.33,2211
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,37,37,3.55,2212
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,38,38,3.79,2213
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,39,39,4.05,2214
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,40,40,4.33,2215
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,41,41,4.63,2216
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,42,42,4.95,2217
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,43,43,5.29,2218
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,44,44,5.65,2219
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,45,45,6.03,2220
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,46,46,6.44,2221
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,47,47,6.88,2222
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,48,48,7.35,2223
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,49,49,7.86,2224
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,50,50,8.41,2225
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,F,02,SM,51,51,8.99,2226
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,M,01,NS,21,21,2.18,2227
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,M,01,NS,22,22,2.19,2228
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,M,01,NS,23,23,2.2,2229
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,M,01,NS,24,24,2.22,2230
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,M,01,NS,25,25,2.24,2231
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,M,01,NS,26,26,2.27,2232
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,M,01,NS,27,27,2.31,2233
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,M,01,NS,28,28,2.36,2234
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,M,01,NS,29,29,2.42,2235
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,M,01,NS,30,30,2.49,2236
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,M,01,NS,31,31,2.57,2237
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,M,01,NS,32,32,2.66,2238
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,M,01,NS,33,33,2.76,2239
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,M,01,NS,34,34,2.87,2240
686S 30MRG,687J 30MRG,7687J3,SEGMENT,Joint Decreasing Term Life,M,01,NS,35,35,2.99,2241
