MPOLICY,MBENTYP,MDATE,MBEN
010797197C,12,20180705,161.35
010797197C,12,20180705,159.98
010797197C,11,20180705,149.47
010797197C,11,20190610,172.84
010797197C,12,20190729,150.46
010797197C,12,20190729,160.05
010797197C,11,20190729,139.44
010797197C,11,20200610,172.98
010797197C,12,20200706,161.09
010797197C,12,20200706,160.18
010797197C,11,20200706,149.24
010797197C,12,20210602,3.65
010797197C,12,20210602,160.25
010797197C,11,20210602,3.38
010797197C,11,20210610,160.23
010797197C,12,20220608,0.92
010797197C,12,20220608,160.23
010797197C,11,20220608,0.84
010797197C,11,20220610,160.22
010797197C,12,20230602,3.65
010797197C,12,20230602,160.22
010797197C,11,20230602,3.38
010797197C,11,20230610,160.20
010797197C,12,20240603,3.18
010797197C,12,20240603,160.20
010797197C,11,20240603,2.95
010797197C,11,20240610,160.18
010797197C,12,20250609,0.46
010797197C,12,20250609,160.18
010797197C,11,20250609,0.42
010797197C,11,20250610,160.18
010798018C,10,20250416,32.67
010798018C,11,20250416,0.63
010798018C,10,20250716,32.67
010798018C,11,20250716,5.27
010798018C,12,20251016,3.99
010798018C,10,20251016,32.67
010798018C,11,20251016,5.93
010798018C,12,20260113,4.06
010798018C,12,20260113,101.79
010803025C,11,20180801,604.19
010803025C,12,20180805,597.82
010803025C,12,20180805,559.59
010803025C,11,20180805,553.61
010803025C,12,20190725,11.14
010803025C,12,20190725,559.51
010803025C,11,20190725,10.31
010803025C,11,20190801,559.44
010803025C,12,20200723,14.28
010803025C,12,20200723,559.44
010803025C,11,20200723,13.22
010803025C,11,20200801,559.36
010803025C,11,20210801,604.06
010803025C,12,20211027,464.27
010803025C,12,20211027,7698.68
010803026C,11,20180715,648.64
010803026C,11,20190715,700.47
010803026C,11,20200715,756.45
010803026C,11,20210715,816.90
010803026C,11,20220715,882.18
010803026C,11,20230715,952.68
010803026C,11,20240715,1028.81
010803026C,11,20250715,1111.03
010803026C,12,20260509,210.40
010803026C,12,20260509,14803.50
010803417C,12,20180104,619.50
010803417C,12,20180104,9.25
010803417C,11,20180104,619.04
010803417C,12,20180124,566.39
010803417C,12,20180124,9.25
010803417C,11,20180124,565.97
010803417C,12,20180306,457.43
010803417C,12,20180306,9.25
010803417C,11,20180306,457.10
010803417C,12,20180406,374.47
010803417C,12,20180406,9.25
010803417C,11,20180406,374.19
010803417C,12,20180423,328.68
010803417C,12,20180423,9.25
010803417C,11,20180423,328.44
010803417C,12,20180529,231.60
010803417C,12,20180529,9.25
010803417C,11,20180529,231.43
010803417C,12,20180625,158.37
010803417C,12,20180625,9.25
010803417C,11,20180625,158.25
010803417C,12,20180731,60.25
010803417C,12,20180731,9.25
010803417C,11,20180731,60.21
010803417C,11,20180822,1040.77
010803417C,12,20180828,1024.30
010803417C,12,20180828,9.25
010803417C,11,20180828,1023.57
010803417C,12,20180924,949.25
010803417C,12,20180924,9.25
010803417C,11,20180924,948.59
010803417C,12,20181026,9.25
010803417C,11,20181026,859.41
010803417C,12,20181026,860.02
010803417C,12,20181126,773.10
010803417C,12,20181126,9.25
010803417C,11,20181126,772.56
010803417C,12,20181226,688.55
010803417C,12,20181226,9.25
010803417C,11,20181226,688.08
010803417C,12,20190121,614.89
010803417C,12,20190121,9.25
010803417C,11,20190121,614.47
010803417C,12,20190226,512.54
010803417C,12,20190226,9.25
010803417C,11,20190226,512.19
010803417C,12,20190401,415.28
010803417C,12,20190401,9.25
010803417C,11,20190401,415.00
010803417C,12,20190415,374.92
010803417C,12,20190415,59.25
010803417C,11,20190415,373.29
010803417C,12,20190528,249.99
010803417C,12,20190528,209.25
010803417C,11,20190528,246.16
010803417C,12,20190624,169.36
010803417C,12,20190624,259.25
010803417C,11,20190624,166.11
010803417C,12,20190712,115.65
010803417C,12,20190712,205.00
010803417C,11,20190712,113.88
010803417C,12,20190813,25.09
010803417C,12,20190813,259.25
010803417C,11,20190813,24.59
010803417C,11,20190822,1037.55
010803417C,12,20191017,883.92
010803417C,12,20191017,159.25
010803417C,11,20191017,873.21
010803417C,12,20191205,738.94
010803417C,12,20191205,18.50
010803417C,11,20191205,737.90
010803417C,12,20191230,668.96
010803417C,12,20191230,109.25
010803417C,11,20191230,663.41
010803417C,12,20200121,602.95
010803417C,12,20200121,59.25
010803417C,11,20200121,600.22
010803417C,12,20200304,481.77
010803417C,12,20200304,9.25
010803417C,11,20200304,481.43
010803417C,12,20200327,417.68
010803417C,12,20200327,9.25
010803417C,11,20200327,417.39
010803417C,12,20200421,347.79
010803417C,12,20200421,68.50
010803417C,11,20200421,346.00
010803417C,12,20200630,150.19
010803417C,12,20200630,9.25
010803417C,11,20200630,150.08
010803417C,12,20200722,87.98
010803417C,12,20200722,134.25
010803417C,11,20200722,87.11
010803417C,11,20200822,1072.50
010803417C,12,20200824,1066.84
010803417C,12,20200824,84.25
010803417C,11,20200824,1060.16
010803417C,12,20200915,998.19
010803417C,12,20200915,109.25
010803417C,11,20200915,990.05
010803417C,12,20201015,905.77
010803417C,12,20201015,109.25
010803417C,11,20201015,898.38
010803417C,12,20201120,797.37
010803417C,12,20201120,59.25
010803417C,11,20201120,793.84
010803417C,12,20201221,706.63
010803417C,12,20201221,59.25
010803417C,11,20201221,703.51
010803417C,12,20210112,641.55
010803417C,12,20210112,59.25
010803417C,11,20210112,638.71
010803417C,12,20210302,500.29
010803417C,12,20210302,59.25
010803417C,11,20210302,498.10
010803417C,12,20210318,452.79
010803417C,12,20210318,109.25
010803417C,11,20210318,449.11
010803417C,12,20210426,338.93
010803417C,12,20210426,159.25
010803417C,11,20210426,334.92
010803417C,12,20210510,295.62
010803417C,12,20210510,109.25
010803417C,11,20210510,293.20
010803417C,12,20210618,184.00
010803417C,12,20210618,9.25
010803417C,11,20210618,183.88
010803417C,12,20210716,104.98
010803417C,12,20210716,109.25
010803417C,11,20210716,104.12
010803417C,12,20210818,11.29
010803417C,12,20210818,9.25
010803417C,11,20210818,11.29
010803417C,11,20210822,1071.09
010803417C,12,20210920,988.97
010803417C,12,20210920,9.25
010803417C,11,20210920,988.29
010803417C,12,20211012,925.70
010803417C,12,20211012,59.25
010803417C,11,20211012,921.65
010803417C,12,20211120,810.47
010803417C,12,20211120,118.50
010803417C,11,20211120,803.39
010803417C,12,20220122,623.43
010803417C,12,20220122,59.25
010803417C,11,20220122,620.73
010803417C,11,20220216,546.58
010803417C,12,20220216,548.96
010803417C,12,20220216,59.25
010803417C,12,20220316,466.10
010803417C,12,20220316,59.25
010803417C,11,20220316,464.09
010803417C,12,20220419,366.15
010803417C,12,20220419,59.25
010803417C,11,20220419,364.57
010803417C,12,20220512,298.21
010803417C,12,20220512,9.25
010803417C,11,20220512,298.01
010803417C,12,20220617,193.56
010803417C,12,20220617,59.25
010803417C,11,20220617,192.73
010803417C,12,20220718,102.54
010803417C,12,20220718,59.25
010803417C,11,20220718,102.10
010803417C,12,20220822,13900.46
010804711C,10,20250127,2000.00
010804711C,11,20250127,78.38
010804711C,12,20250310,59.93
010804711C,12,20250310,50.00
010804711C,11,20250310,58.44
010804711C,12,20250404,48.32
010804711C,12,20250404,50.00
010804711C,11,20250404,47.11
010804711C,12,20250603,22.66
010804711C,12,20250603,50.00
010804711C,11,20250603,22.07
010804711C,12,20250716,4.51
010804711C,12,20250716,50.00
010804711C,11,20250716,4.40
010804711C,11,20250727,149.84
010804711C,12,20250730,148.64
010804711C,12,20250730,142.46
010804711C,11,20250730,137.35
010806596C,10,20251202,28.08
010806596C,11,20251202,1.67
010806596C,12,20260303,1.12
010806596C,12,20260303,28.63
010806606C,11,20180807,158.20
010806606C,12,20181107,119.78
010806606C,12,20181107,2018.11
010807566C,11,20180822,738.88
010807566C,11,20190822,797.92
010807566C,12,20190909,760.10
010807566C,12,20190909,738.88
010807566C,11,20190909,704.06
010807566C,11,20200822,798.16
010807566C,11,20210822,861.95
010807566C,11,20220822,930.83
010807566C,11,20230822,1005.21
010807566C,11,20240822,1085.54
010807566C,11,20250822,1172.29
010808548C,11,20180901,799.15
010808548C,11,20190901,863.01
010808548C,12,20191016,760.44
010808548C,12,20191016,799.15
010808548C,11,20191016,704.70
010808548C,11,20200901,863.66
010808548C,11,20210901,932.68
010808548C,11,20220901,1007.21
010808548C,11,20230901,1087.70
010808548C,11,20240901,1174.63
010808548C,11,20250901,1268.49
010808831C,10,20251031,400.00
010808831C,11,20251031,26.10
010809317C,11,20180915,143.08
010809317C,12,20180917,142.33
010809317C,12,20180917,134.49
010809317C,11,20180917,131.64
010809317C,11,20190915,142.91
010809317C,12,20190916,142.53
010809317C,12,20190916,132.33
010809317C,11,20190916,131.99
010809317C,12,20200909,2.25
010809317C,12,20200909,132.34
010809317C,11,20200909,2.09
010809317C,11,20200915,132.32
010809317C,11,20210915,142.90
010809317C,12,20210920,141.02
010809317C,12,20210920,132.30
010809317C,11,20210920,130.59
010809317C,12,20220913,0.75
010809317C,12,20220913,132.34
010809317C,11,20220913,0.70
010809317C,11,20220915,132.33
010809317C,11,20230915,142.91
010809317C,11,20240915,154.33
010809317C,11,20250915,166.66
010809317C,12,20260112,113.73
010809317C,12,20260112,13.00
010809317C,11,20260112,113.03
010809320C,11,20180915,104.11
010809320C,12,20180917,103.56
010809320C,12,20180917,96.41
010809320C,11,20180917,95.90
010809320C,11,20190915,104.12
010809320C,12,20190916,103.85
010809320C,12,20190916,96.41
010809320C,11,20190916,96.16
010809320C,12,20200909,1.64
010809320C,12,20200909,96.41
010809320C,11,20200909,1.52
010809320C,11,20200915,96.40
010809320C,11,20210915,104.11
010809320C,12,20210920,102.74
010809320C,12,20210920,96.42
010809320C,11,20210920,95.14
010809320C,12,20220913,0.55
010809320C,12,20220913,96.41
010809320C,11,20220913,0.51
010809320C,11,20220915,96.41
010809320C,11,20230915,104.11
010809320C,11,20240915,112.43
010809320C,11,20250915,121.42
010809320C,12,20260112,82.86
010809320C,12,20260112,9.54
010809320C,11,20260112,82.34
010809353C,12,20180912,0.03
010809353C,12,20180912,3.89
010809353C,11,20180912,0.03
010809353C,11,20180915,3.89
010809353C,12,20190911,0.04
010809353C,12,20190911,3.89
010809353C,11,20190911,0.04
010809353C,11,20190915,3.89
010809353C,12,20200908,0.08
010809353C,12,20200908,3.89
010809353C,11,20200908,0.07
010809353C,11,20200915,3.89
010809353C,11,20210915,4.20
010809353C,12,20210916,4.19
010809353C,12,20210916,3.87
010809353C,11,20210916,3.88
010809353C,12,20220617,0.99
010809353C,12,20220617,51.61
010809581C,10,20240822,46.46
010809581C,11,20240822,3.71
010809581C,12,20241022,3.11
010809581C,12,20241022,47.06
010809581C,10,20250222,46.46
010809581C,11,20250222,1.82
010809581C,10,20250822,46.46
010809581C,11,20250822,7.57
010809581C,12,20251029,6.20
010809581C,12,20251029,96.11
010809966C,12,20180214,194.95
010809966C,12,20180214,100.00
010809966C,11,20180214,190.76
010809966C,12,20180826,4748.37
010810194C,11,20180910,49.87
010810194C,10,20190110,13.82
010810194C,12,20190110,33.67
010810194C,11,20190110,34.40
010810194C,12,20190210,30.20
010810194C,10,20190210,13.82
010810194C,11,20190210,30.83
010810194C,12,20190310,26.51
010810194C,10,20190310,13.82
010810194C,11,20190310,27.05
010810194C,12,20190410,22.61
010810194C,10,20190410,13.82
010810194C,11,20190410,23.06
010810194C,12,20190510,18.51
010810194C,10,20190510,13.82
010810194C,11,20190510,18.87
010810194C,12,20190610,14.20
010810194C,10,20190610,13.82
010810194C,11,20190610,14.46
010810194C,12,20190710,9.67
010810194C,10,20190710,13.82
010810194C,11,20190710,9.85
010810194C,12,20190910,5.52
010810194C,11,20190910,61.39
010810194C,12,20190910,61.39
010810194C,10,20190910,13.82
010810194C,11,20190910,62.50
010810194C,12,20191111,52.25
010810194C,12,20191111,13.82
010810194C,11,20191111,51.33
010810194C,11,20200615,14.28
010810194C,12,20200615,14.93
010810194C,12,20200615,35.53
010810194C,12,20200713,9.61
010810194C,12,20200713,36.18
010810194C,11,20200713,9.16
010810194C,12,20200812,4.51
010810194C,12,20200812,35.52
010810194C,11,20200812,4.30
010810194C,11,20200910,57.64
010810194C,12,20201019,51.61
010810194C,12,20201019,53.38
010810194C,11,20201019,47.82
010810194C,12,20210225,29.44
010810194C,12,20210225,10.53
010810194C,11,20210225,28.99
010810194C,12,20210414,21.82
010810194C,12,20210414,35.50
010810194C,11,20210414,20.70
010810194C,12,20210514,16.50
010810194C,12,20210514,35.53
010810194C,11,20210514,15.60
010810194C,12,20210621,10.66
010810194C,12,20210621,35.52
010810194C,11,20210621,10.06
010810194C,11,20210910,48.08
010810194C,12,20210913,47.69
010810194C,12,20210913,44.52
010810194C,11,20210913,44.16
010810194C,12,20220610,11.45
010810194C,10,20220610,13.82
010810194C,11,20220610,11.72
010810194C,11,20220910,49.21
010810194C,12,20220915,48.55
010810194C,12,20220915,300.00
010810194C,11,20220915,24.92
010810194C,12,20221011,23.16
010810194C,12,20221011,318.08
010810194C,11,20221011,0.01
010810194C,12,20221021,0.01
010810194C,12,20221021,0.07
010810271C,11,20180905,772.82
010810271C,11,20190905,834.57
010810271C,12,20191005,768.55
010810271C,12,20191005,10509.48
010810504C,11,20180915,53.54
010810504C,12,20181215,40.54
010810504C,10,20181215,15.13
010810504C,11,20181215,41.44
010810504C,12,20190115,36.95
010810504C,10,20190115,15.13
010810504C,11,20190115,37.75
010810504C,12,20190215,33.14
010810504C,10,20190215,15.13
010810504C,11,20190215,33.83
010810504C,12,20190315,29.09
010810504C,10,20190315,15.13
010810504C,11,20190315,29.68
010810504C,12,20190415,24.81
010810504C,10,20190415,15.13
010810504C,11,20190415,25.31
010810504C,12,20190515,20.31
010810504C,10,20190515,15.13
010810504C,11,20190515,20.70
010810504C,12,20190615,15.57
010810504C,10,20190615,15.13
010810504C,11,20190615,15.87
010810504C,12,20190715,10.61
010810504C,10,20190715,15.13
010810504C,11,20190715,10.81
010810504C,12,20190915,5.53
010810504C,11,20190915,67.40
010810504C,12,20200616,17.15
010810504C,12,20200616,35.52
010810504C,11,20200616,16.47
010810504C,12,20200713,11.51
010810504C,12,20200713,34.87
010810504C,11,20200713,11.04
010810504C,12,20200816,5.18
010810504C,12,20200816,35.53
010810504C,11,20200816,4.96
010810504C,11,20200915,64.21
010810504C,12,20201019,58.35
010810504C,12,20201019,59.46
010810504C,11,20201019,54.07
010810504C,12,20210225,33.62
010810504C,12,20210225,10.52
010810504C,11,20210225,33.16
010810504C,12,20210414,25.17
010810504C,12,20210414,35.50
010810504C,11,20210414,24.00
010810504C,12,20210514,19.29
010810504C,12,20210514,35.52
010810504C,11,20210514,18.36
010810504C,12,20210621,12.79
010810504C,12,20210621,35.53
010810504C,11,20210621,12.16
010810504C,12,20210913,0.30
010810504C,12,20210913,50.60
010810504C,11,20210913,0.27
010810504C,11,20210915,50.60
010810504C,12,20220615,13.02
010810504C,10,20220615,15.13
010810504C,11,20220615,13.31
010810504C,10,20220815,15.13
010810504C,12,20220715,8.90
010810504C,11,20220815,4.66
010810504C,10,20220715,15.13
010810504C,11,20220715,9.10
010810504C,12,20220815,4.57
010810504C,12,20220824,3.27
010810504C,12,20220824,726.43
010810539C,11,20180901,260.84
010810539C,11,20190901,281.68
010810539C,12,20190920,267.58
010810539C,12,20190920,130.00
010810539C,11,20190920,257.76
010810539C,12,20200201,160.44
010810539C,12,20200201,3506.23
010810912C,12,20180610,97.93
010810912C,12,20180610,5046.22
010811204C,11,20180911,374.34
010811204C,12,20190722,54.05
010811204C,12,20190722,25.00
010811204C,11,20190722,53.78
010811204C,12,20190820,23.27
010811204C,12,20190820,25.00
010811204C,11,20190820,23.15
010811204C,11,20190911,400.23
010811204C,12,20190920,390.75
010811204C,12,20190920,25.00
010811204C,11,20190920,388.81
010811204C,12,20191021,356.19
010811204C,12,20191021,25.00
010811204C,11,20191021,354.42
010811204C,12,20191120,322.81
010811204C,12,20191120,25.00
010811204C,11,20191120,321.20
010811204C,12,20191220,289.55
010811204C,12,20191220,25.00
010811204C,11,20191220,288.11
010811204C,12,20200120,255.36
010811204C,12,20200120,25.00
010811204C,11,20200120,254.09
010811204C,12,20200220,221.29
010811204C,12,20200220,25.00
010811204C,11,20200220,220.19
010811204C,12,20200320,189.46
010811204C,12,20200320,25.00
010811204C,11,20200320,188.53
010811204C,12,20200420,155.64
010811204C,12,20200420,25.00
010811204C,11,20200420,154.87
010811204C,12,20200520,122.99
010811204C,12,20200520,25.00
010811204C,11,20200520,122.38
010811204C,12,20200622,87.25
010811204C,12,20200622,25.00
010811204C,11,20200622,86.83
010811204C,12,20200720,56.98
010811204C,12,20200720,25.00
010811204C,11,20200720,56.70
010811204C,12,20200820,23.61
010811204C,12,20200820,25.00
010811204C,11,20200820,23.50
010811204C,11,20200911,407.26
010811204C,12,20200921,396.51
010811204C,12,20200921,25.00
010811204C,11,20200921,394.58
010811204C,11,20201020,361.66
010811204C,12,20201020,363.44
010811204C,12,20201020,25.00
010811204C,12,20201120,328.33
010811204C,12,20201120,25.00
010811204C,11,20201120,326.73
010811204C,12,20201221,293.34
010811204C,12,20201221,25.00
010811204C,11,20201221,291.91
010811204C,12,20210120,259.55
010811204C,12,20210120,25.00
010811204C,11,20210120,258.29
010811204C,12,20210222,222.63
010811204C,12,20210222,25.00
010811204C,11,20210222,221.55
010811204C,12,20210322,191.25
010811204C,12,20210322,25.00
010811204C,11,20210322,190.32
010811204C,12,20210420,158.90
010811204C,12,20210420,25.00
010811204C,11,20210420,158.13
010811204C,12,20210520,125.58
010811204C,12,20210520,25.00
010811204C,11,20210520,124.97
010811204C,12,20210621,90.19
010811204C,12,20210621,25.00
010811204C,11,20210621,89.76
010811204C,12,20210720,58.19
010811204C,12,20210720,25.00
010811204C,11,20210720,57.91
010811204C,12,20210820,24.12
010811204C,12,20210820,25.00
010811204C,11,20210820,24.00
010811204C,11,20210911,414.86
010811204C,12,20210920,405.01
010811204C,12,20210920,25.00
010811204C,11,20210920,403.06
010811204C,12,20211020,370.25
010811204C,12,20211020,25.00
010811204C,11,20211020,368.47
010811204C,12,20211122,332.31
010811204C,12,20211122,25.00
010811204C,11,20211122,330.72
010811204C,12,20211220,299.99
010811204C,12,20211220,25.00
010811204C,11,20211220,298.56
010811204C,12,20220120,264.49
010811204C,12,20220120,25.00
010811204C,11,20220120,263.22
010811204C,12,20220221,25.00
010811204C,12,20220221,227.99
010811204C,11,20220221,226.90
010811204C,12,20220321,196.02
010811204C,12,20220321,25.00
010811204C,11,20220321,195.09
010811204C,12,20220420,161.96
010811204C,12,20220420,25.00
010811204C,11,20220420,161.19
010811204C,12,20220520,128.01
010811204C,12,20220520,25.00
010811204C,11,20220520,127.40
010811204C,12,20220620,93.06
010811204C,12,20220620,25.00
010811204C,11,20220620,92.62
010811204C,12,20220720,59.33
010811204C,12,20220720,25.00
010811204C,11,20220720,59.05
010811204C,12,20220822,22.36
010811204C,12,20220822,25.00
010811204C,11,20220822,22.25
010811204C,11,20220911,423.06
010811204C,12,20220920,413.01
010811204C,12,20220920,25.00
010811204C,11,20220920,411.07
010811204C,12,20221020,377.61
010811204C,12,20221020,25.00
010811204C,11,20221020,375.83
010811204C,12,20221121,340.07
010811204C,12,20221121,25.00
010811204C,11,20221121,338.47
010811204C,12,20221220,306.01
010811204C,12,20221220,25.00
010811204C,11,20221220,304.57
010811204C,12,20230120,269.81
010811204C,12,20230120,25.00
010811204C,11,20230120,268.55
010811204C,12,20230220,233.73
010811204C,12,20230220,25.00
010811204C,11,20230220,232.64
010811204C,12,20230320,201.14
010811204C,12,20230320,25.00
010811204C,11,20230320,200.20
010811204C,12,20230420,165.27
010811204C,12,20230420,25.00
010811204C,11,20230420,164.50
010811204C,12,20230522,128.37
010811204C,12,20230522,25.00
010811204C,11,20230522,127.78
010811204C,12,20230620,94.98
010811204C,12,20230620,25.00
010811204C,11,20230620,94.54
010811204C,12,20230720,60.56
010811204C,12,20230720,25.00
010811204C,11,20230720,60.28
010811204C,12,20230821,23.97
010811204C,12,20230821,25.00
010811204C,11,20230821,23.85
010811204C,12,20230824,20.45
010811204C,12,20230824,5384.30
010811250C,11,20180922,79.41
010811250C,12,20181015,74.58
010811250C,12,20181015,73.54
010811250C,11,20181015,69.10
010811250C,11,20190922,79.45
010811250C,12,20191028,71.90
010811250C,12,20191028,73.57
010811250C,11,20191028,66.62
010811250C,11,20200922,79.49
010811250C,11,20210922,85.85
010811250C,11,20220922,92.71
010811250C,12,20221219,71.01
010811250C,12,20221219,85.85
010811250C,11,20221219,65.85
010811250C,11,20230922,92.84
010811250C,12,20231016,86.97
010811250C,12,20231016,85.97
010811250C,11,20231016,80.57
010811250C,11,20240922,92.88
010811250C,11,20250922,100.30
010811319C,11,20180911,424.12
010811319C,11,20190911,458.02
010811319C,11,20200911,494.62
010811319C,11,20210911,534.15
010811319C,11,20220911,576.83
010811319C,11,20230911,622.93
010811319C,11,20240911,672.71
010811319C,11,20250911,726.47
010813426C,10,20210512,5000.00
010813426C,11,20210512,145.15
010813426C,11,20210926,411.17
010813426C,12,20211001,405.67
010813426C,12,20211001,380.74
010813426C,11,20211001,375.68
010813426C,12,20220926,5145.59
010813427C,10,20220727,4000.00
010813427C,11,20220727,50.72
010813427C,11,20220926,323.71
010813427C,12,20221003,317.65
010813427C,12,20221003,25.00
010813427C,11,20221003,315.69
010813427C,12,20221101,291.51
010813427C,12,20221101,25.00
010813427C,11,20221101,289.71
010813427C,12,20221201,263.80
010813427C,12,20221201,25.00
010813427C,11,20221201,262.18
010813427C,12,20230103,234.53
010813427C,12,20230103,25.00
010813427C,11,20230103,233.09
010813427C,12,20230201,208.89
010813427C,12,20230201,25.00
010813427C,11,20230201,207.60
010813427C,12,20230301,181.67
010813427C,12,20230301,25.00
010813427C,11,20230301,180.56
010813427C,12,20230403,152.89
010813427C,12,20230403,25.00
010813427C,11,20230403,151.95
010813427C,12,20230501,127.74
010813427C,12,20230501,25.00
010813427C,11,20230501,126.95
010813427C,12,20230601,101.01
010813427C,12,20230601,25.00
010813427C,11,20230601,100.38
010813427C,12,20230703,72.69
010813427C,12,20230703,25.00
010813427C,11,20230703,72.25
010813427C,12,20230801,48.02
010813427C,12,20230801,25.00
010813427C,11,20230801,47.73
010813427C,12,20230901,21.77
010813427C,12,20230901,25.00
010813427C,11,20230901,21.63
010813427C,11,20230926,324.61
010813427C,12,20231002,319.40
010813427C,12,20231002,25.00
010813427C,11,20231002,317.44
010813427C,12,20231101,292.33
010813427C,12,20231101,25.00
010813427C,11,20231101,290.53
010813427C,12,20231201,264.55
010813427C,12,20231201,25.00
010813427C,11,20231201,262.92
010813427C,12,20240102,236.06
010813427C,12,20240102,25.00
010813427C,11,20240102,234.61
010813427C,12,20240201,209.48
010813427C,12,20240201,25.00
010813427C,11,20240201,208.20
010813427C,12,20240301,182.20
010813427C,12,20240301,25.00
010813427C,11,20240301,181.08
010813427C,12,20240401,155.07
010813427C,12,20240401,25.00
010813427C,11,20240401,154.12
010813427C,12,20240501,128.11
010813427C,12,20240501,25.00
010813427C,11,20240501,127.32
010813427C,12,20240603,99.56
010813427C,12,20240603,25.00
010813427C,11,20240603,98.95
010813427C,12,20240701,74.65
010813427C,12,20240701,25.00
010813427C,11,20240701,74.20
010813427C,12,20240801,48.17
010813427C,12,20240801,25.00
010813427C,11,20240801,47.87
010813427C,12,20240903,20.09
010813427C,12,20240903,25.00
010813427C,11,20240903,19.96
010813427C,11,20240926,325.58
010813427C,12,20241001,321.23
010813427C,12,20241001,25.00
010813427C,11,20241001,319.26
010813427C,12,20241101,293.21
010813427C,12,20241101,25.00
010813427C,11,20241101,291.41
010813427C,12,20241202,264.48
010813427C,12,20241202,25.00
010813427C,11,20241202,262.85
010813427C,12,20250726,54.99
010813427C,12,20250726,4264.31
010814172C,10,20181001,121.00
010814172C,11,20181001,104.14
010814172C,10,20191001,121.00
010814172C,11,20191001,122.13
010814172C,10,20201001,121.00
010814172C,11,20201001,141.56
010814172C,10,20211001,121.00
010814172C,11,20211001,162.55
010814172C,10,20221001,121.00
010814172C,11,20221001,185.21
010814172C,10,20231001,121.00
010814172C,11,20231001,209.68
010814172C,10,20241001,121.00
010814172C,11,20241001,236.10
010814172C,10,20251001,121.00
010814172C,11,20251001,264.64
010814968C,12,20171225,293.71
010814968C,10,20171225,57.17
010814968C,11,20171225,297.10
010814968C,12,20180325,199.96
010814968C,10,20180325,57.17
010814968C,11,20180325,202.20
010814968C,12,20180625,102.07
010814968C,10,20180625,57.17
010814968C,11,20180625,103.18
010814968C,10,20180925,57.17
010814968C,11,20180925,437.72
010814968C,12,20181225,331.42
010814968C,10,20181225,57.17
010814968C,11,20181225,334.82
010814968C,12,20190325,225.35
010814968C,10,20190325,57.17
010814968C,11,20190325,227.59
010814968C,12,20190625,114.89
010814968C,10,20190625,57.17
010814968C,11,20190625,116.00
010814968C,10,20190925,57.17
010814968C,11,20190925,491.51
010814968C,12,20191225,372.15
010814968C,10,20191225,57.17
010814968C,11,20191225,375.55
010814968C,12,20200325,252.77
010814968C,10,20200325,57.17
010814968C,11,20200325,255.00
010814968C,12,20200625,128.72
010814968C,10,20200625,57.17
010814968C,11,20200625,129.84
010814968C,10,20200925,57.17
010814968C,11,20200925,549.60
010814968C,12,20201225,416.13
010814968C,10,20201225,57.17
010814968C,11,20201225,419.53
010814968C,10,20210325,57.17
010814968C,12,20210325,282.36
010814968C,11,20210325,284.61
010814968C,12,20210625,143.67
010814968C,10,20210625,57.17
010814968C,11,20210625,144.78
010814968C,10,20210925,57.17
010814968C,11,20210925,612.34
010814968C,12,20211225,463.64
010814968C,10,20211225,57.17
010814968C,11,20211225,467.03
010814968C,12,20220325,314.33
010814968C,10,20220325,57.17
010814968C,11,20220325,316.58
010814968C,12,20220625,159.81
010814968C,10,20220625,57.17
010814968C,11,20220625,160.92
010814968C,10,20220925,57.17
010814968C,11,20220925,680.09
010814968C,12,20221225,514.94
010814968C,10,20221225,57.17
010814968C,11,20221225,518.33
010814968C,12,20230325,348.86
010814968C,10,20230325,57.17
010814968C,11,20230325,351.10
010814968C,12,20230625,177.23
010814968C,10,20230625,57.17
010814968C,11,20230625,178.35
010814968C,10,20230925,57.17
010814968C,11,20230925,753.25
010814968C,12,20231225,570.33
010814968C,10,20231225,57.17
010814968C,11,20231225,573.73
010814968C,12,20240325,386.15
010814968C,10,20240325,57.17
010814968C,11,20240325,388.39
010814968C,12,20240625,196.06
010814968C,10,20240625,57.17
010814968C,11,20240625,197.17
010814968C,12,20240925,10357.33
010815236C,10,20221002,25.00
010815236C,11,20221002,2.00
010815236C,12,20221221,1.57
010815236C,12,20221221,25.00
010815236C,11,20221221,0.03
010815236C,11,20231002,0.04
010815236C,12,20231003,0.04
010815236C,12,20231003,0.46
010816331C,10,20171120,82.17
010816331C,11,20171120,326.45
010816331C,12,20180520,167.71
010816331C,10,20180520,82.17
010816331C,11,20180520,170.95
010816331C,12,20181120,4496.84
010816898C,11,20181021,3385.15
010816898C,12,20181121,3107.65
010816898C,12,20181121,42637.61
010817415C,12,20181017,5.32
010817415C,12,20181017,187.25
010817415C,11,20181017,4.93
010817415C,11,20181027,187.22
010817415C,12,20191021,3.20
010817415C,12,20191021,187.22
010817415C,11,20191021,2.96
010817415C,11,20191027,187.20
010817415C,12,20201019,4.25
010817415C,12,20201019,187.20
010817415C,11,20201019,3.93
010817415C,11,20201027,187.17
010817415C,12,20201122,174.31
010817415C,12,20201122,2355.07
010817483C,11,20171201,276.71
010817483C,12,20171201,275.01
010817483C,10,20171201,23.21
010817483C,12,20180101,252.35
010817483C,10,20180101,23.21
010817483C,11,20180101,253.88
010817483C,12,20180201,229.22
010817483C,10,20180201,23.21
010817483C,11,20180201,230.60
010817483C,12,20180301,205.63
010817483C,10,20180301,23.21
010817483C,11,20180301,206.85
010817483C,12,20180401,181.57
