POLICY_NUMBER,MPOLICY,MBENTYP,MDATE,MBEN,PACTG_CODE,CREDIT_CODE,DEBIT_CODE,LOAN_CODE_SIDE
9010397118,010397118C,12,20180409,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20180409,301.86,0412,0451,0412,DEBIT
9010397118,010397118C,12,20180508,241.98,0412,0412,0451,CREDIT
9010397118,010397118C,12,20180508,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20180508,241.49,0412,0451,0412,DEBIT
9010397118,010397118C,12,20180608,177.34,0412,0412,0451,CREDIT
9010397118,010397118C,12,20180608,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20180608,176.98,0412,0451,0412,DEBIT
9010397118,010397118C,12,20180709,112.68,0412,0412,0451,CREDIT
9010397118,010397118C,12,20180709,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20180709,112.45,0412,0451,0412,DEBIT
9010397118,010397118C,12,20180808,50.08,0412,0412,0451,CREDIT
9010397118,010397118C,12,20180808,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20180808,49.98,0412,0451,0412,DEBIT
9010397118,010397118C,11,20180901,781.28,0412,0451,0412,DEBIT
9010397118,010397118C,12,20180910,762.49,0412,0412,0451,CREDIT
9010397118,010397118C,12,20180910,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20180910,760.95,0412,0451,0412,DEBIT
9010397118,010397118C,12,20181008,702.47,0412,0412,0451,CREDIT
9010397118,010397118C,12,20181008,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20181008,701.05,0412,0451,0412,DEBIT
9010397118,010397118C,12,20181108,636.17,0412,0412,0451,CREDIT
9010397118,010397118C,12,20181108,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20181108,634.89,0412,0451,0412,DEBIT
9010397118,010397118C,12,20181210,567.75,0412,0412,0451,CREDIT
9010397118,010397118C,12,20181210,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20181210,566.61,0412,0451,0412,DEBIT
9010397118,010397118C,12,20190108,505.63,0412,0412,0451,CREDIT
9010397118,010397118C,12,20190108,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20190108,504.62,0412,0451,0412,DEBIT
9010397118,010397118C,12,20190208,439.29,0412,0412,0451,CREDIT
9010397118,010397118C,12,20190208,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20190208,438.41,0412,0451,0412,DEBIT
9010397118,010397118C,12,20190308,379.27,0412,0412,0451,CREDIT
9010397118,010397118C,12,20190308,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20190308,378.51,0412,0451,0412,DEBIT
9010397118,010397118C,12,20190408,312.90,0412,0412,0451,CREDIT
9010397118,010397118C,12,20190408,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20190408,312.28,0412,0451,0412,DEBIT
9010397118,010397118C,12,20190508,248.64,0412,0412,0451,CREDIT
9010397118,010397118C,12,20190508,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20190508,248.14,0412,0451,0412,DEBIT
9010397118,010397118C,12,20190610,177.96,0412,0412,0451,CREDIT
9010397118,010397118C,12,20190610,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20190610,177.61,0412,0451,0412,DEBIT
9010397118,010397118C,12,20190708,117.93,0412,0412,0451,CREDIT
9010397118,010397118C,12,20190708,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20190708,117.69,0412,0451,0412,DEBIT
9010397118,010397118C,12,20190808,51.47,0412,0412,0451,CREDIT
9010397118,010397118C,12,20190808,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20190808,51.37,0412,0451,0412,DEBIT
9010397118,010397118C,11,20190901,802.93,0412,0451,0412,DEBIT
9010397118,010397118C,12,20190909,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,12,20190909,785.82,0412,0412,0451,CREDIT
9010397118,010397118C,11,20190909,784.27,0412,0451,0412,DEBIT
9010397118,010397118C,12,20191008,722.19,0412,0412,0451,CREDIT
9010397118,010397118C,12,20191008,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20191008,720.78,0412,0451,0412,DEBIT
9010397118,010397118C,12,20191108,654.27,0412,0412,0451,CREDIT
9010397118,010397118C,12,20191108,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20191108,653.00,0412,0451,0412,DEBIT
9010397118,010397118C,12,20191209,586.33,0412,0412,0451,CREDIT
9010397118,010397118C,12,20191209,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20191209,585.19,0412,0451,0412,DEBIT
9010397118,010397118C,12,20200108,520.53,0412,0412,0451,CREDIT
9010397118,010397118C,12,20200108,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20200108,519.51,0412,0451,0412,DEBIT
9010397118,010397118C,12,20200210,448.20,0412,0412,0451,CREDIT
9010397118,010397118C,12,20200210,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20200210,447.33,0412,0451,0412,DEBIT
9010397118,010397118C,12,20200309,386.69,0412,0412,0451,CREDIT
9010397118,010397118C,12,20200309,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20200309,385.94,0412,0451,0412,DEBIT
9010397118,010397118C,12,20200408,320.83,0412,0412,0451,CREDIT
9010397118,010397118C,12,20200408,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20200408,320.20,0412,0451,0412,DEBIT
9010397118,010397118C,12,20200508,254.94,0412,0412,0451,CREDIT
9010397118,010397118C,12,20200508,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20200508,254.45,0412,0451,0412,DEBIT
9010397118,010397118C,12,20200608,186.85,0412,0412,0451,CREDIT
9010397118,010397118C,12,20200608,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20200608,186.50,0412,0451,0412,DEBIT
9010397118,010397118C,12,20200708,120.93,0412,0412,0451,CREDIT
9010397118,010397118C,12,20200708,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20200708,120.70,0412,0451,0412,DEBIT
9010397118,010397118C,12,20200810,48.39,0412,0412,0451,CREDIT
9010397118,010397118C,12,20200810,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20200810,48.30,0412,0451,0412,DEBIT
9010397118,010397118C,11,20200901,825.73,0412,0451,0412,DEBIT
9010397118,010397118C,12,20200908,810.29,0412,0412,0451,CREDIT
9010397118,010397118C,12,20200908,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20200908,808.74,0412,0451,0412,DEBIT
9010397118,010397118C,12,20201008,742.52,0412,0412,0451,CREDIT
9010397118,010397118C,12,20201008,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20201008,741.10,0412,0451,0412,DEBIT
9010397118,010397118C,12,20201109,670.29,0412,0412,0451,CREDIT
9010397118,010397118C,12,20201109,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20201109,669.02,0412,0451,0412,DEBIT
9010397118,010397118C,12,20201208,604.70,0412,0412,0451,CREDIT
9010397118,010397118C,12,20201208,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20201208,603.55,0412,0451,0412,DEBIT
9010397118,010397118C,12,20210108,534.63,0412,0412,0451,CREDIT
9010397118,010397118C,12,20210108,30.00,0413,0413,0046,CREDIT
9010397118,010397118C,11,20210108,533.62,0412,0451,0412,DEBIT
9010397118,010397118C,12,20210208,464.53,0412,0412,0451,CREDIT
