policy_number,mplan,plan_code,effective_date,trans_amount,policy_status,terminated_flag,has_560_same_or_policy,has_0090_same_or_policy,has_1020_same_or_policy,has_payout_pair_same_or_policy,deferred_hold,missing_date,missing_or_zero_amount,negative_amount
9010764368,1659C2,659 CEN II,20221001,609.4,,True,False,False,False,False,True,False,False,False
9010764368,1659C2,659 CEN II,20231001,609.4,,True,False,False,False,False,True,False,False,False
9010764368,1659C2,659 CEN II,20241001,609.4,,True,False,False,False,False,True,False,False,False
9010764368,1659C2,659 CEN II,20251001,609.4,,True,False,False,False,False,True,False,False,False
9010764369,1659C2,659 CEN II,20181001,350.2,,True,False,False,False,False,True,False,False,False
9010764369,1659C2,659 CEN II,20191001,350.2,,True,False,False,False,False,True,False,False,False
9010764369,1659C2,659 CEN II,20201001,350.2,,True,False,False,False,False,True,False,False,False
9010764369,1659C2,659 CEN II,20211001,350.2,,True,False,False,False,False,True,False,False,False
9010764369,1659C2,659 CEN II,20221001,350.2,,True,False,False,False,False,True,False,False,False
9010764369,1659C2,659 CEN II,20231001,350.2,,True,False,False,False,False,True,False,False,False
9010764369,1659C2,659 CEN II,20241001,350.2,,True,False,False,False,False,True,False,False,False
9010764369,1659C2,659 CEN II,20251001,350.2,,True,False,False,False,False,True,False,False,False
9010764374,1659CR,659 CEN SR,20181001,260.35,,True,False,False,False,False,True,False,False,False
9010764374,1659CR,659 CEN SR,20191001,260.35,,True,False,False,False,False,True,False,False,False
9010764385,1659CR,659 CEN SR,20181001,256.53,,True,False,False,False,False,True,False,False,False
9010764385,1659CR,659 CEN SR,20191001,256.53,,True,False,False,False,False,True,False,False,False
9010764385,1659CR,659 CEN SR,20201001,256.53,,True,False,False,False,False,True,False,False,False
9010764400,1659CR,659 CEN SR,20181001,266.29,,True,False,False,False,False,True,False,False,False
9010764684,1659C2,659 CEN II,20180919,128.5,,True,False,False,False,False,True,False,False,False
9010764684,1659C2,659 CEN II,20190919,128.5,,True,False,False,False,False,True,False,False,False
9010764684,1659C2,659 CEN II,20200919,128.5,,True,False,False,False,False,True,False,False,False
9010764684,1659C2,659 CEN II,20210919,128.5,,True,False,False,False,False,True,False,False,False
9010764684,1659C2,659 CEN II,20220919,128.5,,True,False,False,False,False,True,False,False,False
9010764684,1659C2,659 CEN II,20230919,128.5,,True,False,False,False,False,True,False,False,False
9010764684,1659C2,659 CEN II,20240919,128.5,,True,False,False,False,False,True,False,False,False
9010764684,1659C2,659 CEN II,20250919,128.5,,True,False,False,False,False,True,False,False,False
9010764810,1659C2,659 CEN II,20180915,169.75,,True,False,False,False,False,True,False,False,False
9010764810,1659C2,659 CEN II,20190915,169.75,,True,False,False,False,False,True,False,False,False
9010764810,1659C2,659 CEN II,20200915,169.75,,True,False,False,False,False,True,False,False,False
9010764810,1659C2,659 CEN II,20210915,169.75,,True,False,False,False,False,True,False,False,False
9010764810,1659C2,659 CEN II,20220915,169.75,,True,False,False,False,False,True,False,False,False
9010764810,1659C2,659 CEN II,20230915,169.75,,True,False,False,False,False,True,False,False,False
9010764810,1659C2,659 CEN II,20240915,169.75,,True,False,False,False,False,True,False,False,False
9010764810,1659C2,659 CEN II,20250915,169.75,,True,False,False,False,False,True,False,False,False
9010764812,1659CR,659 CEN SR,20180915,388.9,,True,False,False,False,False,True,False,False,False
9010764812,1659CR,659 CEN SR,20190915,388.9,,True,False,False,False,False,True,False,False,False
9010764812,1659CR,659 CEN SR,20200915,388.9,,True,False,False,False,False,True,False,False,False
9010764812,1659CR,659 CEN SR,20210915,388.9,,True,False,False,False,False,True,False,False,False
9010764812,1659CR,659 CEN SR,20220915,388.9,,True,False,False,False,False,True,False,False,False
9010764812,1659CR,659 CEN SR,20230915,388.9,,True,False,False,False,False,True,False,False,False
9010764812,1659CR,659 CEN SR,20231004,388.9,,False,False,False,False,False,True,False,False,False
9010764818,1659C2,659 CEN II,20180915,193.25,,True,False,False,False,False,True,False,False,False
9010764818,1659C2,659 CEN II,20190915,193.25,,True,False,False,False,False,True,False,False,False
9010764818,1659C2,659 CEN II,20200915,193.25,,True,False,False,False,False,True,False,False,False
9010764818,1659C2,659 CEN II,20210915,193.25,,True,False,False,False,False,True,False,False,False
9010764818,1659C2,659 CEN II,20220915,193.25,,True,False,False,False,False,True,False,False,False
9010764818,1659C2,659 CEN II,20230915,193.25,,True,False,False,False,False,True,False,False,False
9010764818,1659C2,659 CEN II,20240915,193.25,,True,False,False,False,False,True,False,False,False
9010764818,1659C2,659 CEN II,20250915,193.25,,True,False,False,False,False,True,False,False,False
9010764837,1659CR,659 CEN SR,20181001,179.35,,True,False,False,False,False,True,False,False,False
9010764837,1659CR,659 CEN SR,20191001,179.35,,True,False,False,False,False,True,False,False,False
9010764837,1659CR,659 CEN SR,20201001,179.35,,True,False,False,False,False,True,False,False,False
9010764837,1659CR,659 CEN SR,20211001,179.35,,True,False,False,False,False,True,False,False,False
9010764837,1659CR,659 CEN SR,20221001,179.35,,True,False,False,False,False,True,False,False,False
9010764837,1659CR,659 CEN SR,20231001,179.35,,True,False,False,False,False,True,False,False,False
9010764837,1659CR,659 CEN SR,20241001,179.35,,True,False,False,False,False,True,False,False,False
9010764842,1659CR,659 CEN SR,20181001,179.35,,True,False,False,False,False,True,False,False,False
9010764842,1659CR,659 CEN SR,20191001,179.35,,True,False,False,False,False,True,False,False,False
9010765198,1659CR,659 CEN SR,20181001,492.36,,True,False,False,False,False,True,False,False,False
9010765318,1659C2,659 CEN II,20181015,248.2,,True,False,False,False,False,True,False,False,False
9010765318,1659C2,659 CEN II,20191015,248.2,,True,False,False,False,False,True,False,False,False
9010765318,1659C2,659 CEN II,20201015,248.2,,True,False,False,False,False,True,False,False,False
9010765318,1659C2,659 CEN II,20211015,248.2,,True,False,False,False,False,True,False,False,False
9010765318,1659C2,659 CEN II,20221015,248.2,,True,False,False,False,False,True,False,False,False
9010765318,1659C2,659 CEN II,20231015,248.2,,True,False,False,False,False,True,False,False,False
9010765318,1659C2,659 CEN II,20241015,248.2,,True,False,False,False,False,True,False,False,False
9010765318,1659C2,659 CEN II,20251015,248.2,,True,False,False,False,False,True,False,False,False
9010765320,1659C2,659 CEN II,20181015,305.25,,True,False,False,False,False,True,False,False,False
9010765320,1659C2,659 CEN II,20191015,305.25,,True,False,False,False,False,True,False,False,False
9010765320,1659C2,659 CEN II,20201015,305.25,,True,False,False,False,False,True,False,False,False
9010765320,1659C2,659 CEN II,20211015,305.25,,True,False,False,False,False,True,False,False,False
9010765320,1659C2,659 CEN II,20221015,305.25,,True,False,False,False,False,True,False,False,False
9010765320,1659C2,659 CEN II,20231015,305.25,,True,False,False,False,False,True,False,False,False
9010765320,1659C2,659 CEN II,20241015,305.25,,True,False,False,False,False,True,False,False,False
9010765320,1659C2,659 CEN II,20251015,305.25,,True,False,False,False,False,True,False,False,False
9010765339,1659C2,659 CEN II,20181001,894.25,,True,False,False,False,False,True,False,False,False
9010765339,1659C2,659 CEN II,20191001,894.25,,True,False,False,False,False,True,False,False,False
9010765339,1659C2,659 CEN II,20201001,894.25,,True,False,False,False,False,True,False,False,False
9010765339,1659C2,659 CEN II,20211001,894.25,,True,False,False,False,False,True,False,False,False
9010765339,1659C2,659 CEN II,20221001,894.25,,True,False,False,False,False,True,False,False,False
9010765339,1659C2,659 CEN II,20231001,894.25,,True,False,False,False,False,True,False,False,False
9010765339,1659C2,659 CEN II,20241001,894.25,,True,False,False,False,False,True,False,False,False
9010765339,1659C2,659 CEN II,20251001,894.25,,True,False,False,False,False,True,False,False,False
9010766554,1659C2,659 CEN II,20181003,279.25,,True,False,False,False,False,True,False,False,False
9010766554,1659C2,659 CEN II,20191003,279.25,,True,False,False,False,False,True,False,False,False
9010766554,1659C2,659 CEN II,20201003,279.25,,True,False,False,False,False,True,False,False,False
9010766554,1659C2,659 CEN II,20211003,279.25,,True,False,False,False,False,True,False,False,False
9010766554,1659C2,659 CEN II,20221003,279.25,,True,False,False,False,False,True,False,False,False
9010766554,1659C2,659 CEN II,20231003,279.25,,True,False,False,False,False,True,False,False,False
9010766554,1659C2,659 CEN II,20241003,279.25,,True,False,False,False,False,True,False,False,False
9010766554,1659C2,659 CEN II,20251003,279.25,,True,False,False,False,False,True,False,False,False
9010766898,1659C2,659 CEN II,20181101,321.5,,True,False,False,False,False,True,False,False,False
9010766898,1659C2,659 CEN II,20191101,321.5,,True,False,False,False,False,True,False,False,False
9010766898,1659C2,659 CEN II,20201101,321.5,,True,False,False,False,False,True,False,False,False
9010766898,1659C2,659 CEN II,20211101,321.5,,True,False,False,False,False,True,False,False,False
9010766898,1659C2,659 CEN II,20221101,321.5,,True,False,False,False,False,True,False,False,False
9010766898,1659C2,659 CEN II,20231101,321.5,,True,False,False,False,False,True,False,False,False
9010766898,1659C2,659 CEN II,20241101,321.5,,True,False,False,False,False,True,False,False,False
9010766898,1659C2,659 CEN II,20251101,321.5,,True,False,False,False,False,True,False,False,False
9010766910,1659CR,659 CEN SR,20181101,333.7,,True,False,False,False,False,True,False,False,False
9010766910,1659CR,659 CEN SR,20191101,333.7,,True,False,False,False,False,True,False,False,False
9010766910,1659CR,659 CEN SR,20201101,333.7,,True,False,False,False,False,True,False,False,False
9010767172,1659C2,659 CEN II,20181011,1024.0,,True,False,False,False,False,True,False,False,False
9010767172,1659C2,659 CEN II,20191011,1024.0,,True,False,False,False,False,True,False,False,False
9010767172,1659C2,659 CEN II,20201011,1024.0,,True,False,False,False,False,True,False,False,False
9010767172,1659C2,659 CEN II,20211011,1024.0,,True,False,False,False,False,True,False,False,False
9010767172,1659C2,659 CEN II,20221011,1024.0,,True,False,False,False,False,True,False,False,False
9010767172,1659C2,659 CEN II,20231011,1024.0,,True,False,False,False,False,True,False,False,False
9010767172,1659C2,659 CEN II,20241011,1024.0,,True,False,False,False,False,True,False,False,False
9010767172,1659C2,659 CEN II,20251011,1024.0,,True,False,False,False,False,True,False,False,False
9010767770,1659C2,659 CEN II,20211011,128.5,,True,False,False,False,False,True,False,False,False
9010767770,1659C2,659 CEN II,20221011,128.5,,True,False,False,False,False,True,False,False,False
9010767770,1659C2,659 CEN II,20231011,128.5,,True,False,False,False,False,True,False,False,False
9010767770,1659C2,659 CEN II,20241011,128.5,,True,False,False,False,False,True,False,False,False
9010767770,1659C2,659 CEN II,20251011,128.5,,True,False,False,False,False,True,False,False,False
9010768067,1659C2,659 CEN II,20181015,112.75,,True,False,False,False,False,True,False,False,False
9010768067,1659C2,659 CEN II,20191015,112.75,,True,False,False,False,False,True,False,False,False
9010768067,1659C2,659 CEN II,20201015,112.75,,True,False,False,False,False,True,False,False,False
9010768067,1659C2,659 CEN II,20211015,112.75,,True,False,False,False,False,True,False,False,False
9010768067,1659C2,659 CEN II,20221015,112.75,,True,False,False,False,False,True,False,False,False
9010768067,1659C2,659 CEN II,20231015,112.75,,True,False,False,False,False,True,False,False,False
9010768067,1659C2,659 CEN II,20241015,112.75,,True,False,False,False,False,True,False,False,False
9010768067,1659C2,659 CEN II,20251015,112.75,,True,False,False,False,False,True,False,False,False
9010768069,1659CR,659 CEN SR,20181017,188.1,,True,False,False,False,False,True,False,False,False
9010768339,1659CR,659 CEN SR,20181018,263.2,,True,False,False,False,False,True,False,False,False
9010768339,1659CR,659 CEN SR,20191018,263.2,,True,False,False,False,False,True,False,False,False
9010768339,1659CR,659 CEN SR,20201018,263.2,,True,False,False,False,False,True,False,False,False
9010769176,1659CR,659 CEN SR,20181115,369.7,,True,False,False,False,False,True,False,False,False
9010769176,1659CR,659 CEN SR,20191115,369.7,,True,False,False,False,False,True,False,False,False
9010769176,1659CR,659 CEN SR,20201115,369.7,,True,False,False,False,False,True,False,False,False
9010769176,1659CR,659 CEN SR,20211115,369.7,,True,False,False,False,False,True,False,False,False
9010769190,1659C2,659 CEN II,20171101,175.25,,True,False,False,False,False,True,False,False,False
9010769190,1659C2,659 CEN II,20181101,175.25,,True,False,False,False,False,True,False,False,False
9010769190,1659C2,659 CEN II,20191101,175.25,,True,False,False,False,False,True,False,False,False
9010769190,1659C2,659 CEN II,20201101,175.25,,True,False,False,False,False,True,False,False,False
9010769190,1659C2,659 CEN II,20211101,175.25,,True,False,False,False,False,True,False,False,False
9010769190,1659C2,659 CEN II,20221101,175.25,,True,False,False,False,False,True,False,False,False
9010769190,1659C2,659 CEN II,20231101,175.25,,True,False,False,False,False,True,False,False,False
9010769190,1659C2,659 CEN II,20241101,175.25,,True,False,False,False,False,True,False,False,False
9010769190,1659C2,659 CEN II,20251101,175.25,,True,False,False,False,False,True,False,False,False
9010769195,1659CR,659 CEN SR,20181115,235.78,,True,False,False,False,False,True,False,False,False
9010769195,1659CR,659 CEN SR,20191115,235.78,,True,False,False,False,False,True,False,False,False
9010769195,1659CR,659 CEN SR,20201115,235.78,,True,False,False,False,False,True,False,False,False
9010769195,1659CR,659 CEN SR,20211115,235.78,,True,False,False,False,False,True,False,False,False
9010769195,1659CR,659 CEN SR,20221115,235.78,,True,False,False,False,False,True,False,False,False
9010769195,1659CR,659 CEN SR,20231115,235.78,,True,False,False,False,False,True,False,False,False
9010769195,1659CR,659 CEN SR,20241115,235.78,,True,False,False,False,False,True,False,False,False
9010769195,1659CR,659 CEN SR,20251115,235.78,,True,False,False,False,False,True,False,False,False
9010769227,1659C2,659 CEN II,20181101,390.25,,True,False,False,False,False,True,False,False,False
9010769227,1659C2,659 CEN II,20191101,390.25,,True,False,False,False,False,True,False,False,False
9010769232,1659C2,659 CEN II,20181115,343.25,,True,False,False,False,False,True,False,False,False
9010769232,1659C2,659 CEN II,20191115,343.25,,True,False,False,False,False,True,False,False,False
9010769232,1659C2,659 CEN II,20201115,343.25,,True,False,False,False,False,True,False,False,False
9010769232,1659C2,659 CEN II,20211115,343.25,,True,False,False,False,False,True,False,False,False
9010769232,1659C2,659 CEN II,20221115,343.25,,True,False,False,False,False,True,False,False,False
9010769232,1659C2,659 CEN II,20231115,343.25,,True,False,False,False,False,True,False,False,False
9010769232,1659C2,659 CEN II,20241115,343.25,,True,False,False,False,False,True,False,False,False
9010769232,1659C2,659 CEN II,20251115,343.25,,True,False,False,False,False,True,False,False,False
9010770062,1659CR,659 CEN SR,20181116,317.1,,True,False,False,False,False,True,False,False,False
9010770062,1659CR,659 CEN SR,20191116,317.1,,True,False,False,False,False,True,False,False,False
9010770062,1659CR,659 CEN SR,20201116,317.1,,True,False,False,False,False,True,False,False,False
9010770062,1659CR,659 CEN SR,20211116,317.1,,True,False,False,False,False,True,False,False,False
9010770844,1659C2,659 CEN II,20181115,206.75,,True,False,False,False,False,True,False,False,False
9010770844,1659C2,659 CEN II,20191115,206.75,,True,False,False,False,False,True,False,False,False
9010770844,1659C2,659 CEN II,20201115,206.75,,True,False,False,False,False,True,False,False,False
9010770844,1659C2,659 CEN II,20211115,206.75,,True,False,False,False,False,True,False,False,False
9010770844,1659C2,659 CEN II,20221115,206.75,,True,False,False,False,False,True,False,False,False
9010770844,1659C2,659 CEN II,20231115,206.75,,True,False,False,False,False,True,False,False,False
9010770844,1659C2,659 CEN II,20241115,206.75,,True,False,False,False,False,True,False,False,False
9010770844,1659C2,659 CEN II,20251115,206.75,,True,False,False,False,False,True,False,False,False
9010770865,1659CR,659 CEN SR,20181115,306.04,,True,False,False,False,False,True,False,False,False
9010770865,1659CR,659 CEN SR,20191115,306.04,,True,False,False,False,False,True,False,False,False
9010770865,1659CR,659 CEN SR,20201115,306.04,,True,False,False,False,False,True,False,False,False
9010770865,1659CR,659 CEN SR,20211115,306.04,,True,False,False,False,False,True,False,False,False
9010770865,1659CR,659 CEN SR,20221115,306.04,,True,False,False,False,False,True,False,False,False
9010771070,1659CR,659 CEN SR,20181113,272.4,,True,False,False,False,False,True,False,False,False
9010771070,1659CR,659 CEN SR,20191113,272.4,,True,False,False,False,False,True,False,False,False
9010771070,1659CR,659 CEN SR,20201113,272.4,,True,False,False,False,False,True,False,False,False
9010771070,1659CR,659 CEN SR,20211113,272.4,,True,False,False,False,False,True,False,False,False
9010771532,1659C2,659 CEN II,20181201,390.25,,True,False,False,False,False,True,False,False,False
9010771532,1659C2,659 CEN II,20191201,390.25,,True,False,False,False,False,True,False,False,False
9010771532,1659C2,659 CEN II,20201201,390.25,,True,False,False,False,False,True,False,False,False
9010771532,1659C2,659 CEN II,20211201,390.25,,True,False,False,False,False,True,False,False,False
9010771532,1659C2,659 CEN II,20221201,390.25,,True,False,False,False,False,True,False,False,False
9010771532,1659C2,659 CEN II,20231201,390.25,,True,False,False,False,False,True,False,False,False
9010771532,1659C2,659 CEN II,20241201,390.25,,True,False,False,False,False,True,False,False,False
9010771532,1659C2,659 CEN II,20251201,390.25,,True,False,False,False,False,True,False,False,False
9010771832,1659C2,659 CEN II,20181115,343.25,,True,False,False,False,False,True,False,False,False
9010771832,1659C2,659 CEN II,20191115,343.25,,True,False,False,False,False,True,False,False,False
9010771832,1659C2,659 CEN II,20201115,343.25,,True,False,False,False,False,True,False,False,False
9010771832,1659C2,659 CEN II,20211115,343.25,,True,False,False,False,False,True,False,False,False
9010771832,1659C2,659 CEN II,20221115,343.25,,True,False,False,False,False,True,False,False,False
9010771832,1659C2,659 CEN II,20231115,343.25,,True,False,False,False,False,True,False,False,False
9010771832,1659C2,659 CEN II,20241115,343.25,,True,False,False,False,False,True,False,False,False
9010771832,1659C2,659 CEN II,20251115,343.25,,True,False,False,False,False,True,False,False,False
9010771833,1659C2,659 CEN II,20181115,458.75,,True,False,False,False,False,True,False,False,False
9010771833,1659C2,659 CEN II,20191115,458.75,,True,False,False,False,False,True,False,False,False
9010771833,1659C2,659 CEN II,20201115,458.75,,True,False,False,False,False,True,False,False,False
9010771833,1659C2,659 CEN II,20211115,458.75,,True,False,False,False,False,True,False,False,False
9010771833,1659C2,659 CEN II,20221115,458.75,,True,False,False,False,False,True,False,False,False
9010771833,1659C2,659 CEN II,20231115,458.75,,True,False,False,False,False,True,False,False,False
9010771833,1659C2,659 CEN II,20241115,458.75,,True,False,False,False,False,True,False,False,False
9010771833,1659C2,659 CEN II,20251115,458.75,,True,False,False,False,False,True,False,False,False
9010772668,1659CR,659 CEN SR,20181123,164.3,,True,False,False,False,False,True,False,False,False
9010772898,1659C2,659 CEN II,20181126,458.75,,True,False,False,False,False,True,False,False,False
9010772898,1659C2,659 CEN II,20191126,458.75,,True,False,False,False,False,True,False,False,False
9010772898,1659C2,659 CEN II,20201126,458.75,,True,False,False,False,False,True,False,False,False
9010772898,1659C2,659 CEN II,20211126,458.75,,True,False,False,False,False,True,False,False,False
9010772898,1659C2,659 CEN II,20221126,458.75,,True,False,False,False,False,True,False,False,False
9010772898,1659C2,659 CEN II,20231126,458.75,,True,False,False,False,False,True,False,False,False
9010772898,1659C2,659 CEN II,20241126,458.75,,True,False,False,False,False,True,False,False,False
9010772957,1659C2,659 CEN II,20181126,214.25,,True,False,False,False,False,True,False,False,False
9010772957,1659C2,659 CEN II,20191126,214.25,,True,False,False,False,False,True,False,False,False
9010772957,1659C2,659 CEN II,20201126,214.25,,True,False,False,False,False,True,False,False,False
9010772957,1659C2,659 CEN II,20211126,214.25,,True,False,False,False,False,True,False,False,False
9010772957,1659C2,659 CEN II,20221126,214.25,,True,False,False,False,False,True,False,False,False
9010772957,1659C2,659 CEN II,20231126,214.25,,True,False,False,False,False,True,False,False,False
9010772957,1659C2,659 CEN II,20241126,214.25,,True,False,False,False,False,True,False,False,False
9010772957,1659C2,659 CEN II,20251126,214.25,,True,False,False,False,False,True,False,False,False
9010773107,1659CR,659 CEN SR,20171201,259.2,,True,False,False,False,False,True,False,False,False
9010773107,1659CR,659 CEN SR,20181201,259.2,,True,False,False,False,False,True,False,False,False
9010773107,1659CR,659 CEN SR,20191201,259.2,,True,False,False,False,False,True,False,False,False
9010773107,1659CR,659 CEN SR,20201201,259.2,,True,False,False,False,False,True,False,False,False
9010773107,1659CR,659 CEN SR,20211201,259.2,,True,False,False,False,False,True,False,False,False
9010773107,1659CR,659 CEN SR,20221201,259.2,,True,False,False,False,False,True,False,False,False
9010773107,1659CR,659 CEN SR,20231201,259.2,,True,False,False,False,False,True,False,False,False
9010773468,1659CR,659 CEN SR,20181205,179.35,,True,False,False,False,False,True,False,False,False
9010773468,1659CR,659 CEN SR,20191205,179.35,,True,False,False,False,False,True,False,False,False
9010773468,1659CR,659 CEN SR,20201205,179.35,,True,False,False,False,False,True,False,False,False
9010773468,1659CR,659 CEN SR,20211205,179.35,,True,False,False,False,False,True,False,False,False
9010773681,1659C2,659 CEN II,20181201,297.52,,True,False,False,False,False,True,False,False,False
9010773681,1659C2,659 CEN II,20191201,297.52,,True,False,False,False,False,True,False,False,False
9010773681,1659C2,659 CEN II,20201201,297.52,,True,False,False,False,False,True,False,False,False
9010773681,1659C2,659 CEN II,20211201,297.52,,True,False,False,False,False,True,False,False,False
9010773681,1659C2,659 CEN II,20221201,297.52,,True,False,False,False,False,True,False,False,False
9010773681,1659C2,659 CEN II,20231201,297.52,,True,False,False,False,False,True,False,False,False
9010773681,1659C2,659 CEN II,20241201,297.52,,True,False,False,False,False,True,False,False,False
9010773681,1659C2,659 CEN II,20251201,297.52,,True,False,False,False,False,True,False,False,False
9010773856,1659CR,659 CEN SR,20181205,287.02,,True,False,False,False,False,True,False,False,False
9010773856,1659CR,659 CEN SR,20191205,287.02,,True,False,False,False,False,True,False,False,False
9010774490,1659C2,659 CEN II,20181210,246.75,,True,False,False,False,False,True,False,False,False
9010774490,1659C2,659 CEN II,20191210,246.75,,True,False,False,False,False,True,False,False,False
9010774490,1659C2,659 CEN II,20201210,246.75,,True,False,False,False,False,True,False,False,False
9010774490,1659C2,659 CEN II,20211210,246.75,,True,False,False,False,False,True,False,False,False
9010774490,1659C2,659 CEN II,20221210,246.75,,True,False,False,False,False,True,False,False,False
9010774490,1659C2,659 CEN II,20231210,246.75,,True,False,False,False,False,True,False,False,False
9010774490,1659C2,659 CEN II,20241210,246.75,,True,False,False,False,False,True,False,False,False
9010774490,1659C2,659 CEN II,20251210,246.75,,True,False,False,False,False,True,False,False,False
9010774527,1659C2,659 CEN II,20181210,358.0,,True,False,False,False,False,True,False,False,False
9010774527,1659C2,659 CEN II,20191210,358.0,,True,False,False,False,False,True,False,False,False
9010774527,1659C2,659 CEN II,20201210,358.0,,True,False,False,False,False,True,False,False,False
9010774527,1659C2,659 CEN II,20211210,358.0,,True,False,False,False,False,True,False,False,False
9010774527,1659C2,659 CEN II,20221210,358.0,,True,False,False,False,False,True,False,False,False
9010774527,1659C2,659 CEN II,20231210,358.0,,True,False,False,False,False,True,False,False,False
9010774527,1659C2,659 CEN II,20241210,358.0,,True,False,False,False,False,True,False,False,False
9010774527,1659C2,659 CEN II,20251210,358.0,,True,False,False,False,False,True,False,False,False
9010774772,1659C2,659 CEN II,20181216,448.0,,True,False,False,False,False,True,False,False,False
9010774772,1659C2,659 CEN II,20191216,448.0,,True,False,False,False,False,True,False,False,False
9010774772,1659C2,659 CEN II,20201216,448.0,,True,False,False,False,False,True,False,False,False
9010774772,1659C2,659 CEN II,20211216,448.0,,True,False,False,False,False,True,False,False,False
9010774772,1659C2,659 CEN II,20221216,448.0,,True,False,False,False,False,True,False,False,False
9010774772,1659C2,659 CEN II,20231216,448.0,,True,False,False,False,False,True,False,False,False
9010774772,1659C2,659 CEN II,20241216,448.0,,True,False,False,False,False,True,False,False,False
9010774772,1659C2,659 CEN II,20251216,448.0,,True,False,False,False,False,True,False,False,False
9010774773,1659C2,659 CEN II,20181216,604.5,,True,False,False,False,False,True,False,False,False
9010774773,1659C2,659 CEN II,20191216,604.5,,True,False,False,False,False,True,False,False,False
9010774773,1659C2,659 CEN II,20201216,604.5,,True,False,False,False,False,True,False,False,False
9010774773,1659C2,659 CEN II,20211216,604.5,,True,False,False,False,False,True,False,False,False
9010774773,1659C2,659 CEN II,20221216,604.5,,True,False,False,False,False,True,False,False,False
9010774773,1659C2,659 CEN II,20231216,604.5,,True,False,False,False,False,True,False,False,False
9010774773,1659C2,659 CEN II,20241216,604.5,,True,False,False,False,False,True,False,False,False
9010774773,1659C2,659 CEN II,20241216,604.5,,True,False,False,False,False,True,False,False,False
9010774773,1659C2,659 CEN II,20241216,604.5,,True,False,False,False,False,True,False,False,False
9010774794,1659CR,659 CEN SR,20180116,268.48,,True,False,False,False,False,True,False,False,False
9010774794,1659CR,659 CEN SR,20190116,268.48,,True,False,False,False,False,True,False,False,False
9010774794,1659CR,659 CEN SR,20200116,268.48,,True,False,False,False,False,True,False,False,False
9010774794,1659CR,659 CEN SR,20210116,268.48,,True,False,False,False,False,True,False,False,False
9010774794,1659CR,659 CEN SR,20220116,268.48,,True,False,False,False,False,True,False,False,False
9010774794,1659CR,659 CEN SR,20230116,268.48,,True,False,False,False,False,True,False,False,False
9010774794,1659CR,659 CEN SR,20240116,268.48,,True,False,False,False,False,True,False,False,False
9010774794,1659CR,659 CEN SR,20250116,268.48,,True,False,False,False,False,True,False,False,False
9010774973,1659C2,659 CEN II,20201215,175.25,,True,False,False,False,False,True,False,False,False
9010774973,1659C2,659 CEN II,20211215,175.25,,True,False,False,False,False,True,False,False,False
9010774973,1659C2,659 CEN II,20221215,175.25,,True,False,False,False,False,True,False,False,False
9010774973,1659C2,659 CEN II,20231215,175.25,,True,False,False,False,False,True,False,False,False
9010774973,1659C2,659 CEN II,20241215,175.25,,True,False,False,False,False,True,False,False,False
9010774973,1659C2,659 CEN II,20251215,175.25,,True,False,False,False,False,True,False,False,False
9010775244,1659C2,659 CEN II,20181218,642.5,,True,False,False,False,False,True,False,False,False
9010775244,1659C2,659 CEN II,20191218,642.5,,True,False,False,False,False,True,False,False,False
9010775244,1659C2,659 CEN II,20201218,642.5,,True,False,False,False,False,True,False,False,False
9010775244,1659C2,659 CEN II,20211218,642.5,,True,False,False,False,False,True,False,False,False
9010775244,1659C2,659 CEN II,20221218,642.5,,True,False,False,False,False,True,False,False,False
9010775244,1659C2,659 CEN II,20231218,642.5,,True,False,False,False,False,True,False,False,False
9010775244,1659C2,659 CEN II,20241218,642.5,,True,False,False,False,False,True,False,False,False
9010775244,1659C2,659 CEN II,20251218,642.5,,True,False,False,False,False,True,False,False,False
9010775323,1659CR,659 CEN SR,20181228,281.98,,True,False,False,False,False,True,False,False,False
9010775323,1659CR,659 CEN SR,20191228,281.98,,True,False,False,False,False,True,False,False,False
9010775418,1659C2,659 CEN II,20181219,238.5,,True,False,False,False,False,True,False,False,False
9010775418,1659C2,659 CEN II,20191219,238.5,,True,False,False,False,False,True,False,False,False
9010775418,1659C2,659 CEN II,20201219,238.5,,True,False,False,False,False,True,False,False,False
9010775418,1659C2,659 CEN II,20211219,238.5,,True,False,False,False,False,True,False,False,False
9010775418,1659C2,659 CEN II,20221219,238.5,,True,False,False,False,False,True,False,False,False
9010775418,1659C2,659 CEN II,20231219,238.5,,True,False,False,False,False,True,False,False,False
9010775418,1659C2,659 CEN II,20241219,238.5,,True,False,False,False,False,True,False,False,False
9010775418,1659C2,659 CEN II,20251219,238.5,,True,False,False,False,False,True,False,False,False
9010775722,1659C2,659 CEN II,20181220,134.75,,True,False,False,False,False,True,False,False,False
9010775722,1659C2,659 CEN II,20191220,134.75,,True,False,False,False,False,True,False,False,False
9010775722,1659C2,659 CEN II,20201220,134.75,,True,False,False,False,False,True,False,False,False
9010775722,1659C2,659 CEN II,20211220,134.75,,True,False,False,False,False,True,False,False,False
9010775722,1659C2,659 CEN II,20221220,134.75,,True,False,False,False,False,True,False,False,False
9010775722,1659C2,659 CEN II,20231220,134.75,,True,False,False,False,False,True,False,False,False
9010775722,1659C2,659 CEN II,20241220,134.75,,True,False,False,False,False,True,False,False,False
9010775722,1659C2,659 CEN II,20251220,134.75,,True,False,False,False,False,True,False,False,False
