MPOLICY,MBENTYP,MDATE,MBEN,_SRC,_POL
9010403789C,3,20251201,204.42,514,9010403789
9010403922C,4,20181201,133.87,517,9010403922
9010403922C,4,20191201,136.62,517,9010403922
9010403922C,4,20201201,139.28,517,9010403922
9010403922C,4,20211201,141.84,517,9010403922
9010403922C,4,20221201,144.40,517,9010403922
9010404600C,4,20181201,331.86,517,9010404600
9010404600C,4,20191201,339.48,517,9010404600
9010404600C,4,20201201,346.83,517,9010404600
9010404600C,4,20211201,354.17,517,9010404600
9010404600C,4,20221201,361.24,517,9010404600
9010404600C,4,20231201,368.45,517,9010404600
9010404600C,4,20241201,375.66,517,9010404600
9010404600C,4,20251201,382.73,517,9010404600
9010405440C,4,20181228,158.19,517,9010405440
9010405440C,4,20191228,163.99,517,9010405440
9010405440C,4,20201228,169.91,517,9010405440
9010405440C,4,20211228,175.83,517,9010405440
9010405440C,4,20221228,181.99,517,9010405440
9010405440C,4,20231228,188.03,517,9010405440
9010405440C,4,20241228,194.07,517,9010405440
9010405440C,4,20251228,200.12,517,9010405440
9010405802C,3,20181228,292.84,514,9010405802
9010405802C,3,20191228,299.07,514,9010405802
9010405802C,3,20201228,305.08,514,9010405802
9010405802C,3,20211228,311.10,514,9010405802
9010405802C,3,20221228,316.89,514,9010405802
9010405802C,3,20231228,322.46,514,9010405802
9010405802C,3,20241228,328.04,514,9010405802
9010405858C,4,20181228,142.40,517,9010405858
9010405858C,4,20191228,145.48,517,9010405858
9010406576C,4,20180201,75.29,517,9010406576
9010406576C,4,20190201,77.80,517,9010406576
9010406576C,4,20200201,80.32,517,9010406576
9010406576C,4,20210201,82.84,517,9010406576
9010406576C,4,20220201,85.35,517,9010406576
9010406576C,4,20230201,87.87,517,9010406576
9010406576C,4,20240201,90.34,517,9010406576
9010406576C,4,20250201,92.85,517,9010406576
9010406576C,4,20260201,95.41,517,9010406576
9010407023C,3,20180208,168.40,514,9010407023
9010407023C,3,20190208,173.20,514,9010407023
9010407023C,3,20200208,177.90,514,9010407023
9010407023C,3,20210208,182.40,514,9010407023
9010407023C,3,20220208,186.70,514,9010407023
9010407023C,3,20230208,190.90,514,9010407023
9010407023C,3,20240208,195.10,514,9010407023
9010407023C,3,20250208,199.30,514,9010407023
9010407023C,3,20260208,203.50,514,9010407023
9010407533C,4,20180201,128.56,517,9010407533
9010407533C,4,20190201,131.26,517,9010407533
9010407533C,4,20200201,133.87,517,9010407533
9010407533C,4,20210201,136.39,517,9010407533
9010407533C,4,20220201,138.90,517,9010407533
9010407534C,4,20180201,74.26,517,9010407534
9010407534C,4,20190201,76.50,517,9010407534
9010407534C,4,20200201,78.70,517,9010407534
9010407534C,4,20210201,80.94,517,9010407534
9010407534C,4,20220201,83.14,517,9010407534
9010407534C,4,20230201,85.35,517,9010407534
9010407534C,4,20240201,87.55,517,9010407534
9010407534C,4,20250201,89.71,517,9010407534
9010407534C,4,20260201,91.84,517,9010407534
9010407925C,4,20180301,302.46,517,9010407925
9010407925C,4,20190301,309.00,517,9010407925
9010407925C,4,20200301,315.66,517,9010407925
9010407925C,4,20210301,322.19,517,9010407925
9010407925C,4,20220301,328.85,517,9010407925
9010407925C,4,20230301,335.39,517,9010407925
9010407925C,4,20240301,341.81,517,9010407925
9010407925C,4,20250301,348.11,517,9010407925
9010407925C,4,20260301,354.28,517,9010407925
9010408371C,4,20180301,133.73,517,9010408371
9010408371C,4,20190301,136.64,517,9010408371
9010408371C,4,20200301,139.44,517,9010408371
9010408371C,4,20210301,142.25,517,9010408371
9010408371C,4,20220301,144.96,517,9010408371
9010408371C,4,20230301,147.57,517,9010408371
9010408371C,4,20240301,150.18,517,9010408371
9010410616C,4,20180301,142.15,517,9010410616
9010410616C,4,20190301,145.23,517,9010410616
9010410616C,4,20200301,148.37,517,9010410616
9010410616C,4,20210301,151.45,517,9010410616
9010410616C,4,20220301,154.53,517,9010410616
9010410616C,4,20230301,157.56,517,9010410616
9010410616C,4,20240301,160.47,517,9010410616
9010410616C,4,20250301,163.38,517,9010410616
9010410616C,4,20260301,166.13,517,9010410616
9010411499C,4,20180301,142.15,517,9010411499
9010411499C,4,20190301,145.23,517,9010411499
9010411499C,4,20200301,148.37,517,9010411499
9010411577C,4,20180401,302.46,517,9010411577
9010411577C,4,20190401,309.00,517,9010411577
9010411577C,4,20200401,315.66,517,9010411577
9010411577C,4,20210401,322.19,517,9010411577
9010411577C,4,20220401,328.85,517,9010411577
9010411577C,4,20230401,335.39,517,9010411577
9010411577C,4,20240401,341.81,517,9010411577
9010411577C,4,20250401,348.11,517,9010411577
9010411577C,4,20260401,354.28,517,9010411577
9010411920C,4,20180224,151.20,517,9010411920
9010411920C,4,20190224,156.00,517,9010411920
9010411920C,4,20200224,160.70,517,9010411920
9010411920C,4,20210224,165.60,517,9010411920
9010411920C,4,20220224,170.30,517,9010411920
9010411920C,4,20230224,174.90,517,9010411920
9010411920C,4,20240224,179.40,517,9010411920
9010411920C,4,20250224,183.80,517,9010411920
9010411920C,4,20260224,188.00,517,9010411920
9010412522C,4,20180301,237.60,517,9010412522
9010412522C,4,20190301,243.12,517,9010412522
9010412525C,4,20180401,144.33,517,9010412525
9010412525C,4,20190401,147.45,517,9010412525
9010412525C,4,20200401,150.63,517,9010412525
9010412525C,4,20210401,153.75,517,9010412525
9010412525C,4,20220401,156.93,517,9010412525
9010412525C,4,20230401,160.05,517,9010412525
9010412525C,4,20240401,163.11,517,9010412525
9010412525C,4,20250401,166.12,517,9010412525
9010412525C,4,20260401,169.06,517,9010412525
9010412526C,4,20180401,131.11,517,9010412526
9010412526C,4,20190401,133.87,517,9010412526
9010412526C,4,20200401,136.62,517,9010412526
9010412640C,4,20180401,162.94,517,9010412640
9010412641C,2,20180401,164.07,516,9010412641
9010412641C,2,20190401,169.00,516,9010412641
9010412641C,2,20200401,174.11,516,9010412641
9010412641C,2,20210401,179.13,516,9010412641
9010412641C,2,20220401,184.24,516,9010412641
9010412641C,2,20230401,189.26,516,9010412641
9010412641C,2,20240401,194.38,516,9010412641
9010412641C,2,20250401,199.40,516,9010412641
9010412641C,2,20260401,204.42,516,9010412641
9010413421C,4,20180401,164.07,517,9010413421
9010413421C,4,20190401,169.00,517,9010413421
9010413421C,4,20200401,174.11,517,9010413421
9010413421C,4,20210401,179.13,517,9010413421
9010413421C,4,20220401,184.24,517,9010413421
9010413421C,4,20230401,189.26,517,9010413421
9010413421C,4,20240401,194.38,517,9010413421
9010413421C,4,20250401,199.40,517,9010413421
9010413421C,4,20260401,204.42,517,9010413421
9010413628C,4,20180401,142.15,517,9010413628
9010413628C,4,20190401,145.23,517,9010413628
9010413628C,4,20200401,148.37,517,9010413628
9010413628C,4,20210401,151.45,517,9010413628
9010413745C,3,20180313,155.40,514,9010413745
9010414235C,4,20180501,128.56,517,9010414235
9010414235C,4,20190501,131.26,517,9010414235
9010414235C,4,20200501,133.87,517,9010414235
9010415834C,4,20180501,131.11,517,9010415834
9010415834C,4,20190501,133.87,517,9010415834
9010415834C,4,20200501,136.62,517,9010415834
9010417200C,4,20180501,280.22,517,9010417200
9010417200C,4,20190501,286.32,517,9010417200
9010417200C,4,20200501,292.21,517,9010417200
9010417838C,4,20180501,150.31,517,9010417838
9010417838C,4,20190501,153.72,517,9010417838
9010417838C,4,20200501,157.08,517,9010417838
9010417838C,4,20210501,160.37,517,9010417838
9010417838C,4,20220501,163.66,517,9010417838
9010417838C,4,20230501,166.95,517,9010417838
9010417838C,4,20240501,170.24,517,9010417838
9010417838C,4,20250501,173.47,517,9010417838
9010417838C,4,20260501,176.70,517,9010417838
9010419054C,4,20180601,139.37,517,9010419054
9010419054C,4,20190601,142.40,517,9010419054
9010419054C,4,20200601,145.48,517,9010419054
9010419054C,4,20210601,148.45,517,9010419054
9010419054C,4,20220601,151.42,517,9010419054
9010419054C,4,20230601,154.34,517,9010419054
9010419054C,4,20240601,157.14,517,9010419054
9010419054C,4,20250601,159.85,517,9010419054
9010419054C,4,20260601,162.55,517,9010419054
9010420853C,4,20180601,147.59,517,9010420853
9010420853C,4,20190601,150.90,517,9010420853
9010420853C,4,20200601,154.14,517,9010420853
9010420853C,4,20210601,157.32,517,9010420853
9010420853C,4,20220601,160.57,517,9010420853
9010420853C,4,20230601,163.81,517,9010420853
9010420853C,4,20240601,166.99,517,9010420853
9010420853C,4,20250601,170.12,517,9010420853
9010420853C,4,20260601,173.24,517,9010420853
9010420983C,4,20180601,164.79,517,9010420983
9010420983C,4,20190601,169.80,517,9010420983
9010422033C,4,20180601,164.16,517,9010422033
9010422033C,4,20190601,169.12,517,9010422033
9010422033C,4,20200601,173.99,517,9010422033
9010422033C,4,20210601,178.94,517,9010422033
9010422221C,4,20180601,75.01,517,9010422221
9010422221C,4,20190601,77.55,517,9010422221
9010422221C,4,20200601,80.10,517,9010422221
9010422221C,4,20210601,82.69,517,9010422221
9010422221C,4,20220601,85.28,517,9010422221
9010422221C,4,20230601,87.88,517,9010422221
9010422221C,4,20240601,90.52,517,9010422221
9010422221C,4,20250601,93.21,517,9010422221
9010422221C,4,20260601,95.85,517,9010422221
9010422722C,4,20180701,152.97,517,9010422722
9010422722C,4,20190701,156.57,517,9010422722
9010422722C,4,20200701,160.04,517,9010422722
9010422722C,4,20210701,163.45,517,9010422722
9010422722C,4,20220701,166.79,517,9010422722
9010422722C,4,20230701,170.20,517,9010422722
9010422722C,4,20240701,173.55,517,9010422722
9010422722C,4,20250701,176.89,517,9010422722
9010422977C,4,20180524,292.20,517,9010422977
9010422977C,4,20190524,299.10,517,9010422977
9010422977C,4,20200524,305.85,517,9010422977
9010422977C,4,20210524,312.45,517,9010422977
9010422977C,4,20220524,318.75,517,9010422977
9010422977C,4,20230524,324.60,517,9010422977
9010422977C,4,20240524,330.30,517,9010422977
9010422977C,4,20250524,335.55,517,9010422977
9010422977C,4,20260524,340.65,517,9010422977
9010423540C,4,20180701,154.68,517,9010423540
9010423540C,4,20190701,158.39,517,9010423540
9010423540C,4,20200701,162.03,517,9010423540
9010423540C,4,20210701,165.53,517,9010423540
9010423540C,4,20220701,169.04,517,9010423540
9010423540C,4,20230701,172.41,517,9010423540
9010423540C,4,20240701,175.85,517,9010423540
9010423540C,4,20250701,179.29,517,9010423540
9010424798C,4,20180701,123.79,517,9010424798
9010424798C,4,20190701,126.27,517,9010424798
9010424798C,4,20200701,128.70,517,9010424798
9010425720C,4,20180701,183.20,517,9010425720
9010425845C,1,20180701,160.41,515,9010425845
9010425845C,1,20190701,164.78,515,9010425845
9010425845C,1,20200701,169.16,515,9010425845
9010425928C,4,20180701,142.15,517,9010425928
9010425928C,4,20190701,145.23,517,9010425928
9010425928C,4,20200701,148.37,517,9010425928
9010425928C,4,20210701,151.45,517,9010425928
9010425928C,4,20220701,154.53,517,9010425928
9010425928C,4,20230701,157.56,517,9010425928
9010425941C,4,20180613,155.40,517,9010425941
9010425941C,4,20190613,160.30,517,9010425941
9010425941C,4,20200613,165.10,517,9010425941
9010425941C,4,20210613,169.90,517,9010425941
9010425941C,4,20220613,174.50,517,9010425941
9010425941C,4,20230613,179.10,517,9010425941
9010425941C,4,20240613,183.50,517,9010425941
9010425941C,4,20250613,187.70,517,9010425941
9010425941C,4,20260613,191.90,517,9010425941
9010425944C,1,20180514,186.10,515,9010425944
9010425944C,1,20190514,190.50,515,9010425944
9010425944C,1,20200514,195.00,515,9010425944
9010425944C,1,20210514,199.50,515,9010425944
9010425944C,1,20220514,204.00,515,9010425944
9010425944C,1,20230514,208.30,515,9010425944
9010425944C,1,20240514,212.60,515,9010425944
9010425944C,1,20250514,216.60,515,9010425944
9010425944C,1,20260514,220.40,515,9010425944
9010426747C,4,20180701,205.50,517,9010426747
9010426747C,4,20190701,209.80,517,9010426747
9010426858C,4,20180801,163.58,517,9010426858
9010426859C,4,20180801,75.09,517,9010426859
9010426859C,4,20190801,77.47,517,9010426859
9010426859C,4,20200801,79.88,517,9010426859
9010426859C,4,20210801,82.21,517,9010426859
9010426859C,4,20220801,84.63,517,9010426859
9010426859C,4,20230801,87.00,517,9010426859
9010426859C,4,20240801,89.42,517,9010426859
9010426859C,4,20250801,91.83,517,9010426859
9010426961C,4,20180801,246.31,517,9010426961
9010426961C,4,20190801,252.87,517,9010426961
9010426961C,4,20200801,259.31,517,9010426961
9010426961C,4,20210801,265.64,517,9010426961
9010426961C,4,20220801,271.86,517,9010426961
9010426961C,4,20230801,277.85,517,9010426961
9010426961C,4,20240801,283.62,517,9010426961
9010426961C,4,20250801,289.38,517,9010426961
9010427456C,4,20180801,280.22,517,9010427456
9010427456C,4,20190801,286.32,517,9010427456
9010427456C,4,20200801,292.21,517,9010427456
9010427456C,4,20210801,298.09,517,9010427456
9010427456C,4,20220801,303.77,517,9010427456
9010427456C,4,20230801,309.23,517,9010427456
9010427456C,4,20240801,314.70,517,9010427456
9010427457C,4,20180801,123.79,517,9010427457
9010427457C,4,20190801,126.27,517,9010427457
9010427457C,4,20200801,128.70,517,9010427457
9010429064C,4,20180901,292.06,517,9010429064
9010429064C,4,20190901,298.40,517,9010429064
9010429064C,4,20200901,304.85,517,9010429064
9010429064C,4,20210901,311.07,517,9010429064
9010429064C,4,20220901,317.30,517,9010429064
9010429064C,4,20230901,323.41,517,9010429064
9010429066C,4,20180901,74.64,517,9010429066
9010429066C,4,20190901,76.94,517,9010429066
9010429066C,4,20200901,79.28,517,9010429066
9010429066C,4,20210901,81.58,517,9010429066
9010429066C,4,20220901,83.93,517,9010429066
9010429066C,4,20230901,86.27,517,9010429066
9010429066C,4,20240901,88.65,517,9010429066
9010429066C,4,20250901,90.95,517,9010429066
9010429259C,4,20180828,218.00,517,9010429259
9010429259C,4,20190828,221.80,517,9010429259
9010429558C,4,20180901,157.84,517,9010429558
9010429558C,1,20190901,161.94,515,9010429558
9010429558C,1,20200901,165.91,515,9010429558
9010429558C,1,20210901,169.80,515,9010429558
9010429558C,1,20210901,169.80,515,9010429558
9010429710C,4,20180901,142.15,517,9010429710
9010429710C,4,20190901,145.23,517,9010429710
9010429710C,4,20200901,148.37,517,9010429710
9010429710C,4,20210901,151.45,517,9010429710
9010429710C,4,20220901,154.53,517,9010429710
9010429711C,4,20180901,156.87,517,9010429711
9010429711C,4,20190901,160.78,517,9010429711
9010429711C,4,20200901,164.62,517,9010429711
9010429711C,4,20210901,168.33,517,9010429711
9010429711C,4,20220901,171.97,517,9010429711
9010429711C,4,20230901,175.54,517,9010429711
9010429711C,4,20240901,179.04,517,9010429711
9010429711C,4,20250901,182.54,517,9010429711
9010429958C,4,20181001,274.71,517,9010429958
9010429958C,4,20191001,280.48,517,9010429958
9010429958C,4,20201001,286.25,517,9010429958
9010429958C,4,20211001,291.82,517,9010429958
9010429958C,4,20221001,297.18,517,9010429958
9010429958C,4,20231001,302.55,517,9010429958
9010429965C,4,20181001,242.76,517,9010429965
9010429965C,4,20191001,248.81,517,9010429965
9010429965C,4,20201001,254.76,517,9010429965
9010429965C,4,20211001,260.50,517,9010429965
9010429965C,4,20221001,266.13,517,9010429965
9010429965C,4,20231001,271.66,517,9010429965
9010429965C,4,20241001,277.07,517,9010429965
9010429965C,4,20251001,282.49,517,9010429965
9010430017C,4,20181001,156.87,517,9010430017
9010430017C,4,20191001,160.78,517,9010430017
9010430017C,4,20201001,164.62,517,9010430017
9010430017C,4,20211001,168.33,517,9010430017
9010430017C,4,20221001,171.97,517,9010430017
9010430017C,4,20231001,175.54,517,9010430017
9010430017C,4,20241001,179.04,517,9010430017
9010430017C,4,20251001,182.54,517,9010430017
9010430023C,4,20181001,139.37,517,9010430023
9010430023C,4,20191001,142.40,517,9010430023
9010430023C,4,20201001,145.48,517,9010430023
9010430295C,4,20181001,73.34,517,9010430295
9010430295C,4,20191001,75.98,517,9010430295
9010430295C,4,20201001,78.68,517,9010430295
9010430295C,4,20211001,81.33,517,9010430295
9010430295C,4,20221001,83.98,517,9010430295
9010430296C,4,20181001,147.59,517,9010430296
9010430296C,4,20191001,150.90,517,9010430296
9010430296C,4,20201001,154.14,517,9010430296
9010430296C,4,20211001,157.32,517,9010430296
9010430296C,4,20221001,160.57,517,9010430296
9010430993C,4,20181001,160.41,517,9010430993
9010430993C,4,20191001,164.78,517,9010430993
9010430993C,4,20201001,169.16,517,9010430993
9010430993C,4,20211001,173.38,517,9010430993
9010430993C,4,20221001,177.61,517,9010430993
9010430993C,4,20231001,181.61,517,9010430993
9010430993C,4,20241001,185.61,517,9010430993
9010430993C,4,20251001,189.45,517,9010430993
9010431301C,4,20180925,421.00,517,9010431301
9010431301C,4,20190925,433.00,517,9010431301
9010431301C,4,20200925,444.75,517,9010431301
9010431301C,4,20210925,456.00,517,9010431301
9010431301C,4,20220925,466.75,517,9010431301
9010431301C,4,20230925,477.25,517,9010431301
9010431301C,4,20240925,487.75,517,9010431301
9010431301C,4,20250925,498.25,517,9010431301
9010431510C,4,20181101,223.40,517,9010431510
9010431510C,4,20191101,228.23,517,9010431510
9010431510C,4,20201101,233.14,517,9010431510
9010431510C,4,20211101,237.97,517,9010431510
9010431510C,4,20221101,242.89,517,9010431510
9010431510C,4,20231101,247.72,517,9010431510
9010431510C,4,20241101,252.46,517,9010431510
9010431510C,4,20251101,257.11,517,9010431510
9010432254C,4,20181101,198.97,517,9010432254
9010432254C,4,20191101,203.15,517,9010432254
9010432254C,4,20201101,207.19,517,9010432254
9010432254C,4,20211101,211.08,517,9010432254
9010432254C,4,20221101,214.97,517,9010432254
9010432414C,4,20181101,139.37,517,9010432414
9010432414C,4,20191101,142.40,517,9010432414
9010432414C,4,20201101,145.48,517,9010432414
9010432414C,4,20211101,148.45,517,9010432414
9010432414C,4,20221101,151.42,517,9010432414
9010432414C,4,20231101,154.34,517,9010432414
9010432414C,4,20241101,157.14,517,9010432414
9010432414C,4,20251101,159.85,517,9010432414
9010432631C,4,20181101,74.13,517,9010432631
9010432631C,4,20191101,76.83,517,9010432631
9010432631C,4,20201101,79.53,517,9010432631
9010432631C,4,20211101,82.23,517,9010432631
9010432631C,4,20221101,84.98,517,9010432631
9010432631C,4,20231101,87.74,517,9010432631
9010432631C,4,20241101,90.49,517,9010432631
9010432631C,4,20251101,93.24,517,9010432631
9010432782C,4,20181101,269.38,517,9010432782
9010432865C,4,20181101,320.50,517,9010432865
9010432865C,4,20191101,328.04,517,9010432865
9010432865C,4,20201101,335.32,517,9010432865
9010432865C,4,20211101,342.46,517,9010432865
9010432865C,4,20221101,349.46,517,9010432865
9010432865C,4,20231101,356.60,517,9010432865
9010432865C,4,20241101,363.61,517,9010432865
9010432866C,4,20181101,336.89,517,9010432866
9010432866C,4,20191101,346.29,517,9010432866
9010432866C,4,20201101,355.69,517,9010432866
9010432866C,4,20211101,364.93,517,9010432866
9010432866C,4,20221101,374.01,517,9010432866
9010432866C,4,20231101,382.93,517,9010432866
9010432866C,4,20241101,391.52,517,9010432866
9010433630C,4,20181201,74.75,517,9010433630
9010433630C,4,20191201,77.35,517,9010433630
9010433630C,4,20201201,79.95,517,9010433630
9010433630C,4,20211201,82.60,517,9010433630
9010433630C,4,20221201,85.26,517,9010433630
9010433630C,4,20231201,87.91,517,9010433630
9010433630C,4,20241201,90.56,517,9010433630
9010433630C,4,20251201,93.16,517,9010433630
9010434092C,4,20181201,121.20,517,9010434092
9010434092C,4,20191201,123.59,517,9010434092
9010434418C,4,20181110,76.70,517,9010434418
9010434418C,4,20191110,79.80,517,9010434418
9010434418C,4,20201110,83.00,517,9010434418
9010434418C,4,20211110,86.30,517,9010434418
9010434418C,4,20221110,89.70,517,9010434418
9010434418C,4,20231110,93.10,517,9010434418
9010434418C,4,20241110,96.70,517,9010434418
9010434418C,4,20251110,100.20,517,9010434418
9010434419C,1,20181201,142.15,515,9010434419
9010434419C,1,20191201,145.23,515,9010434419
9010434419C,1,20201201,148.37,515,9010434419
9010434419C,1,20211201,151.45,515,9010434419
9010434419C,1,20221201,154.53,515,9010434419
9010434419C,1,20231201,157.56,515,9010434419
9010434421C,4,20181201,157.84,517,9010434421
9010434421C,4,20191201,161.94,517,9010434421
9010434421C,4,20201201,165.91,517,9010434421
9010434421C,4,20211201,169.80,517,9010434421
9010434421C,4,20221201,173.62,517,9010434421
9010434421C,4,20231201,177.30,517,9010434421
9010434421C,4,20241201,180.91,517,9010434421
9010434421C,4,20251201,184.52,517,9010434421
9010434422C,4,20181201,191.57,517,9010434422
9010434422C,4,20191201,195.41,517,9010434422
9010434422C,4,20201201,199.18,517,9010434422
9010434424C,4,20181201,232.61,517,9010434424
9010434424C,4,20191201,237.90,517,9010434424
9010434424C,4,20201201,243.09,517,9010434424
9010434424C,4,20211201,248.18,517,9010434424
9010434424C,4,20221201,253.28,517,9010434424
9010434424C,4,20231201,258.37,517,9010434424
9010434544C,4,20181201,136.79,517,9010434544
9010434544C,4,20191201,139.76,517,9010434544
9010434544C,4,20201201,142.74,517,9010434544
9010434544C,4,20211201,145.61,517,9010434544
9010434544C,4,20221201,148.48,517,9010434544
9010434544C,4,20231201,151.24,517,9010434544
9010434544C,4,20241201,153.90,517,9010434544
9010434544C,4,20251201,156.56,517,9010434544
9010435244C,4,20180101,73.04,517,9010435244
9010435244C,4,20190101,75.52,517,9010435244
9010435244C,4,20200101,78.00,517,9010435244
9010435244C,4,20210101,80.52,517,9010435244
9010435244C,4,20220101,83.04,517,9010435244
9010435244C,4,20230101,85.61,517,9010435244
9010435244C,4,20240101,88.18,517,9010435244
9010435244C,4,20250101,90.75,517,9010435244
9010435244C,4,20260101,93.37,517,9010435244
9010435248C,4,20180101,130.82,517,9010435248
9010435609C,4,20180101,72.50,517,9010435609
9010435609C,4,20190101,74.88,517,9010435609
9010435609C,4,20200101,77.30,517,9010435609
9010435609C,4,20210101,79.72,517,9010435609
9010435609C,4,20220101,82.15,517,9010435609
9010435609C,4,20230101,84.53,517,9010435609
9010435609C,4,20240101,86.95,517,9010435609
9010435609C,4,20250101,89.38,517,9010435609
9010435609C,4,20260101,91.80,517,9010435609
9010435671C,3,20181207,336.80,514,9010435671
9010435671C,3,20191207,346.40,514,9010435671
9010435671C,3,20201207,355.80,514,9010435671
9010435671C,3,20211207,364.80,514,9010435671
9010435671C,3,20221207,373.40,514,9010435671
9010435671C,3,20231207,381.80,514,9010435671
9010435671C,3,20241207,390.20,514,9010435671
9010435671C,3,20251207,398.60,514,9010435671
9010435673C,3,20180118,23.38,514,9010435673
9010435673C,3,20190118,23.93,514,9010435673
9010435673C,3,20200118,24.48,514,9010435673
9010435673C,3,20210118,25.10,514,9010435673
9010435673C,3,20220118,25.75,514,9010435673
9010435673C,3,20230118,26.45,514,9010435673
9010435673C,3,20240118,27.30,514,9010435673
9010435673C,3,20250118,28.20,514,9010435673
9010435673C,3,20260118,29.00,514,9010435673
9010436044C,4,20180115,125.81,517,9010436044
9010436082C,4,20180115,150.84,517,9010436082
9010436082C,4,20190115,154.68,517,9010436082
9010436082C,4,20200115,158.39,517,9010436082
9010436082C,4,20210115,162.03,517,9010436082
9010436082C,4,20220115,165.53,517,9010436082
9010436082C,4,20230115,169.04,517,9010436082
9010436082C,4,20240115,172.41,517,9010436082
9010436082C,4,20250115,175.85,517,9010436082
9010436082C,4,20260115,179.29,517,9010436082
9010436083C,4,20180115,158.25,517,9010436083
9010436083C,4,20190115,162.94,517,9010436083
9010436083C,4,20200115,167.71,517,9010436083
9010436083C,4,20210115,172.40,517,9010436083
9010436083C,4,20220115,177.17,517,9010436083
9010436083C,4,20230115,181.77,517,9010436083
9010436083C,4,20240115,186.38,517,9010436083
9010436083C,4,20250115,190.90,517,9010436083
9010436083C,4,20260115,195.34,517,9010436083
9010436541C,4,20180201,158.68,517,9010436541
9010436541C,4,20190201,163.58,517,9010436541
9010436541C,4,20200201,168.32,517,9010436541
9010436541C,4,20210201,173.14,517,9010436541
9010436541C,4,20220201,177.96,517,9010436541
9010436541C,4,20230201,182.78,517,9010436541
9010436541C,4,20240201,187.51,517,9010436541
9010436541C,4,20250201,192.24,517,9010436541
9010436541C,4,20260201,196.81,517,9010436541
9010436782C,1,20180110,207.45,515,9010436782
9010436782C,1,20190110,214.35,515,9010436782
9010436782C,1,20200110,221.25,515,9010436782
9010436782C,1,20210110,228.45,515,9010436782
9010436782C,1,20220110,235.50,515,9010436782
9010436782C,1,20230110,242.55,515,9010436782
9010436782C,1,20240110,249.75,515,9010436782
9010436782C,1,20250110,256.65,515,9010436782
9010436782C,1,20260110,263.55,515,9010436782
9010436955C,4,20180215,118.77,517,9010436955
9010436955C,4,20190215,121.20,517,9010436955
9010436955C,4,20200215,123.59,517,9010436955
9010436959C,4,20180215,139.07,517,9010436959
9010436959C,4,20190215,142.15,517,9010436959
9010436959C,4,20200215,145.23,517,9010436959
9010436959C,4,20210215,148.37,517,9010436959
9010436959C,4,20220215,151.45,517,9010436959
9010436959C,4,20230215,154.53,517,9010436959
9010436959C,4,20240215,157.56,517,9010436959
9010436959C,4,20250215,160.47,517,9010436959
9010436959C,4,20260215,163.38,517,9010436959
9010437076C,4,20180215,153.66,517,9010437076
9010437076C,4,20190215,157.84,517,9010437076
9010437076C,4,20200215,161.94,517,9010437076
9010437076C,4,20210215,165.91,517,9010437076
9010437076C,4,20220215,169.80,517,9010437076
9010437076C,4,20230215,173.62,517,9010437076
9010437076C,4,20240215,177.30,517,9010437076
9010437076C,4,20250215,180.91,517,9010437076
9010437076C,4,20260215,184.52,517,9010437076
9010437232C,4,20180215,244.31,517,9010437232
9010437232C,4,20190215,251.49,517,9010437232
9010437232C,4,20200215,258.68,517,9010437232
9010437232C,4,20210215,265.87,517,9010437232
9010437232C,4,20220215,272.94,517,9010437232
9010437232C,4,20230215,279.88,517,9010437232
9010437232C,4,20240215,286.82,517,9010437232
9010437232C,4,20250215,293.51,517,9010437232
9010437232C,4,20260215,300.08,517,9010437232
9010437335C,4,20180215,128.26,517,9010437335
9010437335C,4,20190215,131.11,517,9010437335
9010437335C,4,20200215,133.87,517,9010437335
9010437335C,4,20210215,136.62,517,9010437335
9010437335C,4,20220215,139.28,517,9010437335
9010437335C,4,20230215,141.84,517,9010437335
9010437335C,4,20240215,144.40,517,9010437335
9010438063C,4,20180301,154.84,517,9010438063
9010438063C,4,20190301,159.15,517,9010438063
9010438063C,4,20200301,163.39,517,9010438063
9010438063C,4,20210301,167.55,517,9010438063
9010438063C,4,20220301,171.64,517,9010438063
9010438063C,4,20230301,175.66,517,9010438063
9010438063C,4,20240301,179.53,517,9010438063
9010438063C,4,20250301,183.26,517,9010438063
9010438063C,4,20260301,186.98,517,9010438063
9010438073C,4,20180301,155.96,517,9010438073
9010438073C,4,20190301,160.41,517,9010438073
9010438073C,4,20200301,164.78,517,9010438073
9010438073C,4,20210301,169.16,517,9010438073
9010438073C,4,20220301,173.38,517,9010438073
9010438073C,4,20230301,177.61,517,9010438073
9010438073C,4,20240301,181.61,517,9010438073
9010438073C,4,20250301,185.61,517,9010438073
9010438073C,4,20260301,189.45,517,9010438073
9010438325C,1,20180301,116.03,515,9010438325
9010438325C,1,20190301,118.37,515,9010438325
9010438523C,4,20180315,72.59,517,9010438523
9010438523C,4,20190315,75.07,517,9010438523
9010438523C,4,20200315,77.65,517,9010438523
9010438523C,4,20210315,80.17,517,9010438523
9010438523C,4,20220315,82.75,517,9010438523
9010438523C,4,20230315,85.28,517,9010438523
9010438523C,4,20240315,87.85,517,9010438523
9010438523C,4,20250315,90.43,517,9010438523
9010438523C,4,20260315,92.95,517,9010438523
9010438554C,4,20180315,146.83,517,9010438554
9010438554C,4,20190315,150.31,517,9010438554
9010438554C,4,20200315,153.72,517,9010438554
9010438554C,4,20210315,157.08,517,9010438554
9010438554C,4,20220315,160.37,517,9010438554
9010438554C,4,20230315,163.66,517,9010438554
9010438554C,4,20240315,166.95,517,9010438554
