PLAN,FORM,DESCR,PAR,SEX,BASIS,NFOINT,LOANINT,LOANINTX,DEPINT,VARDB,VARGP,LOAGE,HIAGE,RENEW,PAYYRS,PAYAGE,INSYRS,INSAGE,ANNL,SEMI,QTRL,MTHD,MTHB,ANNLFEE,SEMIFEE,QTRLFEE,MTHDFEE,MTHBFEE,INITVAL,MKTG,PRODUCT,CALCADV,COMMID,MINUNIT,MAXUNIT,BPOLFEE,BACTIVE,RRULE,AGTRSV,AUTONFO,PLANTYPE,INTMETHTV,INTMETHCV,DEFICIENCY,HDEDMETHOD,PLANVALOPT,GDVARYGP,GDVARYDB,GDVARYCV,GDVARYTV,GDVARYDV,UWVARYGP,UWVARYDB,UWVARYCV,UWVARYTV,UWVARYDV,BDVARYGP,BDVARYDB,BDVARYCV,BDVARYTV,BDVARYDV,STVARYGP,STVARYDB,STVARYCV,STVARYTV,STVARYDV,CONVCOMM,PLANNAME,HRENEW,HLOB,HCOMMIP,HRIGPKEY,SIMPLEINT,MLAPSE,MNOTE10,MNAICLOB,MNFOANNV,MGTDANNV
1679CS,679,INTEREST-SENSITIVE WHOLE LIFE,0,B,,A,0.00,22,0.00,4,4,00,65,T,00,100,00,100,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,06,T,,0,99,,T,22,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,INTEREST-SENSITIVE WHOLE LIFE,,,,,,0,,NAPLAN,,
686S 30MRG,686,DECREASING TERM LIFE,0,B,,,0.00,22,0.00,4,4,20,65,T,30,00,30,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,DECREASING TERM LIFE,,,,,,0,,NAPLAN,,
687J 30MRG,687,JOINT DECREASING TERM LIFE,0,J,,,0.00,22,0.00,4,4,20,65,T,30,00,30,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,JOINT DECREASING TERM LIFE,,,,,,0,,NAPLAN,,
690 DT 65,690,DEC TERM TO 65 CONVERTIBLE,0,B,,,0.00,22,0.00,4,4,00,65,T,00,65,00,65,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,DEC TERM TO 65 CONVERTIBLE,,,,,,0,,NAPLAN,,
8034 30MRG,8034,DISABILITY WAIVER OF PREMIUM 30MRG,0,B,,,0.00,22,0.00,4,4,18,59,T,00,60,00,60,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,DISABILITY WAIVER OF PREMIUM 30MRG,,,,,,0,,NAPLAN,,
8034 J30MT,8034,DISABILITY WAIVER OF PREMIUM JOINT 30 MT,0,B,,,0.00,22,0.00,4,4,18,59,T,00,60,00,60,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,DISABILITY WAIVER OF PREMIUM JOINT 30 MT,,,,,,0,,NAPLAN,,
542STR,8042,SPOUSE TERM RIDER,0,B,,,0.00,22,0.00,4,4,18,64,T,00,65,00,65,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,05,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,SPOUSE TERM RIDER,,,,,,0,,NAPLAN,,
9STRWP,NA,8042 STR WAIVER OF PREMIUM,0,B,,,0.00,22,0.00,4,4,18,64,T,00,65,00,65,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,10,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,8042 STR WAIVER OF PREMIUM,,,,,,0,,NAPLAN,,
543CTR,8043,DEPENDENT CHILD TERM RIDER,0,B,,,0.00,22,0.00,4,4,00,24,T,00,25,00,25,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,05,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,DEPENDENT CHILD TERM RIDER,,,,,,0,,NAPLAN,,
8043CTR WP,NA,8043 CTR WAIVER OF PREMIUM,0,B,,,0.00,22,0.00,4,4,00,24,T,00,25,00,25,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,10,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,8043 CTR WAIVER OF PREMIUM,,,,,,0,,NAPLAN,,
8046 JPO,8046,JUVENILE FUTURE PURCHASE OPTION RIDER,0,B,,,0.00,22,0.00,4,4,00,21,T,00,40,00,40,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,05,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,JUVENILE FUTURE PURCHASE OPTION RIDER,,,,,,0,,NAPLAN,,
9L05WP,8115,DISABILITY WAIVER OF PREMIUM RIDER,0,B,,,0.00,22,0.00,4,4,18,59,T,00,60,00,60,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,08,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,DISABILITY WAIVER OF PREMIUM RIDER,,,,,,0,,NAPLAN,,
9L01WP,8115,DISABILITY WAIVER OF PREMIUM RIDER,0,B,,,0.00,22,0.00,4,4,18,59,T,00,60,00,60,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,08,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,DISABILITY WAIVER OF PREMIUM RIDER,,,,,,0,,NAPLAN,,
560STR,826,PAID UP SPOUSE TERM RIDER,0,B,,,0.00,22,0.00,4,4,00,65,T,00,65,00,65,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,PAID UP SPOUSE TERM RIDER,,,,,,0,,NAPLAN,,
528CTR,828,CHILD'S TERM INSURANCE,0,B,,,0.00,22,0.00,4,4,00,17,T,00,60,00,60,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,CHILD'S TERM INSURANCE,,,,,,0,,NAPLAN,,
986JPO,8286,JUVENILE FUTURE PURCHASE OPTION,0,B,,,0.00,22,0.00,4,4,00,18,T,00,00,00,40,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,JUVENILE FUTURE PURCHASE OPTION,,,,,,0,,NAPLAN,,
982JPO,8286,JUVENILE FUTURE PURCHASE OPTION,0,B,,,0.00,22,0.00,4,4,00,18,T,00,00,00,40,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,JUVENILE FUTURE PURCHASE OPTION,,,,,,0,,NAPLAN,,
A60MIR,863,MONTHLY INCOME RIDER,0,B,,,0.00,22,0.00,4,4,15,55,T,00,65,00,65,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,MONTHLY INCOME RIDER,,,,,,0,,NAPLAN,,
960GIO,889,960 GUARANTEE INSURABILITY OPTION,0,B,,,0.00,22,0.00,4,4,00,37,T,00,40,00,40,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,960 GUARANTEE INSURABILITY OPTION,,,,,,0,,NAPLAN,,
A96DAR,896,DEPOSIT ANNUITY RIDER,0,B,,,0.00,22,0.00,4,4,00,50,T,00,65,00,65,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,DEPOSIT ANNUITY RIDER,,,,,,0,,NAPLAN,,
1666AI,666,ADDITIONAL INSUREDS 666 WL,0,B,,,0.00,22,0.00,4,4,00,75,T,100,00,100,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,ADDITIONAL INSUREDS 666 WL,,,,,,0,,NAPLAN,,
165PUA,960,PAID UP ADDS - LIFE PAID UP AT AGE 65,0,B,,,0.00,22,0.00,4,4,00,70,T,00,65,100,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,PAID UP ADDS - LIFE PAID UP AT AGE 65,,,,,,0,,NAPLAN,,
185PUA,960,PAID UP ADDS - LIFE PU AT AGE 85-88,0,B,,,0.00,22,0.00,4,4,00,70,T,00,88,00,100,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,PAID UP ADDS - LIFE PU AT AGE 85-88,,,,,,0,,NAPLAN,,
196065,960,LIFE PAID UP AT AGE 65,0,B,,,0.00,22,0.00,4,4,00,70,T,00,65,100,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,LIFE PAID UP AT AGE 65,,,,,,0,,NAPLAN,,
196085,960,LIFE PAID UP AT AGE 85-88,0,B,,,0.00,22,0.00,4,4,00,70,T,00,85,00,100,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,LIFE PAID UP AT AGE 85-88,,,,,,0,,NAPLAN,,
1960OL,960,ORDINARY WHOLE LIFE,0,B,,,0.00,22,0.00,4,4,00,70,T,100,00,100,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,ORDINARY WHOLE LIFE,,,,,,0,,NAPLAN,,
1OLPUA,960,PAID UP ADDS - ORDINARY WHOLE LIFE,0,B,,,0.00,22,0.00,4,4,00,70,T,100,00,100,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,PAID UP ADDS - ORDINARY WHOLE LIFE,,,,,,0,,NAPLAN,,
1960PO,960,PREFERRED ORDINARY WHOLE LIFE,0,B,,,0.00,22,0.00,4,4,00,70,T,00,103,00,103,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,PREFERRED ORDINARY WHOLE LIFE,,,,,,0,,NAPLAN,,
1POPUA,960,PAID UP ADDS - PREF ORDINARY WHOLE LIFE,0,B,,,0.00,22,0.00,4,4,00,70,T,100,00,100,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,PAID UP ADDS - PREF ORDINARY WHOLE LIFE,,,,,,0,,NAPLAN,,
961 ME65,961,MODIFIED ENDOWMENT AT 65,0,B,,,0.00,22,0.00,4,4,00,55,T,00,65,00,65,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,MODIFIED ENDOWMENT AT 65,,,,,,0,,NAPLAN,,
961 PUA,961,PAID UP ADDS - MODIFIED ENDOWMENT AT 65,0,B,,,0.00,22,0.00,4,4,00,55,T,00,65,00,65,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,PAID UP ADDS - MODIFIED ENDOWMENT AT 65,,,,,,0,,NAPLAN,,
970 JEB,970,JUVENILE EST BUILD PU AT 85 LIFE,0,B,,,0.00,22,0.00,4,4,00,14,T,00,85,00,100,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,JUVENILE EST BUILD PU AT 85 LIFE,,,,,,0,,NAPLAN,,
970 PUA,970,PAID UP ADDS - JUV EST BUILD PU AT 85,0,B,,,0.00,22,0.00,4,4,00,14,T,00,85,00,100,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,PAID UP ADDS - JUV EST BUILD PU AT 85,,,,,,0,,NAPLAN,,
280END,980,ENDOWMENT AT AGE 65,0,B,,,0.00,22,0.00,4,4,00,55,T,00,65,00,65,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,ENDOWMENT AT AGE 65,,,,,,0,,NAPLAN,,
280PUA,960,PAID UP ADDS - ENDOWMENT AT AGE 65,0,B,,,0.00,22,0.00,4,4,00,55,T,00,65,00,65,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,PAID UP ADDS - ENDOWMENT AT AGE 65,,,,,,0,,NAPLAN,,
1991PL,991,PENSION WHOLE LIFE,0,B,,,0.00,22,0.00,4,4,15,78,T,00,103,00,103,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,PENSION WHOLE LIFE,,,,,,0,,NAPLAN,,
9DIS20,,"HOME OFFICE DISCOUNT 20% 1YR, 21.5% 2-10",0,B,,,0.00,22,0.00,4,4,00,85,T,100,00,100,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,"HOME OFFICE DISCOUNT 20% 1YR, 21.5% 2-10",,,,,,0,,NAPLAN,,
9DIS25,,HOME OFFICE DISCOUNT - 24.75%,0,B,,,0.00,22,0.00,4,4,00,100,T,100,00,100,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,HOME OFFICE DISCOUNT - 24.75%,,,,,,0,,NAPLAN,,
DISCHO247B,,HOME OFFICE DISCOUNT - 24.75%,0,B,,,0.00,22,0.00,4,4,00,100,T,100,00,100,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,HOME OFFICE DISCOUNT - 24.75%,,,,,,0,,NAPLAN,,
9DIS25,,HOME OFFICE DISCOUNT - 24.75%,0,B,,,0.00,22,0.00,4,4,00,100,T,100,00,100,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,HOME OFFICE DISCOUNT - 24.75%,,,,,,0,,NAPLAN,,
9DIS25,,"HOME OFFICE DISCOUNT - 25%-10YR, 10%-99",0,B,,,0.00,22,0.00,4,4,00,100,T,116,00,116,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,"HOME OFFICE DISCOUNT - 25%-10YR, 10%-99",,,,,,0,,NAPLAN,,
DISCHO29,,HOME OFFICE DISCOUNT 29% - MODERULE 37,0,B,,,0.00,22,0.00,4,4,45,85,T,10,00,10,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,HOME OFFICE DISCOUNT 29% - MODERULE 37,,,,,,0,,NAPLAN,,
9DIS70,,HOME OFFICE DISCOUNT - 70/13%,0,B,,,0.00,22,0.00,4,4,00,100,T,100,00,100,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,HOME OFFICE DISCOUNT - 70/13%,,,,,,0,,NAPLAN,,
9DIS80,,"HOME OFFICE DISCOUNT 80% 1 YR, 10% 2-10",0,B,,,0.00,22,0.00,4,4,00,85,T,100,00,100,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,"HOME OFFICE DISCOUNT 80% 1 YR, 10% 2-10",,,,,,0,,NAPLAN,,
9DIS90,,"HOME OFFICE DISCOUNT 90% 1 YR, 10%, 5%",0,B,,,0.00,22,0.00,4,4,00,85,T,100,00,100,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,"HOME OFFICE DISCOUNT 90% 1 YR, 10%, 5%",,,,,,0,,NAPLAN,,
5L0110,L10,TEN YEAR LEVEL TERM TO AGE 95,0,B,,,0.00,22,0.00,4,4,00,85,T,00,95,00,95,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,08,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,TEN YEAR LEVEL TERM TO AGE 95,,,,,,0,,NAPLAN,,
L01 10Y MA,L10,TEN YEAR LEVEL TERM TO AGE 95,0,B,,,0.00,22,0.00,4,4,00,85,T,00,95,00,95,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,08,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,TEN YEAR LEVEL TERM TO AGE 95,,,,,,0,,NAPLAN,,
5L0510,L05,TEN YEAR TERM TO AGE 85,0,B,,,0.00,22,0.00,4,4,00,85,T,00,85,00,85,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,08,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,TEN YEAR TERM TO AGE 85,,,,,,0,,NAPLAN,,
5L075Y,L07,FIVE YEAR TERM TO AGE 85,0,B,,,0.00,22,0.00,4,4,00,85,T,00,85,00,85,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,08,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,FIVE YEAR TERM TO AGE 85,,,,,,0,,NAPLAN,,
9ADB10,8140,L10 ACCIDENTAL DEATH BENEFIT,0,B,,,0.00,22,0.00,4,4,19,60,T,00,65,00,65,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,L10 ACCIDENTAL DEATH BENEFIT,,,,,,0,,NAPLAN,,
5CDT10,8142,L10 CHILD TERM RIDER,0,B,,,0.00,22,0.00,4,4,00,25,T,00,25,00,25,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,L10 CHILD TERM RIDER,,,,,,0,,NAPLAN,,
9GPO10,8143,L10 GPO OLD,0,B,,,0.00,22,0.00,4,4,00,40,T,08,00,08,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,L10 GPO OLD,,,,,,0,,NAPLAN,,
9JPO10,8144,L10 JUVENILE PURCHASE OPTION - OLD,0,B,,,0.00,22,0.00,4,4,00,18,T,00,40,00,40,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,L10 JUVENILE PURCHASE OPTION - OLD,,,,,,0,,NAPLAN,,
1L1095,L10,L10 - LPU95     POST 1997 LIFE,0,B,,C,0.00,22,0.00,4,4,00,85,T,00,95,100,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,22,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,L10 - LPU95     POST 1997 LIFE,,,,,,0,,NAPLAN,,
1L10SR,L10,L10 - LPU95   POST 1997  SENIOR LIFE,0,B,,C,0.00,22,0.00,4,4,50,85,T,00,95,100,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,T,,0,99,,T,22,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,L10 - LPU95   POST 1997  SENIOR LIFE,,,,,,0,,NAPLAN,,
L10 PRE97,L10,L10 - LPU95       PRE 1997,0,B,,,0.00,22,0.00,4,4,00,85,T,00,95,100,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,L10 - LPU95       PRE 1997,,,,,,0,,NAPLAN,,
L10 PREUNI,L10 UNI,L10 - LPU95       PRE 1997,0,B,,,0.00,22,0.00,4,4,00,85,T,00,95,00,100,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,L10 - LPU95       PRE 1997,,,,,,0,,NAPLAN,,
7SDT10,8141,L10 SPOUSE DECREASING TERM,0,B,,,0.00,22,0.00,4,4,18,55,T,00,65,00,65,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,L10 SPOUSE DECREASING TERM,,,,,,0,,NAPLAN,,
L10 SPSWP,8139,L10 SPOUSE WP,0,B,,,0.00,22,0.00,4,4,18,55,T,00,64,00,64,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,L10 SPOUSE WP,,,,,,0,,NAPLAN,,
1L10SO,L10,L10 - LPU95  SR.     PRE 1997,0,B,,C,0.00,22,0.00,4,4,50,85,T,00,95,00,100,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,T,,0,99,,T,22,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,L10 - LPU95  SR.     PRE 1997,,,,,,0,,NAPLAN,,
9WPL10,8139,L10 WAIVER OF PREMIUM   POST 1997,0,B,,,0.00,22,0.00,4,4,19,55,T,00,60,00,60,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,L10 WAIVER OF PREMIUM   POST 1997,,,,,,0,,NAPLAN,,
9CDTWP,8139,L10 CHILD WP,0,B,,,0.00,22,0.00,4,4,00,25,T,00,25,00,25,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,L10 CHILD WP,,,,,,0,,NAPLAN,,
9OLDWP,8139,WAIVER OF PREMIUM - L10,0,B,,,0.00,22,0.00,4,4,19,55,T,00,60,00,60,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,WAIVER OF PREMIUM - L10,,,,,,0,,NAPLAN,,
