reconstructed_claim_id,claim_family,mgrossamt_candidate,mnetamt_candidate,mpaid_candidate,mintamt_candidate,mfedtax_candidate,mloan_candidate,mbalancingstatus,revised_balancing_difference,derivation_status,derivation_confidence
RC-9010757840-2-SURRENDER_CLAIM-C4-20220816,SURRENDER_CLAIM,0.0,355.25,355.25,0.0,0.0,0.0,UNBALANCED,355.25,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010757840-2-SURRENDER_CLAIM-C5-20230816,SURRENDER_CLAIM,0.0,355.25,355.25,0.0,0.0,0.0,UNBALANCED,355.25,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010757840-2-SURRENDER_CLAIM-C6-20240816,SURRENDER_CLAIM,0.0,355.25,355.25,0.0,0.0,0.0,UNBALANCED,355.25,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010757840-2-SURRENDER_CLAIM-C7-20250816,SURRENDER_CLAIM,0.0,355.25,355.25,0.0,0.0,0.0,UNBALANCED,355.25,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758074-1-DEATH_CLAIM-C0-20181117,DEATH_CLAIM,8176.27,8207.58,8321.61,31.31,0.0,0.0,UNBALANCED,-114.03,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758447-1-SURRENDER_CLAIM-C0-20220128,SURRENDER_CLAIM,0.0,1797.05,1797.05,0.0,0.0,0.0,UNBALANCED,1797.05,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758520-1-DISBURSEMENT_CLAIM-C0-20200804,DISBURSEMENT_CLAIM,0.0,14399.61,0.0,0.0,0.0,0.0,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010758520-2-SURRENDER_CLAIM-C0-20180801,SURRENDER_CLAIM,0.0,571.0,571.0,0.0,0.0,0.0,UNBALANCED,571.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758520-2-SURRENDER_CLAIM-C1-20190801,SURRENDER_CLAIM,0.0,571.0,571.0,0.0,0.0,0.0,UNBALANCED,571.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758540-2-SURRENDER_CLAIM-C0-20180801,SURRENDER_CLAIM,0.0,181.0,181.0,0.0,0.0,0.0,UNBALANCED,181.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758540-2-SURRENDER_CLAIM-C1-20190801,SURRENDER_CLAIM,0.0,181.0,181.0,0.0,0.0,0.0,UNBALANCED,181.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758540-2-SURRENDER_CLAIM-C2-20200801,SURRENDER_CLAIM,0.0,181.0,181.0,0.0,0.0,0.0,UNBALANCED,181.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758540-2-SURRENDER_CLAIM-C3-20210801,SURRENDER_CLAIM,0.0,181.0,181.0,0.0,0.0,0.0,UNBALANCED,181.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758540-2-SURRENDER_CLAIM-C4-20220801,SURRENDER_CLAIM,0.0,181.0,181.0,0.0,0.0,0.0,UNBALANCED,181.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758540-2-SURRENDER_CLAIM-C5-20230801,SURRENDER_CLAIM,0.0,181.0,181.0,0.0,0.0,0.0,UNBALANCED,181.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758540-2-SURRENDER_CLAIM-C6-20240801,SURRENDER_CLAIM,0.0,181.0,181.0,0.0,0.0,0.0,UNBALANCED,181.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758540-2-SURRENDER_CLAIM-C7-20250801,SURRENDER_CLAIM,0.0,181.0,181.0,0.0,0.0,0.0,UNBALANCED,181.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758549-1-DEATH_CLAIM-C0-20190202,DEATH_CLAIM,6000.0,6000.0,6000.0,0.0,0.0,0.0,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010758549-2-SURRENDER_CLAIM-C0-20180801,SURRENDER_CLAIM,0.0,268.48,268.48,0.0,0.0,0.0,UNBALANCED,268.48,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758550-2-SURRENDER_CLAIM-C0-20180801,SURRENDER_CLAIM,0.0,218.48,218.48,0.0,0.0,0.0,UNBALANCED,218.48,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758550-2-SURRENDER_CLAIM-C1-20190801,SURRENDER_CLAIM,0.0,218.48,218.48,0.0,0.0,0.0,UNBALANCED,218.48,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758550-2-SURRENDER_CLAIM-C2-20200801,SURRENDER_CLAIM,0.0,218.48,218.48,0.0,0.0,0.0,UNBALANCED,218.48,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758573-1-DEATH_CLAIM-C0-20250704,DEATH_CLAIM,25000.0,25000.0,25000.0,0.0,0.0,0.0,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010758573-2-SURRENDER_CLAIM-C0-20180810,SURRENDER_CLAIM,0.0,373.75,373.75,0.0,0.0,0.0,UNBALANCED,373.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758573-2-SURRENDER_CLAIM-C1-20190810,SURRENDER_CLAIM,0.0,373.75,373.75,0.0,0.0,0.0,UNBALANCED,373.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758573-2-SURRENDER_CLAIM-C2-20200810,SURRENDER_CLAIM,0.0,373.75,373.75,0.0,0.0,0.0,UNBALANCED,373.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758573-2-SURRENDER_CLAIM-C3-20210810,SURRENDER_CLAIM,0.0,373.75,373.75,0.0,0.0,0.0,UNBALANCED,373.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758573-2-SURRENDER_CLAIM-C4-20220810,SURRENDER_CLAIM,0.0,373.75,373.75,0.0,0.0,0.0,UNBALANCED,373.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758573-2-SURRENDER_CLAIM-C5-20230810,SURRENDER_CLAIM,0.0,373.75,373.75,0.0,0.0,0.0,UNBALANCED,373.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010758573-2-SURRENDER_CLAIM-C6-20240810,SURRENDER_CLAIM,0.0,373.75,373.75,0.0,0.0,0.0,UNBALANCED,373.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759008-2-SURRENDER_CLAIM-C0-20180801,SURRENDER_CLAIM,0.0,154.75,154.75,0.0,0.0,0.0,UNBALANCED,154.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759008-2-SURRENDER_CLAIM-C1-20190801,SURRENDER_CLAIM,0.0,154.75,154.75,0.0,0.0,0.0,UNBALANCED,154.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759008-2-SURRENDER_CLAIM-C2-20200801,SURRENDER_CLAIM,0.0,154.75,154.75,0.0,0.0,0.0,UNBALANCED,154.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759008-2-SURRENDER_CLAIM-C3-20210801,SURRENDER_CLAIM,0.0,154.75,154.75,0.0,0.0,0.0,UNBALANCED,154.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759008-2-SURRENDER_CLAIM-C4-20220801,SURRENDER_CLAIM,0.0,154.75,154.75,0.0,0.0,0.0,UNBALANCED,154.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759008-2-SURRENDER_CLAIM-C5-20230801,SURRENDER_CLAIM,0.0,154.75,154.75,0.0,0.0,0.0,UNBALANCED,154.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759008-2-SURRENDER_CLAIM-C6-20240801,SURRENDER_CLAIM,0.0,154.75,154.75,0.0,0.0,0.0,UNBALANCED,154.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759008-2-SURRENDER_CLAIM-C7-20250801,SURRENDER_CLAIM,0.0,154.75,154.75,0.0,0.0,0.0,UNBALANCED,154.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759357-1-DEATH_CLAIM-C0-20180701,DEATH_CLAIM,5000.0,5020.3,5020.3,20.3,0.0,0.0,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010759385-2-SURRENDER_CLAIM-C0-20180802,SURRENDER_CLAIM,0.0,179.35,179.35,0.0,0.0,0.0,UNBALANCED,179.35,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759385-2-SURRENDER_CLAIM-C1-20190802,SURRENDER_CLAIM,0.0,179.35,179.35,0.0,0.0,0.0,UNBALANCED,179.35,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759385-2-SURRENDER_CLAIM-C2-20200802,SURRENDER_CLAIM,0.0,179.35,179.35,0.0,0.0,0.0,UNBALANCED,179.35,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759385-2-SURRENDER_CLAIM-C3-20210802,SURRENDER_CLAIM,0.0,179.35,179.35,0.0,0.0,0.0,UNBALANCED,179.35,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759385-2-SURRENDER_CLAIM-C4-20220802,SURRENDER_CLAIM,0.0,179.35,179.35,0.0,0.0,0.0,UNBALANCED,179.35,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759385-2-SURRENDER_CLAIM-C5-20230802,SURRENDER_CLAIM,0.0,179.35,179.35,0.0,0.0,0.0,UNBALANCED,179.35,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759385-2-SURRENDER_CLAIM-C6-20240802,SURRENDER_CLAIM,0.0,179.35,179.35,0.0,0.0,0.0,UNBALANCED,179.35,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759385-2-SURRENDER_CLAIM-C7-20250802,SURRENDER_CLAIM,0.0,179.35,179.35,0.0,0.0,0.0,UNBALANCED,179.35,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759529-1-SURRENDER_CLAIM-C0-20191101,SURRENDER_CLAIM,0.0,9116.08,9116.08,0.0,0.0,0.0,UNBALANCED,9116.08,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759530-1-SURRENDER_CLAIM-C0-20180801,SURRENDER_CLAIM,0.0,0.0,0.0,2064.97,0.0,2064.97,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010759530-1-SURRENDER_CLAIM-C1-20181101,SURRENDER_CLAIM,0.0,0.0,0.0,993.15,0.0,1024.5,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010759530-1-SURRENDER_CLAIM-C2-20190201,SURRENDER_CLAIM,0.0,0.0,0.0,1235.05,0.0,1297.75,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010759530-1-SURRENDER_CLAIM-C3-20190701,SURRENDER_CLAIM,0.0,0.0,0.0,2166.27,0.0,2260.32,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010759530-1-SURRENDER_CLAIM-C4-20191118,SURRENDER_CLAIM,0.0,0.0,0.0,514.29,0.0,514.29,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010759530-3-SURRENDER_CLAIM-C0-20191118,SURRENDER_CLAIM,0.0,18407.7,18407.7,0.0,0.0,0.0,UNBALANCED,18407.7,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759537-3-SURRENDER_CLAIM-C0-20250402,SURRENDER_CLAIM,0.0,15808.61,15808.61,0.0,0.0,0.0,UNBALANCED,15808.61,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759541-2-SURRENDER_CLAIM-C0-20180801,SURRENDER_CLAIM,0.0,296.0,296.0,0.0,0.0,0.0,UNBALANCED,296.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759541-2-SURRENDER_CLAIM-C1-20190801,SURRENDER_CLAIM,0.0,296.0,296.0,0.0,0.0,0.0,UNBALANCED,296.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759541-2-SURRENDER_CLAIM-C2-20200801,SURRENDER_CLAIM,0.0,296.0,296.0,0.0,0.0,0.0,UNBALANCED,296.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759541-2-SURRENDER_CLAIM-C3-20210801,SURRENDER_CLAIM,0.0,296.0,296.0,0.0,0.0,0.0,UNBALANCED,296.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759541-2-SURRENDER_CLAIM-C4-20220801,SURRENDER_CLAIM,0.0,296.0,296.0,0.0,0.0,0.0,UNBALANCED,296.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759541-2-SURRENDER_CLAIM-C5-20230801,SURRENDER_CLAIM,0.0,296.0,296.0,0.0,0.0,0.0,UNBALANCED,296.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759541-2-SURRENDER_CLAIM-C6-20240801,SURRENDER_CLAIM,0.0,296.0,296.0,0.0,0.0,0.0,UNBALANCED,296.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759541-2-SURRENDER_CLAIM-C7-20250801,SURRENDER_CLAIM,0.0,296.0,296.0,0.0,0.0,0.0,UNBALANCED,296.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759550-2-SURRENDER_CLAIM-C0-20180801,SURRENDER_CLAIM,0.0,349.0,349.0,0.0,0.0,0.0,UNBALANCED,349.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759550-2-SURRENDER_CLAIM-C1-20190801,SURRENDER_CLAIM,0.0,349.0,349.0,0.0,0.0,0.0,UNBALANCED,349.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759550-2-SURRENDER_CLAIM-C2-20200801,SURRENDER_CLAIM,0.0,349.0,349.0,0.0,0.0,0.0,UNBALANCED,349.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759550-2-SURRENDER_CLAIM-C3-20210801,SURRENDER_CLAIM,0.0,349.0,349.0,0.0,0.0,0.0,UNBALANCED,349.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759550-2-SURRENDER_CLAIM-C4-20220801,SURRENDER_CLAIM,0.0,349.0,349.0,0.0,0.0,0.0,UNBALANCED,349.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759550-2-SURRENDER_CLAIM-C5-20230801,SURRENDER_CLAIM,0.0,349.0,349.0,0.0,0.0,0.0,UNBALANCED,349.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759550-2-SURRENDER_CLAIM-C6-20240801,SURRENDER_CLAIM,0.0,349.0,349.0,0.0,0.0,0.0,UNBALANCED,349.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759550-2-SURRENDER_CLAIM-C7-20250801,SURRENDER_CLAIM,0.0,349.0,349.0,0.0,0.0,0.0,UNBALANCED,349.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759555-1-SURRENDER_CLAIM-C0-20180801,SURRENDER_CLAIM,0.0,0.0,0.0,277.17,0.0,277.17,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010759555-1-SURRENDER_CLAIM-C1-20190801,SURRENDER_CLAIM,0.0,0.0,0.0,299.32,0.0,299.32,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010759555-1-SURRENDER_CLAIM-C2-20200801,SURRENDER_CLAIM,0.0,0.0,0.0,323.24,0.0,323.24,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010759555-1-SURRENDER_CLAIM-C3-20210801,SURRENDER_CLAIM,0.0,0.0,0.0,349.07,0.0,349.07,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010759555-1-SURRENDER_CLAIM-C4-20220801,SURRENDER_CLAIM,0.0,0.0,0.0,376.96,0.0,376.96,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010759555-1-SURRENDER_CLAIM-C5-20230801,SURRENDER_CLAIM,0.0,0.0,0.0,407.09,0.0,407.09,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010759555-1-SURRENDER_CLAIM-C6-20240801,SURRENDER_CLAIM,0.0,0.0,0.0,439.62,0.0,439.62,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010759555-1-SURRENDER_CLAIM-C7-20250801,SURRENDER_CLAIM,0.0,0.0,0.0,474.75,0.0,474.75,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010759559-1-DEATH_CLAIM-C0-20190525,DEATH_CLAIM,15000.0,15019.36,10019.36,19.36,0.0,0.0,UNBALANCED,5000.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759559-1-DEATH_CLAIM-C1-20190826,DEATH_CLAIM,0.0,0.0,27500.0,0.0,0.0,0.0,UNBALANCED,-27500.0,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759559-2-SURRENDER_CLAIM-C0-20180801,SURRENDER_CLAIM,0.0,171.05,171.05,0.0,0.0,0.0,UNBALANCED,171.05,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759932-1-DEATH_CLAIM-C0-20220518,DEATH_CLAIM,25000.0,25000.0,25000.0,0.0,0.0,0.0,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010759932-1-DISBURSEMENT_CLAIM-C0-20180219,DISBURSEMENT_CLAIM,0.0,8.71,0.0,0.0,0.0,0.0,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010759932-1-DISBURSEMENT_CLAIM-C1-20200427,DISBURSEMENT_CLAIM,0.0,244.51,0.0,0.0,0.0,0.0,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010759932-1-SURRENDER_CLAIM-C0-20180507,SURRENDER_CLAIM,0.0,0.0,0.0,0.59,0.0,30.88,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010759932-1-SURRENDER_CLAIM-C1-20180807,SURRENDER_CLAIM,0.0,0.0,0.0,21.73,0.0,82.31,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010759932-1-SURRENDER_CLAIM-C2-20190107,SURRENDER_CLAIM,0.0,0.0,0.0,29.3,0.0,120.17,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010759932-1-SURRENDER_CLAIM-C3-20190807,SURRENDER_CLAIM,0.0,0.0,0.0,199.7,0.0,381.44,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010759932-1-SURRENDER_CLAIM-C4-20220818,SURRENDER_CLAIM,0.0,329.25,329.25,0.0,0.0,0.0,UNBALANCED,329.25,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759932-2-SURRENDER_CLAIM-C0-20180807,SURRENDER_CLAIM,0.0,329.25,329.25,0.0,0.0,0.0,UNBALANCED,329.25,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759932-2-SURRENDER_CLAIM-C1-20190807,SURRENDER_CLAIM,0.0,329.25,329.25,0.0,0.0,0.0,UNBALANCED,329.25,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759932-2-SURRENDER_CLAIM-C2-20200807,SURRENDER_CLAIM,0.0,329.25,329.25,0.0,0.0,0.0,UNBALANCED,329.25,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759932-2-SURRENDER_CLAIM-C3-20210807,SURRENDER_CLAIM,0.0,329.25,329.25,0.0,0.0,0.0,UNBALANCED,329.25,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010759932-2-SURRENDER_CLAIM-C4-20220807,SURRENDER_CLAIM,0.0,329.25,329.25,0.0,0.0,0.0,UNBALANCED,329.25,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760160-2-SURRENDER_CLAIM-C0-20180901,SURRENDER_CLAIM,0.0,305.8,305.8,0.0,0.0,0.0,UNBALANCED,305.8,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760160-2-SURRENDER_CLAIM-C1-20190901,SURRENDER_CLAIM,0.0,305.8,305.8,0.0,0.0,0.0,UNBALANCED,305.8,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760160-2-SURRENDER_CLAIM-C2-20200901,SURRENDER_CLAIM,0.0,305.8,305.8,0.0,0.0,0.0,UNBALANCED,305.8,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760160-2-SURRENDER_CLAIM-C3-20210901,SURRENDER_CLAIM,0.0,305.8,305.8,0.0,0.0,0.0,UNBALANCED,305.8,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760160-2-SURRENDER_CLAIM-C4-20220901,SURRENDER_CLAIM,0.0,305.8,305.8,0.0,0.0,0.0,UNBALANCED,305.8,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760160-2-SURRENDER_CLAIM-C5-20230901,SURRENDER_CLAIM,0.0,305.8,305.8,0.0,0.0,0.0,UNBALANCED,305.8,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760160-2-SURRENDER_CLAIM-C6-20240901,SURRENDER_CLAIM,0.0,305.8,305.8,0.0,0.0,0.0,UNBALANCED,305.8,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760160-2-SURRENDER_CLAIM-C7-20250901,SURRENDER_CLAIM,0.0,305.8,305.8,0.0,0.0,0.0,UNBALANCED,305.8,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760294-1-DEATH_CLAIM-C0-20200811,DEATH_CLAIM,25000.0,25000.0,25000.0,0.0,0.0,0.0,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010760294-2-SURRENDER_CLAIM-C0-20180901,SURRENDER_CLAIM,0.0,340.25,340.25,0.0,0.0,0.0,UNBALANCED,340.25,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760294-2-SURRENDER_CLAIM-C1-20190901,SURRENDER_CLAIM,0.0,340.25,340.25,0.0,0.0,0.0,UNBALANCED,340.25,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760294-2-SURRENDER_CLAIM-C2-20200901,SURRENDER_CLAIM,0.0,680.5,680.5,0.0,0.0,0.0,UNBALANCED,680.5,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760295-2-SURRENDER_CLAIM-C0-20180901,SURRENDER_CLAIM,0.0,214.25,214.25,0.0,0.0,0.0,UNBALANCED,214.25,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760295-2-SURRENDER_CLAIM-C1-20190901,SURRENDER_CLAIM,0.0,214.25,214.25,0.0,0.0,0.0,UNBALANCED,214.25,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760295-2-SURRENDER_CLAIM-C2-20200901,SURRENDER_CLAIM,0.0,214.25,214.25,0.0,0.0,0.0,UNBALANCED,214.25,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760295-2-SURRENDER_CLAIM-C3-20210901,SURRENDER_CLAIM,0.0,214.25,214.25,0.0,0.0,0.0,UNBALANCED,214.25,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760295-2-SURRENDER_CLAIM-C4-20220901,SURRENDER_CLAIM,0.0,214.25,214.25,0.0,0.0,0.0,UNBALANCED,214.25,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760295-2-SURRENDER_CLAIM-C5-20230901,SURRENDER_CLAIM,0.0,214.25,214.25,0.0,0.0,0.0,UNBALANCED,214.25,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760295-2-SURRENDER_CLAIM-C6-20240901,SURRENDER_CLAIM,0.0,214.25,214.25,0.0,0.0,0.0,UNBALANCED,214.25,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760295-2-SURRENDER_CLAIM-C7-20250901,SURRENDER_CLAIM,0.0,214.25,214.25,0.0,0.0,0.0,UNBALANCED,214.25,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760297-1-DEATH_CLAIM-C0-20181214,DEATH_CLAIM,25000.0,25000.0,25048.97,0.0,0.0,0.0,MINOR_VARIANCE,-48.97,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010760298-2-SURRENDER_CLAIM-C0-20180901,SURRENDER_CLAIM,0.0,458.75,458.75,0.0,0.0,0.0,UNBALANCED,458.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760298-2-SURRENDER_CLAIM-C1-20190901,SURRENDER_CLAIM,0.0,458.75,458.75,0.0,0.0,0.0,UNBALANCED,458.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760298-2-SURRENDER_CLAIM-C2-20200901,SURRENDER_CLAIM,0.0,458.75,458.75,0.0,0.0,0.0,UNBALANCED,458.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760298-2-SURRENDER_CLAIM-C3-20210901,SURRENDER_CLAIM,0.0,458.75,458.75,0.0,0.0,0.0,UNBALANCED,458.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760298-2-SURRENDER_CLAIM-C4-20220901,SURRENDER_CLAIM,0.0,458.75,458.75,0.0,0.0,0.0,UNBALANCED,458.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760298-2-SURRENDER_CLAIM-C5-20230901,SURRENDER_CLAIM,0.0,458.75,458.75,0.0,0.0,0.0,UNBALANCED,458.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760298-2-SURRENDER_CLAIM-C6-20240901,SURRENDER_CLAIM,0.0,458.75,458.75,0.0,0.0,0.0,UNBALANCED,458.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760298-2-SURRENDER_CLAIM-C7-20250901,SURRENDER_CLAIM,0.0,458.75,458.75,0.0,0.0,0.0,UNBALANCED,458.75,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760306-1-SURRENDER_CLAIM-C0-20180125,SURRENDER_CLAIM,0.0,0.0,0.0,25223.88,0.0,28723.88,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010760306-3-SURRENDER_CLAIM-C0-20200101,SURRENDER_CLAIM,0.0,42245.61,42245.61,0.0,0.0,0.0,UNBALANCED,42245.61,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010760840-1-DISBURSEMENT_CLAIM-C0-20220314,DISBURSEMENT_CLAIM,0.0,544.29,0.0,0.0,0.0,0.0,BALANCED,0.0,RULEBOOK_READY,HIGH_CONFIDENCE
