reconstructed_claim_id,policy_number,claim_family,reconstructed_lifecycle_status,mclaimstatus_candidate,claimstat_candidate,derivation_status,derivation_confidence
RC-9010779563-1-SURRENDER_CLAIM-C28-20250201,9010779563,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010779563-1-SURRENDER_CLAIM-C29-20250501,9010779563,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010779563-1-SURRENDER_CLAIM-C3-20181101,9010779563,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010779563-1-SURRENDER_CLAIM-C30-20250801,9010779563,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010779563-1-SURRENDER_CLAIM-C31-20251101,9010779563,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010779563-1-SURRENDER_CLAIM-C32-20260201,9010779563,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010779563-1-SURRENDER_CLAIM-C4-20190201,9010779563,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010779563-1-SURRENDER_CLAIM-C5-20190501,9010779563,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010779563-1-SURRENDER_CLAIM-C6-20190801,9010779563,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010779563-1-SURRENDER_CLAIM-C7-20191101,9010779563,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010779563-1-SURRENDER_CLAIM-C8-20200201,9010779563,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010779563-1-SURRENDER_CLAIM-C9-20200501,9010779563,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010779736-1-DEATH_CLAIM-C0-20201126,9010779736,DEATH_CLAIM,SETTLED,SETTLED,3,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010779912-1-SURRENDER_CLAIM-C0-20180202,9010779912,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780000-1-DEATH_CLAIM-C0-20190802,9010780000,DEATH_CLAIM,SETTLED,SETTLED,3,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010780003-1-DEATH_CLAIM-C0-20231018,9010780003,DEATH_CLAIM,SETTLED,SETTLED,3,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010780003-1-DEATH_CLAIM-C1-20240619,9010780003,DEATH_CLAIM,PAID,PAID,3,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780003-1-DISBURSEMENT_CLAIM-C0-20240619,9010780003,DISBURSEMENT_CLAIM,PAID,PAID,2,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010780003-2-SURRENDER_CLAIM-C0-20180207,9010780003,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780003-2-SURRENDER_CLAIM-C1-20190207,9010780003,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780050-1-DEATH_CLAIM-C0-20220714,9010780050,DEATH_CLAIM,SETTLED,SETTLED,3,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010780131-2-SURRENDER_CLAIM-C0-20180203,9010780131,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780131-2-SURRENDER_CLAIM-C1-20180703,9010780131,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780393-2-SURRENDER_CLAIM-C0-20180201,9010780393,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780393-2-SURRENDER_CLAIM-C1-20190201,9010780393,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780393-2-SURRENDER_CLAIM-C2-20200201,9010780393,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780393-2-SURRENDER_CLAIM-C3-20210201,9010780393,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780393-2-SURRENDER_CLAIM-C4-20220201,9010780393,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780393-2-SURRENDER_CLAIM-C5-20230201,9010780393,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780393-2-SURRENDER_CLAIM-C6-20240201,9010780393,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780393-2-SURRENDER_CLAIM-C7-20250201,9010780393,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780393-2-SURRENDER_CLAIM-C8-20260201,9010780393,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780403-1-DEATH_CLAIM-C0-20190722,9010780403,DEATH_CLAIM,SETTLED,SETTLED,3,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010780403-2-SURRENDER_CLAIM-C0-20180226,9010780403,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780403-2-SURRENDER_CLAIM-C1-20190226,9010780403,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780408-3-SURRENDER_CLAIM-C0-20240229,9010780408,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780411-1-DEATH_CLAIM-C0-20180202,9010780411,DEATH_CLAIM,SETTLED,SETTLED,3,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010780411-1-SURRENDER_CLAIM-C0-20180223,9010780411,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780411-2-SURRENDER_CLAIM-C0-20180205,9010780411,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780411-2-SURRENDER_CLAIM-C1-20190205,9010780411,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780591-1-SURRENDER_CLAIM-C0-20230207,9010780591,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780591-3-SURRENDER_CLAIM-C0-20230209,9010780591,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780591-3-SURRENDER_CLAIM-C1-20240209,9010780591,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780591-3-SURRENDER_CLAIM-C2-20250209,9010780591,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780591-3-SURRENDER_CLAIM-C3-20260209,9010780591,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780597-2-SURRENDER_CLAIM-C0-20220506,9010780597,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780667-4-SURRENDER_CLAIM-C0-20190903,9010780667,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780668-4-SURRENDER_CLAIM-C0-20190624,9010780668,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780791-1-DEATH_CLAIM-C0-20230127,9010780791,DEATH_CLAIM,SETTLED,SETTLED,3,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010780791-2-SURRENDER_CLAIM-C0-20181210,9010780791,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780791-2-SURRENDER_CLAIM-C1-20191210,9010780791,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780791-2-SURRENDER_CLAIM-C2-20201210,9010780791,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780791-2-SURRENDER_CLAIM-C3-20211210,9010780791,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780791-2-SURRENDER_CLAIM-C4-20221210,9010780791,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781117-1-DEATH_CLAIM-C0-20180616,9010781117,DEATH_CLAIM,SETTLED,SETTLED,3,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781121-3-SURRENDER_CLAIM-C0-20260211,9010781121,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781128-2-SURRENDER_CLAIM-C0-20180218,9010781128,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781128-2-SURRENDER_CLAIM-C1-20190218,9010781128,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781128-2-SURRENDER_CLAIM-C2-20200218,9010781128,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781128-2-SURRENDER_CLAIM-C3-20210218,9010781128,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781128-2-SURRENDER_CLAIM-C4-20220218,9010781128,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781128-2-SURRENDER_CLAIM-C5-20230218,9010781128,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781128-2-SURRENDER_CLAIM-C6-20240218,9010781128,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781128-2-SURRENDER_CLAIM-C7-20250218,9010781128,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781128-2-SURRENDER_CLAIM-C8-20260218,9010781128,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781368-2-SURRENDER_CLAIM-C0-20180119,9010781368,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781713-2-SURRENDER_CLAIM-C0-20180213,9010781713,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781713-2-SURRENDER_CLAIM-C1-20190213,9010781713,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781713-2-SURRENDER_CLAIM-C2-20200213,9010781713,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781713-2-SURRENDER_CLAIM-C3-20210213,9010781713,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781713-2-SURRENDER_CLAIM-C4-20210614,9010781713,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781775-1-DEATH_CLAIM-C0-20220304,9010781775,DEATH_CLAIM,SETTLED,SETTLED,3,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010781863-1-DEATH_CLAIM-C0-20230125,9010781863,DEATH_CLAIM,SETTLED,SETTLED,3,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010782018-1-DEATH_CLAIM-C0-20240916,9010782018,DEATH_CLAIM,SETTLED,SETTLED,3,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010782022-2-SURRENDER_CLAIM-C0-20230103,9010782022,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782062-3-SURRENDER_CLAIM-C0-20180218,9010782062,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782062-3-SURRENDER_CLAIM-C1-20190218,9010782062,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782062-3-SURRENDER_CLAIM-C2-20200218,9010782062,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782062-3-SURRENDER_CLAIM-C3-20210218,9010782062,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782062-3-SURRENDER_CLAIM-C4-20220218,9010782062,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782062-3-SURRENDER_CLAIM-C5-20230218,9010782062,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782062-3-SURRENDER_CLAIM-C6-20240218,9010782062,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782062-3-SURRENDER_CLAIM-C7-20250218,9010782062,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782062-3-SURRENDER_CLAIM-C8-20260218,9010782062,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782064-2-SURRENDER_CLAIM-C0-20180226,9010782064,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782064-2-SURRENDER_CLAIM-C1-20190226,9010782064,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782064-2-SURRENDER_CLAIM-C2-20200226,9010782064,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782064-2-SURRENDER_CLAIM-C3-20210226,9010782064,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782064-2-SURRENDER_CLAIM-C4-20220226,9010782064,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782064-2-SURRENDER_CLAIM-C5-20230226,9010782064,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782064-2-SURRENDER_CLAIM-C6-20240226,9010782064,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782064-2-SURRENDER_CLAIM-C7-20250226,9010782064,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782064-2-SURRENDER_CLAIM-C8-20260226,9010782064,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782192-2-SURRENDER_CLAIM-C0-20200121,9010782192,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782357-1-DEATH_CLAIM-C0-20231225,9010782357,DEATH_CLAIM,SETTLED,SETTLED,3,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010782592-1-DEATH_CLAIM-C0-20210427,9010782592,DEATH_CLAIM,SETTLED,SETTLED,3,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010782640-2-SURRENDER_CLAIM-C0-20180218,9010782640,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782640-2-SURRENDER_CLAIM-C1-20190218,9010782640,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782640-2-SURRENDER_CLAIM-C2-20200218,9010782640,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782640-2-SURRENDER_CLAIM-C3-20210218,9010782640,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782640-2-SURRENDER_CLAIM-C4-20220218,9010782640,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782640-2-SURRENDER_CLAIM-C5-20230218,9010782640,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782640-2-SURRENDER_CLAIM-C6-20240218,9010782640,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782640-2-SURRENDER_CLAIM-C7-20250218,9010782640,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782640-2-SURRENDER_CLAIM-C8-20260218,9010782640,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782675-2-SURRENDER_CLAIM-C0-20260413,9010782675,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782676-2-SURRENDER_CLAIM-C0-20230405,9010782676,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782818-1-DISBURSEMENT_CLAIM-C0-20190701,9010782818,DISBURSEMENT_CLAIM,PAID,PAID,2,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010782818-1-SURRENDER_CLAIM-C0-20180214,9010782818,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010782818-1-SURRENDER_CLAIM-C1-20181101,9010782818,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010782818-3-SURRENDER_CLAIM-C0-20181101,9010782818,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782822-1-DEATH_CLAIM-C0-20180711,9010782822,DEATH_CLAIM,SETTLED,SETTLED,3,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010782822-2-SURRENDER_CLAIM-C0-20180301,9010782822,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783066-1-SURRENDER_CLAIM-C0-20180212,9010783066,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010783066-1-SURRENDER_CLAIM-C1-20190212,9010783066,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010783066-1-SURRENDER_CLAIM-C2-20200212,9010783066,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010783066-1-SURRENDER_CLAIM-C3-20210212,9010783066,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010783086-1-DEATH_CLAIM-C0-20240518,9010783086,DEATH_CLAIM,SETTLED,SETTLED,3,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010783102-1-DEATH_CLAIM-C0-20220114,9010783102,DEATH_CLAIM,SETTLED,SETTLED,3,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010783278-2-SURRENDER_CLAIM-C0-20180313,9010783278,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783278-2-SURRENDER_CLAIM-C1-20190313,9010783278,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783278-2-SURRENDER_CLAIM-C2-20200313,9010783278,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783278-2-SURRENDER_CLAIM-C3-20210313,9010783278,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783278-2-SURRENDER_CLAIM-C4-20220313,9010783278,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783278-2-SURRENDER_CLAIM-C5-20230313,9010783278,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783278-2-SURRENDER_CLAIM-C6-20240313,9010783278,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783278-2-SURRENDER_CLAIM-C7-20250313,9010783278,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783278-2-SURRENDER_CLAIM-C8-20260313,9010783278,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783296-1-SURRENDER_CLAIM-C0-20180304,9010783296,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010783296-1-SURRENDER_CLAIM-C1-20190304,9010783296,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010783502-1-DEATH_CLAIM-C0-20210919,9010783502,DEATH_CLAIM,SETTLED,SETTLED,3,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783502-1-DEATH_CLAIM-C1-20220131,9010783502,DEATH_CLAIM,PAID,PAID,3,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783502-2-SURRENDER_CLAIM-C0-20180523,9010783502,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783502-2-SURRENDER_CLAIM-C1-20190523,9010783502,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783502-2-SURRENDER_CLAIM-C2-20200523,9010783502,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783502-2-SURRENDER_CLAIM-C3-20210523,9010783502,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783715-1-SURRENDER_CLAIM-C0-20180227,9010783715,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010783715-1-SURRENDER_CLAIM-C1-20190227,9010783715,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010783715-1-SURRENDER_CLAIM-C2-20200227,9010783715,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010783715-1-SURRENDER_CLAIM-C3-20201127,9010783715,SURRENDER_CLAIM,INFERRED,INFERRED,99,RULEBOOK_READY,HIGH_CONFIDENCE
RC-9010783785-2-SURRENDER_CLAIM-C0-20180227,9010783785,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783785-2-SURRENDER_CLAIM-C1-20190227,9010783785,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783785-2-SURRENDER_CLAIM-C2-20200227,9010783785,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783785-2-SURRENDER_CLAIM-C3-20210227,9010783785,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783785-2-SURRENDER_CLAIM-C4-20220227,9010783785,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783785-2-SURRENDER_CLAIM-C5-20230227,9010783785,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783785-2-SURRENDER_CLAIM-C6-20240227,9010783785,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783785-2-SURRENDER_CLAIM-C7-20250227,9010783785,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783785-2-SURRENDER_CLAIM-C8-20260227,9010783785,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783786-2-SURRENDER_CLAIM-C0-20180227,9010783786,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783786-2-SURRENDER_CLAIM-C1-20190227,9010783786,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783786-2-SURRENDER_CLAIM-C2-20200227,9010783786,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783786-2-SURRENDER_CLAIM-C3-20210227,9010783786,SURRENDER_CLAIM,FUNDED,FUNDED,1,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
