reconstructed_claim_id,policy_number,claim_family,mpaycount_candidate,mpaid_candidate,total_canonical_payments,rulebook_ready_payments,max_payout_date,derivation_status
RC-9010759530-1-SURRENDER_CLAIM-C0-20180801,9010759530,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010759530-1-SURRENDER_CLAIM-C1-20181101,9010759530,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010759530-1-SURRENDER_CLAIM-C2-20190201,9010759530,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010759530-1-SURRENDER_CLAIM-C3-20190701,9010759530,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010759530-1-SURRENDER_CLAIM-C4-20191118,9010759530,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010759530-3-SURRENDER_CLAIM-C0-20191118,9010759530,SURRENDER_CLAIM,1,18407.7,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759537-3-SURRENDER_CLAIM-C0-20250402,9010759537,SURRENDER_CLAIM,1,15808.61,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759541-2-SURRENDER_CLAIM-C0-20180801,9010759541,SURRENDER_CLAIM,1,296.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759541-2-SURRENDER_CLAIM-C1-20190801,9010759541,SURRENDER_CLAIM,1,296.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759541-2-SURRENDER_CLAIM-C2-20200801,9010759541,SURRENDER_CLAIM,1,296.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759541-2-SURRENDER_CLAIM-C3-20210801,9010759541,SURRENDER_CLAIM,1,296.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759541-2-SURRENDER_CLAIM-C4-20220801,9010759541,SURRENDER_CLAIM,1,296.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759541-2-SURRENDER_CLAIM-C5-20230801,9010759541,SURRENDER_CLAIM,1,296.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759541-2-SURRENDER_CLAIM-C6-20240801,9010759541,SURRENDER_CLAIM,1,296.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759541-2-SURRENDER_CLAIM-C7-20250801,9010759541,SURRENDER_CLAIM,1,296.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759550-2-SURRENDER_CLAIM-C0-20180801,9010759550,SURRENDER_CLAIM,1,349.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759550-2-SURRENDER_CLAIM-C1-20190801,9010759550,SURRENDER_CLAIM,1,349.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759550-2-SURRENDER_CLAIM-C2-20200801,9010759550,SURRENDER_CLAIM,1,349.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759550-2-SURRENDER_CLAIM-C3-20210801,9010759550,SURRENDER_CLAIM,1,349.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759550-2-SURRENDER_CLAIM-C4-20220801,9010759550,SURRENDER_CLAIM,1,349.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759550-2-SURRENDER_CLAIM-C5-20230801,9010759550,SURRENDER_CLAIM,1,349.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759550-2-SURRENDER_CLAIM-C6-20240801,9010759550,SURRENDER_CLAIM,1,349.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759550-2-SURRENDER_CLAIM-C7-20250801,9010759550,SURRENDER_CLAIM,1,349.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759555-1-SURRENDER_CLAIM-C0-20180801,9010759555,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010759555-1-SURRENDER_CLAIM-C1-20190801,9010759555,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010759555-1-SURRENDER_CLAIM-C2-20200801,9010759555,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010759555-1-SURRENDER_CLAIM-C3-20210801,9010759555,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010759555-1-SURRENDER_CLAIM-C4-20220801,9010759555,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010759555-1-SURRENDER_CLAIM-C5-20230801,9010759555,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010759555-1-SURRENDER_CLAIM-C6-20240801,9010759555,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010759555-1-SURRENDER_CLAIM-C7-20250801,9010759555,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010759559-1-DEATH_CLAIM-C0-20190525,9010759559,DEATH_CLAIM,4,10019.36,4,4,20190525,NEEDS_MANUAL_REVIEW
RC-9010759559-1-DEATH_CLAIM-C1-20190826,9010759559,DEATH_CLAIM,2,27500.0,2,2,20190826,NEEDS_MANUAL_REVIEW
RC-9010759559-2-SURRENDER_CLAIM-C0-20180801,9010759559,SURRENDER_CLAIM,1,171.05,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759932-1-DEATH_CLAIM-C0-20220518,9010759932,DEATH_CLAIM,1,25000.0,1,1,20220518,RULEBOOK_READY
RC-9010759932-1-DISBURSEMENT_CLAIM-C0-20180219,9010759932,DISBURSEMENT_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010759932-1-DISBURSEMENT_CLAIM-C1-20200427,9010759932,DISBURSEMENT_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010759932-1-SURRENDER_CLAIM-C0-20180507,9010759932,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010759932-1-SURRENDER_CLAIM-C1-20180807,9010759932,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010759932-1-SURRENDER_CLAIM-C2-20190107,9010759932,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010759932-1-SURRENDER_CLAIM-C3-20190807,9010759932,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010759932-1-SURRENDER_CLAIM-C4-20220818,9010759932,SURRENDER_CLAIM,1,329.25,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759932-2-SURRENDER_CLAIM-C0-20180807,9010759932,SURRENDER_CLAIM,1,329.25,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759932-2-SURRENDER_CLAIM-C1-20190807,9010759932,SURRENDER_CLAIM,1,329.25,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759932-2-SURRENDER_CLAIM-C2-20200807,9010759932,SURRENDER_CLAIM,1,329.25,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759932-2-SURRENDER_CLAIM-C3-20210807,9010759932,SURRENDER_CLAIM,1,329.25,1,0,,NEEDS_MANUAL_REVIEW
RC-9010759932-2-SURRENDER_CLAIM-C4-20220807,9010759932,SURRENDER_CLAIM,1,329.25,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760160-2-SURRENDER_CLAIM-C0-20180901,9010760160,SURRENDER_CLAIM,1,305.8,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760160-2-SURRENDER_CLAIM-C1-20190901,9010760160,SURRENDER_CLAIM,1,305.8,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760160-2-SURRENDER_CLAIM-C2-20200901,9010760160,SURRENDER_CLAIM,1,305.8,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760160-2-SURRENDER_CLAIM-C3-20210901,9010760160,SURRENDER_CLAIM,1,305.8,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760160-2-SURRENDER_CLAIM-C4-20220901,9010760160,SURRENDER_CLAIM,1,305.8,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760160-2-SURRENDER_CLAIM-C5-20230901,9010760160,SURRENDER_CLAIM,1,305.8,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760160-2-SURRENDER_CLAIM-C6-20240901,9010760160,SURRENDER_CLAIM,1,305.8,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760160-2-SURRENDER_CLAIM-C7-20250901,9010760160,SURRENDER_CLAIM,1,305.8,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760294-1-DEATH_CLAIM-C0-20200811,9010760294,DEATH_CLAIM,1,25000.0,1,1,20200811,RULEBOOK_READY
RC-9010760294-2-SURRENDER_CLAIM-C0-20180901,9010760294,SURRENDER_CLAIM,1,340.25,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760294-2-SURRENDER_CLAIM-C1-20190901,9010760294,SURRENDER_CLAIM,1,340.25,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760294-2-SURRENDER_CLAIM-C2-20200901,9010760294,SURRENDER_CLAIM,1,680.5,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760295-2-SURRENDER_CLAIM-C0-20180901,9010760295,SURRENDER_CLAIM,1,214.25,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760295-2-SURRENDER_CLAIM-C1-20190901,9010760295,SURRENDER_CLAIM,1,214.25,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760295-2-SURRENDER_CLAIM-C2-20200901,9010760295,SURRENDER_CLAIM,1,214.25,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760295-2-SURRENDER_CLAIM-C3-20210901,9010760295,SURRENDER_CLAIM,1,214.25,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760295-2-SURRENDER_CLAIM-C4-20220901,9010760295,SURRENDER_CLAIM,1,214.25,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760295-2-SURRENDER_CLAIM-C5-20230901,9010760295,SURRENDER_CLAIM,1,214.25,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760295-2-SURRENDER_CLAIM-C6-20240901,9010760295,SURRENDER_CLAIM,1,214.25,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760295-2-SURRENDER_CLAIM-C7-20250901,9010760295,SURRENDER_CLAIM,1,214.25,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760297-1-DEATH_CLAIM-C0-20181214,9010760297,DEATH_CLAIM,1,25048.97,1,1,20181214,RULEBOOK_READY
RC-9010760298-2-SURRENDER_CLAIM-C0-20180901,9010760298,SURRENDER_CLAIM,1,458.75,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760298-2-SURRENDER_CLAIM-C1-20190901,9010760298,SURRENDER_CLAIM,1,458.75,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760298-2-SURRENDER_CLAIM-C2-20200901,9010760298,SURRENDER_CLAIM,1,458.75,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760298-2-SURRENDER_CLAIM-C3-20210901,9010760298,SURRENDER_CLAIM,1,458.75,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760298-2-SURRENDER_CLAIM-C4-20220901,9010760298,SURRENDER_CLAIM,1,458.75,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760298-2-SURRENDER_CLAIM-C5-20230901,9010760298,SURRENDER_CLAIM,1,458.75,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760298-2-SURRENDER_CLAIM-C6-20240901,9010760298,SURRENDER_CLAIM,1,458.75,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760298-2-SURRENDER_CLAIM-C7-20250901,9010760298,SURRENDER_CLAIM,1,458.75,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760306-1-SURRENDER_CLAIM-C0-20180125,9010760306,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010760306-3-SURRENDER_CLAIM-C0-20200101,9010760306,SURRENDER_CLAIM,1,42245.61,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760840-1-DISBURSEMENT_CLAIM-C0-20220314,9010760840,DISBURSEMENT_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010760840-1-SURRENDER_CLAIM-C0-20200225,9010760840,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010760840-1-SURRENDER_CLAIM-C1-20201001,9010760840,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010760840-1-SURRENDER_CLAIM-C2-20211001,9010760840,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010760840-1-SURRENDER_CLAIM-C3-20220311,9010760840,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010760840-1-SURRENDER_CLAIM-C4-20231001,9010760840,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010760840-1-SURRENDER_CLAIM-C5-20241001,9010760840,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010760840-1-SURRENDER_CLAIM-C6-20241209,9010760840,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010760840-1-SURRENDER_CLAIM-C7-20251001,9010760840,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010760840-2-SURRENDER_CLAIM-C0-20181001,9010760840,SURRENDER_CLAIM,1,358.2,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760840-2-SURRENDER_CLAIM-C1-20191001,9010760840,SURRENDER_CLAIM,1,358.2,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760851-2-SURRENDER_CLAIM-C0-20180923,9010760851,SURRENDER_CLAIM,1,415.24,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760851-2-SURRENDER_CLAIM-C1-20190923,9010760851,SURRENDER_CLAIM,1,415.24,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760851-2-SURRENDER_CLAIM-C2-20200923,9010760851,SURRENDER_CLAIM,1,415.24,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760851-2-SURRENDER_CLAIM-C3-20210923,9010760851,SURRENDER_CLAIM,1,415.24,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760851-2-SURRENDER_CLAIM-C4-20220923,9010760851,SURRENDER_CLAIM,1,415.24,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760851-2-SURRENDER_CLAIM-C5-20230923,9010760851,SURRENDER_CLAIM,1,415.24,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760851-2-SURRENDER_CLAIM-C6-20240923,9010760851,SURRENDER_CLAIM,1,415.24,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760851-2-SURRENDER_CLAIM-C7-20250923,9010760851,SURRENDER_CLAIM,1,415.24,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760865-1-DEATH_CLAIM-C0-20200505,9010760865,DEATH_CLAIM,4,6901.24,4,4,20200505,RULEBOOK_READY
RC-9010760865-2-SURRENDER_CLAIM-C0-20181001,9010760865,SURRENDER_CLAIM,1,281.98,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760865-2-SURRENDER_CLAIM-C1-20191001,9010760865,SURRENDER_CLAIM,1,281.98,1,0,,NEEDS_MANUAL_REVIEW
RC-9010760872-1-DEATH_CLAIM-C0-20190309,9010760872,DEATH_CLAIM,3,12000.0,3,3,20190309,RULEBOOK_READY
RC-9010760873-1-SURRENDER_CLAIM-C0-20180915,9010760873,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010760873-1-SURRENDER_CLAIM-C1-20190915,9010760873,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010760873-1-SURRENDER_CLAIM-C2-20200915,9010760873,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010760873-1-SURRENDER_CLAIM-C3-20210915,9010760873,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010760873-1-SURRENDER_CLAIM-C4-20220915,9010760873,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010760873-1-SURRENDER_CLAIM-C5-20230911,9010760873,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010760873-1-SURRENDER_CLAIM-C6-20240915,9010760873,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010760873-1-SURRENDER_CLAIM-C7-20250915,9010760873,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010760942-2-SURRENDER_CLAIM-C0-20230413,9010760942,SURRENDER_CLAIM,1,8284.34,1,0,,NEEDS_MANUAL_REVIEW
RC-9010761554-1-SURRENDER_CLAIM-C0-20240508,9010761554,SURRENDER_CLAIM,1,4900.42,1,0,,NEEDS_MANUAL_REVIEW
RC-9010761639-1-SURRENDER_CLAIM-C0-20190821,9010761639,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010761639-1-SURRENDER_CLAIM-C1-20200901,9010761639,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010761639-1-SURRENDER_CLAIM-C2-20210901,9010761639,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010761639-1-SURRENDER_CLAIM-C3-20220901,9010761639,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010761639-1-SURRENDER_CLAIM-C4-20230901,9010761639,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010761639-1-SURRENDER_CLAIM-C5-20240901,9010761639,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010761639-1-SURRENDER_CLAIM-C6-20250303,9010761639,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010761639-1-SURRENDER_CLAIM-C7-20250522,9010761639,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010761639-2-SURRENDER_CLAIM-C0-20180901,9010761639,SURRENDER_CLAIM,1,271.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010761673-2-SURRENDER_CLAIM-C0-20180901,9010761673,SURRENDER_CLAIM,1,187.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010761673-2-SURRENDER_CLAIM-C1-20190901,9010761673,SURRENDER_CLAIM,1,187.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010761673-2-SURRENDER_CLAIM-C2-20200901,9010761673,SURRENDER_CLAIM,1,187.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010761673-2-SURRENDER_CLAIM-C3-20210901,9010761673,SURRENDER_CLAIM,1,187.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010761673-2-SURRENDER_CLAIM-C4-20220901,9010761673,SURRENDER_CLAIM,1,187.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010761673-2-SURRENDER_CLAIM-C5-20230901,9010761673,SURRENDER_CLAIM,1,187.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010761673-2-SURRENDER_CLAIM-C6-20240901,9010761673,SURRENDER_CLAIM,1,187.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010761673-2-SURRENDER_CLAIM-C7-20250901,9010761673,SURRENDER_CLAIM,1,187.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010761804-1-DISBURSEMENT_CLAIM-C0-20220823,9010761804,DISBURSEMENT_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010761804-1-DISBURSEMENT_CLAIM-C1-20230313,9010761804,DISBURSEMENT_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010761870-2-SURRENDER_CLAIM-C0-20180901,9010761870,SURRENDER_CLAIM,1,150.25,1,0,,NEEDS_MANUAL_REVIEW
RC-9010761870-2-SURRENDER_CLAIM-C1-20190901,9010761870,SURRENDER_CLAIM,1,150.25,1,0,,NEEDS_MANUAL_REVIEW
RC-9010761870-2-SURRENDER_CLAIM-C2-20200901,9010761870,SURRENDER_CLAIM,1,7565.83,1,0,,NEEDS_MANUAL_REVIEW
RC-9010761874-1-DEATH_CLAIM-C0-20210731,9010761874,DEATH_CLAIM,1,7000.0,1,1,20210731,RULEBOOK_READY
RC-9010761874-2-SURRENDER_CLAIM-C0-20180901,9010761874,SURRENDER_CLAIM,1,253.34,1,0,,NEEDS_MANUAL_REVIEW
RC-9010761874-2-SURRENDER_CLAIM-C1-20190901,9010761874,SURRENDER_CLAIM,1,253.34,1,0,,NEEDS_MANUAL_REVIEW
RC-9010761874-2-SURRENDER_CLAIM-C2-20200901,9010761874,SURRENDER_CLAIM,1,253.34,1,0,,NEEDS_MANUAL_REVIEW
RC-9010761882-1-DEATH_CLAIM-C0-20200722,9010761882,DEATH_CLAIM,3,60118.74,3,0,20200825,NEEDS_MANUAL_REVIEW
RC-9010761882-1-DEATH_CLAIM-C1-20201119,9010761882,DEATH_CLAIM,1,20000.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010761882-1-SURRENDER_CLAIM-C0-20200825,9010761882,SURRENDER_CLAIM,1,369.89,1,0,,NEEDS_MANUAL_REVIEW
RC-9010761882-2-SURRENDER_CLAIM-C0-20180901,9010761882,SURRENDER_CLAIM,1,548.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010761943-1-DEATH_CLAIM-C0-20200109,9010761943,DEATH_CLAIM,4,8975.78,4,4,20200109,RULEBOOK_READY
RC-9010761966-1-DISBURSEMENT_CLAIM-C0-20190916,9010761966,DISBURSEMENT_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010761966-1-SURRENDER_CLAIM-C0-20180901,9010761966,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010761966-1-SURRENDER_CLAIM-C1-20190901,9010761966,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010762047-1-SURRENDER_CLAIM-C0-20180110,9010762047,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010762047-1-SURRENDER_CLAIM-C1-20180810,9010762047,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010762047-1-SURRENDER_CLAIM-C2-20181116,9010762047,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010762047-1-SURRENDER_CLAIM-C3-20200224,9010762047,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010762047-1-SURRENDER_CLAIM-C4-20211110,9010762047,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010762068-2-SURRENDER_CLAIM-C0-20180826,9010762068,SURRENDER_CLAIM,1,287.89,1,0,,NEEDS_MANUAL_REVIEW
RC-9010762068-2-SURRENDER_CLAIM-C1-20190826,9010762068,SURRENDER_CLAIM,1,287.89,1,0,,NEEDS_MANUAL_REVIEW
RC-9010762068-2-SURRENDER_CLAIM-C2-20200826,9010762068,SURRENDER_CLAIM,1,287.89,1,0,,NEEDS_MANUAL_REVIEW
RC-9010762068-2-SURRENDER_CLAIM-C3-20210826,9010762068,SURRENDER_CLAIM,1,287.89,1,0,,NEEDS_MANUAL_REVIEW
RC-9010762068-2-SURRENDER_CLAIM-C4-20220826,9010762068,SURRENDER_CLAIM,1,287.89,1,0,,NEEDS_MANUAL_REVIEW
RC-9010762068-2-SURRENDER_CLAIM-C5-20230826,9010762068,SURRENDER_CLAIM,1,287.89,1,0,,NEEDS_MANUAL_REVIEW
RC-9010762068-2-SURRENDER_CLAIM-C6-20240826,9010762068,SURRENDER_CLAIM,1,287.89,1,0,,NEEDS_MANUAL_REVIEW
RC-9010762068-2-SURRENDER_CLAIM-C7-20250826,9010762068,SURRENDER_CLAIM,1,287.89,1,0,,NEEDS_MANUAL_REVIEW
RC-9010762076-1-DISBURSEMENT_CLAIM-C0-20180301,9010762076,DISBURSEMENT_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010762076-1-SURRENDER_CLAIM-C0-20180228,9010762076,SURRENDER_CLAIM,1,911.23,1,0,,NEEDS_MANUAL_REVIEW
RC-9010762319-1-DEATH_CLAIM-C0-20240625,9010762319,DEATH_CLAIM,2,25018.86,2,2,20240625,RULEBOOK_READY
RC-9010762319-1-DISBURSEMENT_CLAIM-C0-20211213,9010762319,DISBURSEMENT_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010762319-1-DISBURSEMENT_CLAIM-C1-20220715,9010762319,DISBURSEMENT_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010762319-3-SURRENDER_CLAIM-C0-20210827,9010762319,SURRENDER_CLAIM,1,399.5,1,0,,NEEDS_MANUAL_REVIEW
RC-9010762331-1-SURRENDER_CLAIM-C0-20180828,9010762331,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010762331-1-SURRENDER_CLAIM-C1-20190828,9010762331,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010762331-1-SURRENDER_CLAIM-C2-20200828,9010762331,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010762331-1-SURRENDER_CLAIM-C3-20201221,9010762331,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010762331-2-SURRENDER_CLAIM-C0-20201221,9010762331,SURRENDER_CLAIM,1,7404.0,1,0,,NEEDS_MANUAL_REVIEW
RC-9010762332-2-SURRENDER_CLAIM-C0-20201221,9010762332,SURRENDER_CLAIM,1,6110.28,1,0,,NEEDS_MANUAL_REVIEW
RC-9010762678-1-DEATH_CLAIM-C0-20190626,9010762678,DEATH_CLAIM,1,9049.49,1,1,20190626,RULEBOOK_READY
RC-9010763006-1-DEATH_CLAIM-C0-20231228,9010763006,DEATH_CLAIM,3,75274.48,3,3,20240125,NEEDS_MANUAL_REVIEW
RC-9010763006-1-DISBURSEMENT_CLAIM-C0-20240207,9010763006,DISBURSEMENT_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010763006-2-SURRENDER_CLAIM-C0-20180907,9010763006,SURRENDER_CLAIM,1,424.6,1,0,,NEEDS_MANUAL_REVIEW
RC-9010763006-2-SURRENDER_CLAIM-C1-20190907,9010763006,SURRENDER_CLAIM,1,424.6,1,0,,NEEDS_MANUAL_REVIEW
RC-9010763006-2-SURRENDER_CLAIM-C2-20200907,9010763006,SURRENDER_CLAIM,1,424.6,1,0,,NEEDS_MANUAL_REVIEW
RC-9010763006-2-SURRENDER_CLAIM-C3-20210907,9010763006,SURRENDER_CLAIM,1,424.6,1,0,,NEEDS_MANUAL_REVIEW
RC-9010763006-2-SURRENDER_CLAIM-C4-20220907,9010763006,SURRENDER_CLAIM,1,424.6,1,0,,NEEDS_MANUAL_REVIEW
RC-9010763006-2-SURRENDER_CLAIM-C5-20230907,9010763006,SURRENDER_CLAIM,1,424.6,1,0,,NEEDS_MANUAL_REVIEW
RC-9010763012-2-SURRENDER_CLAIM-C0-20210726,9010763012,SURRENDER_CLAIM,1,9762.45,1,0,,NEEDS_MANUAL_REVIEW
RC-9010763063-1-SURRENDER_CLAIM-C0-20180915,9010763063,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010763063-1-SURRENDER_CLAIM-C1-20190915,9010763063,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010763063-1-SURRENDER_CLAIM-C2-20200915,9010763063,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010763063-1-SURRENDER_CLAIM-C3-20210915,9010763063,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010763063-1-SURRENDER_CLAIM-C4-20220915,9010763063,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010763063-1-SURRENDER_CLAIM-C5-20230915,9010763063,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
RC-9010763063-1-SURRENDER_CLAIM-C6-20231208,9010763063,SURRENDER_CLAIM,0,0.0,0,0,,RULEBOOK_READY
