reconstructed_claim_id,claim_family,mresidual_candidate,decomposition_status,balancing_status,residual_reason,derivation_status,derivation_confidence
RC-9010778834-1-DEATH_CLAIM-C0-20220624,DEATH_CLAIM,-15.6,RESIDUAL_REMAINS,MINOR_VARIANCE,RESIDUAL_REMAINS,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010778841-1-DEATH_CLAIM-C0-20180326,DEATH_CLAIM,-57.9,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,MINOR_VARIANCE,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010778914-1-DEATH_CLAIM-C0-20190324,DEATH_CLAIM,-235.45,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779031-2-SURRENDER_CLAIM-C0-20180306,SURRENDER_CLAIM,626.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779031-2-SURRENDER_CLAIM-C1-20190306,SURRENDER_CLAIM,626.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779031-2-SURRENDER_CLAIM-C2-20200306,SURRENDER_CLAIM,626.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779031-2-SURRENDER_CLAIM-C3-20210306,SURRENDER_CLAIM,626.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779031-2-SURRENDER_CLAIM-C4-20220306,SURRENDER_CLAIM,626.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779031-2-SURRENDER_CLAIM-C5-20230306,SURRENDER_CLAIM,626.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779031-2-SURRENDER_CLAIM-C6-20240306,SURRENDER_CLAIM,626.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779031-2-SURRENDER_CLAIM-C7-20250306,SURRENDER_CLAIM,626.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779031-2-SURRENDER_CLAIM-C8-20260306,SURRENDER_CLAIM,626.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779074-2-SURRENDER_CLAIM-C0-20180223,SURRENDER_CLAIM,677.4,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779074-2-SURRENDER_CLAIM-C1-20190223,SURRENDER_CLAIM,677.4,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779074-2-SURRENDER_CLAIM-C2-20200223,SURRENDER_CLAIM,677.4,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779074-2-SURRENDER_CLAIM-C3-20210223,SURRENDER_CLAIM,677.4,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779074-2-SURRENDER_CLAIM-C4-20220223,SURRENDER_CLAIM,19444.24,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779130-1-DEATH_CLAIM-C0-20190312,DEATH_CLAIM,-133.68,RESIDUAL_REMAINS,UNBALANCED,RESIDUAL_REMAINS,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779191-2-SURRENDER_CLAIM-C0-20180127,SURRENDER_CLAIM,407.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779191-2-SURRENDER_CLAIM-C1-20190127,SURRENDER_CLAIM,407.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779191-2-SURRENDER_CLAIM-C2-20200127,SURRENDER_CLAIM,815.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779197-1-DEATH_CLAIM-C0-20250706,DEATH_CLAIM,-48.66,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,MINOR_VARIANCE,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010779551-2-SURRENDER_CLAIM-C0-20180201,SURRENDER_CLAIM,138.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779551-2-SURRENDER_CLAIM-C1-20190201,SURRENDER_CLAIM,138.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779551-2-SURRENDER_CLAIM-C2-20200201,SURRENDER_CLAIM,138.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779551-2-SURRENDER_CLAIM-C3-20210201,SURRENDER_CLAIM,138.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779551-2-SURRENDER_CLAIM-C4-20220201,SURRENDER_CLAIM,138.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779551-2-SURRENDER_CLAIM-C5-20230201,SURRENDER_CLAIM,138.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779551-2-SURRENDER_CLAIM-C6-20240201,SURRENDER_CLAIM,138.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779551-2-SURRENDER_CLAIM-C7-20250201,SURRENDER_CLAIM,138.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779551-2-SURRENDER_CLAIM-C8-20260201,SURRENDER_CLAIM,138.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779552-4-SURRENDER_CLAIM-C0-20180201,SURRENDER_CLAIM,175.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779552-4-SURRENDER_CLAIM-C1-20190201,SURRENDER_CLAIM,350.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779556-1-SURRENDER_CLAIM-C2-20191112,SURRENDER_CLAIM,775.59,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010779736-1-DEATH_CLAIM-C0-20201126,DEATH_CLAIM,-34.7,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,MINOR_VARIANCE,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010779912-1-SURRENDER_CLAIM-C0-20180202,SURRENDER_CLAIM,6702.57,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780000-1-DEATH_CLAIM-C0-20190802,DEATH_CLAIM,-16.54,RESIDUAL_REMAINS,MINOR_VARIANCE,RESIDUAL_REMAINS,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010780003-1-DEATH_CLAIM-C1-20240619,DEATH_CLAIM,-2880.51,RESIDUAL_REMAINS,UNBALANCED,RESIDUAL_REMAINS,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780003-2-SURRENDER_CLAIM-C0-20180207,SURRENDER_CLAIM,231.82,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780003-2-SURRENDER_CLAIM-C1-20190207,SURRENDER_CLAIM,231.82,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780050-1-DEATH_CLAIM-C0-20220714,DEATH_CLAIM,-44.15,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,MINOR_VARIANCE,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010780131-2-SURRENDER_CLAIM-C0-20180203,SURRENDER_CLAIM,188.1,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780131-2-SURRENDER_CLAIM-C1-20180703,SURRENDER_CLAIM,3617.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780393-2-SURRENDER_CLAIM-C0-20180201,SURRENDER_CLAIM,159.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780393-2-SURRENDER_CLAIM-C1-20190201,SURRENDER_CLAIM,159.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780393-2-SURRENDER_CLAIM-C2-20200201,SURRENDER_CLAIM,159.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780393-2-SURRENDER_CLAIM-C3-20210201,SURRENDER_CLAIM,159.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780393-2-SURRENDER_CLAIM-C4-20220201,SURRENDER_CLAIM,159.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780393-2-SURRENDER_CLAIM-C5-20230201,SURRENDER_CLAIM,159.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780393-2-SURRENDER_CLAIM-C6-20240201,SURRENDER_CLAIM,159.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780393-2-SURRENDER_CLAIM-C7-20250201,SURRENDER_CLAIM,159.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780393-2-SURRENDER_CLAIM-C8-20260201,SURRENDER_CLAIM,159.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780403-2-SURRENDER_CLAIM-C0-20180226,SURRENDER_CLAIM,752.8,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780403-2-SURRENDER_CLAIM-C1-20190226,SURRENDER_CLAIM,752.8,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780408-3-SURRENDER_CLAIM-C0-20240229,SURRENDER_CLAIM,11642.62,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780411-1-SURRENDER_CLAIM-C0-20180223,SURRENDER_CLAIM,951.3,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780411-2-SURRENDER_CLAIM-C0-20180205,SURRENDER_CLAIM,2536.8,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780411-2-SURRENDER_CLAIM-C1-20190205,SURRENDER_CLAIM,317.1,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780591-1-SURRENDER_CLAIM-C0-20230207,SURRENDER_CLAIM,1357.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780591-3-SURRENDER_CLAIM-C0-20230209,SURRENDER_CLAIM,5432.4,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780591-3-SURRENDER_CLAIM-C1-20240209,SURRENDER_CLAIM,1357.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780591-3-SURRENDER_CLAIM-C2-20250209,SURRENDER_CLAIM,1357.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780591-3-SURRENDER_CLAIM-C3-20260209,SURRENDER_CLAIM,1357.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780597-2-SURRENDER_CLAIM-C0-20220506,SURRENDER_CLAIM,15741.52,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780667-4-SURRENDER_CLAIM-C0-20190903,SURRENDER_CLAIM,24966.18,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780668-4-SURRENDER_CLAIM-C0-20190624,SURRENDER_CLAIM,23659.81,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780791-2-SURRENDER_CLAIM-C0-20181210,SURRENDER_CLAIM,272.4,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780791-2-SURRENDER_CLAIM-C1-20191210,SURRENDER_CLAIM,272.4,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780791-2-SURRENDER_CLAIM-C2-20201210,SURRENDER_CLAIM,272.4,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780791-2-SURRENDER_CLAIM-C3-20211210,SURRENDER_CLAIM,272.4,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010780791-2-SURRENDER_CLAIM-C4-20221210,SURRENDER_CLAIM,272.4,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781117-1-DEATH_CLAIM-C0-20180616,DEATH_CLAIM,-225.1,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781121-3-SURRENDER_CLAIM-C0-20260211,SURRENDER_CLAIM,13344.77,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781128-2-SURRENDER_CLAIM-C0-20180218,SURRENDER_CLAIM,357.08,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781128-2-SURRENDER_CLAIM-C1-20190218,SURRENDER_CLAIM,357.08,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781128-2-SURRENDER_CLAIM-C2-20200218,SURRENDER_CLAIM,357.08,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781128-2-SURRENDER_CLAIM-C3-20210218,SURRENDER_CLAIM,357.08,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781128-2-SURRENDER_CLAIM-C4-20220218,SURRENDER_CLAIM,357.08,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781128-2-SURRENDER_CLAIM-C5-20230218,SURRENDER_CLAIM,357.08,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781128-2-SURRENDER_CLAIM-C6-20240218,SURRENDER_CLAIM,357.08,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781128-2-SURRENDER_CLAIM-C7-20250218,SURRENDER_CLAIM,357.08,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781128-2-SURRENDER_CLAIM-C8-20260218,SURRENDER_CLAIM,357.08,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781368-2-SURRENDER_CLAIM-C0-20180119,SURRENDER_CLAIM,15790.96,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781713-2-SURRENDER_CLAIM-C0-20180213,SURRENDER_CLAIM,678.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781713-2-SURRENDER_CLAIM-C1-20190213,SURRENDER_CLAIM,678.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781713-2-SURRENDER_CLAIM-C2-20200213,SURRENDER_CLAIM,678.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781713-2-SURRENDER_CLAIM-C3-20210213,SURRENDER_CLAIM,678.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781713-2-SURRENDER_CLAIM-C4-20210614,SURRENDER_CLAIM,19042.85,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010781863-1-DEATH_CLAIM-C0-20230125,DEATH_CLAIM,-8.79,RESIDUAL_REMAINS,MINOR_VARIANCE,RESIDUAL_REMAINS,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010782018-1-DEATH_CLAIM-C0-20240916,DEATH_CLAIM,-35.54,RESIDUAL_REMAINS,MINOR_VARIANCE,RESIDUAL_REMAINS,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010782022-2-SURRENDER_CLAIM-C0-20230103,SURRENDER_CLAIM,8614.03,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782062-3-SURRENDER_CLAIM-C0-20180218,SURRENDER_CLAIM,187.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782062-3-SURRENDER_CLAIM-C1-20190218,SURRENDER_CLAIM,187.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782062-3-SURRENDER_CLAIM-C2-20200218,SURRENDER_CLAIM,187.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782062-3-SURRENDER_CLAIM-C3-20210218,SURRENDER_CLAIM,187.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782062-3-SURRENDER_CLAIM-C4-20220218,SURRENDER_CLAIM,187.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782062-3-SURRENDER_CLAIM-C5-20230218,SURRENDER_CLAIM,187.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782062-3-SURRENDER_CLAIM-C6-20240218,SURRENDER_CLAIM,187.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782062-3-SURRENDER_CLAIM-C7-20250218,SURRENDER_CLAIM,187.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782062-3-SURRENDER_CLAIM-C8-20260218,SURRENDER_CLAIM,187.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782064-2-SURRENDER_CLAIM-C0-20180226,SURRENDER_CLAIM,164.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782064-2-SURRENDER_CLAIM-C1-20190226,SURRENDER_CLAIM,164.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782064-2-SURRENDER_CLAIM-C2-20200226,SURRENDER_CLAIM,164.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782064-2-SURRENDER_CLAIM-C3-20210226,SURRENDER_CLAIM,164.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782064-2-SURRENDER_CLAIM-C4-20220226,SURRENDER_CLAIM,164.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782064-2-SURRENDER_CLAIM-C5-20230226,SURRENDER_CLAIM,164.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782064-2-SURRENDER_CLAIM-C6-20240226,SURRENDER_CLAIM,164.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782064-2-SURRENDER_CLAIM-C7-20250226,SURRENDER_CLAIM,164.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782064-2-SURRENDER_CLAIM-C8-20260226,SURRENDER_CLAIM,164.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782192-2-SURRENDER_CLAIM-C0-20200121,SURRENDER_CLAIM,8414.04,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782357-1-DEATH_CLAIM-C0-20231225,DEATH_CLAIM,-84.63,RESIDUAL_REMAINS,MINOR_VARIANCE,RESIDUAL_REMAINS,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010782640-2-SURRENDER_CLAIM-C0-20180218,SURRENDER_CLAIM,164.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782640-2-SURRENDER_CLAIM-C1-20190218,SURRENDER_CLAIM,164.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782640-2-SURRENDER_CLAIM-C2-20200218,SURRENDER_CLAIM,164.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782640-2-SURRENDER_CLAIM-C3-20210218,SURRENDER_CLAIM,164.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782640-2-SURRENDER_CLAIM-C4-20220218,SURRENDER_CLAIM,164.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782640-2-SURRENDER_CLAIM-C5-20230218,SURRENDER_CLAIM,164.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782640-2-SURRENDER_CLAIM-C6-20240218,SURRENDER_CLAIM,164.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782640-2-SURRENDER_CLAIM-C7-20250218,SURRENDER_CLAIM,164.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782640-2-SURRENDER_CLAIM-C8-20260218,SURRENDER_CLAIM,164.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782675-2-SURRENDER_CLAIM-C0-20260413,SURRENDER_CLAIM,22243.19,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782676-2-SURRENDER_CLAIM-C0-20230405,SURRENDER_CLAIM,33068.9,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782818-3-SURRENDER_CLAIM-C0-20181101,SURRENDER_CLAIM,7220.08,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010782822-2-SURRENDER_CLAIM-C0-20180301,SURRENDER_CLAIM,197.35,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783086-1-DEATH_CLAIM-C0-20240518,DEATH_CLAIM,-26.81,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,MINOR_VARIANCE,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010783278-2-SURRENDER_CLAIM-C0-20180313,SURRENDER_CLAIM,296.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783278-2-SURRENDER_CLAIM-C1-20190313,SURRENDER_CLAIM,296.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783278-2-SURRENDER_CLAIM-C2-20200313,SURRENDER_CLAIM,296.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783278-2-SURRENDER_CLAIM-C3-20210313,SURRENDER_CLAIM,296.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783278-2-SURRENDER_CLAIM-C4-20220313,SURRENDER_CLAIM,296.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783278-2-SURRENDER_CLAIM-C5-20230313,SURRENDER_CLAIM,296.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783278-2-SURRENDER_CLAIM-C6-20240313,SURRENDER_CLAIM,296.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783278-2-SURRENDER_CLAIM-C7-20250313,SURRENDER_CLAIM,296.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783278-2-SURRENDER_CLAIM-C8-20260313,SURRENDER_CLAIM,296.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783502-1-DEATH_CLAIM-C0-20210919,DEATH_CLAIM,7073.91,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783502-1-DEATH_CLAIM-C1-20220131,DEATH_CLAIM,-7073.91,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010783502-2-SURRENDER_CLAIM-C0-20180523,SURRENDER_CLAIM,239.15,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
