SCOPE,MPOLICY,MPHASE,MPLAN,FIELD,BASELINE,CURRENT
PHASE1,9010785163C,1,1659C2,MPREM,879.00,8.79
PHASE1,9010785164C,1,1659CR,MLASTANN,40,39
PHASE1,9010785284C,1,1659C2,MLASTANN,40,39
PHASE1,9010785284C,1,1659C2,MPREM,40.37,19.3776
PHASE1,9010785298C,1,1659CR,MLASTANN,40,39
PHASE1,9010785298C,1,1659CR,MPREM,44.06,35.248
PHASE1,9010785300C,1,5667AT,MLASTANN,40,39
PHASE1,9010785310C,1,1659C2,MLASTANN,40,39
PHASE1,9010785310C,1,1659C2,MPREM,30.41,9.356923
PHASE1,9010785320C,1,1659CR,MLASTANN,40,39
PHASE1,9010785320C,1,1659CR,MPREM,236.64,59.16
PHASE1,9010785324C,1,1659C2,MLASTANN,40,39
PHASE1,9010785324C,1,1659C2,MPREM,128.50,5.14
PHASE1,9010785777C,1,1659CR,MLASTANN,40,39
PHASE1,9010785777C,1,1659CR,MPREM,352.51,39.167778
PHASE1,9010785831C,1,5667AT,MLASTANN,40,39
PHASE1,9010785834C,1,1659CR,MLASTANN,40,39
PHASE1,9010785834C,1,1659CR,MPREM,63.36,39.80733
PHASE1,9010785921C,1,1659C2,MLASTANN,40,39
PHASE1,9010785921C,1,1659C2,MPREM,121.00,4.84
PHASE1,9010785932C,1,1659CR,MLASTANN,40,39
PHASE1,9010785932C,1,1659CR,MPREM,20.80,45.381818
PHASE1,9010786015C,1,1659CR,MLASTANN,40,39
PHASE1,9010786015C,1,1659CR,MPREM,388.90,38.89
PHASE1,9010786152C,1,1659CR,MLASTANN,40,39
PHASE1,9010786152C,1,1659CR,MPREM,217.20,43.44
PHASE1,9010786153C,1,1659CR,MLASTANN,40,39
PHASE1,9010786153C,1,1659CR,MPREM,155.75,31.15
PHASE1,9010786237C,1,1659CR,MLASTANN,40,39
PHASE1,9010786237C,1,1659CR,MPREM,142.10,28.42
PHASE1,9010786240C,1,1659CR,MLASTANN,40,39
PHASE1,9010786240C,1,1659CR,MPREM,299.58,28.531429
PHASE1,9010786243C,1,1659C2,MLASTANN,40,39
PHASE1,9010786243C,1,1659C2,MPREM,35.86,17.2128
PHASE1,9010786312C,1,1659CR,MLASTANN,40,39
PHASE1,9010786316C,1,1659C2,MLASTANN,40,39
PHASE1,9010786316C,1,1659C2,MPREM,254.75,10.19
PHASE1,9010786321C,1,1659C2,MLASTANN,40,39
PHASE1,9010786321C,1,1659C2,MPREM,63.73,10.1968
PHASE1,9010786324C,1,1659CR,MLASTANN,40,39
PHASE1,9010786324C,1,1659CR,MPREM,217.20,43.44
PHASE1,9010786425C,1,5667AT,MLASTANN,40,39
PHASE1,9010786490C,1,1659CR,MLASTANN,40,39
PHASE1,9010786490C,1,1659CR,MPREM,688.07,57.821008
PHASE1,9010786800C,1,1659C2,MLASTANN,40,39
PHASE1,9010786823C,1,1659CR,MLASTANN,40,39
PHASE1,9010786823C,1,1659CR,MPREM,47.70,38.16
PHASE1,9010786824C,1,1659C2,MLASTANN,40,39
PHASE1,9010786824C,1,1659C2,MPREM,30.21,14.5008
PHASE1,9010786872C,1,1658C1,MLASTANN,40,39
PHASE1,9010786872C,1,1658C1,MPREM,117.75,4.71
PHASE1,9010786878C,1,1659CR,MLASTANN,40,39
PHASE1,9010786878C,1,1659CR,MPREM,59.25,47.4
PHASE1,9010786886C,1,1659CR,MLASTANN,40,39
PHASE1,9010786886C,1,1659CR,MPREM,170.16,66.729412
PHASE1,9010786896C,1,1659C2,MLASTANN,40,39
PHASE1,9010786896C,1,1659C2,MPREM,28.97,13.9056
PHASE1,9010786945C,1,1658C1,MLASTANN,40,39
PHASE1,9010786945C,1,1658C1,MPREM,8.12,3.8976
PHASE1,9010787147C,1,1659C2,MLASTANN,40,39
PHASE1,9010787147C,1,1659C2,MPREM,479.75,19.19
PHASE1,9010787151C,1,1659C2,MLASTANN,40,39
PHASE1,9010787151C,1,1659C2,MPREM,39.03,15.612
PHASE1,9010787237C,1,1659C2,MLASTANN,40,39
PHASE1,9010787237C,1,1659C2,MPREM,373.75,14.95
PHASE1,9010787390C,1,1658C1,MLASTANN,40,39
PHASE1,9010787390C,1,1658C1,MPREM,92.91,27.873
PHASE1,9010787511C,1,1659C2,MLASTANN,40,39
PHASE1,9010787511C,1,1659C2,MPREM,39.03,15.612
PHASE1,9010787513C,1,1659C2,MLASTANN,40,39
PHASE1,9010787513C,1,1659C2,MPREM,279.25,11.17
PHASE1,9010787560C,1,1659CR,MLASTANN,40,39
PHASE1,9010787639C,1,1659CR,MLASTANN,40,39
PHASE1,9010787639C,1,1659CR,MPREM,548.00,27.4
PHASE1,9010787668C,1,1659C2,MLASTANN,40,39
PHASE1,9010787668C,1,1659C2,MPREM,204.00,4.08
PHASE1,9010787669C,1,1659C2,MLASTANN,40,39
PHASE1,9010787730C,1,1659C2,MLASTANN,40,39
PHASE1,9010787761C,1,1659C2,MLASTANN,40,39
PHASE1,9010787761C,1,1659C2,MPREM,155.40,12.432
PHASE1,9010787762C,1,1659C2,MLASTANN,40,39
PHASE1,9010787762C,1,1659C2,MPREM,123.25,4.93
PHASE1,9010787952C,1,1659C2,MLASTANN,40,39
PHASE1,9010787952C,1,1659C2,MPREM,214.25,8.57
PHASE1,9010788086C,1,1659C2,MLASTANN,40,39
PHASE1,9010788086C,1,1659C2,MPREM,11.31,5.4288
PHASE1,9010788102C,1,1659C2,MLASTANN,40,39
PHASE1,9010788102C,1,1659C2,MPREM,29.80,10.217143
PHASE1,9010788111C,1,1659CR,MLASTANN,40,39
PHASE1,9010788188C,1,1659C2,MLASTANN,40,39
PHASE1,9010788188C,1,1659C2,MPREM,17.01,8.1648
PHASE1,9010788197C,1,1658C1,MLASTANN,40,39
PHASE1,9010788197C,1,1658C1,MPREM,127.85,20.456
PHASE1,9010788421C,1,1659CR,MLASTANN,40,39
PHASE1,9010788421C,1,1659CR,MPREM,17.37,41.688
PHASE1,9010788426C,1,1659CR,MLASTANN,40,39
PHASE1,9010788426C,1,1659CR,MPREM,928.60,46.43
PHASE1,9010788679C,1,1659CR,MLASTANN,40,39
PHASE1,9010788679C,1,1659CR,MPREM,148.70,29.74
PHASE1,9010788860C,1,1659CR,MLASTANN,40,39
PHASE1,9010788878C,1,1659C2,MLASTANN,40,39
PHASE1,9010788886C,1,1658C1,MLASTANN,40,39
PHASE1,9010788886C,1,1658C1,MPREM,77.00,3.08
PHASE1,9010789095C,1,1659CR,MLASTANN,40,39
PHASE1,9010789095C,1,1659CR,MPREM,142.10,28.42
PHASE1,9010789213C,1,1659C2,MLASTANN,40,39
PHASE1,9010789213C,1,1659C2,MPREM,304.00,6.08
PHASE1,9010789348C,1,1659CR,MLASTANN,40,39
PHASE1,9010789351C,1,1659C2,MLASTANN,40,39
PHASE1,9010789351C,1,1659C2,MPREM,1409.50,28.19
PHASE1,9010789375C,1,1659CR,MLASTANN,40,39
PHASE1,9010789375C,1,1659CR,MPREM,148.70,29.74
PHASE1,9010789384C,1,1659CR,MLASTANN,40,39
PHASE1,9010789384C,1,1659CR,MPREM,60.55,61.058824
PHASE1,9010789525C,1,1659CR,MLASTANN,40,39
PHASE1,9010789525C,1,1659CR,MPREM,23.63,47.26
PHASE1,9010789531C,1,1659C2,MLASTANN,40,39
PHASE1,9010789532C,1,1658C1,MLASTANN,40,39
PHASE1,9010789546C,1,1659C2,MLASTANN,40,39
PHASE1,9010789546C,1,1659C2,MPREM,298.75,11.95
PHASE1,9010789547C,1,1659C2,MLASTANN,40,39
PHASE1,9010789876C,1,1658C1,MLASTANN,40,39
PHASE1,9010789876C,1,1658C1,MPREM,7.79,3.7392
PHASE1,9010789992C,1,1659C2,MLASTANN,40,39
PHASE1,9010789992C,1,1659C2,MPREM,252.25,10.09
PHASE1,9010790002C,1,1658C1,MLASTANN,40,39
PHASE1,9010790002C,1,1658C1,MPREM,38.46,3.0768
PHASE1,9010790054C,1,1659C2,MLASTANN,40,39
PHASE1,9010790054C,1,1659C2,MPREM,19.10,4.584
PHASE1,9010790077C,1,1659C2,MLASTANN,40,39
PHASE1,9010790077C,1,1659C2,MPREM,113.50,4.54
PHASE1,9010790170C,1,1659C2,MLASTANN,40,39
PHASE1,9010790170C,1,1659C2,MPREM,62.24,9.9584
PHASE1,9010790176C,1,1659CR,MLASTANN,40,39
PHASE1,9010790176C,1,1659CR,MPREM,642.40,32.12
PHASE1,9010790287C,1,1659C2,MLASTANN,40,39
PHASE1,9010790531C,1,1659C2,MLASTANN,40,39
PHASE1,9010790531C,1,1659C2,MPREM,18.74,4.4976
PHASE1,9010790532C,1,1659C2,MLASTANN,40,39
PHASE1,9010790532C,1,1659C2,MPREM,20.42,4.9008
PHASE1,9010790543C,1,1659CR,MLASTANN,40,39
PHASE1,9010790754C,1,1659C2,MLASTANN,40,39
PHASE1,9010790754C,1,1659C2,MPREM,169.75,6.79
PHASE1,9010790755C,1,1659C2,MLASTANN,40,39
PHASE1,9010790755C,1,1659C2,MPREM,13.26,21.488822
PHASE1,9010790758C,1,1659C2,MLASTANN,40,39
PHASE1,9010790758C,1,1659C2,MPREM,433.50,17.34
PHASE1,9010790759C,1,1659C2,MLASTANN,40,39
PHASE1,9010790759C,1,1659C2,MPREM,50.78,24.3744
PHASE1,9010790779C,1,5667AT,MLASTANN,40,39
PHASE1,9010790782C,1,1659C2,MLASTANN,40,39
PHASE1,9010790782C,1,1659C2,MPREM,20.99,10.0752
PHASE1,9010790787C,1,1659C2,MLASTANN,40,39
PHASE1,9010791078C,1,1659CR,MLASTANN,40,39
PHASE1,9010791078C,1,1659CR,MPREM,148.70,29.74
PHASE1,9010791176C,1,1659CR,MLASTANN,40,39
PHASE1,9010791176C,1,1659CR,MPREM,440.35,88.07
PHASE1,9010791323C,1,1659C2,MLASTANN,40,39
PHASE1,9010791323C,1,1659C2,MPREM,117.25,4.69
PHASE1,9010791405C,1,1659C2,MLASTANN,40,39
PHASE1,9010791405C,1,1659C2,MPREM,121.00,4.84
PHASE1,9010791457C,1,1659C2,MLASTANN,40,39
PHASE1,9010791457C,1,1659C2,MPREM,35.90,17.232
PHASE1,9010791462C,1,1659CR,MLASTANN,40,39
PHASE1,9010791462C,1,1659CR,MPREM,276.10,55.22
PHASE1,9010791466C,1,1659CR,MLASTANN,40,39
PHASE1,9010791466C,1,1659CR,MPREM,358.33,56.877778
PHASE1,9010791497C,1,1659CR,MLASTANN,40,39
PHASE1,9010791497C,1,1659CR,MPREM,41.27,40.593443
PHASE1,9010791498C,1,1659C2,MLASTANN,40,39
PHASE1,9010791498C,1,1659C2,MPREM,17.02,8.1696
PHASE1,9010791597C,1,1659C2,MLASTANN,40,39
PHASE1,9010791597C,1,1659C2,MPREM,38.15,18.312
PHASE1,9010791744C,1,5667AT,MLASTANN,40,39
PHASE1,9010792037C,1,1659CR,MLASTANN,40,39
PHASE1,9010792037C,1,1659CR,MPREM,276.10,55.22
PHASE1,9010792038C,1,1659CR,MLASTANN,40,39
PHASE1,9010792038C,1,1659CR,MPREM,263.20,52.64
PHASE1,9010792116C,1,5667AT,MLASTANN,40,39
PHASE1,9010792296C,1,1659CR,MLASTANN,40,39
PHASE1,9010792296C,1,1659CR,MPREM,14.36,34.464
PHASE1,9010792420C,1,1659C2,MLASTANN,40,39
PHASE1,9010792420C,1,1659C2,MPREM,26.86,12.8928
PHASE1,9010792456C,1,1659C2,MLASTANN,40,39
PHASE1,9010792541C,1,1658C1,MLASTANN,40,39
PHASE1,9010792607C,1,1659C2,MLASTANN,40,39
PHASE1,9010792607C,1,1659C2,MPREM,305.25,12.21
PHASE1,9010792609C,1,1659C2,MLASTANN,40,39
PHASE1,9010792609C,1,1659C2,MPREM,21.71,10.4208
PHASE1,9010792701C,1,1659CR,MLASTANN,40,39
PHASE1,9010792701C,1,1659CR,MPREM,217.20,43.44
PHASE1,9010792705C,1,1658C1,MLASTANN,40,39
PHASE1,9010792705C,1,1658C1,MPREM,13.31,6.3888
PHASE1,9010792706C,1,1658C1,MLASTANN,40,39
PHASE1,9010792706C,1,1658C1,MPREM,8.49,4.0752
PHASE1,9010792713C,1,1658C1,MLASTANN,40,39
PHASE1,9010792713C,1,1658C1,MPREM,31.28,15.0144
PHASE1,9010792884C,1,1659C2,MLASTANN,40,39
PHASE1,9010792884C,1,1659C2,MPREM,484.50,9.69
PHASE1,9010792961C,1,1659C2,MLASTANN,40,39
PHASE1,9010792961C,1,1659C2,MPREM,193.25,7.73
PHASE1,9010792979C,1,1659C2,MLASTANN,40,39
PHASE1,9010792979C,1,1659C2,MPREM,61.26,8.168
PHASE1,9010792997C,1,1659CR,MLASTANN,40,39
PHASE1,9010792997C,1,1659CR,MPREM,294.33,25.593913
PHASE1,9010793204C,1,1659C2,MLASTANN,40,39
PHASE1,9010793204C,1,1659C2,MPREM,32.89,15.7872
PHASE1,9010793292C,1,1658C1,MLASTANN,40,39
PHASE1,9010793292C,1,1658C1,MPREM,20.39,9.7872
PHASE1,9010793353C,1,1658C1,MLASTANN,40,39
PHASE1,9010793353C,1,1658C1,MPREM,557.50,7.433333
PHASE1,9010793451C,1,1658C1,MLASTANN,40,39
PHASE1,9010793451C,1,1658C1,MPREM,82.50,3.3
PHASE1,9010793582C,1,1659C2,MLASTANN,40,39
PHASE1,9010793582C,1,1659C2,MPREM,716.00,28.64
PHASE1,9010793598C,1,1658C1,MLASTANN,40,39
PHASE1,9010793598C,1,1658C1,MPREM,85.25,3.41
PHASE1,9010793722C,1,1659CR,MLASTANN,40,39
PHASE1,9010793722C,1,1659CR,MPREM,27.76,46.266667
PHASE1,9010793727C,1,1659CR,MLASTANN,40,39
PHASE1,9010793737C,1,1659CR,MLASTANN,40,39
PHASE1,9010793738C,1,1659C2,MLASTANN,40,39
PHASE1,9010793830C,1,1659C2,MLASTANN,40,39
PHASE1,9010793830C,1,1659C2,MPREM,206.75,8.27
PHASE1,9010793968C,1,1658C1,MLASTANN,40,39
PHASE1,9010793968C,1,1658C1,MPREM,9.61,4.6128
PHASE1,9010793970C,1,1659C2,MLASTANN,40,39
PHASE1,9010793970C,1,1659C2,MPREM,9.92,4.7616
PHASE1,9010794095C,1,1659CR,MLASTANN,40,39
PHASE1,9010794095C,1,1659CR,MPREM,26.38,35.568539
PHASE1,9010794098C,1,1659C2,MLASTANN,40,39
PHASE1,9010794098C,1,1659C2,MPREM,448.75,17.95
PHASE1,9010794099C,1,1659C2,MLASTANN,40,39
PHASE1,9010794099C,1,1659C2,MPREM,314.75,12.59
PHASE1,9010794112C,1,1659C2,MLASTANN,40,39
PHASE1,9010794116C,1,1659C2,MLASTANN,40,39
PHASE1,9010794116C,1,1659C2,MPREM,448.75,17.95
PHASE1,9010794265C,1,1659C2,MLASTANN,40,39
PHASE1,9010794367C,1,1658C1,MLASTANN,40,39
PHASE1,9010794372C,1,1659C2,MLASTANN,40,39
PHASE1,9010794372C,1,1659C2,MPREM,53.72,25.7856
PHASE1,9010794435C,1,1658C1,MLASTANN,40,39
PHASE1,9010794435C,1,1658C1,MPREM,30.65,4.904
PHASE1,9010794514C,1,1659CR,MLASTANN,40,39
PHASE1,9010794518C,1,1659CR,MLASTANN,40,39
PHASE1,9010794518C,1,1659CR,MPREM,318.25,63.65
PHASE1,9010794520C,1,1659CR,MLASTANN,40,39
PHASE1,9010794520C,1,1659CR,MPREM,171.05,34.21
PHASE1,9010794629C,1,1658C1,MLASTANN,40,39
PHASE1,9010794629C,1,1658C1,MPREM,87.81,7.0248
PHASE1,9010794730C,1,1659C2,MLASTANN,40,39
PHASE1,9010794730C,1,1659C2,MPREM,187.00,7.48
PHASE1,9010794731C,1,1659C2,MLASTANN,40,39
PHASE1,9010794731C,1,1659C2,MPREM,230.50,9.22
PHASE1,9010794751C,1,1659C2,MLASTANN,40,39
PHASE1,9010794751C,1,1659C2,MPREM,150.25,6.01
PHASE1,9010795047C,1,1659CR,MLASTANN,40,39
PHASE1,9010795047C,1,1659CR,MPREM,64.40,89.001497
PHASE1,9010795121C,1,1659C2,MLASTANN,40,39
PHASE1,9010795121C,1,1659C2,MPREM,48.42,23.2416
PHASE1,9010795213C,1,1658C1,MLASTANN,40,39
PHASE1,9010795213C,1,1658C1,MPREM,23.65,11.352
PHASE1,9010795215C,1,1659C2,MLASTANN,40,39
PHASE1,9010795215C,1,1659C2,MPREM,29.94,14.3712
PHASE1,9010795228C,1,1659C2,MLASTANN,40,39
PHASE1,9010795229C,1,1659C2,MLASTANN,40,39
PHASE1,9010795361C,1,1659C2,MLASTANN,40,39
PHASE1,9010795361C,1,1659C2,MPREM,934.50,18.69
PHASE1,9010795562C,1,1659CR,MLASTANN,40,39
PHASE1,9010795562C,1,1659CR,MPREM,26.59,30.101887
PHASE1,9010795564C,1,1659C2,MLASTANN,40,39
PHASE1,9010795564C,1,1659C2,MPREM,298.75,11.95
PHASE1,9010795565C,1,1659C2,MLASTANN,40,39
PHASE1,9010795565C,1,1659C2,MPREM,218.60,5.465
PHASE1,9010795609C,1,1659C2,MLASTANN,40,39
PHASE1,9010795609C,1,1659C2,MPREM,164.50,6.58
PHASE1,9010795612C,1,1659CR,MLASTANN,40,39
PHASE1,9010795612C,1,1659CR,MPREM,287.24,27.098113
PHASE1,9010795618C,1,1659CR,MLASTANN,40,39
PHASE1,9010795699C,1,1659C2,MLASTANN,40,39
PHASE1,9010795840C,1,1659C2,MLASTANN,40,39
PHASE1,9010795840C,1,1659C2,MPREM,10.53,5.0544
PHASE1,9010795841C,1,5667AT,MLASTANN,40,39
PHASE1,9010795890C,1,1659CR,MLASTANN,40,39
PHASE1,9010795890C,1,1659CR,MPREM,171.63,68.652
PHASE1,9010795898C,1,1659C2,MLASTANN,40,39
PHASE1,9010795898C,1,1659C2,MPREM,164.50,6.58
PHASE1,9010796325C,1,1659CR,MLASTANN,40,39
PHASE1,9010796355C,1,1659C2,MLASTANN,40,39
PHASE1,9010796356C,1,1659C2,MLASTANN,40,39
PHASE1,9010796459C,1,1659C2,MLASTANN,40,39
PHASE1,9010796459C,1,1659C2,MPREM,20.71,7.100571
PHASE1,9010796464C,1,1659C2,MLASTANN,40,39
PHASE1,9010796464C,1,1659C2,MPREM,74.55,5.964
PHASE1,9010796483C,1,1659C2,MLASTANN,40,39
PHASE1,9010796483C,1,1659C2,MPREM,28.29,13.5792
PHASE1,9010796535C,1,1659C2,MLASTANN,40,39
PHASE1,9010796535C,1,1659C2,MPREM,28.97,13.9056
PHASE1,9010796554C,1,1659CR,MLASTANN,40,39
PHASE1,9010796554C,1,1659CR,MPREM,20.06,48.144
PHASE1,9010796707C,1,1659CR,MLASTANN,40,39
PHASE1,9010796707C,1,1659CR,MPREM,246.60,24.66
PHASE1,9010796767C,1,1659C2,MLASTANN,40,39
PHASE1,9010796767C,1,1659C2,MPREM,25.28,12.1344
PHASE1,9010796821C,1,1659CR,MLASTANN,40,39
PHASE1,9010796821C,1,1659CR,MPREM,71.06,56.848
PHASE1,9010796908C,1,1659C2,MLASTANN,40,39
PHASE1,9010796908C,1,1659C2,MPREM,260.75,10.43
PHASE1,9010796912C,1,1659C2,MLASTANN,40,39
PHASE1,9010796913C,1,1659C2,MLASTANN,40,39
PHASE1,9010796913C,1,1659C2,MPREM,21.71,10.4208
PHASE1,9010796916C,1,1659C2,MLASTANN,40,39
PHASE1,9010796916C,1,1659C2,MPREM,112.75,4.51
PHASE1,9010797181C,1,5667AT,MLASTANN,40,39
PHASE1,9010797196C,1,1658C1,MLASTANN,40,39
PHASE1,9010797196C,1,1658C1,MPREM,114.08,9.1264
PHASE1,9010797197C,1,1658C1,MLASTANN,40,39
PHASE1,9010797197C,1,1658C1,MPREM,41.51,6.6416
PHASE1,9010797765C,1,1658C1,MLASTANN,40,39
PHASE1,9010797766C,1,1659C2,MLASTANN,40,39
PHASE1,9010797831C,1,1659C2,MLASTANN,40,39
PHASE1,9010797832C,1,1659C2,MLASTANN,40,39
PHASE1,9010797854C,1,1659CR,MLASTANN,40,39
PHASE1,9010797854C,1,1659CR,MPREM,217.20,43.44
PHASE1,9010797922C,1,1659CR,MLASTANN,40,39
PHASE1,9010797922C,1,1659CR,MPREM,300.76,37.595
PHASE1,9010798018C,1,1659C2,MLASTANN,40,39
PHASE1,9010798024C,1,1659C2,MLASTANN,40,39
PHASE1,9010798024C,1,1659C2,MPREM,39.90,17.1
PHASE1,9010798029C,1,1659C2,MLASTANN,40,39
PHASE1,9010798029C,1,1659C2,MPREM,238.50,9.54
PHASE1,9010798030C,1,1659C2,MLASTANN,40,39
PHASE1,9010798030C,1,1659C2,MPREM,164.50,6.58
PHASE1,9010798031C,1,1659C2,MLASTANN,40,39
PHASE1,9010798031C,1,1659C2,MPREM,473.40,11.835
PHASE1,9010798045C,1,1659CR,MLASTANN,40,39
PHASE1,9010798045C,1,1659CR,MPREM,164.30,65.72
PHASE1,9010798438C,1,1659C2,MLASTANN,40,39
PHASE1,9010798438C,1,1659C2,MPREM,30.44,4.8704
PHASE1,9010798462C,1,1659CR,MLASTANN,40,39
PHASE1,9010798462C,1,1659CR,MPREM,318.25,63.65
PHASE1,9010798515C,1,5667AT,MLASTANN,40,39
PHASE1,9010798517C,1,1658C1,MLASTANN,40,39
PHASE1,9010798517C,1,1658C1,MPREM,14.74,7.0752
PHASE1,9010799083C,1,5667AT,MLASTANN,40,39
PHASE1,9010799173C,1,1659CR,MLASTANN,40,39
PHASE1,9010799173C,1,1659CR,MPREM,315.18,33.529787
PHASE1,9010799270C,1,1659C2,MLASTANN,40,39
PHASE1,9010799270C,1,1659C2,MPREM,57.85,9.256
PHASE1,9010799472C,1,1659CR,MLASTANN,40,39
PHASE1,9010799472C,1,1659CR,MPREM,38.08,36.5568
PHASE1,9010799487C,1,1659C2,MLASTANN,40,39
PHASE1,9010799487C,1,1659C2,MPREM,198.70,6.623333
PHASE1,9010799590C,1,1659C2,MLASTANN,40,39
PHASE1,9010799590C,1,1659C2,MPREM,458.75,18.35
PHASE1,9010799675C,1,1659C2,MLASTANN,40,39
PHASE1,9010799675C,1,1659C2,MPREM,934.50,18.69
PHASE1,9010799703C,1,1659C2,MLASTANN,40,39
PHASE1,9010799703C,1,1659C2,MPREM,18.19,8.7312
PHASE1,9010799821C,1,1659CR,MLASTANN,40,39
PHASE1,9010799821C,1,1659CR,MPREM,501.40,50.14
PHASE1,9010799895C,1,1659CR,MLASTANN,40,39
PHASE1,9010799895C,1,1659CR,MPREM,179.35,35.87
PHASE1,9010800097C,1,1658C1,MLASTANN,40,39
PHASE1,9010800097C,1,1658C1,MPREM,23.72,5.6928
PHASE1,9010800286C,1,1659C2,MLASTANN,40,39
PHASE1,9010800286C,1,1659C2,MPREM,121.00,4.84
PHASE1,9010800350C,1,1659CR,MLASTANN,40,39
PHASE1,9010800350C,1,1659CR,MPREM,15.05,36.12
PHASE1,9010800475C,1,1659C2,MLASTANN,40,39
PHASE1,9010800475C,1,1659C2,MPREM,112.05,74.528006
PHASE1,9010800667C,1,1659CR,MLASTANN,40,39
PHASE1,9010800667C,1,1659CR,MPREM,197.35,39.47
PHASE1,9010800881C,1,1659C2,MLASTANN,40,39
PHASE1,9010800881C,1,1659C2,MPREM,501.00,10.02
PHASE1,9010801178C,1,1659C2,MLASTANN,40,39
PHASE1,9010801178C,1,1659C2,MPREM,10.65,5.112
PHASE1,9010801256C,1,1659CR,MLASTANN,40,39
PHASE1,9010801256C,1,1659CR,MPREM,210.55,28.073333
PHASE1,9010801272C,1,1659C2,MLASTANN,40,39
PHASE1,9010801272C,1,1659C2,MPREM,47.01,16.117714
PHASE1,9010801398C,1,1659CR,MLASTANN,40,39
PHASE1,9010801398C,1,1659CR,MPREM,131.77,35.138667
PHASE1,9010801399C,1,1659C2,MLASTANN,40,39
PHASE1,9010801399C,1,1659C2,MPREM,28.29,13.5792
PHASE1,9010801730C,1,1659C2,MLASTANN,40,39
PHASE1,9010801734C,1,1659CR,MLASTANN,40,39
PHASE1,9010801948C,1,1659C2,MLASTANN,40,39
PHASE1,9010801948C,1,1659C2,MPREM,58.21,13.9704
PHASE1,9010801956C,1,1659C2,MLASTANN,40,39
PHASE1,9010801956C,1,1659C2,MPREM,23.85,11.448
PHASE1,9010802045C,1,1659C2,MLASTANN,40,39
PHASE1,9010802045C,1,1659C2,MPREM,411.25,16.45
PHASE1,9010802188C,1,1659CR,MLASTANN,40,39
PHASE1,9010802494C,1,1659CR,MLASTANN,40,39
PHASE1,9010802494C,1,1659CR,MPREM,250.90,50.18
PHASE1,9010802626C,1,1659C2,MLASTANN,40,39
PHASE1,9010802626C,1,1659C2,MPREM,407.50,16.3
PHASE1,9010802627C,1,1659CR,MLASTANN,40,39
PHASE1,9010802643C,1,1659C2,MLASTANN,40,39
PHASE1,9010802643C,1,1659C2,MPREM,39.42,6.3072
PHASE1,9010802644C,1,1659C2,MLASTANN,40,39
PHASE1,9010802644C,1,1659C2,MPREM,48.87,7.8192
PHASE1,9010802646C,1,1659CR,MLASTANN,40,39
PHASE1,9010802646C,1,1659CR,MPREM,388.90,38.89
PHASE1,9010802647C,1,1659C2,MLASTANN,40,39
PHASE1,9010802647C,1,1659C2,MPREM,121.00,4.84
PHASE1,9010802649C,1,1659CR,MLASTANN,40,39
PHASE1,9010802649C,1,1659CR,MPREM,409.40,40.94
PHASE1,9010802656C,1,1659C2,MLASTANN,40,39
PHASE1,9010802656C,1,1659C2,MPREM,16.46,7.9008
PHASE1,9010802911C,1,1659C2,MLASTANN,40,39
PHASE1,9010802911C,1,1659C2,MPREM,305.25,12.21
PHASE1,9010803025C,1,1659C2,MLASTANN,40,39
PHASE1,9010803025C,1,1659C2,MPREM,260.75,10.43
PHASE1,9010803026C,1,1659C2,MLASTANN,40,39
PHASE1,9010803026C,1,1659C2,MPREM,39.49,18.9552
PHASE1,9010803044C,1,1659C2,MLASTANN,40,39
PHASE1,9010803044C,1,1659C2,MPREM,329.25,13.17
PHASE1,9010803046C,1,1659CR,MLASTANN,40,39
PHASE1,9010803048C,1,1659C2,MLASTANN,40,39
PHASE1,9010803048C,1,1659C2,MPREM,14.04,6.7392
PHASE1,9010803049C,1,1659C2,MLASTANN,40,39
PHASE1,9010803049C,1,1659C2,MPREM,117.05,18.728
PHASE1,9010803050C,1,1659CR,MLASTANN,40,39
PHASE1,9010803050C,1,1659CR,MPREM,53.28,42.624
PHASE1,9010803051C,1,1659CR,MLASTANN,40,39
PHASE1,9010803051C,1,1659CR,MPREM,256.66,68.442667
PHASE1,9010803244C,1,1659CR,MLASTANN,40,39
PHASE1,9010803244C,1,1659CR,MPREM,21.05,50.52
PHASE1,9010803417C,1,1659CR,MLASTANN,40,39
PHASE1,9010803417C,1,1659CR,MPREM,40.75,65.2
PHASE1,9010803420C,1,1659CR,MLASTANN,40,39
PHASE1,9010803421C,1,1659C2,MLASTANN,40,39
PHASE1,9010803442C,1,1659CR,MLASTANN,40,39
PHASE1,9010803644C,1,1658C1,MLASTANN,40,39
PHASE1,9010803644C,1,1658C1,MPREM,88.50,3.54
PHASE1,9010803649C,1,1659C2,MLASTANN,40,39
PHASE1,9010803659C,1,1659C2,MLASTANN,40,39
PHASE1,9010803659C,1,1659C2,MPREM,12.50,6
PHASE1,9010803660C,1,1659C2,MLASTANN,40,39
PHASE1,9010803660C,1,1659C2,MPREM,358.00,14.32
PHASE1,9010803672C,1,1659C2,MLASTANN,40,39
PHASE1,9010803673C,1,1659C2,MLASTANN,40,39
PHASE1,9010803673C,1,1659C2,MPREM,252.25,10.09
PHASE1,9010803676C,1,1659C2,MLASTANN,40,39
PHASE1,9010803676C,1,1659C2,MPREM,128.50,5.14
PHASE1,9010803680C,1,1659C2,MLASTANN,40,39
PHASE1,9010803680C,1,1659C2,MPREM,175.25,7.01
