POLICY_NUMBER,MPOLICY,CONTRACT_CODE,CONTRACT_REASON,PAID_UP_TYPE,CURRENT_KEY,PROPOSED_KEY,CURRENT_MSTATUS,PROPOSED_MSTATUS,EMITTED_MSTATUS,WOULD_CHANGE,PROPOSED_UNMAPPED
9010848255,010848255C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010848256,010848256C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010848292,010848292C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010848296,010848296C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010848314,010848314C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9010848398,010848398C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010849296,010849296C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010849672,010849672C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010849880,010849880C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010849882,010849882C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010850817,010850817C,A,,PU,ST_PUT_PU,ST_PUT_PU,41,41,41,False,False
9010850880,010850880C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010850881,010850881C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010851112,010851112C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010851278,010851278C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010851579,010851579C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010851580,010851580C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010852368,010852368C,A,,PU,ST_PUT_PU,ST_PUT_PU,41,41,41,False,False
9010852748,010852748C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010852966,010852966C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9010853285,010853285C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010853539,010853539C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010854307,010854307C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010855165,010855165C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9010855418,010855418C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010855945,010855945C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9010856175,010856175C,A,,PU,ST_PUT_PU,ST_PUT_PU,41,41,41,False,False
9010856189,010856189C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010856342,010856342C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010856920,010856920C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9010857359,010857359C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010857632,010857632C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010857637,010857637C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010857727,010857727C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010858124,010858124C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010858434,010858434C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010858435,010858435C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9010858585,010858585C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010858613,010858613C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010858614,010858614C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010859280,010859280C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010859658,010859658C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010862097,010862097C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010863394,010863394C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010863485,010863485C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010863838,010863838C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010863936,010863936C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010864397,010864397C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010864471,010864471C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010866751,010866751C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010866752,010866752C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010869344,010869344C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010871793,010871793C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010871903,010871903C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010872114,010872114C,A,,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9010872324,010872324C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010872327,010872327C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010872328,010872328C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010872331,010872331C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010872404,010872404C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010872406,010872406C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010872415,010872415C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010872416,010872416C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010872522,010872522C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010873140,010873140C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010873154,010873154C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010873155,010873155C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010873283,010873283C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010873285,010873285C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010873725,010873725C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010874806,010874806C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010875130,010875130C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9010875937,010875937C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010876736,010876736C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010876737,010876737C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010877009,010877009C,A,,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9010877072,010877072C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010877469,010877469C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010877478,010877478C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010877715,010877715C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010878099,010878099C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010878315,010878315C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010878316,010878316C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010878559,010878559C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010878589,010878589C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010878592,010878592C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010879082,010879082C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010879083,010879083C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010879786,010879786C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010880362,010880362C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010880469,010880469C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010880950,010880950C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9010880951,010880951C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010881277,010881277C,A,,PU,ST_PUT_PU,ST_PUT_PU,41,41,41,False,False
9010881301,010881301C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010881307,010881307C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010881308,010881308C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010881309,010881309C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010882408,010882408C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010882416,010882416C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010882604,010882604C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010883172,010883172C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010883239,010883239C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010883244,010883244C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010883533,010883533C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010883564,010883564C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010883567,010883567C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010883731,010883731C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010884969,010884969C,A,,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9010885441,010885441C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010885442,010885442C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9010886099,010886099C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010887617,010887617C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010887923,010887923C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010887925,010887925C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010888312,010888312C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010888313,010888313C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010888941,010888941C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010889177,010889177C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010889439,010889439C,A,,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9010889785,010889785C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010890614,010890614C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9010891074,010891074C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9010891087,010891087C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010891307,010891307C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010891309,010891309C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010891328,010891328C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010891993,010891993C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010892016,010892016C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010892688,010892688C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010892689,010892689C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010892690,010892690C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010892691,010892691C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010892695,010892695C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010893115,010893115C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010893394,010893394C,A,,PU,ST_PUT_PU,ST_PUT_PU,41,41,41,False,False
9010894743,010894743C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010894939,010894939C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010894941,010894941C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010895689,010895689C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010895934,010895934C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010895937,010895937C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010895938,010895938C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010896854,010896854C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010896932,010896932C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010897295,010897295C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010897521,010897521C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9010897662,010897662C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010897663,010897663C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010898471,010898471C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010899715,010899715C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010899716,010899716C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010899717,010899717C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010899718,010899718C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010900150,010900150C,A,,PU,ST_PUT_PU,ST_PUT_PU,41,41,41,False,False
9010900355,010900355C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010900529,010900529C,A,,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9010900530,010900530C,A,,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9010900623,010900623C,A,RS,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010900975,010900975C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010901657,010901657C,A,RS,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9010901775,010901775C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010901787,010901787C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010901830,010901830C,A,,PU,ST_PUT_PU,ST_PUT_PU,41,41,41,False,False
9010901832,010901832C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010902903,010902903C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010902968,010902968C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010902972,010902972C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010902973,010902973C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010903411,010903411C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010903917,010903917C,A,,PU,ST_PUT_PU,ST_PUT_PU,41,41,41,False,False
9010904578,010904578C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010904654,010904654C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010904802,010904802C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010904805,010904805C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9010905200,010905200C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010905337,010905337C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9010907726,010907726C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010908068,010908068C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010908075,010908075C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010908285,010908285C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010908667,010908667C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010908669,010908669C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010909687,010909687C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010911853,010911853C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010913059,010913059C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010913060,010913060C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9010913589,010913589C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010913799,010913799C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010915810,010915810C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010916889,010916889C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010917522,010917522C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010917531,010917531C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010917599,010917599C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9010917602,010917602C,A,RS,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010917603,010917603C,A,RS,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010917604,010917604C,A,RS,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010918786,010918786C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010918787,010918787C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010920186,010920186C,A,RS,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9010921865,010921865C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010922547,010922547C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010922553,010922553C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010924513,010924513C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010924660,010924660C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010926025,010926025C,A,,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9010926357,010926357C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9010926969,010926969C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010926970,010926970C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010927421,010927421C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010927989,010927989C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010928016,010928016C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9010928491,010928491C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010928498,010928498C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010928507,010928507C,A,RI,,ST_A_RI,ST_A_RI,22,22,22,False,False
9010928775,010928775C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010933488,010933488C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010934017,010934017C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010934894,010934894C,A,,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9010934895,010934895C,A,,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9010936178,010936178C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010936179,010936179C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010936709,010936709C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010937087,010937087C,A,,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9010937092,010937092C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010937739,010937739C,A,RI,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010938121,010938121C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010938321,010938321C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010942246,010942246C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9010943847,010943847C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9010943849,010943849C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010943851,010943851C,A,,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9010944558,010944558C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9010946647,010946647C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010947226,010947226C,A,RS,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9010947245,010947245C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010947867,010947867C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9010947870,010947870C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010948241,010948241C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010948270,010948270C,A,,PU,ST_PUT_PU,ST_PUT_PU,41,41,41,False,False
9010948278,010948278C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010949672,010949672C,A,,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9010950970,010950970C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010951159,010951159C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010951456,010951456C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010952064,010952064C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010952366,010952366C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010952386,010952386C,A,RI,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010953834,010953834C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010955021,010955021C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010955034,010955034C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010955783,010955783C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010956992,010956992C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010957790,010957790C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010958268,010958268C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010959100,010959100C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010961713,010961713C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010963588,010963588C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010969231,010969231C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010969329,010969329C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010969653,010969653C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010969839,010969839C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010971482,010971482C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010971527,010971527C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010971538,010971538C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010971570,010971570C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010974489,010974489C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010974858,010974858C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010975742,010975742C,A,,PU,ST_PUT_PU,ST_PUT_PU,41,41,41,False,False
9010978024,010978024C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010978232,010978232C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010979005,010979005C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010980832,010980832C,A,,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9010980836,010980836C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010983356,010983356C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010983357,010983357C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010983389,010983389C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010985217,010985217C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010986419,010986419C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010986699,010986699C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010987089,010987089C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010987095,010987095C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010987413,010987413C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010987414,010987414C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010987611,010987611C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010988150,010988150C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010988538,010988538C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010988590,010988590C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010988862,010988862C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010989860,010989860C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010990850,010990850C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9010991108,010991108C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010991949,010991949C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010991950,010991950C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010992096,010992096C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010992126,010992126C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9010992127,010992127C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010993098,010993098C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010993200,010993200C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010993841,010993841C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010995983,010995983C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010995984,010995984C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010996389,010996389C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010996690,010996690C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9010997242,010997242C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010997243,010997243C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010998652,010998652C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9010998890,010998890C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010999568,010999568C,A,,,ST_A_,ST_A_,22,22,22,False,False
9010999694,010999694C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9011000000,011000000C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011000026,011000026C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011001302,011001302C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9011001744,011001744C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011001990,011001990C,A,,PU,ST_PUT_PU,ST_PUT_PU,41,41,41,False,False
9011002254,011002254C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011002616,011002616C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011003325,011003325C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9011004112,011004112C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011004272,011004272C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011005041,011005041C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9011005635,011005635C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9011006631,011006631C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011006697,011006697C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011006989,011006989C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011006990,011006990C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011008137,011008137C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011008198,011008198C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011008665,011008665C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011008707,011008707C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9011011703,011011703C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011012401,011012401C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011013020,011013020C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011013645,011013645C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011014579,011014579C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011014580,011014580C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011015985,011015985C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9011016480,011016480C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011017167,011017167C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9011017289,011017289C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9011018249,011018249C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9011020938,011020938C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011022030,011022030C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011023481,011023481C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9011023549,011023549C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011024164,011024164C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011025059,011025059C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011025405,011025405C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9011027058,011027058C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011028990,011028990C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011029547,011029547C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011032090,011032090C,A,,LE,ST_PUT_LE,ST_PUT_LE,44,44,44,False,False
9011032672,011032672C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011032897,011032897C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011032898,011032898C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011033576,011033576C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9011034306,011034306C,A,,,ST_A_,ST_A_,22,22,22,False,False
