Area,Table,Record,Problem,Current Value,Required Value,Type,Reference
Plan Values,Tabular Values,901ADB / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,901ADB / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9065WP / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9065WP / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9085WP / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9085WP / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,90OLWP / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,90OLWP / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,90PDTH / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,90POWP / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,910RWP / F / NS / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,910RWP / F / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,910RWP / F / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,910RWP / F / ST / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,910RWP / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,910RWP / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,910RWP / M / ST / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,910SWP / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,920ADB / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,934JWP / M / NS / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,934SWP / F / NS / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,934SWP / M / NS / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,943CWP / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9595WP / F / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9595WP / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,960ADB / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,960ADB / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,960CWP / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,960GIO / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,960SWP / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,960SWP / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,965ADB / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,965ADB / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9665WP / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9665WP / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,967ADB / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,976659 / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,976659 / F / NS / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,976659 / F / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,976659 / F / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,976659 / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,976659 / M / NS / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,976659 / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,976659 / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,977ADB / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,980JPO / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,982JPO / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9896WP / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9896WP / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,996ADB / F / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,996ADB / F / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,996ADB / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,996ADB / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9ADB10 / F / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9ADB10 / F / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9ADB10 / F / ST / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9ADB10 / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9ADB10 / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9ADB10 / M / ST / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9CDTWP / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9CTRWP / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9DIS20 / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9DIS24 / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9DIS25 / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9DIS29 / M / NS / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9DIS70 / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9DIS80 / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9DIS90 / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9DS24B / M / ST / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9DS24C / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9FTRWP / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9GPO10 / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9GPO79 / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9JPO10 / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9JPO46 / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9L01WP / F / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9L01WP / F / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9L01WP / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9L01WP / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9L05WP / F / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9L05WP / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9L16PF / F / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9L16PF / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9OLDWP / F / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9OLDWP / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9POADB / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9POADB / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9SLADB / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9STRWP / M / SM / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9WP646 / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9WPL10 / F / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,9WPL10 / M / PR / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,A60MIR / F / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,A60MIR / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
Plan Values,Tabular Values,A96DAR / M / 00,The mortality table was not found in Mortality Table Setup.,,A mortality table defined in Mortality Table Setup,Data Problem,DG-PLANVALUES-001
