COMPANY_CODE,POLICY_NUMBER,ACCRUAL_DATE,STATUS_CODE,TYPE_CODE,PLAN_CODE,ORIG_LOAN_AMOUNT,LOAN_AMT_ADDED,LOAN_BALANCE,ACCRUED_INT_AMT,INTEREST_RATE,INTEREST_TYPE,INT_METHOD,LAST_REPAY_DATE,LAST_REPAY_AMOUNT,CAPITALIZED_DATE,CAPITALIZED_AMOUNT,TAXABLE_AMOUNT,SPEC_CLS_LOAN_BAL,SPEC_CLS_INT_RATE,SPEC_CLS_CAPD_AMT,LAST_CHG_DATE,LAST_CHG_TIME,ENTRY_OPERATOR,ACTG_CNTRL_NUMBER,BANKERS_YEAR_IND,SPEC_CLS_LOAN_CHNG,ACTG_TYPE,LOAN_BASIS,INT_START_DATE,INT_DELAY_DAYS,LOAN_UPD_COUNT,LOAN_KEY0,ROW_COLUMN,_EXCLUDE_REASON,_LOAN_BALANCE_NUM,_ACCRUAL_DATE_TS,_LAST_CHG_DATE_TS,_LAST_REPAY_DATE_TS,_CAPITALIZED_DATE_TS,_INT_START_DATE_TS,_LAST_CHG_TIME_TS,_LATEST_BALANCE_CLASS
03          ,9010759530   ,    20191118,H          ,         ,659 CEN II,         9271.84,      -9271.84,         .00,            .00,        .0740,F            ,D         ,       20191118,          9271.84,               0,               .00,           .00,              .00,            .0000,              .00,     20191118,        93120,MENA          ,        438760931190,N               ,               .00,         ,C         ,      20191118,             0,             1,0x303339303130373539353330202032303139313131383230313931313138303933313230,0x3033393031303735393533302020323031393131313848003635392043454E204949D0250E0030DAF1FF000000000000000000740C46443230313931313138D0250E00303030303030303000000000000000000000000000000C0000000032303139313131383039333132304D454E410438760931190F4E00000000204332303139313131382020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2019-11-18,2019-11-18,2019-11-18,,2019-11-18,,ZERO_BALANCE_HOLD
03          ,9010760306   ,    20200101,H          ,         ,659 CEN II,        12863.24,     -12863.24,         .00,            .00,        .0740,F            ,D         ,       20200101,         12863.24,               0,               .00,           .00,              .00,            .0000,              .00,     20200114,       140759,MENA          ,        439341407581,Y               ,               .00,         ,C         ,      20200101,             0,             1,0x303339303130373630333036202032303230303130313230323030313134313430373539,0x3033393031303736303330362020323032303031303148003635392043454E204949B4A013004C5FECFF000000000000000000740C46443230323030313031B4A01300303030303030303000000000000000000000000000000C0000000032303230303131343134303735394D454E410439341407581F5900000000204332303230303130313030202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2020-01-01,2020-01-14,2020-01-01,,2020-01-01,1407-05-09,ZERO_BALANCE_HOLD
03          ,9010760865   ,    20041022,R          ,R        ,659 CEN SR,          426.62,       -426.62,         .00,            .00,        .0740,F            ,D         ,       20041022,           426.62,               0,               .00,           .00,              .00,            .0000,              .00,     20041022,       103319,MJRA          ,        383601033180,N               ,               .00,         ,          ,      20041022,             0,             0,0x303339303130373630383635202032303034313032323230303431303232313033333139,0x3033393031303736303836352020323030343130323252523635392043454E205352A6A600005A59FFFF000000000000000000740C46443230303431303232A6A60000303030303030303000000000000000000000000000000C0000000032303034313032323130333331394D4A52410383601033180F4E00000000202032303034313032322020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2004-10-22,2004-10-22,2004-10-22,,2004-10-22,1033-01-09,ZERO_BALANCE_HOLD
03          ,9010760874   ,    20050603,H          ,R        ,659 CEN II,         1015.42,      -1015.42,         .00,            .00,        .0740,F            ,D         ,       20050603,          1015.42,               0,               .00,           .00,              .00,            .0000,              .00,     20050609,       101240,KAAA          ,        385901012389,N               ,               .00,         ,          ,      20050603,             0,             0,0x303339303130373630383734202032303035303630333230303530363039313031323430,0x3033393031303736303837342020323030353036303348523635392043454E204949A68C01005A73FEFF000000000000000000740C46443230303530363033A68C0100303030303030303000000000000000000000000000000C0000000032303035303630393130313234304B4141410385901012389F4E00000000202032303035303630332020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2005-06-03,2005-06-09,2005-06-03,,2005-06-03,2040-10-12,ZERO_BALANCE_HOLD
03          ,9010761870   ,    20160125,H          ,R        ,659 CEN II,           28.19,        -28.19,         .00,            .00,        .0740,F            ,D         ,       20160125,            28.19,               0,               .00,           .00,              .00,            .0000,              .00,     20160129,        91827,MENA          ,        424850918257,Y               ,               .00,         ,C         ,      20160125,             0,             1,0x303339303130373631383730202032303136303132353230313630313239303931383237,0x3033393031303736313837302020323031363031323548523635392043454E204949030B0000FDF4FFFF000000000000000000740C46443230313630313235030B0000303030303030303000000000000000000000000000000C0000000032303136303132393039313832374D454E410424850918257F5900000000204332303136303132353030202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2016-01-25,2016-01-29,2016-01-25,,2016-01-25,,ZERO_BALANCE_HOLD
03          ,9010761965   ,    20150519,H          ,R        ,659 CEN II,         2821.71,      -2821.71,         .00,            .00,        .0740,F            ,D         ,       20150519,          2821.71,               0,               .00,           .00,              .00,            .0000,              .00,     20150520,        75844,MENA          ,        422300758431,N               ,               .00,         ,C         ,      20150519,             0,             1,0x303339303130373631393635202032303135303531393230313530353230303735383434,0x3033393031303736313936352020323031353035313948523635392043454E2049493B4E0400C5B1FBFF000000000000000000740C464432303135303531393B4E0400303030303030303000000000000000000000000000000C0000000032303135303532303037353834344D454E410422300758431F4E00000000204332303135303531392020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2015-05-19,2015-05-20,2015-05-19,,2015-05-19,,ZERO_BALANCE_HOLD
03          ,9010762068   ,    20070426,R          ,R        ,659 CEN SR,           89.09,        -89.09,         .00,            .00,        .0740,F            ,D         ,       20070426,            89.09,               0,               .00,           .00,              .00,            .0000,              .00,     20070425,       133632,MENA          ,        392771336296,N               ,               .00,         ,          ,      20070426,             0,             1,0x303339303130373632303638202032303037303432363230303730343235313333363332,0x3033393031303736323036382020323030373034323652523635392043454E205352CD22000033DDFFFF000000000000000000740C46443230303730343236CD220000303030303030303000000000000000000000000000000C0000000032303037303432353133333633324D454E410392771336296F4E00000000202032303037303432362020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2007-04-26,2007-04-25,2007-04-26,,2007-04-26,1336-03-02,ZERO_BALANCE_HOLD
03          ,9010762331   ,    20201221,H          ,         ,659 CEN II,         2852.05,      -2852.05,         .00,            .00,        .0740,F            ,D         ,       20201221,          2852.05,               0,               .00,           .00,              .00,            .0000,              .00,     20201221,       105158,MENA          ,        442761051573,Y               ,               .00,         ,          ,      20201221,             0,             1,0x303339303130373632333331202032303230313232313230323031323231313035313538,0x3033393031303736323333312020323032303132323148003635392043454E204949155A0400EBA5FBFF000000000000000000740C46443230323031323231155A0400303030303030303000000000000000000000000000000C0000000032303230313232313130353135384D454E410442761051573F5900000000200032303230313232313030202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2020-12-21,2020-12-21,2020-12-21,,2020-12-21,1051-05-08,ZERO_BALANCE_HOLD
03          ,9010763006   ,    20160804,H          ,R        ,659 CEN II,         1191.55,      -1191.55,         .00,            .00,        .0740,F            ,D         ,       20160804,          1191.55,               0,               .00,           .00,              .00,            .0000,              .00,     20160808,        81753,MENA          ,        426770817519,Y               ,               .00,         ,C         ,      20160804,             0,             1,0x303339303130373633303036202032303136303830343230313630383038303831373533,0x3033393031303736333030362020323031363038303448523635392043454E20494973D101008D2EFEFF000000000000000000740C4644323031363038303473D10100303030303030303000000000000000000000000000000C0000000032303136303830383038313735334D454E410426770817519F5900000000204332303136303830343030202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2016-08-04,2016-08-08,2016-08-04,,2016-08-04,,ZERO_BALANCE_HOLD
03          ,9010764379   ,    20200729,H          ,R        ,659 CEN II,           17.39,        -17.39,         .00,            .00,        .0740,F            ,D         ,       20200729,            17.39,               0,               .00,           .00,              .00,            .0000,              .00,     20200730,        71931,MENA          ,        441320719306,Y               ,               .00,         ,          ,      20200729,             0,             1,0x303339303130373634333739202032303230303732393230323030373330303731393331,0x3033393031303736343337392020323032303037323948523635392043454E204949CB06000035F9FFFF000000000000000000740C46443230323030373239CB060000303030303030303000000000000000000000000000000C0000000032303230303733303037313933314D454E410441320719306F5900000000200032303230303732393030202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2020-07-29,2020-07-30,2020-07-29,,2020-07-29,,ZERO_BALANCE_HOLD
03          ,9010766057   ,    20190424,H          ,         ,659 CEN II,        17189.81,     -17189.81,         .00,            .00,        .0740,F            ,D         ,       20190424,         17189.81,               0,               .00,           .00,              .00,            .0000,              .00,     20190409,       142812,MENA          ,        436531428110,N               ,               .00,         ,          ,      20190424,             0,             1,0x303339303130373636303537202032303139303432343230313930343039313432383132,0x3033393031303736363035372020323031393034323448003635392043454E204949C53A1A003BC5E5FF000000000000000000740C46443230313930343234C53A1A00303030303030303000000000000000000000000000000C0000000032303139303430393134323831324D454E410436531428110F4E00000000202032303139303432342020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2019-04-24,2019-04-09,2019-04-24,,2019-04-24,1428-01-02,ZERO_BALANCE_HOLD
03          ,9010766284   ,    20190125,H          ,         ,659 CEN II,         8767.52,      -8767.52,         .00,            .00,        .0740,F            ,D         ,       20190125,          8767.52,               0,               .00,           .00,              .00,            .0000,              .00,     20190212,       150108,CADA          ,        435971501072,N               ,               .00,         ,          ,      20190125,             0,             1,0x303339303130373636323834202032303139303132353230313930323132313530313038,0x3033393031303736363238342020323031393031323548003635392043454E204949D0600D00309FF2FF000000000000000000740C46443230313930313235D0600D00303030303030303000000000000000000000000000000C000000003230313930323132313530313038434144410435971501072F4E00000000202032303139303132352020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2019-01-25,2019-02-12,2019-01-25,,2019-01-25,2008-01-15,ZERO_BALANCE_HOLD
03          ,9010766847   ,    20041004,H          ,         ,659 CEN II,         5563.43,      -5563.43,         .00,            .00,        .0740,F            ,D         ,       20041004,          5563.43,               0,               .00,           .00,              .00,            .0000,              .00,     20041022,       133545,MJRA          ,        383601335439,N               ,               .00,         ,          ,      20041004,             0,             0,0x303339303130373636383437202032303034313030343230303431303232313333353435,0x3033393031303736363834372020323030343130303448003635392043454E204949377D0800C982F7FF000000000000000000740C46443230303431303034377D0800303030303030303000000000000000000000000000000C0000000032303034313032323133333534354D4A52410383601335439F4E00000000202032303034313030342020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2004-10-04,2004-10-22,2004-10-04,,2004-10-04,1335-04-05,ZERO_BALANCE_HOLD
03          ,9010767772   ,    20090106,H          ,R        ,659 CEN II,          230.29,       -230.29,         .00,            .00,        .0740,F            ,D         ,       20090106,           230.29,               0,               .00,           .00,              .00,            .0000,              .00,     20090107,        91430,MENA          ,        399010914292,N               ,               .00,         ,          ,      20090106,             0,             1,0x303339303130373637373732202032303039303130363230303930313037303931343330,0x3033393031303736373737322020323030393031303648523635392043454E204949F55900000BA6FFFF000000000000000000740C46443230303930313036F5590000303030303030303000000000000000000000000000000C0000000032303039303130373039313433304D454E410399010914292F4E00000000202032303039303130362020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2009-01-06,2009-01-07,2009-01-06,,2009-01-06,,ZERO_BALANCE_HOLD
03          ,9010769191   ,    20240105,H          ,R        ,659 CEN II,             .48,          -.48,         .00,            .00,        .0740,F            ,D         ,       20240105,              .48,               0,               .00,           .00,              .00,            .0000,              .00,     20240105,       125115,FXHA          ,        453891251143,Y               ,               .00,         ,C         ,      20240105,             0,             1,0x303339303130373639313931202032303234303130353230323430313035313235313135,0x3033393031303736393139312020323032343031303548523635392043454E20494930000000D0FFFFFF000000000000000000740C4644323032343031303530000000303030303030303000000000000000000000000000000C000000003230323430313035313235313135465848410453891251143F5900000000204332303234303130353030202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2024-01-05,2024-01-05,2024-01-05,,2024-01-05,1251-01-05,ZERO_BALANCE_HOLD
03          ,9010769711   ,    20181113,H          ,R        ,659 CEN II,        29657.91,     -29657.91,         .00,            .00,        .0740,F            ,D         ,       20181113,         29657.91,               0,               .00,           .00,              .00,            .0000,              .00,     20181128,       110847,MENA          ,        435201108464,Y               ,               .00,         ,C         ,      20181113,             0,             1,0x303339303130373639373131202032303138313131333230313831313238313130383437,0x3033393031303736393731312020323031383131313348523635392043454E2049491F412D00E1BED2FF000000000000000000740C464432303138313131331F412D00303030303030303000000000000000000000000000000C0000000032303138313132383131303834374D454E410435201108464F5900000000204332303138313131332020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2018-11-13,2018-11-28,2018-11-13,,2018-11-13,1108-04-07,ZERO_BALANCE_HOLD
03          ,9010769714   ,    20230404,H          ,         ,658 CEN I ,          565.61,       -565.61,         .00,            .00,        .0740,F            ,D         ,       20230404,           565.61,               0,               .00,           .00,              .00,            .0000,              .00,     20230417,        94827,PAKA          ,        451250948246,Y               ,               .00,         ,C         ,      20230404,             0,             1,0x303339303130373639373134202032303233303430343230323330343137303934383237,0x3033393031303736393731342020323032333034303448003635382043454E204920F1DC00000F23FFFF000000000000000000740C46443230323330343034F1DC0000303030303030303000000000000000000000000000000C00000000323032333034313730393438323750414B410451250948246F5900000000204332303233303430343030202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2023-04-04,2023-04-17,2023-04-04,,2023-04-04,,ZERO_BALANCE_HOLD
03          ,9010770571   ,    20120125,H          ,R        ,658 CEN I ,           13.73,        -13.73,         .00,            .00,        .0740,F            ,D         ,       20120125,            13.73,               0,               .00,           .00,              .00,            .0000,              .00,     20120126,        85048,MENA          ,        410180850472,N               ,               .00,         ,          ,      20120125,             0,             1,0x303339303130373730353731202032303132303132353230313230313236303835303438,0x3033393031303737303537312020323031323031323548523635382043454E2049205D050000A3FAFFFF000000000000000000740C464432303132303132355D050000303030303030303000000000000000000000000000000C0000000032303132303132363038353034384D454E410410180850472F4E00000000202032303132303132352020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2012-01-25,2012-01-26,2012-01-25,,2012-01-25,,ZERO_BALANCE_HOLD
03          ,9010770572   ,    20090724,H          ,R        ,658 CEN I ,          104.83,       -104.83,         .00,            .00,        .0740,F            ,D         ,       20090724,           104.83,               0,               .00,           .00,              .00,            .0000,              .00,     20090727,        82622,MENA          ,        401020826212,N               ,               .00,         ,          ,      20090724,             0,             1,0x303339303130373730353732202032303039303732343230303930373237303832363232,0x3033393031303737303537322020323030393037323448523635382043454E204920F32800000DD7FFFF000000000000000000740C46443230303930373234F3280000303030303030303000000000000000000000000000000C0000000032303039303732373038323632324D454E410401020826212F4E00000000202032303039303732342020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2009-07-24,2009-07-27,2009-07-24,,2009-07-24,,ZERO_BALANCE_HOLD
03          ,9010770719   ,    20191213,H          ,         ,659 CEN II,         8144.15,      -8144.15,         .00,            .00,        .0740,F            ,D         ,       20191213,          8144.15,               0,               .00,           .00,              .00,            .0000,              .00,     20191213,       105857,CADA          ,        439011058563,N               ,               .00,         ,          ,      20191213,             0,             1,0x303339303130373730373139202032303139313231333230313931323133313035383537,0x3033393031303737303731392020323031393132313348003635392043454E2049494F6D0C00B192F3FF000000000000000000740C464432303139313231334F6D0C00303030303030303000000000000000000000000000000C000000003230313931323133313035383537434144410439011058563F4E00000000202032303139313231332020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2019-12-13,2019-12-13,2019-12-13,,2019-12-13,1058-05-07,ZERO_BALANCE_HOLD
03          ,9010770816   ,    20220711,H          ,         ,659 CEN II,        17369.21,     -17369.21,         .00,            .00,        .0740,F            ,D         ,       20220711,         17369.21,               0,               .00,           .00,              .00,            .0000,              .00,     20220711,       124902,CADA          ,        448441249007,N               ,               .00,         ,          ,      20220711,             0,             1,0x303339303130373730383136202032303232303731313230323230373131313234393032,0x3033393031303737303831362020323032323037313148003635392043454E204949D9801A00277FE5FF000000000000000000740C46443230323230373131D9801A00303030303030303000000000000000000000000000000C000000003230323230373131313234393032434144410448441249007F4E00000000202032303232303731312020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2022-07-11,2022-07-11,2022-07-11,,2022-07-11,,ZERO_BALANCE_HOLD
03          ,9010771111   ,    20200430,H          ,         ,659 CEN II,        20159.77,     -20159.77,         .00,            .00,        .0740,F            ,D         ,       20200430,         20159.77,               0,               .00,           .00,              .00,            .0000,              .00,     20200527,        92312,PAKA          ,        440680923107,N               ,               .00,         ,          ,      20200430,             0,             1,0x303339303130373731313131202032303230303433303230323030353237303932333132,0x3033393031303737313131312020323032303034333048003635392043454E204949E9C21E00173DE1FF000000000000000000740C46443230323030343330E9C21E00303030303030303000000000000000000000000000000C00000000323032303035323730393233313250414B410440680923107F4E00000000202032303230303433302020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2020-04-30,2020-05-27,2020-04-30,,2020-04-30,,ZERO_BALANCE_HOLD
03          ,9010771354   ,    20260514,H          ,R        ,658 CEN I ,             .93,          -.93,         .00,            .00,        .0740,F            ,D         ,       20260514,              .93,               0,               .00,           .00,              .00,            .0000,              .00,     20260514,       180706,C03A          ,        462501807011,N               ,               .00,         ,C         ,      20260514,             0,             1,0x303339303130373731333534202032303236303531343230323630353134313830373036,0x3033393031303737313335342020323032363035313448523635382043454E2049205D000000A3FFFFFF000000000000000000740C464432303236303531345D000000303030303030303000000000000000000000000000000C000000003230323630353134313830373036433033410462501807011F4E00000000204332303236303531342020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2026-05-14,2026-05-14,2026-05-14,,2026-05-14,2006-07-18,ZERO_BALANCE_HOLD
03          ,9010772840   ,    20210201,H          ,         ,659 CEN II,          170.90,       -170.90,         .00,            .00,        .0740,F            ,D         ,       20210201,           170.90,               0,               .00,           .00,              .00,            .0000,              .00,     20210111,        93903,MENA          ,        442970939017,N               ,               .00,         ,          ,      20210201,             0,             1,0x303339303130373732383430202032303231303230313230323130313131303933393033,0x3033393031303737323834302020323032313032303148003635392043454E204949C24200003EBDFFFF000000000000000000740C46443230323130323031C2420000303030303030303000000000000000000000000000000C0000000032303231303131313039333930334D454E410442970939017F4E00000000202032303231303230312020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2021-02-01,2021-01-11,2021-02-01,,2021-02-01,,ZERO_BALANCE_HOLD
03          ,9010774107   ,    20191215,H          ,         ,659 CEN II,         9174.09,      -9174.09,         .00,            .00,        .0740,F            ,D         ,       20191215,          9174.09,               0,               .00,           .00,              .00,            .0000,              .00,     20200120,       125422,MENA          ,        439401254218,N               ,               .00,         ,          ,      20191215,             0,             1,0x303339303130373734313037202032303139313231353230323030313230313235343232,0x3033393031303737343130372020323031393132313548003635392043454E204949A1FF0D005F00F2FF000000000000000000740C46443230313931323135A1FF0D00303030303030303000000000000000000000000000000C0000000032303230303132303132353432324D454E410439401254218F4E00000000202032303139313231352020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2019-12-15,2020-01-20,2019-12-15,,2019-12-15,1254-02-02,ZERO_BALANCE_HOLD
03          ,9010774109   ,    20201120,H          ,         ,659 CEN SR,          623.44,       -623.44,         .00,            .00,        .0740,F            ,D         ,       20201120,           623.44,               0,               .00,           .00,              .00,            .0000,              .00,     20201211,        70907,PAKA          ,        442660709063,N               ,               .00,         ,          ,      20201120,             0,             1,0x303339303130373734313039202032303230313132303230323031323131303730393037,0x3033393031303737343130392020323032303131323048003635392043454E20535288F30000780CFFFF000000000000000000740C4644323032303131323088F30000303030303030303000000000000000000000000000000C00000000323032303132313130373039303750414B410442660709063F4E00000000202032303230313132302020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2020-11-20,2020-12-11,2020-11-20,,2020-11-20,,ZERO_BALANCE_HOLD
03          ,9010774868   ,    20050105,H          ,         ,659 CEN II,          650.21,       -650.21,         .00,            .00,        .0740,F            ,D         ,       20050105,           650.21,               0,               .00,           .00,              .00,            .0000,              .00,     20050107,       115524,SEF1          ,        384371155232,N               ,               .00,         ,          ,      20050105,             0,             0,0x303339303130373734383638202032303035303130353230303530313037313135353234,0x3033393031303737343836382020323030353031303548003635392043454E204949FDFD00000302FFFF000000000000000000740C46443230303530313035FDFD0000303030303030303000000000000000000000000000000C000000003230303530313037313135353234534546310384371155232F4E00000000202032303035303130352020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2005-01-05,2005-01-07,2005-01-05,,2005-01-05,1155-02-04,ZERO_BALANCE_HOLD
03          ,9010775239   ,    20041207,H          ,R        ,659 CEN II,             .27,          -.27,         .00,            .00,        .0740,F            ,D         ,       20041207,              .27,               0,               .00,           .00,              .00,            .0000,              .00,     20041207,       100406,MJRA          ,        384061004048,N               ,               .00,         ,          ,      20041207,             0,             0,0x303339303130373735323339202032303034313230373230303431323037313030343036,0x3033393031303737353233392020323030343132303748523635392043454E2049491B000000E5FFFFFF000000000000000000740C464432303034313230371B000000303030303030303000000000000000000000000000000C0000000032303034313230373130303430364D4A52410384061004048F4E00000000202032303034313230372020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2004-12-07,2004-12-07,2004-12-07,,2004-12-07,2006-10-04,ZERO_BALANCE_HOLD
03          ,9010775940   ,    20190125,H          ,         ,658 CEN I ,         8770.11,      -8770.11,         .00,            .00,        .0740,F            ,D         ,       20190125,          8770.11,               0,               .00,           .00,              .00,            .0000,              .00,     20190212,       150224,CADA          ,        435971502228,N               ,               .00,         ,          ,      20190125,             0,             1,0x303339303130373735393430202032303139303132353230313930323132313530323234,0x3033393031303737353934302020323031393031323548003635382043454E204920D3610D002D9EF2FF000000000000000000740C46443230313930313235D3610D00303030303030303000000000000000000000000000000C000000003230313930323132313530323234434144410435971502228F4E00000000202032303139303132352020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2019-01-25,2019-02-12,2019-01-25,,2019-01-25,1502-02-04,ZERO_BALANCE_HOLD
03          ,9010776157   ,    20200116,H          ,         ,659 CEN II,         2113.13,      -2113.13,         .00,            .00,        .0740,F            ,D         ,       20200116,          2113.13,               0,               .00,           .00,              .00,            .0000,              .00,     20200205,       131935,PAKA          ,        439561319336,N               ,               .00,         ,          ,      20200116,             0,             1,0x303339303130373736313537202032303230303131363230323030323035313331393335,0x3033393031303737363135372020323032303031313648003635392043454E204949713903008FC6FCFF000000000000000000740C4644323032303031313671390300303030303030303000000000000000000000000000000C00000000323032303032303531333139333550414B410439561319336F4E00000000202032303230303131362020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2020-01-16,2020-02-05,2020-01-16,,2020-01-16,1319-03-05,ZERO_BALANCE_HOLD
03          ,9010776502   ,    20040629,H          ,R        ,659 CEN II,             .07,          -.07,         .00,            .00,        .0740,F            ,D         ,       20040629,              .07,               0,               .00,           .00,              .00,            .0000,              .00,     20040630,        75157,MJRA          ,        382460751563,N               ,               .00,         ,          ,      20040629,             0,             0,0x303339303130373736353032202032303034303632393230303430363330303735313537,0x3033393031303737363530322020323030343036323948523635392043454E20494907000000F9FFFFFF000000000000000000740C4644323030343036323907000000303030303030303000000000000000000000000000000C0000000032303034303633303037353135374D4A52410382460751563F4E00000000202032303034303632392020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2004-06-29,2004-06-30,2004-06-29,,2004-06-29,,ZERO_BALANCE_HOLD
03          ,9010776918   ,    20170115,H          ,         ,659 CEN II,        14173.54,     -14173.54,         .00,            .00,        .0740,F            ,D         ,       20170115,         14173.54,               0,               .00,           .00,              .00,            .0000,              .00,     20170316,       190928,C03A          ,        428971909276,Y               ,               .00,         ,C         ,      20170115,             0,             1,0x303339303130373736393138202032303137303131353230313730333136313930393238,0x3033393031303737363931382020323031373031313548003635392043454E2049498AA01500765FEAFF000000000000000000740C464432303137303131358AA01500303030303030303000000000000000000000000000000C000000003230313730333136313930393238433033410428971909276F5900000000204332303137303131353030202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2017-01-15,2017-03-16,2017-01-15,,2017-01-15,1909-02-08,ZERO_BALANCE_HOLD
03          ,9010779556   ,    20190828,H          ,         ,659 CEN II,         8990.17,      -8990.17,         .00,            .00,        .0740,F            ,D         ,       20190828,          8990.17,               0,               .00,           .00,              .00,            .0000,              .00,     20191028,       175919,C03A          ,        438551759183,Y               ,               .00,         ,C         ,      20190828,             0,             1,0x303339303130373739353536202032303139303832383230313931303238313735393139,0x3033393031303737393535362020323031393038323848003635392043454E204949C9B70D003748F2FF000000000000000000740C46443230313930383238C9B70D00303030303030303000000000000000000000000000000C000000003230313931303238313735393139433033410438551759183F5900000000204332303139303832382020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2019-08-28,2019-10-28,2019-08-28,,2019-08-28,1759-01-09,ZERO_BALANCE_HOLD
03          ,9010780668   ,    20050606,H          ,R        ,659 CEN II,           87.59,        -87.59,         .00,            .00,        .0740,F            ,D         ,       20050606,            87.59,               0,               .00,           .00,              .00,            .0000,              .00,     20050606,        82608,SEF1          ,        385870826073,N               ,               .00,         ,          ,      20050606,             0,             0,0x303339303130373830363638202032303035303630363230303530363036303832363038,0x3033393031303738303636382020323030353036303648523635392043454E20494937220000C9DDFFFF000000000000000000740C4644323030353036303637220000303030303030303000000000000000000000000000000C000000003230303530363036303832363038534546310385870826073F4E00000000202032303035303630362020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2005-06-06,2005-06-06,2005-06-06,,2005-06-06,,ZERO_BALANCE_HOLD
03          ,9010781368   ,    20040109,H          ,R        ,659 CEN II,         3013.48,      -3013.48,         .00,            .00,        .0740,F            ,D         ,       20040109,          3013.48,               0,               .00,           .00,              .00,            .0000,              .00,     20040119,       161412,MVAA          ,        380831614108,Y               ,               .00,         ,          ,      20040109,             0,             0,0x303339303130373831333638202032303034303130393230303430313139313631343132,0x3033393031303738313336382020323030343031303948523635392043454E20494924990400DC66FBFF000000000000000000740C4644323030343031303924990400303030303030303000000000000000000000000000000C0000000032303034303131393136313431324D5641410380831614108F5900000000200032303034303130393030202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2004-01-09,2004-01-19,2004-01-09,,2004-01-09,1614-01-02,ZERO_BALANCE_HOLD
03          ,9010782818   ,    20181101,H          ,         ,658 CEN I ,         7221.43,      -7221.43,         .00,            .00,        .0740,F            ,D         ,       20181101,          7221.43,               0,               .00,           .00,              .00,            .0000,              .00,     20181101,        93314,MENA          ,        434930933131,N               ,               .00,         ,          ,      20181101,             0,             1,0x303339303130373832383138202032303138313130313230313831313031303933333134,0x3033393031303738323831382020323031383131303148003635382043454E204920DF040B0021FBF4FF000000000000000000740C46443230313831313031DF040B00303030303030303000000000000000000000000000000C0000000032303138313130313039333331344D454E410434930933131F4E00000000202032303138313130312020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2018-11-01,2018-11-01,2018-11-01,,2018-11-01,,ZERO_BALANCE_HOLD
03          ,9010783066   ,    20230414,H          ,R        ,658 CEN I ,          187.40,       -187.40,         .00,            .00,        .0740,F            ,D         ,       20230414,           187.40,               0,               .00,           .00,              .00,            .0000,              .00,     20230417,       125917,FXHA          ,        451251259155,N               ,               .00,         ,C         ,      20230414,             0,             1,0x303339303130373833303636202032303233303431343230323330343137313235393137,0x3033393031303738333036362020323032333034313448523635382043454E20492034490000CCB6FFFF000000000000000000740C4644323032333034313434490000303030303030303000000000000000000000000000000C000000003230323330343137313235393137465848410451251259155F4E00000000204332303233303431342020202020202020202020202020202020202020202020202020202020202020202020202020202020,,0.0,2023-04-14,2023-04-17,2023-04-14,,2023-04-14,1259-01-07,ZERO_BALANCE_HOLD
