SOURCE_POLICY,MPOLICY,CROSSWALK_STATUS,PLAN_CODE,QLA_PLAN,LOAN_BALANCE,MLOANPRIN_SOURCE,MLOANINT_SCALE_NOTE,MLOANINTX_SOURCE,MLOANINTX_RAW_QUIKPLAN,MLOANIDT_SOURCE,INTEREST_TYPE,INT_METHOD,BALANCE_CLASS,MLOANPRIN,MLOANBAL,MLOANINT,MLOANINTX,MLOANIDT,MLOANDATE,MLOANACCR,MLOANBILL
9010456751,010456751C,CROSSWALK_APPLIED,670 GL85-8,170858,534.89,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,534.89,534.89,5.00,A,20130401,20130401,0.00,0.00
9010458520,010458520C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20230515,20230515,0.00,0.00
9010458525,010458525C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20191115,20191115,0.00,0.00
9010458526,010458526C,CROSSWALK_APPLIED,670 GL85-M,17085M,555.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,555.00,555.00,5.00,A,20251124,20251124,0.00,0.00
9010458663,010458663C,CROSSWALK_APPLIED,670 GL85-8,170858,5071.98,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,5071.98,5071.98,5.00,A,20191001,20191001,0.00,0.00
9010459723,010459723C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20070701,20070701,0.00,0.00
9010460886,010460886C,CROSSWALK_APPLIED,670 GL85-M,17085M,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20120515,20120515,0.00,0.00
9010461210,010461210C,CROSSWALK_APPLIED,960 OL,1960OL,613.73,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,613.73,613.73,5.00,A,20260207,20260207,0.00,0.00
9010462630,010462630C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20230601,20230601,0.00,0.00
9010462631,010462631C,CROSSWALK_APPLIED,670 GL85-M,17085M,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20101029,20101029,0.00,0.00
9010462839,010462839C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20070529,20070529,0.00,0.00
9010463190,010463190C,CROSSWALK_APPLIED,960 PO,1960PO,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20200515,20200515,0.00,0.00
9010463420,010463420C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20180117,20180117,0.00,0.00
9010463537,010463537C,CROSSWALK_APPLIED,960 OL,1960OL,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20201202,20201202,0.00,0.00
9010464869,010464869C,CROSSWALK_APPLIED,670 GL85-M,17085M,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20200415,20200415,0.00,0.00
9010464870,010464870C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20240121,20240121,0.00,0.00
9010465331,010465331C,CROSSWALK_APPLIED,670 GL85-8,170858,3421.46,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,3421.46,3421.46,5.00,A,20250815,20250815,0.00,0.00
9010466392,010466392C,CROSSWALK_APPLIED,670 GL85-8,170858,5065.59,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,5065.59,5065.59,5.00,A,20251023,20251023,0.00,0.00
9010466470,010466470C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20100210,20100210,0.00,0.00
9010466471,010466471C,CROSSWALK_APPLIED,670 GL85-M,17085M,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20111213,20111213,0.00,0.00
9010466472,010466472C,CROSSWALK_APPLIED,670 GL85-M,17085M,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20101110,20101110,0.00,0.00
9010467061,010467061C,CROSSWALK_APPLIED,960 OL,1960OL,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20141029,20141029,0.00,0.00
9010467154,010467154C,CROSSWALK_APPLIED,960 OL,1960OL,2481.23,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,2481.23,2481.23,5.00,A,20250923,20250923,0.00,0.00
9010467173,010467173C,CROSSWALK_APPLIED,670 GL85-M,17085M,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20051215,20051215,0.00,0.00
9010467771,010467771C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20061115,20061115,0.00,0.00
9010469081,010469081C,CROSSWALK_APPLIED,670 GL85-M,17085M,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20221003,20221003,0.00,0.00
9010469728,010469728C,CROSSWALK_APPLIED,670 GL85-M,17085M,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20160315,20160315,0.00,0.00
9010469896,010469896C,CROSSWALK_APPLIED,960 OL,1960OL,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20150708,20150708,0.00,0.00
9010471046,010471046C,CROSSWALK_APPLIED,960 OL,1960OL,639.25,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,639.25,639.25,5.00,A,20260301,20260301,0.00,0.00
9010471534,010471534C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20150615,20150615,0.00,0.00
9010472182,010472182C,CROSSWALK_APPLIED,670 GL85-M,17085M,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20210111,20210111,0.00,0.00
9010472183,010472183C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20210111,20210111,0.00,0.00
9010473137,010473137C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20190807,20190807,0.00,0.00
9010474519,010474519C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20090609,20090609,0.00,0.00
9010474522,010474522C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20240712,20240712,0.00,0.00
9010476803,010476803C,CROSSWALK_APPLIED,670 GL85-M,17085M,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20180107,20180107,0.00,0.00
9010477512,010477512C,CROSSWALK_APPLIED,670 GL85-M,17085M,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20201122,20201122,0.00,0.00
9010477513,010477513C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20200430,20200430,0.00,0.00
9010477989,010477989C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20200304,20200304,0.00,0.00
9010478213,010478213C,CROSSWALK_APPLIED,960 OL,1960OL,103.91,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,103.91,103.91,5.00,A,20250819,20250819,0.00,0.00
9010478214,010478214C,CROSSWALK_APPLIED,960 OL,1960OL,31.31,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,31.31,31.31,5.00,A,20250810,20250810,0.00,0.00
9010478285,010478285C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20200405,20200405,0.00,0.00
9010486919,010486919C,CROSSWALK_APPLIED,670 GL85-8,170858,9063.72,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,9063.72,9063.72,5.00,A,20250603,20250603,0.00,0.00
9010486961,010486961C,CROSSWALK_APPLIED,670 GL85-8,170858,10088.23,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,10088.23,10088.23,5.00,A,20260401,20260401,0.00,0.00
9010486964,010486964C,CROSSWALK_APPLIED,670 GL85-M,17085M,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20220313,20220313,0.00,0.00
9010487396,010487396C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20120827,20120827,0.00,0.00
9010487886,010487886C,CROSSWALK_APPLIED,960 OL,1960OL,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20241212,20241212,0.00,0.00
9010488273,010488273C,CROSSWALK_APPLIED,670 GL85-M,17085M,5744.68,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,5744.68,5744.68,5.00,A,20260427,20260427,0.00,0.00
9010488274,010488274C,CROSSWALK_APPLIED,670 GL85-8,170858,4282.62,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,4282.62,4282.62,5.00,A,20180430,20180430,0.00,0.00
9010491000,010491000C,CROSSWALK_APPLIED,960 OL,1960OL,2359.03,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,2359.03,2359.03,5.00,A,20210523,20210523,0.00,0.00
9010495113,010495113C,CROSSWALK_APPLIED,960 OL,1960OL,160.18,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,160.18,160.18,5.00,A,20250810,20250810,0.00,0.00
9010496486,010496486C,CROSSWALK_APPLIED,666 WL,1666WL,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20131008,20131008,0.00,0.00
9010497768,010497768C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20211015,20211015,0.00,0.00
9010499674,010499674C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20151215,20151215,0.00,0.00
9010500769,010500769C,CROSSWALK_APPLIED,630 JEB,130JEB,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20150414,20150414,0.00,0.00
9010501142,010501142C,CROSSWALK_APPLIED,960 OL,1960OL,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20121204,20121204,0.00,0.00
9010501836,010501836C,CROSSWALK_APPLIED,670 GL85-M,17085M,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20150203,20150203,0.00,0.00
9010502995,010502995C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20120515,20120515,0.00,0.00
9010502996,010502996C,CROSSWALK_APPLIED,670 GL85-M,17085M,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20120515,20120515,0.00,0.00
9010510553,010510553C,CROSSWALK_APPLIED,670 GL85-M,17085M,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20130701,20130701,0.00,0.00
9010510671,010510671C,CROSSWALK_APPLIED,665 STME95,2665ST,7050.43,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,7050.43,7050.43,5.00,A,20220621,20220621,0.00,0.00
9010510979,010510979C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20050526,20050526,0.00,0.00
9010511203,010511203C,CROSSWALK_APPLIED,665 STME95,2665ST,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20220804,20220804,0.00,0.00
9010513711,010513711C,CROSSWALK_APPLIED,666 WL,1666WL,121.20,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,121.20,121.20,5.00,A,20260407,20260407,0.00,0.00
9010518048,010518048C,CROSSWALK_APPLIED,670 GL85-M,17085M,7227.60,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,7227.60,7227.60,5.00,A,20251208,20251208,0.00,0.00
9010518049,010518049C,CROSSWALK_APPLIED,670 GL85-8,170858,3510.82,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,3510.82,3510.82,5.00,A,20251208,20251208,0.00,0.00
9010518545,010518545C,CROSSWALK_APPLIED,670 GL85-M,17085M,7098.35,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,7098.35,7098.35,5.00,A,20251115,20251115,0.00,0.00
9010520217,010520217C,CROSSWALK_APPLIED,960 OL,1960OL,216.71,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,216.71,216.71,5.00,A,20221115,20221115,0.00,0.00
9010520451,010520451C,CROSSWALK_APPLIED,960 OL,1960OL,2640.89,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,2640.89,2640.89,5.00,A,20251120,20251120,0.00,0.00
9010521651,010521651C,CROSSWALK_APPLIED,670 GL85-M,17085M,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20230502,20230502,0.00,0.00
9010523058,010523058C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20250301,20250301,0.00,0.00
9010525250,010525250C,CROSSWALK_APPLIED,670 GL85-M,17085M,1401.12,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,1401.12,1401.12,5.00,A,20080901,20080901,0.00,0.00
9010526524,010526524C,CROSSWALK_APPLIED,670 GL85-M,17085M,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20240520,20240520,0.00,0.00
9010529613,010529613C,CROSSWALK_APPLIED,670 GL85-M,17085M,1958.32,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,1958.32,1958.32,5.00,A,20250702,20250702,0.00,0.00
9010529993,010529993C,CROSSWALK_APPLIED,670 GL85-M,17085M,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20230505,20230505,0.00,0.00
9010532612,010532612C,CROSSWALK_APPLIED,960 PO,1960PO,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20050628,20050628,0.00,0.00
9010544182,010544182C,CROSSWALK_APPLIED,960 OL,1960OL,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20050117,20050117,0.00,0.00
9010545623,010545623C,CROSSWALK_APPLIED,670 GL85-8,170858,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20230124,20230124,0.00,0.00
9010546964,010546964C,CROSSWALK_APPLIED,670 GL85-M,17085M,17147.37,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,17147.37,17147.37,5.00,A,20260301,20260301,0.00,0.00
9010547021,010547021C,CROSSWALK_APPLIED,670 GL85-M,17085M,11443.46,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,11443.46,11443.46,5.00,A,20260301,20260301,0.00,0.00
9010547488,010547488C,CROSSWALK_APPLIED,960 OL,1960OL,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20221110,20221110,0.00,0.00
9010549966,010549966C,CROSSWALK_APPLIED,665 STME95,2665ST,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20071211,20071211,0.00,0.00
9010550088,010550088C,CROSSWALK_APPLIED,670 GL85-M,17085M,376.65,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,376.65,376.65,5.00,A,20260415,20260415,0.00,0.00
9010550564,010550564C,CROSSWALK_APPLIED,670 GL85-M,17085M,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20190920,20190920,0.00,0.00
9010564241,010564241C,CROSSWALK_APPLIED,666 WL,1666WL,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20171106,20171106,0.00,0.00
9010565013,010565013C,CROSSWALK_APPLIED,670 GL85-M,17085M,4908.24,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,4908.24,4908.24,5.00,A,20251215,20251215,0.00,0.00
9010567983,010567983C,CROSSWALK_APPLIED,960 OL,1960OL,27.18,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,27.18,27.18,5.00,A,20260110,20260110,0.00,0.00
9010583923,010583923C,CROSSWALK_APPLIED,960 OL,1960OL,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20110704,20110704,0.00,0.00
9010586005,010586005C,CROSSWALK_APPLIED,960 OL,1960OL,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20241204,20241204,0.00,0.00
9010639996,010639996C,CROSSWALK_APPLIED,960 OL,1960OL,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,5.00,A,20060719,20060719,0.00,0.00
9010653596,010653596C,CROSSWALK_APPLIED,960 OL,1960OL,11.30,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,11.30,11.30,5.00,A,20110406,20110406,0.00,0.00
9010718278,010718278C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20050703,20050703,0.00,0.00
9010719815,010719815C,CROSSWALK_APPLIED,659 CEN II,1659C2,513.22,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,513.22,513.22,7.40,A,20120803,20120803,0.00,0.00
9010722516,010722516C,CROSSWALK_APPLIED,658 CEN I,1658C1,9084.47,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,9084.47,9084.47,7.40,A,20260511,20260511,0.00,0.00
9010722734,010722734C,CROSSWALK_APPLIED,659 CEN II,1659C2,984.88,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,984.88,984.88,7.40,A,20050710,20050710,0.00,0.00
9010726104,010726104C,CROSSWALK_APPLIED,658 CEN I,1658C1,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20080813,20080813,0.00,0.00
9010728696,010728696C,CROSSWALK_APPLIED,659 CEN II,1659C2,1119.54,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,1119.54,1119.54,7.40,A,20120902,20120902,0.00,0.00
9010730647,010730647C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20190416,20190416,0.00,0.00
9010730780,010730780C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20060918,20060918,0.00,0.00
9010731970,010731970C,CROSSWALK_APPLIED,658 CEN I,1658C1,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20220829,20220829,0.00,0.00
9010733472,010733472C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20201026,20201026,0.00,0.00
9010733665,010733665C,CROSSWALK_APPLIED,658 CEN I,1658C1,742.71,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,742.71,742.71,7.40,A,20251028,20251028,0.00,0.00
9010735585,010735585C,CROSSWALK_APPLIED,659 CEN II,1659C2,32.40,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,32.40,32.40,7.40,A,20041126,20041126,0.00,0.00
9010736035,010736035C,CROSSWALK_APPLIED,659 CEN II,1659C2,67404.71,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,67404.71,67404.71,7.40,A,20190613,20190613,0.00,0.00
9010736283,010736283C,CROSSWALK_APPLIED,658 CEN I,1658C1,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20080724,20080724,0.00,0.00
9010736935,010736935C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20251210,20251210,0.00,0.00
9010738161,010738161C,CROSSWALK_APPLIED,659 CEN II,1659C2,98.02,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,98.02,98.02,7.40,A,20190520,20190520,0.00,0.00
9010738539,010738539C,CROSSWALK_APPLIED,658 CEN I,1658C1,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20250103,20250103,0.00,0.00
9010741234,010741234C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20190201,20190201,0.00,0.00
