reconstructed_claim_id,policy_number,claim_family,settlement_chain_id,chain_status,confidence_level,confidence_rationale,funding_total,payout_total,effective_payout_total,offset_total,lifecycle_only_total,lag_days,cross_claim_linked_id,cross_claim_lag_days,first_activity_date,latest_activity_date,original_balancing_status,revised_balancing_status,balancing_impact_observation,settlement_notes
RC-9010446852-1-SURRENDER_CLAIM-C0-20181215,9010446852,SURRENDER_CLAIM,RC-9010446852-1-SURRENDER_CLAIM-C0-20181215-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,218.33,0.0,0,,,20181215,20181215,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010446852-1-SURRENDER_CLAIM-C1-20191215,9010446852,SURRENDER_CLAIM,RC-9010446852-1-SURRENDER_CLAIM-C1-20191215-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,229.82,0.0,0,,,20191215,20191215,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010446852-1-SURRENDER_CLAIM-C2-20201215,9010446852,SURRENDER_CLAIM,RC-9010446852-1-SURRENDER_CLAIM-C2-20201215-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,241.92,0.0,0,,,20201215,20201215,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010446852-1-SURRENDER_CLAIM-C3-20211215,9010446852,SURRENDER_CLAIM,RC-9010446852-1-SURRENDER_CLAIM-C3-20211215-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,697.5,0.0,40,,,20211215,20220124,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010446852-1-SURRENDER_CLAIM-C4-20221215,9010446852,SURRENDER_CLAIM,RC-9010446852-1-SURRENDER_CLAIM-C4-20221215-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,254.02,0.0,0,,,20221215,20221215,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010446852-1-SURRENDER_CLAIM-C5-20231215,9010446852,SURRENDER_CLAIM,RC-9010446852-1-SURRENDER_CLAIM-C5-20231215-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,733.95,0.0,39,,,20231215,20240123,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010446852-1-SURRENDER_CLAIM-C6-20241215,9010446852,SURRENDER_CLAIM,RC-9010446852-1-SURRENDER_CLAIM-C6-20241215-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,266.73,0.0,0,,,20241215,20241215,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010446852-1-SURRENDER_CLAIM-C7-20251215,9010446852,SURRENDER_CLAIM,RC-9010446852-1-SURRENDER_CLAIM-C7-20251215-SC,ORPHAN_CHAIN,LOW_CONFIDENCE,Insufficient semantic chain linkage,0.0,0.0,6242.53,556.29,0.0,7,RC-9010446852-1-DEATH_CLAIM-C0-20251222,7,20251215,20251222,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010446852-2-DEATH_CLAIM-C0-20251222,9010446852,DEATH_CLAIM,RC-9010446852-2-DEATH_CLAIM-C0-20251222-SC,FUNDED_NO_DISBURSEMENT,LOW_CONFIDENCE,Funding without observed payout linkage,5513.17,0.0,0.0,0.0,0.0,0,,,20251222,20251222,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010447574-1-DEATH_CLAIM-C0-20210322,9010447574,DEATH_CLAIM,RC-9010447574-1-DEATH_CLAIM-C0-20210322-SC,PARTIAL_CHAIN,MODERATE_CONFIDENCE,Funding and payout linked but amounts diverge beyond tolerance,6678.21,11638.78,11638.78,0.0,0.0,0,,,20210322,20210322,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010447574-2-DEATH_CLAIM-C0-20210322,9010447574,DEATH_CLAIM,RC-9010447574-2-DEATH_CLAIM-C0-20210322-SC,FUNDED_NO_DISBURSEMENT,LOW_CONFIDENCE,Funding without observed payout linkage,4960.57,0.0,0.0,0.0,0.0,0,,,20210322,20210322,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010448025-1-SURRENDER_CLAIM-C0-20180201,9010448025,SURRENDER_CLAIM,RC-9010448025-1-SURRENDER_CLAIM-C0-20180201-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,142.53,0.0,0,,,20180201,20180201,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010448025-1-SURRENDER_CLAIM-C1-20190201,9010448025,SURRENDER_CLAIM,RC-9010448025-1-SURRENDER_CLAIM-C1-20190201-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,427.75,0.0,19,,,20190201,20190220,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010448025-1-SURRENDER_CLAIM-C2-20200201,9010448025,SURRENDER_CLAIM,RC-9010448025-1-SURRENDER_CLAIM-C2-20200201-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,150.05,0.0,0,,,20200201,20200201,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010448025-1-SURRENDER_CLAIM-C3-20210201,9010448025,SURRENDER_CLAIM,RC-9010448025-1-SURRENDER_CLAIM-C3-20210201-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,157.95,0.0,0,,,20210201,20210201,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010448025-1-SURRENDER_CLAIM-C4-20220201,9010448025,SURRENDER_CLAIM,RC-9010448025-1-SURRENDER_CLAIM-C4-20220201-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,166.26,0.0,0,,,20220201,20220201,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010448025-1-SURRENDER_CLAIM-C5-20230201,9010448025,SURRENDER_CLAIM,RC-9010448025-1-SURRENDER_CLAIM-C5-20230201-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,175.01,0.0,0,,,20230201,20230201,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010448025-1-SURRENDER_CLAIM-C6-20240201,9010448025,SURRENDER_CLAIM,RC-9010448025-1-SURRENDER_CLAIM-C6-20240201-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,184.22,0.0,0,,,20240201,20240201,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010448025-1-SURRENDER_CLAIM-C7-20250201,9010448025,SURRENDER_CLAIM,RC-9010448025-1-SURRENDER_CLAIM-C7-20250201-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,193.92,0.0,0,,,20250201,20250201,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010448025-1-SURRENDER_CLAIM-C8-20260201,9010448025,SURRENDER_CLAIM,RC-9010448025-1-SURRENDER_CLAIM-C8-20260201-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,204.12,0.0,0,,,20260201,20260201,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010449050-1-DEATH_CLAIM-C0-20180723,9010449050,DEATH_CLAIM,RC-9010449050-1-DEATH_CLAIM-C0-20180723-SC,PARTIAL_CHAIN,MODERATE_CONFIDENCE,Funding and payout linked but amounts diverge beyond tolerance,4912.78,8717.61,8717.61,0.0,32.9,0,,,20180723,20180723,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010449050-2-DEATH_CLAIM-C0-20180723,9010449050,DEATH_CLAIM,RC-9010449050-2-DEATH_CLAIM-C0-20180723-SC,FUNDED_NO_DISBURSEMENT,LOW_CONFIDENCE,Funding without observed payout linkage,3771.93,0.0,0.0,0.0,0.0,0,,,20180723,20180723,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010449074-1-DEATH_CLAIM-C0-20190711,9010449074,DEATH_CLAIM,RC-9010449074-1-DEATH_CLAIM-C0-20190711-SC,PARTIAL_CHAIN,MODERATE_CONFIDENCE,Funding and payout linked but amounts diverge beyond tolerance,3500.0,5800.49,5800.49,0.0,3.66,0,,,20190711,20190711,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010449074-2-DEATH_CLAIM-C0-20190711,9010449074,DEATH_CLAIM,RC-9010449074-2-DEATH_CLAIM-C0-20190711-SC,FUNDED_NO_DISBURSEMENT,LOW_CONFIDENCE,Funding without observed payout linkage,2296.83,0.0,0.0,0.0,0.0,0,,,20190711,20190711,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010449075-1-DEATH_CLAIM-C0-20181127,9010449075,DEATH_CLAIM,RC-9010449075-1-DEATH_CLAIM-C0-20181127-SC,PARTIAL_CHAIN,MODERATE_CONFIDENCE,Funding and payout linked but amounts diverge beyond tolerance,1750.0,3114.19,3114.19,0.0,0.67,0,,,20181127,20181127,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010449075-2-DEATH_CLAIM-C0-20181127,9010449075,DEATH_CLAIM,RC-9010449075-2-DEATH_CLAIM-C0-20181127-SC,FUNDED_NO_DISBURSEMENT,LOW_CONFIDENCE,Funding without observed payout linkage,1363.52,0.0,0.0,0.0,0.0,0,,,20181127,20181127,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010449417-1-SURRENDER_CLAIM-C0-20180301,9010449417,SURRENDER_CLAIM,RC-9010449417-1-SURRENDER_CLAIM-C0-20180301-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,312.53,0.0,0,,,20180301,20180301,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010449417-1-SURRENDER_CLAIM-C1-20190301,9010449417,SURRENDER_CLAIM,RC-9010449417-1-SURRENDER_CLAIM-C1-20190301-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,328.97,0.0,0,,,20190301,20190301,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010449417-1-SURRENDER_CLAIM-C2-20200301,9010449417,SURRENDER_CLAIM,RC-9010449417-1-SURRENDER_CLAIM-C2-20200301-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,346.29,0.0,0,,,20200301,20200301,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010449417-1-SURRENDER_CLAIM-C3-20210301,9010449417,SURRENDER_CLAIM,RC-9010449417-1-SURRENDER_CLAIM-C3-20210301-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,364.51,0.0,0,,,20210301,20210301,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010449417-1-SURRENDER_CLAIM-C4-20220301,9010449417,SURRENDER_CLAIM,RC-9010449417-1-SURRENDER_CLAIM-C4-20220301-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,383.7,0.0,0,,,20220301,20220301,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010449417-1-SURRENDER_CLAIM-C5-20230301,9010449417,SURRENDER_CLAIM,RC-9010449417-1-SURRENDER_CLAIM-C5-20230301-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,403.89,0.0,0,,,20230301,20230301,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010449417-1-SURRENDER_CLAIM-C6-20240301,9010449417,SURRENDER_CLAIM,RC-9010449417-1-SURRENDER_CLAIM-C6-20240301-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,425.15,0.0,0,,,20240301,20240301,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010449417-1-SURRENDER_CLAIM-C7-20250301,9010449417,SURRENDER_CLAIM,RC-9010449417-1-SURRENDER_CLAIM-C7-20250301-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,447.53,0.0,0,,,20250301,20250301,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010449417-1-SURRENDER_CLAIM-C8-20260301,9010449417,SURRENDER_CLAIM,RC-9010449417-1-SURRENDER_CLAIM-C8-20260301-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,471.08,0.0,0,,,20260301,20260301,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010449498-1-SURRENDER_CLAIM-C0-20180220,9010449498,SURRENDER_CLAIM,RC-9010449498-1-SURRENDER_CLAIM-C0-20180220-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,13.96,0.0,1,,,20180220,20180221,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010449498-1-SURRENDER_CLAIM-C1-20190220,9010449498,SURRENDER_CLAIM,RC-9010449498-1-SURRENDER_CLAIM-C1-20190220-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,13.98,0.0,0,,,20190220,20190220,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010449498-1-SURRENDER_CLAIM-C2-20200218,9010449498,SURRENDER_CLAIM,RC-9010449498-1-SURRENDER_CLAIM-C2-20200218-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,4.54,0.0,2,,,20200218,20200220,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010449498-1-SURRENDER_CLAIM-C3-20210220,9010449498,SURRENDER_CLAIM,RC-9010449498-1-SURRENDER_CLAIM-C3-20210220-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,13.89,0.0,4,,,20210220,20210224,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010449498-1-SURRENDER_CLAIM-C4-20220216,9010449498,SURRENDER_CLAIM,RC-9010449498-1-SURRENDER_CLAIM-C4-20220216-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,4.6,0.0,4,,,20220216,20220220,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010449498-1-SURRENDER_CLAIM-C5-20230220,9010449498,SURRENDER_CLAIM,RC-9010449498-1-SURRENDER_CLAIM-C5-20230220-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,13.89,0.0,4,,,20230220,20230224,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010449498-1-SURRENDER_CLAIM-C6-20240220,9010449498,SURRENDER_CLAIM,RC-9010449498-1-SURRENDER_CLAIM-C6-20240220-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,13.77,0.0,9,,,20240220,20240229,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010449498-1-SURRENDER_CLAIM-C7-20250220,9010449498,SURRENDER_CLAIM,RC-9010449498-1-SURRENDER_CLAIM-C7-20250220-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,13.89,0.0,4,,,20250220,20250224,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010449498-1-SURRENDER_CLAIM-C8-20260211,9010449498,SURRENDER_CLAIM,RC-9010449498-1-SURRENDER_CLAIM-C8-20260211-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,4.73,0.0,9,,,20260211,20260220,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010449512-1-DEATH_CLAIM-C0-20200418,9010449512,DEATH_CLAIM,RC-9010449512-1-DEATH_CLAIM-C0-20200418-SC,MULTI_PAYOUT_CHAIN,MODERATE_CONFIDENCE,Multiple payout events in settlement chain,2824.26,4718.07,4718.07,0.0,0.0,0,,,20200418,20200418,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010449512-2-DEATH_CLAIM-C0-20200418,9010449512,DEATH_CLAIM,RC-9010449512-2-DEATH_CLAIM-C0-20200418-SC,FUNDED_NO_DISBURSEMENT,LOW_CONFIDENCE,Funding without observed payout linkage,1893.81,0.0,0.0,0.0,0.0,0,,,20200418,20200418,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010449559-1-DEATH_CLAIM-C0-20190126,9010449559,DEATH_CLAIM,RC-9010449559-1-DEATH_CLAIM-C0-20190126-SC,PARTIAL_CHAIN,MODERATE_CONFIDENCE,Funding and payout linked but amounts diverge beyond tolerance,4022.0,7316.82,7316.82,0.0,6.45,0,,,20190126,20190126,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010449559-2-DEATH_CLAIM-C0-20190126,9010449559,DEATH_CLAIM,RC-9010449559-2-DEATH_CLAIM-C0-20190126-SC,FUNDED_NO_DISBURSEMENT,LOW_CONFIDENCE,Funding without observed payout linkage,3288.37,0.0,0.0,0.0,0.0,0,,,20190126,20190126,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010449959-1-DEATH_CLAIM-C0-20200508,9010449959,DEATH_CLAIM,RC-9010449959-1-DEATH_CLAIM-C0-20200508-SC,PARTIAL_CHAIN,MODERATE_CONFIDENCE,Funding and payout linked but amounts diverge beyond tolerance,6112.0,10397.25,10397.25,0.0,0.0,0,,,20200508,20200508,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010449959-2-DEATH_CLAIM-C0-20200508,9010449959,DEATH_CLAIM,RC-9010449959-2-DEATH_CLAIM-C0-20200508-SC,FUNDED_NO_DISBURSEMENT,LOW_CONFIDENCE,Funding without observed payout linkage,4285.25,0.0,0.0,0.0,0.0,0,,,20200508,20200508,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010451215-1-DEATH_CLAIM-C0-20230626,9010451215,DEATH_CLAIM,RC-9010451215-1-DEATH_CLAIM-C0-20230626-SC,PARTIAL_CHAIN,MODERATE_CONFIDENCE,Funding and payout linked but amounts diverge beyond tolerance,10000.0,13033.03,13033.03,0.0,6.1,0,,,20230626,20230626,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010451215-2-DEATH_CLAIM-C0-20230626,9010451215,DEATH_CLAIM,RC-9010451215-2-DEATH_CLAIM-C0-20230626-SC,FUNDED_NO_DISBURSEMENT,LOW_CONFIDENCE,Funding without observed payout linkage,3026.93,0.0,0.0,0.0,0.0,0,,,20230626,20230626,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010451453-1-SURRENDER_CLAIM-C0-20180515,9010451453,SURRENDER_CLAIM,RC-9010451453-1-SURRENDER_CLAIM-C0-20180515-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,165.54,0.0,0,,,20180515,20180515,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010451453-1-SURRENDER_CLAIM-C1-20190515,9010451453,SURRENDER_CLAIM,RC-9010451453-1-SURRENDER_CLAIM-C1-20190515-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,148.8,0.0,0,,,20190515,20190515,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010451453-1-SURRENDER_CLAIM-C2-20200515,9010451453,SURRENDER_CLAIM,RC-9010451453-1-SURRENDER_CLAIM-C2-20200515-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,130.26,0.0,0,,,20200515,20200515,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010451453-1-SURRENDER_CLAIM-C3-20210515,9010451453,SURRENDER_CLAIM,RC-9010451453-1-SURRENDER_CLAIM-C3-20210515-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,163.65,0.0,34,,,20210515,20210618,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010451453-1-SURRENDER_CLAIM-C4-20220515,9010451453,SURRENDER_CLAIM,RC-9010451453-1-SURRENDER_CLAIM-C4-20220515-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,81.12,0.0,0,,,20220515,20220515,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010451453-1-SURRENDER_CLAIM-C5-20230515,9010451453,SURRENDER_CLAIM,RC-9010451453-1-SURRENDER_CLAIM-C5-20230515-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,56.18,0.0,0,,,20230515,20230515,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010451453-1-SURRENDER_CLAIM-C6-20240515,9010451453,SURRENDER_CLAIM,RC-9010451453-1-SURRENDER_CLAIM-C6-20240515-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,28.99,0.0,0,,,20240515,20240515,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010451453-1-SURRENDER_CLAIM-C7-20240718,9010451453,SURRENDER_CLAIM,RC-9010451453-1-SURRENDER_CLAIM-C7-20240718-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,4.45,0.0,0,,,20240718,20240718,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010451453-1-SURRENDER_CLAIM-C8-20250515,9010451453,SURRENDER_CLAIM,RC-9010451453-1-SURRENDER_CLAIM-C8-20250515-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,4.88,0.0,0,,,20250515,20250515,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010452169-1-SURRENDER_CLAIM-C0-20180601,9010452169,SURRENDER_CLAIM,RC-9010452169-1-SURRENDER_CLAIM-C0-20180601-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,147.72,0.0,0,,,20180601,20180601,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010452169-1-SURRENDER_CLAIM-C1-20180901,9010452169,SURRENDER_CLAIM,RC-9010452169-1-SURRENDER_CLAIM-C1-20180901-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,222.4,0.0,0,,,20180901,20180901,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010452169-1-SURRENDER_CLAIM-C2-20190601,9010452169,SURRENDER_CLAIM,RC-9010452169-1-SURRENDER_CLAIM-C2-20190601-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,155.5,0.0,0,,,20190601,20190601,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010452169-1-SURRENDER_CLAIM-C3-20190801,9010452169,SURRENDER_CLAIM,RC-9010452169-1-SURRENDER_CLAIM-C3-20190801-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,260.26,0.0,0,,,20190801,20190801,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010452169-1-SURRENDER_CLAIM-C4-20191001,9010452169,SURRENDER_CLAIM,RC-9010452169-1-SURRENDER_CLAIM-C4-20191001-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,209.1,0.0,0,,,20191001,20191001,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
