reconstructed_claim_id,policy_number,claim_family,funding_codes,payout_codes,in_group_lag_days,cross_claim_linked_id,cross_claim_payout_total,cross_claim_lag_days,delayed_linkage_candidate,linkage_basis,confidence_level
RC-9011066023-1-SURRENDER_CLAIM-C0-20180101,9011066023,SURRENDER_CLAIM,,,25,RC-9011066023-1-DISBURSEMENT_CLAIM-C0-20180129,29.09,28,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011078262-1-DISBURSEMENT_CLAIM-C0-20201013,9011078262,DISBURSEMENT_CLAIM,,0090,0,RC-9011078262-1-DEATH_CLAIM-C0-20200814,7671.87,0,Y,CROSS_CLAIM,MODERATE_CONFIDENCE
RC-9011078437-2-SURRENDER_CLAIM-C0-20181008,9011078437,SURRENDER_CLAIM,0561,,0,RC-9011078437-1-DEATH_CLAIM-C0-20181017,10703.04,9,Y,CROSS_CLAIM,INFERRED
RC-9011080481-2-SURRENDER_CLAIM-C0-20191112,9011080481,SURRENDER_CLAIM,0561,,0,RC-9011080481-1-DISBURSEMENT_CLAIM-C0-20191204,58.59,22,Y,CROSS_CLAIM,MODERATE_CONFIDENCE
RC-9011087127-2-SURRENDER_CLAIM-C0-20240407,9011087127,SURRENDER_CLAIM,0561,,0,RC-9011087127-1-DISBURSEMENT_CLAIM-C0-20240502,38.15,25,Y,CROSS_CLAIM,MODERATE_CONFIDENCE
RC-9011087128-2-SURRENDER_CLAIM-C0-20240407,9011087128,SURRENDER_CLAIM,0561,,0,RC-9011087128-1-DISBURSEMENT_CLAIM-C0-20240502,29.94,25,Y,CROSS_CLAIM,MODERATE_CONFIDENCE
RC-9011101578-1-SURRENDER_CLAIM-C1-20180628,9011101578,SURRENDER_CLAIM,,,0,RC-9011101578-1-DEATH_CLAIM-C0-20180628,2328.69,0,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011109994-1-SURRENDER_CLAIM-C2-20200305,9011109994,SURRENDER_CLAIM,,,0,RC-9011109994-1-DEATH_CLAIM-C0-20200305,5963.99,0,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011114096-1-SURRENDER_CLAIM-C6-20220520,9011114096,SURRENDER_CLAIM,,,0,RC-9011114096-1-DEATH_CLAIM-C0-20220520,6755.54,0,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011114950-1-SURRENDER_CLAIM-C4-20220125,9011114950,SURRENDER_CLAIM,,,0,RC-9011114950-1-DEATH_CLAIM-C0-20220125,4335.79,0,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011122680-1-SURRENDER_CLAIM-C0-20200114,9011122680,SURRENDER_CLAIM,,,2278,RC-9011122680-1-DISBURSEMENT_CLAIM-C0-20200123,2000.0,9,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011126367-1-DEATH_CLAIM-C0-20231013,9011126367,DEATH_CLAIM,0530,0094,1,,,,Y,IN_GROUP,MODERATE_CONFIDENCE
RC-9011129276-2-SURRENDER_CLAIM-C0-20221228,9011129276,SURRENDER_CLAIM,0561,,0,RC-9011129276-1-DISBURSEMENT_CLAIM-C0-20230104,22.95,7,Y,CROSS_CLAIM,INFERRED
RC-9011129883-1-SURRENDER_CLAIM-C1-20180321,9011129883,SURRENDER_CLAIM,,,0,RC-9011129883-1-DISBURSEMENT_CLAIM-C0-20180322,128.37,1,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011136476-1-SURRENDER_CLAIM-C2-20181108,9011136476,SURRENDER_CLAIM,,,0,RC-9011136476-1-DEATH_CLAIM-C0-20181108,1116.83,0,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011140913-1-DISBURSEMENT_CLAIM-C0-20191213,9011140913,DISBURSEMENT_CLAIM,,0090,4,RC-9011140913-1-DEATH_CLAIM-C1-20191217,5012.13,4,Y,CROSS_CLAIM,MODERATE_CONFIDENCE
RC-9011148847-1-SURRENDER_CLAIM-C2-20200118,9011148847,SURRENDER_CLAIM,,,0,RC-9011148847-1-DEATH_CLAIM-C0-20200118,4967.12,0,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011151436-1-SURRENDER_CLAIM-C2-20191125,9011151436,SURRENDER_CLAIM,,,0,RC-9011151436-1-DISBURSEMENT_CLAIM-C0-20191203,60.0,8,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011154752-1-SURRENDER_CLAIM-C2-20200219,9011154752,SURRENDER_CLAIM,,,0,RC-9011154752-1-DEATH_CLAIM-C0-20200219,3642.14,0,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011158069-1-SURRENDER_CLAIM-C4-20220207,9011158069,SURRENDER_CLAIM,,,0,RC-9011158069-1-DEATH_CLAIM-C0-20220207,4965.05,22,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011160478-1-SURRENDER_CLAIM-C1-20200826,9011160478,SURRENDER_CLAIM,,,1995,RC-9011160478-1-DISBURSEMENT_CLAIM-C0-20200827,14.38,1,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011160479-1-SURRENDER_CLAIM-C1-20200827,9011160479,SURRENDER_CLAIM,,,1994,RC-9011160479-1-DISBURSEMENT_CLAIM-C0-20200827,22.49,0,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011160480-1-SURRENDER_CLAIM-C1-20200827,9011160480,SURRENDER_CLAIM,,,1994,RC-9011160480-1-DISBURSEMENT_CLAIM-C0-20200827,19.94,0,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011175485-1-SURRENDER_CLAIM-C2-20200325,9011175485,SURRENDER_CLAIM,,,0,RC-9011175485-1-DEATH_CLAIM-C0-20200325,4800.86,23,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011178455-1-SURRENDER_CLAIM-C0-20180227,9011178455,SURRENDER_CLAIM,,,0,RC-9011178455-1-DEATH_CLAIM-C0-20180227,8617.79,0,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011179371-1-SURRENDER_CLAIM-C6-20221011,9011179371,SURRENDER_CLAIM,,,0,RC-9011179371-1-DEATH_CLAIM-C0-20221011,5001.17,0,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011179951-1-DEATH_CLAIM-C0-20250301,9011179951,DEATH_CLAIM,0530,0094,1,,,,Y,IN_GROUP,MODERATE_CONFIDENCE
RC-9011185059-1-SURRENDER_CLAIM-C30-20250721,9011185059,SURRENDER_CLAIM,,,0,RC-9011185059-1-DEATH_CLAIM-C0-20250721,16790.37,0,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011187300-1-SURRENDER_CLAIM-C2-20190625,9011187300,SURRENDER_CLAIM,,,0,RC-9011187300-1-DEATH_CLAIM-C0-20190625,6913.03,0,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011189851-1-SURRENDER_CLAIM-C2-20190813,9011189851,SURRENDER_CLAIM,,,20,RC-9011189851-1-DISBURSEMENT_CLAIM-C0-20190730,105.21,14,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011191513-1-SURRENDER_CLAIM-C0-20180402,9011191513,SURRENDER_CLAIM,,,8,RC-9011191513-1-DEATH_CLAIM-C0-20180410,2060.34,8,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011192047-1-DEATH_CLAIM-C0-20210801,9011192047,DEATH_CLAIM,0530,0094,8,,,,Y,IN_GROUP,MODERATE_CONFIDENCE
RC-9011194768-1-SURRENDER_CLAIM-C5-20210415,9011194768,SURRENDER_CLAIM,,,0,RC-9011194768-1-DEATH_CLAIM-C0-20210415,45216.44,0,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011195139-1-DISBURSEMENT_CLAIM-C0-20201105,9011195139,DISBURSEMENT_CLAIM,,0090,0,RC-9011195139-1-DEATH_CLAIM-C0-20201011,12738.05,0,Y,CROSS_CLAIM,MODERATE_CONFIDENCE
RC-9011195139-1-SURRENDER_CLAIM-C3-20201011,9011195139,SURRENDER_CLAIM,,,0,RC-9011195139-1-DEATH_CLAIM-C0-20201011,12738.05,25,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011195601-1-SURRENDER_CLAIM-C1-20230525,9011195601,SURRENDER_CLAIM,,,0,RC-9011195601-1-DISBURSEMENT_CLAIM-C0-20230525,7.61,0,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011196134-1-SURRENDER_CLAIM-C0-20200303,9011196134,SURRENDER_CLAIM,,,11,RC-9011196134-1-DEATH_CLAIM-C0-20200314,76963.55,11,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011199527-1-DISBURSEMENT_CLAIM-C0-20191025,9011199527,DISBURSEMENT_CLAIM,,0090,4,RC-9011199527-1-DEATH_CLAIM-C0-20191010,20001.21,0,Y,CROSS_CLAIM,MODERATE_CONFIDENCE
RC-9011199549-1-SURRENDER_CLAIM-C1-20190501,9011199549,SURRENDER_CLAIM,,,0,RC-9011199549-1-DISBURSEMENT_CLAIM-C0-20190430,8.83,1,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011199974-1-SURRENDER_CLAIM-C0-20220914,9011199974,SURRENDER_CLAIM,0560,,0,RC-9011199974-1-DISBURSEMENT_CLAIM-C1-20220922,109.7,8,Y,CROSS_CLAIM,INFERRED
RC-9011207112-1-SURRENDER_CLAIM-C4-20190201,9011207112,SURRENDER_CLAIM,,,0,RC-9011207112-1-DISBURSEMENT_CLAIM-C0-20190115,16.54,17,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011207222-1-SURRENDER_CLAIM-C2-20210906,9011207222,SURRENDER_CLAIM,,,30,RC-9011207222-1-DEATH_CLAIM-C0-20211006,4876.98,30,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011208787-1-SURRENDER_CLAIM-C3-20210624,9011208787,SURRENDER_CLAIM,,,0,RC-9011208787-1-DEATH_CLAIM-C0-20210624,36660.0,0,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011209469-1-SURRENDER_CLAIM-C3-20190417,9011209469,SURRENDER_CLAIM,,,0,RC-9011209469-1-DEATH_CLAIM-C0-20190417,57899.33,0,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011210149-1-SURRENDER_CLAIM-C4-20200623,9011210149,SURRENDER_CLAIM,,,0,RC-9011210149-1-DEATH_CLAIM-C0-20200623,23938.07,0,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011217970-1-DISBURSEMENT_CLAIM-C0-20190326,9011217970,DISBURSEMENT_CLAIM,,0090,0,RC-9011217970-1-DEATH_CLAIM-C0-20190301,7988.35,17,Y,CROSS_CLAIM,MODERATE_CONFIDENCE
RC-9011224349-1-SURRENDER_CLAIM-C0-20181105,9011224349,SURRENDER_CLAIM,0560,,0,RC-9011224349-1-DISBURSEMENT_CLAIM-C0-20181129,2040.13,24,Y,CROSS_CLAIM,MODERATE_CONFIDENCE
RC-9011235627-1-SURRENDER_CLAIM-C0-20180212,9011235627,SURRENDER_CLAIM,,,5,RC-9011235627-1-DEATH_CLAIM-C0-20180217,12155.58,5,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011240164-1-SURRENDER_CLAIM-C0-20180827,9011240164,SURRENDER_CLAIM,,,0,RC-9011240164-1-DISBURSEMENT_CLAIM-C0-20180827,1483.0,0,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011246246-1-SURRENDER_CLAIM-C5-20221204,9011246246,SURRENDER_CLAIM,,,23,RC-9011246246-1-DEATH_CLAIM-C0-20221227,17040.7,23,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011257022-1-SURRENDER_CLAIM-C1-20200501,9011257022,SURRENDER_CLAIM,,,25,RC-9011257022-1-DEATH_CLAIM-C0-20200526,11415.05,25,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011263511-1-SURRENDER_CLAIM-C9-20251221,9011263511,SURRENDER_CLAIM,,,0,RC-9011263511-1-DEATH_CLAIM-C0-20251221,25090.88,0,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011273881-1-SURRENDER_CLAIM-C7-20250202,9011273881,SURRENDER_CLAIM,,,0,RC-9011273881-1-DEATH_CLAIM-C0-20250202,11505.55,0,Y,CROSS_CLAIM,LOW_CONFIDENCE
RC-9011283208-1-SURRENDER_CLAIM-C0-20230601,9011283208,SURRENDER_CLAIM,0561,,0,RC-9011283208-1-DISBURSEMENT_CLAIM-C0-20230525,13650.0,7,Y,CROSS_CLAIM,INFERRED
RC-9015000466-1-SURRENDER_CLAIM-C5-20230106,9015000466,SURRENDER_CLAIM,,,5,RC-9015000466-1-DISBURSEMENT_CLAIM-C0-20230112,41.37,6,Y,CROSS_CLAIM,LOW_CONFIDENCE
