reconstructed_claim_id,policy_number,claim_family,chain_status,funding_total,offset_total,payout_total,orphan_reason,allow_delayed_disbursement,confidence_level
RC-9010744412-2-SURRENDER_CLAIM-C4-20220306,9010744412,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,217.2,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745456-2-SURRENDER_CLAIM-C0-20180315,9010745456,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,128.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745456-2-SURRENDER_CLAIM-C1-20190315,9010745456,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,128.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745456-2-SURRENDER_CLAIM-C2-20200315,9010745456,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,128.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745456-2-SURRENDER_CLAIM-C3-20210315,9010745456,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,128.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745456-2-SURRENDER_CLAIM-C4-20220315,9010745456,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,128.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745456-2-SURRENDER_CLAIM-C5-20230315,9010745456,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,128.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745456-2-SURRENDER_CLAIM-C6-20240315,9010745456,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,128.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745456-2-SURRENDER_CLAIM-C7-20250315,9010745456,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,128.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745456-2-SURRENDER_CLAIM-C8-20260315,9010745456,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,128.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745750-2-SURRENDER_CLAIM-C0-20180322,9010745750,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,125.75,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745750-2-SURRENDER_CLAIM-C1-20190322,9010745750,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,125.75,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745750-2-SURRENDER_CLAIM-C2-20200322,9010745750,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,125.75,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745750-2-SURRENDER_CLAIM-C3-20210322,9010745750,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,125.75,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745750-2-SURRENDER_CLAIM-C4-20220322,9010745750,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,125.75,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745750-2-SURRENDER_CLAIM-C5-20230322,9010745750,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,125.75,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745750-2-SURRENDER_CLAIM-C6-20240322,9010745750,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,125.75,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745750-2-SURRENDER_CLAIM-C7-20250322,9010745750,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,125.75,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745750-2-SURRENDER_CLAIM-C8-20260322,9010745750,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,125.75,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745751-2-SURRENDER_CLAIM-C0-20180322,9010745751,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,335.45,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745751-2-SURRENDER_CLAIM-C1-20190322,9010745751,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,335.45,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745751-2-SURRENDER_CLAIM-C2-20200322,9010745751,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,335.45,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745751-2-SURRENDER_CLAIM-C3-20210322,9010745751,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,335.45,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745751-2-SURRENDER_CLAIM-C4-20220322,9010745751,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,335.45,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745751-2-SURRENDER_CLAIM-C5-20230322,9010745751,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,335.45,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745751-2-SURRENDER_CLAIM-C6-20240322,9010745751,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,335.45,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745751-2-SURRENDER_CLAIM-C7-20250322,9010745751,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,335.45,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010745751-2-SURRENDER_CLAIM-C8-20260322,9010745751,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,335.45,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010746005-2-SURRENDER_CLAIM-C0-20180325,9010746005,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,179.35,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010746005-2-SURRENDER_CLAIM-C1-20190325,9010746005,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,179.35,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010746005-2-SURRENDER_CLAIM-C2-20200325,9010746005,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,179.35,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010746005-2-SURRENDER_CLAIM-C3-20210325,9010746005,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,179.35,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010746005-2-SURRENDER_CLAIM-C4-20220325,9010746005,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,179.35,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010746005-2-SURRENDER_CLAIM-C5-20230103,9010746005,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,5195.45,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010746424-2-SURRENDER_CLAIM-C0-20180328,9010746424,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,188.1,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010746424-2-SURRENDER_CLAIM-C1-20190328,9010746424,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,188.1,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010746424-2-SURRENDER_CLAIM-C2-20200328,9010746424,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,8946.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010746846-1-SURRENDER_CLAIM-C0-20200328,9010746846,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,292.66,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010746846-2-SURRENDER_CLAIM-C0-20200328,9010746846,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,271.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010746846-2-SURRENDER_CLAIM-C1-20210328,9010746846,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,271.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010746846-2-SURRENDER_CLAIM-C2-20220328,9010746846,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,271.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010746846-2-SURRENDER_CLAIM-C3-20230328,9010746846,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,271.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010746846-2-SURRENDER_CLAIM-C4-20240328,9010746846,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,271.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010746846-2-SURRENDER_CLAIM-C5-20250328,9010746846,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,271.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010746846-2-SURRENDER_CLAIM-C6-20260328,9010746846,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,271.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010747186-2-SURRENDER_CLAIM-C0-20180407,9010747186,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,847.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010747186-2-SURRENDER_CLAIM-C1-20190407,9010747186,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,847.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010747186-2-SURRENDER_CLAIM-C2-20200407,9010747186,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,847.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010747186-2-SURRENDER_CLAIM-C3-20210407,9010747186,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,847.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010747186-2-SURRENDER_CLAIM-C4-20220407,9010747186,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,847.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010747186-2-SURRENDER_CLAIM-C5-20230227,9010747186,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,71498.84,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010747241-2-SURRENDER_CLAIM-C0-20180408,9010747241,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,351.2,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010747243-1-SURRENDER_CLAIM-C0-20200825,9010747243,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,96407.22,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010747320-1-SURRENDER_CLAIM-C0-20171229,9010747320,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,72.59,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010747320-1-SURRENDER_CLAIM-C1-20180706,9010747320,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,34.8,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010747320-1-SURRENDER_CLAIM-C2-20181106,9010747320,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,12.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010747320-1-SURRENDER_CLAIM-C3-20190307,9010747320,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,12.79,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010747320-1-SURRENDER_CLAIM-C4-20190709,9010747320,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,1.91,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010747636-1-SURRENDER_CLAIM-C0-20230410,9010747636,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,145.52,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010747636-3-SURRENDER_CLAIM-C0-20230410,9010747636,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,134.75,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010747636-3-SURRENDER_CLAIM-C1-20240410,9010747636,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,134.75,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010747636-3-SURRENDER_CLAIM-C2-20250410,9010747636,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,134.75,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010747636-3-SURRENDER_CLAIM-C3-20260410,9010747636,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,134.75,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748070-2-SURRENDER_CLAIM-C0-20180520,9010748070,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,155.75,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748073-1-SURRENDER_CLAIM-C0-20180123,9010748073,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,67356.66,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748300-1-SURRENDER_CLAIM-C0-20171227,9010748300,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,426.85,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748300-1-SURRENDER_CLAIM-C1-20180312,9010748300,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,17742.16,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748334-2-SURRENDER_CLAIM-C0-20180415,9010748334,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,114.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748334-2-SURRENDER_CLAIM-C1-20190415,9010748334,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,114.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748334-2-SURRENDER_CLAIM-C2-20200415,9010748334,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,114.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748334-2-SURRENDER_CLAIM-C3-20210415,9010748334,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,114.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748334-2-SURRENDER_CLAIM-C4-20220415,9010748334,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,114.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748334-2-SURRENDER_CLAIM-C5-20230415,9010748334,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,114.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748334-2-SURRENDER_CLAIM-C6-20240415,9010748334,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,114.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748334-2-SURRENDER_CLAIM-C7-20250415,9010748334,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,114.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748334-2-SURRENDER_CLAIM-C8-20260415,9010748334,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,114.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748335-2-SURRENDER_CLAIM-C0-20180415,9010748335,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,164.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748335-2-SURRENDER_CLAIM-C1-20190415,9010748335,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,164.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748335-2-SURRENDER_CLAIM-C2-20200415,9010748335,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,164.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748335-2-SURRENDER_CLAIM-C3-20210415,9010748335,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,164.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748335-2-SURRENDER_CLAIM-C4-20220415,9010748335,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,164.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748335-2-SURRENDER_CLAIM-C5-20230415,9010748335,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,164.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748335-2-SURRENDER_CLAIM-C6-20240415,9010748335,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,164.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748335-2-SURRENDER_CLAIM-C7-20250415,9010748335,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,164.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748335-2-SURRENDER_CLAIM-C8-20260415,9010748335,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,164.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748404-2-SURRENDER_CLAIM-C0-20180415,9010748404,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,369.7,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748432-2-SURRENDER_CLAIM-C0-20190128,9010748432,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,23307.92,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748556-2-SURRENDER_CLAIM-C0-20180421,9010748556,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,121.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748556-2-SURRENDER_CLAIM-C1-20190421,9010748556,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,121.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748556-2-SURRENDER_CLAIM-C2-20200421,9010748556,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,121.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748556-2-SURRENDER_CLAIM-C3-20210421,9010748556,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,121.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748556-2-SURRENDER_CLAIM-C4-20220421,9010748556,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,121.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748556-2-SURRENDER_CLAIM-C5-20230421,9010748556,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,121.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748556-2-SURRENDER_CLAIM-C6-20240421,9010748556,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,121.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748556-2-SURRENDER_CLAIM-C7-20250421,9010748556,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,121.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010748556-2-SURRENDER_CLAIM-C8-20260421,9010748556,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,121.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749038-2-SURRENDER_CLAIM-C0-20180425,9010749038,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,226.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749038-2-SURRENDER_CLAIM-C1-20190425,9010749038,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,226.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749038-2-SURRENDER_CLAIM-C2-20200425,9010749038,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,226.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749038-2-SURRENDER_CLAIM-C3-20210425,9010749038,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,226.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749038-2-SURRENDER_CLAIM-C4-20220425,9010749038,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,226.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749038-2-SURRENDER_CLAIM-C5-20230425,9010749038,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,226.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749038-2-SURRENDER_CLAIM-C6-20240425,9010749038,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,226.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749038-2-SURRENDER_CLAIM-C7-20250425,9010749038,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,226.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749042-3-SURRENDER_CLAIM-C0-20180425,9010749042,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,146.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749042-3-SURRENDER_CLAIM-C1-20190425,9010749042,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,146.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749042-3-SURRENDER_CLAIM-C2-20200225,9010749042,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,7591.42,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749053-1-SURRENDER_CLAIM-C0-20180424,9010749053,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,657.54,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749053-1-SURRENDER_CLAIM-C1-20190424,9010749053,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,1998.65,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749053-1-SURRENDER_CLAIM-C2-20200424,9010749053,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,2013.63,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749053-1-SURRENDER_CLAIM-C3-20210424,9010749053,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,2021.45,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749053-1-SURRENDER_CLAIM-C4-20220424,9010749053,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,2525.44,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749401-1-SURRENDER_CLAIM-C0-20171201,9010749401,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,988.36,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749401-1-SURRENDER_CLAIM-C1-20180501,9010749401,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,6863.73,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749401-1-SURRENDER_CLAIM-C2-20181019,9010749401,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,5295.7,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749401-1-SURRENDER_CLAIM-C3-20190724,9010749401,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,1126.01,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749401-1-SURRENDER_CLAIM-C4-20190924,9010749401,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,0.0,959.7,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749459-2-SURRENDER_CLAIM-C0-20200420,9010749459,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,12787.79,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749463-2-SURRENDER_CLAIM-C0-20180424,9010749463,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,321.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749463-2-SURRENDER_CLAIM-C1-20190424,9010749463,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,321.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749463-2-SURRENDER_CLAIM-C2-20200424,9010749463,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,321.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749463-2-SURRENDER_CLAIM-C3-20210424,9010749463,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,321.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749463-2-SURRENDER_CLAIM-C4-20220424,9010749463,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,321.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749463-2-SURRENDER_CLAIM-C5-20230424,9010749463,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,321.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749463-2-SURRENDER_CLAIM-C6-20240424,9010749463,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,321.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749463-2-SURRENDER_CLAIM-C7-20250424,9010749463,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,321.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749463-2-SURRENDER_CLAIM-C8-20260424,9010749463,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,321.5,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749842-2-SURRENDER_CLAIM-C0-20180615,9010749842,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,263.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749842-2-SURRENDER_CLAIM-C1-20190615,9010749842,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,263.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749842-2-SURRENDER_CLAIM-C2-20200615,9010749842,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,263.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749842-2-SURRENDER_CLAIM-C3-20210615,9010749842,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,263.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749842-2-SURRENDER_CLAIM-C4-20220615,9010749842,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,263.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749842-2-SURRENDER_CLAIM-C5-20230615,9010749842,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,263.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749842-2-SURRENDER_CLAIM-C6-20240615,9010749842,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,263.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749842-2-SURRENDER_CLAIM-C7-20250615,9010749842,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,263.0,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749843-3-SURRENDER_CLAIM-C0-20180615,9010749843,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,287.25,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
RC-9010749843-3-SURRENDER_CLAIM-C1-20190615,9010749843,SURRENDER_CLAIM,FUNDED_NO_DISBURSEMENT,287.25,0.0,0.0,Funding/offset without payout linkage,Y,INFERRED
