reconstructed_claim_id,policy_number,claim_family,payout_event_count,payout_total,funding_total,staged_settlement_flag,beneficiary_distribution_ready,confidence_level,notes
RC-9010150910-1-DEATH_CLAIM-C0-20200423,9010150910,DEATH_CLAIM,4,1134.57,1000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010799472-1-DEATH_CLAIM-C0-20180107,9010799472,DEATH_CLAIM,6,20255.35,20245.2,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010799821-1-DEATH_CLAIM-C0-20210602,9010799821,DEATH_CLAIM,4,16647.17,16647.17,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010799895-1-DEATH_CLAIM-C0-20181225,9010799895,DEATH_CLAIM,2,5000.0,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010801398-1-DEATH_CLAIM-C0-20230317,9010801398,DEATH_CLAIM,2,29306.86,29267.33,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010801734-1-DEATH_CLAIM-C0-20200922,9010801734,DEATH_CLAIM,3,14694.65,14694.65,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010801734-1-DEATH_CLAIM-C1-20210526,9010801734,DEATH_CLAIM,2,7347.34,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010803025-1-DEATH_CLAIM-C0-20211027,9010803025,DEATH_CLAIM,2,17499.78,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010803673-1-DEATH_CLAIM-C0-20200417,9010803673,DEATH_CLAIM,2,25000.0,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010805039-1-DEATH_CLAIM-C0-20190501,9010805039,DEATH_CLAIM,4,11054.1,11054.1,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010805370-1-DEATH_CLAIM-C0-20230311,9010805370,DEATH_CLAIM,2,25026.07,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010805394-1-DEATH_CLAIM-C0-20200321,9010805394,DEATH_CLAIM,2,18394.0,18394.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010806155-1-DEATH_CLAIM-C0-20201010,9010806155,DEATH_CLAIM,2,10300.0,10300.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010806651-1-DEATH_CLAIM-C0-20210501,9010806651,DEATH_CLAIM,2,25016.89,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010806653-1-DISBURSEMENT_CLAIM-C0-20221115,9010806653,DISBURSEMENT_CLAIM,2,50.86,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010807844-1-DEATH_CLAIM-C0-20210601,9010807844,DEATH_CLAIM,3,10059.24,10059.24,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010808721-1-DEATH_CLAIM-C0-20210731,9010808721,DEATH_CLAIM,2,13518.31,13510.95,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010808901-1-DEATH_CLAIM-C0-20210221,9010808901,DEATH_CLAIM,2,25037.73,25037.73,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010809309-1-DEATH_CLAIM-C0-20180127,9010809309,DEATH_CLAIM,2,17102.86,17089.86,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010809734-1-DEATH_CLAIM-C0-20200818,9010809734,DEATH_CLAIM,2,25007.16,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010809932-1-DEATH_CLAIM-C0-20190828,9010809932,DEATH_CLAIM,3,75359.02,75359.02,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010810504-1-DEATH_CLAIM-C0-20220824,9010810504,DEATH_CLAIM,2,24284.16,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010811157-1-DEATH_CLAIM-C0-20190807,9010811157,DEATH_CLAIM,4,4508.08,4508.08,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010811204-1-DEATH_CLAIM-C0-20230824,9010811204,DEATH_CLAIM,2,19623.04,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010811306-1-DEATH_CLAIM-C0-20210308,9010811306,DEATH_CLAIM,2,10867.78,10867.78,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010811652-1-DEATH_CLAIM-C0-20180501,9010811652,DEATH_CLAIM,2,15000.0,15000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010813387-1-DEATH_CLAIM-C0-20260227,9010813387,DEATH_CLAIM,2,33451.76,33451.76,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010813391-1-DEATH_CLAIM-C0-20220408,9010813391,DEATH_CLAIM,5,14642.33,14642.33,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010814552-1-DEATH_CLAIM-C0-20180429,9010814552,DEATH_CLAIM,3,45813.39,15205.81,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010814933-1-DEATH_CLAIM-C0-20181210,9010814933,DEATH_CLAIM,3,17036.72,17036.72,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010814971-1-DEATH_CLAIM-C0-20180324,9010814971,DEATH_CLAIM,3,8671.57,8564.12,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010816070-1-DEATH_CLAIM-C0-20230329,9010816070,DEATH_CLAIM,4,16240.71,16240.71,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010816224-1-DEATH_CLAIM-C0-20190722,9010816224,DEATH_CLAIM,4,6215.92,6178.54,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010817091-1-DEATH_CLAIM-C0-20191106,9010817091,DEATH_CLAIM,2,5927.9,5927.9,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010817345-1-DEATH_CLAIM-C0-20191008,9010817345,DEATH_CLAIM,3,25000.0,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010817500-1-DEATH_CLAIM-C0-20201018,9010817500,DEATH_CLAIM,2,10000.0,10000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010822225-1-DEATH_CLAIM-C0-20210717,9010822225,DEATH_CLAIM,3,9187.59,9187.59,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010823868-1-DEATH_CLAIM-C0-20200227,9010823868,DEATH_CLAIM,2,6384.28,6384.28,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010827014-1-DEATH_CLAIM-C0-20210615,9010827014,DEATH_CLAIM,3,25000.0,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010828602-1-DEATH_CLAIM-C0-20240714,9010828602,DEATH_CLAIM,2,14158.62,14143.16,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010829587-1-DEATH_CLAIM-C0-20181221,9010829587,DEATH_CLAIM,2,10696.11,10665.03,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010830310-1-DEATH_CLAIM-C0-20190512,9010830310,DEATH_CLAIM,2,25000.0,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010832681-1-DEATH_CLAIM-C0-20220109,9010832681,DEATH_CLAIM,2,21790.6,32651.5,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010833740-1-DEATH_CLAIM-C0-20210103,9010833740,DEATH_CLAIM,7,7781.31,7781.31,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010834690-1-DEATH_CLAIM-C0-20240928,9010834690,DEATH_CLAIM,2,10483.16,11957.2,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010834719-1-DEATH_CLAIM-C0-20180807,9010834719,DEATH_CLAIM,7,227457.2,150000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010835891-1-DEATH_CLAIM-C0-20240517,9010835891,DEATH_CLAIM,3,25350.37,25292.49,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010836057-1-DEATH_CLAIM-C0-20200121,9010836057,DEATH_CLAIM,5,15813.6,15789.22,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010836265-1-DEATH_CLAIM-C0-20230801,9010836265,DEATH_CLAIM,2,25060.38,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010836547-1-DEATH_CLAIM-C0-20180127,9010836547,DEATH_CLAIM,2,25273.96,25123.57,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010837522-1-DISBURSEMENT_CLAIM-C0-20181015,9010837522,DISBURSEMENT_CLAIM,3,7548.42,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010838364-1-DEATH_CLAIM-C0-20230307,9010838364,DEATH_CLAIM,4,25157.59,25099.39,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010840776-1-DEATH_CLAIM-C0-20180920,9010840776,DEATH_CLAIM,2,10000.0,10000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010840780-1-DEATH_CLAIM-C0-20190928,9010840780,DEATH_CLAIM,3,6176.57,6176.57,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010841063-1-DEATH_CLAIM-C0-20180317,9010841063,DEATH_CLAIM,2,12559.2,12559.2,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010841424-1-DEATH_CLAIM-C0-20200220,9010841424,DEATH_CLAIM,4,5859.28,5859.28,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010841470-1-DEATH_CLAIM-C0-20220202,9010841470,DEATH_CLAIM,4,10933.78,10933.78,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010841471-1-DEATH_CLAIM-C0-20200128,9010841471,DEATH_CLAIM,2,14630.48,7315.24,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010842291-1-DEATH_CLAIM-C0-20210915,9010842291,DEATH_CLAIM,2,18337.29,50000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010842291-1-DEATH_CLAIM-C1-20211130,9010842291,DEATH_CLAIM,2,18322.35,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010842969-1-DEATH_CLAIM-C0-20180415,9010842969,DEATH_CLAIM,2,5226.18,5221.15,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010845863-1-DISBURSEMENT_CLAIM-C0-20240726,9010845863,DISBURSEMENT_CLAIM,2,30.32,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010846459-1-DEATH_CLAIM-C0-20181231,9010846459,DEATH_CLAIM,8,25693.07,19029.86,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010846459-1-DISBURSEMENT_CLAIM-C0-20190222,9010846459,DISBURSEMENT_CLAIM,2,6423.26,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010847466-1-DEATH_CLAIM-C0-20190402,9010847466,DEATH_CLAIM,5,25171.89,25102.57,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010847488-1-DEATH_CLAIM-C0-20231105,9010847488,DEATH_CLAIM,4,10285.28,10269.5,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010847570-1-DEATH_CLAIM-C0-20220113,9010847570,DEATH_CLAIM,4,57657.05,90200.7,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010848085-1-DEATH_CLAIM-C0-20211114,9010848085,DEATH_CLAIM,2,10083.36,10083.36,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010850270-1-DEATH_CLAIM-C0-20180127,9010850270,DEATH_CLAIM,2,10065.1,10065.1,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010850533-1-DEATH_CLAIM-C0-20240919,9010850533,DEATH_CLAIM,2,32002.35,31953.09,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010851577-1-DEATH_CLAIM-C0-20190423,9010851577,DEATH_CLAIM,2,9304.5,9304.5,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010853288-1-DEATH_CLAIM-C0-20210103,9010853288,DEATH_CLAIM,5,2647.36,2647.36,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010854364-1-DEATH_CLAIM-C0-20201216,9010854364,DEATH_CLAIM,2,6745.27,6737.64,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010856188-1-DEATH_CLAIM-C0-20240306,9010856188,DEATH_CLAIM,2,22694.4,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010858489-1-DEATH_CLAIM-C0-20240901,9010858489,DEATH_CLAIM,2,64449.23,63000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010858907-1-DEATH_CLAIM-C0-20180120,9010858907,DEATH_CLAIM,4,25023.5,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010859462-1-DEATH_CLAIM-C0-20201118,9010859462,DEATH_CLAIM,4,16877.14,16554.56,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010860471-1-DEATH_CLAIM-C0-20231207,9010860471,DEATH_CLAIM,2,18257.8,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010860472-1-DEATH_CLAIM-C0-20210129,9010860472,DEATH_CLAIM,2,34257.45,50000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010860900-1-DEATH_CLAIM-C0-20190331,9010860900,DEATH_CLAIM,2,8565.53,8543.38,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010872417-1-DEATH_CLAIM-C0-20220928,9010872417,DEATH_CLAIM,2,25556.58,25533.9,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010879203-1-DEATH_CLAIM-C0-20230621,9010879203,DEATH_CLAIM,2,20208.33,19934.51,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010880225-1-DEATH_CLAIM-C0-20220116,9010880225,DEATH_CLAIM,2,8155.54,8147.26,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010882195-1-DISBURSEMENT_CLAIM-C0-20180405,9010882195,DISBURSEMENT_CLAIM,2,47.69,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010888232-1-DEATH_CLAIM-C0-20190325,9010888232,DEATH_CLAIM,2,5000.0,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010891075-1-DEATH_CLAIM-C0-20220220,9010891075,DEATH_CLAIM,2,36938.36,50000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010892693-1-DEATH_CLAIM-C0-20191121,9010892693,DEATH_CLAIM,2,20005.14,20000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010894951-1-DEATH_CLAIM-C0-20230331,9010894951,DEATH_CLAIM,2,28885.74,43299.62,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010895675-1-DEATH_CLAIM-C0-20230317,9010895675,DEATH_CLAIM,2,25124.31,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010896924-1-DEATH_CLAIM-C0-20250917,9010896924,DEATH_CLAIM,4,24642.7,24560.66,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010900142-1-DEATH_CLAIM-C0-20241209,9010900142,DEATH_CLAIM,6,7142.8,7142.8,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010900144-1-DEATH_CLAIM-C0-20230331,9010900144,DEATH_CLAIM,2,12926.8,32317.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010900145-1-DEATH_CLAIM-C0-20190527,9010900145,DEATH_CLAIM,4,11483.98,11480.64,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010901824-1-DEATH_CLAIM-C0-20250917,9010901824,DEATH_CLAIM,2,19978.22,19978.22,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010905677-1-DEATH_CLAIM-C1-20230405,9010905677,DEATH_CLAIM,3,9253.95,3.49,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010913101-1-DEATH_CLAIM-C0-20181223,9010913101,DEATH_CLAIM,2,10732.11,10720.53,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010913253-1-DEATH_CLAIM-C0-20180505,9010913253,DEATH_CLAIM,2,9406.44,9377.88,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010914301-1-DEATH_CLAIM-C0-20210830,9010914301,DEATH_CLAIM,2,25019.98,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010914301-1-DEATH_CLAIM-C1-20220929,9010914301,DEATH_CLAIM,2,25019.98,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010914384-1-DEATH_CLAIM-C0-20180805,9010914384,DEATH_CLAIM,3,7527.15,7527.15,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010915619-1-DEATH_CLAIM-C0-20200520,9010915619,DEATH_CLAIM,2,25008.43,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010917172-1-DEATH_CLAIM-C0-20230408,9010917172,DEATH_CLAIM,2,30000.0,30000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010917600-1-DEATH_CLAIM-C0-20190718,9010917600,DEATH_CLAIM,2,24314.62,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010924474-1-DEATH_CLAIM-C0-20250929,9010924474,DEATH_CLAIM,2,17694.15,17694.15,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010928495-1-DEATH_CLAIM-C0-20241003,9010928495,DEATH_CLAIM,4,21325.7,22809.29,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010929235-1-DEATH_CLAIM-C0-20181001,9010929235,DEATH_CLAIM,4,6453.56,4236.96,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010935366-1-DEATH_CLAIM-C0-20200223,9010935366,DEATH_CLAIM,2,30086.17,30000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010936381-1-DEATH_CLAIM-C0-20190908,9010936381,DEATH_CLAIM,2,10083.45,10080.36,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010936713-1-DEATH_CLAIM-C1-20210414,9010936713,DEATH_CLAIM,3,16721.52,44.19,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010941103-1-DEATH_CLAIM-C1-20221019,9010941103,DEATH_CLAIM,4,14569.48,734.74,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010941103-1-DISBURSEMENT_CLAIM-C0-20221031,9010941103,DISBURSEMENT_CLAIM,2,7681.92,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010947021-1-DEATH_CLAIM-C0-20180724,9010947021,DEATH_CLAIM,3,21770.0,21770.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010952069-1-DEATH_CLAIM-C0-20201203,9010952069,DEATH_CLAIM,4,17207.73,16844.72,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010958111-1-DEATH_CLAIM-C0-20240930,9010958111,DEATH_CLAIM,6,25000.0,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010958446-1-DEATH_CLAIM-C0-20240703,9010958446,DEATH_CLAIM,2,6230.7,6230.7,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010959302-1-DEATH_CLAIM-C0-20211008,9010959302,DEATH_CLAIM,3,15031.14,15031.14,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010960590-1-DEATH_CLAIM-C0-20191229,9010960590,DEATH_CLAIM,2,25011.38,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010968814-1-DEATH_CLAIM-C0-20250814,9010968814,DEATH_CLAIM,2,25370.66,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010969153-1-DEATH_CLAIM-C0-20230505,9010969153,DEATH_CLAIM,2,11066.82,11066.82,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010977876-1-DEATH_CLAIM-C0-20210621,9010977876,DEATH_CLAIM,2,16232.47,16232.47,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010984316-1-DEATH_CLAIM-C0-20200401,9010984316,DEATH_CLAIM,2,5007.85,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9010990148-1-DEATH_CLAIM-C0-20190326,9010990148,DEATH_CLAIM,3,9345.04,9345.04,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011000854-1-DEATH_CLAIM-C0-20221224,9011000854,DEATH_CLAIM,4,21521.6,80706.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011000854-1-DEATH_CLAIM-C1-20230502,9011000854,DEATH_CLAIM,2,10856.69,53899.89,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011014579-1-DISBURSEMENT_CLAIM-C1-20180327,9011014579,DISBURSEMENT_CLAIM,3,29.16,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011014579-1-DISBURSEMENT_CLAIM-C10-20241119,9011014579,DISBURSEMENT_CLAIM,3,35.51,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011014739-1-DEATH_CLAIM-C0-20180318,9011014739,DEATH_CLAIM,2,25018.21,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011015419-1-DEATH_CLAIM-C0-20210707,9011015419,DEATH_CLAIM,2,15837.36,15780.33,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011019414-1-DEATH_CLAIM-C0-20181110,9011019414,DEATH_CLAIM,2,4339.83,4339.83,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011025088-1-DEATH_CLAIM-C0-20191208,9011025088,DEATH_CLAIM,3,24661.83,24448.74,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011033416-1-DEATH_CLAIM-C0-20190205,9011033416,DEATH_CLAIM,2,12093.74,12065.92,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011036054-1-DEATH_CLAIM-C0-20240505,9011036054,DEATH_CLAIM,2,10000.0,10000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011040826-1-DEATH_CLAIM-C0-20200323,9011040826,DEATH_CLAIM,2,10394.19,15588.1,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011041120-1-DEATH_CLAIM-C0-20211015,9011041120,DEATH_CLAIM,4,25124.92,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011044131-1-DEATH_CLAIM-C0-20201122,9011044131,DEATH_CLAIM,3,25370.11,25327.35,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
