reconstructed_claim_id,policy_number,payee_distribution_status,payout_sequence,payout_code,payout_date,payout_amount,assigned_name_id,assigned_relate_code,assignment_basis,inferred_share_pct,confidence_level
RC-9010787147-1-DEATH_CLAIM-C0-20240218,9010787147,MULTI_BENEFICIARY_SPLIT,3,0094,20240218,5728.82,708629,PE,MULTI_BENEFICIARY_ORDER,20.00,HIGH_CONFIDENCE
RC-9010787147-1-DEATH_CLAIM-C0-20240218,9010787147,MULTI_BENEFICIARY_SPLIT,4,0094,20240218,5728.82,708630,PE,MULTI_BENEFICIARY_ORDER,20.00,HIGH_CONFIDENCE
RC-9010787147-1-DEATH_CLAIM-C0-20240218,9010787147,MULTI_BENEFICIARY_SPLIT,5,0094,20240218,5728.81,708631,PE,MULTI_BENEFICIARY_ORDER,20.00,HIGH_CONFIDENCE
RC-9010787390-1-DEATH_CLAIM-C0-20180727,9010787390,MULTI_BENEFICIARY_SPLIT,1,0094,20180727,6926.38,633263,PE,MULTI_BENEFICIARY_ORDER,,HIGH_CONFIDENCE
RC-9010787390-1-DEATH_CLAIM-C0-20180727,9010787390,MULTI_BENEFICIARY_SPLIT,2,0094,20180727,33132.46,637808,PE,MULTI_BENEFICIARY_ORDER,,HIGH_CONFIDENCE
RC-9010787511-1-DEATH_CLAIM-C0-20240415,9010787511,SINGLE_PAYEE_MATCH,1,0094,20240415,31832.34,712909,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010788197-1-DEATH_CLAIM-C0-20230509,9010788197,SINGLE_PAYEE_MATCH,1,0094,20230509,25076.71,712300,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010788421-1-DEATH_CLAIM-C0-20180304,9010788421,SINGLE_PAYEE_MATCH,1,0094,20180304,8455.82,708744,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010789095-1-DEATH_CLAIM-C0-20220511,9010789095,SINGLE_PAYEE_MATCH,1,0094,20220511,5000.0,600387,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010789348-1-DEATH_CLAIM-C0-20250516,9010789348,TRUSTEE_MANAGED_DISTRIBUTION,1,0094,20250516,8505.58,710994,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010789351-1-DEATH_CLAIM-C0-20250228,9010789351,SINGLE_PAYEE_MATCH,1,0094,20250228,53331.73,600406,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010789375-1-DEATH_CLAIM-C0-20200926,9010789375,MULTI_BENEFICIARY_SPLIT,1,0094,20200926,1740.11,39136,PE,MULTI_BENEFICIARY_ORDER,25.00,HIGH_CONFIDENCE
RC-9010789375-1-DEATH_CLAIM-C0-20200926,9010789375,MULTI_BENEFICIARY_SPLIT,2,0094,20200926,1740.11,710476,PE,MULTI_BENEFICIARY_ORDER,25.00,HIGH_CONFIDENCE
RC-9010789375-1-DEATH_CLAIM-C0-20200926,9010789375,MULTI_BENEFICIARY_SPLIT,3,0094,20200926,1740.11,710477,PE,MULTI_BENEFICIARY_ORDER,25.00,HIGH_CONFIDENCE
RC-9010789375-1-DEATH_CLAIM-C0-20200926,9010789375,MULTI_BENEFICIARY_SPLIT,4,0094,20200926,1740.1,710478,PE,MULTI_BENEFICIARY_ORDER,25.00,HIGH_CONFIDENCE
RC-9010789384-1-DEATH_CLAIM-C0-20180328,9010789384,SINGLE_PAYEE_MATCH,1,0094,20180328,33462.29,690173,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010789525-1-DEATH_CLAIM-C0-20221228,9010789525,SINGLE_PAYEE_MATCH,1,0094,20221228,14613.2,704105,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010789992-1-DEATH_CLAIM-C0-20241206,9010789992,SINGLE_PAYEE_MATCH,1,0094,20241206,25110.99,711794,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010790176-1-DEATH_CLAIM-C0-20240318,9010790176,TRUSTEE_MANAGED_DISTRIBUTION,1,0094,20240318,20000.0,712516,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010790543-1-DEATH_CLAIM-C0-20211110,9010790543,SINGLE_PAYEE_MATCH,1,0094,20211110,29479.09,696433,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010790755-1-DEATH_CLAIM-C0-20210826,9010790755,MULTI_BENEFICIARY_SPLIT,1,0094,20210826,2044.43,589801,PE,MULTI_BENEFICIARY_ORDER,25.00,HIGH_CONFIDENCE
RC-9010790755-1-DEATH_CLAIM-C0-20210826,9010790755,MULTI_BENEFICIARY_SPLIT,2,0094,20210826,2044.43,589802,PE,MULTI_BENEFICIARY_ORDER,25.00,HIGH_CONFIDENCE
RC-9010790755-1-DEATH_CLAIM-C0-20210826,9010790755,MULTI_BENEFICIARY_SPLIT,3,0094,20210826,2044.43,600494,PE,MULTI_BENEFICIARY_ORDER,25.00,HIGH_CONFIDENCE
RC-9010790755-1-DEATH_CLAIM-C0-20210826,9010790755,MULTI_BENEFICIARY_SPLIT,4,0094,20210826,2044.43,600573,PE,MULTI_BENEFICIARY_ORDER,25.00,HIGH_CONFIDENCE
RC-9010791078-1-DEATH_CLAIM-C0-20211222,9010791078,TRUSTEE_MANAGED_DISTRIBUTION,1,0094,20211222,7638.55,688020,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010791176-1-DEATH_CLAIM-C0-20180204,9010791176,SINGLE_PAYEE_MATCH,1,0094,20180204,12121.41,694179,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010791462-1-DEATH_CLAIM-C0-20211213,9010791462,SINGLE_PAYEE_MATCH,1,0094,20211213,5000.0,699055,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010791466-1-DEATH_CLAIM-C0-20190317,9010791466,SINGLE_PAYEE_MATCH,1,0094,20190317,6300.0,709339,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010792038-1-DEATH_CLAIM-C0-20180506,9010792038,SINGLE_PAYEE_MATCH,1,0094,20180506,12421.63,705370,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010792296-1-DEATH_CLAIM-C0-20200820,9010792296,SINGLE_PAYEE_MATCH,1,0094,20200820,7266.49,600608,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010792701-1-DEATH_CLAIM-C0-20191024,9010792701,SINGLE_PAYEE_MATCH,1,0094,20191024,10738.04,683554,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010792997-1-DEATH_CLAIM-C0-20220413,9010792997,SINGLE_PAYEE_MATCH,1,0094,20220413,11500.0,710216,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010793722-1-DEATH_CLAIM-C0-20191211,9010793722,MULTI_BENEFICIARY_SPLIT,1,0094,20191211,4827.33,600698,PE,MULTI_BENEFICIARY_ORDER,33.33,HIGH_CONFIDENCE
RC-9010793722-1-DEATH_CLAIM-C0-20191211,9010793722,MULTI_BENEFICIARY_SPLIT,2,0094,20191211,4827.33,709963,PE,MULTI_BENEFICIARY_ORDER,33.33,HIGH_CONFIDENCE
RC-9010793722-1-DEATH_CLAIM-C0-20191211,9010793722,MULTI_BENEFICIARY_SPLIT,3,0094,20191211,4827.32,709964,PE,MULTI_BENEFICIARY_ORDER,33.33,HIGH_CONFIDENCE
RC-9010793737-1-DEATH_CLAIM-C0-20210621,9010793737,SINGLE_PAYEE_MATCH,1,0094,20210621,11139.25,600702,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010794095-1-DEATH_CLAIM-C0-20221008,9010794095,SINGLE_PAYEE_MATCH,1,0094,20221008,16885.06,711945,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010794518-1-DEATH_CLAIM-C0-20190528,9010794518,SINGLE_PAYEE_MATCH,1,0094,20190528,8135.51,627639,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010794520-1-DEATH_CLAIM-C0-20180521,9010794520,MULTI_BENEFICIARY_SPLIT,1,0094,20180521,5000.0,600750,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010794520-1-DEATH_CLAIM-C0-20180521,9010794520,MULTI_BENEFICIARY_SPLIT,2,0094,20180521,16.0,702218,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010795047-1-DEATH_CLAIM-C0-20180620,9010795047,SINGLE_PAYEE_MATCH,1,0094,20180620,33704.04,600778,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010795612-1-DEATH_CLAIM-C0-20250224,9010795612,MULTI_BENEFICIARY_SPLIT,1,0094,20250224,6123.87,600825,PE,MULTI_BENEFICIARY_ORDER,50.00,HIGH_CONFIDENCE
RC-9010795612-1-DEATH_CLAIM-C0-20250224,9010795612,MULTI_BENEFICIARY_SPLIT,2,0094,20250224,6123.87,708788,PE,MULTI_BENEFICIARY_ORDER,50.00,HIGH_CONFIDENCE
RC-9010795890-1-DEATH_CLAIM-C0-20181126,9010795890,SINGLE_PAYEE_MATCH,1,0094,20181126,7749.41,709137,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010796325-1-DEATH_CLAIM-C0-20250323,9010796325,TRUSTEE_MANAGED_DISTRIBUTION,1,0094,20250323,9102.19,711804,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010796554-1-DEATH_CLAIM-C0-20231120,9010796554,SINGLE_PAYEE_MATCH,1,0094,20240104,6272.77,680352,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010796821-1-DEATH_CLAIM-C0-20180402,9010796821,SINGLE_PAYEE_MATCH,1,0094,20180402,11283.32,695246,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010797854-1-DEATH_CLAIM-C0-20200727,9010797854,SINGLE_PAYEE_MATCH,1,0094,20200727,11267.32,710738,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010797922-1-DEATH_CLAIM-C0-20210808,9010797922,SINGLE_PAYEE_MATCH,1,0094,20210808,8000.0,600959,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010798024-1-DEATH_CLAIM-C0-20250117,9010798024,MULTI_BENEFICIARY_SPLIT,1,0094,20250117,14001.99,709203,PE,MULTI_BENEFICIARY_ORDER,50.00,HIGH_CONFIDENCE
RC-9010798024-1-DEATH_CLAIM-C0-20250117,9010798024,MULTI_BENEFICIARY_SPLIT,2,0094,20250117,14002.0,709204,PE,MULTI_BENEFICIARY_ORDER,50.00,HIGH_CONFIDENCE
RC-9010798031-1-DEATH_CLAIM-C0-20191219,9010798031,SINGLE_PAYEE_MATCH,1,0094,20191219,40000.0,600968,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010798517-1-DEATH_CLAIM-C0-20240528,9010798517,SINGLE_PAYEE_MATCH,1,0094,20240528,25038.26,712908,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010799083-1-DEATH_CLAIM-C0-20190522,9010799083,MULTI_BENEFICIARY_SPLIT,1,0094,20190522,8030.0,680898,PE,MULTI_BENEFICIARY_ORDER,,HIGH_CONFIDENCE
RC-9010799083-1-DEATH_CLAIM-C0-20190522,9010799083,MULTI_BENEFICIARY_SPLIT,2,0094,20190522,16970.0,709415,PE,MULTI_BENEFICIARY_ORDER,,HIGH_CONFIDENCE
RC-9010799173-1-DEATH_CLAIM-C0-20191116,9010799173,SINGLE_PAYEE_MATCH,1,0094,20191116,9400.0,709886,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010799472-1-DEATH_CLAIM-C0-20180107,9010799472,TRUSTEE_MANAGED_DISTRIBUTION,1,0094,20180107,3375.89,694576,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010799472-1-DEATH_CLAIM-C0-20180107,9010799472,TRUSTEE_MANAGED_DISTRIBUTION,2,0094,20180107,3375.89,694576,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010799472-1-DEATH_CLAIM-C0-20180107,9010799472,TRUSTEE_MANAGED_DISTRIBUTION,3,0094,20180107,3375.89,694576,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010799472-1-DEATH_CLAIM-C0-20180107,9010799472,TRUSTEE_MANAGED_DISTRIBUTION,4,0094,20180107,3375.89,694576,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010799472-1-DEATH_CLAIM-C0-20180107,9010799472,TRUSTEE_MANAGED_DISTRIBUTION,5,0094,20180107,3375.9,694576,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010799472-1-DEATH_CLAIM-C0-20180107,9010799472,TRUSTEE_MANAGED_DISTRIBUTION,6,0094,20180107,3375.89,694576,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010799821-1-DEATH_CLAIM-C0-20210602,9010799821,TRUSTEE_MANAGED_DISTRIBUTION,1,0094,20210602,4161.79,704476,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010799821-1-DEATH_CLAIM-C0-20210602,9010799821,TRUSTEE_MANAGED_DISTRIBUTION,2,0094,20210602,4161.8,704476,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010799821-1-DEATH_CLAIM-C0-20210602,9010799821,TRUSTEE_MANAGED_DISTRIBUTION,3,0094,20210602,4161.79,704476,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010799821-1-DEATH_CLAIM-C0-20210602,9010799821,TRUSTEE_MANAGED_DISTRIBUTION,4,0094,20210602,4161.79,704476,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010799895-1-DEATH_CLAIM-C0-20181225,9010799895,MULTI_BENEFICIARY_SPLIT,1,0094,20181225,2500.0,601062,PE,MULTI_BENEFICIARY_ORDER,50.00,HIGH_CONFIDENCE
RC-9010799895-1-DEATH_CLAIM-C0-20181225,9010799895,MULTI_BENEFICIARY_SPLIT,2,0094,20181225,2500.0,709200,PE,MULTI_BENEFICIARY_ORDER,50.00,HIGH_CONFIDENCE
RC-9010800667-1-DEATH_CLAIM-C0-20181022,9010800667,TRUSTEE_MANAGED_DISTRIBUTION,1,0094,20181022,9218.66,360914,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010801398-1-DEATH_CLAIM-C0-20230317,9010801398,TRUSTEE_MANAGED_DISTRIBUTION,1,0094,20230317,14653.43,710038,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010801398-1-DEATH_CLAIM-C0-20230317,9010801398,TRUSTEE_MANAGED_DISTRIBUTION,2,0094,20230317,14653.43,710038,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010801399-1-DEATH_CLAIM-C0-20200405,9010801399,SINGLE_PAYEE_MATCH,1,0094,20200405,25093.96,589519,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010801734-1-DEATH_CLAIM-C0-20200922,9010801734,TRUSTEE_MANAGED_DISTRIBUTION,1,0094,20200922,3673.67,708795,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010801734-1-DEATH_CLAIM-C0-20200922,9010801734,TRUSTEE_MANAGED_DISTRIBUTION,2,0094,20200922,5510.49,708795,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010801734-1-DEATH_CLAIM-C0-20200922,9010801734,TRUSTEE_MANAGED_DISTRIBUTION,3,0094,20200922,5510.49,708795,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010801734-1-DEATH_CLAIM-C1-20210526,9010801734,TRUSTEE_MANAGED_DISTRIBUTION,1,0094,20210526,3673.67,708795,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010801734-1-DEATH_CLAIM-C1-20210526,9010801734,TRUSTEE_MANAGED_DISTRIBUTION,2,0094,20210526,3673.67,708795,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010802188-1-DEATH_CLAIM-C0-20200614,9010802188,TRUSTEE_MANAGED_DISTRIBUTION,1,0094,20200614,11112.47,709183,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010802627-1-DEATH_CLAIM-C0-20190319,9010802627,SINGLE_PAYEE_MATCH,1,0094,20190319,4740.45,701719,PE,EXPLICIT_PE,100.00,INFERRED
RC-9010802646-1-DEATH_CLAIM-C0-20220724,9010802646,SINGLE_PAYEE_MATCH,1,0094,20220724,11089.31,711854,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010803025-1-DEATH_CLAIM-C0-20211027,9010803025,MULTI_BENEFICIARY_SPLIT,1,0094,20211027,7086.13,601192,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010803025-1-DEATH_CLAIM-C0-20211027,9010803025,MULTI_BENEFICIARY_SPLIT,2,0094,20211027,10413.65,711261,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010803050-1-DEATH_CLAIM-C0-20240920,9010803050,SINGLE_PAYEE_MATCH,1,0094,20240920,12664.58,589579,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010803051-1-DEATH_CLAIM-C0-20220313,9010803051,SINGLE_PAYEE_MATCH,1,0094,20220313,28484.97,589586,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010803244-1-DEATH_CLAIM-C0-20180127,9010803244,TRUSTEE_MANAGED_DISTRIBUTION,1,0094,20180127,9831.54,590592,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010803673-1-DEATH_CLAIM-C0-20200417,9010803673,MULTI_BENEFICIARY_SPLIT,1,0094,20200417,8962.4,700999,PE,MULTI_BENEFICIARY_ORDER,,HIGH_CONFIDENCE
RC-9010803673-1-DEATH_CLAIM-C0-20200417,9010803673,MULTI_BENEFICIARY_SPLIT,2,0094,20200417,16037.6,703082,PE,MULTI_BENEFICIARY_ORDER,,HIGH_CONFIDENCE
RC-9010803770-1-DEATH_CLAIM-C0-20201002,9010803770,SINGLE_PAYEE_MATCH,1,0094,20201002,5019.36,655226,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010803964-1-DEATH_CLAIM-C0-20200226,9010803964,SINGLE_PAYEE_MATCH,1,0094,20200226,25266.29,706090,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010803993-1-DEATH_CLAIM-C0-20240625,9010803993,TRUSTEE_MANAGED_DISTRIBUTION,1,0094,20240625,15856.57,712561,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010804005-1-DEATH_CLAIM-C0-20240412,9010804005,SINGLE_PAYEE_MATCH,1,0094,20240412,25169.62,601270,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010804489-1-DEATH_CLAIM-C0-20240116,9010804489,SINGLE_PAYEE_MATCH,1,0094,20240116,8113.28,601276,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010804608-1-DEATH_CLAIM-C0-20210909,9010804608,SINGLE_PAYEE_MATCH,1,0094,20210909,6117.18,601280,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010805039-1-DEATH_CLAIM-C0-20190501,9010805039,MULTI_BENEFICIARY_SPLIT,1,0094,20190501,10304.47,601308,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010805039-1-DEATH_CLAIM-C0-20190501,9010805039,MULTI_BENEFICIARY_SPLIT,2,0094,20190501,249.88,709430,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010805039-1-DEATH_CLAIM-C0-20190501,9010805039,MULTI_BENEFICIARY_SPLIT,3,0094,20190501,249.88,709431,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010805039-1-DEATH_CLAIM-C0-20190501,9010805039,MULTI_BENEFICIARY_SPLIT,4,0094,20190501,249.87,709432,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010805370-1-DEATH_CLAIM-C0-20230311,9010805370,MULTI_BENEFICIARY_SPLIT,1,0094,20230311,11302.62,270262,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010805370-1-DEATH_CLAIM-C0-20230311,9010805370,MULTI_BENEFICIARY_SPLIT,2,0094,20230311,13723.45,703346,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010805394-1-DEATH_CLAIM-C0-20200321,9010805394,MULTI_BENEFICIARY_SPLIT,1,0094,20200321,7785.4,709430,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010805394-1-DEATH_CLAIM-C0-20200321,9010805394,MULTI_BENEFICIARY_SPLIT,2,0094,20200321,10608.6,710150,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010806082-1-DEATH_CLAIM-C0-20220412,9010806082,SINGLE_PAYEE_MATCH,1,0094,20220412,25018.82,591147,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010806155-1-DEATH_CLAIM-C0-20201010,9010806155,MULTI_BENEFICIARY_SPLIT,1,0094,20201010,8613.45,601395,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010806155-1-DEATH_CLAIM-C0-20201010,9010806155,MULTI_BENEFICIARY_SPLIT,2,0094,20201010,1686.55,705842,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010806651-1-DEATH_CLAIM-C0-20210501,9010806651,MULTI_BENEFICIARY_SPLIT,1,0094,20210501,8799.22,601372,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010806651-1-DEATH_CLAIM-C0-20210501,9010806651,MULTI_BENEFICIARY_SPLIT,2,0094,20210501,16217.67,645956,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010807378-1-DEATH_CLAIM-C0-20220529,9010807378,SINGLE_PAYEE_MATCH,1,0094,20220529,25002.17,705845,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010807516-1-DEATH_CLAIM-C0-20250602,9010807516,SINGLE_PAYEE_MATCH,1,0094,20250602,33624.06,601413,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010807698-1-DEATH_CLAIM-C0-20210524,9010807698,SINGLE_PAYEE_MATCH,1,0094,20210524,5080.15,711200,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010807720-1-DEATH_CLAIM-C0-20230105,9010807720,SINGLE_PAYEE_MATCH,1,0094,20230105,6127.22,601427,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010807842-1-DEATH_CLAIM-C0-20220303,9010807842,SINGLE_PAYEE_MATCH,1,0094,20220303,125000.0,591182,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010807844-1-DEATH_CLAIM-C0-20210601,9010807844,MULTI_BENEFICIARY_SPLIT,1,0094,20210601,6180.0,708301,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010807844-1-DEATH_CLAIM-C0-20210601,9010807844,MULTI_BENEFICIARY_SPLIT,2,0094,20210601,3030.0,708868,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010807844-1-DEATH_CLAIM-C0-20210601,9010807844,MULTI_BENEFICIARY_SPLIT,3,0094,20210601,849.24,710915,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010807868-1-DEATH_CLAIM-C0-20221206,9010807868,SINGLE_PAYEE_MATCH,1,0094,20221206,5000.0,690789,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010808361-1-DEATH_CLAIM-C0-20201220,9010808361,SINGLE_PAYEE_MATCH,1,0094,20201220,9405.28,709883,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010808721-1-DEATH_CLAIM-C0-20210731,9010808721,MULTI_BENEFICIARY_SPLIT,1,0094,20210731,10608.8,627639,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010808721-1-DEATH_CLAIM-C0-20210731,9010808721,MULTI_BENEFICIARY_SPLIT,2,0094,20210731,2909.51,711055,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010808901-1-DEATH_CLAIM-C0-20210221,9010808901,MULTI_BENEFICIARY_SPLIT,1,0094,20210221,12518.86,601497,PE,MULTI_BENEFICIARY_ORDER,50.00,HIGH_CONFIDENCE
RC-9010808901-1-DEATH_CLAIM-C0-20210221,9010808901,MULTI_BENEFICIARY_SPLIT,2,0094,20210221,12518.87,703966,PE,MULTI_BENEFICIARY_ORDER,50.00,HIGH_CONFIDENCE
RC-9010809309-1-DEATH_CLAIM-C0-20180127,9010809309,MULTI_BENEFICIARY_SPLIT,1,0094,20180127,7448.4,601526,PE,MULTI_BENEFICIARY_ORDER,,HIGH_CONFIDENCE
RC-9010809309-1-DEATH_CLAIM-C0-20180127,9010809309,MULTI_BENEFICIARY_SPLIT,2,0094,20180127,9654.46,708346,PE,MULTI_BENEFICIARY_ORDER,,HIGH_CONFIDENCE
RC-9010809311-1-DEATH_CLAIM-C0-20220507,9010809311,SINGLE_PAYEE_MATCH,1,0094,20220507,10070.96,601531,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010809333-1-DEATH_CLAIM-C0-20191205,9010809333,SINGLE_PAYEE_MATCH,1,0094,20191205,18108.03,601546,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010809734-1-DEATH_CLAIM-C0-20200818,9010809734,MULTI_BENEFICIARY_SPLIT,1,0094,20200818,11496.78,697927,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010809734-1-DEATH_CLAIM-C0-20200818,9010809734,MULTI_BENEFICIARY_SPLIT,2,0094,20200818,13510.38,710439,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010809930-1-DEATH_CLAIM-C0-20220329,9010809930,SINGLE_PAYEE_MATCH,1,0094,20220329,13070.65,706921,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010809932-1-DEATH_CLAIM-C0-20190828,9010809932,BENEFICIARY_INFERRED,1,0094,20190828,25113.36,707959,PE,INFERRED_CYCLIC,,INFERRED
RC-9010809932-1-DEATH_CLAIM-C0-20190828,9010809932,BENEFICIARY_INFERRED,2,0094,20190828,25132.3,707959,B1,INFERRED_CYCLIC,,INFERRED
RC-9010809932-1-DEATH_CLAIM-C0-20190828,9010809932,BENEFICIARY_INFERRED,3,0094,20191016,25113.36,707959,PE,INFERRED_CYCLIC,,INFERRED
RC-9010810504-1-DEATH_CLAIM-C0-20220824,9010810504,MULTI_BENEFICIARY_SPLIT,1,0094,20220824,7828.31,601598,PE,MULTI_BENEFICIARY_ORDER,,HIGH_CONFIDENCE
RC-9010810504-1-DEATH_CLAIM-C0-20220824,9010810504,MULTI_BENEFICIARY_SPLIT,2,0094,20220824,16455.85,703770,PE,MULTI_BENEFICIARY_ORDER,,HIGH_CONFIDENCE
