reconstructed_claim_id,policy_number,trustee_name_id,trustee_relate_code,payout_event_count,payout_total,trustee_managed_flag,payee_distribution_status,confidence_level
RC-9011138884-1-DEATH_CLAIM-C0-20190430,9011138884,211441,PW,3,15146.13,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011140521-1-DEATH_CLAIM-C0-20220204,9011140521,711417,PW,1,5000.0,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011144173-1-DEATH_CLAIM-C0-20200601,9011144173,706344,PW,1,10053.34,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011145715-1-DEATH_CLAIM-C0-20240718,9011145715,700657,PW,2,15594.1,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011146845-1-DEATH_CLAIM-C0-20190901,9011146845,380554,PW,1,3000.0,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011151285-1-DEATH_CLAIM-C0-20221112,9011151285,711277,PW,1,4201.38,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011151378-1-DEATH_CLAIM-C0-20180305,9011151378,701732,PW,1,5073.18,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011153148-1-DEATH_CLAIM-C0-20190301,9011153148,708822,PW,1,5012.77,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011154622-1-DEATH_CLAIM-C0-20210410,9011154622,709643,PW,1,5031.81,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011158638-1-DEATH_CLAIM-C0-20220722,9011158638,691470,PW,1,5007.93,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011159178-1-DEATH_CLAIM-C0-20181217,9011159178,704962,PW,2,5019.61,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011159295-1-DEATH_CLAIM-C0-20240403,9011159295,712036,PW,1,5162.26,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011159295-1-DEATH_CLAIM-C0-20240403,9011159295,712037,PW,1,5162.26,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011159295-1-DEATH_CLAIM-C0-20240403,9011159295,712038,PW,1,5162.26,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011159843-1-DEATH_CLAIM-C0-20211010,9011159843,710663,PW,2,10031.67,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011162200-1-DEATH_CLAIM-C0-20211216,9011162200,708004,PW,1,5000.0,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011163078-1-DEATH_CLAIM-C0-20220723,9011163078,710916,PW,1,5029.82,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011176239-1-DEATH_CLAIM-C0-20220422,9011176239,697196,PW,1,5007.95,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011178930-1-DEATH_CLAIM-C0-20201030,9011178930,526833,PW,2,5001.49,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011180586-1-DEATH_CLAIM-C0-20210626,9011180586,706098,PW,1,3483.63,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011181080-1-DEATH_CLAIM-C0-20240708,9011181080,710183,PW,1,1918.83,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011181080-1-DEATH_CLAIM-C0-20240708,9011181080,710184,PW,1,1918.83,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011182857-1-DEATH_CLAIM-C0-20220131,9011182857,711311,PW,4,25238.64,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011184576-1-DEATH_CLAIM-C0-20191216,9011184576,709707,PW,1,5012.3,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011184576-1-DEATH_CLAIM-C0-20191216,9011184576,709708,PW,1,5012.3,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011184993-1-DEATH_CLAIM-C0-20231225,9011184993,712534,PW,1,5018.72,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011185893-1-DEATH_CLAIM-C0-20220628,9011185893,698560,PW,1,3759.28,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011185893-1-DEATH_CLAIM-C0-20220628,9011185893,708151,PW,1,3759.28,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011187904-1-DEATH_CLAIM-C0-20190220,9011187904,705256,PW,1,5269.64,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011190599-1-DEATH_CLAIM-C0-20260330,9011190599,713557,PW,1,5005.01,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011191289-1-DEATH_CLAIM-C0-20250513,9011191289,699135,PW,1,8132.88,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011192032-1-DEATH_CLAIM-C0-20200711,9011192032,710229,PW,2,8398.32,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011192392-1-DEATH_CLAIM-C0-20230124,9011192392,712084,PW,1,10000.0,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011192392-1-DEATH_CLAIM-C0-20230124,9011192392,710792,PW,1,10000.0,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011193872-1-DEATH_CLAIM-C0-20231120,9011193872,711789,PW,1,10011.66,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011194161-1-DEATH_CLAIM-C0-20180427,9011194161,688959,PW,1,5036.89,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011194225-1-DEATH_CLAIM-C0-20211112,9011194225,706378,PW,1,7424.2,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011196134-1-DEATH_CLAIM-C0-20200314,9011196134,703602,PW,3,76963.55,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011196775-1-DEATH_CLAIM-C0-20221123,9011196775,710496,PW,1,10118.61,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011196775-1-DEATH_CLAIM-C0-20221123,9011196775,710497,PW,1,10118.61,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011198734-1-DEATH_CLAIM-C0-20240706,9011198734,712716,PW,1,10052.65,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011202182-1-DEATH_CLAIM-C0-20201224,9011202182,706131,PW,1,18930.09,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011203122-1-DEATH_CLAIM-C0-20250126,9011203122,712136,PW,1,5096.06,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011204292-1-DEATH_CLAIM-C0-20231213,9011204292,711265,PW,2,8013.5,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011204761-1-DEATH_CLAIM-C0-20180824,9011204761,706300,PW,1,10480.02,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011209963-1-DEATH_CLAIM-C0-20220922,9011209963,699727,PW,1,3208.14,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011209963-1-DEATH_CLAIM-C0-20220922,9011209963,699728,PW,1,3208.14,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011209963-1-DEATH_CLAIM-C0-20220922,9011209963,699726,PW,1,3208.14,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011212753-1-DEATH_CLAIM-C0-20180808,9011212753,627639,PW,1,5038.05,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011218020-1-DEATH_CLAIM-C0-20190725,9011218020,281292,PW,1,25098.85,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011229565-1-DEATH_CLAIM-C0-20200927,9011229565,565635,PW,1,15031.61,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011233593-1-DEATH_CLAIM-C0-20190520,9011233593,709417,PW,1,5021.7,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011246246-1-DEATH_CLAIM-C0-20221227,9011246246,625950,PW,2,17040.7,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011246246-1-DEATH_CLAIM-C1-20230322,9011246246,625950,PW,1,8483.41,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011260458-1-DEATH_CLAIM-C0-20190520,9011260458,709417,PW,1,5036.62,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011264375-1-DEATH_CLAIM-C0-20190415,9011264375,662046,PW,1,25108.67,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9011269384-1-DEATH_CLAIM-C0-20250220,9011269384,713066,PW,1,5069.6,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9015000341-1-DEATH_CLAIM-C0-20190614,9015000341,706829,PW,1,5201.97,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-9015000341-1-DEATH_CLAIM-C0-20190614,9015000341,706830,PW,1,5201.97,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-901ML8195-1-DEATH_CLAIM-C0-20201005,901ML8195,705559,PW,1,1136.6,Y,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE
RC-901ML8195-2-DEATH_CLAIM-C0-20201005,901ML8195,705559,PW,0,0.0,N,PAYEE_UNRESOLVED,LOW_CONFIDENCE
