reconstructed_claim_id,policy_number,payee_distribution_status,confidence_level,relationship_code_quality,payout_count_alignment,address_completeness,tax_id_completeness,confidence_rationale
RC-9010760865-1-DEATH_CLAIM-C0-20200505,9010760865,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010760872-1-DEATH_CLAIM-C0-20190309,9010760872,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010761874-1-DEATH_CLAIM-C0-20210731,9010761874,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010761882-1-DEATH_CLAIM-C0-20200722,9010761882,BENEFICIARY_INFERRED,INFERRED,STRONG,MISMATCH,Y,Y,Payee inferred from relationship priority or Phase 4 resolution
RC-9010761882-1-DEATH_CLAIM-C1-20201119,9010761882,PAYEE_UNRESOLVED,LOW_CONFIDENCE,STRONG,MISMATCH,Y,Y,No deterministic payee assignment available
RC-9010761943-1-DEATH_CLAIM-C0-20200109,9010761943,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9010762319-1-DEATH_CLAIM-C0-20240625,9010762319,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010762678-1-DEATH_CLAIM-C0-20190626,9010762678,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010763006-1-DEATH_CLAIM-C0-20231228,9010763006,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9010763450-1-DEATH_CLAIM-C0-20230825,9010763450,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010764120-1-DEATH_CLAIM-C0-20230821,9010764120,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010764121-1-DEATH_CLAIM-C0-20240817,9010764121,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010764339-1-DEATH_CLAIM-C0-20180217,9010764339,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010764348-1-DEATH_CLAIM-C0-20180920,9010764348,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010764374-1-DEATH_CLAIM-C0-20191206,9010764374,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010764376-1-DEATH_CLAIM-C0-20230217,9010764376,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010764400-1-DEATH_CLAIM-C0-20181116,9010764400,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010764812-1-DEATH_CLAIM-C0-20230809,9010764812,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010764834-1-DEATH_CLAIM-C0-20180326,9010764834,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9010764834-1-DEATH_CLAIM-C1-20180612,9010764834,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010764837-1-DEATH_CLAIM-C0-20241025,9010764837,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010764842-1-DEATH_CLAIM-C0-20220511,9010764842,BENEFICIARY_INFERRED,INFERRED,STRONG,MISMATCH,Y,Y,Payee inferred from relationship priority or Phase 4 resolution
RC-9010766910-1-DEATH_CLAIM-C0-20230726,9010766910,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010768069-1-DEATH_CLAIM-C0-20210614,9010768069,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010768069-1-DEATH_CLAIM-C1-20240411,9010768069,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010768069-1-DEATH_CLAIM-C2-20240926,9010768069,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010768207-1-DEATH_CLAIM-C0-20180828,9010768207,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010768339-1-DEATH_CLAIM-C0-20200103,9010768339,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010768503-1-DEATH_CLAIM-C0-20220417,9010768503,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010768629-1-DEATH_CLAIM-C0-20201016,9010768629,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9010768635-1-DEATH_CLAIM-C0-20191221,9010768635,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010769032-1-DEATH_CLAIM-C0-20200602,9010769032,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9010769176-1-DEATH_CLAIM-C0-20221003,9010769176,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010769227-1-DEATH_CLAIM-C0-20200419,9010769227,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010769714-1-DEATH_CLAIM-C0-20230404,9010769714,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010770571-1-DEATH_CLAIM-C0-20231009,9010770571,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010770580-1-DEATH_CLAIM-C0-20200630,9010770580,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010771111-1-DEATH_CLAIM-C0-20200430,9010771111,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010771352-1-DEATH_CLAIM-C0-20180802,9010771352,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010771580-1-DEATH_CLAIM-C0-20220406,9010771580,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9010771654-1-DEATH_CLAIM-C0-20240227,9010771654,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9010771662-1-DEATH_CLAIM-C0-20220923,9010771662,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010772683-1-DEATH_CLAIM-C0-20230618,9010772683,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9010773088-1-DEATH_CLAIM-C0-20190223,9010773088,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010774109-1-DEATH_CLAIM-C0-20201120,9010774109,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9010774484-1-DEATH_CLAIM-C0-20230706,9010774484,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010774773-1-DEATH_CLAIM-C0-20241104,9010774773,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010775323-1-DEATH_CLAIM-C0-20200925,9010775323,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010776002-1-DEATH_CLAIM-C0-20210306,9010776002,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010776157-1-DEATH_CLAIM-C0-20200116,9010776157,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010776442-1-DEATH_CLAIM-C0-20200806,9010776442,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010776445-1-DEATH_CLAIM-C0-20240603,9010776445,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010776555-1-DEATH_CLAIM-C0-20200203,9010776555,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010776653-1-DEATH_CLAIM-C0-20190302,9010776653,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010776672-1-DEATH_CLAIM-C0-20240610,9010776672,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010776814-1-DEATH_CLAIM-C0-20201029,9010776814,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010777043-1-DEATH_CLAIM-C0-20191019,9010777043,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,N,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9010777124-1-DEATH_CLAIM-C0-20231120,9010777124,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010777546-1-DEATH_CLAIM-C0-20231209,9010777546,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010777788-1-DEATH_CLAIM-C0-20181209,9010777788,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010777793-1-DEATH_CLAIM-C0-20230429,9010777793,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010778142-1-DEATH_CLAIM-C0-20190227,9010778142,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010778262-1-DEATH_CLAIM-C0-20190222,9010778262,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9010778262-1-DEATH_CLAIM-C1-20190604,9010778262,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010778299-1-DEATH_CLAIM-C0-20220904,9010778299,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010778474-1-DEATH_CLAIM-C0-20210508,9010778474,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010778519-1-DEATH_CLAIM-C0-20240729,9010778519,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010778635-1-DEATH_CLAIM-C0-20220521,9010778635,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010778834-1-DEATH_CLAIM-C0-20220624,9010778834,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010778841-1-DEATH_CLAIM-C0-20180326,9010778841,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,N,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9010778913-1-DEATH_CLAIM-C0-20190110,9010778913,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010778914-1-DEATH_CLAIM-C0-20190324,9010778914,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010779130-1-DEATH_CLAIM-C0-20190312,9010779130,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010779191-1-DEATH_CLAIM-C0-20191023,9010779191,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010779197-1-DEATH_CLAIM-C0-20250706,9010779197,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010779736-1-DEATH_CLAIM-C0-20201126,9010779736,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9010780000-1-DEATH_CLAIM-C0-20190802,9010780000,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010780003-1-DEATH_CLAIM-C0-20231018,9010780003,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010780003-1-DEATH_CLAIM-C1-20240619,9010780003,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010780050-1-DEATH_CLAIM-C0-20220714,9010780050,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010780403-1-DEATH_CLAIM-C0-20190722,9010780403,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010780411-1-DEATH_CLAIM-C0-20180202,9010780411,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010780791-1-DEATH_CLAIM-C0-20230127,9010780791,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010781117-1-DEATH_CLAIM-C0-20180616,9010781117,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010781775-1-DEATH_CLAIM-C0-20220304,9010781775,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010781863-1-DEATH_CLAIM-C0-20230125,9010781863,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010782018-1-DEATH_CLAIM-C0-20240916,9010782018,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010782357-1-DEATH_CLAIM-C0-20231225,9010782357,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010782592-1-DEATH_CLAIM-C0-20210427,9010782592,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010782822-1-DEATH_CLAIM-C0-20180711,9010782822,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010783086-1-DEATH_CLAIM-C0-20240518,9010783086,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010783102-1-DEATH_CLAIM-C0-20220114,9010783102,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010783502-1-DEATH_CLAIM-C0-20210919,9010783502,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9010783502-1-DEATH_CLAIM-C1-20220131,9010783502,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010783883-1-DEATH_CLAIM-C0-20201008,9010783883,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010784045-1-DEATH_CLAIM-C0-20180702,9010784045,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9010784074-1-DEATH_CLAIM-C0-20240614,9010784074,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010784250-1-DEATH_CLAIM-C0-20191011,9010784250,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010784372-1-DEATH_CLAIM-C0-20230120,9010784372,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010784529-1-DEATH_CLAIM-C0-20231210,9010784529,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9010784767-1-DEATH_CLAIM-C0-20190623,9010784767,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010784922-1-DEATH_CLAIM-C0-20191010,9010784922,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010784946-1-DEATH_CLAIM-C0-20210528,9010784946,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010785049-1-DEATH_CLAIM-C0-20200503,9010785049,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010785298-1-DEATH_CLAIM-C0-20191027,9010785298,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010785777-1-DEATH_CLAIM-C0-20180831,9010785777,SINGLE_PAYEE_MATCH,INFERRED,STRONG,MATCH,Y,N,Rule-based default payee distribution inference
RC-9010785932-1-DEATH_CLAIM-C0-20220408,9010785932,SINGLE_PAYEE_MATCH,INFERRED,STRONG,MATCH,Y,N,Rule-based default payee distribution inference
RC-9010786015-1-DEATH_CLAIM-C0-20241217,9010786015,SINGLE_PAYEE_MATCH,INFERRED,STRONG,MATCH,Y,N,Rule-based default payee distribution inference
RC-9010786152-0-DEATH_CLAIM-C0-20220621,9010786152,PAYEE_UNRESOLVED,LOW_CONFIDENCE,STRONG,MISMATCH,Y,Y,No deterministic payee assignment available
RC-9010786152-1-DEATH_CLAIM-C0-20220428,9010786152,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010786153-1-DEATH_CLAIM-C0-20200421,9010786153,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010786237-1-DEATH_CLAIM-C0-20241224,9010786237,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010786240-1-DEATH_CLAIM-C0-20190517,9010786240,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010786243-1-DEATH_CLAIM-C0-20200801,9010786243,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010786312-1-DEATH_CLAIM-C0-20230726,9010786312,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010786490-1-DEATH_CLAIM-C0-20180914,9010786490,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010786824-1-DEATH_CLAIM-C0-20210430,9010786824,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010786878-1-DEATH_CLAIM-C0-20241108,9010786878,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010786886-1-DEATH_CLAIM-C0-20201120,9010786886,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010787147-1-DEATH_CLAIM-C0-20240218,9010787147,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010787390-1-DEATH_CLAIM-C0-20180727,9010787390,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010787511-1-DEATH_CLAIM-C0-20240415,9010787511,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010788197-1-DEATH_CLAIM-C0-20230509,9010788197,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010788421-1-DEATH_CLAIM-C0-20180304,9010788421,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010789095-1-DEATH_CLAIM-C0-20220511,9010789095,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010789348-1-DEATH_CLAIM-C0-20250516,9010789348,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9010789351-1-DEATH_CLAIM-C0-20250228,9010789351,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010789375-1-DEATH_CLAIM-C0-20200926,9010789375,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010789384-1-DEATH_CLAIM-C0-20180328,9010789384,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010789525-1-DEATH_CLAIM-C0-20221228,9010789525,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010789992-1-DEATH_CLAIM-C0-20241206,9010789992,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010790176-1-DEATH_CLAIM-C0-20240318,9010790176,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9010790543-1-DEATH_CLAIM-C0-20211110,9010790543,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010790755-1-DEATH_CLAIM-C0-20210826,9010790755,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9010791078-1-DEATH_CLAIM-C0-20211222,9010791078,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9010791176-1-DEATH_CLAIM-C0-20180204,9010791176,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010791462-1-DEATH_CLAIM-C0-20211213,9010791462,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010791466-1-DEATH_CLAIM-C0-20190317,9010791466,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9010792038-1-DEATH_CLAIM-C0-20180506,9010792038,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
