LIFEPRO,MPOLICY,TYPE_CODE,SOURCE_FIELD,LP_NFO_CODE,MNFOPT,MDIVOPT,MSTATUS
9010486964,010486964C,BA,NON_FORFEITURE,4,0,4,53
9010487125,010487125C,BA,NON_FORFEITURE,4,0,4,22
9010487396,010487396C,BA,NON_FORFEITURE,4,0,4,22
9010488273,010488273C,BA,NON_FORFEITURE,4,0,4,22
9010488274,010488274C,BA,NON_FORFEITURE,4,0,4,53
9010489508,010489508C,BA,NON_FORFEITURE,4,0,4,53
9010494171,010494171C,BA,NON_FORFEITURE,4,0,4,55
9010495120,010495120C,BA,NON_FORFEITURE,4,0,4,41
9010495122,010495122C,BA,NON_FORFEITURE,5,0,4,22
9010497263,010497263C,BA,NON_FORFEITURE,4,0,1,22
9010497264,010497264C,BA,NON_FORFEITURE,5,0,1,22
9010497363,010497363C,BA,NON_FORFEITURE,4,2,0,57
9010497768,010497768C,BA,NON_FORFEITURE,4,0,3,53
9010498260,010498260C,BA,NON_FORFEITURE,4,0,4,53
9010499674,010499674C,BA,NON_FORFEITURE,4,0,4,53
9010499702,010499702C,BA,NON_FORFEITURE,4,0,4,53
9010501836,010501836C,BA,NON_FORFEITURE,4,0,4,53
9010502776,010502776C,BA,NON_FORFEITURE,4,0,0,22
9010502995,010502995C,BA,NON_FORFEITURE,4,2,4,44
9010502996,010502996C,BA,NON_FORFEITURE,4,2,4,57
9010503391,010503391C,BA,NON_FORFEITURE,4,0,3,22
9010503560,010503560C,BA,NON_FORFEITURE,4,0,0,55
9010505297,010505297C,BA,NON_FORFEITURE,4,0,0,55
9010505481,010505481C,BA,NON_FORFEITURE,5,3,4,45
9010506408,010506408C,BA,NON_FORFEITURE,4,0,4,22
9010506497,010506497C,BA,NON_FORFEITURE,4,0,4,22
9010506789,010506789C,BA,NON_FORFEITURE,4,3,0,53
9010510553,010510553C,BA,NON_FORFEITURE,4,3,4,45
9010510979,010510979C,BA,NON_FORFEITURE,4,0,4,22
9010511240,010511240C,BA,NON_FORFEITURE,4,0,4,53
9010511355,010511355C,BA,NON_FORFEITURE,4,0,4,53
9010511795,010511795C,BA,NON_FORFEITURE,5,0,4,22
9010512061,010512061C,BA,NON_FORFEITURE,4,0,4,57
9010513607,010513607C,BA,NON_FORFEITURE,4,0,4,41
9010515598,010515598C,BA,NON_FORFEITURE,4,0,4,53
9010516466,010516466C,BA,NON_FORFEITURE,4,3,0,45
9010517231,010517231C,BA,NON_FORFEITURE,4,0,4,53
9010518048,010518048C,BA,NON_FORFEITURE,4,0,4,22
9010518049,010518049C,BA,NON_FORFEITURE,4,0,4,22
9010518050,010518050C,BA,NON_FORFEITURE,4,0,4,53
9010518051,010518051C,BA,NON_FORFEITURE,4,0,4,22
9010518545,010518545C,BA,NON_FORFEITURE,4,0,4,41
9010521213,010521213C,BA,NON_FORFEITURE,4,0,4,41
9010521651,010521651C,BA,NON_FORFEITURE,4,0,4,53
9010523058,010523058C,BA,NON_FORFEITURE,4,0,4,55
9010524029,010524029C,BA,NON_FORFEITURE,4,2,1,57
9010525250,010525250C,BA,NON_FORFEITURE,4,2,4,44
9010526522,010526522C,BA,NON_FORFEITURE,4,2,0,57
9010526524,010526524C,BA,NON_FORFEITURE,4,0,4,55
9010526526,010526526C,BA,NON_FORFEITURE,4,0,4,53
9010527102,010527102C,BA,NON_FORFEITURE,4,0,4,22
9010527103,010527103C,BA,NON_FORFEITURE,4,0,4,22
9010529613,010529613C,BA,NON_FORFEITURE,4,0,4,22
9010529993,010529993C,BA,NON_FORFEITURE,4,0,4,22
9010538650,010538650C,BA,NON_FORFEITURE,4,2,0,57
9010539198,010539198C,BA,NON_FORFEITURE,4,0,4,55
9010540774,010540774C,BA,NON_FORFEITURE,4,0,4,22
9010540781,010540781C,BA,NON_FORFEITURE,4,0,1,22
9010541669,010541669C,BA,NON_FORFEITURE,4,2,4,44
9010543558,010543558C,BA,NON_FORFEITURE,4,0,4,22
9010543559,010543559C,BA,NON_FORFEITURE,4,0,4,22
9010545623,010545623C,BA,NON_FORFEITURE,4,0,4,41
9010546961,010546961C,BA,NON_FORFEITURE,4,0,4,55
9010546964,010546964C,BA,NON_FORFEITURE,4,0,4,22
9010547021,010547021C,BA,NON_FORFEITURE,4,0,4,22
9010547892,010547892C,BA,NON_FORFEITURE,4,0,4,22
9010549966,010549966C,BA,NON_FORFEITURE,5,0,0,53
9010550088,010550088C,BA,NON_FORFEITURE,4,0,4,22
9010550564,010550564C,BA,NON_FORFEITURE,4,0,4,53
9010552856,010552856C,BA,NON_FORFEITURE,4,0,4,22
9010556634,010556634C,BA,NON_FORFEITURE,5,0,1,41
9010556736,010556736C,BA,NON_FORFEITURE,4,3,0,45
9010557142,010557142C,BA,NON_FORFEITURE,4,0,4,55
9010559537,010559537C,BA,NON_FORFEITURE,4,0,4,55
9010560185,010560185C,BA,NON_FORFEITURE,4,0,4,22
9010565013,010565013C,BA,NON_FORFEITURE,4,0,4,22
9010576755,010576755C,BA,NON_FORFEITURE,4,2,4,44
9010578820,010578820C,BA,NON_FORFEITURE,4,3,0,53
9010580464,010580464C,BA,NON_FORFEITURE,4,3,0,53
9010580685,010580685C,BA,NON_FORFEITURE,4,0,4,22
9010581795,010581795C,BA,NON_FORFEITURE,4,0,4,55
9010590419,010590419C,BA,NON_FORFEITURE,4,0,4,22
9010591112,010591112C,BA,NON_FORFEITURE,4,3,0,45
9010598049,010598049C,BA,NON_FORFEITURE,4,0,4,22
9010598050,010598050C,BA,NON_FORFEITURE,4,0,4,22
9010607249,010607249C,BA,NON_FORFEITURE,4,0,4,53
9010615191,010615191C,BA,NON_FORFEITURE,4,0,4,22
9010615192,010615192C,BA,NON_FORFEITURE,4,0,4,22
9010713704,010713704C,BF,BF_NON_FORFEITURE,4,0,0,22
9010713705,010713705C,BF,BF_NON_FORFEITURE,4,0,0,22
9010713707,010713707C,BF,BF_NON_FORFEITURE,4,0,0,22
9010715467,010715467C,BF,BF_NON_FORFEITURE,4,0,0,22
9010716974,010716974C,BF,BF_NON_FORFEITURE,4,0,0,55
9010717034,010717034C,BF,BF_NON_FORFEITURE,4,0,0,22
9010721848,010721848C,BF,BF_NON_FORFEITURE,4,0,0,22
9010722345,010722345C,BF,BF_NON_FORFEITURE,4,0,0,55
9010722550,010722550C,BF,BF_NON_FORFEITURE,4,0,0,22
9010723524,010723524C,BF,BF_NON_FORFEITURE,4,0,0,22
9010724403,010724403C,BF,BF_NON_FORFEITURE,4,0,0,53
9010724510,010724510C,BF,BF_NON_FORFEITURE,4,0,0,22
9010726922,010726922C,BF,BF_NON_FORFEITURE,4,0,0,22
9010729500,010729500C,BF,BF_NON_FORFEITURE,4,0,0,22
9010730145,010730145C,BF,BF_NON_FORFEITURE,4,0,0,22
9010733564,010733564C,BF,BF_NON_FORFEITURE,4,0,0,22
9010737619,010737619C,BF,BF_NON_FORFEITURE,4,0,0,22
9010738161,010738161C,BF,BF_NON_FORFEITURE,3,3,0,22
9010738751,010738751C,BF,BF_NON_FORFEITURE,4,0,0,55
9010738752,010738752C,BF,BF_NON_FORFEITURE,4,0,0,55
9010738753,010738753C,BF,BF_NON_FORFEITURE,4,0,0,55
9010740836,010740836C,BF,BF_NON_FORFEITURE,4,0,0,53
9010742814,010742814C,BF,BF_NON_FORFEITURE,4,0,0,53
9010743832,010743832C,BF,BF_NON_FORFEITURE,4,0,0,22
9010744412,010744412C,BF,BF_NON_FORFEITURE,4,0,0,53
9010745811,010745811C,BF,BF_NON_FORFEITURE,4,0,0,53
9010746005,010746005C,BF,BF_NON_FORFEITURE,4,0,0,55
9010746424,010746424C,BF,BF_NON_FORFEITURE,4,0,0,55
9010747186,010747186C,BF,BF_NON_FORFEITURE,4,0,0,55
9010748073,010748073C,BF,BF_NON_FORFEITURE,4,0,0,22
9010748334,010748334C,BF,BF_NON_FORFEITURE,4,0,0,22
9010748335,010748335C,BF,BF_NON_FORFEITURE,4,0,0,22
9010748517,010748517C,BF,BF_NON_FORFEITURE,4,0,0,53
9010749042,010749042C,BF,BF_NON_FORFEITURE,4,0,0,55
9010749053,010749053C,BF,BF_NON_FORFEITURE,4,0,0,53
9010749459,010749459C,BF,BF_NON_FORFEITURE,4,0,0,55
9010749463,010749463C,BF,BF_NON_FORFEITURE,4,0,0,22
9010749628,010749628C,BF,BF_NON_FORFEITURE,4,3,0,45
9010752477,010752477C,BF,BF_NON_FORFEITURE,4,0,0,53
9010753687,010753687C,BF,BF_NON_FORFEITURE,4,0,0,53
9010754485,010754485C,BF,BF_NON_FORFEITURE,4,0,0,22
9010754964,010754964C,BF,BF_NON_FORFEITURE,4,0,0,53
9010755271,010755271C,BF,BF_NON_FORFEITURE,4,2,0,44
9010756024,010756024C,BF,BF_NON_FORFEITURE,4,0,0,53
9010756442,010756442C,BF,BF_NON_FORFEITURE,4,2,0,55
9010757042,010757042C,BF,BF_NON_FORFEITURE,4,0,0,53
9010757392,010757392C,BF,BF_NON_FORFEITURE,4,2,0,55
9010757536,010757536C,BF,BF_NON_FORFEITURE,4,0,0,53
9010757538,010757538C,BF,BF_NON_FORFEITURE,4,0,0,22
9010757541,010757541C,BF,BF_NON_FORFEITURE,4,0,0,53
9010757817,010757817C,BF,BF_NON_FORFEITURE,4,0,0,53
9010758074,010758074C,BF,BF_NON_FORFEITURE,4,0,0,53
9010758538,010758538C,BF,BF_NON_FORFEITURE,4,3,0,45
9010758540,010758540C,BF,BF_NON_FORFEITURE,4,0,0,22
9010758940,010758940C,BF,BF_NON_FORFEITURE,4,2,0,44
9010759559,010759559C,BF,BF_NON_FORFEITURE,4,0,0,53
9010760160,010760160C,BF,BF_NON_FORFEITURE,4,0,0,22
9010760304,010760304C,BF,BF_NON_FORFEITURE,4,3,0,45
9010761092,010761092C,BF,BF_NON_FORFEITURE,4,2,0,44
9010761804,010761804C,BF,BF_NON_FORFEITURE,4,0,0,57
9010762076,010762076C,BF,BF_NON_FORFEITURE,4,2,0,55
9010762079,010762079C,BF,BF_NON_FORFEITURE,4,0,0,22
9010762319,010762319C,BF,BF_NON_FORFEITURE,4,0,0,53
9010762559,010762559C,BF,BF_NON_FORFEITURE,4,3,0,45
9010763006,010763006C,BF,BF_NON_FORFEITURE,4,0,0,53
9010764319,010764319C,BF,BF_NON_FORFEITURE,4,0,0,22
9010764321,010764321C,BF,BF_NON_FORFEITURE,4,2,0,55
9010764322,010764322C,BF,BF_NON_FORFEITURE,4,0,0,22
9010764376,010764376C,BF,BF_NON_FORFEITURE,4,0,0,53
9010764400,010764400C,BF,BF_NON_FORFEITURE,4,0,0,53
9010764810,010764810C,BF,BF_NON_FORFEITURE,4,0,0,22
9010765068,010765068C,BF,BF_NON_FORFEITURE,4,0,0,22
9010765198,010765198C,BF,BF_NON_FORFEITURE,4,0,0,22
9010766679,010766679C,BF,BF_NON_FORFEITURE,4,2,0,44
9010766898,010766898C,BF,BF_NON_FORFEITURE,4,0,0,22
9010767172,010767172C,BF,BF_NON_FORFEITURE,4,0,0,22
9010767719,010767719C,BF,BF_NON_FORFEITURE,4,0,0,55
9010767770,010767770C,BF,BF_NON_FORFEITURE,4,0,0,22
9010768067,010768067C,BF,BF_NON_FORFEITURE,4,0,0,22
9010768069,010768069C,BF,BF_NON_FORFEITURE,4,0,0,53
9010768207,010768207C,BF,BF_NON_FORFEITURE,4,0,0,53
9010768339,010768339C,BF,BF_NON_FORFEITURE,4,0,0,53
9010768629,010768629C,BF,BF_NON_FORFEITURE,4,0,0,53
9010768997,010768997C,BF,BF_NON_FORFEITURE,4,0,0,55
9010769032,010769032C,BF,BF_NON_FORFEITURE,4,0,0,53
9010770062,010770062C,BF,BF_NON_FORFEITURE,4,0,0,22
9010770904,010770904C,BF,BF_NON_FORFEITURE,4,0,0,22
9010771339,010771339C,BF,BF_NON_FORFEITURE,4,0,0,22
9010771679,010771679C,BF,BF_NON_FORFEITURE,4,0,0,22
9010771832,010771832C,BF,BF_NON_FORFEITURE,4,0,0,22
9010771833,010771833C,BF,BF_NON_FORFEITURE,4,0,0,22
9010774973,010774973C,BF,BF_NON_FORFEITURE,4,0,0,22
9010775323,010775323C,BF,BF_NON_FORFEITURE,4,0,0,53
9010775940,010775940C,BF,BF_NON_FORFEITURE,4,2,0,55
9010776025,010776025C,BF,BF_NON_FORFEITURE,4,2,0,44
9010776061,010776061C,BF,BF_NON_FORFEITURE,4,2,0,44
9010776062,010776062C,BF,BF_NON_FORFEITURE,4,2,0,44
9010776450,010776450C,BF,BF_NON_FORFEITURE,4,0,0,55
9010777042,010777042C,BF,BF_NON_FORFEITURE,4,0,0,22
9010777043,010777043C,BF,BF_NON_FORFEITURE,4,0,0,53
9010777439,010777439C,BF,BF_NON_FORFEITURE,4,2,0,44
9010777788,010777788C,BF,BF_NON_FORFEITURE,4,0,0,53
9010778519,010778519C,BF,BF_NON_FORFEITURE,4,0,0,53
9010778841,010778841C,BF,BF_NON_FORFEITURE,4,0,0,53
9010779130,010779130C,BF,BF_NON_FORFEITURE,4,0,0,53
9010779191,010779191C,BF,BF_NON_FORFEITURE,4,0,0,53
9010779551,010779551C,BF,BF_NON_FORFEITURE,4,0,0,22
9010779552,010779552C,BF,BF_NON_FORFEITURE,4,0,0,22
9010779556,010779556C,BF,BF_NON_FORFEITURE,4,2,0,55
9010779718,010779718C,BF,BF_NON_FORFEITURE,4,0,0,22
9010779719,010779719C,BF,BF_NON_FORFEITURE,4,0,0,22
9010779720,010779720C,BF,BF_NON_FORFEITURE,4,0,0,22
9010779912,010779912C,BF,BF_NON_FORFEITURE,4,3,0,55
9010780000,010780000C,BF,BF_NON_FORFEITURE,4,0,0,53
9010780046,010780046C,BF,BF_NON_FORFEITURE,4,0,0,22
9010780205,010780205C,BF,BF_NON_FORFEITURE,4,0,0,22
9010780591,010780591C,BF,BF_NON_FORFEITURE,4,0,0,22
9010780791,010780791C,BF,BF_NON_FORFEITURE,4,0,0,53
9010781300,010781300C,BF,BF_NON_FORFEITURE,4,0,0,22
9010781368,010781368C,BF,BF_NON_FORFEITURE,4,0,0,55
9010782062,010782062C,BF,BF_NON_FORFEITURE,4,0,0,22
9010782357,010782357C,BF,BF_NON_FORFEITURE,4,0,0,53
9010782640,010782640C,BF,BF_NON_FORFEITURE,4,0,0,22
9010783101,010783101C,BF,BF_NON_FORFEITURE,4,0,0,22
9010783102,010783102C,BF,BF_NON_FORFEITURE,4,0,0,53
9010783138,010783138C,BF,BF_NON_FORFEITURE,4,0,0,22
9010783347,010783347C,BF,BF_NON_FORFEITURE,4,2,0,44
9010783502,010783502C,BF,BF_NON_FORFEITURE,4,0,0,53
9010783867,010783867C,BF,BF_NON_FORFEITURE,4,0,0,22
9010784075,010784075C,BF,BF_NON_FORFEITURE,4,0,0,22
9010784179,010784179C,BF,BF_NON_FORFEITURE,4,0,0,56
9010784261,010784261C,BF,BF_NON_FORFEITURE,4,0,0,57
9010784379,010784379C,BF,BF_NON_FORFEITURE,4,0,0,55
9010784596,010784596C,BF,BF_NON_FORFEITURE,4,3,0,45
9010784731,010784731C,BF,BF_NON_FORFEITURE,4,0,0,22
9010784767,010784767C,BF,BF_NON_FORFEITURE,4,0,0,53
9010785059,010785059C,BF,BF_NON_FORFEITURE,4,2,0,44
9010785061,010785061C,BF,BF_NON_FORFEITURE,4,0,0,22
9010785298,010785298C,BF,BF_NON_FORFEITURE,4,0,0,53
9010785320,010785320C,BF,BF_NON_FORFEITURE,4,0,0,54
9010785324,010785324C,BF,BF_NON_FORFEITURE,4,0,0,22
9010786057,010786057C,BF,BF_NON_FORFEITURE,4,3,0,45
9010786237,010786237C,BF,BF_NON_FORFEITURE,4,0,0,53
9010786316,010786316C,BF,BF_NON_FORFEITURE,4,0,0,22
9010786321,010786321C,BF,BF_NON_FORFEITURE,4,0,0,55
9010786872,010786872C,BF,BF_NON_FORFEITURE,4,0,0,22
9010786896,010786896C,BF,BF_NON_FORFEITURE,4,0,0,22
9010786945,010786945C,BF,BF_NON_FORFEITURE,4,0,0,22
9010787147,010787147C,BF,BF_NON_FORFEITURE,4,0,0,53
9010787237,010787237C,BF,BF_NON_FORFEITURE,4,0,0,22
9010787761,010787761C,BF,BF_NON_FORFEITURE,4,0,0,22
9010787762,010787762C,BF,BF_NON_FORFEITURE,4,0,0,55
9010788086,010788086C,BF,BF_NON_FORFEITURE,4,0,0,22
9010788426,010788426C,BF,BF_NON_FORFEITURE,4,0,0,56
9010788679,010788679C,BF,BF_NON_FORFEITURE,4,0,0,22
9010789095,010789095C,BF,BF_NON_FORFEITURE,4,0,0,53
9010789351,010789351C,BF,BF_NON_FORFEITURE,4,0,0,53
9010789375,010789375C,BF,BF_NON_FORFEITURE,4,0,0,53
9010790054,010790054C,BF,BF_NON_FORFEITURE,4,0,0,22
9010790077,010790077C,BF,BF_NON_FORFEITURE,4,0,0,22
9010790176,010790176C,BF,BF_NON_FORFEITURE,4,0,0,53
9010790543,010790543C,BF,BF_NON_FORFEITURE,4,0,0,53
9010790754,010790754C,BF,BF_NON_FORFEITURE,4,0,0,22
9010790755,010790755C,BF,BF_NON_FORFEITURE,4,3,0,53
9010790758,010790758C,BF,BF_NON_FORFEITURE,4,0,0,22
9010790759,010790759C,BF,BF_NON_FORFEITURE,4,0,0,22
9010790782,010790782C,BF,BF_NON_FORFEITURE,4,0,0,55
9010790787,010790787C,BF,BF_NON_FORFEITURE,4,0,0,22
9010791078,010791078C,BF,BF_NON_FORFEITURE,4,0,0,53
9010791176,010791176C,BF,BF_NON_FORFEITURE,4,0,0,53
9010791457,010791457C,BF,BF_NON_FORFEITURE,4,0,0,22
9010791789,010791789C,BF,BF_NON_FORFEITURE,4,2,0,44
9010792082,010792082C,BF,BF_NON_FORFEITURE,4,3,0,45
9010792456,010792456C,BF,BF_NON_FORFEITURE,4,0,0,22
9010792607,010792607C,BF,BF_NON_FORFEITURE,4,0,0,22
9010792609,010792609C,BF,BF_NON_FORFEITURE,4,0,0,22
9010792701,010792701C,BF,BF_NON_FORFEITURE,4,0,0,53
9010792884,010792884C,BF,BF_NON_FORFEITURE,4,0,0,22
9010792961,010792961C,BF,BF_NON_FORFEITURE,4,0,0,22
9010793353,010793353C,BF,BF_NON_FORFEITURE,4,0,0,22
9010793737,010793737C,BF,BF_NON_FORFEITURE,4,0,0,53
9010793738,010793738C,BF,BF_NON_FORFEITURE,4,0,0,55
9010793830,010793830C,BF,BF_NON_FORFEITURE,4,0,0,22
9010793836,010793836C,BF,BF_NON_FORFEITURE,4,2,0,44
9010794514,010794514C,BF,BF_NON_FORFEITURE,4,0,0,22
9010795228,010795228C,BF,BF_NON_FORFEITURE,4,0,0,22
9010795229,010795229C,BF,BF_NON_FORFEITURE,4,0,0,22
9010795890,010795890C,BF,BF_NON_FORFEITURE,4,0,0,53
9010796058,010796058C,BF,BF_NON_FORFEITURE,4,2,0,44
9010796325,010796325C,BF,BF_NON_FORFEITURE,4,0,0,53
9010796554,010796554C,BF,BF_NON_FORFEITURE,4,0,0,53
9010796707,010796707C,BF,BF_NON_FORFEITURE,4,0,0,22
9010796821,010796821C,BF,BF_NON_FORFEITURE,4,0,0,53
9010797765,010797765C,BF,BF_NON_FORFEITURE,4,0,0,22
9010797766,010797766C,BF,BF_NON_FORFEITURE,4,0,0,22
9010797831,010797831C,BF,BF_NON_FORFEITURE,4,0,0,22
9010797832,010797832C,BF,BF_NON_FORFEITURE,4,0,0,22
9010797854,010797854C,BF,BF_NON_FORFEITURE,4,0,0,53
9010798438,010798438C,BF,BF_NON_FORFEITURE,4,2,0,55
9010799173,010799173C,BF,BF_NON_FORFEITURE,4,0,0,53
9010799270,010799270C,BF,BF_NON_FORFEITURE,4,0,0,22
9010799487,010799487C,BF,BF_NON_FORFEITURE,4,0,0,22
9010799703,010799703C,BF,BF_NON_FORFEITURE,4,0,0,22
9010800667,010800667C,BF,BF_NON_FORFEITURE,4,0,0,53
9010801256,010801256C,BF,BF_NON_FORFEITURE,4,0,0,22
9010801272,010801272C,BF,BF_NON_FORFEITURE,4,0,0,22
9010801734,010801734C,BF,BF_NON_FORFEITURE,5,0,0,53
9010801956,010801956C,BF,BF_NON_FORFEITURE,4,0,0,22
9010802188,010802188C,BF,BF_NON_FORFEITURE,4,0,0,53
9010802494,010802494C,BF,BF_NON_FORFEITURE,4,0,0,54
9010802627,010802627C,BF,BF_NON_FORFEITURE,4,0,0,53
9010802646,010802646C,BF,BF_NON_FORFEITURE,4,0,0,53
9010802649,010802649C,BF,BF_NON_FORFEITURE,4,0,0,22
9010802656,010802656C,BF,BF_NON_FORFEITURE,4,0,0,22
9010803044,010803044C,BF,BF_NON_FORFEITURE,4,0,0,55
9010803046,010803046C,BF,BF_NON_FORFEITURE,4,0,0,22
9010803048,010803048C,BF,BF_NON_FORFEITURE,4,0,0,22
9010803049,010803049C,BF,BF_NON_FORFEITURE,4,0,0,22
9010803050,010803050C,BF,BF_NON_FORFEITURE,4,0,0,53
9010803051,010803051C,BF,BF_NON_FORFEITURE,4,0,0,53
9010803417,010803417C,BF,BF_NON_FORFEITURE,4,0,0,55
9010803442,010803442C,BF,BF_NON_FORFEITURE,4,0,0,55
9010803649,010803649C,BF,BF_NON_FORFEITURE,4,0,0,22
9010803660,010803660C,BF,BF_NON_FORFEITURE,4,0,0,22
9010803672,010803672C,BF,BF_NON_FORFEITURE,4,0,0,22
9010803673,010803673C,BF,BF_NON_FORFEITURE,4,0,0,53
9010803676,010803676C,BF,BF_NON_FORFEITURE,4,0,0,22
9010803680,010803680C,BF,BF_NON_FORFEITURE,4,0,0,55
9010803681,010803681C,BF,BF_NON_FORFEITURE,4,0,0,55
9010803682,010803682C,BF,BF_NON_FORFEITURE,4,0,0,55
9010803770,010803770C,BF,BF_NON_FORFEITURE,4,0,0,53
9010803775,010803775C,BF,BF_NON_FORFEITURE,4,0,0,22
9010803993,010803993C,BF,BF_NON_FORFEITURE,4,0,0,53
9010804489,010804489C,BF,BF_NON_FORFEITURE,4,0,0,53
9010804588,010804588C,BF,BF_NON_FORFEITURE,4,0,0,22
9010804608,010804608C,BF,BF_NON_FORFEITURE,4,0,0,53
9010804616,010804616C,BF,BF_NON_FORFEITURE,4,0,0,22
9010804617,010804617C,BF,BF_NON_FORFEITURE,4,0,0,22
9010804710,010804710C,BF,BF_NON_FORFEITURE,4,2,0,55
9010804711,010804711C,BF,BF_NON_FORFEITURE,4,0,0,22
9010804850,010804850C,BF,BF_NON_FORFEITURE,4,3,0,57
9010805039,010805039C,BF,BF_NON_FORFEITURE,4,0,0,53
9010805048,010805048C,BF,BF_NON_FORFEITURE,4,0,0,57
9010805448,010805448C,BF,BF_NON_FORFEITURE,4,0,0,22
9010806155,010806155C,BF,BF_NON_FORFEITURE,4,0,0,53
9010806362,010806362C,BF,BF_NON_FORFEITURE,4,0,0,22
9010806412,010806412C,BF,BF_NON_FORFEITURE,4,0,0,55
9010806873,010806873C,BF,BF_NON_FORFEITURE,4,0,0,22
9010806912,010806912C,BF,BF_NON_FORFEITURE,4,0,0,22
9010806913,010806913C,BF,BF_NON_FORFEITURE,4,0,0,55
9010807378,010807378C,BF,BF_NON_FORFEITURE,4,0,0,53
9010807516,010807516C,BF,BF_NON_FORFEITURE,4,0,0,53
9010807698,010807698C,BF,BF_NON_FORFEITURE,4,0,0,53
9010807720,010807720C,BF,BF_NON_FORFEITURE,4,0,0,53
9010807792,010807792C,BF,BF_NON_FORFEITURE,4,3,0,55
9010807844,010807844C,BF,BF_NON_FORFEITURE,4,0,0,53
9010807868,010807868C,BF,BF_NON_FORFEITURE,4,0,0,53
9010808074,010808074C,BF,BF_NON_FORFEITURE,4,0,0,22
9010808106,010808106C,BF,BF_NON_FORFEITURE,4,2,0,55
9010808361,010808361C,BF,BF_NON_FORFEITURE,4,0,0,53
9010808721,010808721C,BF,BF_NON_FORFEITURE,4,0,0,53
9010808970,010808970C,BF,BF_NON_FORFEITURE,4,0,0,22
9010809282,010809282C,BF,BF_NON_FORFEITURE,4,2,0,55
9010809294,010809294C,BF,BF_NON_FORFEITURE,4,0,0,22
9010809296,010809296C,BF,BF_NON_FORFEITURE,4,0,0,22
9010809300,010809300C,BF,BF_NON_FORFEITURE,4,0,0,22
9010809302,010809302C,BF,BF_NON_FORFEITURE,4,0,0,22
9010809303,010809303C,BF,BF_NON_FORFEITURE,4,0,0,22
9010809739,010809739C,BF,BF_NON_FORFEITURE,4,0,0,55
9010809932,010809932C,BF,BF_NON_FORFEITURE,4,0,0,53
9010810228,010810228C,BF,BF_NON_FORFEITURE,4,0,0,22
9010810612,010810612C,BF,BF_NON_FORFEITURE,4,0,0,53
9010810691,010810691C,BF,BF_NON_FORFEITURE,4,0,0,53
9010811059,010811059C,BF,BF_NON_FORFEITURE,4,0,0,53
9010811157,010811157C,BF,BF_NON_FORFEITURE,4,3,0,53
9010811517,010811517C,BF,BF_NON_FORFEITURE,4,2,0,55
9010811652,010811652C,BF,BF_NON_FORFEITURE,4,0,0,53
9010811700,010811700C,BF,BF_NON_FORFEITURE,4,0,0,53
9010811998,010811998C,BF,BF_NON_FORFEITURE,4,0,0,22
9010812079,010812079C,BF,BF_NON_FORFEITURE,4,0,0,53
9010813122,010813122C,BF,BF_NON_FORFEITURE,4,2,0,44
9010813155,010813155C,BF,BF_NON_FORFEITURE,4,0,0,53
9010813156,010813156C,BF,BF_NON_FORFEITURE,4,0,0,22
9010813163,010813163C,BF,BF_NON_FORFEITURE,4,2,0,44
9010813171,010813171C,BF,BF_NON_FORFEITURE,4,0,0,55
9010813172,010813172C,BF,BF_NON_FORFEITURE,4,2,0,44
9010813196,010813196C,BF,BF_NON_FORFEITURE,4,0,0,22
9010813286,010813286C,BF,BF_NON_FORFEITURE,4,0,0,53
9010813391,010813391C,BF,BF_NON_FORFEITURE,4,0,0,53
9010813426,010813426C,BF,BF_NON_FORFEITURE,4,2,0,44
9010813427,010813427C,BF,BF_NON_FORFEITURE,4,2,0,44
9010813683,010813683C,BF,BF_NON_FORFEITURE,4,0,0,53
9010813955,010813955C,BF,BF_NON_FORFEITURE,4,0,0,22
9010814115,010814115C,BF,BF_NON_FORFEITURE,4,0,0,22
9010814559,010814559C,BF,BF_NON_FORFEITURE,4,0,0,53
9010814696,010814696C,BF,BF_NON_FORFEITURE,4,0,0,53
9010814931,010814931C,BF,BF_NON_FORFEITURE,4,0,0,22
9010814933,010814933C,BF,BF_NON_FORFEITURE,4,0,0,53
9010814935,010814935C,BF,BF_NON_FORFEITURE,4,0,0,22
9010814963,010814963C,BF,BF_NON_FORFEITURE,4,0,0,22
9010814971,010814971C,BF,BF_NON_FORFEITURE,4,0,0,53
9010815003,010815003C,BF,BF_NON_FORFEITURE,4,0,0,55
9010815026,010815026C,BF,BF_NON_FORFEITURE,4,2,0,55
9010815117,010815117C,BF,BF_NON_FORFEITURE,4,0,0,22
9010815118,010815118C,BF,BF_NON_FORFEITURE,4,0,0,22
9010815680,010815680C,BF,BF_NON_FORFEITURE,4,0,0,22
9010815681,010815681C,BF,BF_NON_FORFEITURE,4,0,0,22
9010815945,010815945C,BF,BF_NON_FORFEITURE,4,0,0,55
9010816156,010816156C,BF,BF_NON_FORFEITURE,4,0,0,53
9010816224,010816224C,BF,BF_NON_FORFEITURE,4,0,0,53
9010816590,010816590C,BF,BF_NON_FORFEITURE,4,3,0,53
9010816990,010816990C,BF,BF_NON_FORFEITURE,4,0,0,22
9010816991,010816991C,BF,BF_NON_FORFEITURE,4,0,0,22
9010817091,010817091C,BF,BF_NON_FORFEITURE,4,0,0,53
9010817130,010817130C,BF,BF_NON_FORFEITURE,4,0,0,22
9010817132,010817132C,BF,BF_NON_FORFEITURE,4,0,0,22
9010817415,010817415C,BF,BF_NON_FORFEITURE,4,0,0,53
