policy_number,relationship_count,insured_count,beneficiary_count,payee_count,owner_count,trustee_count,assignee_count,custodian_count,distinct_relate_codes,likely_primary_relationship,possible_conflict_flag
9010804710,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010804711,7,1,2,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010804853,7,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010804854,9,1,2,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010805039,13,1,3,5,1,0,1,0,AS|B1|B2|IN|PA|PE|PO|SA,PE,Y
9010805041,10,2,0,0,2,0,0,0,IN|PA|PO|SA|WA,PO,Y
9010805048,8,1,2,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9010805370,9,1,1,2,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9010805394,9,1,1,2,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9010806082,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9010806155,8,1,1,2,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9010806412,6,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010806596,14,2,2,0,2,0,0,0,B1|IN|PA|PO|PW|SA,B1,Y
9010806606,24,2,6,4,2,0,0,0,B1|BK|IN|PA|PE|PO|SA|WA,PE,Y
9010806651,9,1,1,2,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9010806653,8,1,2,2,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010806912,10,2,0,2,2,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010806913,10,2,0,2,2,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010807378,8,1,2,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9010807493,10,1,3,2,1,0,0,0,B1|B2|IN|PA|PE|PO|PW|SA,PE,Y
9010807516,30,3,6,3,3,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA|WA,PE,Y
9010807518,27,3,6,3,3,0,0,0,B1|B2|IN|PA|PE|PO|SA|WA,PE,Y
9010807566,6,1,0,0,1,0,0,0,BK|IN|PA|PO|SA,PO,Y
9010807698,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010807720,8,1,1,3,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010807722,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010807792,9,1,0,4,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010807842,7,1,1,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010807844,10,1,1,3,1,0,2,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9010807868,6,1,0,1,1,0,1,0,AS|IN|PA|PE|PO|SA,PE,Y
9010807946,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010807963,8,1,2,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010808257,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010808361,14,2,2,2,2,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9010808545,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010808548,6,1,0,0,1,0,0,0,BK|IN|PA|PO|SA,PO,Y
9010808553,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010808721,9,1,1,2,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9010808831,16,2,2,4,2,0,0,0,B1|IN|PA|PE|PO|SA|WA,PE,Y
9010808901,10,1,2,4,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010809296,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010809300,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010809309,11,1,3,3,1,0,1,0,AS|B1|B2|IN|PA|PE|PO|SA,PE,Y
9010809311,7,1,1,1,1,0,0,0,B1|GP|IN|PA|PE|PO|SA,PE,Y
9010809317,4,1,0,0,1,0,0,0,IN|PA|PO|SA,PO,Y
9010809320,4,1,0,0,1,0,0,0,IN|PA|PO|SA,PO,Y
9010809333,8,1,1,3,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010809353,6,1,0,2,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010809361,8,1,3,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010809581,6,1,0,2,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010809734,9,1,1,2,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9010809739,8,1,0,3,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010809930,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010809932,8,1,1,3,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010809966,7,1,0,2,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010809968,12,2,0,2,2,0,0,0,IN|PA|PE|PO|SA|WA,PE,Y
9010809977,7,1,0,2,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010810194,7,1,2,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010810228,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010810271,6,1,0,2,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010810504,8,1,2,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010810539,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010810612,7,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|PW|SA,PE,Y
9010810691,10,1,2,3,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010810912,10,1,0,2,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010811059,8,1,1,1,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9010811157,15,1,4,7,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010811204,9,1,2,2,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9010811306,11,1,2,3,1,0,1,0,AS|B1|B2|IN|PA|PE|PO|SA,PE,Y
9010811319,8,2,0,0,2,0,0,0,BK|IN|PA|PO|SA,PO,Y
9010811382,9,1,0,2,2,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010811385,6,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010811386,9,1,0,2,2,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010811652,39,3,6,9,3,0,0,0,B1|IN|PA|PE|PO|PW|SA|WA,PE,Y
9010811700,16,2,2,2,2,0,0,0,B1|BK|IN|PA|PE|PO|SA|WA,PE,Y
9010811998,10,1,3,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010812079,8,1,0,2,1,0,1,0,AS|IN|PA|PE|PO|SA,PE,Y
9010812225,24,3,0,3,3,0,0,0,IN|O1|PA|PE|PO|SA|WA,PE,Y
9010812930,6,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010813122,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010813155,27,3,3,3,3,0,0,0,B1|BK|IN|PA|PE|PO|SA|WA,PE,Y
9010813163,21,3,0,3,3,0,0,0,IN|PA|PE|PO|SA|WA,PE,Y
9010813171,30,3,0,3,3,0,0,0,BK|IN|PA|PE|PO|PW|SA|WA,PE,Y
9010813188,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010813196,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010813276,16,2,2,0,2,0,0,0,B1|IN|PA|PO|PW|SA|WA,B1,Y
9010813286,20,2,0,4,2,0,4,0,AS|IN|PA|PE|PO|SA|WA,PE,Y
9010813387,9,1,1,2,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9010813388,5,1,0,0,1,0,0,0,IN|PA|PO|SA,PO,Y
9010813391,40,2,10,14,2,0,2,0,AS|B1|IN|PA|PE|PO|PW|SA|WA,PE,Y
9010813426,4,1,0,0,1,0,0,0,IN|PA|PO|SA,PO,Y
9010813427,8,1,3,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010813683,8,1,1,1,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9010813804,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010813955,9,1,4,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010814115,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010814167,8,1,1,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010814172,9,1,0,0,3,0,0,0,IN|PA|PO|SA,PO,Y
9010814362,16,2,2,2,2,0,0,0,B1|IN|PA|PE|PO|SA|WA,PE,Y
9010814366,16,2,2,2,2,0,0,0,B1|IN|PA|PE|PO|SA|WA,PE,Y
9010814389,18,2,2,4,2,0,0,0,B1|IN|PA|PE|PO|SA|WA,PE,Y
9010814390,18,2,4,2,2,0,0,0,B1|IN|PA|PE|PO|SA|WA,PE,Y
9010814552,7,1,1,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010814559,20,2,2,6,2,0,0,0,B1|IN|PA|PE|PO|SA|WA,PE,Y
9010814693,12,2,0,2,2,0,0,0,IN|PA|PE|PO|SA|WA,PE,Y
9010814696,8,1,2,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010814698,12,2,0,2,2,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010814836,8,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010814931,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010814933,13,1,3,4,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010814968,4,1,0,0,1,0,0,0,IN|PA|PO|SA,PO,Y
9010814971,11,1,3,4,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010815003,11,1,3,3,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010815416,9,1,4,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010815417,8,1,3,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010815523,11,1,0,4,2,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010815524,15,1,0,8,2,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010815642,8,1,2,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9010815643,8,2,2,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010815680,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010815681,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010815768,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010815945,34,2,18,2,2,0,0,0,B1|BK|IN|PA|PE|PO|PW|SA|WA,PE,Y
9010816070,13,1,4,5,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010816156,8,1,1,2,1,0,0,0,B1|IN|PA|PE|PO|PW|SA,PE,Y
9010816224,13,1,4,4,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9010816326,6,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010816331,4,1,0,0,1,0,0,0,IN|PA|PO|SA,PO,Y
9010816590,7,1,1,1,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9010816803,6,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010816898,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010816928,8,1,1,3,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010816969,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010816990,21,3,0,0,3,0,0,0,IN|PA|PO|SA|WA,PO,Y
9010816991,24,3,0,3,3,0,0,0,IN|PA|PE|PO|SA|WA,PE,Y
9010817091,22,2,6,4,2,0,2,0,AS|B1|B2|IN|PA|PE|PO|SA|WA,PE,Y
9010817116,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010817304,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010817345,12,1,2,4,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9010817366,6,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010817367,6,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010817415,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010817477,27,3,0,6,3,0,0,0,BK|IN|PA|PE|PO|SA|WA,PE,Y
9010817500,11,1,2,2,1,0,1,0,AS|B1|B2|IN|PA|PE|PO|SA,PE,Y
9010817639,10,1,2,3,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9010817803,7,1,1,0,1,0,1,0,AS|B1|BK|IN|PA|PO|SA,B1,Y
9010817808,8,1,2,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010817835,5,1,0,0,1,0,0,0,IN|PA|PO|SA,PO,Y
9010817836,5,1,0,0,1,0,0,0,IN|PA|PO|SA,PO,Y
9010817930,16,2,2,4,2,0,0,0,B1|IN|PA|PE|PO|SA|WA,PE,Y
9010817956,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010818051,7,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010818531,8,1,2,2,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010818580,7,1,1,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010818657,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010818663,9,2,1,1,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9010818789,7,1,1,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010818799,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9010819267,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010819271,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010819280,9,1,3,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010819400,6,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010819603,6,1,0,2,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010819774,5,1,0,0,1,0,0,0,IN|PA|PO|SA,PO,Y
9010819955,7,2,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010819960,6,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010819961,6,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010820386,8,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|PW|SA,PE,Y
9010820635,16,2,2,4,2,0,0,0,B1|IN|PA|PE|PO|SA|WA,PE,Y
9010820996,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010821274,7,1,0,1,1,0,1,0,AS|BK|IN|PA|PE|PO|SA,PE,Y
9010821381,18,2,0,6,2,0,0,0,IN|PA|PE|PO|SA|WA,PE,Y
9010821385,22,2,4,6,2,0,0,0,B1|B2|IN|PA|PE|PO|SA|WA,PE,Y
9010821435,12,2,0,0,2,0,0,0,IN|PA|PO|SA|WA,PO,Y
9010821678,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010821902,7,1,0,1,1,0,0,0,IN|PA|PE|PO|PW|SA,PE,Y
9010822046,21,3,0,3,3,0,0,0,IN|PA|PE|PO|SA|WA,PE,Y
9010822097,18,3,0,0,3,0,0,0,IN|PA|PO|SA|WA,PO,Y
9010822098,18,3,0,0,3,0,0,0,IN|PA|PO|SA|WA,PO,Y
9010822225,10,1,3,3,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010822238,19,1,1,13,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9010822330,12,2,0,0,2,0,0,0,IN|PA|PO|SA|WA,PO,Y
9010822738,6,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010822851,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010823088,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010823095,18,2,2,4,2,0,0,0,B1|IN|PA|PE|PO|SA|WA,PE,Y
9010823187,18,2,0,4,2,0,0,0,BK|IN|PA|PE|PO|SA|WA,PE,Y
9010823335,15,1,0,4,4,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010823597,10,2,0,2,2,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010823600,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9010823601,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010823735,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010823736,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010823737,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010823868,15,1,4,2,2,0,1,0,AS|B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9010823906,12,1,5,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9010824098,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010824296,8,1,1,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010824297,6,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010824299,10,2,0,2,2,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010824389,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010824611,6,2,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010824689,10,2,0,2,2,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010824709,4,1,0,0,1,0,0,0,IN|PA|PO|SA,PO,Y
9010824975,8,1,0,2,2,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010825027,6,1,0,2,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010825053,24,3,0,12,3,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010825195,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010825353,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010825434,7,1,0,2,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010825438,9,1,1,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010825639,8,1,2,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010825694,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010825720,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010825759,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010825968,8,1,2,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9010825969,8,1,1,2,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9010826097,10,1,0,5,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010826133,7,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010826524,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010826525,15,1,5,3,1,0,0,0,B1|BK|IN|PA|PE|PO|PW|SA,PE,Y
9010826532,18,2,2,4,2,0,0,0,B1|IN|PA|PE|PO|PW|SA,PE,Y
9010826765,7,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010826810,8,1,2,2,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010826812,8,1,2,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9010827014,10,1,2,3,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9010827081,5,1,0,0,1,0,0,0,BK|IN|PA|PO|SA,PO,Y
9010827228,11,2,2,2,2,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9010827434,20,2,6,2,2,0,0,0,B1|B2|IN|PA|PE|PO|SA|WA,PE,Y
9010827507,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010827575,10,2,0,0,2,0,0,0,IN|PA|PO|SA|WA,PO,Y
9010827590,16,2,0,2,2,0,2,0,AS|IN|PA|PE|PO|SA|WA,PE,Y
9010827674,4,1,0,0,1,0,0,0,IN|PA|PO|SA,PO,Y
9010827675,8,1,2,2,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010827699,7,1,1,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010827968,6,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010828368,7,1,0,2,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010828369,7,2,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010828370,14,4,0,2,2,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010828463,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010828602,9,1,2,2,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9010829154,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9010829155,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010829171,7,1,2,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010829587,16,2,2,4,2,0,2,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9010829942,11,1,4,3,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010830094,8,1,3,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010830145,7,1,2,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010830152,6,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010830310,8,1,2,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010831077,14,2,0,2,2,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010831097,18,2,2,0,2,4,0,0,B1|IN|PA|PO|PW|SA|TR|WA,B1,Y
9010831150,16,1,2,8,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9010831284,7,1,2,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010831478,6,1,0,2,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010831719,7,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010831893,7,1,0,2,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010832205,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010832616,7,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010832617,7,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010832626,11,1,3,3,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9010832681,20,2,4,6,2,0,0,0,B1|B2|IN|PA|PE|PO|SA|WA,PE,Y
9010832740,5,1,0,0,1,0,0,0,BK|IN|PA|PO|SA,PO,Y
9010833377,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010833378,9,1,3,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9010833382,6,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010833467,4,1,0,0,1,0,0,0,IN|PA|PO|SA,PO,Y
9010833595,12,2,0,4,2,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010833639,8,1,0,2,1,0,1,0,AS|IN|PA|PE|PO|PW|SA,PE,Y
9010833737,16,2,0,4,2,0,0,0,IN|PA|PE|PO|SA|WA,PE,Y
9010833740,42,2,14,16,2,0,0,0,B1|IN|PA|PE|PO|SA|WA,PE,Y
9010833991,6,1,0,0,1,0,0,0,IN|PA|PO|SA,PO,Y
9010834096,7,1,1,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010834344,16,2,2,2,2,0,0,0,B1|BK|IN|PA|PE|PO|SA|WA,PE,Y
9010834414,6,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010834430,7,1,1,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010834489,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010834574,8,1,2,2,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010834575,8,1,2,2,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010834689,16,2,2,2,2,0,0,0,B1|BK|IN|PA|PE|PO|SA|WA,PE,Y
9010834690,20,2,4,4,2,0,0,0,B1|BK|IN|PA|PE|PO|SA|WA,PE,Y
9010834719,15,1,2,7,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9010834745,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9010835240,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9010835310,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010835334,8,1,0,3,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010835632,7,1,0,1,1,0,0,0,IN|PA|PE|PO|PW|SA,PE,Y
9010835891,32,4,8,6,4,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9010835949,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010836057,32,2,10,12,2,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9010836094,6,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010836250,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9010836252,7,1,0,0,1,0,0,0,IN|PA|PO|SA,PO,Y
9010836265,11,1,3,2,1,0,1,0,AS|B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9010836547,9,1,2,3,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010836582,8,1,3,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9010836583,14,1,6,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|PW|SA,PE,Y
9010836584,10,1,2,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|PW|SA,PE,Y
9010836908,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9010837522,11,1,3,4,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010838037,6,1,0,1,1,0,0,0,IN|PA|PE|PO|PW|SA,PE,Y
9010838129,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9010838364,12,1,3,4,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9010838654,8,1,0,3,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9010838710,9,1,2,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
