reconstructed_claim_id,settlement_chain_id,lifecycle_event_count,first_activity_date,last_activity_date,settlement_duration_days,payout_detected_flag,offset_detected_flag,withholding_detected_flag,interest_detected_flag,settlement_completion_status,chain_confidence_level
RC-9010467190-1-DEATH_CLAIM-C0-20181119,RC-9010467190-1-DEATH_CLAIM-C0-20181119-SC1,4,20181119,20181119,0,Y,N,N,Y,COMPLETE,HIGH
RC-9010467190-2-DEATH_CLAIM-C0-20181119,RC-9010467190-2-DEATH_CLAIM-C0-20181119-SC1,1,20181119,20181119,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010468946-1-DEATH_CLAIM-C0-20220917,RC-9010468946-1-DEATH_CLAIM-C0-20220917-SC1,6,20220917,20220917,0,Y,N,N,Y,COMPLETE,HIGH
RC-9010468946-2-DEATH_CLAIM-C0-20220917,RC-9010468946-2-DEATH_CLAIM-C0-20220917-SC1,1,20220917,20220917,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010469081-1-SURRENDER_CLAIM-C0-20180101,RC-9010469081-1-SURRENDER_CLAIM-C0-20180101-SC1,1,20180101,20180101,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010469081-1-SURRENDER_CLAIM-C1-20190101,RC-9010469081-1-SURRENDER_CLAIM-C1-20190101-SC1,1,20190101,20190101,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010469081-1-SURRENDER_CLAIM-C2-20200101,RC-9010469081-1-SURRENDER_CLAIM-C2-20200101-SC1,1,20200101,20200101,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010469081-1-SURRENDER_CLAIM-C3-20210101,RC-9010469081-1-SURRENDER_CLAIM-C3-20210101-SC1,1,20210101,20210101,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010469081-1-SURRENDER_CLAIM-C4-20220101,RC-9010469081-1-SURRENDER_CLAIM-C4-20220101-SC1,1,20220101,20220101,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010469081-1-SURRENDER_CLAIM-C5-20221003,RC-9010469081-1-SURRENDER_CLAIM-C5-20221003-SC1,3,20221003,20221003,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010469430-1-DEATH_CLAIM-C0-20210130,RC-9010469430-1-DEATH_CLAIM-C0-20210130-SC1,4,20210130,20210130,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010469430-1-DEATH_CLAIM-C1-20210830,RC-9010469430-1-DEATH_CLAIM-C1-20210830-SC1,2,20210830,20210830,0,Y,N,N,N,PARTIAL,MEDIUM
RC-9010469430-1-DEATH_CLAIM-C2-20211207,RC-9010469430-1-DEATH_CLAIM-C2-20211207-SC1,3,20211207,20211207,0,Y,N,N,Y,PARTIAL,MEDIUM
RC-9010469430-1-DISBURSEMENT_CLAIM-C0-20211203,RC-9010469430-1-DISBURSEMENT_CLAIM-C0-20211203-SC1,2,20211203,20211203,0,Y,N,N,N,COMPLETE,HIGH
RC-9010469896-1-SURRENDER_CLAIM-C0-20230425,RC-9010469896-1-SURRENDER_CLAIM-C0-20230425-SC1,2,20230425,20230425,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010469984-1-DEATH_CLAIM-C0-20220117,RC-9010469984-1-DEATH_CLAIM-C0-20220117-SC1,5,20220117,20220117,0,Y,N,N,N,COMPLETE,HIGH
RC-9010469984-2-DEATH_CLAIM-C0-20220117,RC-9010469984-2-DEATH_CLAIM-C0-20220117-SC1,1,20220117,20220117,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010469985-1-DEATH_CLAIM-C0-20190105,RC-9010469985-1-DEATH_CLAIM-C0-20190105-SC1,3,20190105,20190105,0,Y,N,N,N,COMPLETE,HIGH
RC-9010469985-2-DEATH_CLAIM-C0-20190105,RC-9010469985-2-DEATH_CLAIM-C0-20190105-SC1,1,20190105,20190105,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010471046-1-SURRENDER_CLAIM-C0-20180301,RC-9010471046-1-SURRENDER_CLAIM-C0-20180301-SC1,4,20180301,20180301,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010471046-1-SURRENDER_CLAIM-C1-20190301,RC-9010471046-1-SURRENDER_CLAIM-C1-20190301-SC1,4,20190301,20190301,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010471046-1-SURRENDER_CLAIM-C2-20200301,RC-9010471046-1-SURRENDER_CLAIM-C2-20200301-SC1,3,20200301,20200413,43,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010471046-1-SURRENDER_CLAIM-C3-20210301,RC-9010471046-1-SURRENDER_CLAIM-C3-20210301-SC1,4,20210301,20210301,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010471046-1-SURRENDER_CLAIM-C4-20220301,RC-9010471046-1-SURRENDER_CLAIM-C4-20220301-SC1,4,20220301,20220301,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010471046-1-SURRENDER_CLAIM-C5-20230301,RC-9010471046-1-SURRENDER_CLAIM-C5-20230301-SC1,4,20230301,20230301,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010471046-1-SURRENDER_CLAIM-C6-20240301,RC-9010471046-1-SURRENDER_CLAIM-C6-20240301-SC1,4,20240301,20240301,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010471046-1-SURRENDER_CLAIM-C7-20250301,RC-9010471046-1-SURRENDER_CLAIM-C7-20250301-SC1,4,20250301,20250301,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010471046-1-SURRENDER_CLAIM-C8-20260301,RC-9010471046-1-SURRENDER_CLAIM-C8-20260301-SC1,1,20260301,20260301,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010471769-1-SURRENDER_CLAIM-C0-20190619,RC-9010471769-1-SURRENDER_CLAIM-C0-20190619-SC1,1,20190619,20190619,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010471933-1-DEATH_CLAIM-C0-20191011,RC-9010471933-1-DEATH_CLAIM-C0-20191011-SC1,5,20191011,20191011,0,Y,N,N,N,COMPLETE,HIGH
RC-9010472182-1-SURRENDER_CLAIM-C0-20180401,RC-9010472182-1-SURRENDER_CLAIM-C0-20180401-SC1,1,20180401,20180401,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010472182-1-SURRENDER_CLAIM-C1-20190401,RC-9010472182-1-SURRENDER_CLAIM-C1-20190401-SC1,1,20190401,20190401,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010472182-1-SURRENDER_CLAIM-C2-20200401,RC-9010472182-1-SURRENDER_CLAIM-C2-20200401-SC1,1,20200401,20200401,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010472182-1-SURRENDER_CLAIM-C3-20210111,RC-9010472182-1-SURRENDER_CLAIM-C3-20210111-SC1,3,20210111,20210111,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010472183-1-SURRENDER_CLAIM-C0-20180401,RC-9010472183-1-SURRENDER_CLAIM-C0-20180401-SC1,1,20180401,20180401,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010472183-1-SURRENDER_CLAIM-C1-20190401,RC-9010472183-1-SURRENDER_CLAIM-C1-20190401-SC1,1,20190401,20190401,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010472183-1-SURRENDER_CLAIM-C2-20200401,RC-9010472183-1-SURRENDER_CLAIM-C2-20200401-SC1,2,20200401,20200425,24,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010472183-1-SURRENDER_CLAIM-C3-20210111,RC-9010472183-1-SURRENDER_CLAIM-C3-20210111-SC1,3,20210111,20210111,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010473137-1-DEATH_CLAIM-C0-20190807,RC-9010473137-1-DEATH_CLAIM-C0-20190807-SC1,5,20190807,20190807,0,Y,N,N,Y,COMPLETE,HIGH
RC-9010473137-1-SURRENDER_CLAIM-C0-20180501,RC-9010473137-1-SURRENDER_CLAIM-C0-20180501-SC1,1,20180501,20180501,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010473137-1-SURRENDER_CLAIM-C1-20190501,RC-9010473137-1-SURRENDER_CLAIM-C1-20190501-SC1,1,20190501,20190501,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010473137-1-SURRENDER_CLAIM-C2-20190807,RC-9010473137-1-SURRENDER_CLAIM-C2-20190807-SC1,1,20190807,20190807,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010473137-2-DEATH_CLAIM-C0-20190807,RC-9010473137-2-DEATH_CLAIM-C0-20190807-SC1,1,20190807,20190807,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010473866-1-DISBURSEMENT_CLAIM-C0-20240423,RC-9010473866-1-DISBURSEMENT_CLAIM-C0-20240423-SC1,4,20240423,20240508,15,Y,N,N,N,COMPLETE,HIGH
RC-9010473866-1-SURRENDER_CLAIM-C0-20240419,RC-9010473866-1-SURRENDER_CLAIM-C0-20240419-SC1,2,20240419,20240419,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010474519-1-DEATH_CLAIM-C0-20180423,RC-9010474519-1-DEATH_CLAIM-C0-20180423-SC1,7,20180423,20180423,0,Y,N,N,Y,COMPLETE,HIGH
RC-9010474519-2-DEATH_CLAIM-C0-20180423,RC-9010474519-2-DEATH_CLAIM-C0-20180423-SC1,1,20180423,20180423,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010474522-1-SURRENDER_CLAIM-C0-20180601,RC-9010474522-1-SURRENDER_CLAIM-C0-20180601-SC1,1,20180601,20180601,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010474522-1-SURRENDER_CLAIM-C1-20190601,RC-9010474522-1-SURRENDER_CLAIM-C1-20190601-SC1,1,20190601,20190601,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010474522-1-SURRENDER_CLAIM-C2-20200601,RC-9010474522-1-SURRENDER_CLAIM-C2-20200601-SC1,1,20200601,20200601,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010474522-1-SURRENDER_CLAIM-C3-20210601,RC-9010474522-1-SURRENDER_CLAIM-C3-20210601-SC1,1,20210601,20210601,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010474522-1-SURRENDER_CLAIM-C4-20220601,RC-9010474522-1-SURRENDER_CLAIM-C4-20220601-SC1,1,20220601,20220601,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010474522-1-SURRENDER_CLAIM-C5-20230601,RC-9010474522-1-SURRENDER_CLAIM-C5-20230601-SC1,1,20230601,20230601,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010474522-1-SURRENDER_CLAIM-C6-20240601,RC-9010474522-1-SURRENDER_CLAIM-C6-20240601-SC1,6,20240601,20240712,41,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010475571-1-SURRENDER_CLAIM-C0-20200301,RC-9010475571-1-SURRENDER_CLAIM-C0-20200301-SC1,2,20200301,20200301,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010475576-1-DEATH_CLAIM-C0-20211004,RC-9010475576-1-DEATH_CLAIM-C0-20211004-SC1,4,20211004,20211004,0,Y,N,N,Y,COMPLETE,HIGH
RC-9010475850-1-DEATH_CLAIM-C0-20180522,RC-9010475850-1-DEATH_CLAIM-C0-20180522-SC1,7,20180522,20180522,0,Y,N,N,Y,COMPLETE,HIGH
RC-9010475850-2-DEATH_CLAIM-C0-20180522,RC-9010475850-2-DEATH_CLAIM-C0-20180522-SC1,1,20180522,20180522,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010476803-1-DEATH_CLAIM-C0-20180107,RC-9010476803-1-DEATH_CLAIM-C0-20180107-SC1,12,20180107,20180107,0,Y,N,N,Y,COMPLETE,HIGH
RC-9010476803-1-SURRENDER_CLAIM-C0-20180107,RC-9010476803-1-SURRENDER_CLAIM-C0-20180107-SC1,1,20180107,20180107,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010476803-2-DEATH_CLAIM-C0-20180107,RC-9010476803-2-DEATH_CLAIM-C0-20180107-SC1,1,20180107,20180107,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010477512-1-DEATH_CLAIM-C0-20201122,RC-9010477512-1-DEATH_CLAIM-C0-20201122-SC1,8,20201122,20201122,0,Y,N,N,Y,COMPLETE,HIGH
RC-9010477512-1-SURRENDER_CLAIM-C0-20180815,RC-9010477512-1-SURRENDER_CLAIM-C0-20180815-SC1,3,20180815,20180821,6,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010477512-1-SURRENDER_CLAIM-C1-20190815,RC-9010477512-1-SURRENDER_CLAIM-C1-20190815-SC1,3,20190815,20190820,5,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010477512-1-SURRENDER_CLAIM-C2-20200814,RC-9010477512-1-SURRENDER_CLAIM-C2-20200814-SC1,3,20200814,20200815,1,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010477512-1-SURRENDER_CLAIM-C3-20201122,RC-9010477512-1-SURRENDER_CLAIM-C3-20201122-SC1,1,20201122,20201122,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010477512-2-DEATH_CLAIM-C0-20201122,RC-9010477512-2-DEATH_CLAIM-C0-20201122-SC1,1,20201122,20201122,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010477513-1-DEATH_CLAIM-C0-20200430,RC-9010477513-1-DEATH_CLAIM-C0-20200430-SC1,6,20200430,20200430,0,Y,N,N,Y,COMPLETE,HIGH
RC-9010477513-1-SURRENDER_CLAIM-C0-20180815,RC-9010477513-1-SURRENDER_CLAIM-C0-20180815-SC1,3,20180815,20180821,6,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010477513-1-SURRENDER_CLAIM-C1-20190815,RC-9010477513-1-SURRENDER_CLAIM-C1-20190815-SC1,3,20190815,20190820,5,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010477513-1-SURRENDER_CLAIM-C2-20200430,RC-9010477513-1-SURRENDER_CLAIM-C2-20200430-SC1,1,20200430,20200430,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010477513-2-DEATH_CLAIM-C0-20200430,RC-9010477513-2-DEATH_CLAIM-C0-20200430-SC1,1,20200430,20200430,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010477989-1-SURRENDER_CLAIM-C0-20180901,RC-9010477989-1-SURRENDER_CLAIM-C0-20180901-SC1,3,20180901,20180921,20,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010477989-1-SURRENDER_CLAIM-C1-20190901,RC-9010477989-1-SURRENDER_CLAIM-C1-20190901-SC1,3,20190901,20190920,19,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010477989-1-SURRENDER_CLAIM-C2-20200304,RC-9010477989-1-SURRENDER_CLAIM-C2-20200304-SC1,3,20200304,20200304,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010478213-1-SURRENDER_CLAIM-C0-20180810,RC-9010478213-1-SURRENDER_CLAIM-C0-20180810-SC1,2,20180810,20180810,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010478213-1-SURRENDER_CLAIM-C1-20190729,RC-9010478213-1-SURRENDER_CLAIM-C1-20190729-SC1,3,20190729,20190810,12,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010478213-1-SURRENDER_CLAIM-C2-20200810,RC-9010478213-1-SURRENDER_CLAIM-C2-20200810-SC1,3,20200810,20200831,21,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010478213-1-SURRENDER_CLAIM-C3-20210803,RC-9010478213-1-SURRENDER_CLAIM-C3-20210803-SC1,3,20210803,20210810,7,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010478213-1-SURRENDER_CLAIM-C4-20220810,RC-9010478213-1-SURRENDER_CLAIM-C4-20220810-SC1,4,20220810,20220810,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010478213-1-SURRENDER_CLAIM-C5-20230810,RC-9010478213-1-SURRENDER_CLAIM-C5-20230810-SC1,4,20230810,20230810,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010478213-1-SURRENDER_CLAIM-C6-20240806,RC-9010478213-1-SURRENDER_CLAIM-C6-20240806-SC1,3,20240806,20240810,4,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010478213-1-SURRENDER_CLAIM-C7-20250810,RC-9010478213-1-SURRENDER_CLAIM-C7-20250810-SC1,3,20250810,20250819,9,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010478214-1-SURRENDER_CLAIM-C0-20180810,RC-9010478214-1-SURRENDER_CLAIM-C0-20180810-SC1,3,20180810,20180810,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010478214-1-SURRENDER_CLAIM-C1-20190810,RC-9010478214-1-SURRENDER_CLAIM-C1-20190810-SC1,3,20190810,20190820,10,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010478214-1-SURRENDER_CLAIM-C2-20200810,RC-9010478214-1-SURRENDER_CLAIM-C2-20200810-SC1,3,20200810,20200828,18,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010478214-1-SURRENDER_CLAIM-C3-20210810,RC-9010478214-1-SURRENDER_CLAIM-C3-20210810-SC1,3,20210810,20210810,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010478214-1-SURRENDER_CLAIM-C4-20220810,RC-9010478214-1-SURRENDER_CLAIM-C4-20220810-SC1,3,20220810,20220817,7,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010478214-1-SURRENDER_CLAIM-C5-20230808,RC-9010478214-1-SURRENDER_CLAIM-C5-20230808-SC1,3,20230808,20230810,2,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010478214-1-SURRENDER_CLAIM-C6-20240810,RC-9010478214-1-SURRENDER_CLAIM-C6-20240810-SC1,3,20240810,20240812,2,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010478214-1-SURRENDER_CLAIM-C7-20250804,RC-9010478214-1-SURRENDER_CLAIM-C7-20250804-SC1,3,20250804,20250810,6,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010478259-1-DEATH_CLAIM-C0-20190919,RC-9010478259-1-DEATH_CLAIM-C0-20190919-SC1,4,20190919,20190919,0,Y,N,N,Y,COMPLETE,HIGH
RC-9010478285-1-DEATH_CLAIM-C0-20200405,RC-9010478285-1-DEATH_CLAIM-C0-20200405-SC1,6,20200405,20200405,0,Y,N,N,Y,COMPLETE,HIGH
RC-9010478285-1-SURRENDER_CLAIM-C0-20180901,RC-9010478285-1-SURRENDER_CLAIM-C0-20180901-SC1,1,20180901,20180901,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010478285-1-SURRENDER_CLAIM-C1-20190901,RC-9010478285-1-SURRENDER_CLAIM-C1-20190901-SC1,1,20190901,20190901,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010478285-1-SURRENDER_CLAIM-C2-20200405,RC-9010478285-1-SURRENDER_CLAIM-C2-20200405-SC1,1,20200405,20200405,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010478285-2-DEATH_CLAIM-C0-20200405,RC-9010478285-2-DEATH_CLAIM-C0-20200405-SC1,1,20200405,20200405,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010478574-1-DEATH_CLAIM-C0-20200218,RC-9010478574-1-DEATH_CLAIM-C0-20200218-SC1,6,20200218,20200218,0,Y,N,N,Y,COMPLETE,HIGH
RC-9010479749-1-DEATH_CLAIM-C0-20260105,RC-9010479749-1-DEATH_CLAIM-C0-20260105-SC1,6,20260105,20260105,0,Y,N,N,Y,COMPLETE,HIGH
RC-9010479749-2-DEATH_CLAIM-C0-20260105,RC-9010479749-2-DEATH_CLAIM-C0-20260105-SC1,1,20260105,20260105,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010484821-1-DEATH_CLAIM-C0-20190417,RC-9010484821-1-DEATH_CLAIM-C0-20190417-SC1,5,20190417,20190417,0,Y,N,N,N,COMPLETE,HIGH
RC-9010484821-2-DEATH_CLAIM-C0-20190417,RC-9010484821-2-DEATH_CLAIM-C0-20190417-SC1,1,20190417,20190417,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010486919-1-DEATH_CLAIM-C0-20250602,RC-9010486919-1-DEATH_CLAIM-C0-20250602-SC1,5,20250602,20250602,0,Y,N,N,Y,COMPLETE,HIGH
RC-9010486919-1-SURRENDER_CLAIM-C0-20180401,RC-9010486919-1-SURRENDER_CLAIM-C0-20180401-SC1,1,20180401,20180401,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010486919-1-SURRENDER_CLAIM-C1-20190401,RC-9010486919-1-SURRENDER_CLAIM-C1-20190401-SC1,1,20190401,20190401,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010486919-1-SURRENDER_CLAIM-C2-20200401,RC-9010486919-1-SURRENDER_CLAIM-C2-20200401-SC1,1,20200401,20200401,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010486919-1-SURRENDER_CLAIM-C3-20210401,RC-9010486919-1-SURRENDER_CLAIM-C3-20210401-SC1,1,20210401,20210401,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010486919-1-SURRENDER_CLAIM-C4-20220401,RC-9010486919-1-SURRENDER_CLAIM-C4-20220401-SC1,1,20220401,20220401,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010486919-1-SURRENDER_CLAIM-C5-20230401,RC-9010486919-1-SURRENDER_CLAIM-C5-20230401-SC1,1,20230401,20230401,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010486919-1-SURRENDER_CLAIM-C6-20231207,RC-9010486919-1-SURRENDER_CLAIM-C6-20231207-SC1,41,20231207,20250603,544,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010486919-2-DEATH_CLAIM-C0-20250602,RC-9010486919-2-DEATH_CLAIM-C0-20250602-SC1,1,20250602,20250602,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010486961-1-SURRENDER_CLAIM-C0-20180401,RC-9010486961-1-SURRENDER_CLAIM-C0-20180401-SC1,3,20180401,20180420,19,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010486961-1-SURRENDER_CLAIM-C1-20190401,RC-9010486961-1-SURRENDER_CLAIM-C1-20190401-SC1,1,20190401,20190401,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010486961-1-SURRENDER_CLAIM-C2-20200401,RC-9010486961-1-SURRENDER_CLAIM-C2-20200401-SC1,1,20200401,20200401,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010486961-1-SURRENDER_CLAIM-C3-20210401,RC-9010486961-1-SURRENDER_CLAIM-C3-20210401-SC1,1,20210401,20210401,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010486961-1-SURRENDER_CLAIM-C4-20220401,RC-9010486961-1-SURRENDER_CLAIM-C4-20220401-SC1,1,20220401,20220401,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010486961-1-SURRENDER_CLAIM-C5-20230401,RC-9010486961-1-SURRENDER_CLAIM-C5-20230401-SC1,1,20230401,20230401,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010486961-1-SURRENDER_CLAIM-C6-20240401,RC-9010486961-1-SURRENDER_CLAIM-C6-20240401-SC1,1,20240401,20240401,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010486961-1-SURRENDER_CLAIM-C7-20250401,RC-9010486961-1-SURRENDER_CLAIM-C7-20250401-SC1,1,20250401,20250401,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010486961-1-SURRENDER_CLAIM-C8-20260401,RC-9010486961-1-SURRENDER_CLAIM-C8-20260401-SC1,1,20260401,20260401,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010486964-1-DEATH_CLAIM-C0-20220313,RC-9010486964-1-DEATH_CLAIM-C0-20220313-SC1,5,20220313,20220313,0,Y,N,N,Y,COMPLETE,HIGH
RC-9010486964-1-SURRENDER_CLAIM-C0-20180401,RC-9010486964-1-SURRENDER_CLAIM-C0-20180401-SC1,3,20180401,20180403,2,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010486964-1-SURRENDER_CLAIM-C1-20190402,RC-9010486964-1-SURRENDER_CLAIM-C1-20190402-SC1,1,20190402,20190402,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010486964-1-SURRENDER_CLAIM-C2-20200330,RC-9010486964-1-SURRENDER_CLAIM-C2-20200330-SC1,3,20200330,20200401,2,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010486964-1-SURRENDER_CLAIM-C3-20210402,RC-9010486964-1-SURRENDER_CLAIM-C3-20210402-SC1,1,20210402,20210402,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010486964-1-SURRENDER_CLAIM-C4-20220313,RC-9010486964-1-SURRENDER_CLAIM-C4-20220313-SC1,1,20220313,20220313,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010486964-2-DEATH_CLAIM-C0-20220313,RC-9010486964-2-DEATH_CLAIM-C0-20220313-SC1,1,20220313,20220313,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010487886-1-DISBURSEMENT_CLAIM-C0-20241213,RC-9010487886-1-DISBURSEMENT_CLAIM-C0-20241213-SC1,2,20241213,20241213,0,Y,N,N,N,COMPLETE,HIGH
RC-9010487886-1-SURRENDER_CLAIM-C0-20200328,RC-9010487886-1-SURRENDER_CLAIM-C0-20200328-SC1,2,20200328,20200328,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010487886-1-SURRENDER_CLAIM-C1-20230928,RC-9010487886-1-SURRENDER_CLAIM-C1-20230928-SC1,2,20230928,20230928,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010487886-1-SURRENDER_CLAIM-C2-20240328,RC-9010487886-1-SURRENDER_CLAIM-C2-20240328-SC1,1,20240328,20240328,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010487886-1-SURRENDER_CLAIM-C3-20240928,RC-9010487886-1-SURRENDER_CLAIM-C3-20240928-SC1,3,20240928,20240928,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010487886-1-SURRENDER_CLAIM-C4-20241212,RC-9010487886-1-SURRENDER_CLAIM-C4-20241212-SC1,1,20241212,20241212,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010488273-1-SURRENDER_CLAIM-C0-20180415,RC-9010488273-1-SURRENDER_CLAIM-C0-20180415-SC1,3,20180415,20180430,15,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010488273-1-SURRENDER_CLAIM-C1-20190415,RC-9010488273-1-SURRENDER_CLAIM-C1-20190415-SC1,3,20190415,20190415,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010488273-1-SURRENDER_CLAIM-C2-20200415,RC-9010488273-1-SURRENDER_CLAIM-C2-20200415-SC1,3,20200415,20200417,2,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010488273-1-SURRENDER_CLAIM-C3-20210415,RC-9010488273-1-SURRENDER_CLAIM-C3-20210415-SC1,3,20210415,20210416,1,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010488273-1-SURRENDER_CLAIM-C4-20220415,RC-9010488273-1-SURRENDER_CLAIM-C4-20220415-SC1,3,20220415,20220419,4,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010488273-1-SURRENDER_CLAIM-C5-20230415,RC-9010488273-1-SURRENDER_CLAIM-C5-20230415-SC1,3,20230415,20230426,11,N,Y,N,N,INCOMPLETE,MEDIUM
