policy_number,name_id,relationship_roles,role_count,individual_or_business,overlap_type,potential_resolution_risk
9010901657,604815,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010901775,604817,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010901787,604821,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010901833,604826,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010902903,590361,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010904798,604906,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010904802,604908,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010908669,604989,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010910320,605017,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010912454,605060,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010913551,605096,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010915030,605116,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010916879,605154,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010917172,605159,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010917231,605164,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010917599,591548,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010917600,605175,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010917604,591548,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010919431,605212,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010920784,605221,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010920785,605224,B2|PA|PE|PO,4,INDIVIDUAL,SECONDARY_BENEFICIARY_PAYEE_SAME,MEDIUM
9010924660,605290,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010926357,605312,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010927421,605316,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010927552,605325,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010928261,590000,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010928491,605336,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010928497,605342,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010928507,605349,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010928775,605357,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010929794,605364,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010930278,605369,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010936179,591622,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010936713,205614,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010937735,605460,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010938121,605463,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010938962,605474,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010940855,591633,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010941103,605504,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010942246,605521,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010942439,605524,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010943847,605549,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010943849,605551,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010944558,605566,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010945534,605581,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010946392,605590,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010946649,605595,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010947021,605598,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010947245,605602,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010947489,605606,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010947866,605607,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010947870,605610,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010948195,605614,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010949672,605643,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010952369,605665,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010952386,591658,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010953834,605670,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010954823,605679,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010955034,605680,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010956144,605687,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010956145,605688,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010956992,605692,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010958438,605703,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010959302,605712,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010961712,605735,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010965145,605771,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010965984,605780,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010968689,605800,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010968808,591710,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010968813,591713,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010968816,591716,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010968821,591717,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010969153,708729,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9010970211,605817,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010971570,605830,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010975741,605869,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010978232,605885,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010979717,605895,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010981739,605920,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010985184,605957,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010986137,605968,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010986419,605973,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010986699,605983,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010987095,605995,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010987413,605998,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010988150,606012,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010989073,606022,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010990148,606032,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010991108,606050,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010992950,606076,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010993200,591804,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010994236,606097,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010994968,606114,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010995983,606129,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010995984,590022,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010996690,606147,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010996841,606151,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010996983,606154,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010996999,606155,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010997600,606165,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9010999170,591834,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011001627,588607,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011001742,591850,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011002095,606219,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011002254,606230,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011004587,606277,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9011005348,606287,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011005435,606288,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011005635,606294,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011005855,606299,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011006781,591882,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011008708,606330,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011010387,606339,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011017841,606443,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011018779,606449,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011023549,606496,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011025478,606518,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011025612,606520,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011026547,606528,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011028990,606548,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011032672,606579,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011032897,319713,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011032898,606581,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011033048,606582,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011033576,606590,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011035652,606613,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011035773,606614,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011036054,606622,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011038065,606635,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011038386,606640,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011039701,606665,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011039772,606666,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011040023,606676,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011040294,606678,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011040826,606683,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011041220,606653,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011041480,606691,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011042317,591965,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011045407,606752,B1|PA|PE|PO,4,BUSINESS,BENEFICIARY_PAYEE_SAME,MEDIUM
9011045768,606759,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9011045769,606759,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9011046268,606768,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011047600,606779,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011047682,606782,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9011047683,606782,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9011047684,606782,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9011048543,606793,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011048882,606797,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011048886,606799,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011049319,606803,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011051108,606825,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011053214,606846,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011053428,606847,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011054122,592065,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011054324,606858,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011057485,194170,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011057611,606881,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011057904,606885,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011058905,326796,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9011059202,606902,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011059421,606904,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011059456,606906,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011060710,606925,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011062307,709345,B1|PA|PE|PO,4,BUSINESS,BENEFICIARY_PAYEE_SAME,MEDIUM
