mpolicy,claimstat,mpaid,mface,dividends,loan,netdb,premium,suspense,mintrate,mintamt,adjust,pddate_blank,payee_rows,payee_sum,mpaid_payee_delta,recon_class
010787147C,99,479.75,479.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,11,31522.59,-31042.84,MISMATCH
010787147C,99,479.75,479.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,11,31522.59,-31042.84,MISMATCH
010787147C,99,479.75,479.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,11,31522.59,-31042.84,MISMATCH
010787147C,99,479.75,479.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,11,31522.59,-31042.84,MISMATCH
010787147C,99,479.75,479.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,11,31522.59,-31042.84,MISMATCH
010787147C,2,57693.02,28846.51,0.0,0.0,28846.51,0.0,0.0,0.0,202.42,0.0,N,11,31522.59,26170.43,MISMATCH
010787390C,2,40058.84,40000.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,N,2,40058.84,0.0,MATCH
010788197C,2,25076.71,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,N,1,25076.71,0.0,MATCH
010788421C,2,8455.82,8404.29,0.0,0.0,8404.29,0.0,0.0,0.0,0.0,0.0,N,1,8455.82,0.0,MATCH
010788426C,99,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,Y,1,20000.0,-20000.0,HEADER_ZERO_HAS_PAYEE
010789095C,99,142.1,142.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,5710.5,-5568.4,MISMATCH
010789095C,99,142.1,142.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,5710.5,-5568.4,MISMATCH
010789095C,99,142.1,142.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,5710.5,-5568.4,MISMATCH
010789095C,99,142.1,142.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,5710.5,-5568.4,MISMATCH
010789095C,99,142.1,142.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,5710.5,-5568.4,MISMATCH
010789095C,2,5000.0,5000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,N,6,5710.5,-710.5,MISMATCH
010789348C,99,179.35,179.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,9476.93,-9297.58,MISMATCH
010789348C,99,198.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,9476.93,-9278.93,MISMATCH
010789348C,99,198.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,9476.93,-9278.93,MISMATCH
010789348C,99,198.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,9476.93,-9278.93,MISMATCH
010789348C,99,198.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,9476.93,-9278.93,MISMATCH
010789348C,2,17044.8,8522.4,0.0,0.0,8522.4,0.0,0.0,0.0,16.82,0.0,N,6,9476.93,7567.87,MISMATCH
010789351C,99,1409.5,1409.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,63198.23,-61788.73,MISMATCH
010789351C,99,1409.5,1409.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,63198.23,-61788.73,MISMATCH
010789351C,99,1409.5,1409.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,63198.23,-61788.73,MISMATCH
010789351C,99,1409.5,1409.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,63198.23,-61788.73,MISMATCH
010789351C,99,1409.5,1409.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,63198.23,-61788.73,MISMATCH
010789351C,99,1409.5,1409.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,63198.23,-61788.73,MISMATCH
010789351C,99,1409.5,1409.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,63198.23,-61788.73,MISMATCH
010789351C,2,53420.15,53420.15,0.0,0.0,53420.15,0.0,0.0,0.0,88.42,0.0,N,8,63198.23,-9778.08,MISMATCH
010789375C,2,6960.43,6881.12,0.0,0.0,6881.12,0.0,0.0,0.0,0.0,0.0,N,4,6960.43,0.0,MATCH
010789384C,2,33462.29,33427.98,0.0,0.0,33427.98,0.0,0.0,0.0,0.0,0.0,N,1,33462.29,0.0,MATCH
010789525C,2,14613.2,14605.32,0.0,0.0,14605.32,0.0,0.0,0.0,0.0,0.0,N,1,14613.2,0.0,MATCH
010789532C,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,0,0.0,0.0,NO_PAYEE
010789547C,99,0.0,0.0,0.0,0.0,3.78,0.0,0.0,0.0,0.0,0.0,Y,1,3.78,-3.78,HEADER_ZERO_HAS_PAYEE
010789992C,99,252.25,252.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,25615.49,-25363.24,MISMATCH
010789992C,99,252.25,252.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,25615.49,-25363.24,MISMATCH
010789992C,2,25221.98,25221.98,0.0,0.0,25221.98,0.0,0.0,0.0,110.99,0.0,N,3,25615.49,-393.51,MISMATCH
010790176C,99,642.4,642.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,23212.0,-22569.6,MISMATCH
010790176C,99,642.4,642.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,23212.0,-22569.6,MISMATCH
010790176C,99,642.4,642.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,23212.0,-22569.6,MISMATCH
010790176C,99,642.4,642.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,23212.0,-22569.6,MISMATCH
010790176C,99,642.4,642.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,23212.0,-22569.6,MISMATCH
010790176C,2,20000.0,20000.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,N,6,23212.0,-3212.0,MISMATCH
010790755C,2,8950.66,8950.66,0.0,0.0,8950.66,0.0,0.0,0.0,772.94,0.0,N,4,8177.72,772.94,MISMATCH
010791078C,2,7679.48,7679.48,0.0,0.0,7679.48,0.0,0.0,0.0,40.93,0.0,N,1,7638.55,40.93,MISMATCH
010791176C,2,12330.59,12330.59,0.0,0.0,12330.59,0.0,0.0,0.0,209.18,0.0,N,1,12121.41,209.18,MISMATCH
010791462C,2,5000.0,5000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,N,1,5000.0,0.0,MATCH
010791466C,2,6300.0,6300.0,0.0,0.0,6300.0,0.0,0.0,0.0,0.0,0.0,N,1,6300.0,0.0,MATCH
010792296C,2,7266.49,7253.09,0.0,0.0,7253.09,0.0,0.0,0.0,0.0,0.0,N,1,7266.49,0.0,MATCH
010792706C,99,5117.68,0.0,0.0,0.0,107.06,0.0,0.0,0.0,0.0,0.0,Y,1,107.06,5010.62,MISMATCH
010792997C,99,294.33,294.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,12677.32,-12382.99,MISMATCH
010792997C,99,294.33,294.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,12677.32,-12382.99,MISMATCH
010792997C,99,294.33,294.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,12677.32,-12382.99,MISMATCH
010792997C,99,294.33,294.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,12677.32,-12382.99,MISMATCH
010792997C,2,11500.0,11500.0,0.0,0.0,11500.0,0.0,0.0,0.0,0.0,0.0,N,5,12677.32,-1177.32,MISMATCH
010793722C,2,14481.98,14473.65,0.0,0.0,14473.65,0.0,0.0,0.0,0.0,0.0,N,3,14481.98,0.0,MATCH
010793727C,99,0.0,0.0,0.0,0.0,13489.47,0.0,0.0,0.0,0.0,0.0,Y,5,1316.0,-1316.0,HEADER_ZERO_HAS_PAYEE
010793727C,99,263.2,263.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,1316.0,-1052.8,MISMATCH
010793727C,99,263.2,263.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,1316.0,-1052.8,MISMATCH
010793727C,99,263.2,263.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,1316.0,-1052.8,MISMATCH
010793727C,99,263.2,263.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,1316.0,-1052.8,MISMATCH
010793727C,99,263.2,263.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,1316.0,-1052.8,MISMATCH
010793737C,99,206.95,206.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,11967.05,-11760.1,MISMATCH
010793737C,99,206.95,206.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,11967.05,-11760.1,MISMATCH
010793737C,99,206.95,206.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,11967.05,-11760.1,MISMATCH
010793737C,99,206.95,206.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,11967.05,-11760.1,MISMATCH
010793737C,2,11189.41,11189.41,0.0,0.0,11189.41,0.0,0.0,0.0,50.16,0.0,N,5,11967.05,-777.64,MISMATCH
010794095C,2,16885.06,16871.87,0.0,0.0,16871.87,0.0,0.0,0.0,0.0,0.0,N,1,16885.06,0.0,MATCH
010794518C,99,318.25,318.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,2,8453.76,-8135.51,MISMATCH
010794518C,2,8135.51,8135.51,0.0,0.0,8135.51,0.0,0.0,0.0,0.0,0.0,N,2,8453.76,-318.25,MISMATCH
010794520C,99,171.05,171.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,5187.05,-5016.0,MISMATCH
010794520C,2,5016.0,5016.0,0.0,0.0,5016.0,0.0,0.0,0.0,0.0,0.0,N,3,5187.05,-171.05,MISMATCH
010795047C,2,33704.04,33661.11,0.0,0.0,33661.11,0.0,0.0,0.0,0.0,0.0,N,1,33704.04,0.0,MATCH
010795612C,99,287.24,287.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,14258.42,-13971.18,MISMATCH
010795612C,99,287.24,287.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,14258.42,-13971.18,MISMATCH
010795612C,99,287.24,287.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,14258.42,-13971.18,MISMATCH
010795612C,99,287.24,287.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,14258.42,-13971.18,MISMATCH
010795612C,99,287.24,287.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,14258.42,-13971.18,MISMATCH
010795612C,99,287.24,287.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,14258.42,-13971.18,MISMATCH
010795612C,99,287.24,287.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,9,14258.42,-13971.18,MISMATCH
010795612C,2,12247.74,12247.74,0.0,0.0,12247.74,0.0,0.0,0.0,0.0,0.0,N,9,14258.42,-2010.68,MISMATCH
010795618C,99,0.0,0.0,0.0,0.0,7812.83,0.0,0.0,0.0,0.0,0.0,Y,2,607.2,-607.2,HEADER_ZERO_HAS_PAYEE
010795618C,99,303.6,303.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,2,607.2,-303.6,MISMATCH
010795618C,99,303.6,303.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,2,607.2,-303.6,MISMATCH
010795890C,2,7787.3,7787.3,0.0,0.0,7787.3,0.0,0.0,0.0,37.89,0.0,N,1,7749.41,37.89,MISMATCH
010796325C,2,9127.89,9127.89,0.0,0.0,9127.89,0.0,0.0,0.0,25.7,0.0,N,1,9102.19,25.7,MISMATCH
010796554C,99,6415.5,6415.5,0.0,0.0,6415.5,0.0,0.0,0.0,0.0,0.0,Y,2,12555.55,-6140.05,MISMATCH
010796821C,2,11317.3,11317.3,0.0,0.0,11317.3,0.0,0.0,0.0,33.98,0.0,N,1,11283.32,33.98,MISMATCH
010796908C,99,0.0,0.0,0.0,0.0,25.59,0.0,0.0,0.0,0.0,0.0,Y,1,290.75,-290.75,HEADER_ZERO_HAS_PAYEE
010796908C,99,290.75,290.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,1,290.75,0.0,MATCH
010797922C,99,300.76,300.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,9203.04,-8902.28,MISMATCH
010797922C,99,300.76,300.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,9203.04,-8902.28,MISMATCH
010797922C,99,300.76,300.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,9203.04,-8902.28,MISMATCH
010797922C,99,300.76,300.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,9203.04,-8902.28,MISMATCH
010797922C,2,8000.0,8000.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,N,5,9203.04,-1203.04,MISMATCH
010798018C,99,0.0,0.0,0.0,0.0,4.06,0.0,0.0,0.0,0.0,0.0,Y,1,4.06,-4.06,HEADER_ZERO_HAS_PAYEE
010798024C,2,28003.99,28000.0,0.0,0.0,28000.0,0.0,0.0,0.0,0.0,0.0,N,2,28003.99,0.0,MATCH
010798031C,99,473.4,473.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,40946.8,-40473.4,MISMATCH
010798031C,99,473.4,473.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,40946.8,-40473.4,MISMATCH
010798031C,2,40000.0,40000.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,N,3,40946.8,-946.8,MISMATCH
010798517C,2,25067.68,25067.68,0.0,0.0,25067.68,0.0,0.0,0.0,29.42,0.0,N,1,25038.26,29.42,MISMATCH
010799083C,2,25000.0,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,N,2,25000.0,0.0,MATCH
010799173C,99,315.17,315.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,10030.34,-9715.17,MISMATCH
010799173C,99,315.17,315.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,10030.34,-9715.17,MISMATCH
010799173C,2,9400.0,9400.0,0.0,0.0,9400.0,0.0,0.0,0.0,0.0,0.0,N,3,10030.34,-630.34,MISMATCH
010799472C,2,20357.39,20357.39,0.0,0.0,20357.39,0.0,0.0,0.0,102.04,0.0,N,6,20255.35,102.04,MISMATCH
010799821C,99,501.4,501.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,18151.37,-17649.97,MISMATCH
010799821C,99,501.4,501.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,18151.37,-17649.97,MISMATCH
010799821C,99,501.4,501.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,18151.37,-17649.97,MISMATCH
010799821C,2,16647.17,16647.17,0.0,0.0,16647.17,0.0,0.0,0.0,0.0,0.0,N,7,18151.37,-1504.2,MISMATCH
010799895C,99,179.35,179.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,5179.35,-5000.0,MISMATCH
010799895C,2,5000.0,5000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,N,3,5179.35,-179.35,MISMATCH
010801398C,2,29407.46,29407.46,0.0,0.0,29407.46,0.0,0.0,0.0,100.6,0.0,N,2,29306.86,100.6,MISMATCH
010801399C,2,25174.72,25174.72,0.0,0.0,25174.72,0.0,0.0,0.0,80.76,0.0,N,1,25093.96,80.76,MISMATCH
010801734C,99,368.2,368.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,15799.25,-15431.05,MISMATCH
010801734C,99,368.2,368.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,15799.25,-15431.05,MISMATCH
010801734C,99,368.2,368.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,15799.25,-15431.05,MISMATCH
010801734C,2,14743.52,14743.52,0.0,0.0,14743.52,0.0,0.0,0.0,48.87,0.0,N,6,15799.25,-1055.73,MISMATCH
010802188C,99,250.9,250.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,11614.27,-11363.37,MISMATCH
010802188C,99,250.9,250.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,11614.27,-11363.37,MISMATCH
010802188C,2,22304.4,11152.2,0.0,0.0,11152.2,0.0,0.0,0.0,39.73,0.0,N,3,11614.27,10690.13,MISMATCH
010802494C,99,5000.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,Y,3,15000.0,-10000.0,MISMATCH
010802646C,99,388.9,388.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,13033.81,-12644.91,MISMATCH
010802646C,99,388.9,388.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,13033.81,-12644.91,MISMATCH
010802646C,99,388.9,388.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,13033.81,-12644.91,MISMATCH
010802646C,99,388.9,388.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,13033.81,-12644.91,MISMATCH
010802646C,2,11151.1,11151.1,0.0,0.0,11151.1,0.0,0.0,0.0,61.79,0.0,N,6,13033.81,-1882.71,MISMATCH
010802646C,99,388.9,388.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,13033.81,-12644.91,MISMATCH
010803050C,2,12822.8,12822.8,0.0,0.0,12822.8,0.0,0.0,0.0,158.22,0.0,N,1,12664.58,158.22,MISMATCH
010803244C,2,9865.29,9865.29,0.0,0.0,9865.29,0.0,0.0,0.0,33.75,0.0,N,1,9831.54,33.75,MISMATCH
010803673C,2,25000.0,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,N,2,25000.0,0.0,MATCH
010803770C,99,206.95,206.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,5433.26,-5226.31,MISMATCH
010803770C,99,206.95,206.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,5433.26,-5226.31,MISMATCH
010803770C,2,5038.72,5038.72,0.0,0.0,5038.72,0.0,0.0,0.0,19.36,0.0,N,3,5433.26,-394.54,MISMATCH
010803964C,2,25266.29,25215.68,0.0,0.0,25215.68,0.0,0.0,0.0,0.0,0.0,N,1,25266.29,0.0,MATCH
010803993C,2,15856.57,15828.77,0.0,0.0,15828.77,0.0,0.0,0.0,0.0,0.0,N,1,15856.57,0.0,MATCH
010804005C,2,25330.42,25330.42,0.0,0.0,25330.42,0.0,0.0,0.0,160.8,0.0,N,1,25169.62,160.8,MISMATCH
010804489C,99,217.2,217.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,9416.48,-9199.28,MISMATCH
010804489C,99,217.2,217.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,9416.48,-9199.28,MISMATCH
010804489C,99,217.2,217.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,9416.48,-9199.28,MISMATCH
010804489C,99,217.2,217.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,9416.48,-9199.28,MISMATCH
010804489C,99,217.2,217.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,9416.48,-9199.28,MISMATCH
010804489C,99,217.2,217.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,9416.48,-9199.28,MISMATCH
010804489C,2,8113.28,8113.28,0.0,0.0,8113.28,0.0,0.0,0.0,0.0,0.0,N,7,9416.48,-1303.2,MISMATCH
010804608C,2,6117.18,6072.18,0.0,0.0,6072.18,0.0,0.0,0.0,0.0,0.0,N,1,6117.18,0.0,MATCH
010804710C,99,2925.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,1,2925.77,0.0,MATCH
010805039C,99,294.08,294.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,11348.18,-11054.1,MISMATCH
010805039C,2,11054.1,11054.1,0.0,0.0,11054.1,0.0,0.0,0.0,0.0,0.0,N,5,11348.18,-294.08,MISMATCH
010805048C,99,0.0,0.0,0.0,0.0,26569.4,0.0,0.0,0.0,0.0,0.0,Y,1,26569.4,-26569.4,HEADER_ZERO_HAS_PAYEE
010805370C,2,25026.07,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,N,2,25026.07,0.0,MATCH
010805394C,2,18394.0,18394.0,0.0,0.0,18394.0,0.0,0.0,0.0,0.0,0.0,N,2,18394.0,0.0,MATCH
010806082C,2,25018.82,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,N,1,25018.82,0.0,MATCH
010806155C,99,420.93,420.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,11562.79,-11141.86,MISMATCH
010806155C,99,420.93,420.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,11562.79,-11141.86,MISMATCH
010806155C,99,420.93,420.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,11562.79,-11141.86,MISMATCH
010806155C,2,10300.0,10300.0,0.0,0.0,10300.0,0.0,0.0,0.0,0.0,0.0,N,5,11562.79,-1262.79,MISMATCH
010806651C,2,25016.89,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,N,2,25016.89,0.0,MATCH
010806653C,99,0.0,0.0,0.0,0.0,50.86,0.0,0.0,0.0,0.0,0.0,Y,4,748.0,-748.0,HEADER_ZERO_HAS_PAYEE
010806653C,99,187.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,4,748.0,-561.0,MISMATCH
010806653C,99,187.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,4,748.0,-561.0,MISMATCH
010806653C,99,187.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,4,748.0,-561.0,MISMATCH
010806653C,99,187.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,4,748.0,-561.0,MISMATCH
010807378C,2,25002.17,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,N,1,25002.17,0.0,MATCH
010807516C,2,33715.84,33715.84,0.0,0.0,33715.84,0.0,0.0,0.0,91.78,0.0,N,1,33624.06,91.78,MISMATCH
010807698C,99,179.35,179.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,4,5618.2,-5438.85,MISMATCH
010807698C,99,179.35,179.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,4,5618.2,-5438.85,MISMATCH
010807698C,99,179.35,179.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,4,5618.2,-5438.85,MISMATCH
010807698C,2,5160.3,5160.3,0.0,0.0,5160.3,0.0,0.0,0.0,80.15,0.0,N,4,5618.2,-457.9,MISMATCH
010807720C,99,142.1,142.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,6695.62,-6553.52,MISMATCH
010807720C,99,142.1,142.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,6695.62,-6553.52,MISMATCH
010807720C,99,142.1,142.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,6695.62,-6553.52,MISMATCH
010807720C,2,6127.22,6127.22,0.0,0.0,6127.22,0.0,0.0,0.0,0.0,0.0,N,5,6695.62,-568.4,MISMATCH
010807720C,99,142.1,142.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,6695.62,-6553.52,MISMATCH
010807842C,2,125000.0,125000.0,0.0,0.0,125000.0,0.0,0.0,0.0,0.0,0.0,N,1,125000.0,0.0,MATCH
010807844C,2,10118.48,10118.48,0.0,0.0,10118.48,0.0,0.0,0.0,59.24,0.0,N,3,10059.24,59.24,MISMATCH
010807868C,99,227.9,227.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,5455.8,-5227.9,MISMATCH
010807868C,99,227.9,227.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,5455.8,-5227.9,MISMATCH
010807868C,2,5000.0,5000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,N,3,5455.8,-455.8,MISMATCH
010808361C,2,9405.28,9398.91,0.0,0.0,9398.91,0.0,0.0,0.0,0.0,0.0,N,1,9405.28,0.0,MATCH
010808721C,2,13518.31,13510.95,0.0,0.0,13510.95,0.0,0.0,0.0,0.0,0.0,N,2,13518.31,0.0,MATCH
010808901C,99,199.75,199.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,25636.98,-25437.23,MISMATCH
010808901C,99,199.75,199.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,25636.98,-25437.23,MISMATCH
010808901C,99,199.75,199.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,5,25636.98,-25437.23,MISMATCH
010808901C,2,25075.46,25075.46,0.0,0.0,25075.46,0.0,0.0,0.0,37.73,0.0,N,5,25636.98,-561.52,MISMATCH
010809309C,2,17144.72,17144.72,0.0,0.0,17144.72,0.0,0.0,0.0,41.86,0.0,N,2,17102.86,41.86,MISMATCH
010809311C,2,10101.29,10101.29,0.0,0.0,10101.29,0.0,0.0,0.0,30.33,0.0,N,1,10070.96,30.33,MISMATCH
010809333C,2,18306.62,18306.62,0.0,0.0,18306.62,0.0,0.0,0.0,198.59,0.0,N,1,18108.03,198.59,MISMATCH
010809734C,2,25007.16,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,N,2,25007.16,0.0,MATCH
010809977C,99,0.0,0.0,0.0,0.0,12.17,0.0,0.0,0.0,0.0,0.0,Y,8,1106.0,-1106.0,HEADER_ZERO_HAS_PAYEE
010809977C,99,138.25,138.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1106.0,-967.75,MISMATCH
010809977C,99,138.25,138.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1106.0,-967.75,MISMATCH
010809977C,99,138.25,138.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1106.0,-967.75,MISMATCH
010809977C,99,138.25,138.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1106.0,-967.75,MISMATCH
010809977C,99,138.25,138.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1106.0,-967.75,MISMATCH
010809977C,99,138.25,138.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1106.0,-967.75,MISMATCH
010809977C,99,138.25,138.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1106.0,-967.75,MISMATCH
010809977C,99,138.25,138.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1106.0,-967.75,MISMATCH
010810194C,99,0.0,0.0,0.0,0.0,59.38,0.0,0.0,0.0,0.0,0.0,Y,1,59.38,-59.38,HEADER_ZERO_HAS_PAYEE
