prototype_claimnum,reconstructed_claim_id,claim_family,failure_category,reconciliation_status,quikclms_mpaycount,quikclmp_payment_count,mpaid_variance,net_payment_variance,mresidual,residual_preserved,linked_rejected_payment_count,linked_rejected_payment_causes,severity,remediability,governance_status,recommended_remediation,production_dbf_flag
CLM0000486,RC-9010462630-1-SURRENDER_CLAIM-C3-20210501,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000487,RC-9010462630-1-SURRENDER_CLAIM-C4-20220501,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000488,RC-9010463190-1-SURRENDER_CLAIM-C0-20190917,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000489,RC-9010463420-1-SURRENDER_CLAIM-C0-20180117,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000490,RC-9010463537-1-DISBURSEMENT_CLAIM-C0-20201203,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000491,RC-9010463537-1-SURRENDER_CLAIM-C0-20180501,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000492,RC-9010463537-1-SURRENDER_CLAIM-C1-20190501,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000493,RC-9010463537-1-SURRENDER_CLAIM-C2-20200501,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000494,RC-9010463537-1-SURRENDER_CLAIM-C3-20200824,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000495,RC-9010464590-1-DEATH_CLAIM-C0-20200118,DEATH_CLAIM,PASS,PASS,4,4,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000496,RC-9010464869-1-SURRENDER_CLAIM-C0-20180706,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000497,RC-9010464869-1-SURRENDER_CLAIM-C1-20190710,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000498,RC-9010464869-1-SURRENDER_CLAIM-C2-20200415,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000499,RC-9010464870-1-SURRENDER_CLAIM-C0-20180715,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000500,RC-9010464870-1-SURRENDER_CLAIM-C1-20190715,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000501,RC-9010464870-1-SURRENDER_CLAIM-C2-20200715,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000502,RC-9010464870-1-SURRENDER_CLAIM-C3-20210715,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000503,RC-9010464870-1-SURRENDER_CLAIM-C4-20220715,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000504,RC-9010464870-1-SURRENDER_CLAIM-C5-20230715,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000505,RC-9010464870-1-SURRENDER_CLAIM-C6-20240121,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000506,RC-9010465265-1-DEATH_CLAIM-C0-20190224,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000507,RC-9010465331-1-SURRENDER_CLAIM-C0-20180815,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000508,RC-9010465331-1-SURRENDER_CLAIM-C1-20190815,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000509,RC-9010465331-1-SURRENDER_CLAIM-C2-20200815,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000510,RC-9010465331-1-SURRENDER_CLAIM-C3-20210815,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000511,RC-9010465331-1-SURRENDER_CLAIM-C4-20220815,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000512,RC-9010465331-1-SURRENDER_CLAIM-C5-20230815,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000513,RC-9010465331-1-SURRENDER_CLAIM-C6-20240815,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000514,RC-9010465331-1-SURRENDER_CLAIM-C7-20250815,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000515,RC-9010466392-1-SURRENDER_CLAIM-C0-20180915,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000516,RC-9010466392-1-SURRENDER_CLAIM-C1-20190915,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000517,RC-9010466392-1-SURRENDER_CLAIM-C2-20200915,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000518,RC-9010466392-1-SURRENDER_CLAIM-C3-20210915,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000519,RC-9010466392-1-SURRENDER_CLAIM-C4-20220915,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000520,RC-9010466392-1-SURRENDER_CLAIM-C5-20230915,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000521,RC-9010466392-1-SURRENDER_CLAIM-C6-20240915,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000522,RC-9010466392-1-SURRENDER_CLAIM-C7-20250915,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000523,RC-9010467154-1-SURRENDER_CLAIM-C0-20180923,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000524,RC-9010467154-1-SURRENDER_CLAIM-C1-20190923,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000525,RC-9010467154-1-SURRENDER_CLAIM-C2-20200923,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000526,RC-9010467154-1-SURRENDER_CLAIM-C3-20210923,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000527,RC-9010467154-1-SURRENDER_CLAIM-C4-20220923,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000528,RC-9010467154-1-SURRENDER_CLAIM-C5-20230923,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000529,RC-9010467154-1-SURRENDER_CLAIM-C6-20240923,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000530,RC-9010467154-1-SURRENDER_CLAIM-C7-20250923,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000531,RC-9010469081-1-SURRENDER_CLAIM-C0-20180101,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000532,RC-9010469081-1-SURRENDER_CLAIM-C1-20190101,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000533,RC-9010469081-1-SURRENDER_CLAIM-C2-20200101,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000534,RC-9010469081-1-SURRENDER_CLAIM-C3-20210101,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000535,RC-9010469081-1-SURRENDER_CLAIM-C4-20220101,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000536,RC-9010469430-1-DISBURSEMENT_CLAIM-C0-20211203,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000537,RC-9010471046-1-SURRENDER_CLAIM-C0-20180301,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000538,RC-9010471046-1-SURRENDER_CLAIM-C1-20190301,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000539,RC-9010471046-1-SURRENDER_CLAIM-C2-20200301,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000540,RC-9010471046-1-SURRENDER_CLAIM-C3-20210301,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000541,RC-9010471046-1-SURRENDER_CLAIM-C4-20220301,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000542,RC-9010471046-1-SURRENDER_CLAIM-C5-20230301,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000543,RC-9010471046-1-SURRENDER_CLAIM-C6-20240301,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000544,RC-9010471046-1-SURRENDER_CLAIM-C7-20250301,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000545,RC-9010471046-1-SURRENDER_CLAIM-C8-20260301,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000546,RC-9010472182-1-SURRENDER_CLAIM-C0-20180401,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000547,RC-9010472182-1-SURRENDER_CLAIM-C1-20190401,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000548,RC-9010472182-1-SURRENDER_CLAIM-C2-20200401,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000549,RC-9010472183-1-SURRENDER_CLAIM-C0-20180401,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000550,RC-9010472183-1-SURRENDER_CLAIM-C1-20190401,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000551,RC-9010472183-1-SURRENDER_CLAIM-C2-20200401,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000552,RC-9010473137-1-DEATH_CLAIM-C0-20190807,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,1,0,5224.98,0.0,-59.45,Y,1,TRUSTEE_ROUTING:1,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0000553,RC-9010473137-1-SURRENDER_CLAIM-C0-20180501,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000554,RC-9010473137-1-SURRENDER_CLAIM-C1-20190501,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000555,RC-9010473137-1-SURRENDER_CLAIM-C2-20190807,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000556,RC-9010473866-1-DISBURSEMENT_CLAIM-C0-20240423,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000557,RC-9010474522-1-SURRENDER_CLAIM-C0-20180601,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000558,RC-9010474522-1-SURRENDER_CLAIM-C1-20190601,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000559,RC-9010474522-1-SURRENDER_CLAIM-C2-20200601,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000560,RC-9010474522-1-SURRENDER_CLAIM-C3-20210601,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000561,RC-9010474522-1-SURRENDER_CLAIM-C4-20220601,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000562,RC-9010474522-1-SURRENDER_CLAIM-C5-20230601,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000563,RC-9010475576-1-DEATH_CLAIM-C0-20211004,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000564,RC-9010476803-1-SURRENDER_CLAIM-C0-20180107,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000565,RC-9010477512-1-SURRENDER_CLAIM-C0-20180815,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000566,RC-9010477512-1-SURRENDER_CLAIM-C1-20190815,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000567,RC-9010477512-1-SURRENDER_CLAIM-C2-20200814,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000568,RC-9010477512-1-SURRENDER_CLAIM-C3-20201122,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000569,RC-9010477513-1-SURRENDER_CLAIM-C0-20180815,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000570,RC-9010477513-1-SURRENDER_CLAIM-C1-20190815,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000571,RC-9010477513-1-SURRENDER_CLAIM-C2-20200430,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000572,RC-9010477989-1-SURRENDER_CLAIM-C0-20180901,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000573,RC-9010477989-1-SURRENDER_CLAIM-C1-20190901,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000574,RC-9010478213-1-SURRENDER_CLAIM-C0-20180810,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000575,RC-9010478213-1-SURRENDER_CLAIM-C1-20190729,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000576,RC-9010478213-1-SURRENDER_CLAIM-C2-20200810,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000577,RC-9010478213-1-SURRENDER_CLAIM-C3-20210803,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000578,RC-9010478213-1-SURRENDER_CLAIM-C4-20220810,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000579,RC-9010478213-1-SURRENDER_CLAIM-C5-20230810,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000580,RC-9010478213-1-SURRENDER_CLAIM-C6-20240806,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000581,RC-9010478213-1-SURRENDER_CLAIM-C7-20250810,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000582,RC-9010478214-1-SURRENDER_CLAIM-C0-20180810,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000583,RC-9010478214-1-SURRENDER_CLAIM-C1-20190810,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000584,RC-9010478214-1-SURRENDER_CLAIM-C2-20200810,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000585,RC-9010478214-1-SURRENDER_CLAIM-C3-20210810,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000586,RC-9010478214-1-SURRENDER_CLAIM-C4-20220810,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000587,RC-9010478214-1-SURRENDER_CLAIM-C5-20230808,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000588,RC-9010478214-1-SURRENDER_CLAIM-C6-20240810,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000589,RC-9010478214-1-SURRENDER_CLAIM-C7-20250804,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000590,RC-9010478259-1-DEATH_CLAIM-C0-20190919,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000591,RC-9010478285-1-SURRENDER_CLAIM-C0-20180901,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000592,RC-9010478285-1-SURRENDER_CLAIM-C1-20190901,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000593,RC-9010478285-1-SURRENDER_CLAIM-C2-20200405,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000594,RC-9010478574-1-DEATH_CLAIM-C0-20200218,DEATH_CLAIM,PASS,PASS,3,3,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000595,RC-9010486919-1-SURRENDER_CLAIM-C0-20180401,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000596,RC-9010486919-1-SURRENDER_CLAIM-C1-20190401,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000597,RC-9010486919-1-SURRENDER_CLAIM-C2-20200401,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000598,RC-9010486919-1-SURRENDER_CLAIM-C3-20210401,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000599,RC-9010486919-1-SURRENDER_CLAIM-C4-20220401,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000600,RC-9010486919-1-SURRENDER_CLAIM-C5-20230401,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000601,RC-9010486919-1-SURRENDER_CLAIM-C6-20231207,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000602,RC-9010486961-1-SURRENDER_CLAIM-C0-20180401,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0000603,RC-9010486961-1-SURRENDER_CLAIM-C1-20190401,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
