reconstructed_claim_id,prototype_claimnum,claim_family,derivation_candidate_id,enhanced_settlement_group_id,root_cause,rejection_rationale,rejection_severity,remediability,governance_status,recommended_remediation,balancing_status,balancing_confidence,residual_amount,production_dbf_flag
RC-9010746005-2-SURRENDER_CLAIM-C0-20180325,,,QDC-RC-9010746005-2-SURRENDER_CLAIM-C0-20180325,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010746005-2-SURRENDER_CLAIM-C1-20190325,,,QDC-RC-9010746005-2-SURRENDER_CLAIM-C1-20190325,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010746005-2-SURRENDER_CLAIM-C2-20200325,,,QDC-RC-9010746005-2-SURRENDER_CLAIM-C2-20200325,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010746005-2-SURRENDER_CLAIM-C3-20210325,,,QDC-RC-9010746005-2-SURRENDER_CLAIM-C3-20210325,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010746005-2-SURRENDER_CLAIM-C4-20220325,,,QDC-RC-9010746005-2-SURRENDER_CLAIM-C4-20220325,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010746005-2-SURRENDER_CLAIM-C5-20230103,,,QDC-RC-9010746005-2-SURRENDER_CLAIM-C5-20230103,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010746424-2-SURRENDER_CLAIM-C0-20180328,,,QDC-RC-9010746424-2-SURRENDER_CLAIM-C0-20180328,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010746424-2-SURRENDER_CLAIM-C1-20190328,,,QDC-RC-9010746424-2-SURRENDER_CLAIM-C1-20190328,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010746424-2-SURRENDER_CLAIM-C2-20200328,,,QDC-RC-9010746424-2-SURRENDER_CLAIM-C2-20200328,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010746846-2-SURRENDER_CLAIM-C0-20200328,,,QDC-RC-9010746846-2-SURRENDER_CLAIM-C0-20200328,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010746846-2-SURRENDER_CLAIM-C1-20210328,,,QDC-RC-9010746846-2-SURRENDER_CLAIM-C1-20210328,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010746846-2-SURRENDER_CLAIM-C2-20220328,,,QDC-RC-9010746846-2-SURRENDER_CLAIM-C2-20220328,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010746846-2-SURRENDER_CLAIM-C3-20230328,,,QDC-RC-9010746846-2-SURRENDER_CLAIM-C3-20230328,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010746846-2-SURRENDER_CLAIM-C4-20240328,,,QDC-RC-9010746846-2-SURRENDER_CLAIM-C4-20240328,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010746846-2-SURRENDER_CLAIM-C5-20250328,,,QDC-RC-9010746846-2-SURRENDER_CLAIM-C5-20250328,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010746846-2-SURRENDER_CLAIM-C6-20260328,,,QDC-RC-9010746846-2-SURRENDER_CLAIM-C6-20260328,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010747186-2-SURRENDER_CLAIM-C0-20180407,,,QDC-RC-9010747186-2-SURRENDER_CLAIM-C0-20180407,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010747186-2-SURRENDER_CLAIM-C1-20190407,,,QDC-RC-9010747186-2-SURRENDER_CLAIM-C1-20190407,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010747186-2-SURRENDER_CLAIM-C2-20200407,,,QDC-RC-9010747186-2-SURRENDER_CLAIM-C2-20200407,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010747186-2-SURRENDER_CLAIM-C3-20210407,,,QDC-RC-9010747186-2-SURRENDER_CLAIM-C3-20210407,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010747186-2-SURRENDER_CLAIM-C4-20220407,,,QDC-RC-9010747186-2-SURRENDER_CLAIM-C4-20220407,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010747186-2-SURRENDER_CLAIM-C5-20230227,,,QDC-RC-9010747186-2-SURRENDER_CLAIM-C5-20230227,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010747241-2-SURRENDER_CLAIM-C0-20180408,,,QDC-RC-9010747241-2-SURRENDER_CLAIM-C0-20180408,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010747636-3-SURRENDER_CLAIM-C0-20230410,,,QDC-RC-9010747636-3-SURRENDER_CLAIM-C0-20230410,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010747636-3-SURRENDER_CLAIM-C1-20240410,,,QDC-RC-9010747636-3-SURRENDER_CLAIM-C1-20240410,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010747636-3-SURRENDER_CLAIM-C2-20250410,,,QDC-RC-9010747636-3-SURRENDER_CLAIM-C2-20250410,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010747636-3-SURRENDER_CLAIM-C3-20260410,,,QDC-RC-9010747636-3-SURRENDER_CLAIM-C3-20260410,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748070-2-SURRENDER_CLAIM-C0-20180520,,,QDC-RC-9010748070-2-SURRENDER_CLAIM-C0-20180520,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748300-1-DEATH_CLAIM-C0-20200327,,,QDC-RC-9010748300-1-DEATH_CLAIM-C0-20200327,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED; residual_amount=9022.12,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,9022.12,N
RC-9010748334-2-SURRENDER_CLAIM-C0-20180415,,,QDC-RC-9010748334-2-SURRENDER_CLAIM-C0-20180415,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748334-2-SURRENDER_CLAIM-C1-20190415,,,QDC-RC-9010748334-2-SURRENDER_CLAIM-C1-20190415,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748334-2-SURRENDER_CLAIM-C2-20200415,,,QDC-RC-9010748334-2-SURRENDER_CLAIM-C2-20200415,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748334-2-SURRENDER_CLAIM-C3-20210415,,,QDC-RC-9010748334-2-SURRENDER_CLAIM-C3-20210415,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748334-2-SURRENDER_CLAIM-C4-20220415,,,QDC-RC-9010748334-2-SURRENDER_CLAIM-C4-20220415,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748334-2-SURRENDER_CLAIM-C5-20230415,,,QDC-RC-9010748334-2-SURRENDER_CLAIM-C5-20230415,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748334-2-SURRENDER_CLAIM-C6-20240415,,,QDC-RC-9010748334-2-SURRENDER_CLAIM-C6-20240415,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748334-2-SURRENDER_CLAIM-C7-20250415,,,QDC-RC-9010748334-2-SURRENDER_CLAIM-C7-20250415,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748334-2-SURRENDER_CLAIM-C8-20260415,,,QDC-RC-9010748334-2-SURRENDER_CLAIM-C8-20260415,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748335-2-SURRENDER_CLAIM-C0-20180415,,,QDC-RC-9010748335-2-SURRENDER_CLAIM-C0-20180415,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748335-2-SURRENDER_CLAIM-C1-20190415,,,QDC-RC-9010748335-2-SURRENDER_CLAIM-C1-20190415,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748335-2-SURRENDER_CLAIM-C2-20200415,,,QDC-RC-9010748335-2-SURRENDER_CLAIM-C2-20200415,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748335-2-SURRENDER_CLAIM-C3-20210415,,,QDC-RC-9010748335-2-SURRENDER_CLAIM-C3-20210415,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748335-2-SURRENDER_CLAIM-C4-20220415,,,QDC-RC-9010748335-2-SURRENDER_CLAIM-C4-20220415,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748335-2-SURRENDER_CLAIM-C5-20230415,,,QDC-RC-9010748335-2-SURRENDER_CLAIM-C5-20230415,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748335-2-SURRENDER_CLAIM-C6-20240415,,,QDC-RC-9010748335-2-SURRENDER_CLAIM-C6-20240415,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748335-2-SURRENDER_CLAIM-C7-20250415,,,QDC-RC-9010748335-2-SURRENDER_CLAIM-C7-20250415,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748335-2-SURRENDER_CLAIM-C8-20260415,,,QDC-RC-9010748335-2-SURRENDER_CLAIM-C8-20260415,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748404-1-DEATH_CLAIM-C0-20181106,,,QDC-RC-9010748404-1-DEATH_CLAIM-C0-20181106,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED; residual_amount=10000.0,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,10000.0,N
RC-9010748404-1-DEATH_CLAIM-C1-20190131,,,QDC-RC-9010748404-1-DEATH_CLAIM-C1-20190131,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED; residual_amount=10000.0,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,10000.0,N
RC-9010748404-2-SURRENDER_CLAIM-C0-20180415,,,QDC-RC-9010748404-2-SURRENDER_CLAIM-C0-20180415,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748432-2-SURRENDER_CLAIM-C0-20190128,,,QDC-RC-9010748432-2-SURRENDER_CLAIM-C0-20190128,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748517-2-SURRENDER_CLAIM-C0-20180422,,,QDC-RC-9010748517-2-SURRENDER_CLAIM-C0-20180422,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748556-2-SURRENDER_CLAIM-C0-20180421,,,QDC-RC-9010748556-2-SURRENDER_CLAIM-C0-20180421,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748556-2-SURRENDER_CLAIM-C1-20190421,,,QDC-RC-9010748556-2-SURRENDER_CLAIM-C1-20190421,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748556-2-SURRENDER_CLAIM-C2-20200421,,,QDC-RC-9010748556-2-SURRENDER_CLAIM-C2-20200421,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748556-2-SURRENDER_CLAIM-C3-20210421,,,QDC-RC-9010748556-2-SURRENDER_CLAIM-C3-20210421,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748556-2-SURRENDER_CLAIM-C4-20220421,,,QDC-RC-9010748556-2-SURRENDER_CLAIM-C4-20220421,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748556-2-SURRENDER_CLAIM-C5-20230421,,,QDC-RC-9010748556-2-SURRENDER_CLAIM-C5-20230421,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748556-2-SURRENDER_CLAIM-C6-20240421,,,QDC-RC-9010748556-2-SURRENDER_CLAIM-C6-20240421,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010748556-2-SURRENDER_CLAIM-C7-20250421,,,QDC-RC-9010748556-2-SURRENDER_CLAIM-C7-20250421,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
