PLAN,FORM,DESCR,PAR,SEX,BASIS,NFOINT,LOANINT,LOANINTX,DEPINT,VARDB,VARGP,LOAGE,HIAGE,RENEW,PAYYRS,PAYAGE,INSYRS,INSAGE,ANNL,SEMI,QTRL,MTHD,MTHB,ANNLFEE,SEMIFEE,QTRLFEE,MTHDFEE,MTHBFEE,INITVAL,MKTG,PRODUCT,CALCADV,COMMID,MINUNIT,MAXUNIT,BPOLFEE,BACTIVE,RRULE,AGTRSV,AUTONFO,PLANTYPE,INTMETHTV,INTMETHCV,DEFICIENCY,HDEDMETHOD,PLANVALOPT,GDVARYGP,GDVARYDB,GDVARYCV,GDVARYTV,GDVARYDV,UWVARYGP,UWVARYDB,UWVARYCV,UWVARYTV,UWVARYDV,BDVARYGP,BDVARYDB,BDVARYCV,BDVARYTV,BDVARYDV,STVARYGP,STVARYDB,STVARYCV,STVARYTV,STVARYDV,CONVCOMM,PLANNAME,HRENEW,HLOB,HCOMMIP,HRIGPKEY,SIMPLEINT,MLAPSE,MNOTE10,MNAICLOB,MNFOANNV,MGTDANNV
1666WL,666 WL,MULTIPLE INSUREDS WHOLE LIFE,1,,,,5.00,A,0.00,0,4,00,75,N,100,00,100,00,100.0000,52.0056,26.5077,9.0042,9.0042,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,1000,10000000,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"WL, GUAR RATES & CV, DB INCREASES",,,F,F,,0,,NAPLAN,,
5667AT,667 ART,ANNUAL RENEWABLE TERM,1,,,,0.00,A,0.00,0,4,00,75,N,00,100,00,100,100.0000,52.5000,27.0000,9.2002,8.8007,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,N,,5000,10000000,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,ANNUAL RENEWABLE TERM,,,F,F,,0,,NAPLAN,,
57ATCR,667 ART CR,ART PREFERRED CREDIT LIFE,1,,,,0.00,A,0.00,0,4,00,75,N,00,100,00,100,100.0000,52.5000,27.0000,9.2002,8.8007,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,N,,5000,10000000,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,ART PREFERRED CREDIT LIFE,,,F,F,,0,,NAPLAN,,
1668SP,668 SPWL,SINGLE PREMIUM WHOLE LIFE,0,,,G,7.40,A,0.00,0,4,01,85,N,1,0,00,100,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,11,N,,1000,1000000,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,SINGLE PREMIUM WHOLE LIFE,,,F,F,,0,,NAPLAN,,
1669SR,669 SR GD,INTEREST-SENSITIVE WHOLE LIFE,0,,,A,0.00,A,0.00,0,4,50,85,N,00,100,00,100,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,16,N,,0,99,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,INTEREST-SENSITIVE WHOLE LIFE,,,F,F,,0,,NAPLAN,,
170858,670 GL85-8,LIFE PAID UP AT 85/88,1,,,,5.00,A,0.00,0,4,00,70,N,00,88,00,100,100.0000,52.0000,26.5000,9.0000,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,2,50,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,LIFE POLICY - PAID UP M AGE 85 F AGE 88,,,F,F,,0,,NAPLAN,,
170588,670 GL8588,LIFE PAID UP AT 85/88,1,,,,0.00,A,0.00,0,4,00,70,N,00,88,00,100,100.0000,52.0000,26.5000,9.0000,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,0,99,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,LIFE POLICY - PAID UP M AGE 85 F AGE 88,,,F,F,,0,,NAPLAN,,
17085M,670 GL85-M,LIFE PAID UP AT 85/88,1,,,,5.00,A,0.00,0,4,00,70,N,00,85,00,100,100.0000,52.0000,26.5000,9.0000,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,2,50,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,LIFE POLICY - PAID UP M AGE 85 F AGE 88,,,F,F,,0,,NAPLAN,,
170PUA,670 PUA,PAID UP ADDS - LIFE PAID UP AT 85/88,1,,,,0.00,A,0.00,0,4,00,70,N,00,88,00,100,100.0000,52.0000,26.5000,9.0000,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"PUAS FOR 670 GL 8588, 85-8, 85-M",,,F,F,,0,,NAPLAN,,
1679CS,679 CEN SD,INTEREST-SENSITIVE WHOLE LIFE,0,,,A,7.40,A,0.00,0,4,00,65,N,00,100,00,100,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,06,N,,0,100000,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"CHOICE PLUS: VAN PREM, EMPL SPON, LOANS",,,F,F,,0,,NAPLAN,,
7686S3,686S 30MRG,DECREASING TERM LIFE,0,,,,0.00,A,0.00,1,4,20,65,N,30,00,30,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,N,,25000,1000000,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,DECREASING TERM LIFE,,,F,F,,0,,NAPLAN,,
7687J3,687J 30MRG,JOINT DECREASING TERM LIFE,0,J,,,0.00,A,0.00,0,4,20,65,N,30,00,30,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,N,,25000,1000000,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,JOINT DECREASING TERM LIFE,,,F,F,,0,,NAPLAN,,
7690DT,690 DT 65,DEC TERM TO 65 CONVERTIBLE,0,,,,0.00,A,0.00,3,4,00,65,N,00,65,00,65,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,1,2,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,DEC TERM TO 65 CONVERTIBLE,,,F,F,,0,,NAPLAN,,
934SWP,8034 30MRG,DISABILITY WAIVER OF PREMIUM 30MRG,1,,,,0.00,A,0.00,0,4,18,59,N,00,60,00,60,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,N,,5000,10000000,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,DISABILITY WAIVER OF PREMIUM 30MRG,,,F,F,,0,,NAPLAN,,
934JWP,8034 J30MT,DISABILITY WAIVER OF PREMIUM JOINT 30 MT,1,,,,0.00,A,0.00,0,4,18,59,N,00,60,00,60,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,N,,5000,10000000,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,DISABILITY WAIVER OF PREMIUM JOINT 30 MT,,,F,F,,0,,NAPLAN,,
542STR,8042 STR,SPOUSE TERM RIDER,0,,,,0.00,A,0.00,3,4,18,64,N,00,65,00,65,100.0000,52.5047,27.0032,9.1987,8.7971,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,05,N,,1,20,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,SPOUSE TERM RIDER - 658 CEN I,,,F,F,,0,,NAPLAN,,
9STRWP,8042STR WP,8042 STR WAIVER OF PREMIUM,0,,,,0.00,A,0.00,0,4,18,64,N,00,65,00,65,100.0000,52.5000,27.0000,9.1999,8.8018,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,10,N,,1,20,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,STR WAIVER OF PREMIUM - 658 CEN I,,,F,F,,0,,NAPLAN,,
543CTR,8043 CTR,DEPENDENT CHILD TERM RIDER,0,,,,0.00,A,0.00,0,4,00,24,N,00,25,00,25,100.0000,52.5047,27.0032,9.1987,8.7971,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,05,N,,1,5,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,DEPENDENT CHILD TERM RIDER,,,F,F,,0,,NAPLAN,,
943CWP,8043CTR WP,8043 CTR WAIVER OF PREMIUM,0,,,,0.00,A,0.00,0,4,00,24,N,00,25,00,25,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,10,N,,1,5,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,8043 CTR WAIVER OF PREMIUM,,,F,F,,0,,NAPLAN,,
9JPO46,8046 JPO,JUVENILE FUTURE PURCHASE OPTION RIDER,0,,,,0.00,A,0.00,0,4,00,21,N,00,40,00,40,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,05,N,,25000,25000,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,JUVENILE FUTURE PURCHASE OPTION RIDER,,,F,F,,0,,NAPLAN,,
9L05WP,8115,DISABILITY WAIVER OF PREMIUM RIDER,0,,,,0.00,A,0.00,0,4,18,59,N,00,60,00,60,100.0000,52.4993,26.9994,9.1999,8.7999,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,08,N,,50000,1000000,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,DISABILITY WAIVER OF PREMIUM - L05 10YLT,,,F,F,,0,,NAPLAN,,
9L01WP,8115 L01,DISABILITY WAIVER OF PREMIUM RIDER,0,,,,0.00,A,0.00,0,4,18,59,N,00,60,00,60,100.0000,52.4993,26.9994,9.1999,8.7999,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,08,N,,0,1000000,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,DISABILITY WAIVER OF PREMIUM - L01 10YLT,,,F,F,,0,,NAPLAN,,
560STR,826,PAID UP SPOUSE TERM RIDER,0,,,,0.00,A,0.00,0,4,00,65,N,00,65,00,65,100.0000,51.9988,26.5022,9.0030,8.6960,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,1,10,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"PAID UP STR - 960 LP85-M, 960 OL, 960 PO",,,F,F,,0,,NAPLAN,,
528CTR,828,CHILD'S TERM INSURANCE,1,,,,0.00,A,0.00,0,4,00,17,N,00,60,00,60,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,1,5,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"CTR FOR 960 LP65, 960 OL, 960 PO",,,F,F,,0,,NAPLAN,,
986JPO,8286 GI 1,JUVENILE FUTURE PURCHASE OPTION,1,,,,0.00,A,0.00,0,4,00,18,N,00,00,00,40,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,A,N,,N,0,0,,,,,,,,,,,,,,,,,,,,JUV FUTURE PURCHASE OPTION - L17,,,F,F,,0,,NAPLAN,,
982JPO,8286 GI 2+,JUVENILE FUTURE PURCHASE OPTION,1,,,,0.00,A,0.00,0,4,00,18,N,00,00,00,40,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,JUV FUTURE PURCHASE OPTION - L17,,,F,F,,0,,NAPLAN,,
A60MIR,863,MONTHLY INCOME RIDER,1,,,,0.00,A,0.00,2,4,15,55,N,00,65,00,65,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,4,100,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"MONTHLY INCOME RIDER- 960 LP85-M, 960 PO",,,F,F,,0,,NAPLAN,,
960GIO,889 960,960 GUARANTEE INSURABILITY OPTION,1,,,,0.00,A,0.00,0,4,00,37,N,00,40,00,40,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,1,10,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,GUARANTEE INSURABILITY OPTION - 960 OL,,,F,F,,0,,NAPLAN,,
A96DAR,896 DAR,DEPOSIT ANNUITY RIDER,1,,,,0.00,A,0.00,0,4,00,50,N,00,65,00,65,100.0000,52.0025,26.4963,9.0001,9.0001,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,0,9999,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,DEPOSIT ANNUITY RIDER - 665 STME95,,,F,F,,0,,NAPLAN,,
1666AI,897 666,ADDITIONAL INSUREDS 666 WL,1,,,,0.00,A,0.00,0,4,00,75,N,100,00,100,00,100.0000,52.0056,26.5077,9.0042,9.0042,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,1000,10000000,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,ADDITIONAL INSUREDS 666 WL,,,F,F,,0,,NAPLAN,,
165PUA,960 65 PUA,PAID UP ADDS - LIFE PAID UP AT AGE 65,1,,,,0.00,A,0.00,0,4,00,70,N,00,65,100,00,100.0000,52.0039,26.4956,9.0030,8.6960,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,PUAS FOR 960 LP65,,,F,F,,0,,NAPLAN,,
185PUA,960 LP PUA,PAID UP ADDS - LIFE PU AT AGE 85-88,1,,,,0.00,A,0.00,0,4,00,70,N,00,88,00,100,100.0000,52.0039,26.4956,9.0030,8.6960,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,PUA - 960 LP85-M,,,F,F,,0,,NAPLAN,,
196065,960 LP65,LIFE PAID UP AT AGE 65,1,,,,5.00,A,0.00,0,4,00,70,N,00,65,100,00,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,15,1000,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,LIFE PAID UP AT AGE 65,,,F,F,,0,,NAPLAN,,
196085,960 LP85-M,LIFE PAID UP AT AGE 85-88,1,,,,5.00,A,0.00,0,4,00,70,N,00,85,00,100,100.0000,51.9988,26.5022,9.0030,8.6960,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,2,50,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,LIFE POLICY - PAID UP M AGE 85 F AGE 88,,,F,F,,0,,NAPLAN,,
1960OL,960 OL,ORDINARY WHOLE LIFE,1,,,,5.00,A,0.00,0,4,00,70,N,100,00,100,00,100.0000,52.0039,26.4956,9.0030,8.6960,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,2,1000,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,ORDINARY WHOLE LIFE,,,F,F,,0,,NAPLAN,,
1OLPUA,960 OL PUA,PAID UP ADDS - ORDINARY WHOLE LIFE,1,,,,0.00,A,0.00,0,4,00,70,N,100,00,100,00,100.0000,52.0039,26.4956,9.0030,8.6960,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,PUAS FOR 960 OL,,,F,F,,0,,NAPLAN,,
1960PO,960 PO,PREFERRED ORDINARY WHOLE LIFE,1,,,,5.00,A,0.00,0,4,00,70,N,00,103,00,103,100.0000,52.0000,26.5000,9.0000,8.7019,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,5,1000,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,PREFERRED ORDINARY WHOLE LIFE,,,F,F,,0,,NAPLAN,,
1POPUA,960 PO PUA,PAID UP ADDS - PREF ORDINARY WHOLE LIFE,1,,,,0.00,A,0.00,0,4,00,70,N,100,00,100,00,100.0000,52.0039,26.4956,9.0030,8.6960,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,PUAS FOR 960 PO,,,F,F,,0,,NAPLAN,,
2961ME,961 ME65,MODIFIED ENDOWMENT AT 65,1,,,,0.00,A,0.00,0,4,00,55,N,00,65,00,65,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,1,10,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,MODIFIED ENDOWMENT AT 65,,,F,F,,0,,NAPLAN,,
261PUA,961 PUA,PAID UP ADDS - MODIFIED ENDOWMENT AT 65,1,,,,0.00,A,0.00,0,4,00,55,N,00,65,00,65,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,0,99,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,PAID UP ADDS - MODIFIED ENDOWMENT AT 65,,,F,F,,0,,NAPLAN,,
1970JB,970 JEB,JUVENILE EST BUILD PU AT 85 LIFE,0,,,,5.00,A,0.00,3,4,00,14,N,00,85,00,100,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,N,,1,1,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,JUVENILE EST BUILD PU AT 85 LIFE,,,F,F,,0,,NAPLAN,,
1970PA,970 PUA,PAID UP ADDS - JUV EST BUILD PU AT 85,0,,,,0.00,A,0.00,0,4,00,14,N,00,85,00,100,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,PAID UP ADDS - JUV EST BUILD PU AT 85,,,F,F,,0,,NAPLAN,,
280END,980 END65,ENDOWMENT AT AGE 65,1,,,,5.00,A,0.00,0,4,00,55,N,00,65,00,65,100.0000,51.9979,26.4995,9.0015,8.7113,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,2,100,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,ENDOWMENT AT AGE 65,,,F,F,,0,,NAPLAN,,
280PUA,980 PUA,PAID UP ADDS - ENDOWMENT AT AGE 65,1,,,,0.00,A,0.00,0,4,00,55,N,00,65,00,65,100.0000,51.9979,26.4995,9.0015,8.7113,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,0,99,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,PUAS FOR 980 END65,,,F,F,,0,,NAPLAN,,
1991PL,991 PWL,PENSION WHOLE LIFE,0,,,,0.00,A,0.00,0,4,15,78,N,00,103,00,103,100.0000,52.0039,26.4956,9.0030,8.6960,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,1,100,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,ALL PENSION WHOLE LIFE IN RPU STATUS,,,F,F,,0,,NAPLAN,,
9DIS20,DISCHO20 B,HOME OFFICE DISCOUNT 20% 1YR,0,,,,0.00,A,0.00,0,4,00,85,N,100,00,100,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,HOME OFFICE DISCOUNT 20% 1YR,,,F,F,,0,,NAPLAN,,
9DIS24,DISCHO2475,HOME OFFICE DISCOUNT - 24.75%,0,,,,0.00,A,0.00,0,4,00,100,N,100,00,100,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,N,,1,1,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"DISCNT 24.75% - L10 LP95, L10 OLD, 619DT",,,F,F,,0,,NAPLAN,,
9DS24B,DISCHO247B,HOME OFFICE DISCOUNT - 24.75%,0,,,,0.00,A,0.00,0,4,00,100,N,100,00,100,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,N,,1,1,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,HOME OFFICE DISCOUNT - 24.75%,,,F,F,,0,,NAPLAN,,
9DS24C,DISCHO247C,HOME OFFICE DISCOUNT - 24.75%,0,,,,0.00,A,0.00,0,4,00,100,N,100,00,100,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,HOME OFFICE DISCOUNT - 24.75%,,,F,F,,0,,NAPLAN,,
9DIS25,DISCHO25,HOME OFFICE DISCOUNT - 25%-10YR,0,,,,0.00,A,0.00,0,4,00,100,N,116,00,116,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,HOME OFFICE DISCOUNT - 25%-10YR,,,F,F,,0,,NAPLAN,,
9DIS29,DISCHO29,HOME OFFICE DISCOUNT 29% - MODERULE 37,0,,,,0.00,A,0.00,0,4,45,85,N,10,00,10,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,N,,1,1,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,HOME OFFICE DISCOUNT 29% - MODERULE 37,,,F,F,,0,,NAPLAN,,
9DIS70,DISCHO70,HOME OFFICE DISCOUNT - 70/13%,0,,,,0.00,A,0.00,0,4,00,100,N,100,00,100,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,N,,1,1,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,DISCOUNT 70/13% -  L01 10Y LT,,,F,F,,0,,NAPLAN,,
9DIS80,DISCHO80,HOME OFFICE DISCOUNT 80% 1 YR,0,,,,0.00,A,0.00,0,4,00,85,N,100,00,100,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,HOME OFFICE DISCOUNT 80% 1 YR,,,F,F,,0,,NAPLAN,,
9DIS90,DISCHO90,HOME OFFICE DISCOUNT 90% 1 YR,0,,,,0.00,A,0.00,0,4,00,85,N,100,00,100,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,HOME OFFICE DISCOUNT 90% 1 YR,,,F,F,,0,,NAPLAN,,
5L0110,L01 10Y LT,TEN YEAR LEVEL TERM TO AGE 95,1,,,,0.00,A,0.00,0,4,00,85,N,00,95,00,95,100.0000,52.4993,26.9994,9.1999,8.7999,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,08,N,,25000,1000000,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,TEN YEAR LEVEL TERM TO AGE 95,,,F,F,,0,,NAPLAN,,
