PLAN,FORM,DESCR,PAR,SEX,BASIS,NFOINT,LOANINT,LOANINTX,DEPINT,VARDB,VARGP,LOAGE,HIAGE,RENEW,PAYYRS,PAYAGE,INSYRS,INSAGE,ANNL,SEMI,QTRL,MTHD,MTHB,ANNLFEE,SEMIFEE,QTRLFEE,MTHDFEE,MTHBFEE,INITVAL,MKTG,PRODUCT,CALCADV,COMMID,MINUNIT,MAXUNIT,BPOLFEE,BACTIVE,RRULE,AGTRSV,AUTONFO,PLANTYPE,INTMETHTV,INTMETHCV,DEFICIENCY,HDEDMETHOD,PLANVALOPT,GDVARYGP,GDVARYDB,GDVARYCV,GDVARYTV,GDVARYDV,UWVARYGP,UWVARYDB,UWVARYCV,UWVARYTV,UWVARYDV,BDVARYGP,BDVARYDB,BDVARYCV,BDVARYTV,BDVARYDV,STVARYGP,STVARYDB,STVARYCV,STVARYTV,STVARYDV,CONVCOMM,PLANNAME,HRENEW,HLOB,HCOMMIP,HRIGPKEY,SIMPLEINT,MLAPSE,MNOTE10,MNAICLOB,MNFOANNV,MGTDANNV
1669SR,659,INTEREST-SENSITIVE WHOLE LIFE,0,B,,A,0.00,22,0.00,4,4,50,85,T,00,100,00,100,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,16,T,,0,99,,T,B,0.00,0,,,0,N,,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,INTEREST-SENSITIVE WHOLE LIFE,,,,,,0,,NAPLAN,,
170858,960,LIFE PAID UP AT 85/88,1,B,,,5.00,A,0.00,4,4,00,70,T,00,88,00,100,100.0000,52.0000,26.5000,9.0000,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,2,50,,T,B,0.00,0,,,0,N,,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,LIFE PAID UP AT 85/88,,,,,,0,,NAPLAN,,
170588,960,LIFE PAID UP AT 85/88,1,B,,,0.00,22,0.00,4,4,00,70,T,00,88,00,100,100.0000,52.0000,26.5000,9.0000,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,B,0.00,0,,,0,N,,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,LIFE PAID UP AT 85/88,,,,,,0,,NAPLAN,,
17085M,960,LIFE PAID UP AT 85/88,1,B,,,5.00,A,0.00,4,4,00,70,T,00,85,00,100,100.0000,52.0000,26.5000,9.0000,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,2,50,,T,B,0.00,0,,,0,N,,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,LIFE PAID UP AT 85/88,,,,,,0,,NAPLAN,,
170PUA,960,PAID UP ADDS - LIFE PAID UP AT 85/88,1,B,,,0.00,22,0.00,4,4,00,70,T,00,88,00,100,100.0000,52.0000,26.5000,9.0000,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,B,0.00,0,,,A,N,,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,PAID UP ADDS - LIFE PAID UP AT 85/88,,,,,,0,,NAPLAN,,
1679CS,679,INTEREST-SENSITIVE WHOLE LIFE,0,B,,A,7.40,A,0.00,4,4,00,65,T,00,100,00,100,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,06,T,,0,100000,,T,B,0.00,0,,,0,N,,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,INTEREST-SENSITIVE WHOLE LIFE,,,,,,0,,NAPLAN,,
7686S3,686,DECREASING TERM LIFE,0,B,,,0.00,22,0.00,1,4,20,65,T,30,00,30,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,T,,25000,1000000,,T,B,0.00,0,,,A,N,,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,DECREASING TERM LIFE,,,,,,0,,NAPLAN,,
7687J3,687,JOINT DECREASING TERM LIFE,0,J,,,0.00,22,0.00,4,4,20,65,T,30,00,30,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,T,,25000,1000000,,T,B,0.00,0,,,A,N,,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,JOINT DECREASING TERM LIFE,,,,,,0,,NAPLAN,,
7690DT,690,DEC TERM TO 65 CONVERTIBLE,0,B,,,0.00,22,0.00,3,4,00,65,T,00,65,00,65,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,1,2,,T,B,0.00,0,,,A,N,,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,DEC TERM TO 65 CONVERTIBLE,,,,,,0,,NAPLAN,,
934SWP,8034,DISABILITY WAIVER OF PREMIUM 30MRG,1,B,,,0.00,22,0.00,4,4,18,59,T,00,60,00,60,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,T,,5000,10000000,,T,B,0.00,0,,,A,N,,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,DISABILITY WAIVER OF PREMIUM 30MRG,,,,,,0,,NAPLAN,,
934JWP,8034,DISABILITY WAIVER OF PREMIUM JOINT 30 MT,1,B,,,0.00,22,0.00,4,4,18,59,T,00,60,00,60,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,T,,5000,10000000,,T,B,0.00,0,,,A,N,,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,DISABILITY WAIVER OF PREMIUM JOINT 30 MT,,,,,,0,,NAPLAN,,
542STR,8042,SPOUSE TERM RIDER,0,B,,,0.00,22,0.00,3,4,18,64,T,00,65,00,65,100.0000,52.5047,27.0032,9.1987,8.7971,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,05,T,,1,20,,T,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,SPOUSE TERM RIDER,,,,,,0,,NAPLAN,,
9STRWP,NA,8042 STR WAIVER OF PREMIUM,0,B,,,0.00,22,0.00,4,4,18,64,T,00,65,00,65,100.0000,52.5000,27.0000,9.1999,8.8018,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,10,T,,1,20,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8042 STR WAIVER OF PREMIUM,,,,,,0,,NAPLAN,,
543CTR,8043,DEPENDENT CHILD TERM RIDER,0,B,,,0.00,22,0.00,4,4,00,24,T,00,25,00,25,100.0000,52.5047,27.0032,9.1987,8.7971,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,05,T,,1,5,,T,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,DEPENDENT CHILD TERM RIDER,,,,,,0,,NAPLAN,,
943CWP,NA,8043 CTR WAIVER OF PREMIUM,0,B,,,0.00,22,0.00,4,4,00,24,T,00,25,00,25,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,10,T,,1,5,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8043 CTR WAIVER OF PREMIUM,,,,,,0,,NAPLAN,,
9JPO46,8046,JUVENILE FUTURE PURCHASE OPTION RIDER,0,B,,,0.00,22,0.00,4,4,00,21,T,00,40,00,40,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,05,T,,25000,25000,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,JUVENILE FUTURE PURCHASE OPTION RIDER,,,,,,0,,NAPLAN,,
9L05WP,8115,DISABILITY WAIVER OF PREMIUM RIDER,0,B,,,0.00,22,0.00,4,4,18,59,T,00,60,00,60,100.0000,52.4993,26.9994,9.1999,8.7999,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,08,T,,50000,1000000,,T,B,0.00,0,,,A,N,,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,DISABILITY WAIVER OF PREMIUM RIDER,,,,,,0,,NAPLAN,,
9L01WP,8115,DISABILITY WAIVER OF PREMIUM RIDER,0,B,,,0.00,22,0.00,4,4,18,59,T,00,60,00,60,100.0000,52.4993,26.9994,9.1999,8.7999,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,08,T,,0,1000000,,T,B,0.00,0,,,A,N,,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,DISABILITY WAIVER OF PREMIUM RIDER,,,,,,0,,NAPLAN,,
560STR,826,PAID UP SPOUSE TERM RIDER,0,B,,,0.00,22,0.00,4,4,00,65,T,00,65,00,65,100.0000,51.9988,26.5022,9.0030,8.6960,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,1,10,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,PAID UP SPOUSE TERM RIDER,,,,,,0,,NAPLAN,,
528CTR,828,CHILD'S TERM INSURANCE,1,B,,,0.00,22,0.00,4,4,00,17,T,00,60,00,60,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,1,5,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,CHILD'S TERM INSURANCE,,,,,,0,,NAPLAN,,
986JPO,8286,JUVENILE FUTURE PURCHASE OPTION,1,B,,,0.00,22,0.00,4,4,00,18,T,00,00,00,40,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,B,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,JUVENILE FUTURE PURCHASE OPTION,,,,,,0,,NAPLAN,,
982JPO,8286,JUVENILE FUTURE PURCHASE OPTION,1,B,,,0.00,22,0.00,4,4,00,18,T,00,00,00,40,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,JUVENILE FUTURE PURCHASE OPTION,,,,,,0,,NAPLAN,,
A60MIR,863,MONTHLY INCOME RIDER,1,B,,,0.00,22,0.00,2,4,15,55,T,00,65,00,65,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,4,100,,T,B,0.00,0,,,A,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MONTHLY INCOME RIDER,,,,,,0,,NAPLAN,,
960GIO,889,960 GUARANTEE INSURABILITY OPTION,1,B,,,0.00,22,0.00,4,4,00,37,T,00,40,00,40,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,1,10,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,960 GUARANTEE INSURABILITY OPTION,,,,,,0,,NAPLAN,,
A96DAR,896,DEPOSIT ANNUITY RIDER,1,B,,,0.00,22,0.00,4,4,00,50,T,00,65,00,65,100.0000,52.0025,26.4963,9.0001,9.0001,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,9999,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,DEPOSIT ANNUITY RIDER,,,,,,0,,NAPLAN,,
1666AI,666,ADDITIONAL INSUREDS 666 WL,1,B,,,0.00,22,0.00,4,4,00,75,T,100,00,100,00,100.0000,52.0056,26.5077,9.0042,9.0042,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,1000,10000000,,T,B,0.00,0,,,A,N,,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,ADDITIONAL INSUREDS 666 WL,,,,,,0,,NAPLAN,,
165PUA,960,PAID UP ADDS - LIFE PAID UP AT AGE 65,1,B,,,0.00,22,0.00,4,4,00,70,T,00,65,100,00,100.0000,52.0039,26.4956,9.0030,8.6960,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,PAID UP ADDS - LIFE PAID UP AT AGE 65,,,,,,0,,NAPLAN,,
185PUA,960,PAID UP ADDS - LIFE PU AT AGE 85-88,1,B,,,0.00,22,0.00,4,4,00,70,T,00,88,00,100,100.0000,52.0039,26.4956,9.0030,8.6960,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,B,0.00,0,,,A,N,,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,PAID UP ADDS - LIFE PU AT AGE 85-88,,,,,,0,,NAPLAN,,
196065,960,LIFE PAID UP AT AGE 65,1,B,,,5.00,A,0.00,4,4,00,70,T,00,65,100,00,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,15,1000,,T,B,0.00,0,,,0,N,,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,LIFE PAID UP AT AGE 65,,,,,,0,,NAPLAN,,
196085,960,LIFE PAID UP AT AGE 85-88,1,B,,,5.00,A,0.00,4,4,00,70,T,00,85,00,100,100.0000,51.9988,26.5022,9.0030,8.6960,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,2,50,,T,B,0.00,0,,,0,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,LIFE PAID UP AT AGE 85-88,,,,,,0,,NAPLAN,,
1960OL,960,ORDINARY WHOLE LIFE,1,B,,,5.00,A,0.00,4,4,00,70,T,100,00,100,00,100.0000,52.0039,26.4956,9.0030,8.6960,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,2,1000,,T,B,0.00,0,,,0,N,,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,ORDINARY WHOLE LIFE,,,,,,0,,NAPLAN,,
1OLPUA,960,PAID UP ADDS - ORDINARY WHOLE LIFE,1,B,,,0.00,22,0.00,4,4,00,70,T,100,00,100,00,100.0000,52.0039,26.4956,9.0030,8.6960,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,PAID UP ADDS - ORDINARY WHOLE LIFE,,,,,,0,,NAPLAN,,
1960PO,960,PREFERRED ORDINARY WHOLE LIFE,1,B,,,5.00,A,0.00,4,4,00,70,T,00,103,00,103,100.0000,52.0000,26.5000,9.0000,8.7019,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,5,1000,,T,B,0.00,0,,,0,N,,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,PREFERRED ORDINARY WHOLE LIFE,,,,,,0,,NAPLAN,,
1POPUA,960,PAID UP ADDS - PREF ORDINARY WHOLE LIFE,1,B,,,0.00,22,0.00,4,4,00,70,T,100,00,100,00,100.0000,52.0039,26.4956,9.0030,8.6960,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,B,0.00,0,,,A,N,,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,PAID UP ADDS - PREF ORDINARY WHOLE LIFE,,,,,,0,,NAPLAN,,
2961ME,961,MODIFIED ENDOWMENT AT 65,1,B,,,0.00,22,0.00,4,4,00,55,T,00,65,00,65,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,1,10,,T,B,0.00,0,,,0,N,,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MODIFIED ENDOWMENT AT 65,,,,,,0,,NAPLAN,,
261PUA,961,PAID UP ADDS - MODIFIED ENDOWMENT AT 65,1,B,,,0.00,22,0.00,4,4,00,55,T,00,65,00,65,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,B,0.00,0,,,A,N,,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,PAID UP ADDS - MODIFIED ENDOWMENT AT 65,,,,,,0,,NAPLAN,,
1970JB,970,JUVENILE EST BUILD PU AT 85 LIFE,0,B,,,5.00,A,0.00,3,4,00,14,T,00,85,00,100,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,T,,1,1,,T,B,0.00,0,,,0,N,,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,JUVENILE EST BUILD PU AT 85 LIFE,,,,,,0,,NAPLAN,,
1970PA,970,PAID UP ADDS - JUV EST BUILD PU AT 85,0,B,,,0.00,22,0.00,4,4,00,14,T,00,85,00,100,100.0000,51.9988,26.5028,9.0021,8.6957,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,07,T,,0,99,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,PAID UP ADDS - JUV EST BUILD PU AT 85,,,,,,0,,NAPLAN,,
280END,980,ENDOWMENT AT AGE 65,1,B,,,5.00,A,0.00,4,4,00,55,T,00,65,00,65,100.0000,51.9979,26.4995,9.0015,8.7113,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,2,100,,T,B,0.00,0,,,0,N,,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,ENDOWMENT AT AGE 65,,,,,,0,,NAPLAN,,
280PUA,960,PAID UP ADDS - ENDOWMENT AT AGE 65,1,B,,,0.00,22,0.00,4,4,00,55,T,00,65,00,65,100.0000,51.9979,26.4995,9.0015,8.7113,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,B,0.00,0,,,A,N,,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,PAID UP ADDS - ENDOWMENT AT AGE 65,,,,,,0,,NAPLAN,,
1991PL,991,PENSION WHOLE LIFE,0,B,,,0.00,22,0.00,4,4,15,78,T,00,103,00,103,100.0000,52.0039,26.4956,9.0030,8.6960,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,1,100,,T,B,0.00,0,,,0,N,,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,PENSION WHOLE LIFE,,,,,,0,,NAPLAN,,
9DIS20,,"HOME OFFICE DISCOUNT 20% 1YR, 21.5% 2-10",0,B,,,0.00,22,0.00,4,4,00,85,T,100,00,100,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,T,,0,99,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,"HOME OFFICE DISCOUNT 20% 1YR, 21.5% 2-10",,,,,,0,,NAPLAN,,
9DIS24,,HOME OFFICE DISCOUNT - 24.75%,0,B,,,0.00,22,0.00,4,4,00,100,T,100,00,100,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,T,,1,1,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,HOME OFFICE DISCOUNT - 24.75%,,,,,,0,,NAPLAN,,
9DS24B,,HOME OFFICE DISCOUNT - 24.75%,0,B,,,0.00,22,0.00,4,4,00,100,T,100,00,100,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,T,,1,1,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,HOME OFFICE DISCOUNT - 24.75%,,,,,,0,,NAPLAN,,
9DS24C,,HOME OFFICE DISCOUNT - 24.75%,0,B,,,0.00,22,0.00,4,4,00,100,T,100,00,100,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,T,,0,99,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,HOME OFFICE DISCOUNT - 24.75%,,,,,,0,,NAPLAN,,
9DIS25,,"HOME OFFICE DISCOUNT - 25%-10YR, 10%-99",0,B,,,0.00,22,0.00,4,4,00,100,T,116,00,116,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,T,,0,99,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,"HOME OFFICE DISCOUNT - 25%-10YR, 10%-99",,,,,,0,,NAPLAN,,
9DIS29,,HOME OFFICE DISCOUNT 29% - MODERULE 37,0,B,,,0.00,22,0.00,4,4,45,85,T,10,00,10,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,T,,1,1,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,HOME OFFICE DISCOUNT 29% - MODERULE 37,,,,,,0,,NAPLAN,,
9DIS70,,HOME OFFICE DISCOUNT - 70/13%,0,B,,,0.00,22,0.00,4,4,00,100,T,100,00,100,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,T,,1,1,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,HOME OFFICE DISCOUNT - 70/13%,,,,,,0,,NAPLAN,,
9DIS80,,"HOME OFFICE DISCOUNT 80% 1 YR, 10% 2-10",0,B,,,0.00,22,0.00,4,4,00,85,T,100,00,100,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,T,,0,99,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,"HOME OFFICE DISCOUNT 80% 1 YR, 10% 2-10",,,,,,0,,NAPLAN,,
9DIS90,,"HOME OFFICE DISCOUNT 90% 1 YR, 10%, 5%",0,B,,,0.00,22,0.00,4,4,00,85,T,100,00,100,00,100.0000,52.5017,27.0007,9.1997,8.7966,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,CF,T,,0,99,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,"HOME OFFICE DISCOUNT 90% 1 YR, 10%, 5%",,,,,,0,,NAPLAN,,
5L0110,L10,TEN YEAR LEVEL TERM TO AGE 95,1,B,,,0.00,22,0.00,4,4,00,85,T,00,95,00,95,100.0000,52.4993,26.9994,9.1999,8.7999,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,08,T,,25000,1000000,,T,B,0.00,0,,,A,N,,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,TEN YEAR LEVEL TERM TO AGE 95,,,,,,0,,NAPLAN,,
5L01MA,L10,TEN YEAR LEVEL TERM TO AGE 95,1,B,,,0.00,22,0.00,4,4,00,85,T,00,95,00,95,100.0000,52.4993,26.9994,9.1999,8.7999,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,08,T,,25000,1000000,,T,B,0.00,0,,,A,N,,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,TEN YEAR LEVEL TERM TO AGE 95,,,,,,0,,NAPLAN,,
5L0510,L05,TEN YEAR TERM TO AGE 85,1,B,,,0.00,22,0.00,4,4,00,85,T,00,85,00,85,100.0000,52.5000,27.0000,9.2000,8.8002,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,08,T,,0,99,,T,B,0.00,0,,,A,N,,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,TEN YEAR TERM TO AGE 85,,,,,,0,,NAPLAN,,
5L075Y,L07,FIVE YEAR TERM TO AGE 85,1,B,,,0.00,22,0.00,4,4,00,85,T,00,85,00,85,100.0000,52.5000,27.0000,9.1998,9.1998,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,08,T,,50000,1000000,,T,B,0.00,0,,,A,N,,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,FIVE YEAR TERM TO AGE 85,,,,,,0,,NAPLAN,,
9ADB10,8140,L10 ACCIDENTAL DEATH BENEFIT,0,B,,,0.00,22,0.00,4,4,19,60,T,00,65,00,65,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,10000,150000,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,L10 ACCIDENTAL DEATH BENEFIT,,,,,,0,,NAPLAN,,
5CDT10,8142,L10 CHILD TERM RIDER,0,B,,,0.00,22,0.00,4,4,00,25,T,00,25,00,25,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,1,5,,T,B,0.00,0,,,A,N,,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,L10 CHILD TERM RIDER,,,,,,0,,NAPLAN,,
9GPO10,8143,L10 GPO OLD,0,B,,,0.00,22,0.00,4,4,00,40,T,08,00,08,00,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,1000,100000,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,L10 GPO OLD,,,,,,0,,NAPLAN,,
9JPO10,8144,L10 JUVENILE PURCHASE OPTION - OLD,0,B,,,0.00,22,0.00,4,4,00,18,T,00,40,00,40,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,1000,25000,,T,B,0.00,0,,,A,N,,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,L10 JUVENILE PURCHASE OPTION - OLD,,,,,,0,,NAPLAN,,
