reconstructed_claim_id,gross_benefit_amount,interest_amount,loan_principal_offset,loan_interest_offset,surrender_charge_amount,withholding_amount,total_cash_amount,partial_surrender_amount,reconstructed_net_payment,raw_transaction_total,balancing_difference,balancing_status,confidence_level
RC-9010464265-1-DEATH_CLAIM-C0-20180624,4394.0,27.91,0.0,0.0,0.0,0.0,0.0,0.0,4421.91,11278.47,-2428.48,UNBALANCED,LOW
RC-9010464265-2-DEATH_CLAIM-C0-20180624,2422.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2422.31,2422.31,2422.31,UNBALANCED,LOW
RC-9010464590-1-DEATH_CLAIM-C0-20200118,2661.92,382.67,0.0,0.0,0.0,0.0,0.0,0.0,3044.59,6089.18,0.0,BALANCED,HIGH
RC-9010464869-1-DEATH_CLAIM-C0-20200415,5626.0,35.34,0.0,0.0,0.0,0.0,0.0,0.0,5661.34,14118.27,944.72,UNBALANCED,LOW
RC-9010464869-1-SURRENDER_CLAIM-C0-20180706,0.0,198.76,0.0,198.76,0.0,0.0,0.0,0.0,0.0,198.76,0.0,BALANCED,HIGH
RC-9010464869-1-SURRENDER_CLAIM-C1-20190710,0.0,194.61,0.0,194.61,0.0,0.0,0.0,0.0,0.0,194.61,0.0,BALANCED,HIGH
RC-9010464869-1-SURRENDER_CLAIM-C2-20200415,0.0,48.01,0.0,48.01,0.0,0.0,0.0,0.0,0.0,48.01,0.0,BALANCED,HIGH
RC-9010464869-2-DEATH_CLAIM-C0-20200415,2795.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2795.59,2795.59,2795.59,UNBALANCED,LOW
RC-9010464870-1-DEATH_CLAIM-C0-20240121,3727.0,16.18,0.0,0.0,0.0,0.0,0.0,0.0,3743.18,10085.78,783.48,UNBALANCED,LOW
RC-9010464870-1-SURRENDER_CLAIM-C0-20180715,0.0,134.15,0.0,134.15,0.0,0.0,0.0,0.0,0.0,134.15,0.0,BALANCED,HIGH
RC-9010464870-1-SURRENDER_CLAIM-C1-20190715,0.0,141.21,0.0,141.21,0.0,0.0,0.0,0.0,0.0,141.21,0.0,BALANCED,HIGH
RC-9010464870-1-SURRENDER_CLAIM-C2-20200715,0.0,148.64,0.0,148.64,0.0,0.0,0.0,0.0,0.0,148.64,0.0,BALANCED,HIGH
RC-9010464870-1-SURRENDER_CLAIM-C3-20210715,0.0,156.47,0.0,156.47,0.0,0.0,0.0,0.0,0.0,156.47,0.0,BALANCED,HIGH
RC-9010464870-1-SURRENDER_CLAIM-C4-20220715,0.0,164.7,0.0,164.7,0.0,0.0,0.0,0.0,0.0,164.7,0.0,BALANCED,HIGH
RC-9010464870-1-SURRENDER_CLAIM-C5-20230715,0.0,173.37,0.0,173.37,0.0,0.0,0.0,0.0,0.0,173.37,0.0,BALANCED,HIGH
RC-9010464870-1-SURRENDER_CLAIM-C6-20240121,0.0,84.48,0.0,84.48,0.0,0.0,0.0,0.0,0.0,84.48,0.0,BALANCED,HIGH
RC-9010464870-2-DEATH_CLAIM-C0-20240121,2599.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2599.42,2599.42,2599.42,UNBALANCED,LOW
RC-9010465265-1-DEATH_CLAIM-C0-20190224,1641.07,23.26,0.0,0.0,0.0,0.0,0.0,0.0,1664.33,3328.66,0.0,BALANCED,HIGH
RC-9010465331-1-SURRENDER_CLAIM-C0-20180815,0.0,405.89,0.0,405.89,0.0,0.0,0.0,0.0,0.0,405.89,0.0,BALANCED,HIGH
RC-9010465331-1-SURRENDER_CLAIM-C1-20190815,0.0,408.11,0.0,408.11,0.0,0.0,0.0,0.0,0.0,408.11,0.0,BALANCED,HIGH
RC-9010465331-1-SURRENDER_CLAIM-C2-20200815,0.0,399.39,0.0,399.39,0.0,0.0,0.0,0.0,0.0,399.39,0.0,BALANCED,HIGH
RC-9010465331-1-SURRENDER_CLAIM-C3-20210815,0.0,139.34,0.0,139.34,0.0,0.0,0.0,0.0,0.0,139.34,0.0,BALANCED,HIGH
RC-9010465331-1-SURRENDER_CLAIM-C4-20220815,0.0,146.67,0.0,146.67,0.0,0.0,0.0,0.0,0.0,146.67,0.0,BALANCED,HIGH
RC-9010465331-1-SURRENDER_CLAIM-C5-20230815,0.0,154.39,0.0,154.39,0.0,0.0,0.0,0.0,0.0,154.39,0.0,BALANCED,HIGH
RC-9010465331-1-SURRENDER_CLAIM-C6-20240815,0.0,162.52,0.0,162.52,0.0,0.0,0.0,0.0,0.0,162.52,0.0,BALANCED,HIGH
RC-9010465331-1-SURRENDER_CLAIM-C7-20250815,0.0,171.07,0.0,171.07,0.0,0.0,0.0,0.0,0.0,171.07,0.0,BALANCED,HIGH
RC-9010465451-1-DEATH_CLAIM-C0-20201112,12833.0,66.63,0.0,0.0,0.0,0.0,0.0,0.0,12899.63,36814.86,-10982.7,UNBALANCED,LOW
RC-9010465451-2-DEATH_CLAIM-C0-20201112,10949.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10949.8,10949.8,10949.8,UNBALANCED,LOW
RC-9010466392-1-SURRENDER_CLAIM-C0-20180915,0.0,756.44,0.0,756.44,0.0,0.0,0.0,0.0,0.0,756.44,0.0,BALANCED,HIGH
RC-9010466392-1-SURRENDER_CLAIM-C1-20190915,0.0,757.47,0.0,757.47,0.0,0.0,0.0,0.0,0.0,757.47,0.0,BALANCED,HIGH
RC-9010466392-1-SURRENDER_CLAIM-C2-20200915,0.0,755.44,0.0,755.44,0.0,0.0,0.0,0.0,0.0,755.44,0.0,BALANCED,HIGH
RC-9010466392-1-SURRENDER_CLAIM-C3-20210915,0.0,754.93,0.0,754.93,0.0,0.0,0.0,0.0,0.0,754.93,0.0,BALANCED,HIGH
RC-9010466392-1-SURRENDER_CLAIM-C4-20220915,0.0,737.55,0.0,737.55,0.0,0.0,0.0,0.0,0.0,737.55,0.0,BALANCED,HIGH
RC-9010466392-1-SURRENDER_CLAIM-C5-20230915,0.0,745.68,0.0,745.68,0.0,0.0,0.0,0.0,0.0,745.68,0.0,BALANCED,HIGH
RC-9010466392-1-SURRENDER_CLAIM-C6-20240915,0.0,736.68,0.0,736.68,0.0,0.0,0.0,0.0,0.0,736.68,0.0,BALANCED,HIGH
RC-9010466392-1-SURRENDER_CLAIM-C7-20250915,0.0,734.86,0.0,734.86,0.0,0.0,0.0,0.0,0.0,734.86,0.0,BALANCED,HIGH
RC-9010466458-1-DEATH_CLAIM-C0-20190511,7219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7219.0,20175.86,-5737.86,UNBALANCED,LOW
RC-9010466458-2-DEATH_CLAIM-C0-20190511,5737.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5737.86,5737.86,5737.86,UNBALANCED,LOW
RC-9010466470-1-SURRENDER_CLAIM-C0-20250131,0.0,0.0,0.0,0.0,0.0,0.0,7275.38,0.0,7275.38,7275.38,7275.38,UNBALANCED,LOW
RC-9010466473-1-SURRENDER_CLAIM-C0-20250115,0.0,0.0,0.0,0.0,0.0,0.0,4395.44,0.0,4395.44,4395.44,4395.44,UNBALANCED,LOW
RC-9010466702-1-DEATH_CLAIM-C0-20200520,4658.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4658.16,13021.86,-3701.67,UNBALANCED,LOW
RC-9010466702-2-DEATH_CLAIM-C0-20200520,3697.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3697.8,3697.8,3697.8,UNBALANCED,LOW
RC-9010467061-1-SURRENDER_CLAIM-C0-20250916,0.0,0.0,0.0,0.0,0.0,0.0,4572.88,0.0,4572.88,4572.88,4572.88,UNBALANCED,LOW
RC-9010467154-1-SURRENDER_CLAIM-C0-20180923,0.0,210.63,54.75,210.63,0.0,0.0,0.0,0.0,-54.75,265.38,-54.75,MINOR_VARIANCE,MEDIUM
RC-9010467154-1-SURRENDER_CLAIM-C1-20190923,0.0,230.67,54.75,230.67,0.0,0.0,0.0,0.0,-54.75,285.42,-54.75,MINOR_VARIANCE,MEDIUM
RC-9010467154-1-SURRENDER_CLAIM-C2-20200923,0.0,251.76,54.75,251.76,0.0,0.0,0.0,0.0,-54.75,306.51,-54.75,MINOR_VARIANCE,MEDIUM
RC-9010467154-1-SURRENDER_CLAIM-C3-20210923,0.0,273.96,54.75,273.96,0.0,0.0,0.0,0.0,-54.75,328.71,-54.75,MINOR_VARIANCE,MEDIUM
RC-9010467154-1-SURRENDER_CLAIM-C4-20220923,0.0,297.33,54.75,297.33,0.0,0.0,0.0,0.0,-54.75,352.08,-54.75,MINOR_VARIANCE,MEDIUM
RC-9010467154-1-SURRENDER_CLAIM-C5-20230923,0.0,321.93,54.75,321.93,0.0,0.0,0.0,0.0,-54.75,376.68,-54.75,MINOR_VARIANCE,MEDIUM
RC-9010467154-1-SURRENDER_CLAIM-C6-20240923,0.0,347.82,54.75,347.82,0.0,0.0,0.0,0.0,-54.75,402.57,-54.75,MINOR_VARIANCE,MEDIUM
RC-9010467154-1-SURRENDER_CLAIM-C7-20250923,0.0,375.06,54.75,375.06,0.0,0.0,0.0,0.0,-54.75,429.81,-54.75,MINOR_VARIANCE,MEDIUM
RC-9010467173-1-SURRENDER_CLAIM-C0-20200127,0.0,0.0,0.0,0.0,0.0,0.0,3402.99,0.0,3402.99,3402.99,3402.99,UNBALANCED,LOW
RC-9010467190-1-DEATH_CLAIM-C0-20181119,5626.0,63.4,0.0,0.0,0.0,0.0,0.0,0.0,5689.4,15086.75,-3707.95,UNBALANCED,LOW
RC-9010467190-2-DEATH_CLAIM-C0-20181119,3707.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3707.95,3707.95,3707.95,UNBALANCED,LOW
RC-9010468946-1-DEATH_CLAIM-C0-20220917,8669.0,795.71,0.0,0.0,0.0,0.0,0.0,0.0,9464.71,26481.01,-7319.3,UNBALANCED,LOW
RC-9010468946-2-DEATH_CLAIM-C0-20220917,7087.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7087.01,7087.01,7087.01,UNBALANCED,LOW
RC-9010469081-1-SURRENDER_CLAIM-C0-20180101,0.0,679.4,0.0,679.4,0.0,0.0,0.0,0.0,0.0,679.4,0.0,BALANCED,HIGH
RC-9010469081-1-SURRENDER_CLAIM-C1-20190101,0.0,715.16,0.0,715.16,0.0,0.0,0.0,0.0,0.0,715.16,0.0,BALANCED,HIGH
RC-9010469081-1-SURRENDER_CLAIM-C2-20200101,0.0,752.8,0.0,752.8,0.0,0.0,0.0,0.0,0.0,752.8,0.0,BALANCED,HIGH
RC-9010469081-1-SURRENDER_CLAIM-C3-20210101,0.0,792.42,0.0,792.42,0.0,0.0,0.0,0.0,0.0,792.42,0.0,BALANCED,HIGH
RC-9010469081-1-SURRENDER_CLAIM-C4-20220101,0.0,834.12,0.0,834.12,0.0,0.0,0.0,0.0,0.0,834.12,0.0,BALANCED,HIGH
RC-9010469081-1-SURRENDER_CLAIM-C5-20221003,0.0,209.66,0.0,209.66,0.0,0.0,9722.8,0.0,9722.8,9932.46,9722.8,UNBALANCED,LOW
RC-9010469430-1-DEATH_CLAIM-C0-20210130,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,21836.28,5000.0,UNBALANCED,LOW
RC-9010469430-1-DEATH_CLAIM-C1-20210830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5459.07,-5459.07,UNBALANCED,LOW
RC-9010469430-1-DEATH_CLAIM-C2-20211207,0.0,34.73,0.0,0.0,0.0,0.0,0.0,0.0,34.73,5528.53,-5459.07,UNBALANCED,LOW
RC-9010469430-1-DISBURSEMENT_CLAIM-C0-20211203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5459.07,-5459.07,UNBALANCED,LOW
RC-9010469896-1-SURRENDER_CLAIM-C0-20230425,0.0,0.0,0.0,0.0,0.0,0.0,7560.34,0.0,7560.34,7560.34,7560.34,UNBALANCED,LOW
RC-9010469984-1-DEATH_CLAIM-C0-20220117,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,11814.95,-1814.95,UNBALANCED,LOW
RC-9010469984-2-DEATH_CLAIM-C0-20220117,1814.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1814.95,1814.95,1814.95,UNBALANCED,LOW
RC-9010469985-1-DEATH_CLAIM-C0-20190105,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,68978.7,-8978.7,UNBALANCED,LOW
RC-9010469985-2-DEATH_CLAIM-C0-20190105,8978.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8978.7,8978.7,8978.7,UNBALANCED,LOW
RC-9010471046-1-SURRENDER_CLAIM-C0-20180301,0.0,43.94,25.56,43.94,0.0,0.0,0.0,0.0,-25.56,69.5,-25.56,MINOR_VARIANCE,MEDIUM
RC-9010471046-1-SURRENDER_CLAIM-C1-20190301,0.0,50.43,25.56,50.43,0.0,0.0,0.0,0.0,-25.56,75.99,-25.56,MINOR_VARIANCE,MEDIUM
RC-9010471046-1-SURRENDER_CLAIM-C2-20200301,0.0,50.8,0.0,50.8,0.0,0.0,0.0,0.0,0.0,50.8,0.0,BALANCED,HIGH
RC-9010471046-1-SURRENDER_CLAIM-C3-20210301,0.0,57.29,25.56,57.29,0.0,0.0,0.0,0.0,-25.56,82.85,-25.56,MINOR_VARIANCE,MEDIUM
RC-9010471046-1-SURRENDER_CLAIM-C4-20220301,0.0,64.47,25.56,64.47,0.0,0.0,0.0,0.0,-25.56,90.03,-25.56,MINOR_VARIANCE,MEDIUM
RC-9010471046-1-SURRENDER_CLAIM-C5-20230301,0.0,72.05,25.56,72.05,0.0,0.0,0.0,0.0,-25.56,97.61,-25.56,MINOR_VARIANCE,MEDIUM
RC-9010471046-1-SURRENDER_CLAIM-C6-20240301,0.0,80.01,25.56,80.01,0.0,0.0,0.0,0.0,-25.56,105.57,-25.56,MINOR_VARIANCE,MEDIUM
RC-9010471046-1-SURRENDER_CLAIM-C7-20250301,0.0,88.4,25.56,88.4,0.0,0.0,0.0,0.0,-25.56,113.96,-25.56,MINOR_VARIANCE,MEDIUM
RC-9010471046-1-SURRENDER_CLAIM-C8-20260301,0.0,31.96,0.0,31.96,0.0,0.0,0.0,0.0,0.0,31.96,0.0,BALANCED,HIGH
RC-9010471769-1-SURRENDER_CLAIM-C0-20190619,0.0,0.0,0.0,0.0,0.0,0.0,7815.88,0.0,7815.88,7815.88,7815.88,UNBALANCED,LOW
RC-9010471933-1-DEATH_CLAIM-C0-20191011,6813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6813.0,21448.48,-3911.24,UNBALANCED,LOW
RC-9010472182-1-SURRENDER_CLAIM-C0-20180401,0.0,765.05,0.0,765.05,0.0,0.0,0.0,0.0,0.0,765.05,0.0,BALANCED,HIGH
RC-9010472182-1-SURRENDER_CLAIM-C1-20190401,0.0,805.32,0.0,805.32,0.0,0.0,0.0,0.0,0.0,805.32,0.0,BALANCED,HIGH
RC-9010472182-1-SURRENDER_CLAIM-C2-20200401,0.0,847.7,0.0,847.7,0.0,0.0,0.0,0.0,0.0,847.7,0.0,BALANCED,HIGH
RC-9010472182-1-SURRENDER_CLAIM-C3-20210111,0.0,189.53,0.0,189.53,0.0,0.0,11011.21,0.0,11011.21,11200.74,11011.21,UNBALANCED,LOW
RC-9010472183-1-SURRENDER_CLAIM-C0-20180401,0.0,245.78,0.0,245.78,0.0,0.0,0.0,0.0,0.0,245.78,0.0,BALANCED,HIGH
RC-9010472183-1-SURRENDER_CLAIM-C1-20190401,0.0,258.71,0.0,258.71,0.0,0.0,0.0,0.0,0.0,258.71,0.0,BALANCED,HIGH
RC-9010472183-1-SURRENDER_CLAIM-C2-20200401,0.0,525.79,0.0,525.79,0.0,0.0,0.0,0.0,0.0,525.79,0.0,BALANCED,HIGH
RC-9010472183-1-SURRENDER_CLAIM-C3-20210111,0.0,60.89,0.0,60.89,0.0,0.0,3554.12,0.0,3554.12,3615.01,3554.12,UNBALANCED,LOW
RC-9010473137-1-DEATH_CLAIM-C0-20190807,5142.0,23.53,0.0,0.0,0.0,0.0,0.0,0.0,5165.53,13200.76,-59.45,MINOR_VARIANCE,MEDIUM
RC-9010473137-1-SURRENDER_CLAIM-C0-20180501,0.0,138.6,0.0,138.6,0.0,0.0,0.0,0.0,0.0,138.6,0.0,BALANCED,HIGH
RC-9010473137-1-SURRENDER_CLAIM-C1-20190501,0.0,145.89,0.0,145.89,0.0,0.0,0.0,0.0,0.0,145.89,0.0,BALANCED,HIGH
RC-9010473137-1-SURRENDER_CLAIM-C2-20190807,0.0,107.56,0.0,107.56,0.0,0.0,0.0,0.0,0.0,107.56,0.0,BALANCED,HIGH
RC-9010473137-2-DEATH_CLAIM-C0-20190807,2869.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2869.7,2869.7,2869.7,UNBALANCED,LOW
RC-9010473866-1-DISBURSEMENT_CLAIM-C0-20240423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36564.48,-36564.48,UNBALANCED,LOW
RC-9010473866-1-SURRENDER_CLAIM-C0-20240419,0.0,0.0,0.0,0.0,0.0,0.0,6898.95,0.0,6898.95,6898.95,6898.95,UNBALANCED,LOW
RC-9010474519-1-DEATH_CLAIM-C0-20180423,7488.0,46.22,0.0,0.0,0.0,0.0,0.0,0.0,7534.22,18876.47,-3808.03,UNBALANCED,LOW
RC-9010474519-2-DEATH_CLAIM-C0-20180423,3808.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3808.03,3808.03,3808.03,UNBALANCED,LOW
RC-9010474522-1-SURRENDER_CLAIM-C0-20180601,0.0,393.05,0.0,393.05,0.0,0.0,0.0,0.0,0.0,393.05,0.0,BALANCED,HIGH
RC-9010474522-1-SURRENDER_CLAIM-C1-20190601,0.0,413.74,0.0,413.74,0.0,0.0,0.0,0.0,0.0,413.74,0.0,BALANCED,HIGH
RC-9010474522-1-SURRENDER_CLAIM-C2-20200601,0.0,435.51,0.0,435.51,0.0,0.0,0.0,0.0,0.0,435.51,0.0,BALANCED,HIGH
RC-9010474522-1-SURRENDER_CLAIM-C3-20210601,0.0,458.43,0.0,458.43,0.0,0.0,0.0,0.0,0.0,458.43,0.0,BALANCED,HIGH
RC-9010474522-1-SURRENDER_CLAIM-C4-20220601,0.0,482.56,0.0,482.56,0.0,0.0,0.0,0.0,0.0,482.56,0.0,BALANCED,HIGH
RC-9010474522-1-SURRENDER_CLAIM-C5-20230601,0.0,507.96,0.0,507.96,0.0,0.0,0.0,0.0,0.0,507.96,0.0,BALANCED,HIGH
RC-9010474522-1-SURRENDER_CLAIM-C6-20240601,0.0,1918.13,0.0,1918.13,0.0,0.0,7707.09,0.0,7707.09,9625.22,7707.09,UNBALANCED,LOW
RC-9010475571-1-SURRENDER_CLAIM-C0-20200301,0.0,0.0,0.0,0.0,0.0,0.0,3717.86,0.0,3717.86,3717.86,3717.86,UNBALANCED,LOW
RC-9010475576-1-DEATH_CLAIM-C0-20211004,5208.87,29.75,0.0,0.0,0.0,0.0,0.0,0.0,5238.62,10477.24,0.0,BALANCED,HIGH
RC-9010475850-1-DEATH_CLAIM-C0-20180522,2572.0,168.43,0.0,0.0,0.0,0.0,0.0,0.0,2740.43,7119.5,-1638.64,UNBALANCED,LOW
RC-9010475850-2-DEATH_CLAIM-C0-20180522,1638.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1638.64,1638.64,1638.64,UNBALANCED,LOW
RC-9010476803-1-DEATH_CLAIM-C0-20180107,5767.0,24.48,0.0,0.0,0.0,0.0,0.0,0.0,5791.48,15633.43,932.21,UNBALANCED,LOW
RC-9010476803-1-SURRENDER_CLAIM-C0-20180107,0.0,145.56,0.0,145.56,0.0,0.0,0.0,0.0,0.0,145.56,0.0,BALANCED,HIGH
RC-9010476803-2-DEATH_CLAIM-C0-20180107,3996.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3996.27,3996.27,3996.27,UNBALANCED,LOW
RC-9010477512-1-DEATH_CLAIM-C0-20201122,8106.0,71.99,0.0,0.0,0.0,0.0,0.0,0.0,8177.99,22427.66,-2841.58,UNBALANCED,LOW
RC-9010477512-1-SURRENDER_CLAIM-C0-20180815,0.0,487.17,0.0,487.17,0.0,0.0,0.0,0.0,0.0,487.17,0.0,BALANCED,HIGH
RC-9010477512-1-SURRENDER_CLAIM-C1-20190815,0.0,488.09,0.0,488.09,0.0,0.0,0.0,0.0,0.0,488.09,0.0,BALANCED,HIGH
RC-9010477512-1-SURRENDER_CLAIM-C2-20200814,0.0,159.45,0.0,159.45,0.0,0.0,0.0,0.0,0.0,159.45,0.0,BALANCED,HIGH
RC-9010477512-1-SURRENDER_CLAIM-C3-20201122,0.0,116.37,0.0,116.37,0.0,0.0,0.0,0.0,0.0,116.37,0.0,BALANCED,HIGH
RC-9010477512-2-DEATH_CLAIM-C0-20201122,5721.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5721.88,5721.88,5721.88,UNBALANCED,LOW
RC-9010477513-1-DEATH_CLAIM-C0-20200430,9760.0,52.58,0.0,0.0,0.0,0.0,0.0,0.0,9812.58,26036.94,-2447.45,UNBALANCED,LOW
RC-9010477513-1-SURRENDER_CLAIM-C0-20180815,0.0,607.23,0.0,607.23,0.0,0.0,0.0,0.0,0.0,607.23,0.0,BALANCED,HIGH
RC-9010477513-1-SURRENDER_CLAIM-C1-20190815,0.0,608.35,0.0,608.35,0.0,0.0,0.0,0.0,0.0,608.35,0.0,BALANCED,HIGH
RC-9010477513-1-SURRENDER_CLAIM-C2-20200430,0.0,58.84,0.0,58.84,0.0,0.0,0.0,0.0,0.0,58.84,0.0,BALANCED,HIGH
RC-9010477513-2-DEATH_CLAIM-C0-20200430,6271.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6271.46,6271.46,6271.46,UNBALANCED,LOW
RC-9010477989-1-SURRENDER_CLAIM-C0-20180901,0.0,495.29,0.0,495.29,0.0,0.0,0.0,0.0,0.0,495.29,0.0,BALANCED,HIGH
RC-9010477989-1-SURRENDER_CLAIM-C1-20190901,0.0,496.33,0.0,496.33,0.0,0.0,0.0,0.0,0.0,496.33,0.0,BALANCED,HIGH
RC-9010477989-1-SURRENDER_CLAIM-C2-20200304,0.0,82.85,0.0,82.85,0.0,0.0,5510.57,0.0,5510.57,5593.42,5510.57,UNBALANCED,LOW
RC-9010478213-1-SURRENDER_CLAIM-C0-20180810,0.0,1.64,31.23,1.64,0.0,0.0,0.0,0.0,-31.23,32.87,-31.23,MINOR_VARIANCE,MEDIUM
RC-9010478213-1-SURRENDER_CLAIM-C1-20190729,0.0,1.74,0.0,1.74,0.0,0.0,0.0,0.0,0.0,1.74,0.0,BALANCED,HIGH
RC-9010478213-1-SURRENDER_CLAIM-C2-20200810,0.0,4.91,0.0,4.91,0.0,0.0,0.0,0.0,0.0,4.91,0.0,BALANCED,HIGH
RC-9010478213-1-SURRENDER_CLAIM-C3-20210803,0.0,1.7,0.0,1.7,0.0,0.0,0.0,0.0,0.0,1.7,0.0,BALANCED,HIGH
RC-9010478213-1-SURRENDER_CLAIM-C4-20220810,0.0,6.83,31.23,6.83,0.0,0.0,0.0,0.0,-31.23,38.06,-31.23,MINOR_VARIANCE,MEDIUM
RC-9010478213-1-SURRENDER_CLAIM-C5-20230810,0.0,12.3,31.23,12.3,0.0,0.0,0.0,0.0,-31.23,43.53,-31.23,MINOR_VARIANCE,MEDIUM
RC-9010478213-1-SURRENDER_CLAIM-C6-20240806,0.0,5.32,0.0,5.32,0.0,0.0,0.0,0.0,0.0,5.32,0.0,BALANCED,HIGH
RC-9010478213-1-SURRENDER_CLAIM-C7-20250810,0.0,15.88,0.0,15.88,0.0,0.0,0.0,0.0,0.0,15.88,0.0,BALANCED,HIGH
RC-9010478214-1-SURRENDER_CLAIM-C0-20180810,0.0,4.87,0.0,4.87,0.0,0.0,0.0,0.0,0.0,4.87,0.0,BALANCED,HIGH
RC-9010478214-1-SURRENDER_CLAIM-C1-20190810,0.0,4.78,0.0,4.78,0.0,0.0,0.0,0.0,0.0,4.78,0.0,BALANCED,HIGH
RC-9010478214-1-SURRENDER_CLAIM-C2-20200810,0.0,4.71,0.0,4.71,0.0,0.0,0.0,0.0,0.0,4.71,0.0,BALANCED,HIGH
RC-9010478214-1-SURRENDER_CLAIM-C3-20210810,0.0,4.87,0.0,4.87,0.0,0.0,0.0,0.0,0.0,4.87,0.0,BALANCED,HIGH
RC-9010478214-1-SURRENDER_CLAIM-C4-20220810,0.0,4.81,0.0,4.81,0.0,0.0,0.0,0.0,0.0,4.81,0.0,BALANCED,HIGH
RC-9010478214-1-SURRENDER_CLAIM-C5-20230808,0.0,1.59,0.0,1.59,0.0,0.0,0.0,0.0,0.0,1.59,0.0,BALANCED,HIGH
RC-9010478214-1-SURRENDER_CLAIM-C6-20240810,0.0,4.85,0.0,4.85,0.0,0.0,0.0,0.0,0.0,4.85,0.0,BALANCED,HIGH
RC-9010478214-1-SURRENDER_CLAIM-C7-20250804,0.0,1.63,0.0,1.63,0.0,0.0,0.0,0.0,0.0,1.63,0.0,BALANCED,HIGH
RC-9010478259-1-DEATH_CLAIM-C0-20190919,1627.51,8.3,0.0,0.0,0.0,0.0,0.0,0.0,1635.81,3271.62,0.0,BALANCED,HIGH
RC-9010478285-1-DEATH_CLAIM-C0-20200405,9612.0,25.96,0.0,0.0,0.0,0.0,0.0,0.0,9637.96,25613.31,1571.2,UNBALANCED,LOW
RC-9010478285-1-SURRENDER_CLAIM-C0-20180901,0.0,382.95,0.0,382.95,0.0,0.0,0.0,0.0,0.0,382.95,0.0,BALANCED,HIGH
RC-9010478285-1-SURRENDER_CLAIM-C1-20190901,0.0,403.11,0.0,403.11,0.0,0.0,0.0,0.0,0.0,403.11,0.0,BALANCED,HIGH
RC-9010478285-1-SURRENDER_CLAIM-C2-20200405,0.0,166.61,0.0,166.61,0.0,0.0,0.0,0.0,0.0,166.61,0.0,BALANCED,HIGH
RC-9010478285-2-DEATH_CLAIM-C0-20200405,6311.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6311.39,6311.39,6311.39,UNBALANCED,LOW
RC-9010478574-1-DEATH_CLAIM-C0-20200218,5626.0,34.56,0.0,0.0,0.0,0.0,0.0,0.0,5660.56,11321.12,0.0,BALANCED,HIGH
RC-9010479749-1-DEATH_CLAIM-C0-20260105,4022.0,66.24,0.0,0.0,0.0,0.0,0.0,0.0,4088.24,11760.62,-3584.14,UNBALANCED,LOW
RC-9010479749-2-DEATH_CLAIM-C0-20260105,3584.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.14,3584.14,3584.14,UNBALANCED,LOW
RC-9010484821-1-DEATH_CLAIM-C0-20190417,3043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3043.0,8312.48,-2226.48,UNBALANCED,LOW
RC-9010484821-2-DEATH_CLAIM-C0-20190417,2226.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226.48,2226.48,2226.48,UNBALANCED,LOW
RC-9010486919-1-DEATH_CLAIM-C0-20250602,6112.0,3.72,0.0,0.0,0.0,0.0,0.0,0.0,6115.72,16205.21,4752.11,UNBALANCED,LOW
RC-9010486919-1-SURRENDER_CLAIM-C0-20180401,0.0,362.48,0.0,362.48,0.0,0.0,0.0,0.0,0.0,362.48,0.0,BALANCED,HIGH
RC-9010486919-1-SURRENDER_CLAIM-C1-20190401,0.0,381.55,0.0,381.55,0.0,0.0,0.0,0.0,0.0,381.55,0.0,BALANCED,HIGH
RC-9010486919-1-SURRENDER_CLAIM-C2-20200401,0.0,401.64,0.0,401.64,0.0,0.0,0.0,0.0,0.0,401.64,0.0,BALANCED,HIGH
