reconstructed_claim_id,policy_number,benefit_seq,claim_family,claim_subtype,reconstructed_lifecycle_status,first_activity_date,latest_activity_date,claim_activity_row_count,claim_relevant_transaction_codes,possible_reversal_flag,confidence_level,reconstruction_notes
RC-9010760297-1-DEATH_CLAIM-C0-20181214,9010760297,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_CLEARING|DEATH_CLAIM_PAYOUT,SETTLED,20181214,20181214,3,0038|0094|0530,N,MEDIUM,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010760298-2-SURRENDER_CLAIM-C0-20180901,9010760298,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180901,20180901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760298-2-SURRENDER_CLAIM-C1-20190901,9010760298,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20190901,20190901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760298-2-SURRENDER_CLAIM-C2-20200901,9010760298,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20200901,20200901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760298-2-SURRENDER_CLAIM-C3-20210901,9010760298,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20210901,20210901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760298-2-SURRENDER_CLAIM-C4-20220901,9010760298,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20220901,20220901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760298-2-SURRENDER_CLAIM-C5-20230901,9010760298,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20230901,20230901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760298-2-SURRENDER_CLAIM-C6-20240901,9010760298,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20240901,20240901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760298-2-SURRENDER_CLAIM-C7-20250901,9010760298,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20250901,20250901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760306-1-SURRENDER_CLAIM-C0-20180125,9010760306,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20180125,20200101,56,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760306-3-SURRENDER_CLAIM-C0-20200101,9010760306,3,SURRENDER_CLAIM,TOTAL_CASH,FUNDED,20200101,20200101,6,0560,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760840-1-DISBURSEMENT_CLAIM-C0-20220314,9010760840,1,DISBURSEMENT_CLAIM,CASH_DISBURSEMENT,PAID,20220314,20220314,1,0090,N,LOW,Prototype grouping by policy/benefit_seq/DISBURSEMENT_CLAIM with 60-day date cluster window
RC-9010760840-1-SURRENDER_CLAIM-C0-20200225,9010760840,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20200225,20200225,2,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760840-1-SURRENDER_CLAIM-C1-20201001,9010760840,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20201001,20201001,2,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760840-1-SURRENDER_CLAIM-C2-20211001,9010760840,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20211001,20211001,2,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760840-1-SURRENDER_CLAIM-C3-20220311,9010760840,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20220311,20220311,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760840-1-SURRENDER_CLAIM-C4-20231001,9010760840,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20231001,20231001,2,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760840-1-SURRENDER_CLAIM-C5-20241001,9010760840,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20241001,20241001,2,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760840-1-SURRENDER_CLAIM-C6-20241209,9010760840,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20241209,20241209,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760840-1-SURRENDER_CLAIM-C7-20251001,9010760840,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20251001,20251001,2,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760840-2-SURRENDER_CLAIM-C0-20181001,9010760840,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20181001,20181001,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760840-2-SURRENDER_CLAIM-C1-20191001,9010760840,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20191001,20191001,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760851-2-SURRENDER_CLAIM-C0-20180923,9010760851,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180923,20180923,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760851-2-SURRENDER_CLAIM-C1-20190923,9010760851,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20190923,20190923,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760851-2-SURRENDER_CLAIM-C2-20200923,9010760851,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20200923,20200923,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760851-2-SURRENDER_CLAIM-C3-20210923,9010760851,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20210923,20210923,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760851-2-SURRENDER_CLAIM-C4-20220923,9010760851,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20220923,20220923,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760851-2-SURRENDER_CLAIM-C5-20230923,9010760851,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20230923,20230923,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760851-2-SURRENDER_CLAIM-C6-20240923,9010760851,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20240923,20240923,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760851-2-SURRENDER_CLAIM-C7-20250923,9010760851,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20250923,20250923,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760865-1-DEATH_CLAIM-C0-20200505,9010760865,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_PAYOUT,SETTLED,20200505,20200505,5,0094|0530,N,HIGH,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010760865-2-SURRENDER_CLAIM-C0-20181001,9010760865,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20181001,20181001,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760865-2-SURRENDER_CLAIM-C1-20191001,9010760865,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20191001,20191001,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760872-1-DEATH_CLAIM-C0-20190309,9010760872,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_PAYOUT,SETTLED,20190309,20190309,4,0094|0530,N,HIGH,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010760873-1-SURRENDER_CLAIM-C0-20180915,9010760873,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20180915,20180915,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760873-1-SURRENDER_CLAIM-C1-20190915,9010760873,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20190915,20190915,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760873-1-SURRENDER_CLAIM-C2-20200915,9010760873,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20200915,20200915,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760873-1-SURRENDER_CLAIM-C3-20210915,9010760873,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20210915,20210915,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760873-1-SURRENDER_CLAIM-C4-20220915,9010760873,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20220915,20220915,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760873-1-SURRENDER_CLAIM-C5-20230911,9010760873,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20230911,20230915,3,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760873-1-SURRENDER_CLAIM-C6-20240915,9010760873,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20240915,20240915,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760873-1-SURRENDER_CLAIM-C7-20250915,9010760873,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20250915,20250915,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010760942-2-SURRENDER_CLAIM-C0-20230413,9010760942,2,SURRENDER_CLAIM,TOTAL_CASH,FUNDED,20230413,20230413,2,0560,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761554-1-SURRENDER_CLAIM-C0-20240508,9010761554,1,SURRENDER_CLAIM,TOTAL_CASH,FUNDED,20240508,20240508,1,0560,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761639-1-SURRENDER_CLAIM-C0-20190821,9010761639,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20190821,20190901,6,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761639-1-SURRENDER_CLAIM-C1-20200901,9010761639,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20200901,20201005,4,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761639-1-SURRENDER_CLAIM-C2-20210901,9010761639,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20210901,20210901,2,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761639-1-SURRENDER_CLAIM-C3-20220901,9010761639,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20220901,20220901,2,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761639-1-SURRENDER_CLAIM-C4-20230901,9010761639,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20230901,20230901,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761639-1-SURRENDER_CLAIM-C5-20240901,9010761639,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20240901,20240901,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761639-1-SURRENDER_CLAIM-C6-20250303,9010761639,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20250303,20250303,2,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761639-1-SURRENDER_CLAIM-C7-20250522,9010761639,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20250522,20260421,25,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761639-2-SURRENDER_CLAIM-C0-20180901,9010761639,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180901,20180901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761673-2-SURRENDER_CLAIM-C0-20180901,9010761673,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180901,20180901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761673-2-SURRENDER_CLAIM-C1-20190901,9010761673,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20190901,20190901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761673-2-SURRENDER_CLAIM-C2-20200901,9010761673,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20200901,20200901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761673-2-SURRENDER_CLAIM-C3-20210901,9010761673,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20210901,20210901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761673-2-SURRENDER_CLAIM-C4-20220901,9010761673,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20220901,20220901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761673-2-SURRENDER_CLAIM-C5-20230901,9010761673,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20230901,20230901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761673-2-SURRENDER_CLAIM-C6-20240901,9010761673,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20240901,20240901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761673-2-SURRENDER_CLAIM-C7-20250901,9010761673,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20250901,20250901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761804-1-DISBURSEMENT_CLAIM-C0-20220823,9010761804,1,DISBURSEMENT_CLAIM,CASH_DISBURSEMENT,PAID,20220823,20220823,1,0090,N,LOW,Prototype grouping by policy/benefit_seq/DISBURSEMENT_CLAIM with 60-day date cluster window
RC-9010761804-1-DISBURSEMENT_CLAIM-C1-20230313,9010761804,1,DISBURSEMENT_CLAIM,CASH_DISBURSEMENT,PAID,20230313,20230313,2,0090,N,LOW,Prototype grouping by policy/benefit_seq/DISBURSEMENT_CLAIM with 60-day date cluster window
RC-9010761870-2-SURRENDER_CLAIM-C0-20180901,9010761870,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180901,20180901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761870-2-SURRENDER_CLAIM-C1-20190901,9010761870,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20190901,20190901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761870-2-SURRENDER_CLAIM-C2-20200901,9010761870,2,SURRENDER_CLAIM,PARTIAL_SURRENDER|TOTAL_CASH,FUNDED,20200901,20200915,3,0560|0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761874-1-DEATH_CLAIM-C0-20210731,9010761874,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_PAYOUT,SETTLED,20210731,20210731,2,0094|0530,N,HIGH,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010761874-2-SURRENDER_CLAIM-C0-20180901,9010761874,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180901,20180901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761874-2-SURRENDER_CLAIM-C1-20190901,9010761874,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20190901,20190901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761874-2-SURRENDER_CLAIM-C2-20200901,9010761874,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20200901,20200901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761882-1-DEATH_CLAIM-C0-20200722,9010761882,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_CLEARING|DEATH_CLAIM_PAYOUT,SETTLED,20200722,20200825,11,0038|0094|0530,N,LOW,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010761882-1-DEATH_CLAIM-C1-20201119,9010761882,1,DEATH_CLAIM,DEATH_BENEFIT,FUNDED,20201119,20201119,1,0530,N,LOW,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010761882-1-SURRENDER_CLAIM-C0-20200825,9010761882,1,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20200825,20200825,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761882-2-SURRENDER_CLAIM-C0-20180901,9010761882,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180901,20180901,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761943-1-DEATH_CLAIM-C0-20200109,9010761943,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_PAYOUT,SETTLED,20200109,20200109,5,0094|0530,N,HIGH,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010761966-1-DISBURSEMENT_CLAIM-C0-20190916,9010761966,1,DISBURSEMENT_CLAIM,CASH_DISBURSEMENT,PAID,20190916,20190916,1,0090,N,LOW,Prototype grouping by policy/benefit_seq/DISBURSEMENT_CLAIM with 60-day date cluster window
RC-9010761966-1-SURRENDER_CLAIM-C0-20180901,9010761966,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20180901,20180905,3,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010761966-1-SURRENDER_CLAIM-C1-20190901,9010761966,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20190901,20190913,4,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010762047-1-SURRENDER_CLAIM-C0-20180110,9010762047,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20180110,20180608,10,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010762047-1-SURRENDER_CLAIM-C1-20180810,9010762047,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20180810,20180912,5,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010762047-1-SURRENDER_CLAIM-C2-20181116,9010762047,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20181116,20191206,23,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010762047-1-SURRENDER_CLAIM-C3-20200224,9010762047,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20200224,20210907,42,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010762047-1-SURRENDER_CLAIM-C4-20211110,9010762047,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20211110,20260413,116,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010762068-2-SURRENDER_CLAIM-C0-20180826,9010762068,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180826,20180826,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010762068-2-SURRENDER_CLAIM-C1-20190826,9010762068,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20190826,20190826,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010762068-2-SURRENDER_CLAIM-C2-20200826,9010762068,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20200826,20200826,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010762068-2-SURRENDER_CLAIM-C3-20210826,9010762068,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20210826,20210826,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010762068-2-SURRENDER_CLAIM-C4-20220826,9010762068,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20220826,20220826,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010762068-2-SURRENDER_CLAIM-C5-20230826,9010762068,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20230826,20230826,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010762068-2-SURRENDER_CLAIM-C6-20240826,9010762068,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20240826,20240826,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010762068-2-SURRENDER_CLAIM-C7-20250826,9010762068,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20250826,20250826,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010762076-1-DISBURSEMENT_CLAIM-C0-20180301,9010762076,1,DISBURSEMENT_CLAIM,CASH_DISBURSEMENT,PAID,20180301,20180301,1,0090,N,LOW,Prototype grouping by policy/benefit_seq/DISBURSEMENT_CLAIM with 60-day date cluster window
RC-9010762076-1-SURRENDER_CLAIM-C0-20180228,9010762076,1,SURRENDER_CLAIM,TOTAL_CASH,FUNDED,20180228,20180228,1,0560,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010762319-1-DEATH_CLAIM-C0-20240625,9010762319,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_BENEFIT_INTEREST|DEATH_CLAIM_PAYOUT,SETTLED,20240625,20240625,4,0094|0530|0630,N,HIGH,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010762319-1-DISBURSEMENT_CLAIM-C0-20211213,9010762319,1,DISBURSEMENT_CLAIM,CASH_DISBURSEMENT,PAID,20211213,20211213,1,0090,N,MEDIUM,Prototype grouping by policy/benefit_seq/DISBURSEMENT_CLAIM with 60-day date cluster window
RC-9010762319-1-DISBURSEMENT_CLAIM-C1-20220715,9010762319,1,DISBURSEMENT_CLAIM,CASH_DISBURSEMENT,PAID,20220715,20220715,2,0090,N,LOW,Prototype grouping by policy/benefit_seq/DISBURSEMENT_CLAIM with 60-day date cluster window
RC-9010762319-3-SURRENDER_CLAIM-C0-20210827,9010762319,3,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20210827,20210827,2,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010762331-1-SURRENDER_CLAIM-C0-20180828,9010762331,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20180828,20180911,3,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010762331-1-SURRENDER_CLAIM-C1-20190828,9010762331,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20190828,20190909,3,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010762331-1-SURRENDER_CLAIM-C2-20200828,9010762331,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20200828,20200910,3,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010762331-1-SURRENDER_CLAIM-C3-20201221,9010762331,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20201221,20201221,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
