reconstructed_claim_id,policy_number,likely_payee_name_id,likely_payee_relationship,payee_resolution_method,fallback_strategy_used,address_available_flag,tax_id_available_flag,trust_indicator,business_indicator,confidence_level,resolution_notes
RC-9010529993-1-SURRENDER_CLAIM-C0-20180105,9010529993,589815,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010530033-1-DISBURSEMENT_CLAIM-C0-20191217,9010530033,590895,PE,PACTG_PAYEE_RELA_CODE,PO|B1|IN|PE,Y,Y,N,N,HIGH,missing_payee_relationship
RC-9010539198-1-SURRENDER_CLAIM-C0-20220501,9010539198,589822,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010540781-1-DISBURSEMENT_CLAIM-C0-20180626,9010540781,589829,PE,PACTG_PAYEE_RELA_CODE,PO|B1|IN|PE,Y,Y,N,N,HIGH,missing_payee_relationship
RC-9010544182-1-DEATH_CLAIM-C0-20201005,9010544182,590938,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010545196-1-DEATH_CLAIM-C0-20230823,9010545196,712446,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010545196-2-DEATH_CLAIM-C0-20230823,9010545196,712446,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,death_claim_payment
RC-9010545623-1-DISBURSEMENT_CLAIM-C0-20230127,9010545623,589843,PE,PACTG_PAYEE_RELA_CODE,PO|B1|IN|PE,Y,Y,N,N,HIGH,missing_payee_relationship
RC-9010545623-1-SURRENDER_CLAIM-C0-20180122,9010545623,589843,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010546961-1-SURRENDER_CLAIM-C0-20210322,9010546961,589848,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010546964-1-SURRENDER_CLAIM-C0-20180301,9010546964,589849,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010546964-1-SURRENDER_CLAIM-C1-20190301,9010546964,589849,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010546964-1-SURRENDER_CLAIM-C2-20200301,9010546964,589849,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010546964-1-SURRENDER_CLAIM-C3-20210301,9010546964,589849,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010546964-1-SURRENDER_CLAIM-C4-20220301,9010546964,589849,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010546964-1-SURRENDER_CLAIM-C5-20230301,9010546964,589849,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010546964-1-SURRENDER_CLAIM-C6-20240301,9010546964,589849,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010546964-1-SURRENDER_CLAIM-C7-20250301,9010546964,589849,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010546964-1-SURRENDER_CLAIM-C8-20260301,9010546964,589849,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010547021-1-SURRENDER_CLAIM-C0-20180301,9010547021,589850,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010547021-1-SURRENDER_CLAIM-C1-20190301,9010547021,589850,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010547021-1-SURRENDER_CLAIM-C2-20200301,9010547021,589850,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010547021-1-SURRENDER_CLAIM-C3-20210301,9010547021,589850,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010547021-1-SURRENDER_CLAIM-C4-20220301,9010547021,589850,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010547021-1-SURRENDER_CLAIM-C5-20230301,9010547021,589850,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010547021-1-SURRENDER_CLAIM-C6-20240301,9010547021,589850,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010547021-1-SURRENDER_CLAIM-C7-20250301,9010547021,589850,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010547021-1-SURRENDER_CLAIM-C8-20260301,9010547021,589850,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010547488-1-DISBURSEMENT_CLAIM-C0-20221209,9010547488,590948,PE,PACTG_PAYEE_RELA_CODE,PO|B1|IN|PE,Y,Y,N,N,HIGH,missing_payee_relationship
RC-9010547488-1-SURRENDER_CLAIM-C0-20171112,9010547488,590948,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010547488-1-SURRENDER_CLAIM-C1-20180129,9010547488,590948,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010547488-1-SURRENDER_CLAIM-C10-20220916,9010547488,590948,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010547488-1-SURRENDER_CLAIM-C2-20180813,9010547488,590948,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010547488-1-SURRENDER_CLAIM-C3-20190129,9010547488,590948,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010547488-1-SURRENDER_CLAIM-C4-20190715,9010547488,590948,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010547488-1-SURRENDER_CLAIM-C5-20191008,9010547488,590948,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010547488-1-SURRENDER_CLAIM-C6-20191217,9010547488,590948,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010547488-1-SURRENDER_CLAIM-C7-20200708,9010547488,590948,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010547488-1-SURRENDER_CLAIM-C8-20210114,9010547488,590948,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010547488-1-SURRENDER_CLAIM-C9-20220512,9010547488,590948,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010548366-1-DEATH_CLAIM-C0-20190404,9010548366,709420,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010548366-3-DEATH_CLAIM-C0-20190404,9010548366,709420,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,death_claim_payment
RC-9010549966-1-DEATH_CLAIM-C0-20200828,9010549966,622758,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010549966-3-DEATH_CLAIM-C0-20200828,9010549966,622758,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,death_claim_payment
RC-9010550088-1-SURRENDER_CLAIM-C0-20180406,9010550088,589868,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010550088-1-SURRENDER_CLAIM-C1-20190410,9010550088,589868,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010550088-1-SURRENDER_CLAIM-C2-20200406,9010550088,589868,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010550088-1-SURRENDER_CLAIM-C3-20210409,9010550088,589868,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010550088-1-SURRENDER_CLAIM-C4-20220405,9010550088,589868,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010550088-1-SURRENDER_CLAIM-C5-20230415,9010550088,589868,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010550088-1-SURRENDER_CLAIM-C6-20240409,9010550088,589868,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010550088-1-SURRENDER_CLAIM-C7-20250414,9010550088,589868,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010550088-1-SURRENDER_CLAIM-C8-20260408,9010550088,589868,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010550564-1-DEATH_CLAIM-C0-20190920,9010550564,706979,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010550564-1-SURRENDER_CLAIM-C0-20180415,9010550564,706979,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010550564-1-SURRENDER_CLAIM-C1-20190415,9010550564,706979,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010550564-1-SURRENDER_CLAIM-C2-20190920,9010550564,706979,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010550564-2-DEATH_CLAIM-C0-20190920,9010550564,706979,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,death_claim_payment
RC-9010557142-1-SURRENDER_CLAIM-C0-20241015,9010557142,589890,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010559537-1-SURRENDER_CLAIM-C0-20180502,9010559537,589894,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010564241-1-SURRENDER_CLAIM-C0-20171106,9010564241,590980,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010565013-1-SURRENDER_CLAIM-C0-20181215,9010565013,589901,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010565013-1-SURRENDER_CLAIM-C1-20191215,9010565013,589901,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010565013-1-SURRENDER_CLAIM-C2-20201215,9010565013,589901,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010565013-1-SURRENDER_CLAIM-C3-20211215,9010565013,589901,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010565013-1-SURRENDER_CLAIM-C4-20221215,9010565013,589901,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010565013-1-SURRENDER_CLAIM-C5-20231215,9010565013,589901,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010565013-1-SURRENDER_CLAIM-C6-20241215,9010565013,589901,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010565013-1-SURRENDER_CLAIM-C7-20251215,9010565013,589901,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010567983-1-SURRENDER_CLAIM-C0-20250110,9010567983,590985,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010567983-1-SURRENDER_CLAIM-C1-20260110,9010567983,590985,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010578820-1-DEATH_CLAIM-C0-20200118,9010578820,704032,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010580464-1-DEATH_CLAIM-C0-20200712,9010580464,630635,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010581795-1-SURRENDER_CLAIM-C0-20220822,9010581795,589923,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010586005-1-DEATH_CLAIM-C0-20251007,9010586005,713406,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,Y,HIGH,death_claim_payment
RC-9010586005-1-SURRENDER_CLAIM-C0-20171123,9010586005,713406,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010586005-1-SURRENDER_CLAIM-C1-20191123,9010586005,713406,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010586005-1-SURRENDER_CLAIM-C2-20200323,9010586005,713406,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010586005-1-SURRENDER_CLAIM-C3-20200723,9010586005,713406,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010586005-1-SURRENDER_CLAIM-C4-20220425,9010586005,713406,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010586005-1-SURRENDER_CLAIM-C5-20230111,9010586005,713406,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010586005-1-SURRENDER_CLAIM-C6-20230723,9010586005,713406,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010586005-1-SURRENDER_CLAIM-C7-20240318,9010586005,713406,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010586005-1-SURRENDER_CLAIM-C8-20240723,9010586005,713406,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010586005-1-SURRENDER_CLAIM-C9-20241204,9010586005,713406,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010586005-2-DEATH_CLAIM-C0-20251007,9010586005,713406,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,death_claim_payment
RC-9010607249-1-DEATH_CLAIM-C0-20221102,9010607249,705968,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010607249-2-DEATH_CLAIM-C0-20221102,9010607249,705968,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,death_claim_payment
RC-9010653595-1-SURRENDER_CLAIM-C0-20221006,9010653595,591010,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010653596-1-SURRENDER_CLAIM-C0-20221006,9010653596,591011,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010713707-2-SURRENDER_CLAIM-C0-20180419,9010713707,597295,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010713707-2-SURRENDER_CLAIM-C1-20190419,9010713707,597295,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010713707-2-SURRENDER_CLAIM-C2-20200419,9010713707,597295,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010713707-2-SURRENDER_CLAIM-C3-20210419,9010713707,597295,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010713707-2-SURRENDER_CLAIM-C4-20220419,9010713707,597295,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010713707-2-SURRENDER_CLAIM-C5-20230419,9010713707,597295,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010713707-2-SURRENDER_CLAIM-C6-20240419,9010713707,597295,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010713707-2-SURRENDER_CLAIM-C7-20250419,9010713707,597295,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010713707-2-SURRENDER_CLAIM-C8-20260419,9010713707,597295,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010715467-2-SURRENDER_CLAIM-C0-20180514,9010715467,597299,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010715467-2-SURRENDER_CLAIM-C1-20190514,9010715467,597299,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010715467-2-SURRENDER_CLAIM-C2-20200514,9010715467,597299,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010715467-2-SURRENDER_CLAIM-C3-20210514,9010715467,597299,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010715467-2-SURRENDER_CLAIM-C4-20220514,9010715467,597299,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010715467-2-SURRENDER_CLAIM-C5-20230514,9010715467,597299,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010715467-2-SURRENDER_CLAIM-C6-20240514,9010715467,597299,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010715467-2-SURRENDER_CLAIM-C7-20250514,9010715467,597299,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010716973-2-SURRENDER_CLAIM-C0-20180510,9010716973,588721,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010716973-2-SURRENDER_CLAIM-C1-20190510,9010716973,588721,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010716973-2-SURRENDER_CLAIM-C2-20200510,9010716973,588721,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010716973-2-SURRENDER_CLAIM-C3-20210510,9010716973,588721,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010716973-2-SURRENDER_CLAIM-C4-20220510,9010716973,588721,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010716973-2-SURRENDER_CLAIM-C5-20230510,9010716973,588721,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010716973-2-SURRENDER_CLAIM-C6-20240510,9010716973,588721,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010716973-2-SURRENDER_CLAIM-C7-20250510,9010716973,588721,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010716974-2-SURRENDER_CLAIM-C0-20180510,9010716974,588720,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010716974-2-SURRENDER_CLAIM-C1-20190510,9010716974,588720,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010716974-2-SURRENDER_CLAIM-C2-20200510,9010716974,588720,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010717034-2-SURRENDER_CLAIM-C0-20180511,9010717034,597313,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010717034-2-SURRENDER_CLAIM-C1-20190511,9010717034,597313,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010717034-2-SURRENDER_CLAIM-C2-20200511,9010717034,597313,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010717034-2-SURRENDER_CLAIM-C3-20210511,9010717034,597313,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010717034-2-SURRENDER_CLAIM-C4-20220511,9010717034,597313,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010717034-2-SURRENDER_CLAIM-C5-20230511,9010717034,597313,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010717034-2-SURRENDER_CLAIM-C6-20240511,9010717034,597313,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010717034-2-SURRENDER_CLAIM-C7-20250511,9010717034,597313,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010717447-4-SURRENDER_CLAIM-C0-20230523,9010717447,314674,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010717447-4-SURRENDER_CLAIM-C1-20240523,9010717447,314674,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010717447-4-SURRENDER_CLAIM-C2-20250523,9010717447,314674,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010718276-5-SURRENDER_CLAIM-C0-20180622,9010718276,597320,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010718276-5-SURRENDER_CLAIM-C1-20190622,9010718276,597320,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010718276-5-SURRENDER_CLAIM-C2-20200622,9010718276,597320,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010718276-5-SURRENDER_CLAIM-C3-20210622,9010718276,597320,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010718276-5-SURRENDER_CLAIM-C4-20220622,9010718276,597320,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010718276-5-SURRENDER_CLAIM-C5-20230622,9010718276,597320,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010718276-5-SURRENDER_CLAIM-C6-20240622,9010718276,597320,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010718276-5-SURRENDER_CLAIM-C7-20250622,9010718276,597320,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010718277-2-SURRENDER_CLAIM-C0-20180604,9010718277,597321,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010718277-2-SURRENDER_CLAIM-C1-20190604,9010718277,597321,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010718277-2-SURRENDER_CLAIM-C2-20200604,9010718277,597321,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010718277-2-SURRENDER_CLAIM-C3-20210604,9010718277,597321,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010718277-2-SURRENDER_CLAIM-C4-20220604,9010718277,597321,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010718277-2-SURRENDER_CLAIM-C5-20230604,9010718277,597321,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010718277-2-SURRENDER_CLAIM-C6-20240604,9010718277,597321,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010718277-2-SURRENDER_CLAIM-C7-20250604,9010718277,597321,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010718278-4-SURRENDER_CLAIM-C0-20230604,9010718278,597322,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010718495-1-DEATH_CLAIM-C0-20220214,9010718495,708851,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010718495-2-SURRENDER_CLAIM-C0-20180602,9010718495,708851,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010718495-2-SURRENDER_CLAIM-C1-20190602,9010718495,708851,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010718495-2-SURRENDER_CLAIM-C2-20200602,9010718495,708851,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010719553-2-SURRENDER_CLAIM-C0-20180611,9010719553,597331,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010719553-2-SURRENDER_CLAIM-C1-20190611,9010719553,597331,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010719553-2-SURRENDER_CLAIM-C2-20200611,9010719553,597331,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010719553-2-SURRENDER_CLAIM-C3-20210611,9010719553,597331,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010719553-2-SURRENDER_CLAIM-C4-20220611,9010719553,597331,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010719553-2-SURRENDER_CLAIM-C5-20230611,9010719553,597331,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010719553-2-SURRENDER_CLAIM-C6-20240611,9010719553,597331,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010719553-2-SURRENDER_CLAIM-C7-20250611,9010719553,597331,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010719815-2-SURRENDER_CLAIM-C0-20180803,9010719815,597335,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010719815-2-SURRENDER_CLAIM-C1-20190803,9010719815,597335,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010719815-2-SURRENDER_CLAIM-C2-20200803,9010719815,597335,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010719815-2-SURRENDER_CLAIM-C3-20210803,9010719815,597335,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010719815-2-SURRENDER_CLAIM-C4-20220803,9010719815,597335,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010719815-2-SURRENDER_CLAIM-C5-20230803,9010719815,597335,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
