old_value,new_value,mapping_class,mapping_subtype,is_policy_number,quarantine_candidate,governance_action
9010764158,010764158C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764248,010764248C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764250,010764250C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764319,010764319C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764321,010764321C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764322,010764322C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764339,010764339C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764341,010764341C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764348,010764348C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764368,010764368C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764369,010764369C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764374,010764374C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764376,010764376C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764379,010764379C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764385,010764385C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764392,010764392C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764400,010764400C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764684,010764684C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764810,010764810C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764812,010764812C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764818,010764818C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764834,010764834C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764837,010764837C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010764842,010764842C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010765068,010765068C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010765198,010765198C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010765270,010765270C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010765318,010765318C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010765320,010765320C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010765337,010765337C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010765339,010765339C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010765429,010765429C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010765929,010765929C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010765930,010765930C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010765931,010765931C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010765936,010765936C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010765949,010765949C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010766057,010766057C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010766060,010766060C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010766062,010766062C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010766284,010766284C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010766527,010766527C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010766554,010766554C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010766671,010766671C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010766679,010766679C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010766847,010766847C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010766896,010766896C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010766898,010766898C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010766910,010766910C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010766920,010766920C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010766921,010766921C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010767171,010767171C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010767172,010767172C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010767222,010767222C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010767719,010767719C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010767768,010767768C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010767770,010767770C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010767772,010767772C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010767776,010767776C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010768067,010768067C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010768069,010768069C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010768207,010768207C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010768208,010768208C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010768209,010768209C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010768339,010768339C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010768384,010768384C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010768385,010768385C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010768503,010768503C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010768629,010768629C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010768635,010768635C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010768802,010768802C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010768997,010768997C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010769001,010769001C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010769032,010769032C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010769176,010769176C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010769184,010769184C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010769190,010769190C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010769191,010769191C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010769195,010769195C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010769198,010769198C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010769220,010769220C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010769221,010769221C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010769227,010769227C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010769232,010769232C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010769233,010769233C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010769345,010769345C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010769554,010769554C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010769606,010769606C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010769711,010769711C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010769714,010769714C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010770062,010770062C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010770571,010770571C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010770572,010770572C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010770580,010770580C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010770719,010770719C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010770720,010770720C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010770721,010770721C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010770722,010770722C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010770816,010770816C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010770844,010770844C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010770865,010770865C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010770904,010770904C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010771065,010771065C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010771070,010771070C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010771111,010771111C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010771339,010771339C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010771349,010771349C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010771352,010771352C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010771354,010771354C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010771532,010771532C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010771580,010771580C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010771588,010771588C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010771654,010771654C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010771658,010771658C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010771662,010771662C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010771679,010771679C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010771763,010771763C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010771832,010771832C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010771833,010771833C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010772297,010772297C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010772298,010772298C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010772668,010772668C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010772683,010772683C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010772840,010772840C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010772898,010772898C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010772903,010772903C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010772913,010772913C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010772915,010772915C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010772916,010772916C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010772919,010772919C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010772957,010772957C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010773088,010773088C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010773107,010773107C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010773109,010773109C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010773243,010773243C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010773267,010773267C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010773468,010773468C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010773561,010773561C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010773573,010773573C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010773575,010773575C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010773681,010773681C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010773682,010773682C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010773856,010773856C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010773882,010773882C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010774107,010774107C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010774109,010774109C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010774328,010774328C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010774329,010774329C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010774484,010774484C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010774490,010774490C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010774527,010774527C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010774643,010774643C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010774644,010774644C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010774772,010774772C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010774773,010774773C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010774774,010774774C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010774793,010774793C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010774794,010774794C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010774795,010774795C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010774868,010774868C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010774973,010774973C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010775172,010775172C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010775239,010775239C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010775240,010775240C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010775244,010775244C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010775323,010775323C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010775418,010775418C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010775583,010775583C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010775722,010775722C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010775723,010775723C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010775940,010775940C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776002,010776002C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776005,010776005C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776007,010776007C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776025,010776025C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776027,010776027C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776061,010776061C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776062,010776062C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776157,010776157C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776221,010776221C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776442,010776442C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776445,010776445C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776450,010776450C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776502,010776502C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776555,010776555C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776651,010776651C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776653,010776653C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776672,010776672C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776811,010776811C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776812,010776812C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776813,010776813C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776814,010776814C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776831,010776831C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776832,010776832C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776900,010776900C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776908,010776908C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776909,010776909C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010776918,010776918C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010777042,010777042C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010777043,010777043C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010777059,010777059C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010777124,010777124C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010777133,010777133C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010777321,010777321C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010777322,010777322C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010777439,010777439C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010777501,010777501C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010777546,010777546C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010777662,010777662C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010777665,010777665C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010777788,010777788C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010777793,010777793C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010778016,010778016C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010778142,010778142C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010778181,010778181C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010778262,010778262C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010778263,010778263C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010778299,010778299C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010778303,010778303C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010778304,010778304C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010778361,010778361C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010778381,010778381C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010778464,010778464C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010778474,010778474C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010778519,010778519C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010778635,010778635C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010778653,010778653C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010778697,010778697C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010778702,010778702C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010778707,010778707C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010778834,010778834C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9010778841,010778841C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
