reconstructed_claim_id,canonical_payment_stage_id,payment_sequence,distribution_type,payee_distribution_status,equal_split_detected,beneficiary_name_id,relationship_code,confidence_level
RC-9010781117-1-DEATH_CLAIM-C0-20180616,CPS-RC-9010781117-1-DEATH_CLAIM-C0-20180616-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,697822,PE,HIGH_CONFIDENCE
RC-9010782822-1-DEATH_CLAIM-C0-20180711,CPS-RC-9010782822-1-DEATH_CLAIM-C0-20180711-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,588580,PE,HIGH_CONFIDENCE
RC-9010782822-1-DEATH_CLAIM-C0-20180711,CPS-RC-9010782822-1-DEATH_CLAIM-C0-20180711-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,653759,PE,HIGH_CONFIDENCE
RC-9010782822-1-DEATH_CLAIM-C0-20180711,CPS-RC-9010782822-1-DEATH_CLAIM-C0-20180711-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,708940,PE,HIGH_CONFIDENCE
RC-9010782822-1-DEATH_CLAIM-C0-20180711,CPS-RC-9010782822-1-DEATH_CLAIM-C0-20180711-P4,4,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,708941,PE,HIGH_CONFIDENCE
RC-9010783086-1-DEATH_CLAIM-C0-20240518,CPS-RC-9010783086-1-DEATH_CLAIM-C0-20240518-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,589458,PE,HIGH_CONFIDENCE
RC-9010783086-1-DEATH_CLAIM-C0-20240518,CPS-RC-9010783086-1-DEATH_CLAIM-C0-20240518-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,589459,PE,HIGH_CONFIDENCE
RC-9010783502-1-DEATH_CLAIM-C0-20210919,CPS-RC-9010783502-1-DEATH_CLAIM-C0-20210919-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,599954,PE,MODERATE_CONFIDENCE
RC-9010783502-1-DEATH_CLAIM-C0-20210919,CPS-RC-9010783502-1-DEATH_CLAIM-C0-20210919-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,695614,PE,MODERATE_CONFIDENCE
RC-9010783502-1-DEATH_CLAIM-C0-20210919,CPS-RC-9010783502-1-DEATH_CLAIM-C0-20210919-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,695615,PE,MODERATE_CONFIDENCE
RC-9010783502-1-DEATH_CLAIM-C0-20210919,CPS-RC-9010783502-1-DEATH_CLAIM-C0-20210919-P4,4,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,695616,PE,MODERATE_CONFIDENCE
RC-9010783502-1-DEATH_CLAIM-C0-20210919,CPS-RC-9010783502-1-DEATH_CLAIM-C0-20210919-P5,5,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,695614,B1,MODERATE_CONFIDENCE
RC-9010783502-1-DEATH_CLAIM-C0-20210919,CPS-RC-9010783502-1-DEATH_CLAIM-C0-20210919-P6,6,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,695615,B1,MODERATE_CONFIDENCE
RC-9010783502-1-DEATH_CLAIM-C1-20220131,CPS-RC-9010783502-1-DEATH_CLAIM-C1-20220131-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,599954,PE,HIGH_CONFIDENCE
RC-9010783502-1-DEATH_CLAIM-C1-20220131,CPS-RC-9010783502-1-DEATH_CLAIM-C1-20220131-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,695614,PE,HIGH_CONFIDENCE
RC-9010783502-1-DEATH_CLAIM-C1-20220131,CPS-RC-9010783502-1-DEATH_CLAIM-C1-20220131-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,695615,PE,HIGH_CONFIDENCE
RC-9010784045-1-DEATH_CLAIM-C0-20180702,CPS-RC-9010784045-1-DEATH_CLAIM-C0-20180702-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,706223,PW,MODERATE_CONFIDENCE
RC-9010784529-1-DEATH_CLAIM-C0-20231210,CPS-RC-9010784529-1-DEATH_CLAIM-C0-20231210-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,707672,PW,MODERATE_CONFIDENCE
RC-9010785049-1-DEATH_CLAIM-C0-20200503,CPS-RC-9010785049-1-DEATH_CLAIM-C0-20200503-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,596461,PE,HIGH_CONFIDENCE
RC-9010785049-1-DEATH_CLAIM-C0-20200503,CPS-RC-9010785049-1-DEATH_CLAIM-C0-20200503-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,710189,PE,HIGH_CONFIDENCE
RC-9010786243-1-DEATH_CLAIM-C0-20200801,CPS-RC-9010786243-1-DEATH_CLAIM-C0-20200801-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,642286,PE,HIGH_CONFIDENCE
RC-9010786243-1-DEATH_CLAIM-C0-20200801,CPS-RC-9010786243-1-DEATH_CLAIM-C0-20200801-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,709580,PE,HIGH_CONFIDENCE
RC-9010786312-1-DEATH_CLAIM-C0-20230726,CPS-RC-9010786312-1-DEATH_CLAIM-C0-20230726-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,276994,PE,HIGH_CONFIDENCE
RC-9010786312-1-DEATH_CLAIM-C0-20230726,CPS-RC-9010786312-1-DEATH_CLAIM-C0-20230726-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,600168,PE,HIGH_CONFIDENCE
RC-9010786878-1-DEATH_CLAIM-C0-20241108,CPS-RC-9010786878-1-DEATH_CLAIM-C0-20241108-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,713110,PE,HIGH_CONFIDENCE
RC-9010786878-1-DEATH_CLAIM-C0-20241108,CPS-RC-9010786878-1-DEATH_CLAIM-C0-20241108-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,713111,PE,HIGH_CONFIDENCE
RC-9010787147-1-DEATH_CLAIM-C0-20240218,CPS-RC-9010787147-1-DEATH_CLAIM-C0-20240218-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,600254,PE,HIGH_CONFIDENCE
RC-9010787147-1-DEATH_CLAIM-C0-20240218,CPS-RC-9010787147-1-DEATH_CLAIM-C0-20240218-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,708628,PE,HIGH_CONFIDENCE
RC-9010787147-1-DEATH_CLAIM-C0-20240218,CPS-RC-9010787147-1-DEATH_CLAIM-C0-20240218-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,708629,PE,HIGH_CONFIDENCE
RC-9010787147-1-DEATH_CLAIM-C0-20240218,CPS-RC-9010787147-1-DEATH_CLAIM-C0-20240218-P4,4,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,708630,PE,HIGH_CONFIDENCE
RC-9010787147-1-DEATH_CLAIM-C0-20240218,CPS-RC-9010787147-1-DEATH_CLAIM-C0-20240218-P5,5,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,708631,PE,HIGH_CONFIDENCE
RC-9010787390-1-DEATH_CLAIM-C0-20180727,CPS-RC-9010787390-1-DEATH_CLAIM-C0-20180727-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,633263,PE,HIGH_CONFIDENCE
RC-9010787390-1-DEATH_CLAIM-C0-20180727,CPS-RC-9010787390-1-DEATH_CLAIM-C0-20180727-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,637808,PE,HIGH_CONFIDENCE
RC-9010789348-1-DEATH_CLAIM-C0-20250516,CPS-RC-9010789348-1-DEATH_CLAIM-C0-20250516-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,710994,PW,MODERATE_CONFIDENCE
RC-9010789375-1-DEATH_CLAIM-C0-20200926,CPS-RC-9010789375-1-DEATH_CLAIM-C0-20200926-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,39136,PE,HIGH_CONFIDENCE
RC-9010789375-1-DEATH_CLAIM-C0-20200926,CPS-RC-9010789375-1-DEATH_CLAIM-C0-20200926-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,710476,PE,HIGH_CONFIDENCE
RC-9010789375-1-DEATH_CLAIM-C0-20200926,CPS-RC-9010789375-1-DEATH_CLAIM-C0-20200926-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,710477,PE,HIGH_CONFIDENCE
RC-9010789375-1-DEATH_CLAIM-C0-20200926,CPS-RC-9010789375-1-DEATH_CLAIM-C0-20200926-P4,4,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,710478,PE,HIGH_CONFIDENCE
RC-9010790176-1-DEATH_CLAIM-C0-20240318,CPS-RC-9010790176-1-DEATH_CLAIM-C0-20240318-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,712516,PW,MODERATE_CONFIDENCE
RC-9010790755-1-DEATH_CLAIM-C0-20210826,CPS-RC-9010790755-1-DEATH_CLAIM-C0-20210826-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,589801,PE,HIGH_CONFIDENCE
RC-9010790755-1-DEATH_CLAIM-C0-20210826,CPS-RC-9010790755-1-DEATH_CLAIM-C0-20210826-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,589802,PE,HIGH_CONFIDENCE
RC-9010790755-1-DEATH_CLAIM-C0-20210826,CPS-RC-9010790755-1-DEATH_CLAIM-C0-20210826-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,600494,PE,HIGH_CONFIDENCE
RC-9010790755-1-DEATH_CLAIM-C0-20210826,CPS-RC-9010790755-1-DEATH_CLAIM-C0-20210826-P4,4,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,600573,PE,HIGH_CONFIDENCE
RC-9010791078-1-DEATH_CLAIM-C0-20211222,CPS-RC-9010791078-1-DEATH_CLAIM-C0-20211222-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,688020,PW,MODERATE_CONFIDENCE
RC-9010793722-1-DEATH_CLAIM-C0-20191211,CPS-RC-9010793722-1-DEATH_CLAIM-C0-20191211-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,600698,PE,HIGH_CONFIDENCE
RC-9010793722-1-DEATH_CLAIM-C0-20191211,CPS-RC-9010793722-1-DEATH_CLAIM-C0-20191211-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,709963,PE,HIGH_CONFIDENCE
RC-9010793722-1-DEATH_CLAIM-C0-20191211,CPS-RC-9010793722-1-DEATH_CLAIM-C0-20191211-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,709964,PE,HIGH_CONFIDENCE
RC-9010794520-1-DEATH_CLAIM-C0-20180521,CPS-RC-9010794520-1-DEATH_CLAIM-C0-20180521-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,600750,PE,MODERATE_CONFIDENCE
RC-9010794520-1-DEATH_CLAIM-C0-20180521,CPS-RC-9010794520-1-DEATH_CLAIM-C0-20180521-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,702218,PE,MODERATE_CONFIDENCE
RC-9010795612-1-DEATH_CLAIM-C0-20250224,CPS-RC-9010795612-1-DEATH_CLAIM-C0-20250224-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,600825,PE,HIGH_CONFIDENCE
RC-9010795612-1-DEATH_CLAIM-C0-20250224,CPS-RC-9010795612-1-DEATH_CLAIM-C0-20250224-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,708788,PE,HIGH_CONFIDENCE
RC-9010796325-1-DEATH_CLAIM-C0-20250323,CPS-RC-9010796325-1-DEATH_CLAIM-C0-20250323-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,711804,PW,MODERATE_CONFIDENCE
RC-9010798024-1-DEATH_CLAIM-C0-20250117,CPS-RC-9010798024-1-DEATH_CLAIM-C0-20250117-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,709203,PE,HIGH_CONFIDENCE
RC-9010798024-1-DEATH_CLAIM-C0-20250117,CPS-RC-9010798024-1-DEATH_CLAIM-C0-20250117-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,709204,PE,HIGH_CONFIDENCE
RC-9010799083-1-DEATH_CLAIM-C0-20190522,CPS-RC-9010799083-1-DEATH_CLAIM-C0-20190522-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,680898,PE,HIGH_CONFIDENCE
RC-9010799083-1-DEATH_CLAIM-C0-20190522,CPS-RC-9010799083-1-DEATH_CLAIM-C0-20190522-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,709415,PE,HIGH_CONFIDENCE
RC-9010799472-1-DEATH_CLAIM-C0-20180107,CPS-RC-9010799472-1-DEATH_CLAIM-C0-20180107-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,Y,694576,PW,MODERATE_CONFIDENCE
RC-9010799472-1-DEATH_CLAIM-C0-20180107,CPS-RC-9010799472-1-DEATH_CLAIM-C0-20180107-P2,2,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,Y,694576,PW,MODERATE_CONFIDENCE
RC-9010799472-1-DEATH_CLAIM-C0-20180107,CPS-RC-9010799472-1-DEATH_CLAIM-C0-20180107-P3,3,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,Y,694576,PW,MODERATE_CONFIDENCE
RC-9010799472-1-DEATH_CLAIM-C0-20180107,CPS-RC-9010799472-1-DEATH_CLAIM-C0-20180107-P4,4,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,Y,694576,PW,MODERATE_CONFIDENCE
RC-9010799472-1-DEATH_CLAIM-C0-20180107,CPS-RC-9010799472-1-DEATH_CLAIM-C0-20180107-P5,5,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,Y,694576,PW,MODERATE_CONFIDENCE
RC-9010799472-1-DEATH_CLAIM-C0-20180107,CPS-RC-9010799472-1-DEATH_CLAIM-C0-20180107-P6,6,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,Y,694576,PW,MODERATE_CONFIDENCE
RC-9010799821-1-DEATH_CLAIM-C0-20210602,CPS-RC-9010799821-1-DEATH_CLAIM-C0-20210602-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,Y,704476,PW,MODERATE_CONFIDENCE
RC-9010799821-1-DEATH_CLAIM-C0-20210602,CPS-RC-9010799821-1-DEATH_CLAIM-C0-20210602-P2,2,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,Y,704476,PW,MODERATE_CONFIDENCE
RC-9010799821-1-DEATH_CLAIM-C0-20210602,CPS-RC-9010799821-1-DEATH_CLAIM-C0-20210602-P3,3,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,Y,704476,PW,MODERATE_CONFIDENCE
RC-9010799821-1-DEATH_CLAIM-C0-20210602,CPS-RC-9010799821-1-DEATH_CLAIM-C0-20210602-P4,4,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,Y,704476,PW,MODERATE_CONFIDENCE
RC-9010799895-1-DEATH_CLAIM-C0-20181225,CPS-RC-9010799895-1-DEATH_CLAIM-C0-20181225-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,601062,PE,HIGH_CONFIDENCE
RC-9010799895-1-DEATH_CLAIM-C0-20181225,CPS-RC-9010799895-1-DEATH_CLAIM-C0-20181225-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,709200,PE,HIGH_CONFIDENCE
RC-9010800667-1-DEATH_CLAIM-C0-20181022,CPS-RC-9010800667-1-DEATH_CLAIM-C0-20181022-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,360914,PW,MODERATE_CONFIDENCE
RC-9010801398-1-DEATH_CLAIM-C0-20230317,CPS-RC-9010801398-1-DEATH_CLAIM-C0-20230317-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,Y,710038,PW,MODERATE_CONFIDENCE
RC-9010801398-1-DEATH_CLAIM-C0-20230317,CPS-RC-9010801398-1-DEATH_CLAIM-C0-20230317-P2,2,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,Y,710038,PW,MODERATE_CONFIDENCE
RC-9010801734-1-DEATH_CLAIM-C0-20200922,CPS-RC-9010801734-1-DEATH_CLAIM-C0-20200922-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,708795,PW,MODERATE_CONFIDENCE
RC-9010801734-1-DEATH_CLAIM-C0-20200922,CPS-RC-9010801734-1-DEATH_CLAIM-C0-20200922-P2,2,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,708795,PW,MODERATE_CONFIDENCE
RC-9010801734-1-DEATH_CLAIM-C0-20200922,CPS-RC-9010801734-1-DEATH_CLAIM-C0-20200922-P3,3,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,708795,PW,MODERATE_CONFIDENCE
RC-9010801734-1-DEATH_CLAIM-C1-20210526,CPS-RC-9010801734-1-DEATH_CLAIM-C1-20210526-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,Y,708795,PW,MODERATE_CONFIDENCE
RC-9010801734-1-DEATH_CLAIM-C1-20210526,CPS-RC-9010801734-1-DEATH_CLAIM-C1-20210526-P2,2,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,Y,708795,PW,MODERATE_CONFIDENCE
RC-9010802188-1-DEATH_CLAIM-C0-20200614,CPS-RC-9010802188-1-DEATH_CLAIM-C0-20200614-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,709183,PW,MODERATE_CONFIDENCE
RC-9010803025-1-DEATH_CLAIM-C0-20211027,CPS-RC-9010803025-1-DEATH_CLAIM-C0-20211027-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,601192,PE,MODERATE_CONFIDENCE
RC-9010803025-1-DEATH_CLAIM-C0-20211027,CPS-RC-9010803025-1-DEATH_CLAIM-C0-20211027-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,711261,PE,MODERATE_CONFIDENCE
RC-9010803244-1-DEATH_CLAIM-C0-20180127,CPS-RC-9010803244-1-DEATH_CLAIM-C0-20180127-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,590592,PW,MODERATE_CONFIDENCE
RC-9010803673-1-DEATH_CLAIM-C0-20200417,CPS-RC-9010803673-1-DEATH_CLAIM-C0-20200417-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,700999,PE,HIGH_CONFIDENCE
RC-9010803673-1-DEATH_CLAIM-C0-20200417,CPS-RC-9010803673-1-DEATH_CLAIM-C0-20200417-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,703082,PE,HIGH_CONFIDENCE
RC-9010803993-1-DEATH_CLAIM-C0-20240625,CPS-RC-9010803993-1-DEATH_CLAIM-C0-20240625-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,712561,PW,MODERATE_CONFIDENCE
RC-9010805039-1-DEATH_CLAIM-C0-20190501,CPS-RC-9010805039-1-DEATH_CLAIM-C0-20190501-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,601308,PE,MODERATE_CONFIDENCE
RC-9010805039-1-DEATH_CLAIM-C0-20190501,CPS-RC-9010805039-1-DEATH_CLAIM-C0-20190501-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,709430,PE,MODERATE_CONFIDENCE
RC-9010805039-1-DEATH_CLAIM-C0-20190501,CPS-RC-9010805039-1-DEATH_CLAIM-C0-20190501-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,709431,PE,MODERATE_CONFIDENCE
RC-9010805039-1-DEATH_CLAIM-C0-20190501,CPS-RC-9010805039-1-DEATH_CLAIM-C0-20190501-P4,4,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,709432,PE,MODERATE_CONFIDENCE
RC-9010805370-1-DEATH_CLAIM-C0-20230311,CPS-RC-9010805370-1-DEATH_CLAIM-C0-20230311-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,270262,PE,MODERATE_CONFIDENCE
RC-9010805370-1-DEATH_CLAIM-C0-20230311,CPS-RC-9010805370-1-DEATH_CLAIM-C0-20230311-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,703346,PE,MODERATE_CONFIDENCE
RC-9010805394-1-DEATH_CLAIM-C0-20200321,CPS-RC-9010805394-1-DEATH_CLAIM-C0-20200321-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,709430,PE,MODERATE_CONFIDENCE
RC-9010805394-1-DEATH_CLAIM-C0-20200321,CPS-RC-9010805394-1-DEATH_CLAIM-C0-20200321-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,710150,PE,MODERATE_CONFIDENCE
RC-9010806155-1-DEATH_CLAIM-C0-20201010,CPS-RC-9010806155-1-DEATH_CLAIM-C0-20201010-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,601395,PE,MODERATE_CONFIDENCE
RC-9010806155-1-DEATH_CLAIM-C0-20201010,CPS-RC-9010806155-1-DEATH_CLAIM-C0-20201010-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,705842,PE,MODERATE_CONFIDENCE
RC-9010806651-1-DEATH_CLAIM-C0-20210501,CPS-RC-9010806651-1-DEATH_CLAIM-C0-20210501-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,601372,PE,MODERATE_CONFIDENCE
RC-9010806651-1-DEATH_CLAIM-C0-20210501,CPS-RC-9010806651-1-DEATH_CLAIM-C0-20210501-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,645956,PE,MODERATE_CONFIDENCE
RC-9010807844-1-DEATH_CLAIM-C0-20210601,CPS-RC-9010807844-1-DEATH_CLAIM-C0-20210601-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,708301,PE,MODERATE_CONFIDENCE
RC-9010807844-1-DEATH_CLAIM-C0-20210601,CPS-RC-9010807844-1-DEATH_CLAIM-C0-20210601-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,708868,PE,MODERATE_CONFIDENCE
RC-9010807844-1-DEATH_CLAIM-C0-20210601,CPS-RC-9010807844-1-DEATH_CLAIM-C0-20210601-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,710915,PE,MODERATE_CONFIDENCE
RC-9010808721-1-DEATH_CLAIM-C0-20210731,CPS-RC-9010808721-1-DEATH_CLAIM-C0-20210731-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,627639,PE,MODERATE_CONFIDENCE
RC-9010808721-1-DEATH_CLAIM-C0-20210731,CPS-RC-9010808721-1-DEATH_CLAIM-C0-20210731-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,711055,PE,MODERATE_CONFIDENCE
RC-9010808901-1-DEATH_CLAIM-C0-20210221,CPS-RC-9010808901-1-DEATH_CLAIM-C0-20210221-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,601497,PE,HIGH_CONFIDENCE
RC-9010808901-1-DEATH_CLAIM-C0-20210221,CPS-RC-9010808901-1-DEATH_CLAIM-C0-20210221-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,703966,PE,HIGH_CONFIDENCE
RC-9010809309-1-DEATH_CLAIM-C0-20180127,CPS-RC-9010809309-1-DEATH_CLAIM-C0-20180127-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,601526,PE,HIGH_CONFIDENCE
RC-9010809309-1-DEATH_CLAIM-C0-20180127,CPS-RC-9010809309-1-DEATH_CLAIM-C0-20180127-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,708346,PE,HIGH_CONFIDENCE
RC-9010809734-1-DEATH_CLAIM-C0-20200818,CPS-RC-9010809734-1-DEATH_CLAIM-C0-20200818-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,697927,PE,MODERATE_CONFIDENCE
RC-9010809734-1-DEATH_CLAIM-C0-20200818,CPS-RC-9010809734-1-DEATH_CLAIM-C0-20200818-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,710439,PE,MODERATE_CONFIDENCE
RC-9010809932-1-DEATH_CLAIM-C0-20190828,CPS-RC-9010809932-1-DEATH_CLAIM-C0-20190828-P1,1,INFERRED_CYCLIC,BENEFICIARY_INFERRED,N,707959,PE,INFERRED
RC-9010809932-1-DEATH_CLAIM-C0-20190828,CPS-RC-9010809932-1-DEATH_CLAIM-C0-20190828-P2,2,INFERRED_CYCLIC,BENEFICIARY_INFERRED,N,707959,B1,INFERRED
RC-9010809932-1-DEATH_CLAIM-C0-20190828,CPS-RC-9010809932-1-DEATH_CLAIM-C0-20190828-P3,3,INFERRED_CYCLIC,BENEFICIARY_INFERRED,N,707959,PE,INFERRED
RC-9010810504-1-DEATH_CLAIM-C0-20220824,CPS-RC-9010810504-1-DEATH_CLAIM-C0-20220824-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,601598,PE,HIGH_CONFIDENCE
RC-9010810504-1-DEATH_CLAIM-C0-20220824,CPS-RC-9010810504-1-DEATH_CLAIM-C0-20220824-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,703770,PE,HIGH_CONFIDENCE
RC-9010810612-1-DEATH_CLAIM-C0-20180817,CPS-RC-9010810612-1-DEATH_CLAIM-C0-20180817-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,707851,PW,MODERATE_CONFIDENCE
