canonical_residual_stage_id,reconstructed_claim_id,policy_number,enhanced_settlement_group_id,residual_type,residual_amount,residual_reason,gap_direction,decomposition_status,balancing_status,payee_distribution_status,canonical_status,confidence_level,derivation_lineage,production_dbf_flag
CRS-RC-9010465451-1-DEATH_CLAIM-C0-20201112,RC-9010465451-1-DEATH_CLAIM-C0-20201112,9010465451,ESG-9010465451-RC-9010465451-1-DEATH_CLAIM-C0-20201112-SOLO,PAYOUT_EXCESS_RESIDUAL,-10982.7,PARTIAL_DECOMPOSITION,PAYOUT_EXCESS,PARTIAL_DECOMPOSITION,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010465451-1-DEATH_CLAIM-C0-20201112,N
CRS-RC-9010465451-2-DEATH_CLAIM-C0-20201112,RC-9010465451-2-DEATH_CLAIM-C0-20201112,9010465451,ESG-9010465451-RC-9010465451-2-DEATH_CLAIM-C0-20201112-SOLO,UNRESOLVED_PAYEE_RESIDUAL,10949.8,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010465451-2-DEATH_CLAIM-C0-20201112,N
CRS-RC-9010466458-1-DEATH_CLAIM-C0-20190511,RC-9010466458-1-DEATH_CLAIM-C0-20190511,9010466458,ESG-9010466458-RC-9010466458-1-DEATH_CLAIM-C0-20190511-SOLO,PAYOUT_EXCESS_RESIDUAL,-5737.86,PARTIAL_DECOMPOSITION,PAYOUT_EXCESS,PARTIAL_DECOMPOSITION,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010466458-1-DEATH_CLAIM-C0-20190511,N
CRS-RC-9010466458-2-DEATH_CLAIM-C0-20190511,RC-9010466458-2-DEATH_CLAIM-C0-20190511,9010466458,ESG-9010466458-RC-9010466458-2-DEATH_CLAIM-C0-20190511-SOLO,UNRESOLVED_PAYEE_RESIDUAL,5737.86,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010466458-2-DEATH_CLAIM-C0-20190511,N
CRS-RC-9010466702-1-DEATH_CLAIM-C0-20200520,RC-9010466702-1-DEATH_CLAIM-C0-20200520,9010466702,ESG-9010466702-RC-9010466702-1-DEATH_CLAIM-C0-20200520-SOLO,PAYOUT_EXCESS_RESIDUAL,-3701.67,PARTIAL_DECOMPOSITION,PAYOUT_EXCESS,PARTIAL_DECOMPOSITION,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010466702-1-DEATH_CLAIM-C0-20200520,N
CRS-RC-9010466702-2-DEATH_CLAIM-C0-20200520,RC-9010466702-2-DEATH_CLAIM-C0-20200520,9010466702,ESG-9010466702-RC-9010466702-2-DEATH_CLAIM-C0-20200520-SOLO,UNRESOLVED_PAYEE_RESIDUAL,3697.8,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010466702-2-DEATH_CLAIM-C0-20200520,N
CRS-RC-9010467190-1-DEATH_CLAIM-C0-20181119,RC-9010467190-1-DEATH_CLAIM-C0-20181119,9010467190,ESG-9010467190-RC-9010467190-1-DEATH_CLAIM-C0-20181119-SOLO,PAYOUT_EXCESS_RESIDUAL,-3707.95,PARTIAL_DECOMPOSITION,PAYOUT_EXCESS,PARTIAL_DECOMPOSITION,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010467190-1-DEATH_CLAIM-C0-20181119,N
CRS-RC-9010467190-2-DEATH_CLAIM-C0-20181119,RC-9010467190-2-DEATH_CLAIM-C0-20181119,9010467190,ESG-9010467190-RC-9010467190-2-DEATH_CLAIM-C0-20181119-SOLO,UNRESOLVED_PAYEE_RESIDUAL,3707.95,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010467190-2-DEATH_CLAIM-C0-20181119,N
CRS-RC-9010468946-1-DEATH_CLAIM-C0-20220917,RC-9010468946-1-DEATH_CLAIM-C0-20220917,9010468946,ESG-9010468946-RC-9010468946-1-DEATH_CLAIM-C0-20220917-SOLO,PAYOUT_EXCESS_RESIDUAL,-7319.3,PARTIAL_DECOMPOSITION,PAYOUT_EXCESS,PARTIAL_DECOMPOSITION,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010468946-1-DEATH_CLAIM-C0-20220917,N
CRS-RC-9010468946-2-DEATH_CLAIM-C0-20220917,RC-9010468946-2-DEATH_CLAIM-C0-20220917,9010468946,ESG-9010468946-RC-9010468946-2-DEATH_CLAIM-C0-20220917-SOLO,UNRESOLVED_PAYEE_RESIDUAL,7087.01,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010468946-2-DEATH_CLAIM-C0-20220917,N
CRS-RC-9010469430-1-DEATH_CLAIM-C0-20210130,RC-9010469430-1-DEATH_CLAIM-C0-20210130,9010469430,ESG-9010469430-RC-9010469430-1-DEATH_CLAIM-C0-20210130-SOLO,UNRESOLVED_PAYEE_RESIDUAL,5000.0,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010469430-1-DEATH_CLAIM-C0-20210130,N
CRS-RC-9010469430-1-DEATH_CLAIM-C1-20210830,RC-9010469430-1-DEATH_CLAIM-C1-20210830,9010469430,ESG-9010469430-RC-9010469430-1-DEATH_CLAIM-C1-20210830-SOLO,PAYOUT_EXCESS_RESIDUAL,-5459.07,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010469430-1-DEATH_CLAIM-C1-20210830,N
CRS-RC-9010469430-1-DEATH_CLAIM-C2-20211207,RC-9010469430-1-DEATH_CLAIM-C2-20211207,9010469430,ESG-9010469430-RC-9010469430-1-DEATH_CLAIM-C2-20211207-SOLO,PAYOUT_EXCESS_RESIDUAL,-5459.07,PARTIAL_DECOMPOSITION,PAYOUT_EXCESS,PARTIAL_DECOMPOSITION,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010469430-1-DEATH_CLAIM-C2-20211207,N
CRS-RC-9010469984-1-DEATH_CLAIM-C0-20220117,RC-9010469984-1-DEATH_CLAIM-C0-20220117,9010469984,ESG-9010469984-RC-9010469984-1-DEATH_CLAIM-C0-20220117-SOLO,PAYOUT_EXCESS_RESIDUAL,-1814.95,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_EXCESS,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010469984-1-DEATH_CLAIM-C0-20220117,N
CRS-RC-9010469984-2-DEATH_CLAIM-C0-20220117,RC-9010469984-2-DEATH_CLAIM-C0-20220117,9010469984,ESG-9010469984-RC-9010469984-2-DEATH_CLAIM-C0-20220117-SOLO,UNRESOLVED_PAYEE_RESIDUAL,1814.95,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010469984-2-DEATH_CLAIM-C0-20220117,N
CRS-RC-9010469985-1-DEATH_CLAIM-C0-20190105,RC-9010469985-1-DEATH_CLAIM-C0-20190105,9010469985,ESG-9010469985-RC-9010469985-1-DEATH_CLAIM-C0-20190105-SOLO,PAYOUT_EXCESS_RESIDUAL,-8978.7,PARTIAL_DECOMPOSITION,PAYOUT_EXCESS,PARTIAL_DECOMPOSITION,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010469985-1-DEATH_CLAIM-C0-20190105,N
CRS-RC-9010469985-2-DEATH_CLAIM-C0-20190105,RC-9010469985-2-DEATH_CLAIM-C0-20190105,9010469985,ESG-9010469985-RC-9010469985-2-DEATH_CLAIM-C0-20190105-SOLO,UNRESOLVED_PAYEE_RESIDUAL,8978.7,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010469985-2-DEATH_CLAIM-C0-20190105,N
CRS-RC-9010471933-1-DEATH_CLAIM-C0-20191011,RC-9010471933-1-DEATH_CLAIM-C0-20191011,9010471933,ESG-9010471933-RC-9010471933-1-DEATH_CLAIM-C0-20191011-SOLO,PAYOUT_EXCESS_RESIDUAL,-3911.24,CLEARING_ONLY_DISTORTION,PAYOUT_EXCESS,CLEARING_ONLY_DISTORTION,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010471933-1-DEATH_CLAIM-C0-20191011,N
CRS-RC-9010473137-1-DEATH_CLAIM-C0-20190807,RC-9010473137-1-DEATH_CLAIM-C0-20190807,9010473137,ESG-9010473137-RC-9010473137-1-DEATH_CLAIM-C0-20190807-SOLO,PAYOUT_EXCESS_RESIDUAL,-59.45,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,TRUSTEE_MANAGED_DISTRIBUTION,RESIDUAL_PENDING,MODERATE_CONFIDENCE,RC-9010473137-1-DEATH_CLAIM-C0-20190807,N
CRS-RC-9010473137-2-DEATH_CLAIM-C0-20190807,RC-9010473137-2-DEATH_CLAIM-C0-20190807,9010473137,ESG-9010473137-RC-9010473137-2-DEATH_CLAIM-C0-20190807-SOLO,UNRESOLVED_PAYEE_RESIDUAL,2869.7,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010473137-2-DEATH_CLAIM-C0-20190807,N
CRS-RC-9010474519-1-DEATH_CLAIM-C0-20180423,RC-9010474519-1-DEATH_CLAIM-C0-20180423,9010474519,ESG-9010474519-RC-9010474519-1-DEATH_CLAIM-C0-20180423-SOLO,PAYOUT_EXCESS_RESIDUAL,-3808.03,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_EXCESS,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010474519-1-DEATH_CLAIM-C0-20180423,N
CRS-RC-9010474519-2-DEATH_CLAIM-C0-20180423,RC-9010474519-2-DEATH_CLAIM-C0-20180423,9010474519,ESG-9010474519-RC-9010474519-2-DEATH_CLAIM-C0-20180423-SOLO,UNRESOLVED_PAYEE_RESIDUAL,3808.03,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010474519-2-DEATH_CLAIM-C0-20180423,N
CRS-RC-9010475850-1-DEATH_CLAIM-C0-20180522,RC-9010475850-1-DEATH_CLAIM-C0-20180522,9010475850,ESG-9010475850-RC-9010475850-1-DEATH_CLAIM-C0-20180522-SOLO,PAYOUT_EXCESS_RESIDUAL,-1638.64,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_EXCESS,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010475850-1-DEATH_CLAIM-C0-20180522,N
CRS-RC-9010475850-2-DEATH_CLAIM-C0-20180522,RC-9010475850-2-DEATH_CLAIM-C0-20180522,9010475850,ESG-9010475850-RC-9010475850-2-DEATH_CLAIM-C0-20180522-SOLO,UNRESOLVED_PAYEE_RESIDUAL,1638.64,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010475850-2-DEATH_CLAIM-C0-20180522,N
CRS-RC-9010476803-1-DEATH_CLAIM-C0-20180107,RC-9010476803-1-DEATH_CLAIM-C0-20180107,9010476803,ESG-9010476803-RC-9010476803-1-DEATH_CLAIM-C0-20180107-SOLO,PAYOUT_SHORTFALL_RESIDUAL,932.21,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_SHORTFALL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,TRUSTEE_MANAGED_DISTRIBUTION,RESIDUAL_PENDING,MODERATE_CONFIDENCE,RC-9010476803-1-DEATH_CLAIM-C0-20180107,N
CRS-RC-9010476803-2-DEATH_CLAIM-C0-20180107,RC-9010476803-2-DEATH_CLAIM-C0-20180107,9010476803,ESG-9010476803-RC-9010476803-2-DEATH_CLAIM-C0-20180107-SOLO,UNRESOLVED_PAYEE_RESIDUAL,3996.27,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010476803-2-DEATH_CLAIM-C0-20180107,N
CRS-RC-9010477512-1-DEATH_CLAIM-C0-20201122,RC-9010477512-1-DEATH_CLAIM-C0-20201122,9010477512,ESG-9010477512-RC-9010477512-1-DEATH_CLAIM-C0-20201122-SOLO,PAYOUT_EXCESS_RESIDUAL,-2841.58,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_EXCESS,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010477512-1-DEATH_CLAIM-C0-20201122,N
CRS-RC-9010477512-2-DEATH_CLAIM-C0-20201122,RC-9010477512-2-DEATH_CLAIM-C0-20201122,9010477512,ESG-9010477512-RC-9010477512-2-DEATH_CLAIM-C0-20201122-SOLO,UNRESOLVED_PAYEE_RESIDUAL,5721.88,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010477512-2-DEATH_CLAIM-C0-20201122,N
CRS-RC-9010477513-1-DEATH_CLAIM-C0-20200430,RC-9010477513-1-DEATH_CLAIM-C0-20200430,9010477513,ESG-9010477513-RC-9010477513-1-DEATH_CLAIM-C0-20200430-SOLO,PAYOUT_EXCESS_RESIDUAL,-2447.45,CLEARING_ONLY_DISTORTION,PAYOUT_EXCESS,CLEARING_ONLY_DISTORTION,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010477513-1-DEATH_CLAIM-C0-20200430,N
CRS-RC-9010477513-2-DEATH_CLAIM-C0-20200430,RC-9010477513-2-DEATH_CLAIM-C0-20200430,9010477513,ESG-9010477513-RC-9010477513-2-DEATH_CLAIM-C0-20200430-SOLO,UNRESOLVED_PAYEE_RESIDUAL,6271.46,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010477513-2-DEATH_CLAIM-C0-20200430,N
CRS-RC-9010478285-1-DEATH_CLAIM-C0-20200405,RC-9010478285-1-DEATH_CLAIM-C0-20200405,9010478285,ESG-9010478285-RC-9010478285-1-DEATH_CLAIM-C0-20200405-SOLO,PAYOUT_SHORTFALL_RESIDUAL,1571.2,CLEARING_ONLY_DISTORTION,PAYOUT_SHORTFALL,CLEARING_ONLY_DISTORTION,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010478285-1-DEATH_CLAIM-C0-20200405,N
CRS-RC-9010478285-2-DEATH_CLAIM-C0-20200405,RC-9010478285-2-DEATH_CLAIM-C0-20200405,9010478285,ESG-9010478285-RC-9010478285-2-DEATH_CLAIM-C0-20200405-SOLO,UNRESOLVED_PAYEE_RESIDUAL,6311.39,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010478285-2-DEATH_CLAIM-C0-20200405,N
CRS-RC-9010479749-1-DEATH_CLAIM-C0-20260105,RC-9010479749-1-DEATH_CLAIM-C0-20260105,9010479749,ESG-9010479749-RC-9010479749-1-DEATH_CLAIM-C0-20260105-SOLO,PAYOUT_EXCESS_RESIDUAL,-3584.14,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_EXCESS,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010479749-1-DEATH_CLAIM-C0-20260105,N
CRS-RC-9010479749-2-DEATH_CLAIM-C0-20260105,RC-9010479749-2-DEATH_CLAIM-C0-20260105,9010479749,ESG-9010479749-RC-9010479749-2-DEATH_CLAIM-C0-20260105-SOLO,UNRESOLVED_PAYEE_RESIDUAL,3584.14,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010479749-2-DEATH_CLAIM-C0-20260105,N
CRS-RC-9010484821-1-DEATH_CLAIM-C0-20190417,RC-9010484821-1-DEATH_CLAIM-C0-20190417,9010484821,ESG-9010484821-RC-9010484821-1-DEATH_CLAIM-C0-20190417-SOLO,PAYOUT_EXCESS_RESIDUAL,-2226.48,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_EXCESS,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010484821-1-DEATH_CLAIM-C0-20190417,N
CRS-RC-9010484821-2-DEATH_CLAIM-C0-20190417,RC-9010484821-2-DEATH_CLAIM-C0-20190417,9010484821,ESG-9010484821-RC-9010484821-2-DEATH_CLAIM-C0-20190417-SOLO,UNRESOLVED_PAYEE_RESIDUAL,2226.48,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010484821-2-DEATH_CLAIM-C0-20190417,N
CRS-RC-9010486919-1-DEATH_CLAIM-C0-20250602,RC-9010486919-1-DEATH_CLAIM-C0-20250602,9010486919,ESG-9010486919-RC-9010486919-1-DEATH_CLAIM-C0-20250602-SOLO,PAYOUT_SHORTFALL_RESIDUAL,4752.11,CLEARING_ONLY_DISTORTION,PAYOUT_SHORTFALL,CLEARING_ONLY_DISTORTION,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010486919-1-DEATH_CLAIM-C0-20250602,N
CRS-RC-9010486919-2-DEATH_CLAIM-C0-20250602,RC-9010486919-2-DEATH_CLAIM-C0-20250602,9010486919,ESG-9010486919-RC-9010486919-2-DEATH_CLAIM-C0-20250602-SOLO,UNRESOLVED_PAYEE_RESIDUAL,3973.77,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010486919-2-DEATH_CLAIM-C0-20250602,N
CRS-RC-9010486964-1-DEATH_CLAIM-C0-20220313,RC-9010486964-1-DEATH_CLAIM-C0-20220313,9010486964,ESG-9010486964-RC-9010486964-1-DEATH_CLAIM-C0-20220313-SOLO,PAYOUT_SHORTFALL_RESIDUAL,1218.23,CLEARING_ONLY_DISTORTION,PAYOUT_SHORTFALL,CLEARING_ONLY_DISTORTION,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010486964-1-DEATH_CLAIM-C0-20220313,N
CRS-RC-9010486964-2-DEATH_CLAIM-C0-20220313,RC-9010486964-2-DEATH_CLAIM-C0-20220313,9010486964,ESG-9010486964-RC-9010486964-2-DEATH_CLAIM-C0-20220313-SOLO,UNRESOLVED_PAYEE_RESIDUAL,3369.15,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010486964-2-DEATH_CLAIM-C0-20220313,N
CRS-RC-9010488274-1-DEATH_CLAIM-C0-20180422,RC-9010488274-1-DEATH_CLAIM-C0-20180422,9010488274,ESG-9010488274-RC-9010488274-1-DEATH_CLAIM-C0-20180422-SOLO,PAYOUT_EXCESS_RESIDUAL,-1490.37,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010488274-1-DEATH_CLAIM-C0-20180422,N
CRS-RC-9010488274-2-DEATH_CLAIM-C0-20180422,RC-9010488274-2-DEATH_CLAIM-C0-20180422,9010488274,ESG-9010488274-RC-9010488274-2-DEATH_CLAIM-C0-20180422-SOLO,UNRESOLVED_PAYEE_RESIDUAL,5476.05,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010488274-2-DEATH_CLAIM-C0-20180422,N
CRS-RC-9010489508-1-DEATH_CLAIM-C0-20200127,RC-9010489508-1-DEATH_CLAIM-C0-20200127,9010489508,ESG-9010489508-RC-9010489508-1-DEATH_CLAIM-C0-20200127-SOLO,PAYOUT_EXCESS_RESIDUAL,-3614.11,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_EXCESS,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010489508-1-DEATH_CLAIM-C0-20200127,N
CRS-RC-9010489508-2-DEATH_CLAIM-C0-20200127,RC-9010489508-2-DEATH_CLAIM-C0-20200127,9010489508,ESG-9010489508-RC-9010489508-2-DEATH_CLAIM-C0-20200127-SOLO,UNRESOLVED_PAYEE_RESIDUAL,3607.98,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010489508-2-DEATH_CLAIM-C0-20200127,N
CRS-RC-9010491000-1-DEATH_CLAIM-C0-20200223,RC-9010491000-1-DEATH_CLAIM-C0-20200223,9010491000,ESG-9010491000-RC-9010491000-1-DEATH_CLAIM-C0-20200223-SOLO,PAYOUT_EXCESS_RESIDUAL,-33.43,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,INFERRED,RC-9010491000-1-DEATH_CLAIM-C0-20200223,N
CRS-RC-9010491000-2-DEATH_CLAIM-C0-20200223,RC-9010491000-2-DEATH_CLAIM-C0-20200223,9010491000,ESG-9010491000-RC-9010491000-2-DEATH_CLAIM-C0-20200223-SOLO,UNRESOLVED_PAYEE_RESIDUAL,2018.61,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010491000-2-DEATH_CLAIM-C0-20200223,N
CRS-RC-9010496486-1-DEATH_CLAIM-C0-20231120,RC-9010496486-1-DEATH_CLAIM-C0-20231120,9010496486,ESG-9010496486-RC-9010496486-1-DEATH_CLAIM-C0-20231120-SOLO,PAYOUT_EXCESS_RESIDUAL,-3.75,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010496486-1-DEATH_CLAIM-C0-20231120,N
CRS-RC-9010497768-1-DEATH_CLAIM-C0-20231215,RC-9010497768-1-DEATH_CLAIM-C0-20231215,9010497768,ESG-9010497768-RC-9010497768-1-DEATH_CLAIM-C0-20231215-SOLO,PAYOUT_EXCESS_RESIDUAL,-266.65,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010497768-1-DEATH_CLAIM-C0-20231215,N
CRS-RC-9010498153-1-DEATH_CLAIM-C0-20240405,RC-9010498153-1-DEATH_CLAIM-C0-20240405,9010498153,ESG-9010498153-RC-9010498153-1-DEATH_CLAIM-C0-20240405-SOLO,PAYOUT_EXCESS_RESIDUAL,-3136.19,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_EXCESS,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,TRUSTEE_MANAGED_DISTRIBUTION,RESIDUAL_PENDING,MODERATE_CONFIDENCE,RC-9010498153-1-DEATH_CLAIM-C0-20240405,N
CRS-RC-9010498153-2-DEATH_CLAIM-C0-20240405,RC-9010498153-2-DEATH_CLAIM-C0-20240405,9010498153,ESG-9010498153-RC-9010498153-2-DEATH_CLAIM-C0-20240405-SOLO,UNRESOLVED_PAYEE_RESIDUAL,3119.86,UNRESOLVED_PAYEE;PARTIAL_DECOMPOSITION,PAYOUT_SHORTFALL,PARTIAL_DECOMPOSITION,UNBALANCED,PAYEE_UNRESOLVED,RESIDUAL_PENDING,LOW_CONFIDENCE,RC-9010498153-2-DEATH_CLAIM-C0-20240405,N
