source_claim_id,target_claim_id,linkage_status,confidence_level,temporal_proximity,semantic_compatibility,amount_alignment,linkage_rationale
RC-9010513711-1-SURRENDER_CLAIM-C3-20210817,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010513711-1-SURRENDER_CLAIM-C4-20220425,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010513711-1-SURRENDER_CLAIM-C5-20220817,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010513711-1-SURRENDER_CLAIM-C6-20230817,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010513711-1-SURRENDER_CLAIM-C7-20240417,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010513711-1-SURRENDER_CLAIM-C8-20240817,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010513711-1-SURRENDER_CLAIM-C9-20250417,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010515598-1-DEATH_CLAIM-C0-20230214,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010515598-2-DEATH_CLAIM-C0-20230214,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010517231-2-DEATH_CLAIM-C0-20250803,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518048-1-SURRENDER_CLAIM-C0-20181101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518048-1-SURRENDER_CLAIM-C1-20191101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518048-1-SURRENDER_CLAIM-C2-20200108,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518048-1-SURRENDER_CLAIM-C3-20201101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518048-1-SURRENDER_CLAIM-C4-20211101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518048-1-SURRENDER_CLAIM-C5-20221101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518048-1-SURRENDER_CLAIM-C6-20231101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518048-1-SURRENDER_CLAIM-C7-20241101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518048-1-SURRENDER_CLAIM-C8-20251101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518049-1-SURRENDER_CLAIM-C0-20181101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518049-1-SURRENDER_CLAIM-C1-20191101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518049-1-SURRENDER_CLAIM-C2-20200108,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518049-1-SURRENDER_CLAIM-C3-20201101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518049-1-SURRENDER_CLAIM-C4-20211101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518049-1-SURRENDER_CLAIM-C5-20221101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518049-1-SURRENDER_CLAIM-C6-20231101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518049-1-SURRENDER_CLAIM-C7-20241101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518049-1-SURRENDER_CLAIM-C8-20251101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518050-1-DEATH_CLAIM-C0-20210514,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518050-2-DEATH_CLAIM-C0-20210514,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518545-1-SURRENDER_CLAIM-C0-20181115,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518545-1-SURRENDER_CLAIM-C1-20191115,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518545-1-SURRENDER_CLAIM-C2-20201115,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518545-1-SURRENDER_CLAIM-C3-20211115,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518545-1-SURRENDER_CLAIM-C4-20221115,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518545-1-SURRENDER_CLAIM-C5-20231115,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518545-1-SURRENDER_CLAIM-C6-20241115,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010518545-1-SURRENDER_CLAIM-C7-20251115,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010520217-1-DEATH_CLAIM-C0-20221029,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010520217-1-SURRENDER_CLAIM-C0-20181115,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010520217-1-SURRENDER_CLAIM-C1-20191115,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010520217-1-SURRENDER_CLAIM-C2-20201102,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010520217-1-SURRENDER_CLAIM-C3-20211115,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010520217-1-SURRENDER_CLAIM-C4-20221029,RC-9010520217-1-DEATH_CLAIM-C0-20221029,REJECTED_LINKAGE,LOW_CONFIDENCE,WEAK,REJECTED,N,Cross-family linkage disabled: SURRENDER_CLAIM->DEATH_CLAIM
RC-9010520217-1-SURRENDER_CLAIM-C4-20221029,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010520217-4-DEATH_CLAIM-C0-20221029,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010520451-1-SURRENDER_CLAIM-C0-20181120,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010520451-1-SURRENDER_CLAIM-C1-20191120,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010520451-1-SURRENDER_CLAIM-C2-20201120,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010520451-1-SURRENDER_CLAIM-C3-20211120,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010520451-1-SURRENDER_CLAIM-C4-20221120,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010520451-1-SURRENDER_CLAIM-C5-20231120,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010520451-1-SURRENDER_CLAIM-C6-20241120,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010520451-1-SURRENDER_CLAIM-C7-20251120,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010521160-1-DEATH_CLAIM-C0-20230107,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010521160-2-DEATH_CLAIM-C0-20230107,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010521651-1-DEATH_CLAIM-C0-20230502,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010521651-1-SURRENDER_CLAIM-C0-20180101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010521651-1-SURRENDER_CLAIM-C1-20190101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010521651-1-SURRENDER_CLAIM-C2-20200101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010521651-1-SURRENDER_CLAIM-C3-20210101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010521651-1-SURRENDER_CLAIM-C4-20220101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010521651-1-SURRENDER_CLAIM-C5-20230101,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010521651-1-SURRENDER_CLAIM-C6-20230502,RC-9010521651-1-DEATH_CLAIM-C0-20230502,REJECTED_LINKAGE,LOW_CONFIDENCE,WEAK,REJECTED,N,Cross-family linkage disabled: SURRENDER_CLAIM->DEATH_CLAIM
RC-9010521651-1-SURRENDER_CLAIM-C6-20230502,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010521651-2-DEATH_CLAIM-C0-20230502,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010521756-1-SURRENDER_CLAIM-C0-20250514,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010523058-1-SURRENDER_CLAIM-C0-20180201,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010523058-1-SURRENDER_CLAIM-C1-20190201,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010523058-1-SURRENDER_CLAIM-C2-20200201,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010523058-1-SURRENDER_CLAIM-C3-20210201,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010523058-1-SURRENDER_CLAIM-C4-20220201,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010523058-1-SURRENDER_CLAIM-C5-20230201,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010523058-1-SURRENDER_CLAIM-C6-20240201,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010523058-1-SURRENDER_CLAIM-C7-20250201,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010526524-1-SURRENDER_CLAIM-C0-20180415,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010526524-1-SURRENDER_CLAIM-C1-20190415,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010526524-1-SURRENDER_CLAIM-C2-20200415,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010526524-1-SURRENDER_CLAIM-C3-20210415,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010526524-1-SURRENDER_CLAIM-C4-20220415,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010526524-1-SURRENDER_CLAIM-C5-20230415,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010526524-1-SURRENDER_CLAIM-C6-20240415,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010526526-1-DEATH_CLAIM-C0-20180906,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010526526-2-DEATH_CLAIM-C0-20180906,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010529613-1-SURRENDER_CLAIM-C0-20180601,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010529613-1-SURRENDER_CLAIM-C1-20190601,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010529613-1-SURRENDER_CLAIM-C2-20200601,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010529613-1-SURRENDER_CLAIM-C3-20210601,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010529613-1-SURRENDER_CLAIM-C4-20220601,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010529613-1-SURRENDER_CLAIM-C5-20230601,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010529613-1-SURRENDER_CLAIM-C6-20240601,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010529613-1-SURRENDER_CLAIM-C7-20250601,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010529973-1-SURRENDER_CLAIM-C0-20211202,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010529993-1-SURRENDER_CLAIM-C0-20180105,RC-9010529993-1-DISBURSEMENT_CLAIM-C0-20230508,REJECTED_LINKAGE,LOW_CONFIDENCE,WEAK,REJECTED,N,No qualifying funding/offset codes on source
RC-9010529993-1-SURRENDER_CLAIM-C0-20180105,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010539198-1-SURRENDER_CLAIM-C0-20220501,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010545196-2-DEATH_CLAIM-C0-20230823,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010545623-1-SURRENDER_CLAIM-C0-20180122,RC-9010545623-1-DISBURSEMENT_CLAIM-C0-20230127,REJECTED_LINKAGE,LOW_CONFIDENCE,WEAK,REJECTED,N,No qualifying funding/offset codes on source
RC-9010545623-1-SURRENDER_CLAIM-C0-20180122,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010546961-1-SURRENDER_CLAIM-C0-20210322,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010546964-1-SURRENDER_CLAIM-C0-20180301,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010546964-1-SURRENDER_CLAIM-C1-20190301,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010546964-1-SURRENDER_CLAIM-C2-20200301,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010546964-1-SURRENDER_CLAIM-C3-20210301,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010546964-1-SURRENDER_CLAIM-C4-20220301,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010546964-1-SURRENDER_CLAIM-C5-20230301,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010546964-1-SURRENDER_CLAIM-C6-20240301,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010546964-1-SURRENDER_CLAIM-C7-20250301,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010546964-1-SURRENDER_CLAIM-C8-20260301,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010547021-1-SURRENDER_CLAIM-C0-20180301,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010547021-1-SURRENDER_CLAIM-C1-20190301,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010547021-1-SURRENDER_CLAIM-C2-20200301,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010547021-1-SURRENDER_CLAIM-C3-20210301,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010547021-1-SURRENDER_CLAIM-C4-20220301,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010547021-1-SURRENDER_CLAIM-C5-20230301,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010547021-1-SURRENDER_CLAIM-C6-20240301,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010547021-1-SURRENDER_CLAIM-C7-20250301,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010547021-1-SURRENDER_CLAIM-C8-20260301,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010547488-1-SURRENDER_CLAIM-C0-20171112,RC-9010547488-1-DISBURSEMENT_CLAIM-C0-20221209,REJECTED_LINKAGE,LOW_CONFIDENCE,WEAK,REJECTED,N,No qualifying funding/offset codes on source
RC-9010547488-1-SURRENDER_CLAIM-C0-20171112,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010547488-1-SURRENDER_CLAIM-C1-20180129,RC-9010547488-1-DISBURSEMENT_CLAIM-C0-20221209,REJECTED_LINKAGE,LOW_CONFIDENCE,WEAK,REJECTED,N,No qualifying funding/offset codes on source
RC-9010547488-1-SURRENDER_CLAIM-C1-20180129,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010547488-1-SURRENDER_CLAIM-C10-20220916,RC-9010547488-1-DISBURSEMENT_CLAIM-C0-20221209,REJECTED_LINKAGE,LOW_CONFIDENCE,WEAK,REJECTED,N,Lag 84d exceeds max 14d for SURRENDER_CLAIM->DISBURSEMENT_CLAIM
RC-9010547488-1-SURRENDER_CLAIM-C10-20220916,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010547488-1-SURRENDER_CLAIM-C2-20180813,RC-9010547488-1-DISBURSEMENT_CLAIM-C0-20221209,REJECTED_LINKAGE,LOW_CONFIDENCE,WEAK,REJECTED,N,No qualifying funding/offset codes on source
RC-9010547488-1-SURRENDER_CLAIM-C2-20180813,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010547488-1-SURRENDER_CLAIM-C3-20190129,RC-9010547488-1-DISBURSEMENT_CLAIM-C0-20221209,REJECTED_LINKAGE,LOW_CONFIDENCE,WEAK,REJECTED,N,No qualifying funding/offset codes on source
RC-9010547488-1-SURRENDER_CLAIM-C3-20190129,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010547488-1-SURRENDER_CLAIM-C4-20190715,RC-9010547488-1-DISBURSEMENT_CLAIM-C0-20221209,REJECTED_LINKAGE,LOW_CONFIDENCE,WEAK,REJECTED,N,No qualifying funding/offset codes on source
RC-9010547488-1-SURRENDER_CLAIM-C4-20190715,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010547488-1-SURRENDER_CLAIM-C5-20191008,RC-9010547488-1-DISBURSEMENT_CLAIM-C0-20221209,REJECTED_LINKAGE,LOW_CONFIDENCE,WEAK,REJECTED,N,No qualifying funding/offset codes on source
RC-9010547488-1-SURRENDER_CLAIM-C5-20191008,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010547488-1-SURRENDER_CLAIM-C6-20191217,RC-9010547488-1-DISBURSEMENT_CLAIM-C0-20221209,REJECTED_LINKAGE,LOW_CONFIDENCE,WEAK,REJECTED,N,No qualifying funding/offset codes on source
RC-9010547488-1-SURRENDER_CLAIM-C6-20191217,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010547488-1-SURRENDER_CLAIM-C7-20200708,RC-9010547488-1-DISBURSEMENT_CLAIM-C0-20221209,REJECTED_LINKAGE,LOW_CONFIDENCE,WEAK,REJECTED,N,No qualifying funding/offset codes on source
RC-9010547488-1-SURRENDER_CLAIM-C7-20200708,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010547488-1-SURRENDER_CLAIM-C8-20210114,RC-9010547488-1-DISBURSEMENT_CLAIM-C0-20221209,REJECTED_LINKAGE,LOW_CONFIDENCE,WEAK,REJECTED,N,No qualifying funding/offset codes on source
RC-9010547488-1-SURRENDER_CLAIM-C8-20210114,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010547488-1-SURRENDER_CLAIM-C9-20220512,RC-9010547488-1-DISBURSEMENT_CLAIM-C0-20221209,REJECTED_LINKAGE,LOW_CONFIDENCE,WEAK,REJECTED,N,No qualifying funding/offset codes on source
RC-9010547488-1-SURRENDER_CLAIM-C9-20220512,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010548366-1-DEATH_CLAIM-C0-20190404,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010548366-3-DEATH_CLAIM-C0-20190404,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010549966-1-DEATH_CLAIM-C0-20200828,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010549966-3-DEATH_CLAIM-C0-20200828,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
