reconstructed_claim_id,policy_number,claim_family,baseline_balancing_status,enhanced_balancing_status,baseline_balancing_difference,enhanced_balancing_difference,linked_payout_added,in_group_payout,enhanced_payout_total,balancing_impact,cross_claim_linkage_applied
RC-9010520451-1-SURRENDER_CLAIM-C6-20241120,9010520451,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010520451-1-SURRENDER_CLAIM-C7-20251120,9010520451,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010521160-1-DEATH_CLAIM-C0-20230107,9010521160,DEATH_CLAIM,UNBALANCED,UNBALANCED,-1877.32,-1877.32,0.0,3877.32,3877.32,No change,N
RC-9010521160-2-DEATH_CLAIM-C0-20230107,9010521160,DEATH_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010521651-1-DEATH_CLAIM-C0-20230502,9010521651,DEATH_CLAIM,UNBALANCED,UNBALANCED,-1548.51,-1548.51,0.0,10150.54,10150.54,No change,N
RC-9010521651-1-SURRENDER_CLAIM-C0-20180101,9010521651,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010521651-1-SURRENDER_CLAIM-C1-20190101,9010521651,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010521651-1-SURRENDER_CLAIM-C2-20200101,9010521651,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010521651-1-SURRENDER_CLAIM-C3-20210101,9010521651,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010521651-1-SURRENDER_CLAIM-C4-20220101,9010521651,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010521651-1-SURRENDER_CLAIM-C5-20230101,9010521651,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010521651-1-SURRENDER_CLAIM-C6-20230502,9010521651,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010521651-2-DEATH_CLAIM-C0-20230502,9010521651,DEATH_CLAIM,UNBALANCED,UNBALANCED,5335.11,5335.11,0.0,0.0,0.0,No change,N
RC-9010521756-1-SURRENDER_CLAIM-C0-20250514,9010521756,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,4094.94,4094.94,0.0,0.0,0.0,No change,N
RC-9010523058-1-SURRENDER_CLAIM-C0-20180201,9010523058,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010523058-1-SURRENDER_CLAIM-C1-20190201,9010523058,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010523058-1-SURRENDER_CLAIM-C2-20200201,9010523058,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010523058-1-SURRENDER_CLAIM-C3-20210201,9010523058,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010523058-1-SURRENDER_CLAIM-C4-20220201,9010523058,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010523058-1-SURRENDER_CLAIM-C5-20230201,9010523058,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010523058-1-SURRENDER_CLAIM-C6-20240201,9010523058,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010523058-1-SURRENDER_CLAIM-C7-20250201,9010523058,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,3554.57,3554.57,0.0,0.0,0.0,No change,N
RC-9010526524-1-SURRENDER_CLAIM-C0-20180415,9010526524,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010526524-1-SURRENDER_CLAIM-C1-20190415,9010526524,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010526524-1-SURRENDER_CLAIM-C2-20200415,9010526524,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010526524-1-SURRENDER_CLAIM-C3-20210415,9010526524,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010526524-1-SURRENDER_CLAIM-C4-20220415,9010526524,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010526524-1-SURRENDER_CLAIM-C5-20230415,9010526524,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010526524-1-SURRENDER_CLAIM-C6-20240415,9010526524,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,4578.1,4578.1,0.0,0.0,0.0,No change,N
RC-9010526526-1-DEATH_CLAIM-C0-20180906,9010526526,DEATH_CLAIM,UNBALANCED,UNBALANCED,-7965.19,-7965.19,0.0,19070.01,19070.01,No change,N
RC-9010526526-2-DEATH_CLAIM-C0-20180906,9010526526,DEATH_CLAIM,UNBALANCED,UNBALANCED,7747.22,7747.22,0.0,0.0,0.0,No change,N
RC-9010529613-1-SURRENDER_CLAIM-C0-20180601,9010529613,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010529613-1-SURRENDER_CLAIM-C1-20190601,9010529613,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010529613-1-SURRENDER_CLAIM-C2-20200601,9010529613,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010529613-1-SURRENDER_CLAIM-C3-20210601,9010529613,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010529613-1-SURRENDER_CLAIM-C4-20220601,9010529613,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010529613-1-SURRENDER_CLAIM-C5-20230601,9010529613,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010529613-1-SURRENDER_CLAIM-C6-20240601,9010529613,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010529613-1-SURRENDER_CLAIM-C7-20250601,9010529613,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010529973-1-SURRENDER_CLAIM-C0-20211202,9010529973,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,3240.13,3240.13,0.0,0.0,0.0,No change,N
RC-9010529993-1-DISBURSEMENT_CLAIM-C0-20230508,9010529993,DISBURSEMENT_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,8.91,8.91,No change,N
RC-9010529993-1-SURRENDER_CLAIM-C0-20180105,9010529993,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010530033-1-DISBURSEMENT_CLAIM-C0-20191217,9010530033,DISBURSEMENT_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,131.7,131.7,No change,N
RC-9010539198-1-SURRENDER_CLAIM-C0-20220501,9010539198,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,4453.47,4453.47,0.0,0.0,0.0,No change,N
RC-9010540781-1-DISBURSEMENT_CLAIM-C0-20180626,9010540781,DISBURSEMENT_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,53.74,53.74,No change,N
RC-9010544182-1-DEATH_CLAIM-C0-20201005,9010544182,DEATH_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,4388.64,4388.64,No change,N
RC-9010545196-1-DEATH_CLAIM-C0-20230823,9010545196,DEATH_CLAIM,UNBALANCED,UNBALANCED,-201.4,-201.4,0.0,3061.4,3061.4,No change,N
RC-9010545196-2-DEATH_CLAIM-C0-20230823,9010545196,DEATH_CLAIM,UNBALANCED,UNBALANCED,196.56,196.56,0.0,0.0,0.0,No change,N
RC-9010545623-1-DISBURSEMENT_CLAIM-C0-20230127,9010545623,DISBURSEMENT_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,19.79,19.79,No change,N
RC-9010545623-1-SURRENDER_CLAIM-C0-20180122,9010545623,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010546961-1-SURRENDER_CLAIM-C0-20210322,9010546961,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,2018.61,2018.61,0.0,0.0,0.0,No change,N
RC-9010546964-1-SURRENDER_CLAIM-C0-20180301,9010546964,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010546964-1-SURRENDER_CLAIM-C1-20190301,9010546964,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010546964-1-SURRENDER_CLAIM-C2-20200301,9010546964,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010546964-1-SURRENDER_CLAIM-C3-20210301,9010546964,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010546964-1-SURRENDER_CLAIM-C4-20220301,9010546964,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010546964-1-SURRENDER_CLAIM-C5-20230301,9010546964,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010546964-1-SURRENDER_CLAIM-C6-20240301,9010546964,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010546964-1-SURRENDER_CLAIM-C7-20250301,9010546964,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010546964-1-SURRENDER_CLAIM-C8-20260301,9010546964,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010547021-1-SURRENDER_CLAIM-C0-20180301,9010547021,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010547021-1-SURRENDER_CLAIM-C1-20190301,9010547021,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010547021-1-SURRENDER_CLAIM-C2-20200301,9010547021,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010547021-1-SURRENDER_CLAIM-C3-20210301,9010547021,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010547021-1-SURRENDER_CLAIM-C4-20220301,9010547021,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010547021-1-SURRENDER_CLAIM-C5-20230301,9010547021,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010547021-1-SURRENDER_CLAIM-C6-20240301,9010547021,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010547021-1-SURRENDER_CLAIM-C7-20250301,9010547021,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010547021-1-SURRENDER_CLAIM-C8-20260301,9010547021,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010547488-1-DISBURSEMENT_CLAIM-C0-20221209,9010547488,DISBURSEMENT_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,2807.32,2807.32,No change,N
RC-9010547488-1-SURRENDER_CLAIM-C0-20171112,9010547488,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010547488-1-SURRENDER_CLAIM-C1-20180129,9010547488,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010547488-1-SURRENDER_CLAIM-C10-20220916,9010547488,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,3477.44,3477.44,0.0,0.0,0.0,No change,N
RC-9010547488-1-SURRENDER_CLAIM-C2-20180813,9010547488,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010547488-1-SURRENDER_CLAIM-C3-20190129,9010547488,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010547488-1-SURRENDER_CLAIM-C4-20190715,9010547488,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010547488-1-SURRENDER_CLAIM-C5-20191008,9010547488,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010547488-1-SURRENDER_CLAIM-C6-20191217,9010547488,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010547488-1-SURRENDER_CLAIM-C7-20200708,9010547488,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010547488-1-SURRENDER_CLAIM-C8-20210114,9010547488,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010547488-1-SURRENDER_CLAIM-C9-20220512,9010547488,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010548366-1-DEATH_CLAIM-C0-20190404,9010548366,DEATH_CLAIM,UNBALANCED,UNBALANCED,-3111.42,-3111.42,0.0,9623.4,9623.4,No change,N
RC-9010548366-3-DEATH_CLAIM-C0-20190404,9010548366,DEATH_CLAIM,UNBALANCED,UNBALANCED,3104.96,3104.96,0.0,0.0,0.0,No change,N
RC-9010549966-1-DEATH_CLAIM-C0-20200828,9010549966,DEATH_CLAIM,UNBALANCED,UNBALANCED,-2171.31,-2171.31,0.0,7376.31,7376.31,No change,N
RC-9010549966-3-DEATH_CLAIM-C0-20200828,9010549966,DEATH_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010550088-1-SURRENDER_CLAIM-C0-20180406,9010550088,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010550088-1-SURRENDER_CLAIM-C1-20190410,9010550088,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010550088-1-SURRENDER_CLAIM-C2-20200406,9010550088,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010550088-1-SURRENDER_CLAIM-C3-20210409,9010550088,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010550088-1-SURRENDER_CLAIM-C4-20220405,9010550088,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010550088-1-SURRENDER_CLAIM-C5-20230415,9010550088,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010550088-1-SURRENDER_CLAIM-C6-20240409,9010550088,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010550088-1-SURRENDER_CLAIM-C7-20250414,9010550088,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010550088-1-SURRENDER_CLAIM-C8-20260408,9010550088,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010550564-1-DEATH_CLAIM-C0-20190920,9010550564,DEATH_CLAIM,UNBALANCED,UNBALANCED,-2790.15,-2790.15,0.0,13974.98,13974.98,No change,N
RC-9010550564-1-SURRENDER_CLAIM-C0-20180415,9010550564,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010550564-1-SURRENDER_CLAIM-C1-20190415,9010550564,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010550564-1-SURRENDER_CLAIM-C2-20190920,9010550564,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010550564-2-DEATH_CLAIM-C0-20190920,9010550564,DEATH_CLAIM,UNBALANCED,UNBALANCED,7212.44,7212.44,0.0,0.0,0.0,No change,N
RC-9010557142-1-SURRENDER_CLAIM-C0-20241015,9010557142,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,3354.61,3354.61,0.0,0.0,0.0,No change,N
RC-9010559537-1-SURRENDER_CLAIM-C0-20180502,9010559537,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,3590.46,3590.46,0.0,0.0,0.0,No change,N
RC-9010564241-1-SURRENDER_CLAIM-C0-20171106,9010564241,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010565013-1-SURRENDER_CLAIM-C0-20181215,9010565013,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010565013-1-SURRENDER_CLAIM-C1-20191215,9010565013,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010565013-1-SURRENDER_CLAIM-C2-20201215,9010565013,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010565013-1-SURRENDER_CLAIM-C3-20211215,9010565013,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010565013-1-SURRENDER_CLAIM-C4-20221215,9010565013,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010565013-1-SURRENDER_CLAIM-C5-20231215,9010565013,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010565013-1-SURRENDER_CLAIM-C6-20241215,9010565013,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010565013-1-SURRENDER_CLAIM-C7-20251215,9010565013,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010567983-1-SURRENDER_CLAIM-C0-20250110,9010567983,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010567983-1-SURRENDER_CLAIM-C1-20260110,9010567983,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010578820-1-DEATH_CLAIM-C0-20200118,9010578820,DEATH_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,1539.7,1539.7,No change,N
RC-9010580464-1-DEATH_CLAIM-C0-20200712,9010580464,DEATH_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,1817.67,1817.67,No change,N
RC-9010581795-1-SURRENDER_CLAIM-C0-20220822,9010581795,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,10228.53,10228.53,0.0,0.0,0.0,No change,N
RC-9010586005-1-DEATH_CLAIM-C0-20251007,9010586005,DEATH_CLAIM,UNBALANCED,UNBALANCED,-112.62,-112.62,0.0,5123.23,5123.23,No change,N
RC-9010586005-1-SURRENDER_CLAIM-C0-20171123,9010586005,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010586005-1-SURRENDER_CLAIM-C1-20191123,9010586005,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010586005-1-SURRENDER_CLAIM-C2-20200323,9010586005,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010586005-1-SURRENDER_CLAIM-C3-20200723,9010586005,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010586005-1-SURRENDER_CLAIM-C4-20220425,9010586005,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010586005-1-SURRENDER_CLAIM-C5-20230111,9010586005,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010586005-1-SURRENDER_CLAIM-C6-20230723,9010586005,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010586005-1-SURRENDER_CLAIM-C7-20240318,9010586005,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010586005-1-SURRENDER_CLAIM-C8-20240723,9010586005,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010586005-1-SURRENDER_CLAIM-C9-20241204,9010586005,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010586005-2-DEATH_CLAIM-C0-20251007,9010586005,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,99.51,99.51,0.0,0.0,0.0,No change,N
RC-9010607249-1-DEATH_CLAIM-C0-20221102,9010607249,DEATH_CLAIM,UNBALANCED,UNBALANCED,-3339.97,-3339.97,0.0,9672.81,9672.81,No change,N
RC-9010607249-2-DEATH_CLAIM-C0-20221102,9010607249,DEATH_CLAIM,UNBALANCED,UNBALANCED,3339.97,3339.97,0.0,0.0,0.0,No change,N
RC-9010653595-1-SURRENDER_CLAIM-C0-20221006,9010653595,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,1430.71,1430.71,0.0,0.0,0.0,No change,N
RC-9010653596-1-SURRENDER_CLAIM-C0-20221006,9010653596,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,1336.08,1336.08,0.0,0.0,0.0,No change,N
RC-9010713707-2-SURRENDER_CLAIM-C0-20180419,9010713707,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,128.5,128.5,0.0,0.0,0.0,No change,N
RC-9010713707-2-SURRENDER_CLAIM-C1-20190419,9010713707,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,128.5,128.5,0.0,0.0,0.0,No change,N
RC-9010713707-2-SURRENDER_CLAIM-C2-20200419,9010713707,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,128.5,128.5,0.0,0.0,0.0,No change,N
RC-9010713707-2-SURRENDER_CLAIM-C3-20210419,9010713707,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,128.5,128.5,0.0,0.0,0.0,No change,N
RC-9010713707-2-SURRENDER_CLAIM-C4-20220419,9010713707,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,128.5,128.5,0.0,0.0,0.0,No change,N
RC-9010713707-2-SURRENDER_CLAIM-C5-20230419,9010713707,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,128.5,128.5,0.0,0.0,0.0,No change,N
RC-9010713707-2-SURRENDER_CLAIM-C6-20240419,9010713707,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,128.5,128.5,0.0,0.0,0.0,No change,N
RC-9010713707-2-SURRENDER_CLAIM-C7-20250419,9010713707,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,128.5,128.5,0.0,0.0,0.0,No change,N
RC-9010713707-2-SURRENDER_CLAIM-C8-20260419,9010713707,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,128.5,128.5,0.0,0.0,0.0,No change,N
RC-9010715467-2-SURRENDER_CLAIM-C0-20180514,9010715467,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,1129.0,1129.0,0.0,0.0,0.0,No change,N
RC-9010715467-2-SURRENDER_CLAIM-C1-20190514,9010715467,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,1129.0,1129.0,0.0,0.0,0.0,No change,N
RC-9010715467-2-SURRENDER_CLAIM-C2-20200514,9010715467,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,1129.0,1129.0,0.0,0.0,0.0,No change,N
RC-9010715467-2-SURRENDER_CLAIM-C3-20210514,9010715467,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,1129.0,1129.0,0.0,0.0,0.0,No change,N
RC-9010715467-2-SURRENDER_CLAIM-C4-20220514,9010715467,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,1129.0,1129.0,0.0,0.0,0.0,No change,N
RC-9010715467-2-SURRENDER_CLAIM-C5-20230514,9010715467,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,1129.0,1129.0,0.0,0.0,0.0,No change,N
RC-9010715467-2-SURRENDER_CLAIM-C6-20240514,9010715467,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,1129.0,1129.0,0.0,0.0,0.0,No change,N
RC-9010715467-2-SURRENDER_CLAIM-C7-20250514,9010715467,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,1129.0,1129.0,0.0,0.0,0.0,No change,N
RC-9010716973-2-SURRENDER_CLAIM-C0-20180510,9010716973,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,263.0,263.0,0.0,0.0,0.0,No change,N
RC-9010716973-2-SURRENDER_CLAIM-C1-20190510,9010716973,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,263.0,263.0,0.0,0.0,0.0,No change,N
RC-9010716973-2-SURRENDER_CLAIM-C2-20200510,9010716973,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,263.0,263.0,0.0,0.0,0.0,No change,N
RC-9010716973-2-SURRENDER_CLAIM-C3-20210510,9010716973,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,263.0,263.0,0.0,0.0,0.0,No change,N
RC-9010716973-2-SURRENDER_CLAIM-C4-20220510,9010716973,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,263.0,263.0,0.0,0.0,0.0,No change,N
RC-9010716973-2-SURRENDER_CLAIM-C5-20230510,9010716973,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,263.0,263.0,0.0,0.0,0.0,No change,N
RC-9010716973-2-SURRENDER_CLAIM-C6-20240510,9010716973,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,263.0,263.0,0.0,0.0,0.0,No change,N
RC-9010716973-2-SURRENDER_CLAIM-C7-20250510,9010716973,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,263.0,263.0,0.0,0.0,0.0,No change,N
RC-9010716974-2-SURRENDER_CLAIM-C0-20180510,9010716974,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,246.75,246.75,0.0,0.0,0.0,No change,N
RC-9010716974-2-SURRENDER_CLAIM-C1-20190510,9010716974,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,246.75,246.75,0.0,0.0,0.0,No change,N
RC-9010716974-2-SURRENDER_CLAIM-C2-20200510,9010716974,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,10536.75,10536.75,0.0,0.0,0.0,No change,N
