mpolicy,population,policy_digits,effective_date,debit_code,credit_code,debit_account,credit_account,trans_amount,date_reversed,reversal_code,layer_class
9010430296C,AVAILABLE_MATCH,9010430296,20180801,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20180901,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20181001,0517,0112,906103R,406203S,147.59,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20181001,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20181101,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20181201,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20190101,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20190201,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20190301,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20190401,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20190501,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20190601,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20190701,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20190801,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20190901,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20191001,0517,0112,906103R,406203S,150.9,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20191001,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20191101,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20191201,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20200101,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20200201,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20200301,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20200401,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20200501,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20200601,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20200701,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20200801,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20200901,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20201001,0517,0112,906103R,406203S,154.14,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20201001,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20201101,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20201201,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20210101,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20210201,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20210301,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20210401,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20210501,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20210601,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20210701,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20210801,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20210901,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20211001,0517,0112,906103R,406203S,157.32,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20211001,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20211101,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20211201,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20220101,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20220201,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20220301,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20220401,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20220501,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20220601,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20220701,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20220801,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20220901,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20221001,0517,0112,906103R,406203S,160.57,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20221001,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20221101,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20221201,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20230101,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20230201,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20230301,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20230401,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20230501,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20230601,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20230701,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20230801,0046,0110,1018,400103R,10.0,0,,unclassified
9010430296C,AVAILABLE_MATCH,9010430296,20230726,0530,0038,600103R,2032,6007.0,0,,clearing_death
9010430296C,AVAILABLE_MATCH,9010430296,20230726,0110,0038,400103R,2032,10.0,0,,clearing_death
9010430296C,AVAILABLE_MATCH,9010430296,20230726,0110,0038,400103R,2032,1.94,0,,clearing_death
9010430296C,AVAILABLE_MATCH,9010430296,20230726,0630,0038,603803R,2032,94.67,0,,interest_death_benefit
9010430296C,AVAILABLE_MATCH,9010430296,20230726,0038,0094,2032,1058,11639.54,0,,payout_death_claim_payment
9010430296C,AVAILABLE_MATCH,9010430296,20230726,0530,0038,600103R,2032,5525.93,0,,clearing_death
9010454002C,AVAILABLE_MISMATCH,9010454002,20180715,0044,0012,1061000044,2019,179.26,0,,unapplied_intraco
9010454002C,AVAILABLE_MISMATCH,9010454002,20180715,0012,0110,2019,400103R,120.0,0,,unapplied_intraco
9010454002C,AVAILABLE_MISMATCH,9010454002,20180703,0451,0412,7046,1017,1.99,0,,loan_unearned_interest_income
9010454002C,AVAILABLE_MISMATCH,9010454002,20180703,0012,0413,2019,1017,59.26,0,,unapplied_intraco
9010454002C,AVAILABLE_MISMATCH,9010454002,20180703,0412,0451,1017,7046,1.9,0,,loan_interest_capitalized
9010454002C,AVAILABLE_MISMATCH,9010454002,20180715,0517,0112,906103R,406203S,123.02,0,,unclassified
9010454002C,AVAILABLE_MISMATCH,9010454002,20180715,0412,0451,1017,7046,59.26,0,,loan_interest_capitalized
9010454002C,AVAILABLE_MISMATCH,9010454002,20190715,0044,0012,1061000044,2019,179.26,0,,unapplied_intraco
9010454002C,AVAILABLE_MISMATCH,9010454002,20190715,0012,0110,2019,400103R,120.0,0,,unapplied_intraco
9010454002C,AVAILABLE_MISMATCH,9010454002,20190702,0451,0412,7046,1017,2.17,0,,loan_unearned_interest_income
9010454002C,AVAILABLE_MISMATCH,9010454002,20190702,0012,0413,2019,1017,59.26,0,,unapplied_intraco
9010454002C,AVAILABLE_MISMATCH,9010454002,20190702,0412,0451,1017,7046,2.05,0,,loan_interest_capitalized
9010454002C,AVAILABLE_MISMATCH,9010454002,20190715,0517,0112,906103R,406203S,125.81,0,,unclassified
9010454002C,AVAILABLE_MISMATCH,9010454002,20190715,0412,0451,1017,7046,59.25,0,,loan_interest_capitalized
9010454002C,AVAILABLE_MISMATCH,9010454002,20200715,0044,0012,1061000044,2019,179.25,0,,unapplied_intraco
9010454002C,AVAILABLE_MISMATCH,9010454002,20200715,0012,0110,2019,400103R,120.0,0,,unapplied_intraco
9010454002C,AVAILABLE_MISMATCH,9010454002,20200706,0451,0412,7046,1017,1.49,0,,loan_unearned_interest_income
9010454002C,AVAILABLE_MISMATCH,9010454002,20200706,0012,0413,2019,1017,59.25,0,,unapplied_intraco
9010454002C,AVAILABLE_MISMATCH,9010454002,20200706,0412,0451,1017,7046,1.42,0,,loan_interest_capitalized
9010454002C,AVAILABLE_MISMATCH,9010454002,20200715,0517,0112,906103R,406203S,128.56,0,,unclassified
9010454002C,AVAILABLE_MISMATCH,9010454002,20200715,0412,0451,1017,7046,59.25,0,,loan_interest_capitalized
9010454002C,AVAILABLE_MISMATCH,9010454002,20210715,0044,0012,1061000044,2019,179.25,0,,unapplied_intraco
9010454002C,AVAILABLE_MISMATCH,9010454002,20210715,0012,0110,2019,400103R,120.0,0,,unapplied_intraco
9010454002C,AVAILABLE_MISMATCH,9010454002,20210706,0451,0412,7046,1017,1.5,0,,loan_unearned_interest_income
9010454002C,AVAILABLE_MISMATCH,9010454002,20210706,0012,0413,2019,1017,59.25,0,,unapplied_intraco
9010454002C,AVAILABLE_MISMATCH,9010454002,20210706,0412,0451,1017,7046,1.42,0,,loan_interest_capitalized
9010454002C,AVAILABLE_MISMATCH,9010454002,20210715,0517,0112,906103R,406203S,131.26,0,,unclassified
9010454002C,AVAILABLE_MISMATCH,9010454002,20210715,0412,0451,1017,7046,59.24,0,,loan_interest_capitalized
9010454002C,AVAILABLE_MISMATCH,9010454002,20220715,0044,0012,1061000044,2019,179.24,0,,unapplied_intraco
9010454002C,AVAILABLE_MISMATCH,9010454002,20220715,0012,0110,2019,400103R,120.0,0,,unapplied_intraco
9010454002C,AVAILABLE_MISMATCH,9010454002,20220708,0451,0412,7046,1017,1.16,0,,loan_unearned_interest_income
9010454002C,AVAILABLE_MISMATCH,9010454002,20220708,0012,0413,2019,1017,59.24,0,,unapplied_intraco
9010454002C,AVAILABLE_MISMATCH,9010454002,20220708,0412,0451,1017,7046,1.11,0,,loan_interest_capitalized
9010454002C,AVAILABLE_MISMATCH,9010454002,20220715,0517,0112,906103R,406203S,133.87,0,,unclassified
9010454002C,AVAILABLE_MISMATCH,9010454002,20220715,0412,0451,1017,7046,59.24,0,,loan_interest_capitalized
9010454002C,AVAILABLE_MISMATCH,9010454002,20230424,0530,0038,600103R,2032,3295.76,0,,clearing_death
9010454002C,AVAILABLE_MISMATCH,9010454002,20230424,0530,0038,600103R,2032,4658.0,0,,clearing_death
9010454002C,AVAILABLE_MISMATCH,9010454002,20230424,0110,0038,400103R,2032,26.96,0,,clearing_death
9010454002C,AVAILABLE_MISMATCH,9010454002,20230424,0451,0412,7046,1017,13.57,0,,loan_unearned_interest_income
9010454002C,AVAILABLE_MISMATCH,9010454002,20230424,0038,0413,2032,1017,1171.25,0,,clearing_death
9010454002C,AVAILABLE_MISMATCH,9010454002,20230424,0038,0094,2032,1058,6809.47,0,,payout_death_claim_payment
9010454002C,AVAILABLE_MISMATCH,9010454002,20230424,0020,0530,1015,600103R,3295.76,0,,reinstatement_endow_loop
9010454002C,AVAILABLE_MISMATCH,9010454002,20230424,0020,0530,1015,600103R,4658.0,0,,reinstatement_endow_loop
9010454002C,AVAILABLE_MISMATCH,9010454002,20230424,0530,0038,600103R,2032,3295.76,0,,clearing_death
9010454002C,AVAILABLE_MISMATCH,9010454002,20230424,0020,0110,1015,400103R,26.96,0,,reinstatement_endow_loop
9010454002C,AVAILABLE_MISMATCH,9010454002,20230424,0038,0413,2032,1017,1171.25,0,,clearing_death
9010454002C,AVAILABLE_MISMATCH,9010454002,20230424,0412,0451,1017,7046,13.57,0,,loan_interest_capitalized
9010454002C,AVAILABLE_MISMATCH,9010454002,20230424,0630,0038,603803R,2032,59.95,0,,interest_death_benefit
9010454002C,AVAILABLE_MISMATCH,9010454002,20230424,0413,0020,1017,1015,1171.25,0,,loan_principal_interest
9010454002C,AVAILABLE_MISMATCH,9010454002,20230424,0038,0094,2032,1058,6869.42,0,,payout_death_claim_payment
9010454002C,AVAILABLE_MISMATCH,9010454002,20230719,0094,0020,1058,1015,6809.47,0,,payout_death_claim_payment
9010454002C,AVAILABLE_MISMATCH,9010454002,20230424,0530,0038,600103R,2032,4658.0,0,,clearing_death
9010454002C,AVAILABLE_MISMATCH,9010454002,20230424,0110,0038,400103R,2032,26.96,0,,clearing_death
9010454002C,AVAILABLE_MISMATCH,9010454002,20230424,0451,0412,7046,1017,13.57,0,,loan_unearned_interest_income
9010500769C,AVAILABLE_MISMATCH,9010500769,20230824,0530,0038,600103R,2032,5000.0,20231005,Y,reversal
9010500769C,AVAILABLE_MISMATCH,9010500769,20230824,0038,0094,2032,1058,5000.0,20231005,Y,reversal
9010500769C,AVAILABLE_MISMATCH,9010500769,20230824,0530,0038,600103R,2032,5000.0,0,,clearing_death
9010500769C,AVAILABLE_MISMATCH,9010500769,20230824,0630,0038,603803R,2032,23.14,0,,interest_death_benefit
9010500769C,AVAILABLE_MISMATCH,9010500769,20230824,0038,0094,2032,1058,5023.14,0,,payout_death_claim_payment
9010745640C,AVAILABLE_MISMATCH,9010745640,20230901,0530,0038,600116R,2032,5000.0,0,,clearing_death
9010745640C,AVAILABLE_MISMATCH,9010745640,20230901,0630,0038,603816R,2032,22.62,0,,interest_death_benefit
9010745640C,AVAILABLE_MISMATCH,9010745640,20230901,0038,0094,2032,1058,5022.62,0,,payout_death_claim_payment
9010745640C,AVAILABLE_MISMATCH,9010745640,20230901,0020,0530,1015,600116R,5000.0,0,,reinstatement_endow_loop
9010745640C,AVAILABLE_MISMATCH,9010745640,20230901,0020,0630,1015,603816R,22.62,0,,interest_death_benefit
9010745640C,AVAILABLE_MISMATCH,9010745640,20231009,0094,0020,1058,1015,5022.62,0,,payout_death_claim_payment
9010745640C,AVAILABLE_MISMATCH,9010745640,20230901,0530,0038,600116R,2032,5000.0,0,,clearing_death
9010745640C,AVAILABLE_MISMATCH,9010745640,20230901,0630,0038,603816R,2032,30.88,0,,interest_death_benefit
9010745640C,AVAILABLE_MISMATCH,9010745640,20230901,0038,0094,2032,1058,5030.88,0,,payout_death_claim_payment
9010764834C,AVAILABLE_MISMATCH,9010764834,20180326,0530,0038,600116R,2032,10493.02,0,,clearing_death
9010764834C,AVAILABLE_MISMATCH,9010764834,20180326,0038,0094,2032,1058,10493.02,0,,payout_death_claim_payment
9010764834C,AVAILABLE_MISMATCH,9010764834,20180326,0020,0530,1015,600116R,10493.02,0,,reinstatement_endow_loop
9010764834C,AVAILABLE_MISMATCH,9010764834,20180612,0094,0020,1058,1015,10493.02,0,,payout_death_claim_payment
9010764834C,AVAILABLE_MISMATCH,9010764834,20180326,0530,0038,600116R,2032,10493.02,0,,clearing_death
9010764834C,AVAILABLE_MISMATCH,9010764834,20180326,0630,0038,603816R,2032,84.4,0,,interest_death_benefit
9010764834C,AVAILABLE_MISMATCH,9010764834,20180326,0038,0094,2032,1058,10577.42,0,,payout_death_claim_payment
9010768069C,AVAILABLE_MISMATCH,9010768069,20181017,0012,0126,2019,400116R,188.1,0,,unapplied_intraco
9010768069C,AVAILABLE_MISMATCH,9010768069,20181017,0013,0012,2031,2019,188.1,0,,reinstatement_clearing
9010768069C,AVAILABLE_MISMATCH,9010768069,20181017,0561,0013,604016R,2031,188.1,0,,partial_surrender
9010768069C,AVAILABLE_MISMATCH,9010768069,20210614,0530,0038,600116R,2032,5000.0,0,,clearing_death
9010768069C,AVAILABLE_MISMATCH,9010768069,20210614,0630,0038,603816R,2032,6.36,0,,interest_death_benefit
9010768069C,AVAILABLE_MISMATCH,9010768069,20210614,0038,0094,2032,1058,1001.27,0,,payout_death_claim_payment
9010768069C,AVAILABLE_MISMATCH,9010768069,20210614,0038,0094,2032,1058,1001.27,0,,payout_death_claim_payment
9010768069C,AVAILABLE_MISMATCH,9010768069,20210614,0038,0094,2032,1058,1001.27,0,,payout_death_claim_payment
9010768069C,AVAILABLE_MISMATCH,9010768069,20210614,0038,0094,2032,1058,1001.27,0,,payout_death_claim_payment
9010768069C,AVAILABLE_MISMATCH,9010768069,20210614,0038,0094,2032,1058,1001.28,0,,payout_death_claim_payment
9010768069C,AVAILABLE_MISMATCH,9010768069,20240411,0256,0012,1058000256,2019,1001.28,0,,payout_cash_death_claim
9010768069C,AVAILABLE_MISMATCH,9010768069,20240411,0012,0094,2019,1058,1001.28,0,,payout_death_claim_payment
9010768069C,AVAILABLE_MISMATCH,9010768069,20240415,0256,0012,1058000256,2019,1001.28,0,,payout_cash_death_claim
9010768069C,AVAILABLE_MISMATCH,9010768069,20240415,0012,0094,2019,1058,1001.28,0,,payout_death_claim_payment
9010768069C,AVAILABLE_MISMATCH,9010768069,20240926,0256,0012,1058000256,2019,1001.28,0,,payout_cash_death_claim
9010768069C,AVAILABLE_MISMATCH,9010768069,20240926,0012,0094,2019,1058,1001.28,0,,payout_death_claim_payment
9010778262C,AVAILABLE_MISMATCH,9010778262,20180111,0044,0012,1061000044,2019,197.35,0,,unapplied_intraco
9010778262C,AVAILABLE_MISMATCH,9010778262,20180117,0012,0110,2019,400116R,197.35,0,,unapplied_intraco
9010778262C,AVAILABLE_MISMATCH,9010778262,20190114,0049,0012,1061000049,2019,197.35,0,,unapplied_intraco
9010778262C,AVAILABLE_MISMATCH,9010778262,20190114,0012,0110,2019,400116R,197.35,0,,unapplied_intraco
9010778262C,AVAILABLE_MISMATCH,9010778262,20190222,0530,0038,600116R,2032,9584.22,0,,clearing_death
9010778262C,AVAILABLE_MISMATCH,9010778262,20190222,0110,0038,400116R,2032,178.16,0,,clearing_death
9010778262C,AVAILABLE_MISMATCH,9010778262,20190222,0630,0038,603816R,2032,96.16,0,,interest_death_benefit
9010778262C,AVAILABLE_MISMATCH,9010778262,20190222,0038,0094,2032,1058,3286.18,0,,payout_death_claim_payment
9010778262C,AVAILABLE_MISMATCH,9010778262,20190222,0038,0094,2032,1058,3286.18,0,,payout_death_claim_payment
9010778262C,AVAILABLE_MISMATCH,9010778262,20190222,0038,0094,2032,1058,3286.18,0,,payout_death_claim_payment
9010778262C,AVAILABLE_MISMATCH,9010778262,20190222,0020,0530,1015,600116R,9584.22,0,,reinstatement_endow_loop
9010778262C,AVAILABLE_MISMATCH,9010778262,20190222,0020,0110,1015,400116R,178.16,0,,reinstatement_endow_loop
9010778262C,AVAILABLE_MISMATCH,9010778262,20190222,0020,0630,1015,603816R,96.16,0,,interest_death_benefit
9010778262C,AVAILABLE_MISMATCH,9010778262,20190604,0094,0020,1058,1015,3286.18,0,,payout_death_claim_payment
9010778262C,AVAILABLE_MISMATCH,9010778262,20190604,0094,0020,1058,1015,3286.18,0,,payout_death_claim_payment
9010778262C,AVAILABLE_MISMATCH,9010778262,20190604,0094,0020,1058,1015,3286.18,0,,payout_death_claim_payment
9010778262C,AVAILABLE_MISMATCH,9010778262,20190222,0530,0038,600116R,2032,9584.22,0,,clearing_death
9010778262C,AVAILABLE_MISMATCH,9010778262,20190222,0110,0038,400116R,2032,178.16,0,,clearing_death
9010778262C,AVAILABLE_MISMATCH,9010778262,20190222,0630,0038,603816R,2032,157.34,0,,interest_death_benefit
9010778262C,AVAILABLE_MISMATCH,9010778262,20190222,0038,0094,2032,1058,3306.58,0,,payout_death_claim_payment
9010778262C,AVAILABLE_MISMATCH,9010778262,20190222,0038,0094,2032,1058,3306.57,0,,payout_death_claim_payment
9010778262C,AVAILABLE_MISMATCH,9010778262,20190222,0038,0094,2032,1058,3306.57,0,,payout_death_claim_payment
9010778841C,AVAILABLE_MISMATCH,9010778841,20180122,0046,0110,1018,400116R,23.16,0,,unclassified
9010778841C,AVAILABLE_MISMATCH,9010778841,20180221,0046,0110,1018,400116R,23.16,0,,unclassified
9010778841C,AVAILABLE_MISMATCH,9010778841,20180321,0046,0110,1018,400116R,23.16,0,,unclassified
9010778841C,AVAILABLE_MISMATCH,9010778841,20180326,0530,0038,600116R,2032,11143.47,0,,clearing_death
9010778841C,AVAILABLE_MISMATCH,9010778841,20180326,0110,0038,400116R,2032,19.3,0,,clearing_death
9010778841C,AVAILABLE_MISMATCH,9010778841,20180326,0038,0094,2032,1058,11162.77,0,,payout_death_claim_payment
9010778841C,AVAILABLE_MISMATCH,9010778841,20180502,0094,0038,1058,2032,11162.77,0,,payout_death_claim_payment
9010778841C,AVAILABLE_MISMATCH,9010778841,20180502,0038,0012,2032,2019,11162.77,0,,clearing_death
9010778841C,AVAILABLE_MISMATCH,9010778841,20180502,0012,0090,2019,1056,11162.77,0,,payout_related
9010778841C,AVAILABLE_MISMATCH,9010778841,20180502,0090,0038,1056,2032,11162.77,0,,payout_related
9010778841C,AVAILABLE_MISMATCH,9010778841,20180326,0020,0530,1015,600116R,11143.47,0,,reinstatement_endow_loop
9010778841C,AVAILABLE_MISMATCH,9010778841,20180326,0020,0110,1015,400116R,19.3,0,,reinstatement_endow_loop
9010778841C,AVAILABLE_MISMATCH,9010778841,20180502,0038,0020,2032,1015,11162.77,0,,clearing_death
9010778841C,AVAILABLE_MISMATCH,9010778841,20180326,0530,0038,600116R,2032,11143.47,0,,clearing_death
9010778841C,AVAILABLE_MISMATCH,9010778841,20180326,0110,0038,400116R,2032,19.3,0,,clearing_death
9010778841C,AVAILABLE_MISMATCH,9010778841,20180326,0038,0094,2032,1058,11162.77,0,,payout_death_claim_payment
9010780003C,AVAILABLE_MISMATCH,9010780003,20180207,0012,0126,2019,400116R,231.82,0,,unapplied_intraco
9010780003C,AVAILABLE_MISMATCH,9010780003,20180207,0013,0012,2031,2019,231.82,0,,reinstatement_clearing
9010780003C,AVAILABLE_MISMATCH,9010780003,20180207,0561,0013,604016R,2031,231.82,0,,partial_surrender
9010780003C,AVAILABLE_MISMATCH,9010780003,20190207,0561,0013,604016R,2031,231.82,0,,partial_surrender
9010780003C,AVAILABLE_MISMATCH,9010780003,20190207,0012,0126,2019,400116R,231.82,0,,unapplied_intraco
9010780003C,AVAILABLE_MISMATCH,9010780003,20190207,0013,0012,2031,2019,231.82,0,,reinstatement_clearing
9010780003C,AVAILABLE_MISMATCH,9010780003,20231018,0530,0038,600116R,2032,6000.0,0,,clearing_death
9010780003C,AVAILABLE_MISMATCH,9010780003,20231018,0630,0038,603816R,2032,48.26,0,,interest_death_benefit
9010780003C,AVAILABLE_MISMATCH,9010780003,20231018,0038,0094,2032,1058,3024.13,0,,payout_death_claim_payment
9010780003C,AVAILABLE_MISMATCH,9010780003,20231018,0038,0094,2032,1058,3024.13,0,,payout_death_claim_payment
9010780003C,AVAILABLE_MISMATCH,9010780003,20240110,0256,0012,1058000256,2019,3024.13,0,,payout_cash_death_claim
9010780003C,AVAILABLE_MISMATCH,9010780003,20240619,0630,0012,603816R,2019,120.08,0,,interest_death_benefit
9010780003C,AVAILABLE_MISMATCH,9010780003,20240619,0012,0090,2019,1056,3144.21,0,,payout_related
9010780003C,AVAILABLE_MISMATCH,9010780003,20240620,0254,0012,1056000254,2019,3144.21,0,,unapplied_intraco
9010780003C,AVAILABLE_MISMATCH,9010780003,20240620,0012,0630,2019,603816R,71.81,0,,interest_death_benefit
9010780003C,AVAILABLE_MISMATCH,9010780003,20240620,0012,0094,2019,1058,3072.4,0,,payout_death_claim_payment
9010783502C,AVAILABLE_MISMATCH,9010783502,20180523,0012,0126,2019,400116R,239.15,0,,unapplied_intraco
9010783502C,AVAILABLE_MISMATCH,9010783502,20180523,0013,0012,2031,2019,239.15,0,,reinstatement_clearing
9010783502C,AVAILABLE_MISMATCH,9010783502,20180523,0561,0013,604016R,2031,239.15,0,,partial_surrender
9010783502C,AVAILABLE_MISMATCH,9010783502,20190523,0561,0013,604016R,2031,239.15,0,,partial_surrender
9010783502C,AVAILABLE_MISMATCH,9010783502,20190523,0012,0126,2019,400116R,239.15,0,,unapplied_intraco
9010783502C,AVAILABLE_MISMATCH,9010783502,20190523,0013,0012,2031,2019,239.15,0,,reinstatement_clearing
9010783502C,AVAILABLE_MISMATCH,9010783502,20200523,0012,0126,2019,400116R,239.15,0,,unapplied_intraco
9010783502C,AVAILABLE_MISMATCH,9010783502,20200523,0013,0012,2031,2019,239.15,0,,reinstatement_clearing
9010783502C,AVAILABLE_MISMATCH,9010783502,20200523,0561,0013,604016R,2031,239.15,0,,partial_surrender
9010783502C,AVAILABLE_MISMATCH,9010783502,20210523,0561,0013,604016R,2031,239.15,0,,partial_surrender
9010783502C,AVAILABLE_MISMATCH,9010783502,20210523,0012,0126,2019,400116R,239.15,0,,unapplied_intraco
9010783502C,AVAILABLE_MISMATCH,9010783502,20210523,0013,0012,2031,2019,239.15,0,,reinstatement_clearing
9010783502C,AVAILABLE_MISMATCH,9010783502,20210919,0530,0038,600116R,2032,7073.91,0,,clearing_death
9010783502C,AVAILABLE_MISMATCH,9010783502,20210919,0038,0094,2032,1058,2357.97,0,,payout_death_claim_payment
9010783502C,AVAILABLE_MISMATCH,9010783502,20210919,0038,0094,2032,1058,2357.97,0,,payout_death_claim_payment
9010783502C,AVAILABLE_MISMATCH,9010783502,20210919,0038,0094,2032,1058,2357.97,0,,payout_death_claim_payment
9010783502C,AVAILABLE_MISMATCH,9010783502,20210919,0020,0530,1015,600116R,7073.91,0,,reinstatement_endow_loop
9010783502C,AVAILABLE_MISMATCH,9010783502,20220131,0094,0020,1058,1015,2357.97,0,,payout_death_claim_payment
9010783502C,AVAILABLE_MISMATCH,9010783502,20220131,0094,0020,1058,1015,2357.97,0,,payout_death_claim_payment
9010783502C,AVAILABLE_MISMATCH,9010783502,20220131,0094,0020,1058,1015,2357.97,0,,payout_death_claim_payment
9010783502C,AVAILABLE_MISMATCH,9010783502,20210919,0530,0038,600116R,2032,7073.91,0,,clearing_death
9010783502C,AVAILABLE_MISMATCH,9010783502,20210919,0630,0038,603816R,2032,94.63,0,,interest_death_benefit
9010783502C,AVAILABLE_MISMATCH,9010783502,20210919,0038,0094,2032,1058,2389.52,0,,payout_death_claim_payment
9010783502C,AVAILABLE_MISMATCH,9010783502,20210919,0038,0094,2032,1058,2389.51,0,,payout_death_claim_payment
9010783502C,AVAILABLE_MISMATCH,9010783502,20210919,0038,0094,2032,1058,2389.51,0,,payout_death_claim_payment
