policy_number,claim_activity_present_flag,likely_payee_candidates,beneficiary_candidates,payee_candidates,owner_candidates,trustee_candidates,relationship_resolution_priority,fallback_strategy_candidate
9010808361,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:709883,PE:709883,PO:601467,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010808545,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601476,PO:601476,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010808548,Y,PO:Policyowner|IN:Insured,,,PO:601477,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010808553,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601480,PO:601480,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010808721,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:711055,PE:627639|PE:711055,PO:601485,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010808831,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:704597,PE:601491,PO:601491,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010808901,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:703966|B1:709777,PE:601497|PE:703966|PE:709777,PO:601497,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010809309,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|AS:Assignee|IN:Insured,B1:601526|B2:601529|B2:601532,PE:601526|PE:708346,PO:601526,,PE|B1|PO|B2|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010809311,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:601531,PE:601531,PO:601530,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010809317,Y,PO:Policyowner|IN:Insured,,,PO:601533,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010809320,Y,PO:Policyowner|IN:Insured,,,PO:601533,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010809333,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:678419,PE:601546|PE:678419,PO:678419,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010809353,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601553,PO:601553,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010809361,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:704698|B1:704700|B2:704699,PE:601557,PO:601557,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010809581,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601567,PO:601567,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010809734,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:710439,PE:697927|PE:710439,PO:601581,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010809739,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601582,PO:601582,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010809930,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:706921,PE:706921,PO:601588,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010809932,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:707959,PE:707959,PO:601589,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010809966,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601592,PO:601592,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010809977,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601595,PO:601595,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010810194,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:650435|B2:650432,PE:601598,PO:601598,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010810228,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601601,PO:601601,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010810271,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:602850,PO:602850,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010810504,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:601598|B1:703770,PE:601598|PE:703770,PO:601598,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010810539,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601613,PO:601613,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010810612,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:707947,PE:707947,PO:601622,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010810691,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:699138|B2:709776,PE:601623|PE:699138,PO:601623,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010810912,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601634,PO:601634,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010811059,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:627639,PE:627639,PO:601640,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010811157,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:709651|B1:709652|B1:709653|B1:709654,PE:709651|PE:709652|PE:709653|PE:709654,PO:601642,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010811204,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:710040|B1:710041,PE:710040|PE:710041,PO:601644,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010811250,Y,B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:697635|B2:697636|B2:697638,,PO:588038,,B1|PO|B2|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010811306,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|AS:Assignee|IN:Insured,B1:705648|B2:705649,PE:601650|PE:705648|PE:710783,PO:601650,,PE|B1|PO|B2|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010811319,Y,PO:Policyowner|IN:Insured,,,PO:591245,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010811382,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601658,PO:601658,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010811385,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601659,PO:601659,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010811386,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601658,PO:601658,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010811652,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:687220|B1:687221,PE:601672|PE:687220|PE:687221,PO:601672,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010811700,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:713225,PE:713225,PO:601678,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010811998,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:602817|B2:695676|B2:695677,PE:601684,PO:602817,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010812079,Y,PE:Payee|PO:Policyowner|AS:Assignee|IN:Insured,,PE:601690|PE:709986,PO:709986,,PE|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010812225,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601698,PO:694325,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010812930,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601736,PO:601736,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010813155,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:708808,PE:708808,PO:601751,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010813171,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601761,PO:601761,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010813196,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601767,PO:601767,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010813286,Y,PE:Payee|PO:Policyowner|AS:Assignee|IN:Insured,,PE:601769|PE:701923,PO:601769,,PE|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010813387,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:601776,PE:601776|PE:701923,PO:590052,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010813388,Y,PO:Policyowner|IN:Insured,,,PO:601776,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010813391,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:696652|B1:704465|B1:711627|B1:711629|B1:711630,PE:587811|PE:700467|PE:704465|PE:711627|PE:711629|PE:711630,PO:587811,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010813392,Y,B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:711361|B1:711362|B1:711363,,PO:589096,,B1|PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010813426,Y,PO:Policyowner|IN:Insured,,,PO:601782,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010813427,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:711785|B2:711786|B2:711787,PE:601784,PO:601784,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010813683,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:712244,PE:627639,PO:601799,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010813804,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601804,PO:601804,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010813955,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:672281|B2:672282|B2:672283|B2:672284,PE:601811,PO:601811,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010814115,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601817,PO:601817,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010814167,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:712606,PE:601822|PE:712606,PO:601822,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010814172,Y,PO:Policyowner|IN:Insured,,,PO:601824,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010814362,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:636755,PE:601839,PO:601839,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010814389,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:636352,PE:601844|PE:636352,PO:601844,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010814390,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:700679|B1:700680,PE:601845,PO:601845,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010814552,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:684018,PE:684018,PO:601850,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010814559,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:708732,PE:601853|PE:708732,PO:601853,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010814693,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601857,PO:601857,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010814696,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:694568|B2:694638,PE:694568,PO:601858,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010814698,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601859,PO:601859,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010814836,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601864,PO:601864,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010814931,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601866,PO:601866,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010814933,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:704608|B1:704609|B1:704610,PE:601867|PE:704608|PE:704609|PE:704610,PO:601867,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010814968,Y,PO:Policyowner|IN:Insured,,,PO:341337,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010814971,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:708538|B1:708539|B1:708540,PE:601874|PE:708538|PE:708539|PE:708540,PO:601874,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010815003,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:590082|B1:601877|B2:601878,PE:601880,PO:601880,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010815236,Y,B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:601900|B2:710365,,PO:601899,,B1|PO|B2|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010815523,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601914,PO:601914,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010815524,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601914,PO:601914,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010815642,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:700787|B1:700788,PE:601917,PO:601917,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010815643,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:709299|B1:709300,PE:709880,PO:601918,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010815680,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601926,PO:601926,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010815681,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601924,PO:601924,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010815945,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:708913|B1:708914|B1:708915|B1:708916|B1:708917|B1:708918|B1:708919|B1:708920|B1:708921,PE:601939,PO:601939,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010815946,Y,B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:712408|B1:712409,,PO:601940,,B1|PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010816070,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:712258|B1:712259|B1:712260|B1:712261,PE:601952|PE:712258|PE:712259|PE:712260|PE:712261,PO:601952,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010816156,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:705235,PE:705235,PO:705235,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010816224,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:705126|B1:705127|B1:705128|B1:705129,PE:705126|PE:705127|PE:705128|PE:705129,PO:601958,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010816326,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601964,PO:601964,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010816331,Y,PO:Policyowner|IN:Insured,,,PO:601966,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010816590,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:711899,PE:711900,PO:601969,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010816898,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601985,PO:601985,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010816928,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:605983,PE:601987|PE:605983,PO:601987,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010816969,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:588413,PO:588413,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010816990,Y,PO:Policyowner|IN:Insured,,,PO:601992,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010816991,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:601993,PO:601993,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010817091,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|AS:Assignee|IN:Insured,B1:694740|B2:694741|B2:694742,PE:694740|PE:708543,PO:601996,,PE|B1|PO|B2|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010817304,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:595837,PE:602008,PO:602008,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010817345,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:709844|B1:709845,PE:602011|PE:709844|PE:709845|PE:709846,PO:602011,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010817366,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:602015,PO:602015,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010817367,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:602015,PO:602015,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010817415,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:710617,PE:710617,PO:602016,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010817477,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:560682,PO:589775,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010817483,Y,B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:589797|B2:704607,,PO:589798,,B1|PO|B2|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010817500,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|AS:Assignee|IN:Insured,B1:709000|B2:709001,PE:709000|PE:710525,PO:602029,,PE|B1|PO|B2|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010817639,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:704284|B2:704285,PE:589651|PE:704284,PO:589651,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010817808,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:712405|B2:712406,PE:602042,PO:602042,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010817835,Y,PO:Policyowner|IN:Insured,,,PO:602043,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010817836,Y,PO:Policyowner|IN:Insured,,,PO:602044,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010817930,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:708824,PE:602046|PE:708824,PO:602046,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010817956,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:589843,PO:589843,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010818051,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:602050,PO:602050,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010818531,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:588912|B2:560066,PE:588911,PO:588911,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010818580,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:696312,PE:590336|PE:696312,PO:590336,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010818657,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:602076,PO:602076,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010818789,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:703782,PE:602093|PE:703782,PO:602093,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010818799,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:696243,PE:696243,PO:602096,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010819267,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:602120,PO:602120,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010819271,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:602125,PO:602125,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010819280,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:587921|B2:697523|B2:697524,PE:587922,PO:587922,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010819400,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:602132,PO:602132,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010819603,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:602137,PO:602137,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010819774,Y,PO:Policyowner|IN:Insured,,,PO:602143,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010819955,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:632078,PE:632078,PO:712450,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010819960,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:602148,PO:602148,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010819961,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:602148,PO:602148,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010820386,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:709995,PE:709995,PO:602159,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010820635,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:713335,PE:602165|PE:713335,PO:602165,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010821274,Y,PE:Payee|PO:Policyowner|AS:Assignee|IN:Insured,,PE:602211,PO:602210,,PE|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010821381,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:602214,PO:602214,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010821385,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:635017|B2:635019,PE:587950|PE:635019,PO:587950,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9010821435,Y,PO:Policyowner|IN:Insured,,,PO:602220,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010821902,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:602234,PO:602234,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010822046,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:709928,PO:602242,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010822097,Y,PO:Policyowner|IN:Insured,,,PO:602245,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010822098,Y,PO:Policyowner|IN:Insured,,,PO:602246,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010822225,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:703551|B1:703552|B1:703553,PE:703551|PE:703552|PE:703553,PO:602254,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010822238,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:680603,PE:602258,PO:602258,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010822330,Y,PO:Policyowner|IN:Insured,,,PO:602271,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9010822738,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:602284,PO:602284,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010822851,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:602287,PO:602287,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010823088,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:711420,PE:711420,PO:602296,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010823095,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:697475,PE:587900,PO:587900,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010823187,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:602301,PO:602301,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010823335,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:602282,PO:602282,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010823601,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:709331,PE:709331,PO:602319,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010823736,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:602326,PO:602326,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9010823868,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|AS:Assignee|IN:Insured,B1:602330|B2:602331|B2:602334|B2:602335,PE:602330|PE:693251,PO:602332,,PE|B1|PO|B2|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9010823869,Y,B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:602330|B2:602331|B2:712387,,PO:602332,,B1|PO|B2|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
