reconstructed_claim_id,policy_number,claim_family,reconstructed_net_payment,raw_transaction_total,balancing_difference,balancing_gap_percent,balancing_gap_category,likely_missing_components,likely_grouping_issue,likely_reversal_issue,confidence_level,reconciliation_notes
RC-9010767776-1-SURRENDER_CLAIM-C7-20251101,9010767776,SURRENDER_CLAIM,0.0,42.74,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010768069-1-DEATH_CLAIM-C0-20210614,9010768069,DEATH_CLAIM,5006.36,10012.72,0.0,0.0,BALANCED,0038|0411|0412|0810|0820|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010768629-1-DEATH_CLAIM-C0-20201016,9010768629,DEATH_CLAIM,5000.0,10000.0,0.0,0.0,BALANCED,0038|0411|0412|0630|0810|0820|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010769032-1-DEATH_CLAIM-C0-20200602,9010769032,DEATH_CLAIM,10000.0,20000.0,0.0,0.0,BALANCED,0038|0411|0412|0630|0810|0820|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010769176-1-DEATH_CLAIM-C0-20221003,9010769176,DEATH_CLAIM,14345.71,28691.42,0.0,0.0,BALANCED,0038|0411|0412|0810|0820|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010769191-1-SURRENDER_CLAIM-C0-20181101,9010769191,SURRENDER_CLAIM,0.0,167.41,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010769191-1-SURRENDER_CLAIM-C1-20191101,9010769191,SURRENDER_CLAIM,0.0,168.89,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010769191-1-SURRENDER_CLAIM-C2-20201101,9010769191,SURRENDER_CLAIM,0.0,171.33,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010769191-1-SURRENDER_CLAIM-C3-20211101,9010769191,SURRENDER_CLAIM,0.0,169.82,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010769191-1-SURRENDER_CLAIM-C4-20221101,9010769191,SURRENDER_CLAIM,0.0,171.66,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010769191-1-SURRENDER_CLAIM-C5-20231101,9010769191,SURRENDER_CLAIM,0.0,261.16,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010769227-1-DEATH_CLAIM-C0-20200419,9010769227,DEATH_CLAIM,25174.97,50349.94,0.0,0.0,BALANCED,0038|0411|0412|0810|0820|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010769711-1-SURRENDER_CLAIM-C0-20180202,9010769711,SURRENDER_CLAIM,0.0,3620.01,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010769711-1-SURRENDER_CLAIM-C1-20181029,9010769711,SURRENDER_CLAIM,0.0,4678.36,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010769714-1-SURRENDER_CLAIM-C0-20180228,9010769714,SURRENDER_CLAIM,0.0,57.62,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010769714-1-SURRENDER_CLAIM-C1-20181101,9010769714,SURRENDER_CLAIM,0.0,135.53,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010769714-1-SURRENDER_CLAIM-C2-20191028,9010769714,SURRENDER_CLAIM,0.0,44.47,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010769714-1-SURRENDER_CLAIM-C3-20201023,9010769714,SURRENDER_CLAIM,0.0,45.68,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010769714-1-SURRENDER_CLAIM-C4-20211101,9010769714,SURRENDER_CLAIM,0.0,133.09,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010769714-1-SURRENDER_CLAIM-C5-20221025,9010769714,SURRENDER_CLAIM,0.0,45.21,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010769714-1-SURRENDER_CLAIM-C6-20230404,9010769714,SURRENDER_CLAIM,0.0,25.57,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010770719-1-SURRENDER_CLAIM-C0-20181105,9010770719,SURRENDER_CLAIM,0.0,597.88,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010770719-1-SURRENDER_CLAIM-C1-20191105,9010770719,SURRENDER_CLAIM,0.0,1226.55,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010770721-1-SURRENDER_CLAIM-C0-20181105,9010770721,SURRENDER_CLAIM,0.0,259.48,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010770721-1-SURRENDER_CLAIM-C1-20191105,9010770721,SURRENDER_CLAIM,0.0,280.22,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010770721-1-SURRENDER_CLAIM-C2-20201105,9010770721,SURRENDER_CLAIM,0.0,302.61,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010770721-1-SURRENDER_CLAIM-C3-20211105,9010770721,SURRENDER_CLAIM,0.0,326.8,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010770721-1-SURRENDER_CLAIM-C4-20221105,9010770721,SURRENDER_CLAIM,0.0,352.91,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010770721-1-SURRENDER_CLAIM-C5-20231105,9010770721,SURRENDER_CLAIM,0.0,381.11,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010770721-1-SURRENDER_CLAIM-C6-20241105,9010770721,SURRENDER_CLAIM,0.0,411.57,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010770721-1-SURRENDER_CLAIM-C7-20251105,9010770721,SURRENDER_CLAIM,0.0,444.46,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010770816-1-SURRENDER_CLAIM-C0-20181111,9010770816,SURRENDER_CLAIM,0.0,1047.36,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010770816-1-SURRENDER_CLAIM-C1-20191111,9010770816,SURRENDER_CLAIM,0.0,1131.06,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010770816-1-SURRENDER_CLAIM-C2-20201111,9010770816,SURRENDER_CLAIM,0.0,1221.45,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010770816-1-SURRENDER_CLAIM-C3-20211111,9010770816,SURRENDER_CLAIM,0.0,1319.06,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010770816-1-SURRENDER_CLAIM-C4-20220711,9010770816,SURRENDER_CLAIM,0.0,455.88,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010771111-1-SURRENDER_CLAIM-C0-20181111,9010771111,SURRENDER_CLAIM,0.0,1439.19,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010771111-1-SURRENDER_CLAIM-C1-20191111,9010771111,SURRENDER_CLAIM,0.0,1554.2,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010771111-1-SURRENDER_CLAIM-C2-20200430,9010771111,SURRENDER_CLAIM,0.0,842.92,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010771354-1-SURRENDER_CLAIM-C0-20181114,9010771354,SURRENDER_CLAIM,0.0,290.1,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010771354-1-SURRENDER_CLAIM-C1-20191113,9010771354,SURRENDER_CLAIM,0.0,54.36,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010771354-1-SURRENDER_CLAIM-C2-20201114,9010771354,SURRENDER_CLAIM,0.0,254.38,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010771354-1-SURRENDER_CLAIM-C3-20211114,9010771354,SURRENDER_CLAIM,0.0,143.89,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010771354-1-SURRENDER_CLAIM-C4-20221114,9010771354,SURRENDER_CLAIM,0.0,51.52,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010771354-1-SURRENDER_CLAIM-C5-20230123,9010771354,SURRENDER_CLAIM,0.0,664.37,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010771354-1-SURRENDER_CLAIM-C6-20240915,9010771354,SURRENDER_CLAIM,0.0,72.69,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010771354-1-SURRENDER_CLAIM-C7-20250214,9010771354,SURRENDER_CLAIM,0.0,137.26,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010771354-1-SURRENDER_CLAIM-C8-20260215,9010771354,SURRENDER_CLAIM,0.0,5.73,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010772683-1-DEATH_CLAIM-C0-20230618,9010772683,DEATH_CLAIM,5017.47,10034.94,0.0,0.0,BALANCED,0038|0411|0412|0810|0820|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010772840-1-SURRENDER_CLAIM-C0-20181127,9010772840,SURRENDER_CLAIM,0.0,12.75,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010772840-1-SURRENDER_CLAIM-C1-20191201,9010772840,SURRENDER_CLAIM,0.0,13.48,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010772840-1-SURRENDER_CLAIM-C2-20201201,9010772840,SURRENDER_CLAIM,0.0,52.74,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010772903-1-SURRENDER_CLAIM-C0-20180425,9010772903,SURRENDER_CLAIM,0.0,38346.01,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010772919-1-SURRENDER_CLAIM-C1-20241213,9010772919,SURRENDER_CLAIM,0.0,1766.57,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010772919-1-SURRENDER_CLAIM-C2-20251213,9010772919,SURRENDER_CLAIM,0.0,1907.74,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773088-1-DEATH_CLAIM-C0-20190223,9010773088,DEATH_CLAIM,10025.48,20050.96,0.0,0.0,BALANCED,0038|0411|0412|0810|0820|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010773575-1-SURRENDER_CLAIM-C0-20171204,9010773575,SURRENDER_CLAIM,0.0,561.55,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C1-20180312,9010773575,SURRENDER_CLAIM,0.0,825.64,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C10-20200827,9010773575,SURRENDER_CLAIM,0.0,322.39,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C11-20201204,9010773575,SURRENDER_CLAIM,0.0,622.85,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C12-20210322,9010773575,SURRENDER_CLAIM,0.0,882.86,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C13-20210526,9010773575,SURRENDER_CLAIM,0.0,657.82,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C14-20210901,9010773575,SURRENDER_CLAIM,0.0,322.35,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C15-20211130,9010773575,SURRENDER_CLAIM,0.0,665.9,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C16-20220304,9010773575,SURRENDER_CLAIM,0.0,987.45,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C17-20220608,9010773575,SURRENDER_CLAIM,0.0,643.4,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C18-20220830,9010773575,SURRENDER_CLAIM,0.0,344.99,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C19-20221129,9010773575,SURRENDER_CLAIM,0.0,646.09,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C2-20180613,9010773575,SURRENDER_CLAIM,0.0,537.66,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C20-20230221,9010773575,SURRENDER_CLAIM,0.0,988.86,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C21-20230523,9010773575,SURRENDER_CLAIM,0.0,674.31,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C22-20230828,9010773575,SURRENDER_CLAIM,0.0,339.18,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C23-20231128,9010773575,SURRENDER_CLAIM,0.0,625.39,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C24-20240304,9010773575,SURRENDER_CLAIM,0.0,913.9,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C25-20240607,9010773575,SURRENDER_CLAIM,0.0,1196.6,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C26-20241202,9010773575,SURRENDER_CLAIM,0.0,594.17,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C27-20250227,9010773575,SURRENDER_CLAIM,0.0,905.15,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C28-20250603,9010773575,SURRENDER_CLAIM,0.0,594.82,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C29-20250826,9010773575,SURRENDER_CLAIM,0.0,322.91,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C3-20181001,9010773575,SURRENDER_CLAIM,0.0,792.33,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C30-20251202,9010773575,SURRENDER_CLAIM,0.0,570.6,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C31-20260224,9010773575,SURRENDER_CLAIM,0.0,878.07,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C4-20190226,9010773575,SURRENDER_CLAIM,0.0,899.42,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C5-20190603,9010773575,SURRENDER_CLAIM,0.0,588.95,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C6-20190911,9010773575,SURRENDER_CLAIM,0.0,268.99,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C7-20191204,9010773575,SURRENDER_CLAIM,0.0,1797.41,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C8-20200309,9010773575,SURRENDER_CLAIM,0.0,889.81,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010773575-1-SURRENDER_CLAIM-C9-20200526,9010773575,SURRENDER_CLAIM,0.0,628.5,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010774107-1-SURRENDER_CLAIM-C0-20180104,9010774107,SURRENDER_CLAIM,0.0,8197.17,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010774107-1-SURRENDER_CLAIM-C1-20180808,9010774107,SURRENDER_CLAIM,0.0,13291.38,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010774109-1-SURRENDER_CLAIM-C0-20180106,9010774109,SURRENDER_CLAIM,0.0,144.12,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010774109-1-SURRENDER_CLAIM-C1-20190106,9010774109,SURRENDER_CLAIM,0.0,146.7,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010774109-1-SURRENDER_CLAIM-C2-20200106,9010774109,SURRENDER_CLAIM,0.0,146.71,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010774109-1-SURRENDER_CLAIM-C3-20201120,9010774109,SURRENDER_CLAIM,0.0,6.19,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010774773-1-DEATH_CLAIM-C0-20241104,9010774773,DEATH_CLAIM,50502.17,101004.34,0.0,0.0,BALANCED,0038|0411|0412|0810|0820|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010775323-1-DEATH_CLAIM-C0-20200925,9010775323,DEATH_CLAIM,12750.12,25500.24,0.0,0.0,BALANCED,0038|0411|0412|0630|0810|0820|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010775583-1-SURRENDER_CLAIM-C0-20180129,9010775583,SURRENDER_CLAIM,0.0,70495.85,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010775940-1-SURRENDER_CLAIM-C0-20180101,9010775940,SURRENDER_CLAIM,0.0,645.72,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010775940-1-SURRENDER_CLAIM-C1-20190101,9010775940,SURRENDER_CLAIM,0.0,1350.42,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010776002-1-DEATH_CLAIM-C0-20210306,9010776002,DEATH_CLAIM,2693.63,5387.26,0.0,0.0,BALANCED,0038|0411|0412|0630|0810|0820|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010776157-1-SURRENDER_CLAIM-C0-20180104,9010776157,SURRENDER_CLAIM,0.0,171.33,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010776157-1-SURRENDER_CLAIM-C1-20190103,9010776157,SURRENDER_CLAIM,0.0,172.25,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,N,N,HIGH,Components reconcile within tolerance
RC-9010776157-1-SURRENDER_CLAIM-C2-20200107,9010776157,SURRENDER_CLAIM,0.0,696.23,0.0,0.0,BALANCED,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010776442-1-DEATH_CLAIM-C0-20200806,9010776442,DEATH_CLAIM,25000.0,50000.0,0.0,0.0,BALANCED,0038|0411|0412|0630|0810|0820|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010776445-1-DEATH_CLAIM-C0-20240603,9010776445,DEATH_CLAIM,42118.92,84237.84,0.0,0.0,BALANCED,0038|0411|0412|0810|0820|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
RC-9010776555-1-DEATH_CLAIM-C0-20200203,9010776555,DEATH_CLAIM,11121.99,22243.98,0.0,0.0,BALANCED,0038|0411|0412|0810|0820|WITHHOLDING_NOT_OBSERVED,Y,N,HIGH,Components reconcile within tolerance; Review claim grouping window or benefit_seq partition
