reconstructed_claim_id,gross_benefit_amount,interest_amount,loan_offsets,withholding_amount,surrender_charges,payout_amount,unidentified_amount,missing_component_candidates,suspected_unlinked_transactions,balancing_status
RC-9010738207-2-SURRENDER_CLAIM-C5-20231228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010738207-2-SURRENDER_CLAIM-C6-20241228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010738207-2-SURRENDER_CLAIM-C7-20251228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010738539-1-SURRENDER_CLAIM-C0-20230703,0.0,2.29,60.75,0.0,0.0,0.0,58.46,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,MINOR_VARIANCE
RC-9010738539-1-SURRENDER_CLAIM-C1-20231213,0.0,9.85,68.31,0.0,0.0,0.0,58.46,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,MINOR_VARIANCE
RC-9010738539-1-SURRENDER_CLAIM-C2-20240403,0.0,17.61,76.07,0.0,0.0,0.0,58.46,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,MINOR_VARIANCE
RC-9010738539-1-SURRENDER_CLAIM-C3-20240703,0.0,16.48,74.94,0.0,0.0,0.0,58.46,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,MINOR_VARIANCE
RC-9010738539-1-SURRENDER_CLAIM-C4-20241003,0.0,10.61,69.07,0.0,0.0,0.0,58.46,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,MINOR_VARIANCE
RC-9010738539-2-SURRENDER_CLAIM-C0-20250103,0.0,0.0,0.0,0.0,26656.04,0.0,26656.04,0090|0411|0412|0561|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010738672-2-SURRENDER_CLAIM-C0-20180101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010738672-2-SURRENDER_CLAIM-C1-20190101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010738672-2-SURRENDER_CLAIM-C2-20200101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010738672-2-SURRENDER_CLAIM-C3-20210101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010738672-2-SURRENDER_CLAIM-C4-20220101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010738672-2-SURRENDER_CLAIM-C5-20230101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010738672-2-SURRENDER_CLAIM-C6-20240101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010738672-2-SURRENDER_CLAIM-C7-20250101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010738672-2-SURRENDER_CLAIM-C8-20260101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010738751-1-DISBURSEMENT_CLAIM-C0-20190305,0.0,0.0,0.0,0.0,0.0,2192.01,2192.01,0567|1900|PAYOUT_ONLY_ROLLUP,,UNBALANCED
RC-9010738751-2-SURRENDER_CLAIM-C0-20190304,0.0,0.0,0.0,0.0,731.08,0.0,731.08,0090|0411|0412|0561|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010738752-2-SURRENDER_CLAIM-C0-20190304,0.0,0.0,0.0,0.0,1225.25,0.0,1225.25,0090|0411|0412|0561|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010738753-2-SURRENDER_CLAIM-C0-20190304,0.0,0.0,0.0,0.0,791.24,0.0,791.24,0090|0411|0412|0561|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010740836-1-DEATH_CLAIM-C0-20191108,5000.0,0.0,0.0,0.0,0.0,5000.0,5000.0,0038|0411|0412|0630|0810|0820|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010740836-2-SURRENDER_CLAIM-C0-20180128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010740836-2-SURRENDER_CLAIM-C1-20190128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010740877-1-DEATH_CLAIM-C0-20210214,50000.0,0.0,0.0,0.0,0.0,50000.0,50000.0,0038|0411|0412|0630|0810|0820|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010741234-1-SURRENDER_CLAIM-C0-20180124,0.0,2.56,2.56,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010741234-2-SURRENDER_CLAIM-C0-20190201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010741302-1-DISBURSEMENT_CLAIM-C0-20210617,0.0,0.0,0.0,0.0,0.0,78.88,78.88,0567|1900|PAYOUT_ONLY_ROLLUP,,MINOR_VARIANCE
RC-9010741302-2-SURRENDER_CLAIM-C0-20210126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010741302-2-SURRENDER_CLAIM-C1-20220126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010741302-2-SURRENDER_CLAIM-C2-20230126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010741302-2-SURRENDER_CLAIM-C3-20240126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010741302-2-SURRENDER_CLAIM-C4-20250126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010741302-2-SURRENDER_CLAIM-C5-20260126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010741334-1-DISBURSEMENT_CLAIM-C0-20210617,0.0,0.0,0.0,0.0,0.0,89.12,89.12,0567|1900|PAYOUT_ONLY_ROLLUP,,MINOR_VARIANCE
RC-9010741334-2-SURRENDER_CLAIM-C0-20210126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010741334-2-SURRENDER_CLAIM-C1-20220126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010741334-2-SURRENDER_CLAIM-C2-20230126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010741334-2-SURRENDER_CLAIM-C3-20240126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010741334-2-SURRENDER_CLAIM-C4-20250126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010741334-2-SURRENDER_CLAIM-C5-20260126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010741943-1-DEATH_CLAIM-C0-20250718,50000.0,0.0,0.0,0.0,0.0,39515.55,89546.03,0411|0412|0630|0810|0820|CLEARING_HUB_DOUBLE_COUNT|WITHHOLDING_NOT_OBSERVED,0038 clearing rows may be unlinked from payout pairing,UNBALANCED
RC-9010741943-1-SURRENDER_CLAIM-C0-20180108,0.0,61600.0,61648.12,0.0,0.0,0.0,48.12,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,MINOR_VARIANCE
RC-9010741943-1-SURRENDER_CLAIM-C1-20241101,0.0,5634.18,5778.54,0.0,0.0,0.0,144.36,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010741943-1-SURRENDER_CLAIM-C2-20250718,0.0,453.74,453.74,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010742224-1-DEATH_CLAIM-C0-20220411,25000.0,0.0,0.0,0.0,0.0,25060.22,25120.44,0411|0412|0630|0810|0820|CLEARING_HUB_DOUBLE_COUNT|WITHHOLDING_NOT_OBSERVED,0038 clearing rows may be unlinked from payout pairing,MINOR_VARIANCE
RC-9010742814-1-DEATH_CLAIM-C0-20180630,5000.0,4.71,0.0,0.0,0.0,5004.71,5004.71,0038|0411|0412|0810|0820|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010742814-2-SURRENDER_CLAIM-C0-20180211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010743074-1-DEATH_CLAIM-C0-20181229,8000.0,32.73,0.0,0.0,0.0,8032.73,8032.73,0038|0411|0412|0810|0820|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010743074-2-SURRENDER_CLAIM-C0-20180220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010743082-2-SURRENDER_CLAIM-C0-20230925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010743638-2-SURRENDER_CLAIM-C0-20180227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010743638-2-SURRENDER_CLAIM-C1-20190227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010743638-2-SURRENDER_CLAIM-C2-20200227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010743638-2-SURRENDER_CLAIM-C3-20210227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010743638-2-SURRENDER_CLAIM-C4-20220227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010743638-2-SURRENDER_CLAIM-C5-20230227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010743638-2-SURRENDER_CLAIM-C6-20240227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010743638-2-SURRENDER_CLAIM-C7-20250227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010743832-1-SURRENDER_CLAIM-C0-20180226,0.0,227.74,227.74,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010743832-1-SURRENDER_CLAIM-C1-20190226,0.0,245.94,245.94,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010743832-1-SURRENDER_CLAIM-C2-20200226,0.0,265.59,265.59,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010743832-1-SURRENDER_CLAIM-C3-20210226,0.0,286.82,286.82,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010743832-1-SURRENDER_CLAIM-C4-20220226,0.0,309.74,309.74,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010743832-1-SURRENDER_CLAIM-C5-20230226,0.0,334.49,334.49,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010743832-1-SURRENDER_CLAIM-C6-20240226,0.0,361.22,361.22,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010743832-1-SURRENDER_CLAIM-C7-20250226,0.0,6212.11,6212.11,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010744412-1-DEATH_CLAIM-C0-20221103,11646.2,28.57,0.0,0.0,0.0,11674.77,11674.77,0038|0411|0412|0810|0820|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010744412-2-SURRENDER_CLAIM-C0-20180306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010744412-2-SURRENDER_CLAIM-C1-20190306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010744412-2-SURRENDER_CLAIM-C2-20200306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010744412-2-SURRENDER_CLAIM-C3-20210306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010744412-2-SURRENDER_CLAIM-C4-20220306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745344-1-DEATH_CLAIM-C0-20180225,40000.0,170.01,0.0,0.0,0.0,40170.01,40170.01,0038|0411|0412|0810|0820|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010745456-2-SURRENDER_CLAIM-C0-20180315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745456-2-SURRENDER_CLAIM-C1-20190315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745456-2-SURRENDER_CLAIM-C2-20200315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745456-2-SURRENDER_CLAIM-C3-20210315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745456-2-SURRENDER_CLAIM-C4-20220315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745456-2-SURRENDER_CLAIM-C5-20230315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745456-2-SURRENDER_CLAIM-C6-20240315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745456-2-SURRENDER_CLAIM-C7-20250315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745456-2-SURRENDER_CLAIM-C8-20260315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745640-1-DEATH_CLAIM-C0-20230901,15000.0,76.12,0.0,0.0,0.0,15076.12,15076.12,0038|0411|0412|0810|0820|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010745750-2-SURRENDER_CLAIM-C0-20180322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745750-2-SURRENDER_CLAIM-C1-20190322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745750-2-SURRENDER_CLAIM-C2-20200322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745750-2-SURRENDER_CLAIM-C3-20210322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745750-2-SURRENDER_CLAIM-C4-20220322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745750-2-SURRENDER_CLAIM-C5-20230322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745750-2-SURRENDER_CLAIM-C6-20240322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745750-2-SURRENDER_CLAIM-C7-20250322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745750-2-SURRENDER_CLAIM-C8-20260322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745751-2-SURRENDER_CLAIM-C0-20180322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745751-2-SURRENDER_CLAIM-C1-20190322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745751-2-SURRENDER_CLAIM-C2-20200322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745751-2-SURRENDER_CLAIM-C3-20210322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745751-2-SURRENDER_CLAIM-C4-20220322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745751-2-SURRENDER_CLAIM-C5-20230322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745751-2-SURRENDER_CLAIM-C6-20240322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745751-2-SURRENDER_CLAIM-C7-20250322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745751-2-SURRENDER_CLAIM-C8-20260322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010745811-1-DEATH_CLAIM-C0-20241016,50000.0,0.0,0.0,0.0,0.0,50007.18,50014.36,0411|0412|0630|0810|0820|CLEARING_HUB_DOUBLE_COUNT|WITHHOLDING_NOT_OBSERVED,0038 clearing rows may be unlinked from payout pairing,MINOR_VARIANCE
RC-9010746005-2-SURRENDER_CLAIM-C0-20180325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010746005-2-SURRENDER_CLAIM-C1-20190325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010746005-2-SURRENDER_CLAIM-C2-20200325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010746005-2-SURRENDER_CLAIM-C3-20210325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010746005-2-SURRENDER_CLAIM-C4-20220325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010746005-2-SURRENDER_CLAIM-C5-20230103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010746424-2-SURRENDER_CLAIM-C0-20180328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010746424-2-SURRENDER_CLAIM-C1-20190328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010746424-2-SURRENDER_CLAIM-C2-20200328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010746498-1-DEATH_CLAIM-C0-20181005,50000.0,0.0,0.0,0.0,0.0,50041.07,50082.14,0411|0412|0630|0810|0820|CLEARING_HUB_DOUBLE_COUNT|WITHHOLDING_NOT_OBSERVED,0038 clearing rows may be unlinked from payout pairing,MINOR_VARIANCE
RC-9010746846-1-SURRENDER_CLAIM-C0-20200328,0.0,21.66,292.66,0.0,0.0,0.0,271.0,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010746846-2-SURRENDER_CLAIM-C0-20200328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010746846-2-SURRENDER_CLAIM-C1-20210328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010746846-2-SURRENDER_CLAIM-C2-20220328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010746846-2-SURRENDER_CLAIM-C3-20230328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010746846-2-SURRENDER_CLAIM-C4-20240328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010746846-2-SURRENDER_CLAIM-C5-20250328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010746846-2-SURRENDER_CLAIM-C6-20260328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010747186-2-SURRENDER_CLAIM-C0-20180407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010747186-2-SURRENDER_CLAIM-C1-20190407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010747186-2-SURRENDER_CLAIM-C2-20200407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010747186-2-SURRENDER_CLAIM-C3-20210407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010747186-2-SURRENDER_CLAIM-C4-20220407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010747186-2-SURRENDER_CLAIM-C5-20230227,0.0,0.0,0.0,0.0,31276.62,0.0,31276.62,0090|0411|0412|0561|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010747241-1-DEATH_CLAIM-C0-20180806,14717.28,52.8,0.0,0.0,0.0,14770.08,14770.08,0038|0411|0412|0810|0820|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010747241-2-SURRENDER_CLAIM-C0-20180408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010747243-1-SURRENDER_CLAIM-C0-20200825,0.0,83407.22,96407.22,0.0,0.0,0.0,13000.0,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010747320-1-DISBURSEMENT_CLAIM-C0-20190827,0.0,0.0,0.0,0.0,0.0,22.4,22.4,0567|1900|PAYOUT_ONLY_ROLLUP,,MINOR_VARIANCE
RC-9010747320-1-SURRENDER_CLAIM-C0-20171229,0.0,72.59,72.59,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010747320-1-SURRENDER_CLAIM-C1-20180706,0.0,34.8,34.8,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010747320-1-SURRENDER_CLAIM-C2-20181106,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
