policy_number,name_id,relate_code,address_present_flag,city_present_flag,state_present_flag,zip_present_flag,foreign_address_flag,incomplete_address_flag
9010764837,589375,PE,Y,Y,Y,Y,N,N
9010764837,695541,PE,Y,Y,Y,Y,N,N
9010764837,695541,PE,Y,Y,Y,Y,N,N
9010764837,589375,PO,Y,Y,Y,Y,N,N
9010764837,589375,PO,Y,Y,Y,Y,N,N
9010764837,31100,SA,Y,Y,Y,Y,N,N
9010764837,31100,SA,Y,Y,Y,Y,N,N
9010764837,33844,WA,Y,Y,Y,Y,N,N
9010764837,33844,WA,Y,Y,Y,Y,N,N
9010764842,711679,B1,Y,Y,Y,Y,N,N
9010764842,711679,B1,Y,Y,Y,Y,N,N
9010764842,598787,IN,Y,Y,Y,Y,N,N
9010764842,598787,IN,Y,Y,Y,Y,N,N
9010764842,598787,PA,Y,Y,Y,Y,N,N
9010764842,598787,PA,Y,Y,Y,Y,N,N
9010764842,711679,PE,Y,Y,Y,Y,N,N
9010764842,711679,PE,Y,Y,Y,Y,N,N
9010764842,711679,PE,Y,Y,Y,Y,N,N
9010764842,711679,PE,Y,Y,Y,Y,N,N
9010764842,598787,PO,Y,Y,Y,Y,N,N
9010764842,598787,PO,Y,Y,Y,Y,N,N
9010764842,31100,SA,Y,Y,Y,Y,N,N
9010764842,31100,SA,Y,Y,Y,Y,N,N
9010764842,33844,WA,Y,Y,Y,Y,N,N
9010764842,33844,WA,Y,Y,Y,Y,N,N
9010765068,598794,IN,Y,Y,Y,Y,N,N
9010765068,598794,PA,Y,Y,Y,Y,N,N
9010765068,598794,PO,Y,Y,Y,Y,N,N
9010765198,598800,IN,Y,Y,Y,Y,N,N
9010765198,598800,IN,Y,Y,Y,Y,N,N
9010765198,598800,IN,Y,Y,Y,Y,N,N
9010765198,598801,PA,Y,Y,Y,Y,N,N
9010765198,598801,PA,Y,Y,Y,Y,N,N
9010765198,598801,PA,Y,Y,Y,Y,N,N
9010765198,598801,PO,Y,Y,Y,Y,N,N
9010765198,598801,PO,Y,Y,Y,Y,N,N
9010765198,598801,PO,Y,Y,Y,Y,N,N
9010765198,44781,SA,Y,Y,Y,Y,N,N
9010765198,44781,SA,Y,Y,Y,Y,N,N
9010765198,44781,SA,Y,Y,Y,Y,N,N
9010765198,44781,SA,Y,Y,Y,Y,N,N
9010765198,44781,SA,Y,Y,Y,Y,N,N
9010765198,44781,SA,Y,Y,Y,Y,N,N
9010765198,31011,WA,Y,Y,Y,Y,N,N
9010765198,31011,WA,Y,Y,Y,Y,N,N
9010765198,31011,WA,Y,Y,Y,Y,N,N
9010765198,31011,WA,Y,Y,Y,Y,N,N
9010765198,31011,WA,Y,Y,Y,Y,N,N
9010765198,31011,WA,Y,Y,Y,Y,N,N
9010765198,31011,WA,Y,Y,Y,Y,N,N
9010765198,31011,WA,Y,Y,Y,Y,N,N
9010765198,31011,WA,Y,Y,Y,Y,N,N
9010765198,31011,WA,Y,Y,Y,Y,N,N
9010765198,31011,WA,Y,Y,Y,Y,N,N
9010765198,31011,WA,Y,Y,Y,Y,N,N
9010765198,31011,WA,Y,Y,Y,Y,N,N
9010765198,31011,WA,Y,Y,Y,Y,N,N
9010765198,31011,WA,Y,Y,Y,Y,N,N
9010765198,35320,WA,Y,Y,Y,Y,N,N
9010765198,35320,WA,Y,Y,Y,Y,N,N
9010765198,35320,WA,Y,Y,Y,Y,N,N
9010765270,598808,IN,Y,Y,Y,Y,N,N
9010765270,598808,PA,Y,Y,Y,Y,N,N
9010765270,598808,PO,Y,Y,Y,Y,N,N
9010765270,32319,SA,Y,Y,Y,Y,N,N
9010765318,598811,IN,Y,Y,Y,Y,N,N
9010765318,598811,IN,Y,Y,Y,Y,N,N
9010765318,598811,IN,Y,Y,Y,Y,N,N
9010765318,598812,PA,Y,Y,Y,Y,N,N
9010765318,598812,PA,Y,Y,Y,Y,N,N
9010765318,598812,PA,Y,Y,Y,Y,N,N
9010765318,598812,PO,Y,Y,Y,Y,N,N
9010765318,598812,PO,Y,Y,Y,Y,N,N
9010765318,598812,PO,Y,Y,Y,Y,N,N
9010765318,31695,SA,Y,Y,Y,Y,N,N
9010765318,31695,SA,Y,Y,Y,Y,N,N
9010765318,31695,SA,Y,Y,Y,Y,N,N
9010765318,31695,SA,Y,Y,Y,Y,N,N
9010765318,31695,SA,Y,Y,Y,Y,N,N
9010765318,31695,SA,Y,Y,Y,Y,N,N
9010765318,31011,WA,Y,Y,Y,Y,N,N
9010765318,31011,WA,Y,Y,Y,Y,N,N
9010765318,31011,WA,Y,Y,Y,Y,N,N
9010765318,31011,WA,Y,Y,Y,Y,N,N
9010765318,31011,WA,Y,Y,Y,Y,N,N
9010765318,31011,WA,Y,Y,Y,Y,N,N
9010765318,31011,WA,Y,Y,Y,Y,N,N
9010765318,31011,WA,Y,Y,Y,Y,N,N
9010765318,31011,WA,Y,Y,Y,Y,N,N
9010765318,31011,WA,Y,Y,Y,Y,N,N
9010765318,31011,WA,Y,Y,Y,Y,N,N
9010765318,31011,WA,Y,Y,Y,Y,N,N
9010765318,31011,WA,Y,Y,Y,Y,N,N
9010765318,31011,WA,Y,Y,Y,Y,N,N
9010765318,31011,WA,Y,Y,Y,Y,N,N
9010765318,31040,WA,Y,Y,Y,Y,N,N
9010765318,31040,WA,Y,Y,Y,Y,N,N
9010765318,31040,WA,Y,Y,Y,Y,N,N
9010765320,598813,IN,Y,Y,Y,Y,N,N
9010765320,598813,IN,Y,Y,Y,Y,N,N
9010765320,598813,IN,Y,Y,Y,Y,N,N
9010765320,598813,PA,Y,Y,Y,Y,N,N
9010765320,598813,PA,Y,Y,Y,Y,N,N
9010765320,598813,PA,Y,Y,Y,Y,N,N
9010765320,598813,PE,Y,Y,Y,Y,N,N
9010765320,598813,PE,Y,Y,Y,Y,N,N
9010765320,598813,PE,Y,Y,Y,Y,N,N
9010765320,598813,PO,Y,Y,Y,Y,N,N
9010765320,598813,PO,Y,Y,Y,Y,N,N
9010765320,598813,PO,Y,Y,Y,Y,N,N
9010765320,31695,SA,Y,Y,Y,Y,N,N
9010765320,31695,SA,Y,Y,Y,Y,N,N
9010765320,31695,SA,Y,Y,Y,Y,N,N
9010765320,31695,SA,Y,Y,Y,Y,N,N
9010765320,31695,SA,Y,Y,Y,Y,N,N
9010765320,31695,SA,Y,Y,Y,Y,N,N
9010765320,31011,WA,Y,Y,Y,Y,N,N
9010765320,31011,WA,Y,Y,Y,Y,N,N
9010765320,31011,WA,Y,Y,Y,Y,N,N
9010765320,31011,WA,Y,Y,Y,Y,N,N
9010765320,31011,WA,Y,Y,Y,Y,N,N
9010765320,31011,WA,Y,Y,Y,Y,N,N
9010765320,31011,WA,Y,Y,Y,Y,N,N
9010765320,31011,WA,Y,Y,Y,Y,N,N
9010765320,31011,WA,Y,Y,Y,Y,N,N
9010765320,31011,WA,Y,Y,Y,Y,N,N
9010765320,31011,WA,Y,Y,Y,Y,N,N
9010765320,31011,WA,Y,Y,Y,Y,N,N
9010765320,31011,WA,Y,Y,Y,Y,N,N
9010765320,31011,WA,Y,Y,Y,Y,N,N
9010765320,31011,WA,Y,Y,Y,Y,N,N
9010765320,31040,WA,Y,Y,Y,Y,N,N
9010765320,31040,WA,Y,Y,Y,Y,N,N
9010765320,31040,WA,Y,Y,Y,Y,N,N
9010765337,693031,B1,Y,Y,Y,Y,N,N
9010765337,693031,B1,Y,Y,Y,Y,N,N
9010765337,693031,B1,Y,Y,Y,Y,N,N
9010765337,693032,B1,Y,Y,Y,Y,N,N
9010765337,693032,B1,Y,Y,Y,Y,N,N
9010765337,693032,B1,Y,Y,Y,Y,N,N
9010765337,693033,B1,Y,Y,Y,Y,N,N
9010765337,693033,B1,Y,Y,Y,Y,N,N
9010765337,693033,B1,Y,Y,Y,Y,N,N
9010765337,693034,B1,Y,Y,Y,Y,N,N
9010765337,693034,B1,Y,Y,Y,Y,N,N
9010765337,693034,B1,Y,Y,Y,Y,N,N
9010765337,598817,IN,Y,Y,Y,Y,N,N
9010765337,598817,IN,Y,Y,Y,Y,N,N
9010765337,598817,IN,Y,Y,Y,Y,N,N
9010765337,693034,PA,Y,Y,Y,Y,N,N
9010765337,693034,PA,Y,Y,Y,Y,N,N
9010765337,693034,PA,Y,Y,Y,Y,N,N
9010765337,598817,PO,Y,Y,Y,Y,N,N
9010765337,598817,PO,Y,Y,Y,Y,N,N
9010765337,598817,PO,Y,Y,Y,Y,N,N
9010765337,31040,SA,Y,Y,Y,Y,N,N
9010765337,31040,SA,Y,Y,Y,Y,N,N
9010765337,31040,SA,Y,Y,Y,Y,N,N
9010765337,31011,WA,Y,Y,Y,Y,N,N
9010765337,31011,WA,Y,Y,Y,Y,N,N
9010765337,31011,WA,Y,Y,Y,Y,N,N
9010765337,31011,WA,Y,Y,Y,Y,N,N
9010765337,31011,WA,Y,Y,Y,Y,N,N
9010765337,31011,WA,Y,Y,Y,Y,N,N
9010765337,31011,WA,Y,Y,Y,Y,N,N
9010765337,31011,WA,Y,Y,Y,Y,N,N
9010765337,31011,WA,Y,Y,Y,Y,N,N
9010765337,31011,WA,Y,Y,Y,Y,N,N
9010765337,31011,WA,Y,Y,Y,Y,N,N
9010765337,31011,WA,Y,Y,Y,Y,N,N
9010765337,31011,WA,Y,Y,Y,Y,N,N
9010765337,31011,WA,Y,Y,Y,Y,N,N
9010765337,31011,WA,Y,Y,Y,Y,N,N
9010765339,598819,IN,Y,Y,Y,Y,N,N
9010765339,598819,IN,Y,Y,Y,Y,N,N
9010765339,598819,PA,Y,Y,Y,Y,N,N
9010765339,598819,PA,Y,Y,Y,Y,N,N
9010765339,598819,PE,Y,Y,Y,Y,N,N
9010765339,598819,PE,Y,Y,Y,Y,N,N
9010765339,598819,PO,Y,Y,Y,Y,N,N
9010765339,598819,PO,Y,Y,Y,Y,N,N
9010765339,44781,SA,Y,Y,Y,Y,N,N
9010765339,44781,SA,Y,Y,Y,Y,N,N
9010765339,44781,SA,Y,Y,Y,Y,N,N
9010765339,44781,SA,Y,Y,Y,Y,N,N
9010765339,31011,WA,Y,Y,Y,Y,N,N
9010765339,31011,WA,Y,Y,Y,Y,N,N
9010765339,31011,WA,Y,Y,Y,Y,N,N
9010765339,31011,WA,Y,Y,Y,Y,N,N
9010765339,31011,WA,Y,Y,Y,Y,N,N
9010765339,31011,WA,Y,Y,Y,Y,N,N
9010765339,31011,WA,Y,Y,Y,Y,N,N
9010765339,31011,WA,Y,Y,Y,Y,N,N
9010765339,31011,WA,Y,Y,Y,Y,N,N
9010765339,31011,WA,Y,Y,Y,Y,N,N
9010765429,598831,IN,Y,Y,Y,Y,N,N
9010765429,598831,PA,Y,Y,Y,Y,N,N
9010765429,598831,PO,Y,Y,Y,Y,N,N
9010765429,44751,SA,Y,Y,Y,Y,N,N
9010765429,44751,SA,Y,Y,Y,Y,N,N
9010765429,44751,SA,Y,Y,Y,Y,N,N
9010765929,598844,IN,Y,Y,Y,Y,N,N
9010765929,598844,PA,Y,Y,Y,Y,N,N
9010765929,598844,PO,Y,Y,Y,Y,N,N
9010765929,33182,SA,Y,Y,Y,Y,N,N
9010765929,33182,SA,Y,Y,Y,Y,N,N
9010765930,598845,IN,Y,Y,Y,Y,N,N
9010765930,598845,PA,Y,Y,Y,Y,N,N
9010765930,598845,PO,Y,Y,Y,Y,N,N
9010765930,33182,SA,Y,Y,Y,Y,N,N
9010765930,33182,SA,Y,Y,Y,Y,N,N
9010765931,598846,IN,Y,Y,Y,Y,N,N
9010765931,598847,PA,Y,Y,Y,Y,N,N
9010765931,598847,PO,Y,Y,Y,Y,N,N
9010765931,33182,SA,Y,Y,Y,Y,N,N
9010765931,33182,SA,Y,Y,Y,Y,N,N
9010765936,598850,IN,Y,Y,Y,Y,N,N
9010765936,598850,PA,Y,Y,Y,Y,N,N
9010765936,598850,PO,Y,Y,Y,Y,N,N
9010765936,33550,SA,Y,Y,Y,Y,N,N
9010765949,712431,B1,Y,Y,Y,Y,N,N
9010765949,712432,B2,Y,Y,Y,Y,Y,N
9010765949,712433,B2,Y,Y,Y,Y,Y,N
9010765949,598852,IN,Y,Y,Y,Y,N,N
9010765949,598852,PA,Y,Y,Y,Y,N,N
9010765949,598852,PO,Y,Y,Y,Y,N,N
9010765949,44762,SA,Y,Y,Y,Y,N,N
9010765949,44762,SA,Y,Y,Y,Y,N,N
9010766057,598856,IN,Y,Y,Y,Y,N,N
9010766057,598856,PA,Y,Y,Y,Y,N,N
9010766057,598856,PE,Y,Y,Y,Y,N,N
9010766057,598856,PO,Y,Y,Y,Y,N,N
9010766057,31662,SA,Y,Y,Y,Y,N,N
9010766060,598857,IN,Y,Y,Y,Y,N,N
9010766060,598857,PA,Y,Y,Y,Y,N,N
9010766060,598857,PO,Y,Y,Y,Y,N,N
9010766060,44762,SA,Y,Y,Y,Y,N,N
9010766060,44762,SA,Y,Y,Y,Y,N,N
9010766062,598860,IN,Y,Y,Y,Y,N,N
9010766062,598860,PA,Y,Y,Y,Y,N,N
9010766062,598860,PO,Y,Y,Y,Y,N,N
9010766062,33759,SA,Y,Y,Y,Y,N,N
9010766284,598884,IN,Y,Y,Y,Y,N,N
9010766284,598885,PA,Y,Y,Y,Y,N,N
9010766284,598885,PO,Y,Y,Y,Y,N,N
9010766284,44746,SA,Y,Y,Y,Y,N,N
9010766527,614942,B1,Y,Y,Y,Y,N,N
9010766527,614943,B1,Y,Y,Y,Y,N,N
9010766527,614944,B1,Y,Y,Y,Y,N,N
9010766527,614946,B1,Y,Y,Y,Y,N,N
9010766527,614947,B1,Y,Y,Y,Y,N,N
9010766527,614948,B1,Y,Y,Y,Y,N,N
9010766527,614950,B1,Y,Y,Y,Y,N,N
9010766527,598891,IN,Y,Y,Y,Y,N,N
9010766527,598891,PA,Y,Y,Y,Y,N,N
9010766527,598891,PE,Y,Y,Y,Y,N,N
9010766527,598891,PO,Y,Y,Y,Y,N,N
9010766527,45741,SA,Y,Y,Y,Y,N,N
9010766554,707518,B1,Y,Y,Y,Y,N,N
9010766554,707519,B2,Y,Y,Y,Y,N,N
9010766554,32303,IN,Y,Y,Y,Y,N,N
9010766554,32303,IN,Y,Y,Y,Y,N,N
9010766554,32303,PA,Y,Y,Y,Y,N,N
9010766554,32303,PA,Y,Y,Y,Y,N,N
9010766554,32303,PE,Y,Y,Y,Y,N,N
9010766554,32303,PE,Y,Y,Y,Y,N,N
9010766554,32303,PO,Y,Y,Y,Y,N,N
9010766554,32303,PO,Y,Y,Y,Y,N,N
9010766554,32303,SA,Y,Y,Y,Y,N,N
9010766554,32303,SA,Y,Y,Y,Y,N,N
9010766671,598894,IN,Y,Y,Y,Y,N,N
9010766671,598894,IN,Y,Y,Y,Y,N,N
9010766671,598894,PA,Y,Y,Y,Y,N,N
9010766671,598894,PA,Y,Y,Y,Y,N,N
9010766671,598894,PO,Y,Y,Y,Y,N,N
9010766671,598894,PO,Y,Y,Y,Y,N,N
9010766671,31007,SA,Y,Y,Y,Y,N,N
9010766671,31007,SA,Y,Y,Y,Y,N,N
9010766671,31007,SA,Y,Y,Y,Y,N,N
9010766671,31007,SA,Y,Y,Y,Y,N,N
9010766671,31007,SA,Y,Y,Y,Y,N,N
9010766671,31007,SA,Y,Y,Y,Y,N,N
9010766671,33486,WA,Y,Y,Y,Y,N,N
9010766671,33486,WA,Y,Y,Y,Y,N,N
9010766679,598898,IN,Y,Y,Y,Y,N,N
9010766679,598898,PA,Y,Y,Y,Y,N,N
9010766679,598898,PO,Y,Y,Y,Y,N,N
9010766679,33744,SA,Y,Y,Y,Y,N,N
9010766847,598904,IN,Y,Y,Y,Y,N,N
9010766847,598904,PA,Y,Y,Y,Y,N,N
9010766847,598904,PO,Y,Y,Y,Y,N,N
9010766847,33399,SA,Y,Y,Y,Y,N,N
9010766896,592064,IN,Y,Y,Y,Y,Y,N
9010766896,592064,PA,Y,Y,Y,Y,Y,N
9010766896,592064,PO,Y,Y,Y,Y,Y,N
9010766896,44762,SA,Y,Y,Y,Y,N,N
9010766896,44762,SA,Y,Y,Y,Y,N,N
9010766898,709542,B1,Y,Y,Y,Y,N,N
9010766898,709542,B1,Y,Y,Y,Y,N,N
9010766898,709543,B2,Y,Y,Y,Y,N,N
9010766898,709543,B2,Y,Y,Y,Y,N,N
9010766898,598910,IN,Y,Y,Y,Y,N,N
9010766898,598910,IN,Y,Y,Y,Y,N,N
9010766898,598910,PA,Y,Y,Y,Y,N,N
9010766898,598910,PA,Y,Y,Y,Y,N,N
9010766898,598910,PO,Y,Y,Y,Y,N,N
9010766898,598910,PO,Y,Y,Y,Y,N,N
9010766898,44781,SA,Y,Y,Y,Y,N,N
9010766898,44781,SA,Y,Y,Y,Y,N,N
9010766898,44781,SA,Y,Y,Y,Y,N,N
9010766898,44781,SA,Y,Y,Y,Y,N,N
9010766898,31011,WA,Y,Y,Y,Y,N,N
9010766898,31011,WA,Y,Y,Y,Y,N,N
9010766898,31011,WA,Y,Y,Y,Y,N,N
9010766898,31011,WA,Y,Y,Y,Y,N,N
9010766898,31011,WA,Y,Y,Y,Y,N,N
9010766898,31011,WA,Y,Y,Y,Y,N,N
9010766898,31011,WA,Y,Y,Y,Y,N,N
9010766898,31011,WA,Y,Y,Y,Y,N,N
9010766898,31011,WA,Y,Y,Y,Y,N,N
9010766898,31011,WA,Y,Y,Y,Y,N,N
9010766910,678650,B1,Y,Y,Y,Y,N,N
9010766910,678650,B1,Y,Y,Y,Y,N,N
9010766910,678650,B1,Y,Y,Y,Y,N,N
9010766910,678652,B1,Y,Y,Y,Y,N,N
9010766910,678652,B1,Y,Y,Y,Y,N,N
9010766910,678652,B1,Y,Y,Y,Y,N,N
9010766910,678653,B1,Y,Y,Y,Y,N,N
9010766910,678653,B1,Y,Y,Y,Y,N,N
9010766910,678653,B1,Y,Y,Y,Y,N,N
9010766910,678654,B1,Y,Y,Y,Y,N,N
9010766910,678654,B1,Y,Y,Y,Y,N,N
9010766910,678654,B1,Y,Y,Y,Y,N,N
9010766910,598913,IN,Y,Y,Y,Y,N,N
9010766910,598913,IN,Y,Y,Y,Y,N,N
9010766910,598913,IN,Y,Y,Y,Y,N,N
9010766910,598913,PA,Y,Y,Y,Y,N,N
9010766910,598913,PA,Y,Y,Y,Y,N,N
9010766910,598913,PA,Y,Y,Y,Y,N,N
9010766910,678650,PE,Y,Y,Y,Y,N,N
9010766910,678650,PE,Y,Y,Y,Y,N,N
9010766910,678650,PE,Y,Y,Y,Y,N,N
9010766910,678652,PE,Y,Y,Y,Y,N,N
9010766910,678652,PE,Y,Y,Y,Y,N,N
9010766910,678652,PE,Y,Y,Y,Y,N,N
9010766910,678653,PE,Y,Y,Y,Y,N,N
9010766910,678653,PE,Y,Y,Y,Y,N,N
9010766910,678653,PE,Y,Y,Y,Y,N,N
9010766910,678654,PE,Y,Y,Y,Y,N,N
9010766910,678654,PE,Y,Y,Y,Y,N,N
9010766910,678654,PE,Y,Y,Y,Y,N,N
9010766910,598913,PO,Y,Y,Y,Y,N,N
9010766910,598913,PO,Y,Y,Y,Y,N,N
9010766910,598913,PO,Y,Y,Y,Y,N,N
9010766910,31695,SA,Y,Y,Y,Y,N,N
9010766910,31695,SA,Y,Y,Y,Y,N,N
9010766910,31695,SA,Y,Y,Y,Y,N,N
9010766910,31695,SA,Y,Y,Y,Y,N,N
9010766910,31695,SA,Y,Y,Y,Y,N,N
9010766910,31695,SA,Y,Y,Y,Y,N,N
9010766910,31011,WA,Y,Y,Y,Y,N,N
9010766910,31011,WA,Y,Y,Y,Y,N,N
9010766910,31011,WA,Y,Y,Y,Y,N,N
9010766910,31011,WA,Y,Y,Y,Y,N,N
9010766910,31011,WA,Y,Y,Y,Y,N,N
9010766910,31011,WA,Y,Y,Y,Y,N,N
9010766910,31011,WA,Y,Y,Y,Y,N,N
9010766910,31011,WA,Y,Y,Y,Y,N,N
9010766910,31011,WA,Y,Y,Y,Y,N,N
9010766910,31011,WA,Y,Y,Y,Y,N,N
9010766910,31011,WA,Y,Y,Y,Y,N,N
9010766910,31011,WA,Y,Y,Y,Y,N,N
9010766910,31011,WA,Y,Y,Y,Y,N,N
9010766910,31011,WA,Y,Y,Y,Y,N,N
9010766910,31011,WA,Y,Y,Y,Y,N,N
9010766910,31040,WA,Y,Y,Y,Y,N,N
9010766910,31040,WA,Y,Y,Y,Y,N,N
9010766910,31040,WA,Y,Y,Y,Y,N,N
9010766920,598918,IN,Y,Y,Y,Y,N,N
9010766920,598918,IN,Y,Y,Y,Y,N,N
9010766920,598918,IN,Y,Y,Y,Y,N,N
9010766920,598918,PA,Y,Y,Y,Y,N,N
9010766920,598918,PA,Y,Y,Y,Y,N,N
9010766920,598918,PA,Y,Y,Y,Y,N,N
9010766920,598918,PO,Y,Y,Y,Y,N,N
9010766920,598918,PO,Y,Y,Y,Y,N,N
9010766920,598918,PO,Y,Y,Y,Y,N,N
9010766920,31695,SA,Y,Y,Y,Y,N,N
9010766920,31695,SA,Y,Y,Y,Y,N,N
9010766920,31695,SA,Y,Y,Y,Y,N,N
9010766920,31695,SA,Y,Y,Y,Y,N,N
9010766920,31695,SA,Y,Y,Y,Y,N,N
9010766920,31695,SA,Y,Y,Y,Y,N,N
9010766920,31011,WA,Y,Y,Y,Y,N,N
9010766920,31011,WA,Y,Y,Y,Y,N,N
9010766920,31011,WA,Y,Y,Y,Y,N,N
9010766920,31011,WA,Y,Y,Y,Y,N,N
9010766920,31011,WA,Y,Y,Y,Y,N,N
9010766920,31011,WA,Y,Y,Y,Y,N,N
9010766920,31011,WA,Y,Y,Y,Y,N,N
9010766920,31011,WA,Y,Y,Y,Y,N,N
9010766920,31011,WA,Y,Y,Y,Y,N,N
9010766920,31011,WA,Y,Y,Y,Y,N,N
9010766920,31011,WA,Y,Y,Y,Y,N,N
9010766920,31011,WA,Y,Y,Y,Y,N,N
9010766920,31011,WA,Y,Y,Y,Y,N,N
9010766920,31011,WA,Y,Y,Y,Y,N,N
9010766920,31011,WA,Y,Y,Y,Y,N,N
9010766920,31040,WA,Y,Y,Y,Y,N,N
9010766920,31040,WA,Y,Y,Y,Y,N,N
9010766920,31040,WA,Y,Y,Y,Y,N,N
9010766921,598919,IN,Y,Y,Y,Y,N,N
9010766921,598919,IN,Y,Y,Y,Y,N,N
9010766921,598919,IN,Y,Y,Y,Y,N,N
9010766921,598919,PA,Y,Y,Y,Y,N,N
9010766921,598919,PA,Y,Y,Y,Y,N,N
9010766921,598919,PA,Y,Y,Y,Y,N,N
9010766921,598919,PO,Y,Y,Y,Y,N,N
9010766921,598919,PO,Y,Y,Y,Y,N,N
9010766921,598919,PO,Y,Y,Y,Y,N,N
9010766921,31695,SA,Y,Y,Y,Y,N,N
9010766921,31695,SA,Y,Y,Y,Y,N,N
9010766921,31695,SA,Y,Y,Y,Y,N,N
9010766921,31695,SA,Y,Y,Y,Y,N,N
9010766921,31695,SA,Y,Y,Y,Y,N,N
9010766921,31695,SA,Y,Y,Y,Y,N,N
9010766921,31011,WA,Y,Y,Y,Y,N,N
9010766921,31011,WA,Y,Y,Y,Y,N,N
9010766921,31011,WA,Y,Y,Y,Y,N,N
9010766921,31011,WA,Y,Y,Y,Y,N,N
9010766921,31011,WA,Y,Y,Y,Y,N,N
9010766921,31011,WA,Y,Y,Y,Y,N,N
9010766921,31011,WA,Y,Y,Y,Y,N,N
9010766921,31011,WA,Y,Y,Y,Y,N,N
9010766921,31011,WA,Y,Y,Y,Y,N,N
9010766921,31011,WA,Y,Y,Y,Y,N,N
9010766921,31011,WA,Y,Y,Y,Y,N,N
9010766921,31011,WA,Y,Y,Y,Y,N,N
9010766921,31011,WA,Y,Y,Y,Y,N,N
9010766921,31011,WA,Y,Y,Y,Y,N,N
9010766921,31011,WA,Y,Y,Y,Y,N,N
9010766921,31040,WA,Y,Y,Y,Y,N,N
9010766921,31040,WA,Y,Y,Y,Y,N,N
9010766921,31040,WA,Y,Y,Y,Y,N,N
9010767171,598923,IN,Y,Y,Y,Y,N,N
9010767171,598923,PA,Y,Y,Y,Y,N,N
9010767171,598923,PE,Y,Y,Y,Y,N,N
9010767171,598923,PO,Y,Y,Y,Y,N,N
9010767171,36900,SA,Y,Y,Y,Y,N,N
9010767172,606241,B1,Y,Y,Y,Y,N,N
9010767172,590192,B2,Y,Y,Y,Y,N,N
9010767172,598924,IN,Y,Y,Y,Y,N,N
9010767172,598924,PA,Y,Y,Y,Y,N,N
9010767172,598924,PE,Y,Y,Y,Y,N,N
9010767172,598924,PO,Y,Y,Y,Y,N,N
9010767172,38233,SA,Y,Y,Y,Y,N,N
9010767172,38233,SA,Y,Y,Y,Y,N,N
9010767222,599074,B1,Y,Y,Y,Y,N,N
9010767222,599076,B1,Y,Y,Y,Y,N,N
9010767222,598925,IN,Y,Y,Y,Y,N,N
9010767222,706100,PA,Y,Y,Y,Y,N,N
9010767222,598925,PE,Y,Y,Y,Y,N,N
9010767222,706100,PO,Y,Y,Y,Y,N,N
9010767222,33897,SA,Y,Y,Y,Y,N,N
9010767719,705283,B1,Y,Y,Y,Y,N,N
9010767719,705284,B2,Y,Y,Y,Y,N,N
9010767719,598939,IN,Y,Y,Y,Y,N,N
9010767719,598939,PA,Y,Y,Y,Y,N,N
9010767719,598939,PE,Y,Y,Y,Y,N,N
9010767719,598939,PE,Y,Y,Y,Y,N,N
9010767719,598939,PO,Y,Y,Y,Y,N,N
9010767719,705283,PW,Y,Y,Y,Y,N,N
9010767719,41659,SA,Y,Y,Y,Y,N,N
9010767719,41659,SA,Y,Y,Y,Y,N,N
9010767768,598942,B1,Y,Y,Y,Y,N,N
9010767768,598942,B1,Y,Y,Y,Y,N,N
9010767768,709209,B2,Y,Y,Y,Y,N,N
9010767768,709209,B2,Y,Y,Y,Y,N,N
9010767768,709210,B2,Y,Y,Y,Y,N,N
9010767768,709210,B2,Y,Y,Y,Y,N,N
9010767768,709211,B2,Y,Y,Y,Y,N,N
9010767768,709211,B2,Y,Y,Y,Y,N,N
9010767768,598941,IN,Y,Y,Y,Y,N,N
9010767768,598941,IN,Y,Y,Y,Y,N,N
9010767768,598942,PA,Y,Y,Y,Y,N,N
9010767768,598942,PA,Y,Y,Y,Y,N,N
9010767768,598942,PE,Y,Y,Y,Y,N,N
9010767768,598942,PE,Y,Y,Y,Y,N,N
9010767768,598942,PO,Y,Y,Y,Y,N,N
9010767768,598942,PO,Y,Y,Y,Y,N,N
9010767768,33824,SA,Y,Y,Y,Y,N,N
9010767768,33824,SA,Y,Y,Y,Y,N,N
9010767768,33824,SA,Y,Y,Y,Y,N,N
9010767768,33824,SA,Y,Y,Y,Y,N,N
9010767768,31011,WA,Y,Y,Y,Y,N,N
9010767768,31011,WA,Y,Y,Y,Y,N,N
9010767768,31011,WA,Y,Y,Y,Y,N,N
9010767768,31011,WA,Y,Y,Y,Y,N,N
9010767768,31011,WA,Y,Y,Y,Y,N,N
9010767768,31011,WA,Y,Y,Y,Y,N,N
9010767768,31011,WA,Y,Y,Y,Y,N,N
9010767768,31011,WA,Y,Y,Y,Y,N,N
9010767768,31011,WA,Y,Y,Y,Y,N,N
9010767768,31011,WA,Y,Y,Y,Y,N,N
9010767770,598946,B1,Y,Y,Y,Y,N,N
9010767770,598946,B1,Y,Y,Y,Y,N,N
9010767770,598946,B1,Y,Y,Y,Y,N,N
9010767770,598944,B2,Y,Y,Y,Y,N,N
9010767770,598944,B2,Y,Y,Y,Y,N,N
9010767770,598944,B2,Y,Y,Y,Y,N,N
9010767770,598945,IN,Y,Y,Y,Y,N,N
9010767770,598945,IN,Y,Y,Y,Y,N,N
9010767770,598945,IN,Y,Y,Y,Y,N,N
9010767770,598946,PA,Y,Y,Y,Y,N,N
9010767770,598946,PA,Y,Y,Y,Y,N,N
9010767770,598946,PA,Y,Y,Y,Y,N,N
