qla_area,segment_code,mplan,coverage_id,pcovrsgt_slot_count,pcovrsgt_active_segt_count,pcomp_component_count,hex_blob_code_hit,hex_hit_paths,paagerat_rows,pdage_rows,rate_table_rows,total_rate_rows,inferred_source_table,hierarchy_confirmed,pset_extract_present
QUIKGPS,UZ,1658CS,658 CEN SD,56,24,2,N,,0,0,0,0,,Partial,N
QUIKGPS,UZ,1659C2,659 CEN II,56,24,20,N,,0,0,0,0,,Partial,N
QUIKGPS,UZ,1659CR,659 CEN SR,56,24,1,N,,0,0,0,0,,Partial,N
QUIKGPS,UZ,1659CS,659 CEN SD,56,24,1,N,,0,0,0,0,,Partial,N
QUIKGPS,UZ,1659SR,659 SR GD,56,24,1,N,,0,0,0,0,,Partial,N
QUIKGPS,UZ,1669SR,669 SR GD,56,24,0,N,,0,0,0,0,,Partial,N
QUIKGPS,UZ,1679CS,679 CEN SD,56,23,1,N,,0,0,0,0,,Partial,N
QUIKGPS,MP,1658C1,658 CEN I,56,24,19,N,,0,0,0,0,,Partial,N
QUIKGPS,MP,1658CS,658 CEN SD,56,24,2,N,,0,0,0,0,,Partial,N
QUIKGPS,MP,1659C2,659 CEN II,56,24,20,N,,0,0,0,0,,Partial,N
QUIKGPS,MP,1659CR,659 CEN SR,56,24,1,N,,0,0,0,0,,Partial,N
QUIKGPS,MP,1659CS,659 CEN SD,56,24,1,N,,0,0,0,0,,Partial,N
QUIKGPS,MP,1659SR,659 SR GD,56,24,1,N,,0,0,0,0,,Partial,N
QUIKGPS,MP,1669SR,669 SR GD,56,24,0,N,,0,0,0,0,,Partial,N
QUIKGPS,MP,1679CS,679 CEN SD,56,23,1,N,,0,0,0,0,,Partial,N
QUIKGPS,PR,1658C1,658 CEN I,56,24,19,N,,0,0,0,0,,Partial,N
QUIKGPS,PR,1658CS,658 CEN SD,56,24,2,N,,164,0,0,164,PAAGERAT,Partial,N
QUIKGPS,PR,1659C2,659 CEN II,56,24,20,N,,0,0,0,0,,Partial,N
QUIKGPS,PR,1659CR,659 CEN SR,56,24,1,N,,0,0,0,0,,Partial,N
QUIKGPS,PR,1659CS,659 CEN SD,56,24,1,N,,0,0,0,0,,Partial,N
QUIKGPS,PR,1659SR,659 SR GD,56,24,1,N,,0,0,0,0,,Partial,N
QUIKGPS,PR,1669SR,669 SR GD,56,24,0,N,,164,0,0,164,PAAGERAT,Partial,N
QUIKGPS,PR,1679CS,679 CEN SD,56,23,1,N,,0,0,0,0,,Partial,N
QUIKCVS,CV,1658C1,658 CEN I,56,24,19,N,,0,2112,18124,20236,PDAGE,Partial,N
QUIKCVS,CV,1658CS,658 CEN SD,56,24,2,N,,0,1824,9113,10937,PDAGE,Partial,N
QUIKCVS,CV,1659C2,659 CEN II,56,24,20,N,,0,1104,9678,10782,PDAGE,Partial,N
QUIKCVS,CV,1659CR,659 CEN SR,56,24,1,N,,0,2064,9678,11742,PDAGE,Partial,N
QUIKCVS,CV,1659CS,659 CEN SD,56,24,1,N,,0,1824,9288,11112,PDAGE,Partial,N
QUIKCVS,CV,1659SR,659 SR GD,56,24,1,N,,0,1500,9700,11200,PDAGE,Partial,N
QUIKCVS,CV,1669SR,669 SR GD,56,24,0,N,,0,864,2340,3204,PDAGE,Partial,N
QUIKCVS,CV,1679CS,679 CEN SD,56,23,1,N,,0,792,4350,5142,PDAGE,Partial,N
