COVERAGE_ID,SEQ   ,SEGT_FLAG,SEGT_ID   ,COVR_KEY0                     
647 FLP    ,    17,N        ,          ,0x36343720464C5020202030303137
647 FLP    ,    18,N        ,          ,0x36343720464C5020202030303138
647 FLP    ,    19,Y        ,FA8       ,0x36343720464C5020202030303139
647 FLP    ,    20,N        ,          ,0x36343720464C5020202030303230
647 FLP    ,    21,N        ,          ,0x36343720464C5020202030303231
647 FLP    ,    22,N        ,          ,0x36343720464C5020202030303232
647 FLP    ,    23,N        ,          ,0x36343720464C5020202030303233
647 FLP    ,    24,N        ,          ,0x36343720464C5020202030303234
647 FLP    ,    25,N        ,          ,0x36343720464C5020202030303235
647 FLP    ,    26,N        ,          ,0x36343720464C5020202030303236
647 FLP    ,    27,N        ,          ,0x36343720464C5020202030303237
647 FLP    ,    28,N        ,          ,0x36343720464C5020202030303238
647 FLP    ,    29,N        ,          ,0x36343720464C5020202030303239
647 FLP    ,    30,N        ,          ,0x36343720464C5020202030303330
647 FLP    ,    31,N        ,          ,0x36343720464C5020202030303331
647 FLP    ,    32,N        ,          ,0x36343720464C5020202030303332
647 FLP    ,    33,N        ,          ,0x36343720464C5020202030303333
647 FLP    ,    34,N        ,          ,0x36343720464C5020202030303334
647 FLP    ,    35,N        ,          ,0x36343720464C5020202030303335
647 FLP    ,    36,N        ,          ,0x36343720464C5020202030303336
647 FLP    ,    37,N        ,          ,0x36343720464C5020202030303337
647 FLP    ,    38,N        ,          ,0x36343720464C5020202030303338
647 FLP    ,    39,N        ,          ,0x36343720464C5020202030303339
647 FLP    ,    40,N        ,          ,0x36343720464C5020202030303430
647 FLP    ,    41,N        ,          ,0x36343720464C5020202030303431
647 FLP    ,    42,N        ,          ,0x36343720464C5020202030303432
647 FLP    ,    43,N        ,          ,0x36343720464C5020202030303433
647 FLP    ,    44,N        ,          ,0x36343720464C5020202030303434
647 FLP    ,    45,N        ,          ,0x36343720464C5020202030303435
647 FLP    ,    46,N        ,          ,0x36343720464C5020202030303436
647 FLP    ,    47,N        ,          ,0x36343720464C5020202030303437
647 FLP    ,    48,N        ,          ,0x36343720464C5020202030303438
647 FLP    ,    49,N        ,          ,0x36343720464C5020202030303439
647 FLP    ,    50,N        ,          ,0x36343720464C5020202030303530
647 FLP    ,    51,N        ,          ,0x36343720464C5020202030303531
647 FLP    ,    52,N        ,          ,0x36343720464C5020202030303532
647 FLP    ,    53,N        ,          ,0x36343720464C5020202030303533
647 FLP    ,    54,N        ,          ,0x36343720464C5020202030303534
647 FLP    ,    55,N        ,          ,0x36343720464C5020202030303535
647 FLP    ,    56,N        ,          ,0x36343720464C5020202030303536
647 FLP CH ,     1,N        ,          ,0x36343720464C5020434830303031
647 FLP CH ,     2,N        ,          ,0x36343720464C5020434830303032
647 FLP CH ,     3,N        ,          ,0x36343720464C5020434830303033
647 FLP CH ,     4,N        ,          ,0x36343720464C5020434830303034
647 FLP CH ,     5,N        ,          ,0x36343720464C5020434830303035
647 FLP CH ,     6,N        ,          ,0x36343720464C5020434830303036
647 FLP CH ,     7,N        ,          ,0x36343720464C5020434830303037
647 FLP CH ,     8,N        ,          ,0x36343720464C5020434830303038
647 FLP CH ,     9,N        ,          ,0x36343720464C5020434830303039
647 FLP CH ,    10,N        ,          ,0x36343720464C5020434830303130
647 FLP CH ,    11,N        ,          ,0x36343720464C5020434830303131
647 FLP CH ,    12,N        ,          ,0x36343720464C5020434830303132
647 FLP CH ,    13,N        ,          ,0x36343720464C5020434830303133
647 FLP CH ,    14,N        ,          ,0x36343720464C5020434830303134
647 FLP CH ,    15,N        ,          ,0x36343720464C5020434830303135
647 FLP CH ,    16,N        ,          ,0x36343720464C5020434830303136
647 FLP CH ,    17,N        ,          ,0x36343720464C5020434830303137
647 FLP CH ,    18,N        ,          ,0x36343720464C5020434830303138
647 FLP CH ,    19,Y        ,BASE      ,0x36343720464C5020434830303139
647 FLP CH ,    20,N        ,          ,0x36343720464C5020434830303230
647 FLP CH ,    21,N        ,          ,0x36343720464C5020434830303231
647 FLP CH ,    22,N        ,          ,0x36343720464C5020434830303232
647 FLP CH ,    23,N        ,          ,0x36343720464C5020434830303233
647 FLP CH ,    24,N        ,          ,0x36343720464C5020434830303234
647 FLP CH ,    25,N        ,          ,0x36343720464C5020434830303235
647 FLP CH ,    26,N        ,          ,0x36343720464C5020434830303236
647 FLP CH ,    27,N        ,          ,0x36343720464C5020434830303237
647 FLP CH ,    28,N        ,          ,0x36343720464C5020434830303238
647 FLP CH ,    29,N        ,          ,0x36343720464C5020434830303239
647 FLP CH ,    30,N        ,          ,0x36343720464C5020434830303330
647 FLP CH ,    31,N        ,          ,0x36343720464C5020434830303331
647 FLP CH ,    32,N        ,          ,0x36343720464C5020434830303332
647 FLP CH ,    33,N        ,          ,0x36343720464C5020434830303333
647 FLP CH ,    34,N        ,          ,0x36343720464C5020434830303334
647 FLP CH ,    35,N        ,          ,0x36343720464C5020434830303335
647 FLP CH ,    36,N        ,          ,0x36343720464C5020434830303336
647 FLP CH ,    37,N        ,          ,0x36343720464C5020434830303337
647 FLP CH ,    38,N        ,          ,0x36343720464C5020434830303338
647 FLP CH ,    39,N        ,          ,0x36343720464C5020434830303339
647 FLP CH ,    40,N        ,          ,0x36343720464C5020434830303430
647 FLP CH ,    41,N        ,          ,0x36343720464C5020434830303431
647 FLP CH ,    42,N        ,          ,0x36343720464C5020434830303432
647 FLP CH ,    43,N        ,          ,0x36343720464C5020434830303433
647 FLP CH ,    44,N        ,          ,0x36343720464C5020434830303434
647 FLP CH ,    45,N        ,          ,0x36343720464C5020434830303435
647 FLP CH ,    46,N        ,          ,0x36343720464C5020434830303436
647 FLP CH ,    47,N        ,          ,0x36343720464C5020434830303437
647 FLP CH ,    48,N        ,          ,0x36343720464C5020434830303438
647 FLP CH ,    49,N        ,          ,0x36343720464C5020434830303439
647 FLP CH ,    50,N        ,          ,0x36343720464C5020434830303530
647 FLP CH ,    51,N        ,          ,0x36343720464C5020434830303531
647 FLP CH ,    52,N        ,          ,0x36343720464C5020434830303532
647 FLP CH ,    53,N        ,          ,0x36343720464C5020434830303533
647 FLP CH ,    54,N        ,          ,0x36343720464C5020434830303534
647 FLP CH ,    55,N        ,          ,0x36343720464C5020434830303535
647 FLP CH ,    56,N        ,          ,0x36343720464C5020434830303536
647 FLP SP ,     1,N        ,          ,0x36343720464C5020535030303031
647 FLP SP ,     2,N        ,          ,0x36343720464C5020535030303032
647 FLP SP ,     3,N        ,          ,0x36343720464C5020535030303033
647 FLP SP ,     4,N        ,          ,0x36343720464C5020535030303034
647 FLP SP ,     5,N        ,          ,0x36343720464C5020535030303035
647 FLP SP ,     6,N        ,          ,0x36343720464C5020535030303036
647 FLP SP ,     7,Y        ,647 FLP SP,0x36343720464C5020535030303037
647 FLP SP ,     8,N        ,          ,0x36343720464C5020535030303038
647 FLP SP ,     9,N        ,          ,0x36343720464C5020535030303039
647 FLP SP ,    10,N        ,          ,0x36343720464C5020535030303130
647 FLP SP ,    11,N        ,          ,0x36343720464C5020535030303131
647 FLP SP ,    12,N        ,          ,0x36343720464C5020535030303132
647 FLP SP ,    13,N        ,          ,0x36343720464C5020535030303133
647 FLP SP ,    14,N        ,          ,0x36343720464C5020535030303134
647 FLP SP ,    15,N        ,          ,0x36343720464C5020535030303135
647 FLP SP ,    16,N        ,          ,0x36343720464C5020535030303136
647 FLP SP ,    17,N        ,          ,0x36343720464C5020535030303137
647 FLP SP ,    18,N        ,          ,0x36343720464C5020535030303138
647 FLP SP ,    19,Y        ,BASE      ,0x36343720464C5020535030303139
647 FLP SP ,    20,N        ,          ,0x36343720464C5020535030303230
647 FLP SP ,    21,N        ,          ,0x36343720464C5020535030303231
647 FLP SP ,    22,N        ,          ,0x36343720464C5020535030303232
647 FLP SP ,    23,N        ,          ,0x36343720464C5020535030303233
647 FLP SP ,    24,N        ,          ,0x36343720464C5020535030303234
647 FLP SP ,    25,N        ,          ,0x36343720464C5020535030303235
647 FLP SP ,    26,N        ,          ,0x36343720464C5020535030303236
647 FLP SP ,    27,N        ,          ,0x36343720464C5020535030303237
647 FLP SP ,    28,N        ,          ,0x36343720464C5020535030303238
647 FLP SP ,    29,N        ,          ,0x36343720464C5020535030303239
647 FLP SP ,    30,N        ,          ,0x36343720464C5020535030303330
647 FLP SP ,    31,N        ,          ,0x36343720464C5020535030303331
647 FLP SP ,    32,N        ,          ,0x36343720464C5020535030303332
647 FLP SP ,    33,N        ,          ,0x36343720464C5020535030303333
647 FLP SP ,    34,N        ,          ,0x36343720464C5020535030303334
647 FLP SP ,    35,N        ,          ,0x36343720464C5020535030303335
647 FLP SP ,    36,N        ,          ,0x36343720464C5020535030303336
647 FLP SP ,    37,N        ,          ,0x36343720464C5020535030303337
647 FLP SP ,    38,N        ,          ,0x36343720464C5020535030303338
647 FLP SP ,    39,N        ,          ,0x36343720464C5020535030303339
647 FLP SP ,    40,N        ,          ,0x36343720464C5020535030303430
647 FLP SP ,    41,N        ,          ,0x36343720464C5020535030303431
647 FLP SP ,    42,N        ,          ,0x36343720464C5020535030303432
647 FLP SP ,    43,N        ,          ,0x36343720464C5020535030303433
647 FLP SP ,    44,N        ,          ,0x36343720464C5020535030303434
647 FLP SP ,    45,N        ,          ,0x36343720464C5020535030303435
647 FLP SP ,    46,N        ,          ,0x36343720464C5020535030303436
647 FLP SP ,    47,N        ,          ,0x36343720464C5020535030303437
647 FLP SP ,    48,N        ,          ,0x36343720464C5020535030303438
647 FLP SP ,    49,N        ,          ,0x36343720464C5020535030303439
647 FLP SP ,    50,N        ,          ,0x36343720464C5020535030303530
647 FLP SP ,    51,N        ,          ,0x36343720464C5020535030303531
647 FLP SP ,    52,N        ,          ,0x36343720464C5020535030303532
647 FLP SP ,    53,N        ,          ,0x36343720464C5020535030303533
647 FLP SP ,    54,N        ,          ,0x36343720464C5020535030303534
647 FLP SP ,    55,N        ,          ,0x36343720464C5020535030303535
647 FLP SP ,    56,N        ,          ,0x36343720464C5020535030303536
658 CEN I  ,     1,Y        ,658 CEN I ,0x3635382043454E20492030303031
658 CEN I  ,     2,Y        ,658 CEN I ,0x3635382043454E20492030303032
658 CEN I  ,     3,Y        ,659 CEN II,0x3635382043454E20492030303033
658 CEN I  ,     4,Y        ,659 CEN II,0x3635382043454E20492030303034
658 CEN I  ,     5,N        ,          ,0x3635382043454E20492030303035
658 CEN I  ,     6,N        ,          ,0x3635382043454E20492030303036
658 CEN I  ,     7,N        ,          ,0x3635382043454E20492030303037
658 CEN I  ,     8,N        ,          ,0x3635382043454E20492030303038
658 CEN I  ,     9,Y        ,659 CEN II,0x3635382043454E20492030303039
658 CEN I  ,    10,Y        ,658 CEN I ,0x3635382043454E20492030303130
658 CEN I  ,    11,N        ,          ,0x3635382043454E20492030303131
658 CEN I  ,    12,N        ,          ,0x3635382043454E20492030303132
658 CEN I  ,    13,N        ,          ,0x3635382043454E20492030303133
658 CEN I  ,    14,N        ,          ,0x3635382043454E20492030303134
658 CEN I  ,    15,N        ,          ,0x3635382043454E20492030303135
658 CEN I  ,    16,N        ,          ,0x3635382043454E20492030303136
658 CEN I  ,    17,N        ,          ,0x3635382043454E20492030303137
658 CEN I  ,    18,N        ,          ,0x3635382043454E20492030303138
658 CEN I  ,    19,Y        ,659 CEN II,0x3635382043454E20492030303139
658 CEN I  ,    20,Y        ,659 CEN II,0x3635382043454E20492030303230
658 CEN I  ,    21,N        ,          ,0x3635382043454E20492030303231
658 CEN I  ,    22,Y        ,659 CEN II,0x3635382043454E20492030303232
658 CEN I  ,    23,N        ,          ,0x3635382043454E20492030303233
658 CEN I  ,    24,N        ,          ,0x3635382043454E20492030303234
658 CEN I  ,    25,Y        ,DEFRA     ,0x3635382043454E20492030303235
658 CEN I  ,    26,Y        ,1576 658  ,0x3635382043454E20492030303236
658 CEN I  ,    27,Y        ,AA9B2     ,0x3635382043454E20492030303237
658 CEN I  ,    28,Y        ,BMA658    ,0x3635382043454E20492030303238
658 CEN I  ,    29,Y        ,BMA658    ,0x3635382043454E20492030303239
658 CEN I  ,    30,Y        ,659 CEN II,0x3635382043454E20492030303330
658 CEN I  ,    31,Y        ,658 CEN I ,0x3635382043454E20492030303331
658 CEN I  ,    32,N        ,          ,0x3635382043454E20492030303332
658 CEN I  ,    33,Y        ,658 CEN I ,0x3635382043454E20492030303333
658 CEN I  ,    34,Y        ,IBA01 45  ,0x3635382043454E20492030303334
658 CEN I  ,    35,Y        ,L14       ,0x3635382043454E20492030303335
658 CEN I  ,    36,Y        ,658 CEN I ,0x3635382043454E20492030303336
658 CEN I  ,    37,N        ,          ,0x3635382043454E20492030303337
658 CEN I  ,    38,Y        ,659 CEN II,0x3635382043454E20492030303338
658 CEN I  ,    39,N        ,          ,0x3635382043454E20492030303339
658 CEN I  ,    40,N        ,          ,0x3635382043454E20492030303430
658 CEN I  ,    41,Y        ,658 CEN I ,0x3635382043454E20492030303431
658 CEN I  ,    42,N        ,          ,0x3635382043454E20492030303432
658 CEN I  ,    43,N        ,          ,0x3635382043454E20492030303433
658 CEN I  ,    44,Y        ,LIFEWCV   ,0x3635382043454E20492030303434
658 CEN I  ,    45,N        ,          ,0x3635382043454E20492030303435
658 CEN I  ,    46,N        ,          ,0x3635382043454E20492030303436
658 CEN I  ,    47,N        ,          ,0x3635382043454E20492030303437
658 CEN I  ,    48,Y        ,LIFE      ,0x3635382043454E20492030303438
658 CEN I  ,    49,N        ,          ,0x3635382043454E20492030303439
658 CEN I  ,    50,N        ,          ,0x3635382043454E20492030303530
658 CEN I  ,    51,N        ,          ,0x3635382043454E20492030303531
658 CEN I  ,    52,N        ,          ,0x3635382043454E20492030303532
658 CEN I  ,    53,N        ,          ,0x3635382043454E20492030303533
658 CEN I  ,    54,N        ,          ,0x3635382043454E20492030303534
658 CEN I  ,    55,N        ,          ,0x3635382043454E20492030303535
658 CEN I  ,    56,N        ,          ,0x3635382043454E20492030303536
658 CEN SD ,     1,Y        ,658 CEN I ,0x3635382043454E20534430303031
658 CEN SD ,     2,Y        ,658 CEN I ,0x3635382043454E20534430303032
658 CEN SD ,     3,Y        ,659 CEN II,0x3635382043454E20534430303033
658 CEN SD ,     4,Y        ,659 CEN II,0x3635382043454E20534430303034
658 CEN SD ,     5,N        ,          ,0x3635382043454E20534430303035
658 CEN SD ,     6,N        ,          ,0x3635382043454E20534430303036
658 CEN SD ,     7,N        ,          ,0x3635382043454E20534430303037
658 CEN SD ,     8,N        ,          ,0x3635382043454E20534430303038
658 CEN SD ,     9,Y        ,659 CEN II,0x3635382043454E20534430303039
658 CEN SD ,    10,Y        ,658 CEN I ,0x3635382043454E20534430303130
658 CEN SD ,    11,N        ,          ,0x3635382043454E20534430303131
658 CEN SD ,    12,N        ,          ,0x3635382043454E20534430303132
658 CEN SD ,    13,N        ,          ,0x3635382043454E20534430303133
658 CEN SD ,    14,N        ,          ,0x3635382043454E20534430303134
658 CEN SD ,    15,N        ,          ,0x3635382043454E20534430303135
658 CEN SD ,    16,N        ,          ,0x3635382043454E20534430303136
658 CEN SD ,    17,N        ,          ,0x3635382043454E20534430303137
658 CEN SD ,    18,N        ,          ,0x3635382043454E20534430303138
658 CEN SD ,    19,Y        ,659 CEN II,0x3635382043454E20534430303139
658 CEN SD ,    20,Y        ,659 CEN II,0x3635382043454E20534430303230
658 CEN SD ,    21,N        ,          ,0x3635382043454E20534430303231
658 CEN SD ,    22,Y        ,659 CEN II,0x3635382043454E20534430303232
658 CEN SD ,    23,N        ,          ,0x3635382043454E20534430303233
658 CEN SD ,    24,N        ,          ,0x3635382043454E20534430303234
658 CEN SD ,    25,Y        ,DEFRA     ,0x3635382043454E20534430303235
658 CEN SD ,    26,Y        ,1576 658  ,0x3635382043454E20534430303236
658 CEN SD ,    27,Y        ,GA4       ,0x3635382043454E20534430303237
658 CEN SD ,    28,Y        ,BMA658    ,0x3635382043454E20534430303238
658 CEN SD ,    29,Y        ,BMA658    ,0x3635382043454E20534430303239
658 CEN SD ,    30,Y        ,659 CEN II,0x3635382043454E20534430303330
658 CEN SD ,    31,Y        ,658 CEN SD,0x3635382043454E20534430303331
658 CEN SD ,    32,N        ,          ,0x3635382043454E20534430303332
658 CEN SD ,    33,Y        ,658 CEN I ,0x3635382043454E20534430303333
658 CEN SD ,    34,Y        ,IBA01 45  ,0x3635382043454E20534430303334
658 CEN SD ,    35,Y        ,L14       ,0x3635382043454E20534430303335
658 CEN SD ,    36,Y        ,658 CEN SD,0x3635382043454E20534430303336
658 CEN SD ,    37,N        ,          ,0x3635382043454E20534430303337
658 CEN SD ,    38,Y        ,659 CEN II,0x3635382043454E20534430303338
658 CEN SD ,    39,N        ,          ,0x3635382043454E20534430303339
658 CEN SD ,    40,N        ,          ,0x3635382043454E20534430303430
658 CEN SD ,    41,Y        ,658 CEN I ,0x3635382043454E20534430303431
658 CEN SD ,    42,N        ,          ,0x3635382043454E20534430303432
658 CEN SD ,    43,N        ,          ,0x3635382043454E20534430303433
658 CEN SD ,    44,Y        ,LIFEWCV   ,0x3635382043454E20534430303434
658 CEN SD ,    45,N        ,          ,0x3635382043454E20534430303435
658 CEN SD ,    46,N        ,          ,0x3635382043454E20534430303436
658 CEN SD ,    47,N        ,          ,0x3635382043454E20534430303437
658 CEN SD ,    48,Y        ,LIFE      ,0x3635382043454E20534430303438
658 CEN SD ,    49,N        ,          ,0x3635382043454E20534430303439
658 CEN SD ,    50,N        ,          ,0x3635382043454E20534430303530
658 CEN SD ,    51,N        ,          ,0x3635382043454E20534430303531
658 CEN SD ,    52,N        ,          ,0x3635382043454E20534430303532
658 CEN SD ,    53,N        ,          ,0x3635382043454E20534430303533
658 CEN SD ,    54,N        ,          ,0x3635382043454E20534430303534
658 CEN SD ,    55,N        ,          ,0x3635382043454E20534430303535
658 CEN SD ,    56,N        ,          ,0x3635382043454E20534430303536
659 CEN II ,     1,Y        ,659 CEN II,0x3635392043454E20494930303031
659 CEN II ,     2,Y        ,659 CEN II,0x3635392043454E20494930303032
659 CEN II ,     3,Y        ,659 CEN II,0x3635392043454E20494930303033
659 CEN II ,     4,Y        ,659 CEN II,0x3635392043454E20494930303034
659 CEN II ,     5,N        ,          ,0x3635392043454E20494930303035
659 CEN II ,     6,N        ,          ,0x3635392043454E20494930303036
659 CEN II ,     7,N        ,          ,0x3635392043454E20494930303037
659 CEN II ,     8,N        ,          ,0x3635392043454E20494930303038
659 CEN II ,     9,Y        ,659 CEN II,0x3635392043454E20494930303039
659 CEN II ,    10,Y        ,659 CEN II,0x3635392043454E20494930303130
659 CEN II ,    11,N        ,          ,0x3635392043454E20494930303131
659 CEN II ,    12,N        ,          ,0x3635392043454E20494930303132
659 CEN II ,    13,N        ,          ,0x3635392043454E20494930303133
659 CEN II ,    14,N        ,          ,0x3635392043454E20494930303134
659 CEN II ,    15,N        ,          ,0x3635392043454E20494930303135
659 CEN II ,    16,N        ,          ,0x3635392043454E20494930303136
659 CEN II ,    17,N        ,          ,0x3635392043454E20494930303137
659 CEN II ,    18,N        ,          ,0x3635392043454E20494930303138
659 CEN II ,    19,Y        ,659 CEN II,0x3635392043454E20494930303139
659 CEN II ,    20,Y        ,659 CEN II,0x3635392043454E20494930303230
659 CEN II ,    21,N        ,          ,0x3635392043454E20494930303231
659 CEN II ,    22,Y        ,659 CEN II,0x3635392043454E20494930303232
659 CEN II ,    23,N        ,          ,0x3635392043454E20494930303233
659 CEN II ,    24,N        ,          ,0x3635392043454E20494930303234
659 CEN II ,    25,Y        ,DEFRA     ,0x3635392043454E20494930303235
659 CEN II ,    26,Y        ,1576 659  ,0x3635392043454E20494930303236
659 CEN II ,    27,Y        ,AA9B1     ,0x3635392043454E20494930303237
659 CEN II ,    28,N        ,          ,0x3635392043454E20494930303238
659 CEN II ,    29,N        ,          ,0x3635392043454E20494930303239
659 CEN II ,    30,Y        ,659 CEN II,0x3635392043454E20494930303330
659 CEN II ,    31,Y        ,659 CEN II,0x3635392043454E20494930303331
659 CEN II ,    32,N        ,          ,0x3635392043454E20494930303332
659 CEN II ,    33,Y        ,659 CEN II,0x3635392043454E20494930303333
659 CEN II ,    34,Y        ,IBA01 45  ,0x3635392043454E20494930303334
659 CEN II ,    35,Y        ,L14       ,0x3635392043454E20494930303335
659 CEN II ,    36,Y        ,659 CEN II,0x3635392043454E20494930303336
659 CEN II ,    37,N        ,          ,0x3635392043454E20494930303337
659 CEN II ,    38,Y        ,659 CEN II,0x3635392043454E20494930303338
659 CEN II ,    39,Y        ,659 CEN II,0x3635392043454E20494930303339
659 CEN II ,    40,Y        ,659 CEN II,0x3635392043454E20494930303430
659 CEN II ,    41,Y        ,659 CEN II,0x3635392043454E20494930303431
659 CEN II ,    42,N        ,          ,0x3635392043454E20494930303432
659 CEN II ,    43,N        ,          ,0x3635392043454E20494930303433
659 CEN II ,    44,Y        ,LIFEWCV   ,0x3635392043454E20494930303434
659 CEN II ,    45,N        ,          ,0x3635392043454E20494930303435
659 CEN II ,    46,N        ,          ,0x3635392043454E20494930303436
659 CEN II ,    47,N        ,          ,0x3635392043454E20494930303437
659 CEN II ,    48,Y        ,LIFE      ,0x3635392043454E20494930303438
659 CEN II ,    49,N        ,          ,0x3635392043454E20494930303439
659 CEN II ,    50,N        ,          ,0x3635392043454E20494930303530
659 CEN II ,    51,N        ,          ,0x3635392043454E20494930303531
659 CEN II ,    52,N        ,          ,0x3635392043454E20494930303532
659 CEN II ,    53,N        ,          ,0x3635392043454E20494930303533
659 CEN II ,    54,N        ,          ,0x3635392043454E20494930303534
659 CEN II ,    55,N        ,          ,0x3635392043454E20494930303535
659 CEN II ,    56,N        ,          ,0x3635392043454E20494930303536
659 CEN SD ,     1,Y        ,659 CEN II,0x3635392043454E20534430303031
659 CEN SD ,     2,Y        ,659 CEN II,0x3635392043454E20534430303032
659 CEN SD ,     3,Y        ,659 CEN II,0x3635392043454E20534430303033
659 CEN SD ,     4,Y        ,659 CEN II,0x3635392043454E20534430303034
659 CEN SD ,     5,N        ,          ,0x3635392043454E20534430303035
659 CEN SD ,     6,N        ,          ,0x3635392043454E20534430303036
659 CEN SD ,     7,N        ,          ,0x3635392043454E20534430303037
659 CEN SD ,     8,N        ,          ,0x3635392043454E20534430303038
659 CEN SD ,     9,Y        ,659 CEN II,0x3635392043454E20534430303039
659 CEN SD ,    10,Y        ,659 CEN II,0x3635392043454E20534430303130
659 CEN SD ,    11,N        ,          ,0x3635392043454E20534430303131
659 CEN SD ,    12,N        ,          ,0x3635392043454E20534430303132
659 CEN SD ,    13,N        ,          ,0x3635392043454E20534430303133
659 CEN SD ,    14,N        ,          ,0x3635392043454E20534430303134
659 CEN SD ,    15,N        ,          ,0x3635392043454E20534430303135
659 CEN SD ,    16,N        ,          ,0x3635392043454E20534430303136
659 CEN SD ,    17,N        ,          ,0x3635392043454E20534430303137
659 CEN SD ,    18,N        ,          ,0x3635392043454E20534430303138
659 CEN SD ,    19,Y        ,659 CEN II,0x3635392043454E20534430303139
659 CEN SD ,    20,Y        ,659 CEN II,0x3635392043454E20534430303230
659 CEN SD ,    21,N        ,          ,0x3635392043454E20534430303231
659 CEN SD ,    22,Y        ,659 CEN II,0x3635392043454E20534430303232
659 CEN SD ,    23,N        ,          ,0x3635392043454E20534430303233
659 CEN SD ,    24,N        ,          ,0x3635392043454E20534430303234
659 CEN SD ,    25,Y        ,DEFRA     ,0x3635392043454E20534430303235
659 CEN SD ,    26,Y        ,1576 659  ,0x3635392043454E20534430303236
659 CEN SD ,    27,Y        ,GA4       ,0x3635392043454E20534430303237
659 CEN SD ,    28,N        ,          ,0x3635392043454E20534430303238
659 CEN SD ,    29,N        ,          ,0x3635392043454E20534430303239
659 CEN SD ,    30,Y        ,659 CEN II,0x3635392043454E20534430303330
659 CEN SD ,    31,Y        ,659 CEN SD,0x3635392043454E20534430303331
659 CEN SD ,    32,N        ,          ,0x3635392043454E20534430303332
659 CEN SD ,    33,Y        ,659 CEN II,0x3635392043454E20534430303333
659 CEN SD ,    34,Y        ,IBA01 45  ,0x3635392043454E20534430303334
659 CEN SD ,    35,Y        ,L14       ,0x3635392043454E20534430303335
659 CEN SD ,    36,Y        ,659 CEN SD,0x3635392043454E20534430303336
659 CEN SD ,    37,N        ,          ,0x3635392043454E20534430303337
659 CEN SD ,    38,Y        ,659 CEN II,0x3635392043454E20534430303338
659 CEN SD ,    39,Y        ,659 CEN II,0x3635392043454E20534430303339
659 CEN SD ,    40,Y        ,659 CEN II,0x3635392043454E20534430303430
659 CEN SD ,    41,Y        ,659 CEN II,0x3635392043454E20534430303431
659 CEN SD ,    42,N        ,          ,0x3635392043454E20534430303432
659 CEN SD ,    43,N        ,          ,0x3635392043454E20534430303433
659 CEN SD ,    44,Y        ,LIFEWCV   ,0x3635392043454E20534430303434
659 CEN SD ,    45,N        ,          ,0x3635392043454E20534430303435
659 CEN SD ,    46,N        ,          ,0x3635392043454E20534430303436
659 CEN SD ,    47,N        ,          ,0x3635392043454E20534430303437
659 CEN SD ,    48,Y        ,LIFE      ,0x3635392043454E20534430303438
659 CEN SD ,    49,N        ,          ,0x3635392043454E20534430303439
659 CEN SD ,    50,N        ,          ,0x3635392043454E20534430303530
659 CEN SD ,    51,N        ,          ,0x3635392043454E20534430303531
659 CEN SD ,    52,N        ,          ,0x3635392043454E20534430303532
659 CEN SD ,    53,N        ,          ,0x3635392043454E20534430303533
659 CEN SD ,    54,N        ,          ,0x3635392043454E20534430303534
659 CEN SD ,    55,N        ,          ,0x3635392043454E20534430303535
659 CEN SD ,    56,N        ,          ,0x3635392043454E20534430303536
659 CEN SR ,     1,Y        ,659 CEN II,0x3635392043454E20535230303031
659 CEN SR ,     2,Y        ,659 CEN II,0x3635392043454E20535230303032
659 CEN SR ,     3,Y        ,659 CEN II,0x3635392043454E20535230303033
659 CEN SR ,     4,Y        ,659 CEN II,0x3635392043454E20535230303034
659 CEN SR ,     5,N        ,          ,0x3635392043454E20535230303035
659 CEN SR ,     6,N        ,          ,0x3635392043454E20535230303036
659 CEN SR ,     7,N        ,          ,0x3635392043454E20535230303037
659 CEN SR ,     8,N        ,          ,0x3635392043454E20535230303038
659 CEN SR ,     9,Y        ,659 CEN II,0x3635392043454E20535230303039
659 CEN SR ,    10,Y        ,659 CEN II,0x3635392043454E20535230303130
659 CEN SR ,    11,N        ,          ,0x3635392043454E20535230303131
659 CEN SR ,    12,N        ,          ,0x3635392043454E20535230303132
659 CEN SR ,    13,N        ,          ,0x3635392043454E20535230303133
659 CEN SR ,    14,N        ,          ,0x3635392043454E20535230303134
659 CEN SR ,    15,N        ,          ,0x3635392043454E20535230303135
659 CEN SR ,    16,N        ,          ,0x3635392043454E20535230303136
659 CEN SR ,    17,N        ,          ,0x3635392043454E20535230303137
659 CEN SR ,    18,N        ,          ,0x3635392043454E20535230303138
659 CEN SR ,    19,Y        ,659 CEN II,0x3635392043454E20535230303139
659 CEN SR ,    20,Y        ,659 CEN II,0x3635392043454E20535230303230
659 CEN SR ,    21,N        ,          ,0x3635392043454E20535230303231
659 CEN SR ,    22,Y        ,659 CEN II,0x3635392043454E20535230303232
659 CEN SR ,    23,N        ,          ,0x3635392043454E20535230303233
659 CEN SR ,    24,N        ,          ,0x3635392043454E20535230303234
659 CEN SR ,    25,Y        ,DEFRA     ,0x3635392043454E20535230303235
659 CEN SR ,    26,Y        ,1576 659  ,0x3635392043454E20535230303236
659 CEN SR ,    27,Y        ,AA9B1     ,0x3635392043454E20535230303237
659 CEN SR ,    28,N        ,          ,0x3635392043454E20535230303238
659 CEN SR ,    29,N        ,          ,0x3635392043454E20535230303239
659 CEN SR ,    30,Y        ,659 CEN II,0x3635392043454E20535230303330
659 CEN SR ,    31,Y        ,659 CEN SR,0x3635392043454E20535230303331
