COVERAGE_ID,STATUS_CODE,DESCRIPTION                             ,COMPANY_CODE,VAL_CODE  ,POLICY_FORM_NUM,TAX_QUAL_RULES,MULT_INSUREDS_FLAG,PERS_OF_RESIDENCE,PREM_TAX_LOAD_FLAG,ALLCTD_COVRG_FLAG,EXHIBIT_PAR_NONPAR,EXHIBIT_CODE,NET_COMMISSIONS,POLICY_BASIS,SEX_BASIS,PRIMARY_PERSON,POLICY_FEE,AGE_BASIS,COVERAGE_TYPE_FLAG,INT_CR_RULE,MOD_CODER,MOD_DATE   ,MOD_TIME   ,NUM_OF_SEGMENTS,OWNER_ANNUIT_DEATH,BC_PRIOR_TO_PTD,OLAB_RULES_FLAG,PAY_UP_DT_EQ_ISS,AUTOREVR_URT_FLAG,ALLOW_EARLY_PAD_UP,TRANSACTION_LOG,ALL_PREM_DEP_INCOM,SKIPPED_PAYMENTS,SKIP_ADV_DAYS,ELDEST_OWNR_ANNTNT,PREM_RESTRICT_DUR,CREATE_ACTG_PRM_TX,EDIT_REG_REP_BD,MIN_ISSUE_AGE,MAX_ISSUE_AGE,VALUE_TYPE,REPORTING_NUMBER,COLL_ADVANCE_PTD,GLOBAL_TAX_FLAG,STATE_FUND_TAX,NUM_MULT_INS_ALLWD,MODAL_ANNIV_FLAG,MDV_MATURE_EXPIRE,PERCENT_OF_BASE,MAX_ISSUE_AS_RIDER,PLAN_TYPE,PRODUCT_TYPE,TAX_QUAL_CODE,PAR,PAR_OYT_ID,PAR_PUA_ID,MAX_RENEWAL_AGE,NUM_OF_RENEWALS,PREM_CEASE_TYPE,PREM_CEASE_POINT,MIN_PREM_PAY_DUR,BENEFIT_CEASE_TYPE,BEN_CEASE_POINT,MIN_BENEFIT_DUR,MAX_BENEFIT_AGE,VALUE_OF_BEN_UNIT,ANN_GUAR_RATE,TAX_NQ_ANN_DC_FLAG,TAX_Q_ANN_DC_FLAG,AGGREGATE_GAIN,ANNL_STMT_GEN_CODE,ANNUAL_STMT_CODE,ANNUAL_STMT_RATE,ANNL_STMT_GUAR_PRD,GUIDELINE_APPLY,TAMRA_APPLY_FLAG,TAMRA_TREATMENT,GUAR_BEN_MIN_DD_AG,GUAR_BEN_MIN_DD_DR,DESIGNATED_ROTH,PROCESS_CYCLE_FLAG,PREM_TO_TAX_BASIS,PREM_CALCS_SYSTEM,PROJECTIONS_SYSTEM,LOANS_AVAILABLE,VAR_LOAN,LOAN_ADV_ARREARS,EXPANSION_FLG,CONTINUE_FLG,COVR_UPD_COUNT,COVR_KEY0             ,ROW_COLUMN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
8034 J30MT ,A          ,Disability Waiver of Premium Joint 30 MT,03          ,          ,8034           ,N             ,N                 ,                 ,N                 ,N                ,P                 ,SUP         ,Y              ,R           ,B        ,I             ,       .00,0        ,                  ,C          ,KPSA     ,   20050926,   14154030,              0,                  ,N              ,N              ,N               ,                 ,N                 ,               ,                  ,               0,            0,N                 ,                0,N                 ,N              ,           18,           59,F         ,                ,                ,               ,N             ,                 0,N               ,N                ,              0,                 0,L        ,07          ,N            ,X  ,          ,          ,             99,             99,A              ,              60,               1,A                 ,             60,              1,             60,          1000.00,         .000,N                 ,N                ,N             ,                  ,               0,             .00,                 0,N              ,N               ,               ,                 0,                 0,N              ,                  ,N                ,                 ,                  ,Y              ,N       ,0               ,Y            ,Y           ,             0,0x38303334204A33304D54,0x38303334204A33304D54414469736162696C69747920576169766572206F66205072656D69756D204A6F696E74203330204D54303320202020202020202020383033342020202020204E4E204E4E5053555059524249000000003020434B505341EEF331012EF9D70020000F000020000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000000204E4E4E204E00002000000000303030304E4E00000000000000000000000000000000000000000030304E4E018F059F4620202020204E000000004E4E881300000000000000000000000000000000000000000000809698000000000000000000000000000000000000000000059F000F000F000F000F000F000F000000000F4C30374E582020202020202020202020202020202020202020099F099F41060F001F41060F001F060F000100000F00000C4E4E4E20000F00000F000F4E4E204E2020594E305938303334204A33304D544E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020595A45524F2020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020595750414432302033202059575041443230203320204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E2020202020202020202059424153452020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020592059
8042 STR   ,A          ,Spouse Term Rider                       ,03          ,          ,8042           ,N             ,N                 ,                 ,N                 ,N                ,N                 ,OTI         ,Y              ,R           ,B        ,I             ,       .00,0        ,                  ,C          ,KAR1     ,   20090413,   15030541,              0,                  ,N              ,N              ,N               ,N                ,N                 ,N              ,N                 ,               0,            0,N                 ,                0,N                 ,N              ,           18,           64,U         ,                ,                ,N              ,N             ,                 0,N               ,N                ,             50,                 0,L        ,05          ,N            ,N  ,          ,          ,             99,             99,A              ,              65,               0,A                 ,             65,              1,             65,              .00,         .000,N                 ,N                ,N             ,                  ,               0,             .00,                 0,N              ,N               ,               ,                 0,                 0,N              ,                  ,Y                ,                 ,                  ,N              ,N       ,0               ,Y            ,Y           ,             0,0x38303432205354522020,0x383034322053545220204153706F757365205465726D2052696465722020202020202020202020202020202020202020202020303320202020202020202020383034322020202020204E4E204E4E4E4F544959524249000000003020434B4152312D8E32010D59E50000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000000204E4E4E4E4E4E4E2000000000303030304E4E00000000000000000000000000000000000000000030304E4E018F064F55202020204E4E000000004E4E010000000000000000000000000000000000000000000000140000000000000000000000000000000000000000000000064F000F000F000F000F000F050F000000000F4C30354E4E2020202020202020202020202020202020202020099F099F41065F000F41065F001F065F000000000F00000C4E4E4E20000F00000F000F4E4E205920204E4E3059383034322053545220204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E2020202020202020202059383034322053545220204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020593830343220535452202059383034322053545220204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020595350532054524D20524459424153452020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020592059
8042STR WP ,A          ,8042 STR Waiver of Premium              ,03          ,          ,NA             ,N             ,N                 ,                 ,N                 ,N                ,N                 ,SUP         ,Y              ,R           ,B        ,I             ,       .00,0        ,                  ,C          ,KAR1     ,   20090413,   15032186,              0,                  ,N              ,N              ,N               ,N                ,N                 ,N              ,N                 ,               0,            0,N                 ,                0,N                 ,N              ,           18,           64,U         ,                ,                ,N              ,N             ,                 0,N               ,N                ,            100,                 0,L        ,10          ,N            ,N  ,          ,          ,             99,             99,A              ,              65,               0,A                 ,             65,              1,             65,              .00,         .000,N                 ,N                ,N             ,                  ,               0,             .00,                 0,N              ,N               ,               ,                 0,                 0,N              ,                  ,N                ,                 ,                  ,N              ,N       ,0               ,Y            ,Y           ,             0,0x38303432535452205750,0x3830343253545220575041383034322053545220576169766572206F66205072656D69756D20202020202020202020202020203033202020202020202020204E4120202020202020204E4E204E4E4E53555059524249000000003020434B4152312D8E32017A5FE50000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000000204E4E4E4E4E4E4E2000000000303030304E4E00000000000000000000000000000000000000000030304E4E018F064F55202020204E4E000000004E4E010000000000000000000000000000000000000000000000140000000000000000000000000000000000000000000000064F000F000F000F000F000F100F000000000F4C31304E4E2020202020202020202020202020202020202020099F099F41065F000F41065F001F065F000000000F00000C4E4E4E20000F00000F000F4E4E204E20204E4E3059383034325354522057504E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020595A45524F2020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020595350532054524D20524459424153452020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020592059
8043 CTR   ,A          ,Dependent Child Term Rider              ,03          ,          ,8043           ,N             ,N                 ,                 ,N                 ,N                ,N                 ,OTI         ,Y              ,R           ,B        ,I             ,       .00,0        ,                  ,C          ,KAR1     ,   20090403,   10013637,              0,                  ,N              ,N              ,N               ,N                ,N                 ,N              ,N                 ,               0,            0,N                 ,                0,N                 ,N              ,            0,           24,U         ,                ,                ,N              ,N             ,                 0,N               ,N                ,             50,                 0,L        ,05          ,N            ,N  ,          ,          ,             99,             99,A              ,              25,               1,A                 ,             25,              1,             25,          5000.00,         .000,N                 ,N                ,N             ,                  ,               0,             .00,                 0,N              ,N               ,               ,                 0,                 0,N              ,                  ,Y                ,                 ,                  ,N              ,N       ,0               ,Y            ,Y           ,             0,0x38303433204354522020,0x3830343320435452202041446570656E64656E74204368696C64205465726D2052696465722020202020202020202020202020303320202020202020202020383034332020202020204E4E204E4E4E4F544959524249000000003020434B415231238E3201C5CB980000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000000204E4E4E4E4E4E4E2000000000303030304E4E00000000000000000000000000000000000000000030304E4E000F024F55202020204E4E000000004E4E010000000000000000000000000000000000000000000000050000000000000000000000000000000000000000000000024F000F000F000F000F000F050F000000000F4C30354E4E2020202020202020202020202020202020202020099F099F41025F001F41025F001F025F000500000F00000C4E4E4E20000F00000F000F4E4E205920204E4E3059383034332043545220204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020593830343320435452202059383034332043545220204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020594354522020202020202059424153452020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020592059
8043CTR WP ,A          ,8043 CTR WAIVER OF PREMIUM              ,03          ,          ,NA             ,N             ,N                 ,                 ,N                 ,N                ,N                 ,SUP         ,Y              ,R           ,B        ,I             ,       .00,0        ,                  ,C          ,KAR1     ,   20090403,   11443626,              0,                  ,N              ,N              ,N               ,N                ,N                 ,N              ,N                 ,               0,            0,N                 ,                0,N                 ,N              ,            0,           24,U         ,                ,                ,N              ,N             ,                 0,N               ,N                ,              0,                 0,L        ,10          ,N            ,N  ,          ,          ,             99,             99,A              ,              25,               1,A                 ,             25,              1,             25,          5000.00,         .000,N                 ,N                ,N             ,                  ,               0,             .00,                 0,N              ,N               ,               ,                 0,                 0,N              ,                  ,N                ,                 ,                  ,N              ,N       ,0               ,Y            ,Y           ,             0,0x38303433435452205750,0x3830343343545220575041383034332043545220574149564552204F46205052454D49554D20202020202020202020202020203033202020202020202020204E4120202020202020204E4E204E4E4E53555059524249000000003020434B415231238E3201AA9DAE0000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000000204E4E4E4E4E4E4E2000000000303030304E4E00000000000000000000000000000000000000000030304E4E000F024F55202020204E4E000000004E4E010000000000000000000000000000000000000000000000050000000000000000000000000000000000000000000000055F000F000F000F000F000F000F000000000F4C31304E4E2020202020202020202020202020202020202020099F099F41025F001F41025F001F025F000500000F00000C4E4E4E20000F00000F000F4E4E204E20204E4E3059383034334354522057504E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020595A45524F2020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020594354522020202020202059424153452020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020592059
8046 JPO   ,A          ,Juvenile Future Purchase Option Rider   ,03          ,          ,8046           ,N             ,N                 ,                 ,N                 ,N                ,N                 ,SUP         ,Y              ,R           ,B        ,I             ,       .00,0        ,                  ,C          ,KPSA     ,   20050926,   13491866,              0,                  ,N              ,N              ,N               ,                 ,N                 ,               ,                  ,               0,            0,N                 ,                0,N                 ,N              ,            0,           21,F         ,                ,                ,N              ,N             ,                 0,N               ,N                ,              0,                 0,L        ,05          ,N            ,N  ,          ,          ,             99,             99,A              ,              40,               1,A                 ,             40,              1,             40,          1000.00,         .000,N                 ,N                ,N             ,                  ,               0,             .00,                 0,N              ,N               ,               ,                 0,                 0,N              ,                  ,N                ,                 ,                  ,N              ,N       ,0               ,Y            ,Y           ,             0,0x38303436204A504F2020,0x38303436204A504F2020414A7576656E696C6520467574757265205075726368617365204F7074696F6E205269646572202020303320202020202020202020383034362020202020204E4E204E4E4E53555059524249000000003020434B505341EEF331019ADECD0000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000000204E4E4E204E00002000000000303030304E4E00000000000000000000000000000000000000000030304E4E000F021F46202020204E4E000000004E4EA86100000000000000000000000000000000000000000000A86100000000000000000000000000000000000000000000021F000F000F000F000F000F000F000000000F4C30354E4E2020202020202020202020202020202020202020099F099F41040F001F41040F001F040F000100000F00000C4E4E4E20000F00000F000F4E4E204E20204E4E305938303436204A504F20204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020595A45524F2020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020595A45524F204C494645205938303436204A504F20204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020593832383620474920202059424153452020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020592059
8115       ,A          ,Disability Waiver of Premium Rider      ,03          ,          ,8115           ,N             ,N                 ,                 ,N                 ,N                ,N                 ,SUP         ,Y              ,R           ,B        ,I             ,       .00,0        ,                  ,C          ,KPSA     ,   20050926,   14443253,              0,                  ,N              ,N              ,N               ,                 ,N                 ,               ,                  ,               0,            0,N                 ,                0,N                 ,N              ,           18,           59,F         ,                ,                ,               ,N             ,                 0,N               ,N                ,            100,                 0,L        ,08          ,N            ,N  ,          ,          ,             99,             99,A              ,              60,               1,A                 ,             60,              1,             60,          1000.00,         .000,N                 ,N                ,N             ,                  ,               0,             .00,                 0,N              ,N               ,               ,                 0,                 0,N              ,                  ,N                ,                 ,                  ,N              ,N       ,0               ,Y            ,Y           ,             0,0x38313135202020202020,0x38313135202020202020414469736162696C69747920576169766572206F66205072656D69756D205269646572202020202020303320202020202020202020383131352020202020204E4E204E4E4E53555059524249000000003020434B505341EEF33101F562DC0020000F000020000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000000204E4E4E204E00002000000000303030304E4E00000000000000000000000000000000000000000030304E4E018F059F4620202020204E000000004E4E50C30000000000000000000000000000000000000000000040420F000000000000000000000000000000000000000000059F000F000F000F000F000F100F000000000F4C30384E4E2020202020202020202020202020202020202020099F099F41060F001F41060F001F060F000100000F00000C4E4E4E20000F00000F000F4E4E204E20204E4E3059383131352020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020595A45524F2020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E2020202020202020202059424153452020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020592059
8115 L01   ,A          ,Disability Waiver of Premium Rider      ,03          ,          ,8115           ,N             ,N                 ,                 ,N                 ,N                ,N                 ,SUP         ,Y              ,R           ,B        ,I             ,       .00,0        ,                  ,C          ,KAR1     ,   20100115,   13464241,              0,                  ,N              ,N              ,N               ,N                ,N                 ,N              ,N                 ,               0,            0,N                 ,                0,N                 ,N              ,           18,           59,F         ,                ,                ,               ,N             ,                 0,N               ,N                ,            100,                 0,L        ,08          ,N            ,N  ,          ,          ,             99,             99,A              ,              60,               1,A                 ,             60,              1,             60,          1000.00,         .000,N                 ,N                ,N             ,                  ,               0,             .00,                 0,N              ,N               ,               ,                 0,                 0,N              ,                  ,N                ,                 ,                  ,N              ,N       ,0               ,Y            ,Y           ,             0,0x38313135204C30312020,0x38313135204C30312020414469736162696C69747920576169766572206F66205072656D69756D205269646572202020202020303320202020202020202020383131352020202020204E4E204E4E4E53555059524249000000003020434B41523113B43201B172CD0020000F000020000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000000204E4E4E4E4E4E4E2000000000303030304E4E00000000000000000000000000000000000000000030304E4E018F059F4620202020204E000000004E4EA8610000000000000000000000000000000000000000000040420F000000000000000000000000000000000000000000059F000F000F000F000F000F100F000000000F4C30384E4E2020202020202020202020202020202020202020099F099F41060F001F41060F001F060F000100000F00000C4E4E4E20000F00000F000F4E4E204E20204E4E305938313135204C303120204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020595A45524F2020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020595750204144203234202059575020414420323420204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020594449534142205750202059424153452020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020592059
826        ,A          ,Paid Up Spouse Term Rider               ,03          ,          ,826            ,N             ,N                 ,                 ,N                 ,N                ,N                 ,OTI         ,Y              ,R           ,B        ,I             ,       .00,0        ,                  ,C          ,KAR1     ,   20140130,   11113887,              0,                  ,N              ,N              ,N               ,N                ,N                 ,N              ,N                 ,               0,            0,N                 ,                0,N                 ,N              ,            0,           65,U         ,                ,                ,               ,N             ,                 0,N               ,N                ,              0,                 0,L        ,03          ,N            ,X  ,          ,          ,             99,             99,A              ,              65,               1,A                 ,             65,              1,            100,          1000.00,         .000,N                 ,N                ,N             ,                  ,               0,             .00,                 0,N              ,N               ,               ,                 0,                 0,N              ,                  ,Y                ,                 ,                  ,N              ,N       ,0               ,Y            ,Y           ,             0,0x38323620202020202020,0x3832362020202020202041506169642055702053706F757365205465726D205269646572202020202020202020202020202020303320202020202020202020383236202020202020204E4E204E4E4E4F544959524249000000003020434B415231625033019F95A90099999F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000000204E4E4E4E4E4E4E2000000000303030304E4E00000000000000000000000000000000000000000030304E4E000F065F5520202020204E000000004E4E0100000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000065F000F000F000F000F000F000F000000000F4C30334E582020202020202020202020202020202020202020099F099F41065F001F41065F001F100F000100000F00000C4E4E4E20000F00000F000F4E4E205920204E4E3059383236202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E2020202020202020202059424153452020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020592059
828        ,A          ,Child's Term Insurance                  ,03          ,          ,828            ,N             ,N                 ,                 ,N                 ,N                ,P                 ,OTI         ,Y              ,R           ,B        ,I             ,       .00,0        ,                  ,C          ,KPSA     ,   20050926,   14331642,              0,                  ,N              ,N              ,N               ,                 ,N                 ,               ,                  ,               0,            0,N                 ,                0,N                 ,N              ,            0,           17,U         ,                ,                ,               ,N             ,                 0,N               ,N                ,              0,                 0,L        ,03          ,N            ,X  ,          ,          ,             99,             99,A              ,              60,               1,A                 ,             60,              1,            100,          1000.00,         .000,N                 ,N                ,N             ,                  ,               0,             .00,                 0,N              ,N               ,               ,                 0,                 0,N              ,                  ,Y                ,                 ,                  ,Y              ,N       ,0               ,Y            ,Y           ,             0,0x38323820202020202020,0x38323820202020202020414368696C642773205465726D20496E737572616E6365202020202020202020202020202020202020303320202020202020202020383238202020202020204E4E204E4E504F544959524249000000003020434B505341EEF33101FAAEDA0099999F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000000204E4E4E204E00002000000000303030304E4E00000000000000000000000000000000000000000030304E4E000F017F5520202020204E000000004E4E010000000000000000000000000000000000000000000000050000000000000000000000000000000000000000000000017F000F000F000F000F000F000F000000000F4C30334E582020202020202020202020202020202020202020099F099F41060F001F41060F001F100F000100000F00000C4E4E4E20000F00000F000F4E4E20592020594E3059383238202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020593832382020202020202059383238202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E2020202020202020202059424153452020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020592059
