audit_timestamp,reconstructed_claim_id,derivation_candidate_id,enhanced_settlement_group_id,claim_family,applied_balancing_profile,revised_balancing_status,revised_balancing_difference,balancing_confidence,balancing_notes,excluded_transaction_codes,optional_components_missing,root_cause,production_dbf_flag,failure_pattern,severity,remediability,governance_status,recommended_remediation,replay_simulation_eligible,balancing_difference_abs,lifecycle_only_excluded
2026-05-24T19:18:38Z,RC-9010768067-2-SURRENDER_CLAIM-C3-20211015,QDC-RC-9010768067-2-SURRENDER_CLAIM-C3-20211015,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,112.75,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,112.75,0.0
2026-05-24T19:18:38Z,RC-9010768067-2-SURRENDER_CLAIM-C4-20221015,QDC-RC-9010768067-2-SURRENDER_CLAIM-C4-20221015,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,112.75,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,112.75,0.0
2026-05-24T19:18:38Z,RC-9010768067-2-SURRENDER_CLAIM-C5-20231015,QDC-RC-9010768067-2-SURRENDER_CLAIM-C5-20231015,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,112.75,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,112.75,0.0
2026-05-24T19:18:38Z,RC-9010768067-2-SURRENDER_CLAIM-C6-20241015,QDC-RC-9010768067-2-SURRENDER_CLAIM-C6-20241015,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,112.75,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,112.75,0.0
2026-05-24T19:18:38Z,RC-9010768067-2-SURRENDER_CLAIM-C7-20251015,QDC-RC-9010768067-2-SURRENDER_CLAIM-C7-20251015,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,112.75,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,112.75,0.0
2026-05-24T19:18:38Z,RC-9010768069-1-DEATH_CLAIM-C1-20240411,QDC-RC-9010768069-1-DEATH_CLAIM-C1-20240411,,DEATH_CLAIM,DEATH_CLAIM,UNBALANCED,-2002.56,LOW,Optional components absent (not forced),,0810|0820|0411|0412|1020|0630,UNBALANCED,N,DEATH_DECOMPOSITION_GAP,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 7C decomposition and payee distribution before balancing replay,N,2002.56,0.0
2026-05-24T19:18:38Z,RC-9010768069-1-DEATH_CLAIM-C2-20240926,QDC-RC-9010768069-1-DEATH_CLAIM-C2-20240926,,DEATH_CLAIM,DEATH_CLAIM,UNBALANCED,-1001.28,LOW,Optional components absent (not forced),,0810|0820|0411|0412|1020|0630,UNBALANCED,N,DEATH_DECOMPOSITION_GAP,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 7C decomposition and payee distribution before balancing replay,N,1001.28,0.0
2026-05-24T19:18:38Z,RC-9010768069-2-SURRENDER_CLAIM-C0-20181017,QDC-RC-9010768069-2-SURRENDER_CLAIM-C0-20181017,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,188.1,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,188.1,0.0
2026-05-24T19:18:38Z,RC-9010768208-2-SURRENDER_CLAIM-C0-20241001,QDC-RC-9010768208-2-SURRENDER_CLAIM-C0-20241001,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,7571.52,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,7571.52,0.0
2026-05-24T19:18:38Z,RC-9010768209-2-SURRENDER_CLAIM-C0-20241001,QDC-RC-9010768209-2-SURRENDER_CLAIM-C0-20241001,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,8070.88,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,8070.88,0.0
2026-05-24T19:18:38Z,RC-9010768339-1-DEATH_CLAIM-C0-20200103,QDC-RC-9010768339-1-DEATH_CLAIM-C0-20200103,,DEATH_CLAIM,DEATH_CLAIM,UNBALANCED,263.2,LOW,Excluded lifecycle-only amount 263.2; Optional components absent (not forced),0038,0810|0820|0411|0412|1020|0630,UNBALANCED,N,LIFECYCLE_EXCLUSION_GAP,MEDIUM,RECOVERABLE,SAFE_TO_REPROCESS,Validate lifecycle-only exclusion (0038) handling in balancing replay,N,263.2,263.2
2026-05-24T19:18:38Z,RC-9010768339-2-SURRENDER_CLAIM-C0-20181018,QDC-RC-9010768339-2-SURRENDER_CLAIM-C0-20181018,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,263.2,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,263.2,0.0
2026-05-24T19:18:38Z,RC-9010768339-2-SURRENDER_CLAIM-C1-20191018,QDC-RC-9010768339-2-SURRENDER_CLAIM-C1-20191018,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,263.2,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,263.2,0.0
2026-05-24T19:18:38Z,RC-9010768339-2-SURRENDER_CLAIM-C2-20201018,QDC-RC-9010768339-2-SURRENDER_CLAIM-C2-20201018,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,263.2,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,263.2,0.0
2026-05-24T19:18:38Z,RC-9010768997-2-SURRENDER_CLAIM-C0-20180321,QDC-RC-9010768997-2-SURRENDER_CLAIM-C0-20180321,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,4711.95,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,4711.95,0.0
2026-05-24T19:18:38Z,RC-9010769001-2-SURRENDER_CLAIM-C0-20221113,QDC-RC-9010769001-2-SURRENDER_CLAIM-C0-20221113,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,10230.34,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,10230.34,0.0
2026-05-24T19:18:38Z,RC-9010769176-2-SURRENDER_CLAIM-C0-20181115,QDC-RC-9010769176-2-SURRENDER_CLAIM-C0-20181115,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,369.7,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,369.7,0.0
2026-05-24T19:18:38Z,RC-9010769176-2-SURRENDER_CLAIM-C1-20191115,QDC-RC-9010769176-2-SURRENDER_CLAIM-C1-20191115,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,369.7,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,369.7,0.0
2026-05-24T19:18:38Z,RC-9010769176-2-SURRENDER_CLAIM-C2-20201115,QDC-RC-9010769176-2-SURRENDER_CLAIM-C2-20201115,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,369.7,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,369.7,0.0
2026-05-24T19:18:38Z,RC-9010769176-2-SURRENDER_CLAIM-C3-20211115,QDC-RC-9010769176-2-SURRENDER_CLAIM-C3-20211115,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,369.7,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,369.7,0.0
2026-05-24T19:18:38Z,RC-9010769184-2-SURRENDER_CLAIM-C0-20201113,QDC-RC-9010769184-2-SURRENDER_CLAIM-C0-20201113,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,15969.83,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,15969.83,0.0
2026-05-24T19:18:38Z,RC-9010769190-2-SURRENDER_CLAIM-C0-20171101,QDC-RC-9010769190-2-SURRENDER_CLAIM-C0-20171101,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,175.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,175.25,0.0
2026-05-24T19:18:38Z,RC-9010769190-2-SURRENDER_CLAIM-C1-20181101,QDC-RC-9010769190-2-SURRENDER_CLAIM-C1-20181101,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,175.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,175.25,0.0
2026-05-24T19:18:38Z,RC-9010769190-2-SURRENDER_CLAIM-C2-20191101,QDC-RC-9010769190-2-SURRENDER_CLAIM-C2-20191101,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,175.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,175.25,0.0
2026-05-24T19:18:38Z,RC-9010769190-2-SURRENDER_CLAIM-C3-20201101,QDC-RC-9010769190-2-SURRENDER_CLAIM-C3-20201101,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,175.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,175.25,0.0
2026-05-24T19:18:38Z,RC-9010769190-2-SURRENDER_CLAIM-C4-20211101,QDC-RC-9010769190-2-SURRENDER_CLAIM-C4-20211101,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,175.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,175.25,0.0
2026-05-24T19:18:38Z,RC-9010769190-2-SURRENDER_CLAIM-C5-20221101,QDC-RC-9010769190-2-SURRENDER_CLAIM-C5-20221101,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,175.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,175.25,0.0
2026-05-24T19:18:38Z,RC-9010769190-2-SURRENDER_CLAIM-C6-20231101,QDC-RC-9010769190-2-SURRENDER_CLAIM-C6-20231101,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,175.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,175.25,0.0
2026-05-24T19:18:38Z,RC-9010769190-2-SURRENDER_CLAIM-C7-20241101,QDC-RC-9010769190-2-SURRENDER_CLAIM-C7-20241101,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,175.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,175.25,0.0
2026-05-24T19:18:38Z,RC-9010769190-2-SURRENDER_CLAIM-C8-20251101,QDC-RC-9010769190-2-SURRENDER_CLAIM-C8-20251101,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,175.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,175.25,0.0
2026-05-24T19:18:38Z,RC-9010769195-2-SURRENDER_CLAIM-C0-20181115,QDC-RC-9010769195-2-SURRENDER_CLAIM-C0-20181115,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,235.78,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,235.78,0.0
2026-05-24T19:18:38Z,RC-9010769195-2-SURRENDER_CLAIM-C1-20191115,QDC-RC-9010769195-2-SURRENDER_CLAIM-C1-20191115,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,235.78,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,235.78,0.0
2026-05-24T19:18:38Z,RC-9010769195-2-SURRENDER_CLAIM-C2-20201115,QDC-RC-9010769195-2-SURRENDER_CLAIM-C2-20201115,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,235.78,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,235.78,0.0
2026-05-24T19:18:38Z,RC-9010769195-2-SURRENDER_CLAIM-C3-20211115,QDC-RC-9010769195-2-SURRENDER_CLAIM-C3-20211115,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,235.78,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,235.78,0.0
2026-05-24T19:18:38Z,RC-9010769195-2-SURRENDER_CLAIM-C4-20221115,QDC-RC-9010769195-2-SURRENDER_CLAIM-C4-20221115,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,235.78,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,235.78,0.0
2026-05-24T19:18:38Z,RC-9010769195-2-SURRENDER_CLAIM-C5-20231115,QDC-RC-9010769195-2-SURRENDER_CLAIM-C5-20231115,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,235.78,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,235.78,0.0
2026-05-24T19:18:38Z,RC-9010769195-2-SURRENDER_CLAIM-C6-20241115,QDC-RC-9010769195-2-SURRENDER_CLAIM-C6-20241115,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,235.78,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,235.78,0.0
2026-05-24T19:18:38Z,RC-9010769195-2-SURRENDER_CLAIM-C7-20251115,QDC-RC-9010769195-2-SURRENDER_CLAIM-C7-20251115,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,235.78,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,235.78,0.0
2026-05-24T19:18:38Z,RC-9010769220-2-SURRENDER_CLAIM-C0-20230130,QDC-RC-9010769220-2-SURRENDER_CLAIM-C0-20230130,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,36196.27,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,36196.27,0.0
2026-05-24T19:18:38Z,RC-9010769221-2-SURRENDER_CLAIM-C0-20250115,QDC-RC-9010769221-2-SURRENDER_CLAIM-C0-20250115,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,36234.46,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,36234.46,0.0
2026-05-24T19:18:38Z,RC-9010769227-2-SURRENDER_CLAIM-C0-20181101,QDC-RC-9010769227-2-SURRENDER_CLAIM-C0-20181101,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,390.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,390.25,0.0
2026-05-24T19:18:38Z,RC-9010769227-2-SURRENDER_CLAIM-C1-20191101,QDC-RC-9010769227-2-SURRENDER_CLAIM-C1-20191101,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,390.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,390.25,0.0
2026-05-24T19:18:38Z,RC-9010769232-2-SURRENDER_CLAIM-C0-20181115,QDC-RC-9010769232-2-SURRENDER_CLAIM-C0-20181115,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,343.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,343.25,0.0
2026-05-24T19:18:38Z,RC-9010769232-2-SURRENDER_CLAIM-C1-20191115,QDC-RC-9010769232-2-SURRENDER_CLAIM-C1-20191115,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,343.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,343.25,0.0
2026-05-24T19:18:38Z,RC-9010769232-2-SURRENDER_CLAIM-C2-20201115,QDC-RC-9010769232-2-SURRENDER_CLAIM-C2-20201115,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,343.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,343.25,0.0
2026-05-24T19:18:38Z,RC-9010769232-2-SURRENDER_CLAIM-C3-20211115,QDC-RC-9010769232-2-SURRENDER_CLAIM-C3-20211115,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,343.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,343.25,0.0
2026-05-24T19:18:38Z,RC-9010769232-2-SURRENDER_CLAIM-C4-20221115,QDC-RC-9010769232-2-SURRENDER_CLAIM-C4-20221115,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,343.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,343.25,0.0
2026-05-24T19:18:38Z,RC-9010769232-2-SURRENDER_CLAIM-C5-20231115,QDC-RC-9010769232-2-SURRENDER_CLAIM-C5-20231115,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,343.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,343.25,0.0
2026-05-24T19:18:38Z,RC-9010769232-2-SURRENDER_CLAIM-C6-20241115,QDC-RC-9010769232-2-SURRENDER_CLAIM-C6-20241115,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,343.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,343.25,0.0
2026-05-24T19:18:38Z,RC-9010769232-2-SURRENDER_CLAIM-C7-20251115,QDC-RC-9010769232-2-SURRENDER_CLAIM-C7-20251115,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,343.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,343.25,0.0
2026-05-24T19:18:38Z,RC-9010769714-1-DEATH_CLAIM-C0-20230404,QDC-RC-9010769714-1-DEATH_CLAIM-C0-20230404,,DEATH_CLAIM,DEATH_CLAIM,UNBALANCED,554.27,LOW,Excluded lifecycle-only amount 576.95; Optional components absent (not forced),0038,0810|0820|0411|0412|1020|0630,UNBALANCED,N,LIFECYCLE_EXCLUSION_GAP,MEDIUM,RECOVERABLE,SAFE_TO_REPROCESS,Validate lifecycle-only exclusion (0038) handling in balancing replay,N,554.27,576.95
2026-05-24T19:18:38Z,RC-9010770062-2-SURRENDER_CLAIM-C0-20181116,QDC-RC-9010770062-2-SURRENDER_CLAIM-C0-20181116,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,317.1,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,317.1,0.0
2026-05-24T19:18:38Z,RC-9010770062-2-SURRENDER_CLAIM-C1-20191116,QDC-RC-9010770062-2-SURRENDER_CLAIM-C1-20191116,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,317.1,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,317.1,0.0
